"date","region","country","ISO2","ISO3","p_cli_14days","p_cli_14days_low","p_cli_14days_high","p_anosmia_14days","p_anosmia_14days_low","p_anosmia_14days_high","p_cli_local_14days","p_cli_local_14days_low","p_cli_local_14days_high"
2020-05-06,"-99","Liechtenstein","LI","LIE",0.25,0,0.550056979772207,0.125,0,0.354172303767662,0.240566037735849,0.199881692790043,0.281250382681655
2020-05-06,"Schaan","Liechtenstein","LI","LIE",1,1,1,1,1,1,0.0566037735849057,0,0.118816597672831
2020-05-07,"-99","Liechtenstein","LI","LIE",0.222222222222222,0,0.493833841502414,0.111111111111111,0,0.316430196199952,0.213836477987421,0.177041695307714,0.250631260667128
2020-05-07,"Schaan","Liechtenstein","LI","LIE",1,1,1,1,1,1,0.0566037735849057,0,0.118816597672831
2020-05-08,"-99","Liechtenstein","LI","LIE",0.222222222222222,0,0.493833841502414,0.111111111111111,0,0.316430196199952,0.213836477987421,0.177041695307714,0.250631260667128
2020-05-08,"Balzers","Liechtenstein","LI","LIE",0,0,0,0,0,0,0.0188679245283019,0,0.0554978435392005
2020-05-08,"Schaan","Liechtenstein","LI","LIE",0.5,0,1,0.5,0,1,0.0283018867924528,0,0.0598714470737785
2020-05-09,"-99","Liechtenstein","LI","LIE",0.25,0,0.550056979772207,0.125,0,0.354172303767662,0.240566037735849,0.199881692790043,0.281250382681655
2020-05-09,"Balzers","Liechtenstein","LI","LIE",0,0,0,0,0,0,0.0188679245283019,0,0.0554978435392005
2020-05-09,"Schaan","Liechtenstein","LI","LIE",0.5,0,1,0.5,0,1,0.0283018867924528,0,0.0598714470737785
2020-05-10,"-99","Liechtenstein","LI","LIE",0.285714285714286,0,0.620372146798186,0.142857142857143,0,0.402082007388211,0.274932614555256,0.229500447511578,0.320364781598934
2020-05-10,"Balzers","Liechtenstein","LI","LIE",0,0,0,0,0,0,0.00943396226415094,0,0.0278367638059564
2020-05-10,"Mauren","Liechtenstein","LI","LIE",0,0,0,0,0,0,0,0,0
2020-05-10,"Schaan","Liechtenstein","LI","LIE",0.5,0,1,0.5,0,1,0.0283018867924528,0,0.0598714470737785
2020-05-11,"-99","Liechtenstein","LI","LIE",0.285714285714286,0,0.620372146798186,0.285714285714286,0,0.620372146798186,0.274932614555256,0.229500447511578,0.320364781598934
2020-05-11,"Balzers","Liechtenstein","LI","LIE",0,0,0,0,0,0,0.00943396226415094,0,0.0278367638059564
2020-05-11,"Mauren","Liechtenstein","LI","LIE",0,0,0,0,0,0,0,0,0
2020-05-11,"Schaan","Liechtenstein","LI","LIE",0.5,0,1,0.5,0,1,0.0283018867924528,0,0.0598714470737785
2020-05-12,"-99","Liechtenstein","LI","LIE",0.2,0,0.550609016230633,0.2,0,0.550609016230633,0.00754716981132075,0,0.0179672761780292
2020-05-12,"Balzers","Liechtenstein","LI","LIE",0,0,0,0,0,0,0.00943396226415094,0,0.0278367638059564
2020-05-12,"Mauren","Liechtenstein","LI","LIE",0,0,0,0,0,0,0,0,0
2020-05-12,"Schaan","Liechtenstein","LI","LIE",0.5,0,1,0.5,0,1,0.0283018867924528,0,0.0598714470737785
2020-05-13,"-99","Liechtenstein","LI","LIE",0.2,0,0.550609016230633,0.2,0,0.550609016230633,0.00754716981132075,0,0.0179672761780292
