"date","region","country","ISO2","ISO3","p_cli_local","p_cli_local_low","p_cli_local_high","p_cli_14days","p_cli_14days_low","p_cli_14days_high","p_cliWHO_14days","p_cliWHO_14days_low","p_cliWHO_14days_high","p_anosmia_14days","p_anosmia_14days_low","p_anosmia_14days_high","p_cli_local_7days","p_cli_local_7days_low","p_cli_local_7days_high","p_cli_local_14days","p_cli_local_14days_low","p_cli_local_14days_high"
2020-05-06,"-99","Vatican City","VA","VAT",0,0,0,0.0769230769230769,0,0.221774806631782,0.0769230769230769,0,0.221774806631782,0.153846153846154,0,0.349976323034732,0.00235849056603774,0,0.00697559278741737,0.00145137880986938,0,0.00429396392305433
2020-05-07,"-99","Vatican City","VA","VAT",0.0188679245283019,0,0.0554978435392005,0.0833333333333333,0,0.239710220752064,0.0833333333333333,0,0.239710220752064,0.166666666666667,0,0.377525218646943,0.00419287211740042,0,0.00999159460646785,0.00314465408805031,0,0.00749598432221092
2020-05-08,"-99","Vatican City","VA","VAT",0.00471698113207547,0,0.0139402639808974,0.133333333333333,0,0.305360832718189,0.133333333333333,0,0.305360832718189,0.2,0,0.402424209901066,0.00435413642960813,0,0.00927047680946967,0.00377358490566038,0,0.00803565527784696
2020-05-09,"-99","Vatican City","VA","VAT",0.00471698113207547,0,0.0139402639808974,0.105263157894737,0,0.243256187031479,0.105263157894737,0,0.243256187031479,0.157894736842105,0,0.32185488733929,0.0058055152394775,0.000132753547857377,0.0114782769310976,0.00397219463753724,8.72543554935657e-05,0.00785713491958091
2020-05-10,"-99","Vatican City","VA","VAT",0,0,0,0.0909090909090909,0,0.211037040800892,0.0909090909090909,0,0.211037040800892,0.136363636363636,0,0.279764411089298,0.0050314465408805,0.000113139522741134,0.00994975355901987,0.00343053173241852,7.44438473054077e-05,0.00678661961753164
2020-05-11,"-99","Vatican City","VA","VAT",0.0377358490566038,0.00145985060668707,0.0740118475065205,0.0869565217391304,0,0.202111039830404,0.0869565217391304,0,0.202111039830404,0.130434782608696,0,0.268070757125501,0.00887902330743618,0.00275366317590664,0.0150043834389657,0.00656275635767022,0.00203002899465743,0.011095483720683
2020-05-12,"-99","Vatican City","VA","VAT",0,0,0,0.115384615384615,0,0.238188644073479,0.115384615384615,0,0.238188644073479,0.153846153846154,0.0151611812176455,0.292531126474662,0.00733752620545073,0.00192188930813541,0.0127531631027661,0.0058055152394775,0.00179426697927764,0.00981676349967737
2020-05-13,"-99","Vatican City","VA","VAT",0.00628930817610063,0,0.0185773009704059,0.142857142857143,0.0132447105916086,0.272469575122677,0.142857142857143,0.0132447105916086,0.272469575122677,0.178571428571429,0.0367114257390592,0.320431431403798,0.00754716981132075,0.00233711662796653,0.012757222994675,0.00606469002695418,0.00211453168656076,0.0100148483673476
2020-05-14,"-99","Vatican City","VA","VAT",0,0,0,0.137931034482759,0.0124289051986182,0.263433163766899,0.137931034482759,0.0124289051986182,0.263433163766899,0.172413793103448,0.0349330986557415,0.309894487551155,0.00660377358490566,0.0017278993102742,0.0114796478595371,0.00585556278464541,0.00204121558856136,0.00966990998072947
2020-05-15,"-99","Vatican City","VA","VAT",NA,NA,NA,0.137931034482759,0.0124289051986182,0.263433163766899,0.137931034482759,0.0124289051986182,0.263433163766899,0.172413793103448,0.0349330986557415,0.309894487551155,0.00707547169811321,0.0014340835269246,0.0127168598693018,0.00585556278464541,0.00204121558856136,0.00966990998072947
2020-05-16,"-99","Vatican City","VA","VAT",0,0,0,0.148148148148148,0.014150752226828,0.282145544069468,0.148148148148148,0.014150752226828,0.282145544069468,0.185185185185185,0.0386645518071352,0.331705818563235,0.00673854447439353,0.000851992550256881,0.0126250963985302,0.00628930817610063,0.00219331057799887,0.0103853057742024
2020-05-17,"-99","Vatican City","VA","VAT",1,1,1,0.185185185185185,0.0386645518071352,0.331705818563235,0.185185185185185,0.0386645518071352,0.331705818563235,0.185185185185185,0.0386645518071352,0.331705818563235,0.110062893081761,0.0857397523196853,0.134386033843837,0.0517120894479385,0.0402386289676755,0.0631855499282015
2020-05-18,"-99","Vatican City","VA","VAT",NA,NA,NA,0.185185185185185,0.0386645518071352,0.331705818563235,0.185185185185185,0.0386645518071352,0.331705818563235,0.185185185185185,0.0386645518071352,0.331705818563235,0.124528301886792,0.0964180171532652,0.15263858662032,0.0517120894479385,0.0402386289676755,0.0631855499282015
2020-05-19,"-99","Vatican City","VA","VAT",0,0,0,0.137931034482759,0.0124289051986182,0.263433163766899,0.137931034482759,0.0124289051986182,0.263433163766899,0.137931034482759,0.0124289051986182,0.263433163766899,0.113207547169811,0.0874880485456317,0.138927045793991,0.0474951203643461,0.0368617911968828,0.0581284495318094
2020-05-20,"-99","Vatican City","VA","VAT",0.381132075471698,0.322658198315163,0.439605952628233,0.121212121212121,0.00985803053091998,0.232566211893322,0.121212121212121,0.00985803053091998,0.232566211893322,0.121212121212121,0.00985803053091998,0.232566211893322,0.240928882438316,0.20899702757762,0.272860737299013,0.0994854202401372,0.0854579847540421,0.113512855726232
2020-05-21,"-99","Vatican City","VA","VAT",0,0,0,0.121212121212121,0.00985803053091998,0.232566211893322,0.121212121212121,0.00985803053091998,0.232566211893322,0.121212121212121,0.00985803053091998,0.232566211893322,0.240928882438316,0.20899702757762,0.272860737299013,0.0989136649514008,0.0849221566351486,0.112905173267653
2020-05-22,"-99","Vatican City","VA","VAT",1,1,1,0.133333333333333,0.0116915219677371,0.25497514469893,0.133333333333333,0.0116915219677371,0.25497514469893,0.133333333333333,0.0116915219677371,0.25497514469893,0.358490566037736,0.323985208822737,0.392995923252735,0.171069182389937,0.152559687741328,0.189578677038546
2020-05-23,"-99","Vatican City","VA","VAT",0.00628930817610063,0,0.0185773009704059,0.172413793103448,0.0349330986557415,0.309894487551155,0.172413793103448,0.0349330986557415,0.309894487551155,0.172413793103448,0.0349330986557415,0.309894487551155,0.335849056603774,0.303019124089731,0.368678989117816,0.176968119713728,0.157888619045641,0.196047620381815
