"date","region","country","ISO2","ISO3","p_cli_14days","p_cli_14days_low","p_cli_14days_high","p_anosmia_14days","p_anosmia_14days_low","p_anosmia_14days_high","p_cli_local_14days","p_cli_local_14days_low","p_cli_local_14days_high"
2020-05-06,"-99","Suriname","SR","SUR",0,0,0,0.25,0,0.674344650278564,0.00471698113207547,0,0.0139402639808974
2020-05-06,"Nickerie","Suriname","SR","SUR",0,0,0,0,0,0,NA,NA,NA
2020-05-07,"-99","Suriname","SR","SUR",0,0,0,0,0,0,0.00628930817610063,0,0.0185773009704059
2020-05-07,"Nickerie","Suriname","SR","SUR",0,0,0,0,0,0,NA,NA,NA
2020-05-08,"-99","Suriname","SR","SUR",0,0,0,0,0,0,0,0,0
2020-05-08,"Nickerie","Suriname","SR","SUR",0,0,0,0,0,0,NA,NA,NA
2020-05-08,"Paramaribo","Suriname","SR","SUR",0,0,0,0,0,0,0,0,0
2020-05-09,"-99","Suriname","SR","SUR",0,0,0,0,0,0,0,0,0
2020-05-09,"Nickerie","Suriname","SR","SUR",0,0,0,0,0,0,NA,NA,NA
2020-05-09,"Paramaribo","Suriname","SR","SUR",0,0,0,0,0,0,0,0,0
2020-05-10,"-99","Suriname","SR","SUR",0,0,0,0,0,0,0,0,0
2020-05-10,"Nickerie","Suriname","SR","SUR",0,0,0,0,0,0,NA,NA,NA
2020-05-10,"Paramaribo","Suriname","SR","SUR",0,0,0,0,0,0,0,0,0
2020-05-11,"-99","Suriname","SR","SUR",0,0,0,0,0,0,0,0,0
2020-05-11,"Nickerie","Suriname","SR","SUR",0,0,0,0,0,0,NA,NA,NA
2020-05-11,"Paramaribo","Suriname","SR","SUR",0,0,0,0,0,0,0,0,0
2020-05-12,"-99","Suriname","SR","SUR",0,0,0,0,0,0,0,0,0
2020-05-12,"Nickerie","Suriname","SR","SUR",0,0,0,0,0,0,NA,NA,NA
2020-05-12,"Paramaribo","Suriname","SR","SUR",0,0,0,0,0,0,0,0,0
2020-05-12,"Saramacca","Suriname","SR","SUR",0,0,0,0,0,0,0,0,0
2020-05-13,"-99","Suriname","SR","SUR",0,0,0,0,0,0,0,0,0
2020-05-13,"Nickerie","Suriname","SR","SUR",0,0,0,0,0,0,NA,NA,NA
2020-05-13,"Paramaribo","Suriname","SR","SUR",0,0,0,0,0,0,0,0,0
2020-05-13,"Saramacca","Suriname","SR","SUR",0,0,0,0,0,0,0,0,0
2020-05-14,"-99","Suriname","SR","SUR",0,0,0,0,0,0,0,0,0
2020-05-14,"Nickerie","Suriname","SR","SUR",0,0,0,0,0,0,NA,NA,NA
2020-05-14,"Paramaribo","Suriname","SR","SUR",0,0,0,0,0,0,0,0,0
2020-05-14,"Saramacca","Suriname","SR","SUR",0,0,0,0,0,0,0,0,0
2020-05-15,"-99","Suriname","SR","SUR",0,0,0,0,0,0,0,0,0
2020-05-15,"Nickerie","Suriname","SR","SUR",0,0,0,0,0,0,NA,NA,NA
2020-05-15,"Paramaribo","Suriname","SR","SUR",0,0,0,0,0,0,0,0,0
2020-05-15,"Saramacca","Suriname","SR","SUR",0,0,0,0,0,0,0,0,0
2020-05-16,"-99","Suriname","SR","SUR",0,0,0,0,0,0,0,0,0
2020-05-16,"Nickerie","Suriname","SR","SUR",0,0,0,0,0,0,NA,NA,NA
2020-05-16,"Paramaribo","Suriname","SR","SUR",0,0,0,0,0,0,0,0,0
2020-05-16,"Saramacca","Suriname","SR","SUR",0,0,0,0,0,0,0,0,0
2020-05-17,"-99","Suriname","SR","SUR",0,0,0,0,0,0,0,0,0
2020-05-17,"Nickerie","Suriname","SR","SUR",0,0,0,0,0,0,NA,NA,NA
2020-05-17,"Paramaribo","Suriname","SR","SUR",0,0,0,0,0,0,0,0,0
2020-05-17,"Saramacca","Suriname","SR","SUR",0,0,0,0,0,0,0,0,0
