"date","region","country","ISO2","ISO3","cli","anosmia","count","cli_local","count_local","cli_14days","anosmia_14days","count_14days","cli_local_14days","count_local_14days","p_cli","p_cli_low","p_cli_high","p_anosmia","p_anosmia_low","p_anosmia_high","p_cli_local","p_cli_local_low","p_cli_local_high","p_cli_14days","p_cli_14days_low","p_cli_14days_high","p_anosmia_14days","p_anosmia_14days_low","p_anosmia_14days_high","p_cli_local_14days","p_cli_local_14days_low","p_cli_local_14days_high"
2020-06-22,"-99","Niue","NU","NIU",NA,NA,NA,NA,NA,2,3,6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,0,0.71052857802539,0.5,0.0999240269703909,0.900075973029609,0.0125786163522013,0.000329571335091925,0.0248276613693106
2020-06-23,"-99","Niue","NU","NIU",1,1,2,1,2,3,4,8,5,8,0.5,0,1,0.5,0,1,0.00943396226415094,0,0.0278367638059564,0.375,0.0395260980530331,0.710473901946967,0.5,0.153524043912581,0.846475956087419,0.0117924528301887,0.00151722832135996,0.0220676773390174
2020-06-24,"-99","Niue","NU","NIU",NA,NA,NA,NA,NA,3,4,8,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.375,0.0395260980530331,0.710473901946967,0.5,0.153524043912581,0.846475956087419,0.0117924528301887,0.00151722832135996,0.0220676773390174
2020-06-25,"-99","Niue","NU","NIU",NA,NA,NA,NA,NA,3,4,7,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.428571428571429,0.0619721094472632,0.795170747695594,0.571428571428571,0.204829252304406,0.938027890552737,0.0107816711590297,0.000272940662938622,0.0212904016551207
2020-06-26,"-99","Niue","NU","NIU",NA,NA,NA,NA,NA,2,3,6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,0,0.71052857802539,0.5,0.0999240269703909,0.900075973029609,0.0125786163522013,0.000329571335091925,0.0248276613693106
2020-06-27,"-99","Niue","NU","NIU",0,0,1,0,1,2,3,7,4,7,0,0,0,0,0,0,0,0,0,0.285714285714286,0,0.620372146798186,0.428571428571429,0.0619721094472632,0.795170747695594,0.0107816711590297,0.000272940662938622,0.0212904016551207
2020-06-28,"-99","Niue","NU","NIU",NA,NA,NA,NA,NA,2,3,7,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.285714285714286,0,0.620372146798186,0.428571428571429,0.0619721094472632,0.795170747695594,0.0107816711590297,0.000272940662938622,0.0212904016551207
2020-06-29,"-99","Niue","NU","NIU",0,0,1,0,1,2,3,8,4,8,0,0,0,0,0,0,0,0,0,0.25,0,0.550056979772207,0.375,0.0395260980530331,0.710473901946967,0.00943396226415094,0.000232561493248209,0.0186353630350537
2020-06-30,"-99","Niue","NU","NIU",NA,NA,NA,NA,NA,2,3,8,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0,0.550056979772207,0.375,0.0395260980530331,0.710473901946967,0.00943396226415094,0.000232561493248209,0.0186353630350537
2020-07-01,"-99","Niue","NU","NIU",NA,NA,NA,NA,NA,2,3,8,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0,0.550056979772207,0.375,0.0395260980530331,0.710473901946967,0.00943396226415094,0.000232561493248209,0.0186353630350537
2020-07-02,"-99","Niue","NU","NIU",NA,NA,NA,NA,NA,2,3,7,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.285714285714286,0,0.620372146798186,0.428571428571429,0.0619721094472632,0.795170747695594,0.00808625336927224,0,0.0171994714533938
2020-07-03,"-99","Niue","NU","NIU",NA,NA,NA,NA,NA,1,2,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0,0.550609016230633,0.4,0,0.829406594492118,0.00377358490566038,0,0.0111557073357215
2020-07-04,"-99","Niue","NU","NIU",NA,NA,NA,NA,NA,1,1,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0,0.674344650278564,0.25,0,0.674344650278564,0.00471698113207547,0,0.0139402639808974
2020-07-05,"-99","Niue","NU","NIU",NA,NA,NA,NA,NA,1,1,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0,0.674344650278564,0.25,0,0.674344650278564,0.00471698113207547,0,0.0139402639808974
2020-07-06,"-99","Niue","NU","NIU",0,0,1,100,1,1,1,5,101,5,0,0,0,0,0,0,1,1,1,0.2,0,0.550609016230633,0.2,0,0.550609016230633,0.381132075471698,0.322658198315163,0.439605952628233
2020-07-07,"-99","Niue","NU","NIU",0,0,1,0,1,0,0,4,100,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471698113207547,0.404500583035962,0.538895643379132
2020-07-08,"-99","Niue","NU","NIU",NA,NA,NA,NA,NA,0,0,4,100,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.471698113207547,0.404500583035962,0.538895643379132
2020-07-09,"-99","Niue","NU","NIU",0,0,1,0,1,0,0,5,100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377358490566038,0.318997688453012,0.435719292679064
2020-07-10,"-99","Niue","NU","NIU",NA,NA,NA,NA,NA,0,0,5,100,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.377358490566038,0.318997688453012,0.435719292679064
2020-07-11,"-99","Niue","NU","NIU",0,0,1,0,0,0,0,5,100,4,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0.471698113207547,0.404500583035962,0.538895643379132
2020-07-12,"-99","Niue","NU","NIU",NA,NA,NA,NA,NA,0,0,5,100,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.471698113207547,0.404500583035962,0.538895643379132
2020-07-13,"-99","Niue","NU","NIU",NA,NA,NA,NA,NA,0,0,4,100,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.628930817610063,0.55384145629842,0.704020178921706
2020-07-14,"-99","Niue","NU","NIU",NA,NA,NA,NA,NA,0,0,4,100,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.628930817610063,0.55384145629842,0.704020178921706
2020-07-15,"-99","Niue","NU","NIU",NA,NA,NA,NA,NA,0,0,4,100,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.628930817610063,0.55384145629842,0.704020178921706
2020-07-16,"-99","Niue","NU","NIU",0,0,1,0,1,0,0,5,100,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471698113207547,0.404500583035962,0.538895643379132
2020-07-17,"-99","Niue","NU","NIU",NA,NA,NA,NA,NA,0,0,5,100,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.471698113207547,0.404500583035962,0.538895643379132
2020-07-18,"-99","Niue","NU","NIU",NA,NA,NA,NA,NA,0,0,5,100,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.471698113207547,0.404500583035962,0.538895643379132
2020-07-19,"-99","Niue","NU","NIU",NA,NA,NA,NA,NA,0,0,5,100,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.471698113207547,0.404500583035962,0.538895643379132
2020-07-20,"-99","Niue","NU","NIU",0,0,1,0,1,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-21,"-99","Niue","NU","NIU",NA,NA,NA,NA,NA,0,0,4,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
2020-07-22,"-99","Niue","NU","NIU",NA,NA,NA,NA,NA,0,0,4,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
2020-07-23,"-99","Niue","NU","NIU",NA,NA,NA,NA,NA,0,0,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
2020-07-24,"-99","Niue","NU","NIU",NA,NA,NA,NA,NA,0,0,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
2020-07-25,"-99","Niue","NU","NIU",NA,NA,NA,NA,NA,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
2020-07-26,"-99","Niue","NU","NIU",0,0,1,0,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-27,"-99","Niue","NU","NIU",0,0,1,0,1,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-28,"-99","Niue","NU","NIU",1,1,3,100,3,1,1,7,100,7,0.333333333333333,0,0.866767964039479,0.333333333333333,0,0.866767964039479,0.628930817610063,0.55384145629842,0.704020178921706,0.142857142857143,0,0.402082007388211,0.142857142857143,0,0.402082007388211,0.269541778975741,0.224390311284278,0.314693246667205
2020-07-29,"-99","Niue","NU","NIU",0,0,1,0,1,1,1,8,100,8,0,0,0,0,0,0,0,0,0,0.125,0,0.354172303767662,0.125,0,0.354172303767662,0.235849056603774,0.195440642027787,0.276257471179761
2020-07-30,"-99","Niue","NU","NIU",NA,NA,NA,NA,NA,1,1,7,100,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.142857142857143,0,0.402082007388211,0.142857142857143,0,0.402082007388211,0.269541778975741,0.224390311284278,0.314693246667205
2020-07-31,"-99","Niue","NU","NIU",NA,NA,NA,NA,NA,1,1,7,100,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.142857142857143,0,0.402082007388211,0.142857142857143,0,0.402082007388211,0.269541778975741,0.224390311284278,0.314693246667205
2020-08-01,"-99","Niue","NU","NIU",NA,NA,NA,NA,NA,1,1,7,100,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.142857142857143,0,0.402082007388211,0.142857142857143,0,0.402082007388211,0.269541778975741,0.224390311284278,0.314693246667205
2020-08-02,"-99","Niue","NU","NIU",0,0,4,38,4,1,1,11,138,11,0,0,0,0,0,0,0.179245283018868,0.127614260972666,0.23087630506507,0.0909090909090909,0,0.260795666866152,0.0909090909090909,0,0.260795666866152,0.236706689536878,0.202203057982027,0.271210321091729
2020-08-03,"-99","Niue","NU","NIU",NA,NA,NA,NA,NA,1,1,10,138,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,0.285938509691368,0.1,0,0.285938509691368,0.260377358490566,0.223016498598614,0.297738218382518
2020-08-04,"-99","Niue","NU","NIU",NA,NA,NA,NA,NA,1,1,10,138,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,0.285938509691368,0.1,0,0.285938509691368,0.260377358490566,0.223016498598614,0.297738218382518
2020-08-05,"-99","Niue","NU","NIU",NA,NA,NA,NA,NA,1,1,10,138,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,0.285938509691368,0.1,0,0.285938509691368,0.260377358490566,0.223016498598614,0.297738218382518
2020-08-06,"-99","Niue","NU","NIU",0,0,1,0,1,1,1,11,138,11,0,0,0,0,0,0,0,0,0,0.0909090909090909,0,0.260795666866152,0.0909090909090909,0,0.260795666866152,0.236706689536878,0.202203057982027,0.271210321091729
2020-08-07,"-99","Niue","NU","NIU",NA,NA,NA,NA,NA,1,1,11,138,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0909090909090909,0,0.260795666866152,0.0909090909090909,0,0.260795666866152,0.236706689536878,0.202203057982027,0.271210321091729
2020-08-08,"-99","Niue","NU","NIU",NA,NA,NA,NA,NA,1,1,11,138,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0909090909090909,0,0.260795666866152,0.0909090909090909,0,0.260795666866152,0.236706689536878,0.202203057982027,0.271210321091729
2020-08-09,"-99","Niue","NU","NIU",NA,NA,NA,NA,NA,1,1,10,138,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,0.285938509691368,0.1,0,0.285938509691368,0.260377358490566,0.223016498598614,0.297738218382518
2020-08-10,"-99","Niue","NU","NIU",NA,NA,NA,NA,NA,1,1,9,138,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.111111111111111,0,0.316430196199952,0.111111111111111,0,0.316430196199952,0.289308176100629,0.248616093747023,0.330000258454235
2020-08-11,"-99","Niue","NU","NIU",0,0,2,0,2,0,0,8,38,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089622641509434,0.0624341722653993,0.116811110753469
2020-08-12,"-99","Niue","NU","NIU",0,0,1,1,1,0,0,8,39,8,0,0,0,0,0,0,0.0188679245283019,0,0.0554978435392005,0,0,0,0,0,0,0.0919811320754717,0.0644729446704144,0.119489319480529
2020-08-13,"-99","Niue","NU","NIU",0,0,1,0,1,0,0,9,39,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0817610062893082,0.0571720620994341,0.106349950479182
2020-08-14,"-99","Niue","NU","NIU",0,0,1,0,1,0,0,10,39,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0735849056603774,0.0513565500418471,0.0958132612789076
2020-08-15,"-99","Niue","NU","NIU",NA,NA,NA,NA,NA,0,0,10,39,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.0735849056603774,0.0513565500418471,0.0958132612789076
2020-08-16,"-99","Niue","NU","NIU",NA,NA,NA,NA,NA,0,0,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.00314465408805031,0,0.00929836431956434
2020-08-17,"-99","Niue","NU","NIU",NA,NA,NA,NA,NA,0,0,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.00314465408805031,0,0.00929836431956434
2020-08-18,"-99","Niue","NU","NIU",NA,NA,NA,NA,NA,0,0,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.00314465408805031,0,0.00929836431956434
2020-08-19,"-99","Niue","NU","NIU",NA,NA,NA,NA,NA,0,0,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.00314465408805031,0,0.00929836431956434
