"date","region","country","ISO2","ISO3","p_cli_14days","p_cli_14days_low","p_cli_14days_high","p_cliWHO_14days","p_cliWHO_14days_low","p_cliWHO_14days_high","p_anosmia_14days","p_anosmia_14days_low","p_anosmia_14days_high","p_cli_local_14days","p_cli_local_14days_low","p_cli_local_14days_high"
2020-05-06,"-99","Saint Kitts and Nevis","KN","KNA",0,0,0,0,0,0,0,0,0,0.0377358490566038,0.00145985060668707,0.0740118475065205
2020-05-06,"Saint John Capisterre","Saint Kitts and Nevis","KN","KNA",0,0,0,0,0,0,0,0,0,0,0,0
2020-05-07,"-99","Saint Kitts and Nevis","KN","KNA",0,0,0,0,0,0,0,0,0,0.0188679245283019,0.000552965022852563,0.0371828840337512
2020-05-07,"Saint John Capisterre","Saint Kitts and Nevis","KN","KNA",0,0,0,0,0,0,0,0,0,0,0,0
2020-05-08,"-99","Saint Kitts and Nevis","KN","KNA",0,0,0,0,0,0,0,0,0,0.0150943396226415,0.000414222198662526,0.0297744570466205
2020-05-08,"Saint John Capisterre","Saint Kitts and Nevis","KN","KNA",0,0,0,0,0,0,0,0,0,0,0,0
2020-05-09,"-99","Saint Kitts and Nevis","KN","KNA",0,0,0,0,0,0,0,0,0,0.0107816711590297,0.000272940662938622,0.0212904016551207
2020-05-09,"Saint John Capisterre","Saint Kitts and Nevis","KN","KNA",0,0,0,0,0,0,0,0,0,0,0,0
2020-05-09,"Saint Mary Cayon","Saint Kitts and Nevis","KN","KNA",0,0,0,0,0,0,0,0,0,0,0,0
2020-05-10,"-99","Saint Kitts and Nevis","KN","KNA",0,0,0,0,0,0,0,0,0,0.0117924528301887,0.00151722832135996,0.0220676773390174
2020-05-10,"Saint John Capisterre","Saint Kitts and Nevis","KN","KNA",0,0,0,0,0,0,0,0,0,0,0,0
2020-05-10,"Saint Mary Cayon","Saint Kitts and Nevis","KN","KNA",0,0,0,0,0,0,0,0,0,0,0,0
2020-05-11,"-99","Saint Kitts and Nevis","KN","KNA",0,0,0,0,0,0,0,0,0,0.00314465408805031,0,0.00929836431956434
2020-05-11,"Saint John Capisterre","Saint Kitts and Nevis","KN","KNA",0,0,0,0,0,0,0,0,0,0,0,0
2020-05-11,"Saint Mary Cayon","Saint Kitts and Nevis","KN","KNA",0,0,0,0,0,0,0,0,0,0,0,0
2020-05-12,"-99","Saint Kitts and Nevis","KN","KNA",0,0,0,0,0,0,0,0,0,0.00314465408805031,0,0.00929836431956434
2020-05-12,"Saint John Capisterre","Saint Kitts and Nevis","KN","KNA",0,0,0,0,0,0,0,0,0,0,0,0
2020-05-12,"Saint Mary Cayon","Saint Kitts and Nevis","KN","KNA",0,0,0,0,0,0,0,0,0,0,0,0
2020-05-13,"-99","Saint Kitts and Nevis","KN","KNA",0,0,0,0,0,0,0,0,0,0.00314465408805031,0,0.00929836431956434
2020-05-13,"Saint John Capisterre","Saint Kitts and Nevis","KN","KNA",0,0,0,0,0,0,0,0,0,0,0,0
2020-05-13,"Saint Mary Cayon","Saint Kitts and Nevis","KN","KNA",0,0,0,0,0,0,0,0,0,0,0,0
2020-05-14,"-99","Saint Kitts and Nevis","KN","KNA",0,0,0,0,0,0,0,0,0,0.00314465408805031,0,0.00929836431956434
2020-05-14,"Saint John Capisterre","Saint Kitts and Nevis","KN","KNA",0,0,0,0,0,0,0,0,0,0,0,0
2020-05-14,"Saint Mary Cayon","Saint Kitts and Nevis","KN","KNA",0,0,0,0,0,0,0,0,0,0,0,0
2020-05-15,"-99","Saint Kitts and Nevis","KN","KNA",0,0,0,0,0,0,0,0,0,0.00269541778975741,0,0.00797121493606835
2020-05-15,"Saint John Capisterre","Saint Kitts and Nevis","KN","KNA",0,0,0,0,0,0,0,0,0,0,0,0
2020-05-15,"Saint Mary Cayon","Saint Kitts and Nevis","KN","KNA",0,0,0,0,0,0,0,0,0,0,0,0
2020-05-16,"-99","Saint Kitts and Nevis","KN","KNA",0,0,0,0,0,0,0,0,0,0.00269541778975741,0,0.00797121493606835
2020-05-16,"Saint John Capisterre","Saint Kitts and Nevis","KN","KNA",0,0,0,0,0,0,0,0,0,0,0,0
2020-05-16,"Saint Mary Cayon","Saint Kitts and Nevis","KN","KNA",0,0,0,0,0,0,0,0,0,0,0,0
2020-05-17,"-99","Saint Kitts and Nevis","KN","KNA",0,0,0,0,0,0,0,0,0,0.00269541778975741,0,0.00797121493606835
2020-05-17,"Saint John Capisterre","Saint Kitts and Nevis","KN","KNA",0,0,0,0,0,0,0,0,0,0,0,0
2020-05-17,"Saint Mary Cayon","Saint Kitts and Nevis","KN","KNA",0,0,0,0,0,0,0,0,0,0,0,0
2020-05-18,"-99","Saint Kitts and Nevis","KN","KNA",0,0,0,0,0,0,0,0,0,0.00269541778975741,0,0.00797121493606835
2020-05-18,"Saint Mary Cayon","Saint Kitts and Nevis","KN","KNA",0,0,0,0,0,0,0,0,0,0,0,0
2020-05-19,"-99","Saint Kitts and Nevis","KN","KNA",0,0,0,0,0,0,0,0,0,0.00269541778975741,0,0.00797121493606835
2020-05-19,"Saint Mary Cayon","Saint Kitts and Nevis","KN","KNA",0,0,0,0,0,0,0,0,0,0,0,0
2020-05-20,"-99","Saint Kitts and Nevis","KN","KNA",0,0,0,0,0,0,0,0,0,0.00235849056603774,0,0.00697559278741737
2020-05-20,"Saint John Figtree","Saint Kitts and Nevis","KN","KNA",0,0,0,0,0,0,0,0,0,0.0377358490566038,0,0.0890378580531014
