ISO2,ISO_3,country_agg,region_agg,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cli_smooth_slope,p_cli_weight_smooth_slope,p_cliWHO_smooth_slope,p_cliWHO_weight_smooth_slope,p_cli_local_smooth_slope
AE,ARE,United Arab Emirates,Abu Dhabi,2020-05-02,2020-05-01,116,48,2,0.0172413793103448,0.0236880074342301,0.0109330727308556,9.12830792138265e-05,0,0,0,0,0.0142091486974947,0.00258973971014467,1,0,0.0110381536507808,0.0135604620029762,0.00743087833449236,9.49547150631829e-05,0.00318457975547164,0.00593861519763914,0.00188098774089599,4.38471968581598e-05,0.0105848639670277,0.00173490278907542,,,,,
AE,ARE,United Arab Emirates,Abu Dhabi,2020-05-03,2020-05-03,180,180,1,0.0111111111111111,0.0153131427955959,0.00568159100092417,0.000103098717634563,0.00555555555555556,0.010858400319286,0.00279546391805984,7.24226827081761e-05,0.00757144020190507,0.00153297382798439,5,1,0.0107382541487825,0.0131845122634764,0.00735210783630082,9.46421703219341e-05,0.00321326057339299,0.00593832550969667,0.0019553899271038,4.44937441026612e-05,0.0105581925417783,0.00171982007608151,,,,,
AE,ARE,United Arab Emirates,Abu Dhabi,2020-05-04,2020-05-04,226,226,1,0.0176991150442478,0.0171906348386623,0.0144986560699257,0.00015254675335371,0.00442477876106195,0.00865319899870604,0.00205231990384726,5.77546424597612e-05,0.00659411011523688,0.00126925545657047,10,4,0.0104391175616953,0.0128141220503632,0.0072955457708366,9.44698632534542e-05,0.00324527892558701,0.00593787687373848,0.00204258188164832,4.52639340629898e-05,0.010527341791714,0.00170499420701379,,,,,
AE,ARE,United Arab Emirates,Abu Dhabi,2020-05-05,2020-05-05,233,233,1,0.0128755364806867,0.0144756726950675,0.0051335384585918,9.41261832807871e-05,0.00429184549356223,0.00839379197738522,0.00241655457266733,6.46684667274201e-05,0.013516074022611,0.00179860904250299,12,3,0.0101458154958616,0.0124546767515877,0.00726728102320152,9.44861100310252e-05,0.00328158769471516,0.00594044005444756,0.00214405794727959,4.61934051637037e-05,0.0104918652940207,0.00169048675690063,,,,,
AE,ARE,United Arab Emirates,Abu Dhabi,2020-05-06,2020-05-06,214,214,1,0,0,0,0,0,0,0,0,0.0120724346076459,0.00178291599114356,4,2,0.00986466623747741,0.0121125333154254,0.00727439145024931,9.47483696950987e-05,0.00332321285036722,0.0059495763750377,0.00226028545065878,4.73116016224104e-05,0.0104516674398429,0.00167635109884279,,,,,
AE,ARE,United Arab Emirates,Abu Dhabi,2020-05-07,2020-05-07,197,197,1,0.0152284263959391,0.0171005565126729,0.0109272547639603,0.000140804653556085,0.0050761421319797,0.00992377222200197,0.00377130028831729,8.301803284643e-05,0.0094653945176435,0.00165145456924029,6,1,0.0096023660354301,0.0117943650328219,0.00732358482264408,9.53123184286627e-05,0.00337124778963027,0.00596942529176723,0.00239125352331332,4.86466430529679e-05,0.0104076108615106,0.00166268239322522,,,,,
AE,ARE,United Arab Emirates,Abu Dhabi,2020-05-08,2020-05-08,215,215,1,0.00465116279069768,0.00909488658760705,0.00102102499105788,4.40735688964308e-05,0.00465116279069768,0.00909488658760705,0.00102102499105788,4.40735688964308e-05,0.0104102878138396,0.00164093998670458,7,1,0.00936681104508476,0.0115081226176263,0.00742171902514213,9.62421712913155e-05,0.00342623646051632,0.006003628148622,0.00253546747150791,5.02110085612147e-05,0.0103613127885179,0.00164958470835455,-0.000278557100949344,-1.52655155837084e-06,4.02761175074461e-05,0.000109079955101988,-3.72585297516229e-05
AE,ARE,United Arab Emirates,Abu Dhabi,2020-05-09,2020-05-09,229,229,1,0.00873362445414847,0.012050991883234,0.00999746580215866,0.000137833311576682,0,0,0,0,0.0156356642054973,0.00191532329492979,7,0,0.00916520430849063,0.0112607836684097,0.00757375834813282,9.7585992085247e-05,0.00348770067209911,0.00605405545165427,0.00268954992915531,5.19895412035961e-05,0.0103151503905949,0.00163715479143788,-0.000262174973381971,3.69417519719994e-05,4.57400164510201e-05,0.000122360000341918,-4.0507025197229e-05
AE,ARE,United Arab Emirates,Abu Dhabi,2020-05-10,2020-05-10,230,230,1,0.00434782608695652,0.00850303718208252,0.00179640449966897,5.78739327014097e-05,0,0,0,0,0.00824768430402233,0.0014119198878619,12,1,0.00900431285805531,0.0110587959319007,0.00778268825966282,9.93783744105007e-05,0.00355454797196809,0.00612123888932371,0.00284843903211394,5.39427601744223e-05,0.0102720803620977,0.00162548881647886,-0.000239134117273332,8.11904148043705e-05,5.15448410635125e-05,0.000134309525077603,-4.25435716027171e-05
AE,ARE,United Arab Emirates,Abu Dhabi,2020-05-11,2020-05-11,230,230,1,0.0173913043478261,0.0168943136286525,0.0154980240816707,0.000165583813082478,0.00869565217391304,0.0119988260782899,0.00759171573686284,0.00011635540900532,0.0102778835173201,0.00157452990181299,11,4,0.00889002505808234,0.010907355177467,0.00804901293153318,0.000101635283339365,0.00362467943681366,0.00620316054971018,0.00300529184778168,5.59981062130353e-05,0.0102350793986363,0.00161463795320641,-0.000209298406296541,0.000130288651388611,5.7181957016418e-05,0.000143538983417015,-4.27976492307303e-05
AE,ARE,United Arab Emirates,Abu Dhabi,2020-05-12,2020-05-12,197,197,1,0,0,0,0,0,0,0,0,0.00648334451151353,0.00135792298806756,7,2,0.00882608234306593,0.010809049366883,0.00836898983487732,0.000104335026823828,0.00369513383215733,0.00629509792974074,0.00315195006714374,5.80524214209661e-05,0.0102066286279271,0.00160459581960156,-0.000173097315735246,0.000182433064104669,6.19868302983515e-05,0.00014861076941416,-4.08398019859626e-05
AE,ARE,United Arab Emirates,Abu Dhabi,2020-05-13,2020-05-13,210,210,1,0.0142857142857143,0.0160496271971058,0.0118841841859002,0.000149317474853996,0.00952380952380953,0.0131360808939101,0.00864525074491366,0.000127563188829101,0.00794868219216288,0.00145330868093376,6,2,0.00881427664755374,0.0107645228355678,0.00873561949223203,0.000107430692598701,0.00376244268554279,0.00639000001811426,0.00327977978407226,5.99811120896634e-05,0.0101880499094415,0.00159528775587741,-0.000131348231312727,0.000235339111597991,6.51991493187546e-05,0.00014808771012649,-3.65934920115128e-05
AE,ARE,United Arab Emirates,Abu Dhabi,2020-05-14,2020-05-14,185,185,1,0,0,0,0,0,0,0,0,0.0129172827017353,0.00195227946161665,12,5,0.0088533841608444,0.0107709002194731,0.00913760770160961,0.000110833954428839,0.00382281670178892,0.00647860879985609,0.0033806057519277,6.16469065894272e-05,0.0101787179327387,0.00158654676372999,-8.55711473733934e-05,0.000285981446077913,6.60967068787677e-05,0.000140856380069965,-3.04324759632113e-05
AE,ARE,United Arab Emirates,Abu Dhabi,2020-05-15,2020-05-15,210,210,1,0.00952380952380953,0.0131360808939101,0.0137251008217916,0.000162079493524379,0.00476190476190476,0.00931091349954401,0.00666029710414095,0.000113309678542394,0.00952575355514731,0.00157038091499438,7,2,0.00893878670336585,0.0108222837785406,0.00955999387768409,0.000114425292335319,0.0038724328237928,0.00655068748195214,0.00344742015289781,6.29161195066784e-05,0.0101758963317455,0.00157813699097369,-3.77362675207966e-05,0.000331039254925212,6.41220252822808e-05,0.000126311703957083,-2.32090098082301e-05
