ISO2,ISO_3,country_agg,region_agg,date,first_date,day_count,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B2,B4,E5,B0.NA,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.3,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.3,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,B0.1,B0.2,D1.-88,D2.-88,D4.-88,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cli_smooth_slope,p_cli_weight_smooth_slope,p_cliWHO_smooth_slope,p_cliWHO_weight_smooth_slope,p_cli_local_smooth_slope,p_cases_infected,p_cases_infected_smooth,p_cases_active
GF,GUF,French Guiana,Cayenne,2020-11-06,2020-05-02,1,100,3,69885.8727824642,3,69885.8727824642,84,96,10,1,2290660.09648948,82,234,84,252,100,5,93,2,6,92,2,5,93,2,29,69,2,10,88,2,16,82,2,5,93,2,7,91,2,7,91,2,4,94,2,9,89,2,15,80,5,17,83,0,12,5,83,42,55,3,10,28,62,1,9,0,90,44,52,4,61,35,4,40,55,5,51,46,3,29,67,4,20,77,3,54,42,4,23,13,6,12,46,17,83,0,51,19,6,5,8,5,6,35,22,17,20,6,5,4,9,22,50,10,5,3,16,15,51,10,26,29,16,19,10,8,17,13,51,11,42,33,2,6,17,15,28,11,12,10,5,1,18,35,28,17,20,79,0.03,0.0334344809563718,0.0305090540886301,0.000222717332303959,0.03,0.0334344809563718,0.0305090540886301,0.000222717332303959,0.0123239436619718,0.00261918041762339,,,,,,0.0299998519663904,0.0334343185012728,0.0311666067356235,0.000227439377865338,0.0299998519663904,0.0334343185012728,0.0311666067356235,0.000227439377865338,0.0123223734977053,0.0026189827023937,,,,,,,,0.0299998519663904
GF,GUF,French Guiana,Cayenne,2020-11-07,2020-05-04,1,100,3,69885.8727824642,3,69885.8727824642,84,96,11,1,2203306.80555871,82,234,84,254,100,5,93,2,6,92,2,5,93,2,29,69,2,10,88,2,16,82,2,5,93,2,7,91,2,7,91,2,4,94,2,9,89,2,15,80,5,17,83,0,12,5,83,43,54,3,11,28,61,1,10,0,89,44,52,4,61,35,4,39,56,5,52,45,3,30,66,4,21,76,3,55,41,4,23,14,6,12,45,17,83,0,51,19,6,5,8,5,6,34,22,17,21,6,5,4,9,23,49,10,5,3,16,16,50,10,26,29,16,19,10,8,16,13,52,11,41,34,2,6,17,15,29,11,12,10,4,1,18,36,27,17,20,79,0.03,0.0334344809563718,0.0317186297460479,0.000231402794758933,0.03,0.0334344809563718,0.0317186297460479,0.000231402794758933,0.0123239436619718,0.00261918041762339,,,,,,0.0299996764414969,0.0334341258650572,0.0311876901069828,0.000227590818161055,0.0299996764414969,0.0334341258650572,0.0311876901069828,0.000227590818161055,0.0123204545421415,0.00261874124918344,,,,,,,,0.0299996764414969
GF,GUF,French Guiana,Cayenne,2020-11-11,2020-05-09,1,100,3,69885.8727824642,3,69885.8727824642,84,96,11,1,2241247.51940983,81,230,84,251,100,5,93,2,6,92,2,5,93,2,28,70,2,10,88,2,15,83,2,5,93,2,7,91,2,7,91,2,4,94,2,9,89,2,14,81,5,17,83,0,12,5,83,43,54,3,11,28,61,1,10,0,89,44,52,4,61,35,4,39,56,5,52,45,3,30,66,4,21,76,3,56,40,4,24,14,6,12,44,17,83,0,51,19,6,5,8,5,6,33,22,18,21,6,5,4,9,23,49,10,5,3,16,16,50,10,25,29,17,19,10,8,16,13,52,11,41,34,2,5,18,14,29,11,12,10,4,1,19,36,26,17,21,79,0.03,0.0334344809563718,0.0311816843865896,0.00022754858335525,0.03,0.0334344809563718,0.0311816843865896,0.00022754858335525,0.0123239436619718,0.00261918041762339,,,,,,0.0299965880171333,0.0334311903911327,0.0312982096975155,0.000228387459749398,0.0299965880171333,0.0334311903911327,0.0312982096975155,0.000228387459749398,0.0122899520157444,0.00261492281454747,,,,,,,,0.0299965880171333
GF,GUF,French Guiana,Cayenne,2020-11-15,2020-05-11,3,100,3,69885.8727824642,3,69885.8727824642,84,96,11,1,2237352.92780372,80,279,84,255,100,5,93,2,7,91,2,5,93,2,28,70,2,8,90,2,14,84,2,5,93,2,7,91,2,7,91,2,4,94,2,8,90,2,13,82,5,17,83,0,12,5,83,45,52,3,11,30,59,1,10,0,89,44,51,5,61,34,5,41,53,6,54,42,4,31,64,5,21,75,4,58,37,5,24,15,7,12,42,17,83,0,52,19,6,4,8,4,7,32,21,18,22,7,5,4,9,22,49,11,5,3,16,15,50,11,24,29,17,19,11,8,14,13,53,12,39,35,2,5,19,13,28,12,13,9,4,1,20,34,27,17,22,78,0.03,0.0334344809563718,0.0312359627817267,0.000227938294933369,0.03,0.0334344809563718,0.0312359627817267,0.000227938294933369,0.0123239436619718,0.00261918041762339,,,,,,0.029970543379067,0.0334107367060619,0.0314099921071686,0.000229241614938816,0.029970543379067,0.0334107367060619,0.0314099921071686,0.000229241614938816,0.0121290529386777,0.00259479782140299,,,,,,,,0.029970543379067
GF,GUF,French Guiana,Cayenne,2020-11-18,2020-05-19,1,100,3,69885.8727824642,3,69885.8727824642,84,96,11,1,2213548.33822559,81,286,84,258,100,5,93,2,7,91,2,5,93,2,29,69,2,8,90,2,14,84,2,5,93,2,7,91,2,8,90,2,5,93,2,8,90,2,13,82,5,17,83,0,12,5,83,45,52,3,11,30,59,1,10,0,89,44,51,5,62,33,5,42,52,6,55,41,4,32,63,5,22,74,4,59,36,5,25,15,7,12,41,18,82,0,51,19,7,4,8,4,7,31,21,19,22,7,5,4,9,23,49,10,5,3,16,16,50,10,24,30,17,19,10,8,15,13,53,11,40,35,2,5,18,14,28,12,13,9,4,1,19,35,27,17,21,78,0.03,0.0334344809563718,0.0315718756060623,0.000230349606176076,0.03,0.0334344809563718,0.0315718756060623,0.000230349606176076,0.0123239436619718,0.00261918041762339,,,,,,0.0298915971465629,0.033355040170704,0.0314043167935764,0.000229396783607549,0.0298915971465629,0.033355040170704,0.0314043167935764,0.000229396783607549,0.0117978042257962,0.0025533624996877,,,,,,,,0.0298915971465629
GF,GUF,French Guiana,Cayenne,2020-11-20,2020-05-23,2,100,3,69885.8727824642,3,69885.8727824642,84,96,11,1,2200442.68148261,80,287,84,254,100,5,93,2,7,91,2,5,93,2,30,68,2,8,90,2,14,84,2,5,93,2,7,91,2,8,90,2,5,93,2,9,89,2,13,82,5,17,83,0,12,5,83,46,51,3,11,31,58,1,10,0,89,45,50,5,63,32,5,44,50,6,55,41,4,32,63,5,22,74,4,59,36,5,25,15,7,12,41,19,81,0,51,20,6,4,8,4,7,29,22,19,23,7,5,4,9,23,49,10,5,3,14,17,51,10,24,30,17,19,10,8,14,12,55,11,40,34,2,5,19,12,29,12,13,9,4,1,20,35,27,16,22,77,0.03,0.0334344809563718,0.0317599151164332,0.00023169905184386,0.03,0.0334344809563718,0.0317599151164332,0.00023169905184386,0.0123239436619718,0.00261918041762339,,,,,,0.0297630195553425,0.0332699119056891,0.0312990983124901,0.000228996178988437,0.0297630195553425,0.0332699119056891,0.0312990983124901,0.000228996178988437,0.0114190907498413,0.00250592530268557,,,,,,,,0.0297630195553425
GF,GUF,French Guiana,Cayenne,2020-11-21,2020-05-25,1,100,3,69885.8727824642,3,69885.8727824642,84,96,12,1,2205717.45193493,79,287,84,252,100,5,93,2,7,91,2,5,93,2,30,68,2,8,90,2,14,84,2,5,93,2,7,91,2,8,90,2,5,93,2,9,89,2,13,82,5,17,83,0,12,5,83,47,50,3,12,31,57,1,11,0,88,44,51,5,62,33,5,43,51,6,54,42,4,32,63,5,23,73,4,59,36,5,25,15,7,12,41,19,81,0,51,21,6,3,8,4,7,29,22,19,23,7,5,4,9,23,49,10,5,3,14,17,51,10,24,30,17,19,10,8,14,12,55,11,39,34,2,5,20,12,29,12,12,9,4,1,21,35,26,16,23,77,0.03,0.0334344809563718,0.0316839642000194,0.000231154030454087,0.03,0.0334344809563718,0.0316839642000194,0.000231154030454087,0.0123239436619718,0.00261918041762339,,,,,,0.0296581939717294,0.0332024879121138,0.031198621802094,0.000228576782459956,0.0296581939717294,0.0332024879121138,0.031198621802094,0.000228576782459956,0.01117267835711,0.00247501140590274,-5.69429991101687e-05,5.33584441174753e-06,-5.69429991101687e-05,5.33584441174753e-06,-0.000191615856765878,,,0.0296581939717294
GF,GUF,French Guiana,Cayenne,2020-11-22,2020-05-26,1,100,3,69885.8727824642,3,69885.8727824642,84,96,12,1,2214433.34182763,79,287,84,251,100,5,93,2,7,91,2,5,93,2,30,68,2,8,90,2,14,84,2,5,93,2,7,91,2,8,90,2,5,93,2,9,89,2,13,82,5,17,83,0,12,5,83,48,49,3,12,32,56,1,11,0,88,43,52,5,63,32,5,44,50,6,54,42,4,31,64,5,23,73,4,59,36,5,25,15,7,12,41,18,82,0,52,21,6,3,7,4,7,29,21,20,23,7,5,4,9,23,49,10,5,3,14,17,51,10,24,29,18,19,10,8,14,12,55,11,40,33,2,5,20,12,28,12,12,9,5,1,21,35,26,16,23,77,0.03,0.0334344809563718,0.0315592578301705,0.000230259046425748,0.03,0.0334344809563718,0.0315592578301705,0.000230259046425748,0.0123239436619718,0.00261918041762339,,,,,,0.0295149893384504,0.0331118865209991,0.0310556304940423,0.000227972506211886,0.0295149893384504,0.0331118865209991,0.0310556304940423,0.000227972506211886,0.0108856003379132,0.00243894268341474,-8.07811838410867e-05,-2.20099354900788e-05,-8.07811838410867e-05,-2.20099354900788e-05,-0.000239142367371385,,,0.0295149893384504
GF,GUF,French Guiana,Cayenne,2020-11-25,2020-05-27,1,100,3,69885.8727824642,3,69885.8727824642,84,96,12,1,2223803.26315322,79,295,84,252,100,5,93,2,8,90,2,5,93,2,30,68,2,8,90,2,14,84,2,6,92,2,7,91,2,9,89,2,6,92,2,10,88,2,13,82,5,17,83,0,12,5,83,49,49,2,12,33,55,1,11,0,88,43,52,5,63,32,5,44,50,6,55,41,4,31,64,5,24,72,4,58,37,5,24,15,7,12,42,18,82,0,51,21,7,3,7,4,7,28,21,21,23,7,5,4,9,22,50,10,5,3,15,17,50,10,24,29,18,19,10,9,14,12,54,11,40,33,2,5,20,12,29,12,12,8,5,1,21,35,25,17,23,77,0.03,0.0334344809563718,0.0314262839435581,0.000229304598532385,0.03,0.0334344809563718,0.0314262839435581,0.000229304598532385,0.0123239436619718,0.00261918041762339,,,,,,0.0287469663538542,0.0326379949912114,0.0302716932449558,0.000224690306922115,0.0287469663538542,0.0326379949912114,0.0302716932449558,0.000224690306922115,0.00978495660970352,0.0023000423372953,-0.000208270277213176,-0.000171086075426613,-0.000208270277213176,-0.000171086075426613,-0.00041749923434015,,,0.0287469663538542
GF,GUF,French Guiana,Cayenne,2020-11-26,2020-05-27,1,101,3,69885.8727824642,3,69885.8727824642,84,97,12,1,2235924.93651878,80,295,84,252,101,5,94,2,8,91,2,5,94,2,30,69,2,8,91,2,14,85,2,6,93,2,8,91,2,9,90,2,6,93,2,10,89,2,13,83,5,17,84,0,12,5,84,50,49,2,12,34,55,1,11,0,89,43,53,5,64,32,5,44,51,6,55,42,4,31,65,5,24,73,4,58,38,5,24,15,7,12,43,18,83,0,52,21,7,3,7,4,7,29,21,21,23,7,5,4,9,22,51,10,5,3,15,17,51,10,24,29,19,19,10,9,15,12,54,11,41,33,2,5,20,12,30,12,12,8,5,1,21,35,26,17,23,78,0.0297029702970297,0.0331085145091172,0.0312559118783625,0.000228081521142676,0.0297029702970297,0.0331085145091172,0.0312559118783625,0.000228081521142676,0.0121968926963845,0.00259234527637923,,,,,,0.0283422051552633,0.0323918795538638,0.0298601771084372,0.000222998447803077,0.0283422051552633,0.0323918795538638,0.0298601771084372,0.000222998447803077,0.00934945184656891,0.00224477923480359,-0.000271389703967285,-0.000258302499788563,-0.000271389703967285,-0.000258302499788563,-0.000463266848684804,,,0.0283422051552633
