"date","region","country","ISO2","ISO3","cli","count","cli_local","count_local","cli_7days","count_7days","cli_local_7days","count_local_7days","cli_14days","count_14days","cli_local_14days","count_local_14days","p_cli","p_cli_low","p_cli_high","p_cli_7days","p_cli_7days_low","p_cli_7days_high","p_cli_14days","p_cli_14days_low","p_cli_14days_high","p_cli_local","p_cli_local_low","p_cli_local_high","p_cli_local_7days","p_cli_local_7days_low","p_cli_local_7days_high","p_cli_local_14days","p_cli_local_14days_low","p_cli_local_14days_high"
2020-04-23,"-99","Tokelau","TK","TKL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-24,"-99","Tokelau","TK","TKL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-25,"-99","Tokelau","TK","TKL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-26,"-99","Tokelau","TK","TKL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-27,"-99","Tokelau","TK","TKL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-28,"-99","Tokelau","TK","TKL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-29,"-99","Tokelau","TK","TKL",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-30,"-99","Tokelau","TK","TKL",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-05-01,"-99","Tokelau","TK","TKL",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-05-02,"-99","Tokelau","TK","TKL",0,1,100,1,0,1,100,1,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA
2020-05-03,"-99","Tokelau","TK","TKL",NA,NA,NA,NA,0,1,100,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2020-05-04,"-99","Tokelau","TK","TKL",NA,NA,NA,NA,0,1,100,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2020-05-05,"-99","Tokelau","TK","TKL",NA,NA,NA,NA,0,1,100,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2020-05-06,"-99","Tokelau","TK","TKL",0,1,0,1,0,2,100,2,0,2,100,2,0,0,0,0,0,0,0,0,0,0,0,0,0.943396226415094,0.899405116625756,0.987387336204432,0.943396226415094,0.899405116625756,0.987387336204432
2020-05-07,"-99","Tokelau","TK","TKL",NA,NA,NA,NA,0,2,100,2,0,2,100,2,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0.943396226415094,0.899405116625756,0.987387336204432,0.943396226415094,0.899405116625756,0.987387336204432
2020-05-08,"-99","Tokelau","TK","TKL",NA,NA,NA,NA,0,2,100,2,0,2,100,2,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0.943396226415094,0.899405116625756,0.987387336204432,0.943396226415094,0.899405116625756,0.987387336204432
2020-05-09,"-99","Tokelau","TK","TKL",0,1,0,1,0,2,0,2,0,3,100,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628930817610063,0.55384145629842,0.704020178921706
2020-05-10,"-99","Tokelau","TK","TKL",NA,NA,NA,NA,0,2,0,2,0,3,100,3,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0.628930817610063,0.55384145629842,0.704020178921706
2020-05-11,"-99","Tokelau","TK","TKL",NA,NA,NA,NA,0,2,0,2,0,3,100,3,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0.628930817610063,0.55384145629842,0.704020178921706
2020-05-12,"-99","Tokelau","TK","TKL",NA,NA,NA,NA,0,2,0,2,0,3,100,3,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0.628930817610063,0.55384145629842,0.704020178921706
2020-05-13,"-99","Tokelau","TK","TKL",NA,NA,NA,NA,0,1,0,1,0,3,100,3,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0.628930817610063,0.55384145629842,0.704020178921706
2020-05-14,"-99","Tokelau","TK","TKL",NA,NA,NA,NA,0,1,0,1,0,3,100,3,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0.628930817610063,0.55384145629842,0.704020178921706
2020-05-15,"-99","Tokelau","TK","TKL",0,1,0,1,0,2,0,2,0,4,100,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471698113207547,0.404500583035962,0.538895643379132
2020-05-16,"-99","Tokelau","TK","TKL",NA,NA,NA,NA,0,1,0,1,0,3,0,3,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0
2020-05-17,"-99","Tokelau","TK","TKL",1,4,6,4,1,5,6,5,1,7,6,7,0.25,0,0.674344650278564,0.2,0,0.550609016230633,0.142857142857143,0,0.402082007388211,0.0283018867924528,0.00597883663844994,0.0506249369464557,0.0226415094339623,0.00473112996660089,0.0405518889013236,0.0161725067385445,0.00333711038772642,0.0290079030893625
2020-05-18,"-99","Tokelau","TK","TKL",NA,NA,NA,NA,1,5,6,5,1,7,6,7,NA,NA,NA,0.2,0,0.550609016230633,0.142857142857143,0,0.402082007388211,NA,NA,NA,0.0226415094339623,0.00473112996660089,0.0405518889013236,0.0161725067385445,0.00333711038772642,0.0290079030893625
2020-05-19,"-99","Tokelau","TK","TKL",0,1,0,1,1,6,6,6,1,8,6,8,0,0,0,0.166666666666667,0,0.464865690619526,0.125,0,0.354172303767662,0,0,0,0.0188679245283019,0.00391382271227276,0.033822026344331,0.0141509433962264,0.00290843884091274,0.0253934479515401
2020-05-20,"-99","Tokelau","TK","TKL",NA,NA,NA,NA,1,6,6,6,1,7,6,7,NA,NA,NA,0.166666666666667,0,0.464865690619526,0.142857142857143,0,0.402082007388211,NA,NA,NA,0.0188679245283019,0.00391382271227276,0.033822026344331,0.0161725067385445,0.00333711038772642,0.0290079030893625
2020-05-21,"-99","Tokelau","TK","TKL",0,1,0,1,1,7,6,7,1,8,6,8,0,0,0,0.142857142857143,0,0.402082007388211,0.125,0,0.354172303767662,0,0,0,0.0161725067385445,0.00333711038772642,0.0290079030893625,0.0141509433962264,0.00290843884091274,0.0253934479515401
2020-05-22,"-99","Tokelau","TK","TKL",NA,NA,NA,NA,1,6,6,6,1,8,6,8,NA,NA,NA,0.166666666666667,0,0.464865690619526,0.125,0,0.354172303767662,NA,NA,NA,0.0188679245283019,0.00391382271227276,0.033822026344331,0.0141509433962264,0.00290843884091274,0.0253934479515401
2020-05-23,"-99","Tokelau","TK","TKL",NA,NA,NA,NA,1,6,6,6,1,7,6,7,NA,NA,NA,0.166666666666667,0,0.464865690619526,0.142857142857143,0,0.402082007388211,NA,NA,NA,0.0188679245283019,0.00391382271227276,0.033822026344331,0.0161725067385445,0.00333711038772642,0.0290079030893625
2020-05-24,"-99","Tokelau","TK","TKL",NA,NA,NA,NA,0,2,0,2,1,7,6,7,NA,NA,NA,0,0,0,0.142857142857143,0,0.402082007388211,NA,NA,NA,0,0,0,0.0161725067385445,0.00333711038772642,0.0290079030893625
2020-05-25,"-99","Tokelau","TK","TKL",0,2,1,2,0,4,1,4,1,9,7,9,0,0,0,0,0,0,0.111111111111111,0,0.316430196199952,0.00943396226415094,0,0.0278367638059564,0.00471698113207547,0,0.0139402639808974,0.0146750524109015,0.00388388397301174,0.0254662208487912
2020-05-26,"-99","Tokelau","TK","TKL",0,1,1,1,0,4,2,4,1,10,8,10,0,0,0,0,0,0,0.1,0,0.285938509691368,0.0188679245283019,0,0.0554978435392005,0.00943396226415094,0,0.0224467080271918,0.0150943396226415,0.00471392904353118,0.0254747502017518
2020-05-27,"-99","Tokelau","TK","TKL",0,1,1,1,0,5,3,5,1,11,9,11,0,0,0,0,0,0,0.0909090909090909,0,0.260795666866152,0.0188679245283019,0,0.0554978435392005,0.0113207547169811,0,0.024058441138122,0.0154373927958834,0.00542996512744385,0.0254448204643229
2020-05-28,"-99","Tokelau","TK","TKL",2,3,10,3,2,7,13,7,3,14,19,14,0.666666666666667,0.133232035960521,1,0.285714285714286,0,0.620372146798186,0.214285714285714,0,0.42922361728078,0.0628930817610063,0.0251579788490818,0.100628184672931,0.0350404312668464,0.016329284036351,0.0537515784973417,0.0256064690026954,0.0142409785306719,0.0369719594747189
2020-05-29,"-99","Tokelau","TK","TKL",0,1,0,1,2,8,13,8,3,14,19,14,0,0,0,0.25,0,0.550056979772207,0.214285714285714,0,0.42922361728078,0,0,0,0.0306603773584906,0.0142510079030873,0.0470697468138938,0.0256064690026954,0.0142409785306719,0.0369719594747189
2020-05-30,"-99","Tokelau","TK","TKL",1,2,3,2,3,10,16,10,4,16,22,16,0.5,0,1,0.3,0.0159742349106747,0.584025765089325,0.25,0.0378276748607179,0.462172325139282,0.0283018867924528,0,0.0598714470737785,0.030188679245283,0.0156214874784612,0.0447558710121049,0.0259433962264151,0.0152440885463931,0.0366427039064371
