"date","region","country","ISO2","ISO3","count_14days","count_local_14days","p_cli_14days","p_cli_14days_low","p_cli_14days_high","p_cliWHO_14days","p_cliWHO_14days_low","p_cliWHO_14days_high","p_anosmia_14days","p_anosmia_14days_low","p_anosmia_14days_high","p_cli_local_14days","p_cli_local_14days_low","p_cli_local_14days_high"
2020-05-06,"-99","Saint Vincent and the Grenadines","VC","VCT",7,7,0,0,0,0,0,0,0.142857142857143,0,0.402082007388211,0.0242587601078167,0.00860341064185135,0.0399141095737821
2020-05-06,"Charlotte","Saint Vincent and the Grenadines","VC","VCT",1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"Grenadines","Saint Vincent and the Grenadines","VC","VCT",1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-07,"-99","Saint Vincent and the Grenadines","VC","VCT",7,7,0,0,0,0,0,0,0.142857142857143,0,0.402082007388211,0.0242587601078167,0.00860341064185135,0.0399141095737821
2020-05-07,"Charlotte","Saint Vincent and the Grenadines","VC","VCT",1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-07,"Grenadines","Saint Vincent and the Grenadines","VC","VCT",1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-08,"-99","Saint Vincent and the Grenadines","VC","VCT",5,5,0,0,0,0,0,0,0.2,0,0.550609016230633,0.0188679245283019,0.00248652674456564,0.0352493223120381
2020-05-08,"Charlotte","Saint Vincent and the Grenadines","VC","VCT",1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-08,"Grenadines","Saint Vincent and the Grenadines","VC","VCT",1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-09,"-99","Saint Vincent and the Grenadines","VC","VCT",6,6,0,0,0,0,0,0,0.166666666666667,0,0.464865690619526,0.0157232704402516,0.00205024625527756,0.0293962946252256
2020-05-09,"Charlotte","Saint Vincent and the Grenadines","VC","VCT",1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-09,"Grenadines","Saint Vincent and the Grenadines","VC","VCT",1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-10,"-99","Saint Vincent and the Grenadines","VC","VCT",6,6,0,0,0,0,0,0,0.166666666666667,0,0.464865690619526,0.0157232704402516,0.00205024625527756,0.0293962946252256
2020-05-10,"Charlotte","Saint Vincent and the Grenadines","VC","VCT",1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-10,"Grenadines","Saint Vincent and the Grenadines","VC","VCT",1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-11,"-99","Saint Vincent and the Grenadines","VC","VCT",4,4,0,0,0,0,0,0,0,0,0,0.0141509433962264,0,0.0300502458133923
