ISO2,ISO_3,country_agg,region_agg,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cli_smooth_slope,p_cli_weight_smooth_slope,p_cliWHO_smooth_slope,p_cliWHO_weight_smooth_slope,p_cli_local_smooth_slope
AO,AGO,Angola,Bengo,2020-06-20,2020-05-01,100,2,43,0.01,0.0195013954179879,0.00366761174966349,5.01458537233187e-05,0.01,0.0195013954179879,0.00366761174966349,5.01458537233187e-05,0.0185729763194552,0.00329206179770787,3,1,0.0113977445289785,0.0205198628391583,0.00428326769837467,5.59953374634443e-05,0.00991185710996129,0.0193302741534264,0.00394458819018696,5.39251434909502e-05,0.0181186637376504,0.0032440232287204,,,,,
AO,AGO,Angola,Bengo,2020-06-21,2020-05-04,100,2,42,0.01,0.0195013954179879,0.00392930722377804,5.37168599299874e-05,0.01,0.0195013954179879,0.00392930722377804,5.37168599299874e-05,0.0185729763194552,0.00329206179770787,3,1,0.0116785815144594,0.0207353513201274,0.00435382197636515,5.64705835125675e-05,0.009899763620065,0.0193067533026081,0.00394906257784782,5.39861383479009e-05,0.0180804038050415,0.00324033230805786,,,,,
AO,AGO,Angola,Bengo,2020-06-22,2020-05-04,101,1,43,0.0099009900990099,0.0193092777830645,0.00392575764049843,5.36684298343044e-05,0.0099009900990099,0.0193092777830645,0.00392575764049843,5.36684298343044e-05,0.0183710961420698,0.00325661340938194,3,1,0.0120062089920278,0.0209876410790669,0.00443355908981774,5.6995006087637e-05,0.00988420103548174,0.0192764701406446,0.00395160276797495,5.40207097367975e-05,0.0180398415678124,0.00323649741386664,,,,,
AO,AGO,Angola,Bengo,2020-06-23,2020-05-05,100,2,43,0.01,0.0195013954179879,0.00403592033415992,5.51713959569911e-05,0.01,0.0195013954179879,0.00403592033415992,5.51713959569911e-05,0.0182634267141309,0.00326502746465952,3,1,0.0123844062746803,0.0212798607419734,0.0045227812272981,5.75683373896572e-05,0.00986403189887613,0.0192372055062148,0.00395149808214713,5.401915980888e-05,0.0179970764763445,0.00323256117751945,,,,,
AO,AGO,Angola,Bengo,2020-06-24,2020-05-07,100,2,42,0.01,0.0195013954179879,0.00406856268225423,5.56167083767029e-05,0.01,0.0195013954179879,0.00406856268225423,5.56167083767029e-05,0.0179538771088067,0.00323774981541487,3,1,0.0128141260882418,0.0216129363226676,0.00462089427644171,5.81842631940964e-05,0.00983690273782061,0.0191843683055544,0.00394752370857474,5.39647485981005e-05,0.0179524135188193,0.00322858796512128,,,,,
AO,AGO,Angola,Bengo,2020-06-25,2020-05-07,102,2,43,0.00980392156862745,0.0191209083686488,0.00400288388256447,5.47206922050033e-05,0.00980392156862745,0.0191209083686488,0.00400288388256447,5.47206922050033e-05,0.0177587262706675,0.00320287507065417,3,1,0.0132930482298035,0.0219852832601485,0.00472643718835544,5.88310316330066e-05,0.00979994881011445,0.0191123696862147,0.00393822355824765,5.38375856270994e-05,0.0179064115691071,0.00322467334486204,,,,,
AO,AGO,Angola,Bengo,2020-06-26,2020-05-07,103,1,44,0.00970873786407767,0.018936178546626,0.00399712311530879,5.46420987116361e-05,0.00970873786407767,0.018936178546626,0.00399712311530879,5.46420987116361e-05,0.0175677722247463,0.00316874352096353,3,1,0.0138135449821615,0.0223911430139504,0.00483661923498725,5.94887236379377e-05,0.00974937295046965,0.0190138020649548,0.00392179118095201,5.36129859139853e-05,0.0178598034539812,0.00322092850254346,0.000402633408863847,9.22252561020957e-05,-2.70806932486069e-05,-3.79950153915895e-06,-4.31433806115331e-05
AO,AGO,Angola,Bengo,2020-06-27,2020-05-08,101,2,44,0.0198019801980198,0.0271705622473482,0.00641889839831027,7.02415632230389e-05,0.0099009900990099,0.0193092777830645,0.00412311466333137,5.63608830283495e-05,0.0176443275034824,0.00321022264751867,3,1,0.0143627012544072,0.0228205418412419,0.0049472790452301,6.0128800879275e-05,0.00968046067231755,0.0188794683959222,0.00389604921476426,5.32612237011977e-05,0.0178138220798346,0.00321750726904847,0.000447353289991294,9.89095114774915e-05,-3.6550491291241e-05,-8.83556051392615e-06,-4.44302875344937e-05
AO,AGO,Angola,Bengo,2020-06-29,2020-05-08,102,1,45,0.0196078431372549,0.0269068483623884,0.00622577670897665,6.81348665722719e-05,0.00980392156862745,0.0191209083686488,0.00399906489346612,5.46685902214331e-05,0.0174525413349663,0.00317563886910193,3,1,0.0154601220216767,0.0236821731639759,0.00514620178378499,6.12005066383843e-05,0.00946509925328467,0.0184595582330621,0.00380709345159197,5.20458998601825e-05,0.0177296781873429,0.0032122629813568,0.000575652171608159,0.000118773782327876,-6.98502970328446e-05,-2.40848860638298e-05,-5.16938967449187e-05
AO,AGO,Angola,Bengo,2020-07-01,2020-05-08,103,1,46,0.0194174757281553,0.0266482036524112,0.00615965115021276,6.74134315423288e-05,0.00970873786407767,0.018936178546626,0.00395658980754918,5.40890945074386e-05,0.0172648796001817,0.00314179220505728,3,1,0.0163769945517372,0.0244052467578326,0.00526956322915108,6.17047498235281e-05,0.00910856868342839,0.0177642858048405,0.00365345092489267,4.99473870489447e-05,0.0176691270698893,0.00321025555713826,0.000665431379509484,0.000124463666975498,-0.000125910535907956,-4.96745262090775e-05,-5.46582344091885e-05
