"date","region","country","ISO2","ISO3","count_14days","count_local_14days","p_cli_14days","p_cli_14days_low","p_cli_14days_high","p_cliWHO_14days","p_cliWHO_14days_low","p_cliWHO_14days_high","p_anosmia_14days","p_anosmia_14days_low","p_anosmia_14days_high","p_cli_local_14days","p_cli_local_14days_low","p_cli_local_14days_high"
2020-05-06,"-99","Montenegro","ME","MNE",12,12,0.0833333333333333,0,0.239710220752064,0.0833333333333333,0,0.239710220752064,0.166666666666667,0,0.377525218646943,0.160377358490566,0.13185843474698,0.188896282234152
2020-05-06,"Bar","Montenegro","ME","MNE",2,2,0,0,0,0,0,0,0.5,0,1,0,0,0
2020-05-06,"Budva","Montenegro","ME","MNE",1,1,0,0,0,0,0,0,0,0,0,1,1,1
2020-05-06,"Podgorica","Montenegro","ME","MNE",1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"Rožaje","Montenegro","ME","MNE",1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"Ulcinj","Montenegro","ME","MNE",2,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-07,"-99","Montenegro","ME","MNE",11,11,0.0909090909090909,0,0.260795666866152,0.0909090909090909,0,0.260795666866152,0.181818181818182,0,0.409744941200983,0.174957118353345,0.144116868847631,0.205797367859059
2020-05-07,"Bar","Montenegro","ME","MNE",3,3,0,0,0,0,0,0,0.333333333333333,0,0.866767964039479,0,0,0
2020-05-07,"Budva","Montenegro","ME","MNE",2,2,0,0,0,0,0,0,0,0,0,0.943396226415094,0.899405116625756,0.987387336204432
2020-05-07,"Herceg Novi","Montenegro","ME","MNE",1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-07,"Pljevlja","Montenegro","ME","MNE",1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-07,"Plužine","Montenegro","ME","MNE",1,1,0,0,0,0,0,0,1,1,1,0,0,0
