ISO2,ISO_3,country_agg,region_agg,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,B0.1,B0.2,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cli_smooth_slope,p_cli_weight_smooth_slope,p_cliWHO_smooth_slope,p_cliWHO_weight_smooth_slope,p_cli_local_smooth_slope,p_cases_infected,p_cases_infected_smooth,p_cases_active
LU,LUX,Luxembourg,Esch-sur-Alzette,2020-09-24,2020-05-03,100,2,70,0.01,0.0195013954179879,0.00227961478467789,0.000103681668355303,0,0,0,0,0.00140845070422535,0.000872335779060366,16,0,,,0.00481467602713301,0.009389521784977,0.00109877310722202,4.9974725445625e-05,0,0,0,0,0.00140409761768774,0.000869641540856402,,,,,,,,0.00481467602713301
LU,LUX,Luxembourg,Esch-sur-Alzette,2020-09-25,2020-05-03,101,1,71,0.0099009900990099,0.0193092777830645,0.00226209691473334,0.000102885822054225,0,0,0,0,0.00139450564774787,0.000863704821785919,17,0,,,0.00434782690166339,0.00847908180928725,0.00099224987122793,4.51298071301433e-05,0,0,0,0,0.00140415958544283,0.000869679894307853,,,,,,,,0.00434782690166339
LU,LUX,Luxembourg,Esch-sur-Alzette,2020-09-27,2020-05-06,100,1,71,0,0,0,0,0,0,0,0,0.00140845070422535,0.000872335779060366,17,0,,,0.00338996012612309,0.00661106643099264,0.000773675949378821,3.51885672599157e-05,0,0,0,0,0.00140424889613574,0.000869735171012961,,,,,,,,0.00338996012612309
LU,LUX,Luxembourg,Esch-sur-Alzette,2020-10-01,2020-05-10,100,1,71,0,0,0,0,0,0,0,0,0.00140845070422535,0.000872335779060366,17,0,,,0.00166560169472021,0.00324824504310142,0.000380160438663894,1.72905787702907e-05,0,0,0,0,0.00140417571617086,0.000869689878033956,,,,,,,,0.00166560169472021
LU,LUX,Luxembourg,Esch-sur-Alzette,2020-10-02,2020-05-13,100,1,71,0,0,0,0,0,0,0,0,0.00140845070422535,0.000872335779060366,17,0,,,0.00132622836877824,0.00258640253574274,0.000302706565940931,1.37677979020706e-05,0,0,0,0,0.00140410116148818,0.000869643734206441,,,,,,,,0.00132622836877824
LU,LUX,Luxembourg,Esch-sur-Alzette,2020-10-03,2020-05-13,101,1,72,0,0,0,0,0,0,0,0,0.00139450564774787,0.000863704821785919,18,0,,,0.00103321799234935,0.00201497627589571,0.000235832264209819,1.07262000388691e-05,0,0,0,0,0.00140401326084034,0.000869589330214809,,,,,,,,0.00103321799234935
LU,LUX,Luxembourg,Esch-sur-Alzette,2020-10-05,2020-05-14,100,1,72,0,0,0,0,0,0,0,0,0.00140845070422535,0.000872335779060366,18,0,,,0.000585048814837109,0.00114096001375724,0.000133542261464827,6.07381358019464e-06,0,0,0,0,0.00140384046174236,0.000869482380369597,-0.000704937868715983,-0.000160871807626198,0,0,-4.28593242307798e-08,,,0.000585048814837109
LU,LUX,Luxembourg,Esch-sur-Alzette,2020-10-09,2020-05-14,101,1,73,0,0,0,0,0,0,0,0,0.00139450564774787,0.000863704821785919,18,0,,,0.000138050366202733,0.000269225727469078,3.151333711279e-05,1.43330047787157e-06,0,0,0,0,0.00140393780839898,0.000869528553694117,-0.000701629422576776,-0.000160122755685857,0,0,-3.69628406419485e-08,,,0.000138050366202733
LU,LUX,Luxembourg,Esch-sur-Alzette,2020-10-12,2020-05-17,100,1,73,0,0,0,0,0,0,0,0,0.00140845070422535,0.000872335779060366,17,0,,,3.46403939146712e-05,6.75557488334708e-05,7.90791061637562e-06,3.59670392519597e-07,0,0,0,0,0.00140487492022749,0.000870023326055795,-0.00055921995536807,-0.000127628006460408,0,0,1.04337348624343e-07,,,3.46403939146712e-05
LU,LUX,Luxembourg,Esch-sur-Alzette,2020-10-14,2020-05-19,100,1,73,0,0,0,0,0,0,0,0,0.00140845070422535,0.000872335779060366,17,0,,,1.16770304860375e-05,2.27725795024128e-05,2.66578893631508e-06,1.21246372719024e-07,0,0,0,0,0.00140621916682267,0.000870640545968854,-0.000275654110705696,-6.29157749545966e-05,0,0,3.40575108635777e-07,,,1.16770304860375e-05
LU,LUX,Luxembourg,Esch-sur-Alzette,2020-10-23,2020-05-20,100,1,73,0,0,0,0,0,0,0,0,0.00140845070422535,0.000872335779060366,17,0,,,0,0,0,0,0,0,0,0,0.00142273473739884,0.000875780357686539,-0.00022103806146304,-5.04510943234885e-05,0,0,3.10559598510935e-06,,,0
LU,LUX,Luxembourg,Esch-sur-Alzette,2020-10-24,2020-05-21,100,1,73,0,0,0,0,0,0,0,0,0.00140845070422535,0.000872335779060366,17,0,,,0,0,0,0,0,0,0,0,0.00142447132753792,0.000876233423878146,-0.000172202998724891,-3.93053773683032e-05,0,0,3.40967778293052e-06,,,0
LU,LUX,Luxembourg,Esch-sur-Alzette,2020-10-27,2020-05-21,101,1,74,0,0,0,0,0,0,0,0,0.00139450564774787,0.000863704821785919,17,0,,,0,0,0,0,0,0,0,0,0.00142619585719496,0.000876474569801559,-9.75081358061848e-05,-2.22570435774712e-05,0,0,3.72589924209987e-06,,,0
LU,LUX,Luxembourg,Esch-sur-Alzette,2020-10-28,2020-05-22,100,1,74,0,0,0,0,0,0,0,0,0.00140845070422535,0.000872335779060366,17,0,,,0,0,0,0,0,0,0,0,0.00142486668048011,0.000875941221619104,-2.30083943671222e-05,-5.25222285213167e-06,0,0,3.48814534685458e-06,,,0
LU,LUX,Luxembourg,Esch-sur-Alzette,2020-10-29,2020-05-26,100,2,73,0,0,0,0,0,0,0,0,0.00154929577464789,0.000914848959976437,17,0,,,0,0,0,0,0,0,0,0,0.0014221710218876,0.000874965464140378,-5.77339898577854e-06,-1.31798510272927e-06,0,0,2.88268361001822e-06,,,0
LU,LUX,Luxembourg,Esch-sur-Alzette,2020-11-04,2020-05-28,100,1,73,0,0,0,0,0,0,0,0,0.00154929577464789,0.000914848959976437,17,0,,,0,0,0,0,0,0,0,0,0.00137316308587831,0.000858406486019103,-1.94617174767292e-06,-4.44298156052512e-07,0,0,-5.50934682405964e-06,,,0
LU,LUX,Luxembourg,Esch-sur-Alzette,2020-11-05,2020-05-30,100,1,73,0,0,0,0,0,0,0,0,0.00126760563380282,0.00082762874363293,18,0,,,0,0,0,0,0,0,0,0,0.00136147499119947,0.000854497139288023,0,0,0,0,-1.02099576998938e-05,,,0
LU,LUX,Luxembourg,Esch-sur-Alzette,2020-11-07,2020-05-30,101,1,74,0,0,0,0,0,0,0,0,0.00125505508297309,0.000819439548323456,19,0,,,0,0,0,0,0,0,0,0,0.00133839461548019,0.000846791753736252,0,0,0,0,-1.43461186762881e-05,,,0
LU,LUX,Luxembourg,Esch-sur-Alzette,2020-11-09,2020-05-30,102,1,75,0,0,0,0,0,0,0,0,0.00124275062137531,0.00081141082547504,19,0,,,0,0,0,0,0,0,0,0,0.001317679544604,0.00083991094387284,0,0,0,0,-1.80860520984936e-05,,,0
LU,LUX,Luxembourg,Esch-sur-Alzette,2020-11-16,2020-05-31,100,1,75,0,0,0,0,0,0,0,0,0.00126760563380282,0.00082762874363293,19,0,,,0,0,0,0,0,0,0,0,0.00129595212750427,0.00083301544572605,0,0,0,0,-2.1485758829307e-05,,,0
LU,LUX,Luxembourg,Esch-sur-Alzette,2020-11-19,2020-05-31,102,2,76,0,0,0,0,0,0,0,0,0.00124275062137531,0.00081141082547504,19,0,,,0,0,0,0,0,0,0,0,0.00131940417482806,0.000840796033047833,0,0,0,0,-1.71278078432565e-05,,,0
LU,LUX,Luxembourg,Esch-sur-Alzette,2020-11-22,2020-06-01,100,1,76,0,0,0,0,0,0,0,0,0.00140845070422535,0.000872335779060366,19,0,,,0,0,0,0,0,0,0,0,0.00135761788960152,0.000853430827017943,0,0,0,0,-2.59086604613257e-06,,,0
LU,LUX,Luxembourg,Esch-sur-Alzette,2020-11-27,2020-06-01,101,1,77,0,0,0,0,0,0,0,0,0.00139450564774787,0.000863704821785919,19,0,,,0,0,0,0,0,0,0,0,0.00144360785136957,0.000882130613854086,0,0,0,0,1.36888100283491e-05,,,0
LU,LUX,Luxembourg,Esch-sur-Alzette,2020-11-30,2020-06-01,102,1,78,0,0,0,0,0,0,0,0,0.00138083402375035,0.000855242981838864,19,0,,,0,0,0,0,0,0,0,0,0.00150145306647648,0.000901400495002848,0,0,0,0,2.71764084993809e-05,,,0
LU,LUX,Luxembourg,Esch-sur-Alzette,2020-12-01,2020-06-08,100,3,76,0,0,0,0,0,0,0,0,0.00143719459614832,0.000890125738902511,19,0,,,0,0,0,0,0,0,0,0,0.00152096518727321,0.00090784498361793,0,0,0,0,3.38809404448696e-05,,,0
LU,LUX,Luxembourg,Esch-sur-Alzette,2020-12-04,2020-06-09,100,1,76,0,0,0,0,0,0,0,0,0.00172463351537798,0.000974943542098626,19,0,,,0,0,0,0,0,0,0,0,0.00157844176673511,0.000926560339544566,0,0,0,0,4.70816065384742e-05,,,0
LU,LUX,Luxembourg,Esch-sur-Alzette,2020-12-06,2020-06-10,100,1,76,0,0,0,0,0,0,0,0,0.00172463351537798,0.000974943542098626,20,0,,,0,0,0,0,0,0,0,0,0.00161438493243359,0.000937974188414976,0,0,0,0,4.91634596009228e-05,,,0
LU,LUX,Luxembourg,Esch-sur-Alzette,2020-12-09,2020-06-10,101,1,77,0,0,0,0,0,0,0,0,0.00170721297481861,0.000965104048261734,20,0,,,0,0,0,0,0,0,0,0,0.00166319416112785,0.000952897964113367,0,0,0,0,5.09293785877217e-05,,,0
LU,LUX,Luxembourg,Esch-sur-Alzette,2020-12-16,2020-06-10,102,1,78,0,0,0,0,0,0,0,0,0.00169014084507042,0.000955461177500561,20,0,,,0,0,0,0,0,0,0,0,0.00176887737153761,0.000983779101766122,0,0,0,0,5.42115866946742e-05,,,0
