"countrycode","date","population_country","p_w_country_only","recent_p_w_country_only","stillsick_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","stillsick_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country","stillsick_p_w_country","regioncode","provincecode","population","p_w_provs","p_m_provs","recent_p_w_provs","recent_p_m_provs","stillsick_p_w_provs","stillsick_p_m_provs","sumreach_provs","n_obs_provs","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","stillsick_p_w_regs_only","stillsick_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs_rhs","p_m_regs_rhs","recent_p_w_regs_rhs","recent_p_m_regs_rhs","stillsick_p_w_regs_rhs","stillsick_p_m_regs_rhs","sumreach_regs_rhs1","sumreach_regs_rhs2","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","stillsick_p_w_regs","stillsick_p_m_regs"
"ES",2021-01-27,47026208,0.0749327261436556,0.00676482292081178,0.00765403750478377,4831,50,0.066476778146847,32636,0.0118732364204602,0.00985409530892094,32636,0.067567089214522,0.011214556899367,0.011214556899367,"ESAN","ESAL",716820,0.0120481927710843,0.0144927536231884,0,0,0,0,83,3,8414240,0.0325916640551551,0.0421867277425417,0.00192554557124519,0.00238770685579196,0.00229809586342745,0.00365881032547699,3191,50,0.0729860570360849,0.0649727872949677,0.0076251435832734,0.00888083119770986,0.0153163371849426,0.0138346204858716,5671,5671,0.0584409760157569,0.0567680574335604,0.00557285095673514,0.00654280820345799,0.0106287713920115,0.0101705480166977
"ES",2021-01-27,47026208,0.0749327261436556,0.00676482292081178,0.00765403750478377,4831,50,0.066476778146847,32636,0.0118732364204602,0.00985409530892094,32636,0.067567089214522,0.011214556899367,0.011214556899367,"ESAN","ESCO",782979,0.0844444444444444,0.0773333333333333,0.00444444444444444,0.004,0.00888888888888889,0.008,225,5,8414240,0.0325916640551551,0.0421867277425417,0.00192554557124519,0.00238770685579196,0.00229809586342745,0.00365881032547699,3191,50,0.0729860570360849,0.0649727872949677,0.0076251435832734,0.00888083119770986,0.0153163371849426,0.0138346204858716,5671,5671,0.0584409760157569,0.0567680574335604,0.00557285095673514,0.00654280820345799,0.0106287713920115,0.0101705480166977
"ES",2021-01-27,47026208,0.0749327261436556,0.00676482292081178,0.00765403750478377,4831,50,0.066476778146847,32636,0.0118732364204602,0.00985409530892094,32636,0.067567089214522,0.011214556899367,0.011214556899367,"ESAN","ESGR",914678,0.101626016260163,0.0989860520867386,0.0125858123569794,0.0134873949579832,0.0158371040723982,0.0175644122383253,984,19,8414240,0.0325916640551551,0.0421867277425417,0.00192554557124519,0.00238770685579196,0.00229809586342745,0.00365881032547699,3191,50,0.0729860570360849,0.0649727872949677,0.0076251435832734,0.00888083119770986,0.0153163371849426,0.0138346204858716,5671,5671,0.0584409760157569,0.0567680574335604,0.00557285095673514,0.00654280820345799,0.0106287713920115,0.0101705480166977
"ES",2021-01-27,47026208,0.0749327261436556,0.00676482292081178,0.00765403750478377,4831,50,0.066476778146847,32636,0.0118732364204602,0.00985409530892094,32636,0.067567089214522,0.011214556899367,0.011214556899367,"ESAN","ESH",521870,0.055256064690027,0.0525757575757576,0.00673854447439353,0.00621212121212121,0.0134770889487871,0.013030303030303,742,11,8414240,0.0325916640551551,0.0421867277425417,0.00192554557124519,0.00238770685579196,0.00229809586342745,0.00365881032547699,3191,50,0.0729860570360849,0.0649727872949677,0.0076251435832734,0.00888083119770986,0.0153163371849426,0.0138346204858716,5671,5671,0.0584409760157569,0.0567680574335604,0.00557285095673514,0.00654280820345799,0.0106287713920115,0.0101705480166977
"ES",2021-01-27,47026208,0.0749327261436556,0.00676482292081178,0.00765403750478377,4831,50,0.066476778146847,32636,0.0118732364204602,0.00985409530892094,32636,0.067567089214522,0.011214556899367,0.011214556899367,"ESAN","ESCA",1240155,0.0645994832041344,0.0547944896115628,0.0136239782016349,0.021875,0,0,387,9,8414240,0.0325916640551551,0.0421867277425417,0.00192554557124519,0.00238770685579196,0.00229809586342745,0.00365881032547699,3191,50,0.0729860570360849,0.0649727872949677,0.0076251435832734,0.00888083119770986,0.0153163371849426,0.0138346204858716,5671,5671,0.0584409760157569,0.0567680574335604,0.00557285095673514,0.00654280820345799,0.0106287713920115,0.0101705480166977
"ES",2021-01-27,47026208,0.0749327261436556,0.00676482292081178,0.00765403750478377,4831,50,0.066476778146847,32636,0.0118732364204602,0.00985409530892094,32636,0.067567089214522,0.011214556899367,0.011214556899367,"ESAN","ESJ",633564,0.0693240901213172,0.0709265030160553,0.0190641247833622,0.014004884004884,0.117647058823529,0.0948646723646724,577,7,8414240,0.0325916640551551,0.0421867277425417,0.00192554557124519,0.00238770685579196,0.00229809586342745,0.00365881032547699,3191,50,0.0729860570360849,0.0649727872949677,0.0076251435832734,0.00888083119770986,0.0153163371849426,0.0138346204858716,5671,5671,0.0584409760157569,0.0567680574335604,0.00557285095673514,0.00654280820345799,0.0106287713920115,0.0101705480166977
"ES",2021-01-27,47026208,0.0749327261436556,0.00676482292081178,0.00765403750478377,4831,50,0.066476778146847,32636,0.0118732364204602,0.00985409530892094,32636,0.067567089214522,0.011214556899367,0.011214556899367,"ESAN","ESMA",1661785,0.0485175202156334,0.0422222222222222,0.00628930817610063,0.00533333333333333,0.00731930466605672,0.00607142857142857,1113,15,8414240,0.0325916640551551,0.0421867277425417,0.00192554557124519,0.00238770685579196,0.00229809586342745,0.00365881032547699,3191,50,0.0729860570360849,0.0649727872949677,0.0076251435832734,0.00888083119770986,0.0153163371849426,0.0138346204858716,5671,5671,0.0584409760157569,0.0567680574335604,0.00557285095673514,0.00654280820345799,0.0106287713920115,0.0101705480166977
"ES",2021-01-27,47026208,0.0749327261436556,0.00676482292081178,0.00765403750478377,4831,50,0.066476778146847,32636,0.0118732364204602,0.00985409530892094,32636,0.067567089214522,0.011214556899367,0.011214556899367,"ESAN","ESSE",1942389,0.109615384615385,0.0899537037037037,0.00320512820512821,0.00574074074074074,0.00705128205128205,0.0087962962962963,1560,18,8414240,0.0325916640551551,0.0421867277425417,0.00192554557124519,0.00238770685579196,0.00229809586342745,0.00365881032547699,3191,50,0.0729860570360849,0.0649727872949677,0.0076251435832734,0.00888083119770986,0.0153163371849426,0.0138346204858716,5671,5671,0.0584409760157569,0.0567680574335604,0.00557285095673514,0.00654280820345799,0.0106287713920115,0.0101705480166977
"ES",2021-01-27,47026208,0.0749327261436556,0.00676482292081178,0.00765403750478377,4831,50,0.066476778146847,32636,0.0118732364204602,0.00985409530892094,32636,0.067567089214522,0.011214556899367,0.011214556899367,"ESAR","ESTE",134137,0.0652173913043478,0.108333333333333,0.0391304347826087,0.15,0.00434782608695652,0.0166666666666667,230,2,1319291,0.0436213991769547,0.0649233766233766,0.00179640718562874,8e-04,0.00419161676646707,0.00556666666666667,3645,50,0.041308354831211,0.052994226670575,0.0053153755543203,0.0160865608876283,0.00389838477032663,0.00659242519066849,825,825,0.0431944950191832,0.0627216878736985,0.00244588121340739,0.00362134513026696,0.0041374967671794,0.00575598451505626
"ES",2021-01-27,47026208,0.0749327261436556,0.00676482292081178,0.00765403750478377,4831,50,0.066476778146847,32636,0.0118732364204602,0.00985409530892094,32636,0.067567089214522,0.011214556899367,0.011214556899367,"ESAR","ESHU",220461,0.068,0.08,0.008,0.005,0.008,0.005,250,2,1319291,0.0436213991769547,0.0649233766233766,0.00179640718562874,8e-04,0.00419161676646707,0.00556666666666667,3645,50,0.041308354831211,0.052994226670575,0.0053153755543203,0.0160865608876283,0.00389838477032663,0.00659242519066849,825,825,0.0431944950191832,0.0627216878736985,0.00244588121340739,0.00362134513026696,0.0041374967671794,0.00575598451505626
