ISO2,ISO_3,country_agg,date,weight,Finished,B2,B4,E5,E6,E7,pos_RF,pos_RF_symp,pos_XGB,pos_XGB_symp,count,symptomatic,infected,not_infected,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,test_recent,tested_vaccinated,tested_unvaccinated,tested_vac1dose,tested_vac2doses,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C0a_7.NA,I6_1.NA,I6_2.NA,I6_3.NA,I6_4.NA,I6_5.NA,I6_6.NA,I6_7.NA,I6_8.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D10.1,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,D5.1,D5.2,D5.3,D5.4,D5.NA,first_date,day_count,days_aggregated,p_infected,p_infected_CI,p_rf,p_rf_CI,p_rf_symp,p_rf_symp_CI,p_XGB,p_XGB_CI,p_XGB_symp,p_XGB_symp_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
BR,BRA,Brazil,2021-01-01,151792533.858231,9330,41242.13,10205.01,29363.9,130822.05,21127,1614,1379,1326,1228,13784,7331,0,0,0,0,0,0,243,2898654.46904904,0,0,0,0,159,1790631.94948742,10235,12598,680804.051579164,999,0,0,0,0,413,0,0,0,0,322,0,0,0,0,1379,69,184,95,183,189,178,111,81,88,156,190,93,0,0,0,0,0,0,0,0,0,0,0,0,265,718,422,825,758,802,504,394,374,611,850,445,0,0,0,0,0,0,0,0,0,0,0,0,4160,7220,2404,9056,2407,2321,2923,8398,2463,7769,3664,2351,2458,8914,2412,1951,9434,2399,13784,13784,13784,13784,13784,13784,13784,13784,13784,244,688,1213,2714,5913,3012,205,379,388,421,92,262,2411,969,301,890,92,260,812,423,29,5850,363,851,1194,2850,5510,3016,1941,2084,2530,4014,3215,3421,3013,2294,1854,3202,2021-01-01,13784,1,,,0.117092280905398,0.00536762600968394,0.100043528728961,0.00500916931754819,0.0961984910040627,0.00492244780335786,0.0890887986070807,0.0047556516072981,0.0176291352292513,0.00219691725653737,0.0190961597080676,2.17725412577333e-05,0.0115351131746953,0.00178259224155482,0.0117965746006968,1.71760787418625e-05,0.0150336943152135,0.000289055055813347
BR,BRA,Brazil,2021-01-02,150209428.364677,11689,48014.55,11636.3,35943.6,159801.93,25996,1962,1725,1669,1540,16408,8761,0,0,0,0,0,0,279,2442217.04573206,0,0,0,0,177,1534551.83264068,11674,15076,814716.771043616,1112,0,0,0,0,463,0,0,0,0,360,0,0,0,0,1697,61,209,95,204,187,186,128,113,95,209,224,96,0,0,0,0,0,0,0,0,0,0,0,0,305,889,536,1018,894,957,624,533,493,802,1053,552,0,0,0,0,0,0,0,0,0,0,0,0,4339,9876,2193,9923,4406,2079,3164,10964,2280,9398,4906,2104,3147,11079,2182,2101,12113,2194,16408,16408,16408,16408,16408,16408,16408,16408,16408,317,844,1446,3360,7583,2858,290,550,526,446,130,312,3009,1250,329,1055,112,335,992,585,32,6455,452,961,1593,3452,7085,2865,2770,2744,3222,4580,3092,4658,3859,2616,2194,3081,2021-01-02,16408,1,,,0.119575816674793,0.00496464188281689,0.105131643100926,0.00469317306035659,0.10171867381765,0.00462516039074018,0.0938566552901024,0.00446222285834729,0.0170039005363237,0.00197820111617675,0.0162587466866785,2.02247642839853e-05,0.0107874207703559,0.0015806069675269,0.0102160819686705,1.60809564322286e-05,0.0143289059645184,0.000258057977591899
BR,BRA,Brazil,2021-01-03,150558890.573116,12550,52078.25,12971.4,37939.5,171996.2,27776,2085,1778,1752,1632,17465,9344,0,0,0,0,0,0,318,3137181.1142885,0,0,0,0,207,1815961.51932097,13013,16066,868217.010054837,1164,0,0,0,0,487,0,0,0,0,375,0,0,0,0,1804,79,211,91,222,211,212,132,117,95,201,226,128,0,0,0,0,0,0,0,0,0,0,0,0,329,953,528,1051,985,1001,637,501,509,823,1085,603,0,0,0,0,0,0,0,0,0,0,0,0,4634,10559,2272,10890,4428,2147,3727,11389,2349,9597,5708,2160,3272,11921,2272,2199,12993,2273,17465,17465,17465,17465,17465,17465,17465,17465,17465,311,881,1569,3452,8275,2977,322,573,507,520,105,344,3133,1323,399,1144,138,386,1068,622,29,6852,439,1038,1649,3677,7691,2971,3036,2894,3365,4949,3221,5029,4024,2887,2315,3210,2021-01-03,17465,1,,,0.119381620383624,0.00480868582535883,0.101803607214429,0.00448467558887239,0.100314915545376,0.00445545244105395,0.0934440309189808,0.00431655112613297,0.0182078442599485,0.00198290925583506,0.0208369037679977,2.28159732791042e-05,0.0118522759805325,0.00160500212268533,0.0120614698501587,1.74365262364041e-05,0.0149881882631833,0.000255581394166335
BR,BRA,Brazil,2021-01-04,145559949.878307,12668,54841.6,12808.3,36322.33,172758,27689,2120,1765,1809,1647,17828,9795,0,0,0,0,0,0,328,3055710.71483779,0,0,0,0,191,1625742.91096297,12855,16394,885942.341767646,1143,0,0,0,0,479,0,0,0,0,380,0,0,0,0,1822,67,198,115,215,216,192,134,111,112,192,237,113,0,0,0,0,0,0,0,0,0,0,0,0,339,926,567,1064,990,1015,671,543,558,789,1121,620,0,0,0,0,0,0,0,0,0,0,0,0,6245,9293,2290,10765,4856,2207,3731,11675,2422,9600,5971,2257,3147,12338,2343,2571,12936,2321,17828,17828,17828,17828,17828,17828,17828,17828,17828,312,926,1682,3561,8211,3136,295,588,563,457,132,319,3361,1344,364,1220,125,372,1027,591,21,7049,482,1032,1681,3810,7705,3118,3290,3069,3294,4769,3406,5338,4041,2851,2200,3398,2021-01-04,17828,1,,,0.118914067758582,0.00475141024374956,0.0990015705631591,0.0043840937990432,0.101469598384564,0.00443232030035703,0.0923827686784833,0.00425053534065224,0.0183980255777429,0.00197265028286881,0.0209927986193488,2.32892367276986e-05,0.0107134844065515,0.00151120434633039,0.0111688889170554,1.70723454186714e-05,0.0145099736110947,0.000249003120570258
BR,BRA,Brazil,2021-01-05,145682195.01652,12306,54870.764,13817.4,33595.3,168495.78,26641,2269,1924,1935,1748,17377,9708,0,0,9,1676,0,0,334,2963173.57735386,0,27,0,0,222,1942410.29341254,13862,15926,860651.319689614,1099,0,0,0,0,462,0,43,0,0,368,1,204,0,0,1978,82,194,103,212,204,207,138,107,106,183,239,125,0,0,0,0,0,0,0,0,0,0,0,0,368,993,581,1218,1097,1152,713,611,572,890,1258,699,0,0,0,0,0,0,0,0,0,0,0,0,6670,8360,2347,10758,4374,2245,3628,11291,2458,8951,6146,2280,2563,12429,2385,2737,12290,2350,17377,17377,17377,17377,17377,17377,17377,17377,17377,336,930,1618,3460,7924,3109,294,564,535,493,124,359,3215,1323,376,1167,127,348,1008,521,29,6894,457,1089,1641,3773,7328,3089,3280,2909,3285,4560,3343,5271,3960,2714,2096,3336,2021-01-05,17377,1,,,0.130574897853485,0.00500964123896539,0.110721068078495,0.0046654638158073,0.111354088737987,0.00467711607363737,0.100592737526616,0.00447221011028989,0.0192208091154975,0.00204141896337002,0.0203399844230645,2.29222820595077e-05,0.0127755078552109,0.00166977416679473,0.0133332030945324,1.86250461210838e-05,0.0161064064887499,0.000265954820005838
BR,BRA,Brazil,2021-01-06,146264276.8554,11715,53414.6,13827.2,32135.2,158944.83,25199,2180,1875,1857,1725,16568,9182,0,0,54,15140,0,0,317,2818578.0142689,2,271,0,0,188,1538854.83810796,13852,15134,817851.128480637,1065,6,0,0,0,478,4,470,0,0,371,16,1846,0,0,1889,73,187,117,207,198,204,115,107,104,186,245,114,0,1,2,2,2,2,1,2,0,2,2,1,368,969,557,1113,1056,1133,664,574,560,838,1217,634,4,7,3,7,11,10,9,4,4,10,12,6,6441,7842,2285,10319,4080,2169,3377,10802,2389,8510,5845,2213,2297,11954,2317,2739,11574,2255,16568,16568,16568,16568,16568,16568,16568,16568,16568,339,912,1541,3400,7384,2992,284,522,525,483,109,334,3043,1295,354,1116,102,334,958,483,21,6605,467,1086,1585,3565,6876,2989,3113,2869,3147,4228,3211,5072,3816,2556,1928,3196,2021-01-06,16568,1,,,0.131578947368421,0.00514720450382585,0.113169966199903,0.00482390601214154,0.112083534524384,0.00480363512503639,0.104116368903911,0.00465048615340179,0.019133268952197,0.00208599199964422,0.0192704471308152,2.22791944446361e-05,0.0113471752776437,0.00161279376401043,0.0105210573025244,1.65352942620095e-05,0.0169370677836363,0.000279653806800193
BR,BRA,Brazil,2021-01-07,147760629.136291,11483,52807.6349832862,13687.904,30801.3,158359.58,24514,2162,1857,1856,1710,16269,9044,0,0,51,14799,0,0,333,3274391.25560402,1,283,0,0,208,1996392.82852309,13717.594,14831,801476.812904475,1123,3,0,0,0,469,1,466,0,0,383,9,1818,0,0,1907,60,206,108,223,205,224,125,107,104,204,233,121,0,1,1,1,0,0,0,1,0,0,1,0,355,966,586,1201,1069,1175,691,582,568,808,1211,647,1,6,6,7,4,4,4,5,2,6,6,1,6487,7509,2273,10171,3895,2203,3371,10469,2429,8304,5716,2249,2134,11788,2347,2630,11337,2302,16269,16269,16269,16269,16269,16269,16269,16269,16269,298,902,1567,3381,7150,2971,261,511,543,477,107,293,3019,1281,353,1081,87,301,964,503,30,6458,472,989,1556,3542,6743,2967,3081,2764,2984,4226,3214,4982,3653,2513,1916,3205,2021-01-07,16269,1,,,0.132890773864405,0.00521617292145432,0.114143463027844,0.00488624097042665,0.114081996434938,0.00488509463693327,0.105107873870551,0.00471270907266532,0.0204683754379495,0.00217579803189162,0.0221601063472991,2.37349609275816e-05,0.0127850513246051,0.00172633374880274,0.0135109930175085,1.86148047384674e-05,0.017115397200686,0.000283953591968958
BR,BRA,Brazil,2021-01-08,147886348.577283,11220,50341.12,13670.7,30479.9,154254.83,24175,2106,1780,1808,1674,15978,8696,0,0,50,14577,0,0,329,3104134.19050528,4,279,0,0,205,1856757.60839883,13702,14605,789263.627029186,1076,3,0,0,0,480,1,474,0,0,384,11,1782,0,0,1823,96,210,105,224,212,237,139,107,116,197,241,124,1,1,0,0,0,0,0,0,0,0,0,1,375,891,549,1107,972,1078,636,543,541,800,1139,641,4,8,3,7,5,5,5,4,2,6,6,5,6249,7516,2213,9983,3874,2121,3413,10233,2332,7955,5840,2183,2011,11701,2266,2741,11013,2224,15978,15978,15978,15978,15978,15978,15978,15978,15978,311,834,1535,3292,7095,2911,262,511,535,459,102,307,2921,1157,324,1088,115,310,950,473,21,6443,422,990,1549,3424,6688,2905,2966,2598,2964,4257,3193,4849,3506,2473,1970,3180,2021-01-08,15978,1,,,0.13180623357116,0.00524521372901467,0.111403179371636,0.00487851958543593,0.113155588934785,0.00491188967885687,0.104769057453999,0.00474865855405809,0.0205908123670046,0.00220194116207306,0.0209899982004297,2.31038210998132e-05,0.0128301414444862,0.00174501252289197,0.0125553009203451,1.79454355079665e-05,0.0173604858133078,0.000288147659096611
BR,BRA,Brazil,2021-01-09,146675560.174387,10959,50119.2,14327.7,29635.63,151322.33,23585,1968,1632,1686,1508,15571,8392,0,0,59,14231,0,0,321,3074755.95328693,3,280,0,0,196,1754958.3282107,14352,14213,768079.694006561,1059,9,0,0,0,462,3,456,0,0,363,15,1679,0,0,1696,86,195,99,226,206,215,152,113,112,203,232,120,0,1,0,1,1,1,1,0,0,0,1,1,357,851,476,1029,927,979,625,518,528,772,1112,546,4,9,2,8,8,6,7,6,3,4,9,5,6145,7289,2137,10075,3441,2055,3531,9788,2252,7971,5493,2107,1950,11420,2201,2567,10849,2155,15571,15571,15571,15571,15571,15571,15571,15571,15571,312,868,1444,3105,7023,2819,266,475,489,535,90,297,2742,1128,354,1031,102,322,972,522,21,6225,431,927,1494,3362,6533,2824,2688,2532,2945,4329,3077,4385,3659,2433,2030,3064,2021-01-09,15571,1,,,0.126388799691735,0.0052191914756817,0.104810224134609,0.00481115357663655,0.108278209492004,0.00488062074056075,0.0968467022028129,0.00464529172682969,0.0206152462911823,0.00223182825782949,0.0209629739926083,2.31843657415929e-05,0.0125875024083232,0.00175109187073995,0.0119648994428532,1.75958368488257e-05,0.0186855610322611,0.000302832244020278
BR,BRA,Brazil,2021-01-10,147723407.409239,11332,49862.5,13773,31467.9,156938.24,24567,2038,1725,1770,1614,15932,8529,0,0,48,14561,0,0,293,2796992.24546812,0,253,0,0,182,1706536.48989523,13817,14606,789317.667674652,1047,3,0,0,0,480,1,476,0,0,381,8,1742,0,0,1768,86,227,116,220,220,211,139,115,123,220,239,123,0,1,0,0,1,0,1,0,0,0,1,0,350,886,511,1044,979,1032,608,512,539,836,1112,554,0,4,1,3,4,3,4,1,1,4,4,3,5502,8258,2172,10146,3728,2058,3694,9986,2252,8222,5592,2118,2469,11257,2206,2360,11400,2172,15932,15932,15932,15932,15932,15932,15932,15932,15932,324,848,1554,3286,7057,2863,252,486,466,515,117,330,2862,1201,339,1074,113,338,998,557,24,6260,452,943,1464,3514,6705,2854,2804,2537,2972,4500,3119,4614,3618,2540,2057,3103,2021-01-10,15932,1,,,0.127918654280693,0.0051863089172838,0.1082726587999,0.00482490075196054,0.111097162942506,0.00487968258288389,0.101305548581471,0.00468528041534612,0.0183906603063018,0.00208632011086418,0.0189339813812959,2.19782709042709e-05,0.0114235500878735,0.00165013173815938,0.0115522415832692,1.7231910263996e-05,0.017504992686538,0.000289313248649667
