ISO2,ISO_3,country_agg,date,first_date,day_count,weight,Finished,B2,B4,E5,E6,E7,pos_RF,pos_RF_symp,pos_XGB,pos_XGB_symp,count,symptomatic,infected,not_infected,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,test_recent,tested_vaccinated,tested_unvaccinated,tested_vac1dose,tested_vac2doses,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C0a_7.NA,I6_1.NA,I6_2.NA,I6_3.NA,I6_4.NA,I6_5.NA,I6_6.NA,I6_7.NA,I6_8.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D10.1,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,D5.1,D5.2,D5.3,D5.4,D5.NA,days_aggregated,p_infected,p_infected_CI,p_rf,p_rf_CI,p_rf_symp,p_rf_symp_CI,p_XGB,p_XGB_CI,p_XGB_symp,p_XGB_symp_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
DE,DEU,Germany,2021-01-01,2021-01-01,4913,64991322.1751154,4017,21351.5,1418,10606.8,51290,8619,93,76,85,79,4913,2867,0,0,0,0,0,0,26,312131.733172539,0,0,0,0,20,241754.337049526,1420,4741,243280.052460669,742,0,0,0,0,61,0,0,0,0,53,0,0,0,0,85,9,34,20,47,35,32,17,15,15,32,37,12,0,0,0,0,0,0,0,0,0,0,0,0,14,49,29,68,58,45,28,21,19,54,59,17,0,0,0,0,0,0,0,0,0,0,0,0,816,3637,460,2501,1963,449,435,4010,468,2583,1877,453,68,4383,462,383,4074,456,4913,4913,4913,4913,4913,4913,4913,4913,4913,32,104,517,761,2873,626,35,152,172,383,81,134,624,329,151,226,58,189,530,267,3,1579,85,205,712,838,2463,610,92,164,535,3498,624,447,876,1154,1813,623,1,,,0.018929371056381,0.00381059627175728,0.0154691634439243,0.00345082379991311,0.0173010380622837,0.00364603672147732,0.0160797883167108,0.00351718177008525,0.0052920822308162,0.00202878389332568,0.00480266784435495,1.68080093981807e-05,0.00407083248524323,0.00178045315077204,0.00371979410417491,1.48003030020601e-05,0.00583689449931194,0.000302701507210603
DE,DEU,Germany,2021-01-02,2021-01-02,5469,66124416.1626551,4508,24259,1440,11333,57287.93,9391,104,98,101,96,5469,3187,0,0,0,0,0,0,29,326678.924472947,0,0,0,0,23,255677.002315147,1446,5264,270117.316210285,853,0,0,0,0,72,0,0,0,0,64,0,0,0,0,98,8,36,26,51,34,28,26,15,13,32,38,17,0,0,0,0,0,0,0,0,0,0,0,0,18,60,40,75,59,45,42,28,22,54,59,25,0,0,0,0,0,0,0,0,0,0,0,0,675,4388,406,2426,2658,385,445,4616,408,2589,2491,389,56,5007,406,390,4677,402,5469,5469,5469,5469,5469,5469,5469,5469,5469,39,113,610,827,3270,610,34,160,201,443,90,136,671,389,154,274,73,189,631,285,3,1736,79,225,855,1023,2688,599,87,235,665,3851,631,494,1059,1330,1959,627,1,,,0.0190162735417809,0.0036198263638645,0.0179191808374474,0.00351582151924145,0.0184677271896142,0.00356823251568763,0.0175534832693363,0.00348040867730758,0.005302614737612,0.00192479576637022,0.00494036761956991,1.6899402627076e-05,0.00420552203327848,0.00171509800778634,0.00386660506288969,1.49585956684395e-05,0.00535322955331858,0.000275178342143234
DE,DEU,Germany,2021-01-03,2021-01-03,5822,65337446.4810254,4837,24554.5,1401,11782,61109.5,10047,112,101,109,104,5822,3341,0,0,0,0,0,0,27,276468.152353286,0,0,0,0,21,226962.114793569,1403,5599,287307.532952391,884,0,0,0,0,68,0,0,0,0,60,0,0,0,0,105,11,41,21,49,38,31,19,18,13,32,38,7,0,0,0,0,0,0,0,0,0,0,0,0,17,66,41,80,66,54,33,31,22,67,64,15,0,0,0,0,0,0,0,0,0,0,0,0,773,4638,411,2759,2661,402,485,4915,422,2563,2847,412,84,5322,416,400,5013,409,5822,5822,5822,5822,5822,5822,5822,5822,5822,34,121,645,943,3441,638,31,188,219,491,69,145,751,427,182,289,85,216,625,308,3,1793,82,268,883,1022,2947,620,91,216,713,4176,626,541,1110,1428,2114,629,1,,,0.0192373754723463,0.00352831096876902,0.0173479903813123,0.00335379451515549,0.018722088629337,0.00348165031853608,0.0178632772243215,0.00340234645146743,0.00463758158708348,0.00174521280804273,0.00423138900038853,1.57393830445476e-05,0.00360700790106493,0.00153992960902794,0.0034736912294159,1.42661571192395e-05,0.00488326910743578,0.000254898293303123
DE,DEU,Germany,2021-01-04,2021-01-04,5343,64301079.3610843,4494,24654.25,1415,11024,57677.53,9310,108,92,108,101,5343,3029,0,0,0,0,0,0,25,248512.418554454,0,0,0,0,19,179506.193338432,1418,5122,262830.716874826,825,0,0,0,0,68,0,0,0,0,54,0,0,0,0,96,9,30,13,33,28,25,16,8,13,34,28,9,0,0,0,0,0,0,0,0,0,0,0,0,12,54,26,64,57,46,27,16,22,69,51,17,0,0,0,0,0,0,0,0,0,0,0,0,1277,3695,371,2469,2523,351,398,4575,370,2331,2653,359,72,4903,368,464,4511,368,5343,5343,5343,5343,5343,5343,5343,5343,5343,41,132,623,905,3102,540,39,162,195,422,86,123,754,355,141,269,68,185,591,297,7,1649,76,255,849,993,2633,537,121,226,674,3755,567,568,1039,1318,1854,564,1,,,0.0202133632790567,0.00377346694940181,0.0172187909414187,0.00348807048684798,0.0202133632790567,0.00377346694940181,0.0189032378813401,0.00365156911321053,0.00467901927755942,0.00182984582966549,0.00386482499242238,1.51657193167759e-05,0.00355605465094516,0.00159612225700157,0.00279165132408448,1.28962219654468e-05,0.00539510760713456,0.00028004987452827
DE,DEU,Germany,2021-01-05,2021-01-05,5457,63266758.1572327,4566,24667,1434,10890,58933,9332,94,84,90,86,5457,3198,0,0,4,275,0,0,15,171826.597572121,0,0,0,0,15,171826.597572121,1434,5261,269963.373970804,811,3,0,0,0,58,0,0,0,0,45,0,0,0,0,85,6,28,18,33,29,21,15,16,7,24,22,5,0,0,0,0,0,0,0,0,0,0,0,0,9,48,34,60,55,37,25,27,13,57,42,9,0,0,0,0,0,0,0,0,0,0,0,0,1547,3521,389,3284,1805,368,460,4599,398,2305,2765,387,75,4991,391,522,4551,384,5457,5457,5457,5457,5457,5457,5457,5457,5457,43,98,660,890,3153,613,44,135,199,442,89,125,683,396,168,276,72,213,618,314,4,1679,106,247,872,984,2642,606,124,263,710,3736,624,584,1063,1286,1899,625,1,,,0.0172255818215137,0.00345211285962394,0.0153930731170973,0.00326636883805426,0.0164925783397471,0.00337912465213294,0.0157595748579806,0.00330441026154923,0.00274876305662452,0.00138912733892834,0.0027159064661586,1.28241075310683e-05,0.00274876305662452,0.00138912733892834,0.0027159064661586,1.28241075310683e-05,0.00531183167148847,0.000274196113964182
DE,DEU,Germany,2021-01-06,2021-01-06,5598,63115230.1888442,4758,26366.3953,1633,11712.2,60228,9749,85,73,90,77,5598,3163,0,0,90,5334,0,0,23,287129.878070942,2,21,0,0,19,247254.951470212,1634,5424,278327.568982634,813,50,0,0,0,54,0,54,0,0,40,0,82,0,0,74,5,23,10,31,27,15,12,14,10,20,19,10,0,0,0,0,0,0,0,0,0,0,0,0,12,45,27,61,48,32,24,24,17,47,39,15,0,0,0,0,0,0,0,0,0,0,0,0,1689,3544,365,3256,1988,354,492,4723,383,2353,2879,366,85,5141,372,531,4706,361,5598,5598,5598,5598,5598,5598,5598,5598,5598,44,144,654,940,3213,603,30,179,192,490,79,150,733,420,173,254,90,205,648,320,2,1633,106,256,943,1012,2695,586,131,234,710,3919,604,591,1035,1372,1994,606,1,,,0.0151839942836727,0.00320333389370491,0.0130403715612719,0.00297184613944036,0.0160771704180064,0.00329470830274971,0.0137549124687388,0.00305107572078668,0.00410861021793498,0.00167565691732181,0.0045492962191825,1.66020987523091e-05,0.00339406931046802,0.00152353954412929,0.00391751643352026,1.54111153375888e-05,0.005870780267915,0.000283817591478572
DE,DEU,Germany,2021-01-07,2021-01-07,5490,63657121.3715221,4730,25165.1,1587,11337.5,60758.36,9503,120,109,112,109,5490,3120,0,0,103,5203,0,0,15,176899.553927918,0,14,0,0,13,147870.578131068,1592,5295,271708.052684928,753,65,0,0,0,74,0,74,0,0,61,0,111,0,0,110,6,38,23,44,39,33,17,15,16,36,33,11,0,0,0,0,0,0,0,0,0,0,0,0,11,62,40,75,64,61,34,27,23,77,59,22,0,0,0,0,0,0,0,0,0,0,0,0,1620,3509,361,3121,2036,333,435,4680,375,2352,2793,345,72,5060,358,505,4632,353,5490,5490,5490,5490,5490,5490,5490,5490,5490,53,140,669,949,3128,551,40,187,219,413,81,146,710,402,166,250,93,211,654,318,5,1595,110,244,930,1022,2652,532,146,250,781,3766,547,579,1055,1430,1879,547,1,,,0.0218579234972678,0.00386782966715361,0.0198542805100182,0.00369006757511846,0.0204007285974499,0.00373946079707524,0.0198542805100182,0.00369006757511846,0.00273224043715847,0.0013807888315992,0.00277894366123594,1.29318358831194e-05,0.00236794171220401,0.0012856792092166,0.0023229227923778,1.1825975578917e-05,0.00585923009740929,0.000286973011431983
DE,DEU,Germany,2021-01-08,2021-01-08,5465,63945943.481787,4689,25434,1346,11377,60258.5,9531,82,76,88,80,5465,3070,0,0,109,5202,0,0,28,256478.084755774,3,23,0,0,18,180446.492408535,1348,5297,271810.680844582,845,70,0,0,0,59,3,56,0,0,51,3,74,0,0,74,12,32,23,41,31,30,18,15,13,32,31,12,2,2,1,2,2,2,1,1,1,2,2,1,17,44,29,60,47,43,26,23,23,53,49,17,2,2,1,2,2,2,1,1,1,2,2,1,1672,3440,353,3462,1670,333,488,4608,369,2391,2730,344,63,5042,360,563,4549,353,5465,5465,5465,5465,5465,5465,5465,5465,5465,55,139,704,904,3109,554,30,183,215,466,83,146,739,377,165,279,66,191,645,289,3,1588,88,255,931,1039,2619,533,135,283,718,3777,552,566,1037,1356,1954,552,1,,,0.0150045745654163,0.00322316068984341,0.0139066788655078,0.00310472922360728,0.0161024702653248,0.00333713822734204,0.0146386093321135,0.0031842025726994,0.00512351326623971,0.0018928732060683,0.00401085777753554,1.54912878739833e-05,0.00329368709972553,0.00151906998183781,0.00282185988013344,1.30015667053004e-05,0.00495933417999408,0.000264086945690524
DE,DEU,Germany,2021-01-09,2021-01-09,5646,63147998.4354472,4843,25165.5,1660,11782,61621.16,9892,91,83,90,87,5646,3234,0,0,97,5367,0,0,21,231798.790347424,0,19,0,0,17,199781.829516519,1660,5466,280482.760335376,797,57,0,0,0,66,3,63,0,0,58,3,83,0,0,86,7,38,13,42,34,29,19,14,9,35,37,15,0,3,1,3,2,2,2,2,1,2,3,2,11,53,22,60,50,44,27,20,19,58,52,20,0,3,1,3,2,2,2,2,1,2,3,2,1715,3564,367,3726,1572,348,569,4692,385,2539,2736,371,71,5196,379,539,4741,366,5646,5646,5646,5646,5646,5646,5646,5646,5646,57,141,671,938,3263,576,42,167,206,463,79,149,728,394,167,311,86,242,630,328,6,1648,103,264,902,1064,2751,562,158,234,687,3985,582,570,1067,1370,2059,580,1,,,0.0161176053843429,0.00328472872262914,0.0147006730428622,0.00313928219207484,0.0159404888416578,0.00326692491894395,0.0154091392136026,0.00321288176464697,0.00371944739638682,0.00158784348359409,0.00367072268465293,1.49157649278853e-05,0.00301098122564648,0.00142914687932957,0.0031637080266407,1.38509134320324e-05,0.00591836731075779,0.00028386182264347
DE,DEU,Germany,2021-01-10,2021-01-10,5952,64819201.6915386,5085,25503.983,1482,12195.5,64813.06,10404,93,81,94,84,5952,3341,0,0,108,5613,0,0,33,325661.995546451,0,28,0,0,24,200247.82107269,1486,5703,292644.197254418,790,63,0,0,0,58,1,57,0,0,52,1,82,0,0,87,7,25,15,42,29,26,11,13,9,29,35,9,0,0,0,0,0,0,0,0,0,0,0,0,11,41,30,69,46,46,20,24,15,60,56,14,0,0,0,0,0,0,0,0,0,0,0,0,1301,4248,403,3397,2169,386,528,5008,416,2737,2817,398,60,5481,411,479,5069,404,5952,5952,5952,5952,5952,5952,5952,5952,5952,51,128,721,974,3432,646,43,181,223,478,100,156,773,471,158,290,90,216,675,427,6,1665,99,277,978,1100,2868,630,141,263,775,4126,647,633,1183,1429,2061,646,1,,,0.015625,0.00315069911159295,0.0136088709677419,0.00294342013784659,0.0157930107526882,0.00316732273160195,0.0141129032258065,0.0029966664307971,0.00554435483870968,0.00188640460155643,0.00502415930847483,1.72121142722743e-05,0.00403225806451613,0.00160995384472636,0.0030893287150562,1.35100337838266e-05,0.00507783859697756,0.000257520692186912
