ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1.2,B13_2..99,B13_2.2,B13_3..99,B13_3.2,B13_4..99,B13_4.1,B13_4.2,B13_5..99,B13_5.1,B13_5.2,B13_6..99,B13_6.1,B13_6.2,B13_7..99,B13_7.2,B14_1..99,B14_1..77,B14_2..99,B14_2..77,B14_3..99,B14_3..77,B14_4..99,B14_4..77,B14_5..99,B14_5..77,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9.1,D9.3,D9.5,D9.7,D10..99,D10.1,D10.2,D10.3,D10.4,D10.5,D10.7,D10.8,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
AW,ABW,Aruba,-99,2020-12-30,2020-12-22,100,3,117422.45620456271,2,55411.54049397231,1377,84,2863073.7168843974,45,6,8,86,9,14,77,7,10,83,10,17,73,6,26,68,8,12,80,10,12,78,7,13,80,9,7,84,11,5,84,11,8,81,8,22,70,12,5,83,10,23,67,92,2,0,6,86,1,10,3,90,2,4,4,83,11,6,74,3,12,11,88,2,6,4,88,1,9,2,87,3,3,7,93,1,2,4,95,4,1,92,1,4,3,78,3,5,14,95,0,1,4,77,1,12,10,15,1,20,64,81,10,9,16,5,26,53,74,1,18,7,82,5,12,1,82,9,8,1,91,7,1,1,41,4,2,53,100,21,2,21,18,14,24,25,8,19,23,25,25,15,22,20,18,25,17,24,13,21,25,16,23,16,20,25,17,15,20,23,98,0,1,1,98,0,0,2,98,0,1,1,98,0,2,0,98,0,0,2,98,1,1,0,100,0,100,0,100,0,100,0,0,100,0,0,100,0,0,100,0,100,0,100,0,100,0,100,0,100,0,27,6,33,34,27,6,45,22,27,8,22,43,27,6,32,35,27,6,13,54,27,5,21,47,28,1,30,41,70,14,7,2,7,35,2,1,8,23,31,35,2,60,3,37,2,9,52,37,1,31,16,6,4,2,3,37,3,20,14,14,12,38,2,23,24,10,3,39,5,11,37,8,42,6,9,36,7,67,1,25,7,55,1,36,8,78,2,13,7,68,2,18,12,87,3,5,5,79,2,15,4,45,1,2,3,14,10,25,45,2,4,7,8,14,20,48,2,17,18,7,8,48,1,7,8,13,23,48,2,15,12,10,13,73,4,21,2,73,8,11,8,73,4,20,3,48,2,30,20,80,1,5,14,95,1,1,1,2,65,1,7,0,3,2,2,5,2,1,2,1,2,7,52,1,30,12,1,4,52,0,13,12,11,5,5,1,1,54,2,23,7,14,54,1,11,15,12,3,4,3.5777777777777775,3.957093107141384,105.38461538461539,366.15764784710296,12.186046511627907,4.75222160555054,3.128205128205128,2.408094760981749
AW,ABW,Aruba,-99,2020-12-31,2020-12-23,100,3,117422.45620456271,2,55411.54049397231,1380,83,3090817.127616127,41,7,7,86,10,12,78,8,10,82,11,17,72,6,25,69,9,11,80,11,12,77,8,13,79,10,7,83,12,5,83,11,9,80,9,20,71,13,5,82,10,22,68,93,2,0,5,88,0,9,3,90,2,4,4,83,11,6,75,3,12,10,89,2,5,4,88,1,9,2,87,3,3,7,93,1,2,4,95,4,1,91,1,5,3,80,3,6,11,95,0,1,4,78,1,12,9,16,1,19,64,82,11,7,17,6,25,52,75,2,15,8,85,4,10,1,85,7,7,1,93,6,0,1,41,4,2,53,100,20,2,22,18,13,25,27,9,18,22,24,27,14,20,21,18,27,15,25,13,20,27,15,23,15,20,27,17,15,17,24,98,0,1,1,98,0,0,2,98,0,1,1,98,0,2,0,98,0,0,2,98,1,1,0,100,0,100,0,100,0,100,0,0,100,0,0,100,0,0,100,0,100,0,100,0,100,0,100,0,100,0,30,6,31,33,30,7,43,20,30,8,27,35,30,6,34,30,30,6,15,49,30,5,23,42,32,1,30,37,70,13,7,3,7,39,1,1,9,18,32,39,1,57,3,41,2,10,47,41,1,31,16,3,5,2,1,41,3,19,13,13,11,43,2,21,21,9,4,44,4,11,34,7,47,5,8,34,6,69,1,23,7,57,2,34,7,73,2,17,8,66,3,16,15,85,4,6,5,77,3,16,4,49,1,1,2,12,9,26,49,1,3,7,7,9,24,51,2,15,15,8,9,51,1,5,11,10,22,51,2,12,13,7,15,75,4,17,4,75,7,10,8,75,4,18,3,51,2,30,17,83,1,4,12,96,1,1,0,2,66,1,6,1,2,2,3,3,2,2,2,1,2,7,56,1,28,10,1,4,56,0,12,11,9,5,5,1,1,58,2,20,7,13,58,1,11,15,9,3,3,4.170731707317073,4.989501172584241,114.41666666666667,380.92840136920347,12.275,4.355883142224771,3.0833333333333335,2.4186773244895647
AW,ABW,Aruba,-99,2021-01-01,2020-12-24,100,4,121145.29652885982,2,55411.54049397231,1378,83,3140005.346344251,41,6,7,87,8,13,79,7,9,84,9,18,73,5,24,71,9,12,79,9,12,79,7,12,81,8,7,85,10,5,85,8,10,82,7,18,75,10,5,85,7,23,70,93,2,0,5,87,0,10,3,91,1,4,4,82,11,7,76,3,12,9,88,0,8,4,88,1,8,3,88,2,3,7,93,1,2,4,95,4,1,90,1,5,4,82,2,6,10,95,0,1,4,77,1,13,9,16,1,17,66,84,10,6,17,5,28,50,73,3,15,9,85,4,10,1,85,7,7,1,93,6,0,1,41,4,2,53,100,20,2,24,18,11,25,26,9,18,21,26,26,13,22,20,19,26,15,27,12,20,26,16,26,11,21,26,17,14,18,25,98,0,1,1,98,0,0,2,98,0,1,1,98,0,2,0,98,0,0,2,98,1,1,0,98,2,98,2,98,2,98,1,1,98,1,1,98,1,1,98,2,99,1,99,1,99,1,99,1,99,1,30,6,30,34,30,7,42,21,30,8,26,36,30,6,33,31,30,5,16,49,30,6,22,42,33,0,26,41,74,11,7,3,5,39,1,1,10,18,31,39,1,57,3,41,2,10,47,41,1,31,16,2,5,3,1,41,3,23,12,12,9,43,2,22,19,9,5,44,4,14,31,7,45,5,10,33,7,70,1,22,7,58,2,33,7,74,2,17,7,67,3,15,15,84,4,6,6,78,3,15,4,47,1,1,2,13,10,26,47,1,3,7,8,11,23,49,2,16,16,8,9,49,1,5,11,12,22,49,2,13,12,9,15,75,4,17,4,75,8,10,7,75,4,17,4,50,2,29,19,81,1,4,14,96,1,1,0,2,67,1,6,1,2,2,3,3,2,3,1,1,2,6,56,1,28,10,1,4,56,0,13,10,9,4,5,2,1,58,3,19,8,12,58,2,11,14,8,4,3,3.8292682926829267,4.460394820105,114.41666666666667,380.92840136920347,12.35,4.359193056353906,3.057142857142857,2.412502449164952
AW,ABW,Aruba,-99,2021-01-03,2020-12-24,100,4,159162.8366836755,1,28003.791153717404,1377,82,3083188.0350347804,41,5,7,88,8,9,83,6,9,85,9,14,77,4,24,72,8,11,81,7,12,81,8,12,80,7,7,86,9,6,85,7,11,82,6,20,74,10,3,87,8,21,71,93,2,0,5,91,0,6,3,91,1,3,5,86,7,7,76,4,10,10,89,0,8,3,88,2,7,3,88,3,3,6,93,1,2,4,94,4,2,89,1,5,5,80,2,7,11,97,0,1,2,79,1,12,8,17,1,17,65,84,9,7,18,4,26,52,75,3,12,10,88,4,7,1,88,6,5,1,94,5,0,1,38,4,4,54,100,21,1,25,20,11,22,29,8,21,19,23,29,10,23,17,21,29,12,25,13,21,29,13,25,10,23,29,15,15,15,26,96,1,1,2,96,1,2,1,96,1,2,1,96,0,4,0,96,1,1,2,96,2,1,1,98,2,98,2,98,2,98,1,1,98,1,1,98,1,1,98,2,99,1,99,1,99,1,99,1,99,1,33,5,26,36,33,6,39,22,33,7,25,35,33,5,31,31,33,5,14,48,33,5,21,41,35,0,24,41,76,8,7,3,6,41,1,1,9,19,29,41,1,55,3,43,2,9,46,43,1,31,14,1,6,4,0,43,2,24,12,9,10,45,2,22,18,7,6,46,3,14,29,8,46,5,12,32,5,74,0,20,6,61,2,31,6,75,2,16,7,69,3,13,15,86,3,4,7,79,3,13,5,48,1,0,3,13,8,27,48,1,1,8,7,10,25,50,2,14,17,7,10,50,1,3,11,12,23,50,2,11,11,10,16,78,4,15,3,78,9,8,5,78,5,14,3,51,2,28,19,81,1,5,13,95,1,1,0,3,67,1,6,2,1,2,3,3,2,3,0,1,3,6,56,1,29,10,1,3,56,0,14,10,7,6,4,2,1,58,3,19,9,11,58,3,9,16,9,3,2,3.75,4.1704744505699995,105.53846153846153,366.11282764211165,12.81578947368421,4.0527285647259506,2.8823529411764706,2.226081022816241
AW,ABW,Aruba,-99,2021-01-13,2020-12-26,100,5,180104.9326354193,2,48945.8871054612,23,78,2907870.2552732136,42,6,7,87,9,11,80,6,9,85,11,16,73,5,24,71,9,15,76,9,13,78,10,13,77,8,4,88,11,5,84,7,13,80,7,23,70,13,1,86,10,20,70,93,2,1,4,89,0,7,4,91,1,4,4,84,8,8,76,4,11,9,85,0,12,3,87,2,7,4,87,3,4,6,96,1,1,2,95,3,2,87,1,5,7,77,2,11,10,99,0,1,0,80,1,13,6,21,1,10,68,91,4,5,22,4,26,48,75,3,9,13,91,1,6,2,91,3,4,2,97,3,0,0,39,2,5,54,100,25,1,28,16,10,20,33,8,20,19,20,33,9,24,15,19,33,12,23,13,19,33,13,21,11,22,33,14,14,13,26,95,1,1,3,95,1,2,2,95,1,2,2,95,0,4,1,95,1,1,3,95,2,1,2,98,2,98,2,98,2,98,1,1,98,1,1,98,1,1,98,2,99,1,99,1,99,1,99,1,99,1,38,6,21,35,38,6,34,22,38,7,20,35,38,5,27,30,38,5,13,44,38,5,19,38,40,0,22,38,78,9,6,2,5,42,0,1,11,21,25,42,0,54,4,44,1,10,45,44,0,30,10,1,5,7,3,44,1,23,13,11,8,46,1,22,15,8,8,47,3,10,31,9,48,4,10,33,5,79,0,14,7,66,2,25,7,80,2,11,7,73,3,9,15,87,3,4,6,81,3,12,4,49,0,0,3,11,7,30,49,0,1,8,4,11,27,50,1,10,17,9,13,50,0,3,9,14,24,50,1,12,10,9,18,78,3,14,5,78,8,9,5,78,5,12,5,51,1,24,24,76,1,7,16,93,2,1,1,3,69,1,5,2,1,3,2,2,2,4,0,1,3,5,56,1,31,9,0,3,56,0,12,11,7,6,4,3,1,58,2,23,8,9,58,2,10,16,8,4,2,4.138888888888889,4.099845138383907,3,3.2249030993194197,12.589743589743591,4.429078249822409,3.194444444444445,2.265510909825791
AW,ABW,Aruba,-99,2021-01-14,2020-12-26,100,5,180104.9326354193,2,48945.8871054612,27,79,2994737.107472525,41,6,7,87,9,11,80,7,9,84,11,15,74,5,25,70,8,17,75,8,14,78,10,12,78,8,4,88,11,5,84,8,14,78,7,23,70,13,1,86,10,20,70,93,3,1,3,89,0,7,4,91,1,4,4,85,8,7,75,4,12,9,83,1,12,4,86,3,7,4,88,3,4,5,96,1,1,2,95,3,2,86,1,5,8,77,2,11,10,99,0,1,0,80,1,13,6,20,1,12,67,89,5,6,21,4,26,49,76,3,8,13,92,1,5,2,92,2,4,2,98,2,0,0,38,2,5,55,100,25,1,28,16,10,20,33,8,19,19,21,33,9,24,15,19,33,12,23,12,20,33,13,21,11,22,33,14,15,13,25,95,1,1,3,95,1,2,2,95,1,2,2,95,0,4,1,95,1,1,3,95,2,1,2,98,2,98,2,98,2,98,1,1,98,1,1,98,1,1,98,2,99,1,99,1,99,1,99,1,99,1,38,6,22,34,38,6,35,21,38,7,20,35,38,5,26,31,38,5,13,44,38,5,18,39,40,0,22,38,78,9,6,2,5,42,0,1,12,21,24,42,1,54,3,45,1,10,44,45,0,29,10,1,5,7,3,45,1,23,13,10,8,47,1,22,14,8,8,48,3,10,30,9,49,4,10,32,5,78,0,15,7,65,2,26,7,80,2,11,7,74,3,9,14,87,3,5,5,82,3,11,4,50,0,0,3,11,7,29,50,0,1,7,4,11,27,51,1,10,17,9,12,51,0,2,9,14,24,51,1,11,10,9,18,79,3,13,5,79,8,8,5,79,5,11,5,52,1,24,23,77,1,6,16,94,1,1,1,3,70,1,5,2,1,3,2,1,2,4,0,1,3,5,57,1,30,9,0,3,57,0,12,10,7,6,4,3,1,59,1,23,8,9,59,2,9,16,8,4,2,4.111111111111111,4.111154010930179,3,2.943920288775949,12.68421052631579,4.44853612823483,3.194444444444445,2.265510909825791
