ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
BD,BGD,Bangladesh,Chittagong,2020-12-21,2020-12-21,104,4,154414.0641357498,4,154414.0641357498,76,94,5885048.247693919,63,7,9,88,5,24,75,6,7,91,9,16,79,7,20,77,6,20,78,7,14,83,7,7,90,6,10,88,6,8,90,5,16,83,6,21,77,4,14,86,7,25,72,95,2,5,2,83,4,8,9,98,2,2,2,88,2,10,4,86,2,6,10,86,2,11,5,93,1,7,3,98,1,4,1,96,2,3,3,97,1,6,0,90,3,7,4,85,1,8,10,91,0,10,3,81,1,14,8,10,0,27,67,77,0,10,17,10,1,18,75,86,1,4,13,100,1,3,0,100,0,4,0,0,100,0,1,3,0,17,3,10,74,104,0,0,0,0,0,12,0,46,27,9,10,86,1,10,5,2,86,3,7,7,1,86,3,12,3,0,86,1,11,5,1,86,2,5,4,7,0,94,2,3,5,94,4,2,4,94,4,3,3,94,4,0,6,94,2,4,4,94,4,2,4,104,0,0,0,104,0,0,0,104,0,0,0,104,0,0,0,104,0,0,0,104,0,0,0,104,0,0,0,104,0,0,0,104,0,0,0,104,0,0,0,104,0,0,0,104,0,0,0,24,1,55,24,24,4,57,19,24,4,39,37,24,3,44,33,24,3,36,41,24,4,39,37,25,0,39,40,65,0,22,8,1,8,25,0,4,6,34,35,25,3,73,3,29,1,18,56,29,0,47,17,6,3,0,2,29,1,27,12,18,17,30,0,15,33,20,6,30,0,8,58,8,31,0,10,55,8,49,3,50,2,47,3,53,1,65,3,33,3,60,1,33,10,68,2,32,2,65,2,35,2,33,0,1,3,14,23,30,33,0,3,9,16,20,23,36,1,26,18,14,9,36,0,9,10,22,27,36,0,13,18,18,19,74,1,26,3,74,8,13,9,74,6,19,5,37,0,47,20,84,0,7,13,97,0,3,0,1,2,1,0,0,51,0,2,5,2,14,1,2,7,1,0,5,3,1,2,2,6,39,0,56,9,0,0,39,0,18,34,10,3,0,0,0,40,1,33,16,14,40,1,15,15,20,8,5,5.196428571428571,6.1656516071101315,3.227272727272727,2.408947966027972,14.55,6.73071633430509,2.9166666666666665,1.6803113781926302
BD,BGD,Bangladesh,Dhaka,2020-12-21,2020-12-21,234,5,177500.48640267312,2,92758.99821086663,197,221,10397535.778842064,152,11,6,217,9,40,185,8,12,214,13,31,190,12,45,177,10,36,188,9,16,209,10,11,213,10,15,209,9,8,217,10,25,199,8,38,188,9,26,199,8,54,172,228,2,2,2,195,5,18,16,222,2,6,4,204,3,11,16,191,5,17,21,198,2,20,14,218,3,9,4,223,2,8,1,221,1,3,9,226,1,5,2,211,7,7,9,196,5,15,18,209,3,13,9,181,4,30,19,12,1,61,160,174,0,24,36,15,1,52,166,183,0,13,38,221,4,7,2,221,0,8,5,0,226,0,4,4,0,30,0,13,191,234,0,0,0,0,0,18,0,114,60,28,14,195,1,26,8,4,195,4,20,11,4,195,3,28,6,2,195,5,20,6,8,195,5,8,4,22,0,221,6,2,5,221,5,1,7,221,6,2,5,221,5,2,6,221,5,2,6,221,4,4,5,234,0,0,0,234,0,0,0,234,0,0,0,234,0,0,0,234,0,0,0,234,0,0,0,234,0,0,0,234,0,0,0,234,0,0,0,234,0,0,0,234,0,0,0,234,0,0,0,38,4,126,66,38,9,123,64,38,7,93,96,38,9,106,81,38,8,67,121,38,6,86,104,44,1,90,99,144,1,50,12,11,16,45,0,2,23,74,90,45,4,177,8,49,1,43,141,49,0,108,58,7,3,1,8,49,2,69,23,50,41,51,0,44,91,37,11,53,1,12,154,14,59,0,6,152,17,111,3,111,9,114,2,110,8,143,5,79,7,131,1,88,14,169,3,58,4,151,1,80,2,61,1,3,12,43,36,78,61,2,5,18,42,38,68,74,3,51,60,23,23,74,2,12,30,54,62,74,2,39,40,45,34,156,2,62,14,156,19,26,33,156,18,38,22,76,4,78,76,158,0,36,40,201,0,16,3,3,1,1,1,8,123,0,0,13,1,22,2,9,11,5,1,4,12,2,1,5,23,79,6,118,31,0,0,79,4,51,54,32,8,5,1,0,82,5,114,14,19,82,4,35,33,58,16,6,5.085470085470085,6.366091002161712,3.5961538461538463,2.6365427108361716,15.016891891891891,5.892580236074284,2.8181818181818183,1.625658538875617
BD,BGD,Bangladesh,Chittagong,2020-12-22,2020-12-22,123,5,452734.63218320534,0,0,46,114,10320009.212645378,71,7,9,107,7,23,93,10,5,108,10,10,103,6,24,93,6,23,94,6,8,109,8,10,105,7,5,111,7,6,110,6,13,104,7,26,90,7,14,102,5,32,86,114,1,7,1,100,1,6,16,118,1,1,3,113,0,4,6,99,3,8,13,100,3,11,9,115,1,1,6,113,2,3,5,118,0,1,4,117,1,3,2,110,1,8,4,97,1,16,9,109,1,7,6,91,2,15,15,9,0,23,91,102,0,11,10,11,0,18,94,105,0,8,10,115,2,5,1,115,0,4,4,0,119,0,1,1,2,19,1,7,96,123,0,0,0,0,0,13,1,56,34,9,10,19,2,67,24,11,19,16,47,25,16,19,13,65,22,4,19,12,54,25,13,19,13,25,25,41,0,116,2,2,3,116,3,0,4,116,3,1,3,116,3,0,4,116,2,1,4,116,3,0,4,123,0,0,0,123,0,0,0,123,0,0,0,123,0,0,0,123,0,0,0,123,0,0,0,123,0,0,0,123,0,0,0,123,0,0,0,123,0,0,0,123,0,0,0,123,0,0,0,21,2,67,33,21,3,68,31,21,3,51,48,21,3,49,50,21,2,40,60,21,3,44,55,22,0,49,52,74,0,22,12,7,8,24,0,3,20,39,37,24,1,92,6,29,0,15,79,29,0,52,27,9,2,1,3,29,0,34,17,23,20,29,4,22,29,30,9,31,0,4,83,5,36,1,3,73,10,56,4,60,3,56,5,57,5,72,5,41,5,74,2,39,8,84,3,34,2,79,2,41,1,40,0,2,3,15,20,43,40,0,3,9,13,24,34,42,2,26,20,16,17,42,1,10,17,20,33,42,1,19,24,16,21,80,1,34,8,80,8,23,12,80,9,28,6,43,0,47,33,90,0,11,22,113,0,3,0,0,2,0,2,3,67,0,3,8,2,11,1,7,1,4,0,3,6,2,0,1,7,50,1,62,10,0,0,50,0,24,27,7,8,7,0,0,51,0,44,12,16,51,0,16,16,27,11,2,7.161290322580645,6.8285647590419325,2.769230769230769,2.385855756810896,14.404411764705882,6.231993376108444,3.1940298507462686,2.0906632699185064
BD,BGD,Bangladesh,Dhaka,2020-12-22,2020-12-22,247,9,629473.9383456087,0,0,174,223,17419819.85483754,157,13,11,223,11,52,184,10,22,215,11,18,218,7,50,190,9,36,202,8,18,221,10,19,218,12,5,230,11,13,223,13,12,222,11,43,193,12,24,211,10,48,189,236,1,7,3,195,3,19,30,225,3,10,9,229,0,5,13,197,3,19,28,211,4,17,15,229,1,10,7,228,0,11,8,242,2,2,1,234,2,4,7,235,1,4,7,204,3,18,22,223,2,11,11,199,4,24,20,24,0,66,157,182,0,30,35,25,1,54,167,194,3,8,42,239,3,5,0,239,0,6,1,1,242,0,1,4,0,40,2,15,190,247,0,0,0,0,0,31,0,100,80,21,15,42,8,119,53,25,42,15,103,46,41,42,9,140,40,16,42,10,121,48,26,42,14,34,40,117,0,232,1,4,10,232,3,2,10,232,2,5,8,232,3,1,11,232,3,2,10,232,3,5,7,247,0,0,0,247,0,0,0,247,0,0,0,247,0,0,0,247,0,0,0,247,0,0,0,247,0,0,0,247,0,0,0,247,0,0,0,247,0,0,0,247,0,0,0,247,0,0,0,45,2,137,63,45,5,131,66,45,7,91,104,45,6,96,100,45,6,71,125,45,5,89,108,55,0,97,95,150,0,60,16,10,11,57,1,4,20,80,85,57,3,178,9,61,1,30,155,61,0,112,51,9,3,4,7,61,0,60,36,63,27,63,0,43,86,46,9,65,0,11,149,22,71,1,9,148,18,112,2,125,8,117,2,111,17,158,1,77,11,153,1,75,18,178,2,61,6,159,2,79,7,73,2,6,7,29,32,98,73,3,8,15,29,42,77,82,0,48,54,26,37,82,0,16,28,59,62,82,0,39,52,38,36,156,5,71,15,156,18,32,41,156,17,40,34,82,1,96,68,179,0,29,39,221,0,10,3,3,1,0,1,8,126,0,3,26,5,25,3,7,7,10,0,1,11,0,3,0,20,88,3,130,25,0,1,88,1,42,67,30,12,5,2,0,89,1,115,22,20,89,0,39,43,51,14,11,5.782258064516129,7.016311406572507,3.0588235294117645,2.5172347105971853,15.18421052631579,6.0246964723979435,2.76158940397351,1.7347761018702987
BD,BGD,Bangladesh,Chittagong,2020-12-23,2020-12-23,114,3,132393.21732704982,2,96734.8188321457,47,99,6613835.502982198,59,7,6,101,8,16,90,8,3,103,5,12,97,8,21,85,6,18,90,5,11,98,9,4,101,10,9,95,6,9,99,8,9,97,7,14,93,7,10,97,6,25,83,108,1,3,2,98,1,6,9,111,1,0,2,102,0,5,7,93,1,8,12,96,2,11,5,103,1,5,5,110,1,3,0,105,1,3,5,105,1,4,4,105,0,7,2,100,1,8,5,104,1,5,4,89,2,14,9,15,0,28,71,88,0,10,16,18,1,19,76,95,1,5,13,109,2,2,1,109,0,2,2,1,112,0,1,1,0,25,4,9,76,114,0,0,0,0,0,21,1,46,28,7,11,28,1,53,22,10,28,5,47,19,15,28,9,51,17,9,28,9,39,21,17,28,8,13,20,45,0,107,2,1,4,107,3,0,4,107,3,1,3,107,3,0,4,107,2,1,4,107,2,2,3,114,0,0,0,114,0,0,0,114,0,0,0,114,0,0,0,114,0,0,0,114,0,0,0,114,0,0,0,114,0,0,0,114,0,0,0,114,0,0,0,114,0,0,0,114,0,0,0,31,2,48,33,31,4,46,33,31,5,36,42,31,4,34,45,31,3,28,52,31,4,29,50,35,0,35,44,79,1,17,10,3,4,35,1,4,11,39,24,35,1,70,8,36,3,16,59,36,1,37,18,7,3,2,10,36,2,30,14,21,11,36,2,19,33,18,6,37,2,6,61,8,41,1,4,62,6,66,0,43,5,69,0,40,5,79,0,30,5,80,0,26,8,86,1,21,6,85,0,26,3,45,3,4,4,15,9,34,45,1,3,5,21,11,28,46,2,17,19,10,20,46,1,14,11,17,25,46,1,17,18,15,17,80,2,30,2,80,5,12,17,80,3,20,11,47,2,33,32,82,0,12,20,103,0,4,0,0,0,0,1,6,70,0,1,9,1,11,2,0,1,1,0,2,2,3,2,1,8,52,0,56,6,0,0,52,0,28,20,10,3,1,0,0,55,0,21,14,24,55,1,16,16,14,8,4,8.333333333333334,8.84188112273728,2.2666666666666666,2.282438128301359,16.037037037037038,6.018722245651521,2.8947368421052633,1.924320014653746
BD,BGD,Bangladesh,Dhaka,2020-12-23,2020-12-23,228,4,214109.8580727331,1,79694.0811552496,127,212,12258431.093997588,142,6,8,214,7,50,171,8,9,211,9,22,197,8,52,168,7,30,191,7,22,199,6,14,208,8,14,206,7,15,206,7,23,198,4,45,179,5,24,199,8,49,171,220,1,4,3,178,2,21,27,219,0,6,3,206,0,10,12,176,2,20,30,198,1,14,15,206,3,10,9,214,1,8,5,214,1,11,2,213,4,7,4,205,0,11,12,183,2,17,26,204,4,7,13,179,3,25,21,16,0,50,162,178,0,24,26,16,3,55,154,175,0,8,45,220,2,6,0,220,1,6,1,0,222,0,5,1,0,31,2,23,172,228,0,0,0,0,0,29,1,119,52,14,13,38,7,126,35,22,38,15,112,39,24,38,10,144,25,11,38,16,109,44,21,38,15,41,37,97,0,206,5,4,13,206,6,5,11,206,7,6,9,206,6,6,10,206,5,7,10,206,5,8,9,228,0,0,0,228,0,0,0,228,0,0,0,228,0,0,0,228,0,0,0,228,0,0,0,228,0,0,0,228,0,0,0,228,0,0,0,228,0,0,0,228,0,0,0,228,0,0,0,45,0,112,71,45,4,111,68,45,5,69,109,45,5,95,83,45,2,71,110,45,1,72,110,47,0,78,103,150,0,52,11,7,8,52,1,0,25,77,73,52,1,173,2,57,5,23,143,57,0,97,50,9,7,2,6,57,0,56,29,46,40,58,0,28,90,38,14,59,0,13,139,17,64,3,4,143,14,117,3,102,6,118,3,102,5,160,5,57,6,134,3,79,12,157,4,57,10,156,4,66,2,70,4,3,5,33,35,78,70,1,7,14,28,47,61,76,0,61,48,22,21,76,0,11,32,51,58,76,0,30,51,36,35,147,8,59,14,147,17,36,28,147,19,41,21,77,2,83,66,162,0,24,42,209,0,8,1,0,1,1,0,8,127,2,2,10,1,23,1,9,8,1,1,4,13,3,0,1,22,83,4,116,24,0,1,83,0,47,66,23,5,4,0,0,84,2,113,19,10,84,0,27,41,47,16,13,5.7936507936507935,7.12776818962846,2.8780487804878048,2.619113609135918,15.11029411764706,6.035294701592976,2.900709219858156,1.9504760024854266
BD,BGD,Bangladesh,Khulna,2020-12-23,2020-12-21,100,1,113219.193185893,0,0,61,93,8745771.509677248,53,6,3,91,4,23,73,7,8,85,4,13,83,7,18,75,8,16,76,7,7,86,8,5,87,8,3,89,8,3,89,10,11,79,6,19,75,8,10,82,6,23,71,97,0,1,2,78,1,11,10,93,1,3,3,88,1,4,7,82,3,6,9,84,2,7,7,93,2,2,3,95,0,3,2,98,1,1,0,97,1,1,1,89,1,4,6,82,1,15,2,90,0,5,5,77,1,17,5,7,0,21,72,79,0,11,10,8,0,12,80,88,0,3,9,97,1,2,0,97,0,2,1,0,98,0,2,0,0,11,4,7,78,100,0,0,0,0,0,12,1,49,24,7,7,26,2,48,14,10,26,5,43,19,7,26,7,53,7,7,26,6,50,11,7,26,5,24,10,35,0,93,2,1,4,93,2,0,5,93,2,2,3,93,2,1,4,93,2,2,3,93,2,0,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,22,2,54,22,22,2,60,16,22,2,41,35,22,2,39,37,22,2,42,34,22,2,36,40,26,1,26,47,74,0,10,6,5,5,26,0,1,6,42,25,26,2,68,4,29,0,17,54,29,0,37,22,5,4,1,2,29,1,31,13,13,13,29,0,16,28,21,6,31,1,6,53,9,34,1,5,48,12,46,3,46,5,42,2,49,7,61,2,30,7,63,3,26,8,59,3,32,6,66,3,26,5,39,0,2,0,16,12,31,39,0,2,3,11,18,27,41,2,15,13,12,17,41,1,3,18,15,22,41,0,19,17,10,13,65,1,29,5,65,6,12,17,65,7,15,13,42,0,39,19,81,0,12,7,88,0,4,0,1,0,0,1,6,51,0,2,7,1,15,1,1,0,3,0,5,1,1,0,2,10,45,0,51,3,1,0,45,0,18,23,13,1,0,0,0,46,1,16,22,15,46,0,23,13,5,9,4,6.37843137254902,8.660469126450142,4.076923076923077,2.1779783615981456,12.96078431372549,6.861372411737249,2.204081632653061,1.3689958582347668
BD,BGD,Bangladesh,Rajasahi,2020-12-23,2020-12-21,100,4,334712.26920812466,1,47979.63159471469,29,78,9091435.125696553,49,4,7,89,4,24,72,4,6,90,4,14,82,4,20,76,4,13,83,4,6,90,3,8,89,4,6,90,4,9,87,3,12,85,3,23,74,3,20,77,2,23,75,93,2,5,0,77,1,14,8,95,1,2,2,86,2,4,8,80,2,13,5,87,1,5,7,94,1,2,3,92,1,4,3,95,1,4,0,92,2,5,1,89,1,7,3,78,2,12,8,80,3,8,9,77,3,14,6,22,0,11,67,89,0,6,5,23,0,10,67,90,0,3,7,97,0,2,1,97,0,1,1,1,99,0,1,0,0,26,0,6,68,100,0,0,0,0,0,25,1,48,13,6,7,39,2,43,7,9,39,4,36,13,8,39,5,41,12,3,39,4,38,13,6,39,7,13,15,26,0,94,0,3,3,94,0,1,5,94,0,1,5,94,0,1,5,94,0,2,4,94,0,1,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,30,1,42,27,30,1,48,21,30,2,32,36,30,2,35,33,30,1,32,37,30,3,26,41,31,0,33,36,67,0,18,5,3,7,33,0,2,7,33,25,33,2,61,4,36,0,20,44,36,0,35,15,8,2,2,2,36,0,20,12,15,17,36,0,11,31,16,6,37,0,6,51,6,40,2,8,44,6,58,1,39,2,52,1,43,4,68,1,29,2,65,1,29,5,68,1,28,3,74,1,21,4,41,1,4,2,11,18,23,41,0,4,3,10,19,23,43,2,19,11,8,17,43,1,3,13,11,29,43,2,11,13,16,15,76,0,19,5,76,5,12,7,76,5,13,6,44,0,29,27,73,0,9,18,93,0,1,1,0,1,0,1,3,64,0,2,7,2,12,0,0,4,1,0,3,0,0,0,1,4,50,0,46,4,0,0,50,1,22,14,12,0,1,0,0,50,2,14,21,13,50,2,9,16,14,8,1,6.369565217391305,7.294925772685114,3.25,3.011881234615431,14.630434782608695,5.606974607683517,2.36734693877551,1.4817483697620581
BD,BGD,Bangladesh,Rangur,2020-12-23,2020-12-21,100,7,668468.3345874213,1,68424.7245626221,33,90,10075422.711767871,59,5,8,87,5,14,81,4,9,87,5,10,85,6,20,74,6,17,77,5,8,87,5,6,89,6,4,90,5,7,88,4,13,83,5,20,75,6,7,87,4,24,72,92,2,5,1,86,1,6,7,91,2,3,4,90,2,4,4,80,3,4,13,83,2,5,10,92,2,3,3,94,0,3,3,96,1,2,1,93,2,4,1,87,2,8,3,80,3,11,6,93,2,3,2,76,4,14,6,10,0,15,75,85,0,8,7,11,1,13,75,87,0,2,11,98,0,2,0,98,0,1,1,0,99,0,0,1,0,17,0,6,77,100,0,0,0,0,0,16,1,41,19,11,12,31,5,43,13,8,31,9,36,16,8,31,3,47,14,5,31,10,39,10,10,31,6,20,10,33,0,94,4,1,1,94,3,2,1,94,3,2,1,94,3,1,2,94,4,1,1,94,4,1,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,28,2,49,21,28,2,48,22,28,2,38,32,28,3,36,33,28,3,34,35,28,3,27,42,29,0,34,37,66,0,18,4,4,8,30,1,0,11,34,24,30,0,65,5,32,0,13,55,32,0,34,24,4,4,1,1,32,1,26,13,19,9,32,0,15,31,17,5,34,1,1,59,5,36,3,3,53,5,52,1,39,8,53,1,41,5,63,0,30,7,65,0,28,7,67,0,26,7,74,1,20,5,38,1,2,5,7,17,30,38,2,2,6,12,14,26,38,1,20,11,16,14,38,0,8,11,24,19,38,0,26,12,12,12,62,1,36,1,62,8,17,13,62,8,21,9,38,0,31,31,69,0,21,10,80,0,7,1,0,2,0,1,9,49,0,8,3,0,18,0,2,3,2,1,0,3,3,1,1,6,39,2,58,1,0,0,39,1,18,25,17,0,0,0,0,41,2,12,20,25,41,1,20,15,14,7,2,4.286511627906977,4.3423840740185735,2.5,2.393172105652397,15.620689655172415,5.011662140524669,2.8363636363636364,2.192272931471035
BD,BGD,Bangladesh,-99,2020-12-24,2020-12-21,100,7,555423.4159488092,1,14773.8605703367,38,78,8014103.622416168,27,13,14,73,13,16,71,15,14,71,18,12,70,16,17,67,17,12,71,19,8,73,13,11,76,18,9,73,13,7,80,13,17,70,15,19,66,17,9,74,18,16,66,87,3,6,4,85,1,9,5,87,2,6,5,89,0,4,7,84,2,5,9,88,1,5,6,93,2,2,3,90,1,7,2,92,2,1,5,94,2,3,1,84,3,9,4,82,1,10,7,92,1,3,4,85,2,8,5,20,2,19,59,85,1,7,7,24,1,21,54,79,2,5,14,95,2,3,0,95,1,2,2,0,98,0,0,1,1,33,2,4,61,100,0,0,0,0,0,29,4,37,12,8,10,43,9,31,10,7,43,14,29,6,8,43,10,32,11,4,43,13,31,7,6,43,16,9,4,28,0,97,2,1,0,97,2,1,0,97,2,1,0,97,1,2,0,97,2,1,0,97,2,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,45,4,37,14,45,4,28,23,45,4,14,37,45,2,26,27,45,5,17,33,45,3,20,32,48,1,22,29,78,0,13,3,1,5,51,0,3,5,15,26,51,1,44,4,55,0,10,35,55,1,35,4,3,0,2,0,55,1,18,7,17,2,55,0,14,21,6,4,57,0,7,31,5,60,2,6,29,3,64,3,31,2,73,3,20,4,86,2,11,1,74,3,17,6,84,2,11,3,81,2,15,2,63,1,1,2,5,9,19,63,0,0,4,9,7,17,65,2,8,9,7,9,65,1,6,4,7,17,65,1,8,7,9,10,85,0,12,3,85,4,4,7,85,4,3,8,68,0,17,15,85,1,6,8,94,0,2,0,0,0,0,0,4,77,0,0,5,1,3,0,0,3,1,0,1,1,0,1,2,5,71,0,24,5,0,0,71,0,6,10,7,4,1,1,0,72,1,14,5,8,72,0,6,9,7,5,1,6.009375,7.96461364816374,3.25,3.8078865529319543,14.446428571428571,6.376082748595035,3.56,2.2
