ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
AF,AFG,Afghanistan,-99,2021-01-01,2020-12-30,100,8,578205.632621704,3,352100.67361945513,44,70,6083361.141811878,29,24,15,61,31,18,51,35,12,53,30,17,53,28,21,51,29,21,50,32,18,50,30,16,54,32,8,60,30,16,54,33,15,52,30,15,55,38,7,55,32,14,54,85,8,7,0,82,6,10,2,88,3,5,4,83,3,10,4,79,8,9,4,79,7,9,5,82,7,10,1,84,6,9,1,92,3,5,0,84,6,8,2,85,7,7,1,85,5,7,3,93,1,3,3,86,4,7,3,28,2,18,52,86,1,6,7,32,4,16,48,85,2,7,6,93,0,1,3,3,93,0,3,3,1,97,0,2,1,0,46,2,3,49,100,37,2,25,14,8,14,40,12,20,15,13,40,19,18,13,10,40,25,13,11,11,40,27,15,10,8,40,28,9,7,16,97,3,0,0,97,2,1,0,97,3,0,0,97,3,0,0,97,3,0,0,97,3,0,0,88,2,2,8,88,2,2,8,88,2,2,8,88,2,2,8,88,3,1,8,88,2,4,6,88,2,2,8,97,1,1,1,97,1,1,1,97,0,2,1,97,1,1,1,97,1,1,1,43,6,20,31,43,10,27,20,43,16,14,27,43,14,16,27,43,14,14,29,43,13,17,27,47,1,21,31,79,0,8,6,3,4,51,2,0,10,16,21,51,2,42,5,52,1,7,40,52,1,24,9,4,0,4,6,52,2,24,9,6,7,53,2,17,12,5,11,55,3,7,26,9,58,3,9,20,10,81,2,11,6,73,2,18,7,86,1,7,6,85,2,5,8,87,2,5,6,83,2,11,4,61,1,1,4,5,8,20,61,1,1,4,7,8,18,64,1,14,11,4,6,64,1,2,9,10,14,64,2,9,9,5,11,82,4,13,1,82,6,8,4,82,9,4,5,64,1,20,15,85,0,4,11,96,0,1,1,0,1,1,0,0,77,0,2,1,2,2,1,1,1,3,0,1,1,0,1,2,5,71,0,18,11,0,0,71,0,5,10,7,2,3,2,0,71,2,16,3,8,71,1,13,6,3,1,5,5.666666666666667,5.388258840602717,5.333333333333333,7.229568912920511,11.318181818181818,4.454920913587619,3.0476190476190474,1.9098740920854043
AF,AFG,Afghanistan,Badakhshan,2021-01-01,2020-12-26,100,10,596548.4880458971,6,396028.8269142852,67,66,4598004.728149825,28,25,12,63,25,23,52,24,21,55,28,27,45,21,25,54,22,26,52,26,20,54,28,15,57,25,14,61,25,17,58,25,21,54,22,26,52,31,18,51,30,20,50,88,5,5,2,77,5,13,5,79,7,8,6,73,7,12,8,75,8,8,9,74,8,11,7,80,9,9,2,85,7,5,3,86,5,4,5,83,4,6,7,79,8,8,5,74,9,12,5,82,6,7,5,80,4,11,5,32,2,16,50,87,2,10,1,37,7,14,42,86,3,6,5,94,0,2,4,0,94,0,3,3,0,97,1,2,0,0,53,1,6,40,100,40,5,20,12,4,19,48,8,13,14,17,48,12,12,12,16,48,16,11,8,17,48,16,10,11,15,48,16,11,7,18,94,1,3,2,94,1,2,3,94,1,4,1,94,1,2,3,94,1,4,1,94,0,4,2,95,0,1,4,95,0,1,4,95,0,1,4,95,0,2,3,95,0,2,3,95,0,2,3,95,0,2,3,98,0,1,1,98,0,2,0,98,0,2,0,98,0,2,0,98,0,1,1,54,4,22,20,54,5,26,15,54,8,12,26,54,8,19,19,54,9,10,27,54,9,9,28,55,4,22,19,78,1,12,5,0,4,55,1,4,14,12,14,55,2,40,3,56,3,6,35,56,3,19,6,5,1,9,1,56,3,18,7,6,10,57,6,17,9,6,5,57,2,6,26,9,60,5,5,22,8,78,0,14,8,74,1,18,7,88,0,6,6,81,0,9,10,90,0,5,5,91,0,5,4,61,2,0,1,5,11,20,61,1,1,1,8,8,20,64,1,7,9,9,10,64,0,6,4,6,20,64,0,15,3,7,11,82,4,11,3,82,6,7,5,82,6,6,6,67,0,12,21,79,0,6,15,94,0,2,2,0,1,0,0,1,82,0,2,1,1,1,1,0,0,1,0,0,1,2,0,0,8,70,1,22,6,0,1,70,0,7,10,6,4,2,1,0,71,2,12,6,9,71,3,10,6,6,3,1,5.870967741935484,7.365423434235903,9.5,6.024948132556827,11.444444444444445,5.766837110271995,2.5652173913043477,2.0851441405707476
AF,AFG,Afghanistan,Kabul,2021-01-01,2020-12-27,100,1,46631.698631574596,1,46631.698631574596,194,92,5519447.359767577,60,7,6,87,8,13,79,7,7,86,6,16,78,8,12,80,8,9,83,9,12,79,8,6,86,8,2,90,7,3,90,6,8,86,8,12,80,8,5,87,5,23,72,94,1,3,2,87,1,7,5,93,0,4,3,84,1,9,6,88,0,6,6,91,1,5,3,88,0,5,7,94,1,2,3,98,1,1,0,97,1,0,2,92,2,4,2,88,1,6,5,95,0,3,2,77,0,12,11,8,0,35,57,66,0,23,11,10,1,24,65,78,1,5,16,95,0,1,4,0,95,0,5,0,0,95,0,3,2,0,19,1,10,70,100,13,0,47,18,11,11,18,3,47,12,20,18,8,39,15,20,18,7,57,9,9,18,10,39,14,19,18,13,16,12,41,90,3,4,3,90,5,2,3,90,3,3,4,90,4,3,3,90,5,1,4,90,5,1,4,85,3,0,12,85,2,1,12,85,3,1,11,85,3,1,11,85,3,2,10,85,3,3,9,85,3,3,9,93,1,3,3,93,1,2,4,93,1,0,6,93,1,4,2,93,1,3,3,19,3,58,20,19,4,61,16,19,6,47,28,19,4,52,25,19,5,45,31,19,5,44,32,23,0,54,23,46,0,22,16,7,9,25,1,8,15,27,24,25,2,64,9,27,1,23,49,27,0,19,22,14,7,10,1,27,0,18,11,19,25,29,0,8,27,21,15,31,1,2,59,7,35,1,4,58,2,44,0,39,17,41,1,38,20,55,1,22,22,50,2,21,27,56,1,24,19,57,1,30,12,35,1,0,3,12,18,31,35,0,0,4,13,19,29,36,0,21,17,10,16,36,1,6,13,20,24,36,0,17,15,11,21,70,4,21,5,70,7,15,8,70,6,17,7,38,1,39,22,78,0,13,9,87,0,1,2,1,1,0,1,7,48,0,1,6,5,5,0,3,8,1,0,0,6,2,1,3,11,40,1,57,2,0,0,40,0,18,25,14,3,0,0,0,40,2,47,8,3,40,1,13,20,13,7,6,8.594594594594595,11.593723060967706,6.888888888888889,8.349727463692975,15.672413793103448,3.7434758734690687,4.3559322033898304,2.454852421046421
AF,AFG,Afghanistan,-99,2021-01-02,2020-12-30,100,8,578205.632621704,3,352100.67361945513,44,69,6050526.560197635,29,24,16,60,32,17,51,36,12,52,31,17,52,29,20,51,30,21,49,33,18,49,31,16,53,33,8,59,31,16,53,34,15,51,30,16,54,39,7,54,33,14,53,84,8,8,0,83,6,10,1,88,3,5,4,83,3,10,4,80,8,9,3,79,7,9,5,82,7,10,1,84,6,9,1,92,3,5,0,84,6,8,2,85,7,7,1,84,5,8,3,93,1,3,3,86,4,7,3,29,2,18,51,86,1,6,7,33,4,16,47,85,2,7,6,93,0,1,3,3,93,0,3,3,1,97,0,2,1,0,47,2,3,48,100,38,2,24,14,8,14,40,12,20,15,13,40,19,18,13,10,40,25,13,11,11,40,27,15,10,8,40,28,9,7,16,97,3,0,0,97,2,1,0,97,3,0,0,97,3,0,0,97,3,0,0,97,3,0,0,88,2,2,8,88,2,2,8,88,2,2,8,88,2,2,8,88,3,1,8,88,2,4,6,88,2,2,8,97,1,1,1,97,1,1,1,97,0,2,1,97,1,1,1,97,1,1,1,43,6,20,31,43,10,27,20,43,16,14,27,43,14,16,27,43,14,14,29,43,13,17,27,47,1,21,31,79,0,8,6,3,4,51,2,0,10,16,21,51,2,42,5,52,1,7,40,52,1,24,9,4,0,4,6,52,2,24,9,6,7,53,2,17,12,5,11,55,3,7,26,9,58,3,9,20,10,81,2,11,6,73,2,18,7,86,1,7,6,85,2,5,8,87,2,5,6,83,2,11,4,61,1,1,4,5,8,20,61,1,1,4,7,8,18,64,1,14,11,4,6,64,1,2,9,10,14,64,2,9,9,5,11,82,4,13,1,82,6,8,4,82,9,4,5,64,1,20,15,85,0,4,11,96,0,1,1,0,1,1,0,0,77,0,2,1,2,2,1,1,1,3,0,1,1,0,1,2,5,71,0,18,11,0,0,71,0,5,10,7,2,3,2,0,71,2,16,3,8,71,1,13,6,3,1,5,5.666666666666667,5.388258840602717,5.333333333333333,7.229568912920511,11.318181818181818,4.454920913587619,3.0476190476190474,1.9098740920854043
AF,AFG,Afghanistan,Badakhshan,2021-01-02,2020-12-26,100,10,596548.4880458971,6,396028.8269142852,67,65,4514704.869326324,27,26,12,62,25,23,52,25,21,54,28,27,45,21,26,53,23,26,51,27,20,53,29,14,57,26,14,60,25,18,57,26,20,54,23,25,52,32,17,51,31,19,50,88,5,5,2,77,6,12,5,79,7,8,6,73,8,11,8,74,9,8,9,74,8,11,7,80,9,9,2,86,7,4,3,86,5,4,5,82,5,6,7,80,8,7,5,75,9,11,5,83,6,6,5,81,4,10,5,33,2,16,49,87,2,10,1,38,7,13,42,87,3,6,4,94,0,2,4,0,94,0,3,3,0,97,1,2,0,0,54,1,6,39,100,41,5,20,12,4,18,49,8,13,14,16,49,11,12,12,16,49,15,11,8,17,49,15,10,11,15,49,15,11,7,18,94,1,3,2,94,1,2,3,94,1,4,1,94,1,2,3,94,1,4,1,94,0,4,2,95,0,1,4,95,0,1,4,95,0,1,4,95,0,2,3,95,0,2,3,95,0,2,3,95,0,2,3,98,0,1,1,98,0,2,0,98,0,2,0,98,0,2,0,98,0,1,1,55,4,22,19,55,5,26,14,55,7,12,26,55,7,19,19,55,8,10,27,55,8,9,28,56,4,21,19,79,0,12,5,0,4,56,1,4,14,11,14,56,2,39,3,57,3,6,34,57,3,18,6,5,1,9,1,57,3,18,7,6,9,58,6,16,9,6,5,58,2,6,25,9,61,5,5,21,8,78,0,14,8,74,1,18,7,88,0,6,6,81,0,9,10,90,0,5,5,91,0,5,4,62,2,0,1,5,10,20,62,1,1,1,7,8,20,65,1,7,9,8,10,65,0,6,4,5,20,65,0,15,3,6,11,82,4,11,3,82,6,7,5,82,6,6,6,68,0,11,21,79,0,6,15,94,0,2,2,0,1,0,0,1,83,0,2,1,1,0,1,0,0,1,0,0,1,2,0,0,8,71,1,22,5,0,1,71,0,7,10,6,3,2,1,0,72,1,12,6,9,72,2,10,6,6,3,1,5.066666666666666,5.9476644696618655,9.5,6.024948132556827,11.192307692307692,5.727262737254025,2.5652173913043477,2.0851441405707476
AF,AFG,Afghanistan,Kabul,2021-01-02,2020-12-27,100,1,46631.698631574596,1,46631.698631574596,197,92,5547514.246665163,58,7,6,87,8,14,78,7,7,86,6,16,78,8,12,80,8,9,83,9,11,80,8,6,86,8,2,90,7,3,90,6,8,86,8,12,80,8,5,87,5,22,73,94,1,3,2,86,1,8,5,93,0,4,3,84,1,9,6,88,0,6,6,91,1,5,3,89,0,5,6,94,1,2,3,98,1,1,0,97,1,0,2,92,2,4,2,88,1,6,5,95,0,3,2,78,0,11,11,8,0,36,56,65,0,24,11,10,1,24,65,78,1,5,16,95,0,1,4,0,95,0,5,0,0,95,0,3,2,0,19,1,10,70,100,13,0,45,20,11,11,18,3,46,12,21,18,8,38,15,21,18,7,56,9,10,18,10,38,15,19,18,13,15,12,42,90,3,4,3,90,5,2,3,90,3,3,4,90,4,3,3,90,5,1,4,90,5,1,4,85,3,0,12,85,2,1,12,85,3,1,11,85,3,1,11,85,3,2,10,85,3,3,9,85,3,3,9,93,1,3,3,93,1,2,4,93,1,0,6,93,1,4,2,93,1,3,3,20,3,58,19,20,4,61,15,20,6,48,26,20,4,52,24,20,5,45,30,20,5,45,30,25,0,52,23,48,0,21,15,7,9,27,1,7,15,26,24,27,2,62,9,29,1,23,47,29,0,18,22,14,7,9,1,29,0,18,10,19,24,31,0,8,27,20,14,33,1,2,57,7,37,1,4,56,2,45,0,39,16,42,1,37,20,55,1,22,22,51,2,21,26,57,1,24,18,57,1,30,12,37,1,0,3,12,17,30,37,0,0,4,12,19,28,38,0,21,17,8,16,38,1,6,13,19,23,38,0,16,15,11,20,71,4,21,4,71,7,15,7,71,6,17,6,40,1,38,21,79,0,12,9,88,0,1,2,1,1,0,1,6,50,0,1,6,4,4,0,3,8,1,0,0,6,2,1,3,11,42,1,55,2,0,0,42,0,18,24,13,3,0,0,0,42,2,46,7,3,42,1,11,20,13,7,6,8.594594594594595,11.593723060967706,6.75,8.22653790642977,15.767857142857142,3.653098666903191,4.315789473684211,2.4868072957742
AF,AFG,Afghanistan,-99,2021-01-03,2020-12-31,100,11,695386.344398359,4,387251.8717423973,41,67,5872933.657013168,26,25,17,58,30,19,51,32,15,53,29,23,48,26,24,50,27,23,50,29,22,49,28,20,52,29,15,56,27,18,55,33,14,53,27,22,51,35,11,54,33,12,55,83,10,7,0,81,8,10,1,85,7,4,4,77,5,10,8,76,12,9,3,77,11,7,5,78,12,10,0,80,10,9,1,85,6,8,1,82,9,8,1,86,7,6,1,78,10,9,3,89,4,4,3,88,6,6,0,32,1,16,51,88,2,7,3,37,3,20,40,81,2,10,7,90,1,3,3,3,90,1,5,3,1,95,0,2,2,1,53,2,3,42,100,41,0,20,10,11,18,44,9,22,12,13,44,19,13,15,9,44,20,12,13,11,44,26,10,8,12,44,28,4,7,17,97,3,0,0,97,3,0,0,97,3,0,0,97,1,2,0,97,3,0,0,97,3,0,0,88,2,2,8,88,2,2,8,88,2,2,8,88,2,2,8,88,3,1,8,88,2,4,6,88,2,2,8,97,1,1,1,97,1,1,1,97,0,2,1,97,1,1,1,97,1,1,1,48,4,21,27,48,6,28,18,48,10,18,24,48,8,15,29,48,8,16,28,48,7,18,27,51,0,23,26,77,0,12,5,2,4,53,2,1,12,14,18,53,4,38,5,54,0,13,33,54,1,25,7,3,1,5,4,54,2,21,10,6,7,55,0,14,14,6,11,58,3,9,22,8,61,4,10,15,10,80,3,10,7,72,3,18,7,82,2,8,8,86,2,5,7,85,2,7,6,82,3,11,4,64,2,2,4,4,6,18,64,2,1,1,6,8,18,69,2,9,8,4,8,69,1,5,7,5,13,69,2,9,7,4,9,84,3,12,1,84,5,8,3,84,5,6,5,69,1,16,14,86,0,3,11,97,0,1,0,0,1,1,0,0,81,0,2,2,2,2,0,1,0,2,0,2,0,0,0,3,3,73,1,14,12,0,0,73,0,4,7,7,5,3,1,0,73,1,14,4,8,73,1,9,7,3,2,5,4.3,3.6720853103265165,4.571428571428571,6.8521807442872475,11.619047619047619,5.014740177478695,3.1428571428571432,2.007130147392398
AF,AFG,Afghanistan,Badakhshan,2021-01-03,2020-12-27,100,15,654483.5466093051,9,414396.1246102996,48,63,4035403.043227935,28,21,17,62,19,26,55,16,25,59,22,32,46,18,22,60,18,29,53,21,23,56,20,18,62,20,19,61,21,19,60,21,23,56,18,29,53,25,19,56,26,21,53,83,8,7,2,74,11,11,4,75,10,8,7,68,11,13,8,78,10,6,6,71,11,12,6,77,12,8,3,82,8,8,2,81,8,6,5,81,6,7,6,77,8,10,5,71,13,12,4,81,8,8,3,79,6,10,5,35,2,15,48,89,1,7,3,40,7,11,42,89,2,5,4,95,0,2,3,0,95,0,2,3,0,98,1,1,0,0,54,1,3,42,100,42,6,20,11,3,18,47,8,18,12,15,47,13,16,10,14,47,16,15,10,12,47,17,13,10,13,47,16,14,8,15,97,0,2,1,97,0,2,1,97,0,2,1,97,0,1,2,97,0,2,1,97,0,2,1,95,0,1,4,95,0,1,4,95,0,1,4,95,0,2,3,95,0,2,3,95,0,2,3,95,0,2,3,98,0,1,1,98,0,2,0,98,0,2,0,98,0,2,0,98,0,1,1,53,5,24,18,53,5,27,15,53,8,17,22,53,9,24,14,53,9,11,27,53,10,9,28,54,4,25,17,75,1,16,5,0,3,55,2,3,14,14,12,55,2,40,3,56,4,7,33,56,3,17,7,6,2,8,1,56,4,13,8,10,9,58,5,13,13,6,5,58,2,5,28,7,59,5,4,24,8,76,0,17,7,73,2,20,5,83,1,9,7,76,1,13,10,89,1,5,5,91,0,7,2,61,2,1,2,4,8,22,61,1,2,2,5,10,19,64,1,8,9,8,10,64,0,4,10,6,16,64,0,10,7,6,13,83,4,12,1,83,6,7,4,83,7,6,4,65,0,19,16,84,0,4,12,96,0,2,0,0,1,0,0,1,77,0,3,2,1,0,3,0,0,0,0,0,1,3,0,0,10,68,1,23,6,0,2,68,0,9,10,5,4,3,1,0,71,1,11,8,9,71,2,12,5,5,3,2,6.214285714285714,10.339987616788711,7.6,2.9664793948382653,11.555555555555555,5.220767209559363,2.8333333333333335,2.239306310807699
AF,AFG,Afghanistan,Kabul,2021-01-03,2020-12-30,100,7,291217.52906133386,3,163019.3610566135,171,92,5213768.881728373,61,7,11,82,8,28,64,8,5,87,6,24,70,9,27,64,9,13,78,9,21,70,9,8,83,8,3,89,7,8,85,6,13,81,9,22,69,6,13,81,5,29,66,89,1,6,4,72,1,16,11,95,0,3,2,76,1,14,9,73,1,14,12,87,0,10,3,79,0,10,11,92,2,4,2,97,0,2,1,92,1,4,3,87,2,7,4,78,0,13,9,87,0,10,3,71,1,16,12,8,0,35,57,67,0,20,13,10,2,15,73,86,0,3,11,97,0,0,3,0,97,0,3,0,0,97,0,2,1,0,16,0,10,74,100,12,0,51,18,10,9,14,4,50,15,17,14,11,41,16,18,14,9,53,14,10,14,13,39,18,16,14,15,16,11,44,90,5,2,3,90,6,2,2,90,4,3,3,90,5,4,1,90,5,2,3,90,5,2,3,85,3,0,12,85,2,1,12,85,3,1,11,85,3,1,11,85,3,2,10,85,3,3,9,85,3,3,9,93,1,3,3,93,1,2,4,93,1,0,6,93,1,4,2,93,1,3,3,18,4,59,19,18,4,61,17,18,4,50,28,18,4,52,26,18,4,49,29,18,4,48,30,24,1,54,21,46,0,21,15,6,12,25,2,7,18,27,21,25,2,63,10,27,2,19,52,27,1,17,20,18,6,10,1,27,1,15,12,21,24,28,1,9,25,23,14,31,2,4,55,8,33,2,6,57,2,44,2,35,19,42,3,38,17,53,3,23,21,51,5,20,24,53,3,26,18,53,3,35,9,33,2,0,3,18,19,25,33,1,1,7,14,21,23,34,2,17,18,14,15,34,2,6,16,23,19,34,2,19,18,14,13,65,2,30,3,65,10,17,8,65,9,18,8,36,2,37,25,75,0,16,9,84,0,4,2,1,0,0,1,8,47,0,4,6,4,4,0,3,4,1,0,2,4,4,2,3,12,38,2,58,1,0,1,38,1,15,31,14,1,0,0,0,39,4,46,8,3,39,1,17,16,16,6,5,7.196428571428572,7.6239327547762805,6.037037037037037,5.925703343398158,14.689655172413794,4.449351999150124,3.810344827586207,1.8774459746633974
AF,AFG,Afghanistan,-99,2021-01-04,2020-12-31,100,11,695386.344398359,4,387251.8717423973,41,66,5902019.082706298,25,25,18,57,31,19,50,33,14,53,30,23,47,26,24,50,28,22,50,30,21,49,29,20,51,30,15,55,28,18,54,34,14,52,28,22,50,36,11,53,34,11,55,82,11,7,0,81,8,10,1,86,6,4,4,77,5,10,8,76,12,9,3,78,10,7,5,79,11,10,0,80,10,9,1,85,6,8,1,82,9,8,1,86,7,6,1,78,10,9,3,89,4,4,3,89,5,6,0,33,1,16,50,88,2,7,3,38,3,20,39,81,2,10,7,90,1,3,3,3,90,1,5,3,1,95,0,2,2,1,54,2,3,41,100,42,0,20,10,10,18,45,9,22,12,12,45,18,13,15,9,45,19,12,13,11,45,25,10,8,12,45,27,4,7,17,97,3,0,0,97,3,0,0,97,3,0,0,97,1,2,0,97,3,0,0,97,3,0,0,88,2,2,8,88,2,2,8,88,2,2,8,88,2,2,8,88,3,1,8,88,2,4,6,88,2,2,8,97,1,1,1,97,1,1,1,97,0,2,1,97,1,1,1,97,1,1,1,49,4,21,26,49,6,27,18,49,10,18,23,49,8,15,28,49,8,16,27,49,7,18,26,52,0,22,26,78,0,12,4,2,4,54,2,1,12,14,17,54,4,37,5,55,0,13,32,55,1,24,7,3,1,5,4,55,2,21,9,6,7,56,0,14,14,6,10,59,3,8,22,8,62,4,10,14,10,80,3,10,7,73,3,17,7,82,2,8,8,86,2,5,7,85,2,7,6,82,3,11,4,65,2,2,4,4,6,17,65,2,1,1,6,8,17,70,2,9,7,4,8,70,1,5,7,5,12,70,2,9,7,4,8,84,3,12,1,84,5,8,3,84,5,6,5,70,1,16,13,87,0,3,10,97,0,1,0,0,1,1,0,0,81,0,2,2,2,2,0,1,0,2,0,2,0,0,0,3,3,74,1,14,11,0,0,74,0,4,7,7,4,3,1,0,74,1,13,4,8,74,1,9,7,3,2,4,4.368421052631579,3.7595881322262694,4.571428571428571,6.8521807442872475,11.4,5.0408854694179945,3.25,1.996707816698066
