ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V2..77,V2.1,V2.2,V2.3,V2a..99,V2a..77,V2a.1,V2a.2,V2a.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V4_6..99,V4_6..77,V4_6.1,V4_6.2,V4_6.3,V5a_1..99,V5a_1.0,V5a_1.1,V5a_2..99,V5a_2.0,V5a_2.1,V5a_3..99,V5a_3.0,V5a_3.1,V5a_4..99,V5a_4.0,V5a_4.1,V5a_5..99,V5a_5.0,V5a_5.1,V5a_6..99,V5a_6.0,V5a_6.1,V5a_7..99,V5a_7.0,V5a_7.1,V5a_8..99,V5a_8.0,V5a_8.1,V5a_9..99,V5a_9.0,V5a_9.1,V5a_10..99,V5b_1..99,V5b_1.0,V5b_1.1,V5b_2..99,V5b_2.0,V5b_2.1,V5b_3..99,V5b_3.0,V5b_3.1,V5b_4..99,V5b_4.0,V5b_4.1,V5b_5..99,V5b_5.0,V5b_5.1,V5b_6..99,V5b_6.0,V5b_6.1,V5b_7..99,V5b_7.0,V5b_7.1,V5b_8..99,V5b_8.0,V5b_8.1,V5b_9..99,V5b_9.0,V5b_9.1,V5b_10..99,V5c_1..99,V5c_1..77,V5c_1.0,V5c_1.1,V5c_2..99,V5c_2..77,V5c_2.0,V5c_2.1,V5c_3..99,V5c_3..77,V5c_3.0,V5c_3.1,V5c_4..99,V5c_4..77,V5c_4.0,V5c_4.1,V5c_5..99,V5c_5..77,V5c_5.0,V5c_5.1,V5c_6..99,V5c_6..77,V5c_6.0,V5c_6.1,V5c_7..99,V5c_7..77,V5c_7.0,V5c_7.1,V5c_8..99,V5c_8..77,V5c_8.0,V5c_8.1,V5c_9..99,V5c_9..77,V5c_9.0,V5c_9.1,V5c_10..99,V5d_1..99,V5d_1..77,V5d_1.0,V5d_1.1,V5d_2..99,V5d_2..77,V5d_2.0,V5d_2.1,V5d_3..99,V5d_3..77,V5d_3.0,V5d_3.1,V5d_4..99,V5d_4..77,V5d_4.0,V5d_4.1,V5d_5..99,V5d_5..77,V5d_5.0,V5d_5.1,V5d_6..99,V5d_6..77,V5d_6.0,V5d_6.1,V5d_7..99,V5d_7..77,V5d_7.0,V5d_7.1,V5d_8..99,V5d_8..77,V5d_8.0,V5d_8.1,V5d_9..99,V5d_9..77,V5d_9.0,V5d_9.1,V5d_10..99,V6_1..99,V6_1.0,V6_1.1,V6_2..99,V6_2.0,V6_2.1,V6_3..99,V6_3.0,V6_3.1,V6_4..99,V6_4.0,V6_4.1,V6_5..99,V6_5.0,V6_5.1,V6_6..99,V6_6.0,V6_6.1,V6_7..99,V6_7.0,V6_7.1,V9..99,V9..77,V9.1,V9.2,V9.3,V9.4,V10_1..99,V10_1..77,V10_1.0,V10_1.1,V10_2..99,V10_2..77,V10_2.0,V10_2.1,V10_3..99,V10_3..77,V10_3.0,V10_3.1,V10_4..99,V10_4..77,V10_4.0,V10_4.1,V10_5..99,V10_5..77,V10_5.0,V10_5.1,V10_6..99,V10_6..77,V10_6.0,V10_6.1,V10_7..99,V10_7..77,V10_7.0,V10_7.1,V10_8..99,V10_8..77,V10_8.0,V10_8.1,V10_9..99,V10_9..77,V10_9.0,V10_9.1,V10_10..99,V10_10..77,V10_10.0,V10_10.1,V11..99,V11..77,V11.1,V11.2,V12..99,V12..77,V12.1,V12.2,V13..99,V15..99,V16..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9a..99,C9a..77,C9a.1,C9a.2,C9a.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
AE,ARE,United Arab Emirates,Dubai,2021-02-06,2021-02-06,139,0,0,0,0,78,135,2055394.7478861331,92,0,1,138,0,14,125,0,3,136,0,10,129,0,16,123,0,17,122,0,10,129,0,3,136,0,4,135,0,3,136,0,4,135,0,18,121,0,3,136,0,15,124,138,0,1,0,125,0,6,8,136,0,1,2,129,0,3,7,123,0,2,14,122,0,8,9,129,0,4,6,136,0,2,1,135,0,3,1,136,0,2,1,135,0,0,4,121,0,7,11,136,0,1,2,124,0,4,11,4,0,32,103,112,0,8,19,11,1,89,38,50,0,40,49,99,0,9,29,2,99,0,28,10,2,112,0,9,18,0,52,1,6,80,12,1,62,63,1,77,0,36,26,0,103,0,1,34,1,75,0,30,17,11,6,80,4,26,21,8,139,80,2,33,16,8,80,1,27,23,8,80,3,7,18,31,80,1,35,21,2,133,4,2,133,4,2,133,6,0,133,5,1,133,4,2,133,6,0,133,6,0,133,6,0,133,4,2,0,128,4,7,128,8,3,128,9,2,128,11,0,128,3,8,128,9,2,128,11,0,128,11,0,128,9,2,0,124,0,7,8,124,0,13,2,124,0,15,0,124,0,14,1,124,0,5,10,124,0,13,2,124,0,14,1,124,0,15,0,124,0,13,2,0,138,0,1,0,138,0,1,0,138,0,1,0,138,0,1,0,138,0,1,0,138,0,0,1,138,0,1,0,138,0,1,0,138,0,1,0,0,138,1,0,138,1,0,138,0,1,138,0,1,138,1,0,138,1,0,138,0,1,19,0,28,28,31,33,20,1,104,14,20,1,116,2,20,1,114,4,20,1,106,12,20,1,99,19,20,1,118,0,20,1,113,5,20,1,116,2,20,1,108,10,20,1,42,76,107,0,0,32,46,0,20,73,0,0,0,133,2,0,4,133,2,0,4,133,2,1,3,133,1,2,3,133,2,0,4,133,2,1,3,139,0,0,0,139,0,0,0,139,0,0,0,139,0,0,0,139,0,0,0,139,0,0,0,139,0,0,0,139,0,0,0,139,0,0,0,139,0,0,0,139,0,0,0,139,0,0,0,22,7,61,49,22,7,82,28,22,11,60,46,22,9,45,63,22,11,13,93,22,9,24,84,24,0,38,77,101,0,27,3,3,5,25,0,0,4,42,68,25,0,114,0,26,0,34,79,26,0,102,11,0,0,0,0,26,0,38,26,22,27,26,1,38,45,21,8,139,26,0,18,89,6,27,1,12,92,7,78,4,57,0,57,3,77,2,79,3,56,1,94,3,34,8,126,1,11,1,115,1,22,1,31,1,0,5,18,21,63,31,1,2,9,18,23,55,35,2,37,35,18,12,35,1,6,14,22,61,35,1,14,33,23,33,93,4,35,7,93,7,17,22,93,5,20,21,38,0,62,39,100,0,16,23,125,0,6,0,3,0,1,1,3,65,0,0,10,3,5,2,7,6,1,1,1,12,0,6,4,16,44,1,62,32,0,0,44,0,4,21,39,20,8,2,1,46,1,77,8,7,46,0,31,31,13,8,10,3.6444444444444444,3.392207350247138,2.8,1.9578900207451218,14.813186813186814,4.869205018189058,3.0549450549450547,1.7723972301354858
AE,ARE,United Arab Emirates,Abu Dhabi,2021-02-07,2021-02-06,100,2,58780.09648801741,0,0,19,97,1816780.9842841674,71,1,5,94,1,4,95,0,3,97,1,14,85,1,7,92,0,11,89,2,4,94,1,2,97,1,3,96,1,1,98,1,2,97,1,14,85,1,5,94,1,8,91,95,0,2,3,96,0,4,0,97,0,1,2,86,2,5,7,93,0,4,3,89,1,7,3,96,0,3,1,98,0,1,1,97,0,3,0,99,0,1,0,98,1,1,0,86,1,5,8,95,0,3,2,92,0,3,5,3,0,8,89,92,0,2,6,3,2,86,9,15,0,64,21,36,0,3,61,0,36,0,26,37,1,74,0,8,18,0,70,0,8,22,5,0,77,18,0,23,0,18,59,0,82,0,0,18,0,82,0,8,6,4,0,82,0,8,7,3,100,82,0,8,7,3,82,0,10,6,2,82,0,3,5,10,82,0,10,6,2,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,0,96,1,3,96,2,2,96,3,1,96,4,0,96,2,2,96,3,1,96,3,1,96,4,0,96,4,0,0,94,0,4,2,94,0,5,1,94,0,5,1,94,0,6,0,94,0,2,4,94,0,5,1,94,0,6,0,94,0,6,0,94,0,4,2,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,98,2,0,98,0,2,98,2,0,98,1,1,98,2,0,98,1,1,98,2,0,5,0,14,15,24,42,6,0,89,5,6,0,90,4,6,0,93,1,6,0,87,7,6,0,79,15,6,0,93,1,6,0,92,2,6,0,93,1,6,0,87,7,6,0,26,68,81,0,1,18,28,0,18,54,0,0,0,93,1,2,4,93,1,2,4,93,1,1,5,93,2,1,4,93,1,3,3,93,0,2,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,8,5,54,33,8,2,69,21,8,3,57,32,8,4,39,49,8,8,9,75,8,5,15,72,12,0,35,53,65,0,24,5,3,3,13,2,1,3,21,60,13,0,87,0,16,0,25,59,16,0,76,8,0,0,0,0,16,1,37,19,13,14,17,0,31,36,13,3,100,18,0,18,60,4,21,1,19,47,12,46,1,50,3,32,3,64,1,44,2,50,4,62,3,30,5,91,0,8,1,85,0,15,0,21,0,1,2,15,8,53,21,0,2,4,11,13,49,23,0,19,26,20,12,23,0,4,10,15,48,23,0,11,17,29,20,73,3,21,3,73,6,7,14,73,3,14,10,25,0,56,19,81,0,3,16,97,0,0,0,0,0,1,0,2,41,0,2,4,11,5,1,2,6,0,0,2,5,1,1,1,18,27,1,54,18,0,0,27,1,4,23,25,16,3,1,0,28,0,56,9,7,28,0,31,17,12,4,8,4.625,3.4365364262139946,2.375,1.3024701806293193,14.042857142857143,5.159585744200772,3.217391304347826,1.7309430039329574
AE,ARE,United Arab Emirates,Dubai,2021-02-07,2021-02-07,159,2,21978.6469199631,0,0,79,150,2071701.9670077527,101,1,4,154,1,13,145,1,6,152,1,23,135,1,16,142,1,19,139,2,11,146,1,6,152,1,6,152,1,6,152,1,6,152,1,23,135,1,3,155,1,26,132,155,1,0,3,146,0,7,6,153,1,2,3,136,0,9,14,143,0,6,10,140,0,7,12,148,1,4,6,153,1,3,2,153,1,1,4,153,0,5,1,153,1,3,2,136,0,6,17,156,0,0,3,133,1,9,16,9,0,38,112,123,0,13,23,11,1,102,45,58,0,46,55,113,0,7,38,1,113,0,33,13,0,126,0,8,24,1,59,2,12,86,15,2,75,67,0,84,1,45,28,1,113,0,6,39,1,90,0,31,17,13,8,97,6,27,20,9,159,97,4,32,17,9,97,4,36,16,6,97,4,6,19,33,97,1,37,15,9,151,7,1,151,7,1,151,7,1,151,7,1,151,3,5,151,7,1,151,8,0,151,8,0,151,5,3,0,146,8,5,146,8,5,146,10,3,146,12,1,146,9,4,146,9,4,146,13,0,146,13,0,146,10,3,0,145,0,4,10,145,0,10,4,145,0,14,0,145,0,12,2,145,0,3,11,145,0,7,7,145,0,12,2,145,0,14,0,145,0,13,1,0,158,0,1,0,158,0,1,0,158,0,1,0,158,0,1,0,158,0,0,1,158,0,1,0,158,0,1,0,158,0,1,0,158,0,1,0,0,155,4,0,155,0,4,155,2,2,155,1,3,155,3,1,155,3,1,155,4,0,24,1,33,20,44,37,24,5,117,13,24,5,130,0,24,5,128,2,24,5,125,5,24,5,112,18,24,5,129,1,24,5,127,3,24,5,128,2,24,5,112,18,24,5,44,86,115,0,2,42,58,0,23,78,0,0,0,149,2,2,6,149,3,1,6,149,3,4,3,149,2,3,5,149,3,1,6,149,2,3,5,159,0,0,0,159,0,0,0,159,0,0,0,159,0,0,0,159,0,0,0,159,0,0,0,159,0,0,0,159,0,0,0,159,0,0,0,159,0,0,0,159,0,0,0,159,0,0,0,28,3,65,63,28,6,87,38,28,5,71,55,28,4,68,59,28,5,19,107,28,6,27,98,29,0,54,76,105,0,36,9,4,5,31,0,0,4,52,72,31,0,127,1,36,1,41,81,36,2,103,12,0,0,0,6,36,2,46,21,29,25,37,1,36,55,26,4,159,39,0,12,105,3,40,1,7,107,4,94,1,62,2,72,2,85,0,88,2,68,1,91,2,56,10,140,2,16,1,132,2,24,1,44,0,2,2,16,23,72,44,0,2,6,19,26,62,46,1,36,45,16,15,46,1,8,9,27,68,46,0,24,24,28,37,113,3,39,4,113,8,20,18,113,8,18,20,49,0,59,51,108,0,23,28,136,1,7,1,6,0,0,0,8,77,0,0,11,5,5,2,3,5,2,0,4,9,2,6,8,20,54,1,60,43,1,0,54,0,4,37,30,19,10,3,2,58,8,84,6,3,58,5,35,28,17,8,8,3.5416666666666665,2.5428944250081615,2.28125,1.5077086866735787,13.4716,5.446363761467115,2.817204301075269,1.4886982682512744
AE,ARE,United Arab Emirates,Abu Dhabi,2021-02-08,2021-02-07,100,0,0,0,0,31,99,2004740.2547055753,64,1,1,98,1,11,88,1,2,97,1,13,86,1,12,87,0,10,90,2,6,92,1,1,98,1,2,97,2,1,97,1,3,96,2,12,86,1,5,94,1,13,86,99,0,0,1,89,1,4,6,98,0,0,2,87,1,4,8,88,0,2,10,90,1,2,7,94,0,1,5,99,0,1,0,98,0,1,1,99,0,0,1,97,0,0,3,88,0,5,7,95,0,3,2,87,0,6,7,1,0,14,85,86,0,5,9,3,2,84,11,16,1,52,31,48,0,3,49,0,48,0,21,31,0,79,0,6,15,0,59,0,10,31,5,1,75,19,0,25,0,23,52,0,77,1,0,22,0,80,0,10,5,4,1,80,0,8,8,4,100,80,0,9,6,5,80,0,9,8,3,80,1,5,4,10,80,0,14,4,2,99,1,0,99,1,0,99,0,1,99,0,1,99,1,0,99,1,0,99,1,0,99,1,0,99,1,0,0,96,1,3,96,1,3,96,4,0,96,4,0,96,0,4,96,4,0,96,4,0,96,4,0,96,4,0,0,95,0,4,1,95,0,5,0,95,0,5,0,95,0,5,0,95,0,2,3,95,0,5,0,95,0,5,0,95,0,5,0,95,0,4,1,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,99,1,0,99,1,0,99,0,1,99,1,0,99,0,1,99,1,0,99,1,0,5,0,18,15,27,35,10,0,87,3,10,0,90,0,10,0,90,0,10,0,85,5,10,0,82,8,10,0,87,3,10,0,89,1,10,0,87,3,10,0,81,9,10,0,26,64,70,0,1,29,34,0,14,52,0,0,0,91,3,2,4,91,3,1,5,91,3,2,4,91,3,2,4,91,2,5,2,91,3,3,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,13,4,45,38,13,4,52,31,13,5,38,44,13,4,28,55,13,4,6,77,13,4,16,67,18,0,23,59,77,0,14,7,1,1,18,0,0,5,22,55,18,0,82,0,21,0,26,53,21,0,63,13,0,0,0,3,21,2,31,21,15,10,21,0,24,38,14,3,100,22,0,13,63,2,24,1,14,51,10,56,2,42,0,49,1,48,2,62,1,35,2,72,1,24,3,95,1,4,0,84,1,15,0,26,0,4,2,5,10,53,26,0,4,4,5,15,46,30,0,29,16,14,11,30,0,6,2,14,48,30,0,11,16,19,24,73,2,20,5,73,10,11,6,73,10,11,6,30,0,40,30,70,0,9,21,91,0,2,0,2,0,0,1,4,51,0,0,1,4,8,1,2,10,0,0,1,1,1,4,1,15,32,4,37,27,0,0,32,1,4,30,20,5,5,3,0,34,0,52,7,7,34,0,22,21,12,5,6,3.5312499999999996,3.6098822695484123,2.3076923076923075,1.3155870289605438,14.238095238095239,4.588605402425721,2.71875,1.6663690210411721
AE,ARE,United Arab Emirates,Dubai,2021-02-08,2021-02-08,157,0,0,0,0,71,153,2128108.658543162,109,0,1,156,0,10,147,1,4,152,0,20,137,0,10,147,0,20,137,0,7,150,0,5,152,1,1,155,0,5,152,0,11,146,0,27,130,1,6,150,0,19,138,156,0,1,0,147,2,3,5,153,1,2,1,137,1,5,14,147,1,4,5,137,2,10,8,150,2,4,1,152,1,2,2,156,0,1,0,152,2,2,1,146,1,6,4,130,3,10,14,151,1,2,3,138,0,13,6,4,0,28,125,130,2,9,16,5,4,102,46,57,1,37,62,120,0,5,30,2,120,0,22,15,0,135,0,9,11,2,51,2,10,94,10,3,60,84,0,98,1,31,27,0,125,0,3,29,0,71,1,41,23,16,5,77,3,43,29,5,157,77,2,36,27,15,77,2,36,37,5,77,2,18,19,41,77,1,53,22,4,152,2,3,152,5,0,152,3,2,152,5,0,152,3,2,152,5,0,152,5,0,152,5,0,152,2,3,0,142,8,7,142,11,4,142,14,1,142,13,2,142,5,10,142,11,4,142,15,0,142,15,0,142,13,2,0,134,0,7,16,134,0,11,12,134,0,22,1,134,0,23,0,134,0,5,18,134,0,18,5,134,0,22,1,134,0,23,0,134,0,21,2,0,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,0,154,3,0,154,1,2,154,0,3,154,1,2,154,1,2,154,1,2,154,3,0,20,0,36,26,43,32,24,8,114,11,24,8,123,2,24,8,121,4,24,8,110,15,24,8,104,21,24,8,123,2,24,8,123,2,24,8,119,6,24,8,106,19,24,8,53,72,117,0,1,39,48,0,27,82,0,0,0,147,3,2,5,147,2,3,5,147,3,1,6,147,3,2,5,147,4,1,5,147,4,2,4,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,25,4,55,73,25,6,84,42,25,6,53,73,25,5,50,77,25,9,6,117,25,9,24,99,25,0,47,85,110,0,34,9,2,2,29,0,1,8,43,76,29,0,127,1,32,1,36,88,32,0,109,12,0,1,0,3,32,1,45,23,35,21,32,0,40,61,17,7,157,33,0,17,106,1,35,0,9,106,7,102,0,52,3,73,0,81,3,104,0,51,2,107,0,38,12,151,0,5,1,133,0,21,3,37,0,2,3,20,24,71,37,1,3,9,18,21,68,42,1,42,43,23,6,42,0,11,9,35,60,42,0,20,25,36,34,112,2,40,3,112,6,20,19,112,6,19,20,45,1,65,46,111,0,21,25,139,0,5,2,2,0,2,2,5,74,0,1,6,5,7,4,5,10,2,0,3,10,0,4,6,20,48,2,69,37,0,1,48,0,6,37,37,17,7,5,0,48,5,93,6,5,48,3,36,31,16,13,10,2.784313725490196,3.0153853849231016,2.7916666666666665,1.6412923504696368,14.343137254901961,4.799948634294502,2.8737864077669903,1.594596338683509
AE,ARE,United Arab Emirates,Abu Dhabi,2021-02-09,2021-02-08,100,1,5500.24874324973,1,5500.24874324973,34,99,2290268.1893240036,64,2,1,97,2,5,93,3,1,96,2,10,88,2,7,91,2,7,91,3,0,97,2,3,95,1,1,98,3,1,96,2,3,95,1,9,90,3,1,96,2,8,90,99,0,1,0,95,1,4,0,99,0,1,0,90,2,6,2,93,0,2,5,93,1,2,4,100,0,0,0,97,1,1,1,99,0,0,1,99,0,1,0,97,0,2,1,91,1,5,3,99,0,1,0,92,0,7,1,0,1,12,87,88,0,4,8,2,0,85,13,15,0,53,32,47,0,2,49,2,47,0,15,36,2,85,0,5,10,0,56,0,10,34,5,0,73,21,1,27,1,18,54,0,81,0,1,18,0,78,0,10,5,4,3,80,1,9,7,3,100,80,1,10,4,5,80,3,9,3,5,80,1,4,6,9,80,1,12,3,4,97,3,0,97,3,0,97,3,0,97,3,0,97,2,1,97,3,0,97,3,0,97,3,0,97,1,2,0,96,1,3,96,2,2,96,4,0,96,4,0,96,0,4,96,3,1,96,4,0,96,4,0,96,3,1,0,96,0,2,2,96,0,2,2,96,0,4,0,96,0,4,0,96,0,2,2,96,0,3,1,96,0,3,1,96,0,4,0,96,0,3,1,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,8,1,16,16,26,33,10,2,82,6,10,2,85,3,10,2,86,2,10,2,78,10,10,2,73,15,10,2,84,4,10,2,86,2,10,2,82,6,10,2,80,8,10,2,33,55,78,0,1,21,35,0,12,53,0,0,0,91,4,1,4,91,5,0,4,91,4,1,4,91,3,1,5,91,5,0,4,91,5,0,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,13,1,51,35,13,2,52,33,13,1,43,43,13,2,30,55,13,2,3,82,13,2,14,71,14,0,21,65,79,0,13,5,1,2,15,0,0,8,25,52,15,0,84,1,20,0,30,50,20,0,67,7,1,0,0,5,20,0,38,16,14,12,20,0,31,31,15,3,100,21,0,12,64,3,21,0,9,60,10,50,1,47,2,49,0,49,2,58,0,39,3,71,0,24,5,97,0,2,1,86,1,13,0,22,0,1,1,7,15,54,22,0,1,2,6,17,52,24,0,21,17,24,14,24,0,3,5,12,56,24,0,9,17,22,28,74,2,18,6,74,9,8,9,74,11,7,8,25,0,42,33,67,0,10,23,93,1,1,0,1,0,0,0,4,51,0,0,0,2,4,4,1,6,0,0,1,8,1,3,1,18,31,1,47,21,0,0,31,0,1,24,27,12,2,3,0,35,2,45,9,9,35,1,30,11,13,3,7,3.0454545454545454,2.5161813987009825,2.8333333333333335,1.585922922197518,14.031746031746032,4.908742214458628,2.80327868852459,1.5145920477271269
