ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1.1,B14_1.2,B14_2..99,B14_2.2,B14_3..99,B14_3.2,B14_4..99,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
AM,ARM,Armenia,Erevan,2020-12-26,2020-12-22,100,6,166908.6663206674,3,69999.7451424969,90,89,3444538.1302672005,62,3,10,87,2,19,79,1,4,95,2,31,67,2,17,81,3,30,67,0,10,90,3,7,90,2,11,87,2,17,81,1,10,89,1,27,72,3,9,88,2,28,70,90,2,3,5,81,4,8,7,96,0,3,1,69,1,13,17,83,2,7,8,70,4,13,13,90,3,6,1,93,1,2,4,89,3,5,3,83,0,14,3,90,2,4,4,73,3,11,13,91,1,8,0,72,4,18,6,10,1,31,58,70,1,13,16,11,2,41,46,59,3,15,23,85,9,6,0,85,9,6,91,1,6,2,31,3,11,55,100,13,0,11,19,26,31,17,6,20,18,39,17,9,20,19,35,17,10,18,19,36,17,11,7,23,42,17,13,0,5,65,89,4,2,5,89,5,1,5,89,3,6,2,89,4,3,4,89,5,1,5,89,5,1,5,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,100,0,100,0,0,100,0,0,20,6,31,43,20,4,55,21,20,7,29,44,20,3,50,27,20,4,16,60,20,4,31,45,21,1,46,32,54,0,27,13,2,4,23,1,1,9,32,34,23,0,77,0,28,0,24,48,28,0,47,15,5,2,1,2,28,1,24,14,21,12,29,0,15,36,13,7,30,0,2,63,5,31,0,4,61,4,69,2,24,5,46,2,51,1,71,3,21,5,51,2,40,7,84,2,14,0,70,1,25,4,33,0,2,2,12,15,36,33,0,1,3,13,25,25,33,0,22,28,12,5,33,0,6,9,22,30,33,14,23,16,14,63,5,28,4,63,14,9,14,63,11,19,7,34,38,28,72,1,16,11,84,0,4,3,2,2,3,0,2,47,1,1,5,2,8,2,1,7,4,0,1,3,2,1,3,12,37,2,30,31,0,0,37,0,9,15,10,13,14,2,0,38,2,44,14,2,38,0,13,36,11,1,1,10.227777777777778,10.960037471817685,4.105263157894737,2.558096880323888,13.174576271186442,5.683144868223961,3.0517241379310347,1.6375250237070542
AM,ARM,Armenia,Erevan,2020-12-27,2020-12-23,100,4,116979.2132792822,2,54516.862730532404,75,87,3619972.6377077117,61,3,9,88,2,16,82,1,4,95,2,28,70,2,18,80,3,25,72,0,10,90,3,8,89,2,9,89,2,17,81,1,13,86,1,27,72,3,11,86,2,25,73,91,2,3,4,84,2,8,6,96,0,3,1,72,1,11,16,82,2,9,7,75,3,10,12,90,3,5,2,92,0,5,3,91,2,4,3,83,0,15,2,87,2,7,4,73,2,12,13,89,1,10,0,75,3,16,6,12,1,29,58,72,1,12,15,13,2,39,46,61,3,14,22,86,5,8,1,86,8,6,92,1,5,2,32,3,9,56,100,15,0,13,20,24,28,20,6,20,20,34,20,9,21,21,29,20,9,18,20,33,20,10,9,21,40,20,12,2,10,56,91,5,2,2,91,6,0,3,91,3,5,1,91,5,2,2,91,6,1,2,91,6,0,3,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,100,0,100,0,0,100,0,0,21,6,27,46,21,4,54,21,21,6,27,46,21,3,44,32,21,4,15,60,21,3,30,46,21,1,41,37,59,0,24,13,2,2,23,1,2,10,30,34,23,0,77,0,28,0,23,49,28,0,43,16,5,4,1,3,28,1,25,9,23,14,29,0,16,34,16,5,31,0,1,63,5,32,1,2,62,3,73,1,21,5,46,0,50,4,73,2,20,5,56,1,33,10,85,2,11,2,70,1,25,4,34,0,1,1,13,16,35,34,0,1,3,13,22,27,34,0,24,27,10,5,34,0,5,9,19,33,34,14,24,12,16,62,5,27,6,62,14,10,14,62,12,18,8,35,37,28,72,1,18,9,83,1,4,3,2,2,2,0,3,47,0,2,7,2,3,2,2,7,3,0,1,6,2,1,4,11,38,2,34,26,0,0,38,0,10,16,12,11,10,3,0,39,2,45,12,2,39,0,14,32,12,3,0,9.106,10.656346389234301,3.3000000000000003,2.364206776957237,13.208474576271186,5.663747027506072,3.0350877192982457,1.710940763363638
AM,ARM,Armenia,Erevan,2020-12-28,2020-12-23,100,4,116979.2132792822,2,54516.862730532404,76,87,3639039.7622933197,60,3,9,88,2,16,82,1,5,94,2,28,70,2,19,79,3,25,72,0,11,89,3,8,89,2,9,89,2,17,81,1,13,86,1,27,72,3,11,86,2,26,72,91,2,3,4,84,2,8,6,95,0,3,2,72,1,11,16,81,2,10,7,75,3,10,12,89,3,5,3,92,0,5,3,91,2,4,3,83,0,15,2,87,2,7,4,73,2,12,13,89,1,10,0,74,3,16,7,12,1,30,57,71,1,13,15,13,2,39,46,61,3,14,22,86,5,8,1,86,8,6,92,1,5,2,32,3,10,55,100,15,0,14,19,24,28,20,6,19,21,34,20,10,21,21,28,20,10,18,20,32,20,11,9,21,39,20,13,2,10,55,90,5,2,3,90,6,0,4,90,3,5,2,90,5,3,2,90,6,1,3,90,6,0,4,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,100,0,100,0,0,100,0,0,21,7,27,45,21,5,53,21,21,7,27,45,21,4,44,31,21,5,15,59,21,4,30,45,21,1,42,36,58,0,25,13,2,2,23,1,2,10,30,34,23,0,77,0,28,0,23,49,28,1,42,16,5,4,1,3,28,1,25,9,22,15,30,0,15,34,16,5,32,0,1,62,5,33,1,2,61,3,73,1,21,5,47,0,49,4,73,2,20,5,56,1,33,10,85,2,11,2,70,1,25,4,35,0,1,1,13,16,34,35,0,1,3,12,22,27,35,0,24,27,9,5,35,0,5,9,19,32,35,14,24,12,15,62,5,27,6,62,14,10,14,62,12,18,8,36,36,28,72,1,18,9,83,1,4,3,2,2,2,0,3,48,0,2,7,2,3,2,2,7,3,0,1,6,2,1,4,10,39,2,34,25,0,0,39,0,10,16,12,11,9,3,0,40,2,44,12,2,40,0,14,31,12,3,0,9.005882352941176,10.573446207641213,3.3000000000000003,2.364206776957237,13.177586206896553,5.708197955217282,3.017857142857143,1.7214272242275268
AM,ARM,Armenia,Erevan,2020-12-30,2020-12-24,100,5,129229.534570826,2,54516.862730532404,80,87,3428740.6133213756,58,4,9,87,2,21,77,2,7,91,2,28,70,2,22,76,4,25,71,1,12,87,3,10,87,2,11,87,4,15,81,1,14,85,3,20,77,4,12,84,1,27,72,91,2,3,4,79,3,11,7,93,0,4,3,72,1,10,17,78,3,10,9,75,2,10,13,88,4,5,3,90,1,6,3,89,2,6,3,85,0,13,2,86,2,8,4,80,2,9,9,88,1,10,1,73,4,14,9,12,1,30,57,72,1,14,13,14,2,39,45,61,3,14,22,86,6,7,1,86,7,7,93,1,5,1,33,0,12,55,100,14,0,13,18,25,30,20,3,23,21,33,20,8,20,25,27,20,10,20,22,28,20,9,11,23,37,20,11,3,10,56,88,7,2,3,88,7,0,5,88,3,7,2,88,6,3,3,88,8,1,3,88,8,0,4,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,100,0,100,0,0,100,0,0,22,6,28,44,22,4,52,22,22,6,28,44,22,3,45,30,22,4,14,60,22,4,31,43,22,1,41,36,59,0,23,12,2,4,24,1,2,11,30,32,24,0,76,0,29,0,20,51,29,1,43,15,3,3,2,4,29,1,28,5,22,15,31,0,15,29,18,7,33,0,2,59,6,34,1,0,61,4,72,1,24,3,48,0,48,4,72,2,20,6,55,1,35,9,86,2,10,2,69,1,27,3,36,0,0,1,15,15,33,36,0,1,3,14,20,26,36,0,22,25,12,5,36,0,5,11,19,29,36,14,24,11,15,62,4,30,4,62,13,12,13,62,13,19,6,37,39,24,76,0,16,8,85,1,4,3,2,2,0,0,3,47,0,2,6,2,3,2,3,7,4,0,0,7,1,1,5,10,41,1,36,21,0,1,41,0,9,14,13,11,8,3,1,42,2,42,13,1,42,1,12,30,11,4,0,7.598039215686274,9.016085407671746,3.380952380952381,2.747293039997562,12.9,6.092325382924698,3.0555555555555554,1.8058256530762256
AM,ARM,Armenia,Erevan,2020-12-31,2020-12-25,100,4,106677.0484391292,1,31964.3765988356,68,86,3705559.526156465,53,2,7,91,1,20,79,1,8,91,1,27,72,2,24,74,3,20,77,1,10,89,1,10,89,2,9,89,3,10,87,1,11,88,2,18,80,3,9,88,0,26,74,93,1,3,3,80,3,9,8,92,0,4,4,73,1,9,17,76,1,12,11,80,1,8,11,90,2,5,3,90,1,6,3,91,1,7,1,90,0,10,0,89,1,6,4,82,2,8,8,91,0,8,1,74,3,11,12,14,0,28,58,73,0,12,15,15,2,39,44,61,2,12,25,88,5,6,1,88,7,5,93,2,4,1,31,0,13,56,100,16,0,12,21,23,28,23,3,22,22,30,23,8,20,24,25,23,10,19,22,26,23,10,8,24,35,23,12,3,10,52,87,6,2,5,87,6,0,7,87,3,7,3,87,6,4,3,87,7,2,4,87,7,1,5,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,100,0,100,0,0,100,0,0,25,5,29,41,25,3,53,19,25,5,30,40,25,4,41,30,25,4,12,59,25,3,29,43,26,1,41,32,59,0,24,13,1,3,28,1,2,9,27,33,28,1,71,0,33,0,17,50,33,1,37,14,5,3,3,4,33,1,22,8,21,15,35,0,16,26,18,5,36,0,2,58,4,38,1,0,58,3,71,1,26,2,48,0,48,4,70,2,20,8,59,0,34,7,88,1,9,2,71,1,24,4,40,0,0,2,13,15,30,40,0,1,5,13,17,24,40,1,19,26,11,3,40,0,5,9,16,30,40,11,23,12,14,66,3,26,5,66,10,9,15,66,11,15,8,41,38,21,79,0,13,8,88,1,2,3,3,1,0,0,2,51,0,2,4,4,3,2,3,7,4,0,1,5,2,0,5,7,46,2,31,20,0,1,46,1,7,12,12,11,7,3,1,47,1,38,13,1,47,1,11,25,11,5,0,8.522222222222222,11.02523734827775,3,2.200478416880723,13.647169811320756,5.64135157610523,3.08,1.8826815439469222
AM,ARM,Armenia,Erevan,2021-01-01,2020-12-26,100,3,96075.12842742109,1,31964.3765988356,74,84,3931901.4355090843,53,3,6,91,2,19,79,2,7,91,2,28,70,2,21,77,3,21,76,2,8,90,2,8,90,2,8,90,3,7,90,1,10,89,3,16,81,3,10,87,1,21,78,94,0,3,3,81,2,10,7,93,0,3,4,72,2,10,16,79,1,10,10,79,1,9,11,92,2,3,3,92,1,5,2,92,1,6,1,93,0,7,0,90,1,6,3,84,1,9,6,90,1,8,1,79,2,10,9,16,0,35,49,66,0,14,20,17,1,38,44,63,1,9,27,91,2,6,1,91,6,3,94,2,4,0,29,0,13,58,100,19,0,10,18,21,32,24,4,21,19,32,24,10,15,19,32,24,10,21,15,30,24,10,10,20,36,24,12,3,8,53,87,5,2,6,87,5,0,8,87,2,8,3,87,5,4,4,87,6,2,5,87,6,1,6,86,0,14,86,1,0,13,86,1,1,12,86,1,0,13,86,1,2,11,86,1,2,11,86,1,0,13,97,0,3,97,3,97,3,97,1,2,97,1,2,27,3,30,40,27,3,56,14,27,4,32,37,27,5,40,28,27,4,14,55,27,4,25,44,29,1,43,27,57,0,26,11,2,4,30,1,2,7,28,32,30,1,69,0,33,0,16,51,33,1,37,15,5,3,3,3,33,0,20,8,23,16,35,0,12,25,20,8,37,0,2,56,5,39,2,0,56,3,71,1,26,2,46,1,50,3,69,3,21,7,61,0,32,7,87,1,9,3,75,1,21,3,42,0,0,3,11,12,32,42,1,1,6,13,11,26,42,1,18,25,12,2,42,0,8,8,14,28,42,13,22,11,12,65,4,25,6,65,10,10,15,65,11,14,10,43,33,24,76,0,15,9,86,2,4,2,3,1,0,0,2,53,0,1,3,4,4,1,3,6,4,1,2,4,2,0,4,8,46,3,28,22,0,1,46,2,7,11,14,9,6,4,1,46,1,41,12,0,46,1,11,24,13,5,0,8.23,10.140201788312318,2.625,2.0175857290120396,13.858823529411765,5.559178949110677,3.0980392156862746,1.86820664767883
AM,ARM,Armenia,Erevan,2021-01-02,2020-12-26,100,3,96075.12842742109,1,31964.3765988356,74,84,3897651.667382049,52,3,6,91,2,19,79,2,7,91,2,29,69,2,21,77,3,21,76,2,8,90,2,8,90,2,8,90,3,7,90,1,10,89,3,16,81,3,10,87,1,21,78,94,0,3,3,81,2,10,7,93,0,3,4,71,2,10,17,79,1,10,10,79,1,9,11,92,2,3,3,92,1,5,2,92,1,6,1,93,0,7,0,90,1,6,3,84,1,9,6,90,1,8,1,79,2,10,9,16,0,35,49,66,0,14,20,17,1,38,44,63,1,9,27,91,2,6,1,91,6,3,94,2,4,0,29,0,13,58,100,19,0,10,19,20,32,25,4,21,19,31,25,10,14,19,32,25,10,21,14,30,25,10,10,19,36,25,12,3,8,52,87,5,2,6,87,5,0,8,87,2,8,3,87,5,4,4,87,6,2,5,87,6,1,6,86,0,14,86,1,0,13,86,1,1,12,86,1,0,13,86,1,2,11,86,1,2,11,86,1,0,13,97,0,3,97,3,97,3,97,1,2,97,1,2,28,3,29,40,28,3,55,14,28,4,31,37,28,5,39,28,28,4,13,55,28,4,24,44,30,1,42,27,58,0,26,10,2,4,31,1,2,7,27,32,31,1,68,0,34,0,16,50,34,1,37,14,5,3,3,3,34,0,20,8,22,16,36,0,12,24,20,8,38,0,2,55,5,40,2,0,55,3,72,1,26,1,47,1,49,3,70,3,20,7,62,0,31,7,88,1,8,3,76,1,21,2,43,0,0,3,11,12,31,43,1,1,6,13,11,25,43,1,18,24,12,2,43,0,8,8,13,28,43,12,22,11,12,66,4,24,6,66,10,10,14,66,11,13,10,44,33,23,77,0,14,9,87,2,4,1,3,1,0,0,2,54,0,1,3,4,4,1,3,6,4,1,2,4,2,0,4,7,47,3,27,22,0,1,47,2,7,10,14,9,6,4,1,47,1,41,11,0,47,1,11,23,13,5,0,8.078048780487805,10.05980894935689,2.625,2.0175857290120396,13.855999999999998,5.615581820583996,3.12,1.8805123053604953
AM,ARM,Armenia,Erevan,2021-01-03,2020-12-27,100,2,46973.5473079448,1,34723.226016401,75,89,3940105.2567638047,56,5,4,91,4,14,82,3,7,90,4,25,71,4,17,79,4,17,79,4,8,88,4,7,89,4,8,88,5,6,89,3,11,86,5,14,81,5,8,87,2,23,75,96,1,2,1,86,2,7,5,93,0,3,4,75,3,7,15,83,2,9,6,83,0,8,9,92,2,3,3,93,1,6,0,92,2,4,2,94,0,6,0,89,1,7,3,86,2,8,4,92,1,6,1,77,2,13,8,11,0,35,54,66,0,12,22,12,0,45,43,56,0,8,36,92,2,6,0,92,7,1,93,1,6,0,21,0,12,67,100,15,0,11,22,15,37,22,4,22,20,32,22,10,15,21,32,22,11,24,15,28,22,12,15,17,34,22,12,4,13,49,89,6,1,4,89,6,0,5,89,2,7,2,89,6,3,2,89,7,1,3,89,6,2,3,86,0,14,86,1,0,13,86,1,1,12,86,1,0,13,86,1,2,11,86,1,2,11,86,1,0,13,97,0,3,97,3,97,3,97,1,2,97,1,2,25,2,26,47,25,3,58,14,25,4,33,38,25,5,45,25,25,5,16,54,25,5,22,48,27,0,49,24,51,0,27,12,5,5,28,1,0,6,30,35,28,2,70,0,31,0,11,58,31,1,36,19,4,2,5,2,31,0,18,14,21,16,33,0,13,21,25,8,35,1,1,60,3,36,2,3,56,3,75,1,21,3,44,2,49,5,68,2,22,8,56,1,29,14,85,0,8,7,78,1,19,2,37,0,1,3,14,8,37,37,2,1,10,14,8,28,38,1,17,26,16,2,38,0,7,9,17,29,38,15,20,12,15,66,6,24,4,66,11,11,12,66,10,15,9,40,35,25,75,0,15,10,86,2,3,2,2,0,0,0,5,51,0,0,3,3,4,0,4,4,4,1,3,7,2,1,2,11,43,4,31,21,0,1,43,2,9,13,17,7,5,3,1,43,2,48,7,0,43,2,11,22,16,5,1,6.838095238095238,9.429506165610892,2.4814814814814814,1.888637489554723,13.096153846153847,5.991037801303842,2.826923076923077,1.7791951677506346
AM,ARM,Armenia,Erevan,2021-01-04,2020-12-27,100,2,46973.5473079448,1,34723.226016401,75,89,3940105.2567638047,56,5,4,91,4,14,82,3,7,90,4,25,71,4,17,79,4,17,79,4,8,88,4,7,89,4,8,88,5,6,89,3,11,86,5,14,81,5,8,87,2,23,75,96,1,2,1,86,2,7,5,93,0,3,4,75,3,7,15,83,2,9,6,83,0,8,9,92,2,3,3,93,1,6,0,92,2,4,2,94,0,6,0,89,1,7,3,86,2,8,4,92,1,6,1,77,2,13,8,11,0,35,54,66,0,12,22,12,0,45,43,56,0,8,36,92,2,6,0,92,7,1,93,1,6,0,21,0,12,67,100,15,0,11,22,15,37,22,4,22,20,32,22,10,15,21,32,22,11,24,15,28,22,12,15,17,34,22,12,4,13,49,89,6,1,4,89,6,0,5,89,2,7,2,89,6,3,2,89,7,1,3,89,6,2,3,86,0,14,86,1,0,13,86,1,1,12,86,1,0,13,86,1,2,11,86,1,2,11,86,1,0,13,97,0,3,97,3,97,3,97,1,2,97,1,2,25,2,26,47,25,3,58,14,25,4,33,38,25,5,45,25,25,5,16,54,25,5,22,48,27,0,49,24,51,0,27,12,5,5,28,1,0,6,30,35,28,2,70,0,31,0,11,58,31,1,36,19,4,2,5,2,31,0,18,14,21,16,33,0,13,21,25,8,35,1,1,60,3,36,2,3,56,3,75,1,21,3,44,2,49,5,68,2,22,8,56,1,29,14,85,0,8,7,78,1,19,2,37,0,1,3,14,8,37,37,2,1,10,14,8,28,38,1,17,26,16,2,38,0,7,9,17,29,38,15,20,12,15,66,6,24,4,66,11,11,12,66,10,15,9,40,35,25,75,0,15,10,86,2,3,2,2,0,0,0,5,51,0,0,3,3,4,0,4,4,4,1,3,7,2,1,2,11,43,4,31,21,0,1,43,2,9,13,17,7,5,3,1,43,2,48,7,0,43,2,11,22,16,5,1,6.838095238095238,9.429506165610892,2.4814814814814814,1.888637489554723,13.096153846153847,5.991037801303842,2.826923076923077,1.7791951677506346
AM,ARM,Armenia,Erevan,2021-01-13,2020-12-30,100,2,46973.5473079448,1,34723.226016401,76,91,4027171.0389945144,58,5,3,92,4,11,85,3,6,91,4,20,76,4,19,77,4,17,79,4,10,86,4,6,90,4,8,88,5,4,91,3,13,84,5,15,80,5,5,90,2,21,77,97,1,1,1,89,2,5,4,94,0,4,2,80,3,5,12,81,2,6,11,83,0,9,8,90,2,4,4,94,1,5,0,92,2,3,3,96,0,4,0,87,1,6,6,85,2,7,6,95,1,3,1,79,3,9,9,9,0,34,57,67,0,10,23,11,0,46,43,55,0,8,37,92,3,5,0,92,6,2,94,1,5,0,20,0,11,69,100,14,0,13,22,14,37,21,4,23,19,33,21,9,17,19,34,21,11,25,15,28,21,12,18,15,34,21,12,3,9,55,90,4,2,4,90,6,0,4,90,2,7,1,90,5,3,2,90,6,1,3,90,5,3,2,86,0,14,86,1,0,13,86,1,1,12,86,1,0,13,86,1,2,11,86,1,2,11,86,1,0,13,97,0,3,97,3,97,3,97,1,2,97,1,2,25,1,36,38,25,2,58,15,25,3,34,38,25,4,53,18,25,4,18,53,25,4,27,44,27,0,54,19,46,0,29,16,5,4,28,1,1,6,34,30,28,2,70,0,29,0,10,61,29,0,39,17,7,1,4,3,29,0,15,16,26,14,30,0,15,21,22,12,31,1,0,66,2,32,2,3,61,2,65,1,28,6,44,2,50,4,67,2,25,6,48,1,32,19,83,0,9,8,73,1,23,3,33,0,1,3,14,7,42,33,2,1,9,16,9,30,34,1,18,33,12,2,34,0,7,7,20,32,34,15,21,15,15,65,6,24,5,65,14,8,13,65,12,13,10,35,38,27,73,0,15,12,89,1,3,1,3,0,0,0,3,52,0,0,2,2,5,0,5,4,2,1,3,7,3,1,2,11,41,4,25,29,0,1,41,2,8,13,17,8,7,3,1,41,2,50,7,0,41,2,12,20,20,4,1,6.355555555555554,8.9700399197337,2.5185185185185186,1.868161794392683,13.518518518518519,5.665988367345619,2.8333333333333335,1.6795102610526476
