ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
GR,GRC,Greece,Dytiki Makedonia,2020-12-31,2020-12-25,100,0,0,0,0,23,97,1014817.4551294746,81,1,0,99,1,2,97,2,0,98,0,8,92,1,7,92,1,2,97,1,1,98,1,1,98,1,2,97,1,0,99,1,2,97,1,10,89,1,1,98,1,9,90,100,0,0,0,98,0,0,2,100,0,0,0,92,1,1,6,93,1,2,4,98,0,2,0,99,0,1,0,99,0,0,1,98,0,1,1,100,0,0,0,98,0,2,0,90,1,1,8,99,0,1,0,91,1,5,3,3,0,13,84,87,4,9,4,1,44,51,57,1,15,27,85,0,1,13,1,85,0,7,8,0,93,0,3,4,0,22,2,6,70,100,0,0,0,0,0,7,1,36,27,16,13,7,4,23,46,20,7,4,41,33,15,7,4,43,26,20,7,7,28,27,31,7,7,14,23,49,0,95,3,1,1,95,4,1,0,95,3,2,0,95,4,0,1,95,3,1,1,95,3,2,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,7,0,21,72,7,0,68,25,7,1,6,86,7,1,43,49,7,1,4,88,7,1,5,87,7,0,33,60,67,0,21,8,1,3,8,0,0,8,29,55,8,0,92,0,8,2,11,79,8,0,82,5,0,1,0,4,8,0,46,16,16,14,8,0,42,36,6,8,8,0,34,57,1,10,0,26,62,2,79,0,19,2,32,1,65,2,94,0,4,2,57,1,31,11,96,0,3,1,95,0,5,0,10,2,4,3,13,23,45,10,1,2,7,11,22,47,13,0,44,28,12,3,13,0,4,9,25,49,13,0,28,25,12,22,47,2,48,3,47,23,9,21,47,22,16,15,13,1,28,58,42,0,33,25,69,1,12,0,2,10,0,0,6,41,0,6,3,3,8,2,0,9,0,0,2,8,5,6,1,6,17,0,49,34,0,0,17,0,3,11,24,25,15,5,0,18,3,44,20,15,18,2,11,30,33,6,0,4.833333333333333,5.337860397499021,1.6923076923076923,1.3155870289605438,14.2987012987013,5.018557496314462,2.7466666666666666,1.3665238334501844
GR,GRC,Greece,Ionia Nisia,2020-12-31,2020-12-23,100,0,0,0,0,4,99,807852.3452692151,89,0,0,100,0,9,91,0,2,98,0,10,90,0,8,92,0,11,89,0,3,97,0,3,97,0,0,100,0,0,100,0,2,98,0,14,86,0,3,97,0,4,96,100,0,0,0,91,0,1,8,98,0,0,2,90,0,3,7,92,0,3,5,89,0,2,9,97,0,3,0,97,0,1,2,100,0,0,0,100,0,0,0,98,0,0,2,86,0,4,10,97,0,0,3,96,0,1,3,1,0,4,95,96,0,4,1,1,19,79,81,0,6,13,94,0,0,6,0,94,0,0,6,0,100,0,0,0,0,8,1,7,84,100,0,0,0,0,0,3,0,31,28,31,7,6,6,19,47,22,6,10,35,39,10,6,5,34,40,15,6,8,26,32,28,6,11,10,28,45,0,93,4,2,1,93,5,0,2,93,3,3,1,93,4,1,2,93,5,1,1,93,5,0,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,8,0,20,72,8,0,68,24,8,0,7,85,8,0,42,50,8,1,3,88,8,0,5,87,8,0,52,40,48,0,40,8,1,3,8,0,2,12,38,40,8,0,92,0,8,3,8,81,8,1,81,1,2,0,0,7,8,0,37,24,21,10,8,0,30,48,10,4,8,1,29,62,0,8,1,27,64,0,80,0,19,1,32,0,68,0,93,0,6,1,58,1,24,17,97,0,3,0,95,0,4,1,8,0,4,4,12,15,57,8,0,3,4,12,26,47,8,1,32,35,12,12,8,1,2,8,21,60,8,0,22,29,23,18,49,7,42,2,49,25,7,19,49,20,14,17,8,0,40,52,48,0,26,26,75,0,10,0,0,10,0,0,5,35,0,4,2,5,6,1,1,6,1,0,5,6,1,17,2,8,9,2,39,50,0,0,9,0,5,5,18,29,19,13,2,10,3,25,16,46,10,2,19,33,29,5,2,6.2,8.79772697916911,1,0,14.107142857142858,4.586564604462933,2.36046511627907,1.413487890438354
GR,GRC,Greece,Ipeiros,2020-12-31,2020-12-23,100,0,0,0,0,11,98,1308260.3342702694,85,1,1,98,1,4,95,1,1,98,2,11,87,3,13,84,1,9,90,3,3,94,3,2,95,2,1,97,3,0,97,2,3,95,2,9,89,2,3,95,2,8,90,99,1,0,0,96,0,0,4,99,0,0,1,89,1,4,6,87,1,2,10,91,1,4,4,97,0,1,2,98,0,1,1,99,0,0,1,100,0,0,0,97,0,0,3,91,1,1,7,97,0,0,3,92,0,5,3,1,1,6,92,94,1,5,1,2,33,64,67,0,16,17,84,0,0,16,0,84,0,3,13,0,97,0,2,1,0,19,0,7,74,100,0,0,0,0,0,1,0,45,35,16,3,3,5,34,38,20,3,8,61,22,6,3,5,55,29,8,3,8,32,32,25,3,10,14,26,47,0,93,2,1,4,93,4,0,3,93,4,0,3,93,4,2,1,93,3,2,2,93,4,0,3,97,0,0,3,97,0,0,3,97,0,0,3,97,0,0,3,97,0,0,3,97,0,0,3,97,0,0,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,3,1,21,75,3,1,77,19,3,1,13,83,3,1,50,46,3,1,2,94,3,1,2,94,6,0,46,48,54,0,37,7,2,0,8,2,1,6,38,45,8,0,91,1,8,1,8,83,8,0,85,3,0,1,0,3,8,0,37,21,24,10,8,1,30,45,14,2,8,0,37,55,0,10,0,23,67,0,80,0,16,4,24,0,72,4,87,0,10,3,51,0,35,14,98,0,1,1,98,0,2,0,10,1,0,5,17,25,42,10,1,1,5,13,27,43,10,0,33,43,11,3,10,0,1,10,17,62,10,0,21,21,30,18,58,0,39,3,58,19,7,16,58,17,13,12,10,0,38,52,48,0,18,34,82,0,7,0,0,7,0,0,4,44,0,3,6,1,6,0,3,5,0,0,1,12,3,4,1,11,14,3,51,32,0,0,14,0,6,13,18,21,21,6,1,14,1,57,15,13,14,1,10,32,35,6,2,8.411764705882353,9.623574737634545,3.5000000000000004,3.5355339059327378,14.60625,4.522583101656885,2.7710843373493974,1.4510324432406931
GR,GRC,Greece,Kentriki Makedonia,2020-12-31,2020-12-31,104,0,0,0,0,30,102,1363056.8429539374,91,2,1,101,2,7,95,2,1,101,2,11,91,2,9,93,2,3,99,2,3,99,2,2,100,1,0,103,2,0,102,1,4,99,2,9,93,2,1,101,1,10,93,103,0,1,0,97,0,0,7,103,0,1,0,93,0,3,8,95,0,1,8,101,0,0,3,101,0,0,3,102,0,1,1,104,0,0,0,104,0,0,0,100,0,2,2,95,0,3,6,103,0,1,0,94,0,3,7,1,1,14,88,90,2,12,1,0,47,56,57,0,21,26,83,0,1,20,0,83,0,8,13,0,96,0,3,5,0,22,1,12,69,104,0,0,0,0,0,2,0,43,39,12,8,3,5,32,48,16,3,5,57,32,7,3,5,54,27,15,3,5,36,35,25,3,6,12,30,53,0,92,5,1,6,92,6,0,6,92,5,4,3,92,5,2,5,92,5,1,6,92,6,0,6,102,0,0,2,102,0,0,2,102,0,0,2,102,0,0,2,102,0,1,1,102,0,0,2,102,0,0,2,103,0,0,1,103,0,0,1,103,0,0,1,103,0,0,1,103,0,0,1,3,1,20,80,3,1,83,17,3,1,9,91,3,1,47,53,3,1,4,96,3,1,8,92,5,0,43,56,61,0,33,8,1,1,6,0,0,5,34,59,6,0,98,0,7,1,5,91,7,0,85,5,0,1,1,5,7,0,35,29,22,11,7,1,43,40,9,4,8,0,33,63,0,9,0,27,68,0,84,0,18,2,21,0,83,0,95,0,8,1,57,0,40,7,100,0,3,1,96,0,8,0,9,0,2,8,18,21,46,9,0,0,11,15,22,47,9,0,46,30,15,4,9,0,5,6,17,67,9,0,21,22,26,26,61,1,36,6,61,14,12,17,61,11,20,12,9,1,46,48,56,0,20,28,85,0,8,0,1,2,1,1,6,39,0,3,3,4,5,3,2,6,7,0,3,8,1,7,3,10,11,1,56,36,0,0,11,1,5,16,15,31,18,4,3,12,1,66,12,13,12,2,15,40,23,9,3,6.526315789473684,8.189435653939423,2.4545454545454546,2.2074254852038093,14.409195402298852,4.917922424459527,2.6179775280898876,1.3442268644561595
GR,GRC,Greece,Kriti,2020-12-31,2020-12-27,100,0,0,0,0,19,99,1002434.6161979432,87,0,0,100,0,6,94,0,3,97,0,9,91,0,8,92,0,11,89,0,3,97,0,2,98,0,2,98,1,1,98,0,4,96,1,13,86,0,2,98,0,8,92,100,0,0,0,94,0,1,5,97,0,1,2,91,0,2,7,92,0,1,7,89,0,3,8,97,0,1,2,98,0,0,2,98,0,2,0,99,0,1,0,96,0,1,3,87,1,0,12,98,0,1,1,92,0,2,6,1,0,9,90,91,3,6,1,0,29,70,71,0,20,9,80,0,0,19,1,80,0,3,17,0,97,0,2,1,0,21,2,6,71,100,0,0,0,0,0,1,0,45,27,16,11,2,6,27,43,22,2,4,42,36,16,2,2,44,31,21,2,4,28,33,33,2,5,11,34,48,0,94,1,1,4,94,1,2,3,94,0,2,4,94,1,0,5,94,1,3,2,94,1,0,5,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,3,1,28,68,3,1,84,12,3,0,10,87,3,0,55,42,3,0,6,91,3,0,7,90,3,0,51,46,49,0,31,6,6,8,4,0,3,8,31,54,4,0,95,1,5,2,11,82,5,0,79,11,1,2,2,0,5,0,22,31,25,17,5,2,24,44,16,9,6,1,37,52,4,9,2,32,55,2,72,0,26,2,16,0,83,1,90,0,9,1,45,0,39,16,94,0,5,1,93,0,7,0,9,1,0,6,13,25,46,9,0,2,3,17,24,45,10,1,33,30,21,5,10,0,4,7,13,66,10,0,15,30,27,18,55,2,42,1,55,16,8,21,55,13,14,18,11,0,39,50,50,0,22,28,79,1,5,0,3,6,0,1,5,40,1,2,3,4,9,1,2,5,1,0,3,5,4,8,2,10,12,1,50,37,0,0,12,1,5,11,21,22,16,11,1,12,2,49,14,23,12,2,17,32,32,4,1,4.085714285714285,6.175718241493804,2.111111111111111,1.536590742882148,14.463414634146341,4.771818303825227,2.4941176470588236,1.4769944499022387
GR,GRC,Greece,Notio Aigaio,2020-12-31,2020-12-24,100,0,0,0,0,11,99,790688.9376551901,88,2,0,98,2,5,93,2,1,97,2,7,91,2,7,91,2,5,93,2,0,98,2,1,97,2,2,96,2,0,98,2,3,95,1,9,90,2,0,98,2,6,92,100,0,0,0,95,1,0,4,99,0,0,1,93,0,2,5,93,0,1,6,95,0,1,4,100,0,0,0,99,0,0,1,98,0,2,0,100,0,0,0,97,0,3,0,91,0,1,8,100,0,0,0,94,0,3,3,1,0,7,92,93,0,7,1,4,37,58,63,0,19,18,81,0,0,18,1,81,0,4,15,0,96,0,1,3,0,24,1,7,68,100,0,0,0,0,0,2,0,35,38,12,13,2,7,25,43,23,2,4,48,30,16,2,2,49,27,20,2,7,32,35,24,2,9,13,30,46,0,93,2,0,5,93,2,0,5,93,1,2,4,93,2,1,4,93,1,3,3,93,2,1,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,4,1,23,72,4,1,73,22,4,1,5,90,4,2,47,47,4,2,10,84,4,1,7,88,4,0,42,54,58,0,27,11,0,4,4,1,1,9,36,49,4,1,94,1,5,0,7,88,5,0,74,13,1,3,2,2,5,0,37,22,19,17,5,0,26,48,16,5,6,0,28,64,2,8,0,26,64,2,77,0,16,7,27,1,67,5,95,0,2,3,53,0,25,22,90,1,5,4,93,0,5,2,8,0,0,3,8,19,62,8,0,0,6,8,23,55,8,0,44,29,12,7,8,0,1,6,25,60,8,0,24,34,18,16,42,7,43,8,42,26,9,23,42,21,21,16,8,0,29,63,37,0,26,37,74,0,8,0,1,10,0,1,6,45,0,2,4,4,3,1,3,3,0,0,1,2,6,20,1,5,9,3,49,38,1,0,9,0,4,14,19,32,14,8,0,11,0,25,24,40,11,0,21,36,26,6,0,5.380952380952381,6.3204128858500255,2,0.8164965809277259,14.795180722891565,4.605826204701665,2.4767441860465116,1.444883420382147
GR,GRC,Greece,Peloponnisos,2020-12-31,2020-12-27,100,0,0,0,0,6,96,1434881.7067613811,77,1,0,99,0,3,97,1,3,96,0,9,91,0,7,93,0,6,94,0,6,94,0,2,98,1,2,97,0,1,99,0,3,97,0,13,87,1,0,99,0,9,91,100,0,0,0,97,0,0,3,97,0,1,2,91,0,4,5,93,0,2,5,94,0,2,4,94,0,1,5,98,0,1,1,98,0,1,1,99,0,0,1,97,0,2,1,87,0,3,10,100,0,0,0,91,0,2,7,4,0,3,93,97,0,3,5,0,36,59,64,0,14,22,86,0,0,13,1,86,0,2,12,0,98,0,0,2,0,19,0,7,74,100,0,0,0,0,0,6,1,36,32,14,11,7,8,31,34,20,7,14,38,29,12,7,8,41,29,15,7,12,22,28,31,7,12,11,21,49,0,93,5,0,2,93,5,0,2,93,5,1,1,93,5,0,2,93,0,6,1,93,5,0,2,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,7,0,24,69,7,0,78,15,7,1,7,85,7,0,42,51,7,0,2,91,7,0,1,92,9,0,47,44,53,0,33,9,1,4,9,0,2,12,36,41,9,0,91,0,9,1,8,82,9,0,75,8,3,0,1,4,9,0,30,27,18,16,10,1,36,33,12,8,10,1,42,46,1,11,0,35,53,1,76,0,21,3,22,1,75,2,93,0,5,2,58,0,32,10,98,0,1,1,99,0,1,0,12,0,3,6,13,16,50,12,0,4,4,13,25,42,14,2,33,31,12,8,14,0,6,11,24,45,14,0,20,23,26,17,57,4,35,4,57,19,8,16,57,13,15,15,16,0,32,52,48,1,9,42,91,0,6,0,0,0,1,1,1,60,0,6,2,2,4,0,1,4,1,0,0,7,0,1,2,10,18,0,51,31,0,0,18,0,8,9,16,20,15,12,2,22,1,42,20,15,22,2,12,29,30,4,1,6.115384615384615,8.34902113101613,2.5,2.1213203435596424,13.716493506493507,4.808271318159597,2.763888888888889,1.378844745629783
GR,GRC,Greece,Sterea Ellada,2020-12-31,2020-12-25,100,0,0,0,0,6,96,1698312.1287322848,83,1,1,98,1,4,95,1,0,99,1,10,89,1,13,86,1,8,91,1,2,97,1,1,98,1,1,98,1,0,99,0,7,93,1,9,90,1,3,96,1,11,88,99,0,0,1,96,0,0,4,100,0,0,0,90,0,1,9,87,0,1,12,92,0,2,6,98,0,0,2,99,0,1,0,99,0,0,1,100,0,0,0,93,0,3,4,91,0,3,6,97,0,0,3,89,0,4,7,4,0,3,93,97,0,3,5,3,23,69,77,1,13,9,87,0,1,12,0,87,0,5,8,0,95,0,5,0,0,22,2,5,71,100,0,0,0,0,0,6,0,37,28,22,7,8,8,23,39,22,8,7,39,31,15,8,6,47,20,19,8,7,19,38,28,8,10,7,24,51,0,95,1,1,3,95,1,1,3,95,0,2,3,95,1,1,3,95,1,0,4,95,1,0,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,8,0,18,74,8,0,71,21,8,1,9,82,8,0,41,51,8,0,4,88,8,0,6,86,8,1,49,42,51,1,35,10,1,2,9,1,2,3,33,52,9,1,89,1,10,0,6,84,10,0,70,10,1,1,0,8,10,0,29,21,30,10,10,0,34,34,14,8,11,0,34,52,3,12,3,29,54,2,82,0,18,0,29,0,71,0,91,0,7,2,59,0,23,18,96,0,1,3,94,0,6,0,12,0,3,4,9,17,55,12,1,2,4,13,23,45,12,0,45,22,15,6,12,1,6,9,17,55,12,0,24,22,12,30,54,0,41,5,54,23,6,17,54,18,15,13,12,0,38,50,50,0,17,33,83,0,2,0,2,3,0,1,9,45,0,8,7,5,4,0,0,6,2,1,2,3,5,4,0,8,13,2,50,34,0,1,13,1,5,8,21,17,19,13,3,16,1,45,20,18,16,1,13,26,36,7,1,6.903225806451613,7.372719257323706,2.5,2.1213203435596424,15.048192771084338,4.708331003703426,2.5185185185185186,1.3611677992730278
GR,GRC,Greece,Thessalia,2020-12-31,2020-12-27,100,0,0,0,0,16,97,1406575.1608942635,78,2,0,98,0,4,96,0,3,97,0,9,91,0,12,88,0,11,89,2,2,96,0,1,99,0,1,99,0,1,99,0,2,98,0,12,88,1,2,97,0,9,91,100,0,0,0,96,0,1,3,97,0,1,2,91,0,3,6,88,0,3,9,89,0,3,8,98,0,2,0,99,0,0,1,99,0,1,0,99,0,0,1,98,0,0,2,88,0,2,10,98,0,2,0,91,0,3,6,3,0,6,91,94,0,6,4,2,41,53,59,0,18,23,82,0,0,18,0,82,0,6,12,0,94,0,2,4,0,24,0,4,72,100,0,0,0,0,0,5,1,36,26,19,13,8,6,24,36,26,8,10,40,27,15,8,7,43,27,15,8,10,21,36,25,8,11,7,25,49,0,96,1,1,2,96,2,0,2,96,2,0,2,96,2,1,1,96,1,1,2,96,2,1,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,8,0,22,70,8,0,75,17,8,0,8,84,8,0,45,47,8,0,3,89,8,0,6,86,10,0,44,46,56,0,28,10,4,2,10,1,0,8,31,50,10,1,89,0,12,1,9,78,12,0,79,5,0,1,0,3,12,0,28,26,22,12,12,0,31,46,8,3,13,0,28,57,2,16,1,22,59,2,78,0,17,5,26,0,74,0,92,0,7,1,55,0,31,14,97,0,1,2,94,0,6,0,18,0,1,4,10,13,54,18,0,1,7,10,20,44,19,1,36,35,7,2,19,0,3,5,22,51,19,0,15,27,19,20,58,5,32,5,58,16,5,21,58,12,13,17,19,1,30,50,50,0,22,28,78,2,5,0,1,6,0,0,8,49,0,3,5,2,4,0,0,1,0,1,3,6,7,3,2,14,20,2,39,38,0,1,20,0,9,13,18,23,10,4,3,22,0,50,13,15,22,0,17,26,30,4,1,5.517241379310345,7.278248855593004,3,1.58113883008419,14.402597402597403,4.842954025287232,2.5921052631578947,1.5159387109769962
GR,GRC,Greece,Voreio Aigaio,2020-12-31,2020-12-23,100,0,0,0,0,33,99,851825.1956010214,86,3,1,96,3,9,88,2,1,97,3,9,88,2,8,90,2,11,87,2,3,95,4,2,94,3,2,95,2,0,98,3,2,95,2,13,85,3,1,96,2,9,89,99,0,1,0,91,0,0,9,99,0,0,1,91,0,2,7,92,0,0,8,89,0,2,9,97,0,1,2,98,0,1,1,98,0,0,2,100,0,0,0,98,0,1,1,87,0,1,12,99,0,0,1,91,0,4,5,1,0,14,85,86,2,12,1,0,31,68,69,0,18,13,82,0,0,17,1,82,0,4,14,0,96,0,0,4,0,19,0,9,72,100,0,0,0,0,0,1,0,39,30,19,11,4,5,26,39,26,4,6,48,24,18,4,3,55,25,13,4,7,26,38,25,4,6,9,22,59,0,91,3,1,5,91,2,2,5,91,3,2,4,91,2,4,3,91,3,3,3,91,3,0,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,7,1,24,68,7,0,68,25,7,1,9,83,7,1,57,35,7,1,5,87,7,1,4,88,8,0,57,35,43,0,41,13,1,2,8,0,1,6,38,47,8,0,92,0,9,1,10,80,9,0,78,7,2,1,0,3,9,0,29,24,27,11,9,1,30,44,13,3,9,0,37,53,1,9,0,28,61,2,76,0,23,1,32,1,64,3,91,0,9,0,43,0,42,15,95,0,5,0,96,0,1,3,9,1,1,6,12,23,48,9,1,1,5,18,26,40,10,2,39,39,6,4,10,0,1,8,24,57,10,0,25,20,25,20,55,2,38,5,55,14,10,21,55,13,19,13,11,1,35,53,47,0,17,36,84,0,4,0,2,2,0,1,7,49,0,4,5,3,4,1,0,5,0,0,3,4,6,7,2,7,12,2,42,44,0,0,12,1,7,12,21,20,18,8,1,14,2,39,20,25,14,1,19,36,23,6,1,6.666666666666667,9.498903445486047,2.4615384615384617,1.4500221041639685,14.573170731707316,4.79462272825436,2.3625,1.4861704248320815
