ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C12..99,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
AR,ARG,Argentina,Formosa,2020-12-26,2020-12-21,100,0,0,0,0,5,93,1583258.454676279,59,2,0,98,2,4,94,3,2,95,3,10,87,2,11,87,2,8,90,3,5,92,1,2,97,3,4,93,2,0,98,2,5,93,2,14,84,3,5,92,2,7,91,100,0,0,0,96,0,3,1,98,0,0,2,90,1,2,7,89,0,4,7,92,2,5,1,95,1,3,1,98,0,1,1,96,0,2,2,100,0,0,0,95,0,2,3,86,0,5,9,95,1,3,1,93,1,3,3,6,1,3,90,97,0,1,2,6,1,10,83,90,0,3,7,97,0,3,0,97,0,0,3,0,100,0,0,0,0,11,2,8,79,100,0,0,0,0,0,10,0,31,34,13,12,13,7,37,22,21,13,8,50,16,13,13,7,50,13,17,13,9,36,19,23,13,11,15,17,44,0,93,1,3,3,93,1,3,3,93,1,4,2,93,2,2,3,93,2,1,4,93,3,1,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,15,3,19,63,15,2,55,28,15,4,12,69,15,4,42,39,15,3,9,73,15,3,7,75,15,0,41,44,59,0,25,11,4,1,19,1,3,6,25,46,19,1,78,2,21,0,13,66,21,0,67,6,0,2,1,3,21,0,31,21,20,7,21,0,22,44,9,4,100,100,81,0,19,0,45,0,54,1,88,0,10,2,58,0,29,13,91,0,7,2,93,0,6,1,24,0,2,2,5,19,48,24,1,2,2,8,18,45,27,0,22,29,9,13,27,0,10,16,14,33,27,1,21,22,11,18,58,2,31,9,58,9,9,24,58,8,19,15,29,0,32,39,61,0,12,27,88,0,1,1,1,2,0,0,7,56,1,2,2,4,6,0,1,2,0,0,2,5,3,0,0,16,36,0,34,30,0,0,36,0,7,17,16,16,5,2,1,40,2,47,10,1,40,1,9,22,21,6,1,2.3333333333333335,1.6408253082847337,1.6666666666666667,0.5773502691896257,11.964912280701755,7.495152986813501,3.1428571428571432,1.4823638545925888
AR,ARG,Argentina,Jujuy,2020-12-26,2020-12-23,100,1,23961.629348400296,0,0,20,94,1323718.0520625226,61,0,1,99,1,10,89,0,4,96,0,17,83,1,12,87,2,8,90,0,5,95,2,3,95,2,6,92,1,1,98,2,6,92,1,20,79,2,3,95,2,15,83,99,0,0,1,90,0,4,6,96,0,4,0,83,0,9,8,88,0,8,4,92,1,4,3,95,0,2,3,97,1,2,0,94,0,1,5,99,0,1,0,94,0,4,2,80,1,8,11,97,0,3,0,85,0,5,10,6,0,12,82,89,0,4,7,7,2,31,60,69,1,4,26,96,0,4,0,96,0,2,2,0,98,0,0,2,0,14,1,6,79,100,0,0,0,0,0,8,0,33,29,19,11,10,9,33,30,18,10,16,40,17,17,10,10,41,22,17,10,12,26,26,26,10,12,7,13,58,0,94,1,4,1,94,4,1,1,94,4,0,2,94,3,2,1,94,4,0,2,94,4,0,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,12,4,30,54,12,5,66,17,12,7,25,56,12,4,54,30,12,8,16,64,12,6,26,56,15,0,55,30,45,0,33,16,3,3,17,1,3,8,33,38,17,2,81,0,19,2,12,67,19,0,69,9,0,0,1,2,19,0,16,28,22,15,19,1,22,38,18,2,100,100,70,0,28,2,34,1,64,1,75,0,25,0,46,0,39,15,84,0,13,3,74,0,25,1,22,1,2,8,8,17,42,22,0,2,4,15,15,42,23,1,31,27,12,6,23,0,13,23,23,18,23,0,28,26,13,10,48,6,34,12,48,15,16,21,48,11,26,15,27,1,40,32,68,1,15,16,86,0,4,0,2,1,0,2,5,48,0,1,2,2,8,2,0,6,1,1,3,5,4,0,1,16,37,2,24,37,0,0,37,0,5,14,18,13,7,6,0,38,4,46,10,2,38,0,12,24,17,8,1,3.1565217391304348,3.0004186503377634,1.8000000000000003,1.0327955589886444,11.120689655172415,7.053871865008697,2.875,1.6187818090942787
AR,ARG,Argentina,La Pampa,2020-12-26,2020-12-23,100,0,0,0,0,72,97,697968.9627063309,60,2,0,98,0,8,92,1,1,98,2,8,90,2,16,82,1,2,97,2,2,96,1,0,99,2,2,96,2,0,98,1,7,92,0,13,87,1,1,98,1,10,89,100,0,0,0,92,0,5,3,99,0,1,0,92,0,2,6,84,0,3,13,98,0,0,2,98,0,1,1,100,0,0,0,98,0,2,0,100,0,0,0,93,0,4,3,87,0,4,9,99,0,1,0,90,0,7,3,3,0,25,72,77,0,3,20,7,1,12,80,88,0,4,8,96,2,2,0,96,0,0,4,0,100,0,0,0,0,12,2,7,79,100,0,0,0,0,0,11,0,34,30,18,7,12,7,26,32,23,12,6,45,28,9,12,3,46,22,17,12,5,33,28,22,12,6,14,16,52,0,93,3,1,3,93,2,4,1,93,2,3,2,93,4,1,2,93,4,0,3,93,4,3,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,14,1,22,63,14,0,69,17,14,1,15,70,14,0,47,39,14,1,9,76,14,0,10,76,17,0,46,37,54,0,32,9,4,1,18,0,0,7,33,42,18,0,82,0,19,1,17,63,19,0,67,9,0,2,1,2,19,0,25,16,24,16,20,0,26,36,13,5,100,100,78,0,21,1,32,0,68,0,85,0,13,2,54,0,24,22,91,0,5,4,90,1,9,0,22,0,1,4,7,20,46,22,0,0,5,9,16,48,26,2,36,28,2,6,26,1,6,18,16,33,26,0,20,18,17,19,64,3,30,3,64,11,7,18,64,11,9,16,31,0,31,38,62,0,14,24,86,0,2,0,2,4,2,0,4,56,0,5,4,1,2,0,1,7,0,1,2,4,4,1,0,12,36,0,19,44,1,0,36,0,9,15,10,13,8,9,0,40,0,39,20,1,40,0,9,28,21,1,1,2.586206896551724,2.1300107541531057,3.4736842105263155,2.2941573387056176,11.11111111111111,6.263601552023861,2.8275862068965516,1.500151232545628
AR,ARG,Argentina,Mendoza,2020-12-26,2020-12-26,128,0,0,0,0,46,120,1075640.7399304714,82,2,1,125,2,9,117,2,2,124,2,18,108,2,22,104,1,14,113,2,14,112,2,5,121,2,3,123,2,1,125,2,8,118,1,18,109,2,2,124,2,14,112,127,0,1,0,119,0,4,5,126,0,2,0,110,0,8,10,106,0,5,17,114,1,6,7,114,0,6,8,123,0,3,2,125,0,1,2,127,0,0,1,120,0,3,5,110,0,5,13,126,0,2,0,114,1,7,6,8,0,19,101,109,0,7,12,12,4,36,76,92,1,3,32,125,1,2,0,125,0,1,2,0,127,0,0,1,0,21,1,5,101,128,0,0,0,0,0,14,0,26,48,24,16,22,7,33,43,23,22,8,54,28,16,22,6,47,31,22,22,6,35,31,34,22,7,11,25,63,0,123,2,3,0,123,3,1,1,123,1,4,0,123,4,0,1,123,3,1,1,123,3,1,1,128,0,0,0,128,0,0,0,128,0,0,0,128,0,0,0,128,0,0,0,128,0,0,0,128,0,0,0,128,0,0,0,128,0,0,0,128,0,0,0,128,0,0,0,128,0,0,0,25,0,31,72,25,0,64,39,25,1,27,75,25,0,66,37,25,0,21,82,25,0,16,87,26,0,70,32,58,0,32,25,10,3,28,1,1,8,43,47,28,2,98,0,30,1,14,83,30,0,78,14,2,2,1,1,30,0,17,26,34,21,31,0,18,49,24,6,128,128,97,1,27,3,64,1,61,2,101,1,25,1,62,1,40,25,107,1,15,5,112,0,16,0,34,0,3,3,12,15,61,34,0,1,5,13,18,57,35,1,35,38,13,6,35,1,8,24,28,32,35,0,30,32,13,18,67,2,48,11,67,7,15,39,67,5,20,36,36,0,49,43,85,0,12,31,117,1,1,0,1,1,0,1,6,68,0,6,4,3,9,3,2,7,1,0,1,1,3,2,3,15,42,1,42,43,0,0,42,0,6,15,20,18,17,9,1,44,0,65,12,7,44,1,17,22,30,12,2,3.302325581395349,2.345562007188918,2.588235294117647,2.292891829366678,11.825,6.9569653649136125,3.1358024691358026,1.3578759738996147
AR,ARG,Argentina,Misiones,2020-12-26,2020-12-25,100,0,0,0,0,108,97,918462.7847134301,71,2,0,98,1,5,94,4,3,93,3,12,85,3,12,85,2,5,93,2,13,85,2,1,97,1,2,97,0,2,98,1,8,91,2,19,79,1,2,97,1,7,92,100,0,0,0,95,0,3,2,97,0,1,2,88,2,3,7,88,0,4,8,95,1,2,2,87,1,5,7,99,0,0,1,98,0,1,1,98,1,1,0,92,0,3,5,81,0,5,14,98,0,1,1,93,2,2,3,3,0,30,67,71,0,8,21,4,2,10,84,90,0,4,6,96,0,4,0,96,0,2,2,0,98,0,2,0,0,11,3,8,78,100,0,0,0,0,0,6,1,24,31,19,19,8,6,29,35,22,8,10,34,27,21,8,11,36,24,21,8,9,27,29,27,8,10,12,14,56,0,92,3,4,1,92,7,1,0,92,5,2,1,92,8,0,0,92,7,0,1,92,7,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,8,5,22,65,8,2,68,22,8,5,22,65,8,2,55,35,8,8,15,69,8,4,18,70,12,0,54,34,46,0,34,11,6,3,13,0,0,6,27,54,13,0,87,0,14,1,14,71,14,0,70,9,1,0,0,6,14,0,23,21,28,14,15,1,30,38,10,6,100,100,79,2,18,1,33,3,63,1,79,2,19,0,46,2,26,26,85,0,9,6,83,0,15,2,15,1,0,4,12,17,51,15,1,2,5,11,15,51,17,2,31,37,5,8,17,0,17,17,23,26,17,0,26,23,19,15,53,5,34,8,53,12,17,18,53,12,20,15,20,1,41,38,62,0,18,20,84,0,4,0,1,0,2,1,8,43,0,0,8,2,3,0,2,7,2,0,3,5,10,2,0,13,26,0,27,45,1,1,26,0,11,17,18,10,11,7,0,28,0,50,20,2,28,0,22,26,16,8,0,2.864864864864865,2.4850906775559873,3.888888888888889,2.665063620734804,9.703125,6.487300628492905,2.859154929577465,1.6500716404177929
AR,ARG,Argentina,Neuqu<c3><a9>n,2020-12-26,2020-12-25,100,0,0,0,0,46,97,639602.9553538577,68,1,1,98,0,10,90,0,2,98,0,12,88,0,15,85,0,10,90,0,5,95,0,3,97,0,4,96,0,3,97,0,6,94,0,10,90,0,3,97,0,16,84,99,0,1,0,90,1,5,4,98,0,2,0,88,1,7,4,85,0,9,6,90,1,7,2,95,0,3,2,97,1,2,0,96,0,2,2,97,0,3,0,94,1,4,1,90,1,3,6,97,0,3,0,84,0,9,7,3,0,17,80,84,0,4,12,6,2,19,73,81,0,8,11,92,5,3,0,92,0,1,7,0,99,0,1,0,0,16,0,2,82,100,0,0,0,0,0,7,0,39,24,17,13,10,5,34,31,20,10,5,47,24,14,10,2,41,24,23,10,3,31,26,30,10,5,8,19,58,0,98,1,0,1,98,1,1,0,98,0,2,0,98,1,0,1,98,1,0,1,98,1,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,11,2,23,64,11,2,59,28,11,2,14,73,11,2,60,27,11,2,8,79,11,2,5,82,14,0,52,34,48,0,38,9,3,2,15,0,0,6,29,50,15,1,84,0,16,0,16,68,16,0,74,7,0,1,0,2,16,0,16,30,26,12,16,0,31,46,6,1,100,100,77,1,21,1,41,1,57,1,86,1,13,0,40,1,34,25,92,0,5,3,95,0,4,1,18,0,1,0,11,17,53,18,0,1,4,10,17,50,21,0,24,40,9,6,21,0,9,22,19,29,21,0,22,23,19,15,55,3,31,11,55,9,15,21,55,9,19,17,22,0,35,43,57,1,17,25,86,1,0,0,1,1,0,0,11,51,0,0,4,2,3,2,1,3,1,0,2,3,6,1,0,21,28,0,32,40,0,0,28,0,9,10,24,10,11,7,1,31,0,51,17,1,31,0,15,24,21,5,4,3,2.1701791214908597,3.0714285714285716,2.432608151261197,11.301587301587302,5.281235561186357,2.764705882352941,1.5656541912351034
AR,ARG,Argentina,R<c3><ad>o Negro,2020-12-26,2020-12-24,100,0,0,0,0,77,97,817871.7985439682,78,1,1,98,1,8,91,1,1,98,1,12,87,1,22,77,1,13,86,1,10,89,1,4,95,1,6,93,1,1,98,1,5,94,1,12,87,1,1,98,1,19,80,99,0,1,0,92,0,2,6,99,0,0,1,88,0,2,10,78,1,5,16,87,0,2,11,90,0,3,7,96,0,2,2,94,0,5,1,99,0,1,0,95,0,5,0,88,0,4,8,99,0,0,1,81,1,6,12,3,0,24,73,76,0,4,20,4,1,22,73,78,1,7,14,93,2,5,0,93,0,2,5,0,98,0,0,2,0,13,0,5,82,100,0,0,0,0,0,4,0,38,27,18,13,6,7,30,37,20,6,6,53,22,13,6,8,42,25,19,6,5,40,22,27,6,10,9,13,62,0,95,1,2,2,95,2,0,3,95,1,3,1,95,2,0,3,95,2,1,2,95,2,2,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,9,1,20,70,9,1,65,25,9,2,16,73,9,1,55,35,9,1,11,79,9,2,5,84,12,1,43,44,57,0,24,14,2,3,12,0,1,4,30,53,12,1,87,0,15,0,15,70,15,0,76,3,0,1,0,5,15,0,17,30,28,10,16,0,26,45,12,1,100,100,80,0,19,1,35,0,64,1,84,0,16,0,45,0,35,20,89,0,6,5,95,0,5,0,17,0,0,1,10,14,58,17,0,0,6,6,17,54,18,0,30,33,12,7,18,0,5,13,25,39,18,0,12,33,16,21,55,2,37,6,55,16,8,21,55,15,16,14,19,0,41,40,60,0,25,15,75,1,5,0,3,1,1,1,13,34,1,3,3,2,6,1,3,7,0,0,5,3,3,5,2,22,20,1,31,48,0,0,20,1,5,9,27,14,13,9,2,22,2,47,25,4,22,0,19,31,23,5,0,3.3877551020408165,2.4222607082590244,3.304347826086956,2.4389785978541334,12.027397260273972,6.546781657891418,2.763157894736842,1.4502268425101095
AR,ARG,Argentina,Salta,2020-12-26,2020-12-25,100,0,0,0,0,28,96,1401812.697108344,73,0,0,100,0,9,91,0,2,98,0,16,84,0,11,89,0,7,93,0,12,88,0,3,97,0,1,99,0,1,99,0,7,93,0,11,89,0,3,97,0,14,86,100,0,0,0,91,0,3,6,98,0,0,2,84,0,6,10,89,0,6,5,93,0,5,2,88,0,7,5,97,0,3,0,99,0,1,0,99,0,1,0,93,0,6,1,89,1,3,7,97,0,3,0,86,0,9,5,4,0,14,82,86,0,6,8,5,0,22,73,78,0,3,19,97,1,2,0,97,0,1,2,0,99,0,0,1,0,8,0,9,83,100,0,0,0,0,0,5,1,27,39,19,9,5,6,38,29,22,5,8,52,22,13,5,5,53,14,23,5,5,46,14,30,5,10,8,17,60,0,91,2,1,6,91,1,3,5,91,1,4,4,91,3,0,6,91,3,1,5,91,3,0,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,10,2,33,55,10,0,72,18,10,3,26,61,10,1,58,31,10,1,26,63,10,1,20,69,12,0,62,26,38,0,31,19,10,2,12,3,0,10,40,35,12,3,84,1,13,0,12,75,13,0,71,11,0,2,0,3,13,0,18,23,26,20,13,1,26,36,18,6,100,100,67,1,31,1,28,2,68,2,74,1,24,1,42,2,30,26,74,1,16,9,80,0,19,1,14,0,0,4,12,20,50,14,0,1,3,11,19,52,14,0,29,41,9,7,14,0,9,22,28,27,14,0,29,26,18,13,46,4,36,14,46,11,18,25,46,8,25,21,15,1,45,39,61,0,15,24,85,0,0,1,3,0,2,1,8,42,0,1,10,2,1,0,0,9,3,0,5,1,3,1,1,21,25,1,27,46,1,0,25,0,10,22,12,23,5,2,1,25,1,66,6,2,25,0,10,23,25,12,5,2.789473684210526,2.4179273538462547,2.0833333333333335,1.3113721705515067,10.507692307692308,6.464139243073756,3.3243243243243246,1.8365252189050372
AR,ARG,Argentina,San Juan,2020-12-26,2020-12-24,100,0,0,0,0,87,96,1206466.827257098,73,0,2,98,0,5,95,0,3,97,0,15,85,0,16,84,0,13,87,0,9,91,1,2,97,0,0,100,0,1,99,0,5,95,0,18,82,0,3,97,0,8,92,98,0,0,2,95,0,3,2,97,0,3,0,85,0,5,10,84,0,5,11,87,0,5,8,91,0,5,4,98,0,2,0,100,0,0,0,99,0,1,0,95,0,4,1,82,0,5,13,97,0,1,2,92,0,3,5,4,0,26,70,75,0,5,20,5,2,26,67,74,0,7,19,93,1,6,0,93,0,1,6,0,99,0,0,1,0,14,1,4,81,100,0,0,0,0,0,8,0,22,37,18,15,8,6,23,43,20,8,8,44,22,18,8,10,37,22,23,8,10,27,18,37,8,12,8,18,54,0,97,0,2,1,97,1,1,1,97,1,1,1,97,1,0,2,97,1,0,2,97,1,0,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,10,2,30,58,10,2,68,20,10,4,19,67,10,4,51,35,10,5,14,71,10,3,19,68,11,1,60,28,40,0,24,22,10,4,16,0,1,5,23,55,16,0,83,1,16,1,11,72,16,0,73,6,1,1,0,3,16,0,17,17,27,23,16,2,21,41,14,6,100,100,70,1,28,1,32,4,63,1,81,0,18,1,49,2,28,21,86,0,8,6,81,3,16,0,18,0,1,1,11,22,47,18,0,0,4,14,23,41,18,0,36,31,8,7,18,0,15,16,27,24,18,0,28,30,13,11,42,7,45,6,42,13,14,31,42,8,28,22,18,0,45,37,63,0,16,21,85,0,4,1,0,0,1,0,9,40,0,3,3,3,9,1,1,9,4,1,2,5,0,3,0,16,25,1,37,37,0,0,25,0,10,18,14,14,15,3,1,26,1,60,9,4,26,1,16,35,17,3,2,3.2352941176470593,2.7530569623867516,3.652173913043478,2.442217614683498,12.223880597014926,6.009640980358115,3.0273972602739727,1.452704400799936
AR,ARG,Argentina,San Luis,2020-12-26,2020-12-23,100,1,12041.573119038301,1,12041.573119038301,23,93,1128092.1157958973,67,0,3,97,0,5,95,0,2,98,0,20,80,0,10,90,0,16,84,0,6,94,0,4,96,0,2,98,0,2,98,0,5,95,0,17,83,0,4,96,0,16,84,97,1,2,0,95,1,1,3,98,1,1,0,80,1,7,12,90,1,3,6,84,1,6,9,94,1,4,1,96,1,2,1,98,0,1,1,98,1,0,1,95,1,1,3,83,1,5,11,96,0,3,1,84,0,11,5,7,0,10,83,90,0,5,5,9,4,35,52,65,1,16,18,84,2,14,0,84,0,0,16,0,100,0,0,0,0,32,0,3,65,100,0,0,0,0,0,12,1,27,28,19,13,14,2,30,29,25,14,5,35,31,15,14,4,40,25,17,14,3,26,30,27,14,3,8,14,61,0,97,2,0,1,97,2,0,1,97,1,2,0,97,0,3,0,97,2,1,0,97,2,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,17,1,19,63,17,1,66,16,17,2,24,57,17,2,51,30,17,1,16,66,17,3,4,76,20,0,55,25,45,0,25,19,4,7,20,1,1,10,30,38,20,0,79,1,21,2,10,67,21,0,63,11,1,1,0,3,21,0,17,18,31,13,21,1,16,43,10,9,100,100,81,0,18,1,34,0,63,3,76,0,23,1,49,0,24,27,84,0,11,5,96,0,3,1,23,0,2,1,13,16,45,23,0,2,4,11,20,40,23,3,37,27,5,5,23,0,15,14,23,25,23,0,28,20,16,13,52,0,43,5,52,16,12,20,52,13,15,20,23,0,39,38,62,1,16,21,85,1,2,0,4,1,1,1,5,46,0,2,4,4,9,0,0,8,2,0,2,3,3,3,1,13,30,0,23,46,0,1,30,0,12,17,16,9,8,5,3,32,0,53,12,3,32,0,11,32,20,4,1,2.763157894736842,1.9373178802122388,2.857142857142857,2.9113897843110044,12.625,6.323300323733405,3.176470588235294,1.5253203869037242
