ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..99,B1_1..77,B1_1.1,B1_1.2,B1_2..99,B1_2..77,B1_2.1,B1_2.2,B1_3..99,B1_3..77,B1_3.1,B1_3.2,B1_4..99,B1_4..77,B1_4.1,B1_4.2,B1_5..99,B1_5..77,B1_5.1,B1_5.2,B1_6..99,B1_6..77,B1_6.1,B1_6.2,B1_7..99,B1_7..77,B1_7.1,B1_7.2,B1_8..99,B1_8..77,B1_8.1,B1_8.2,B1_9..99,B1_9..77,B1_9.1,B1_9.2,B1_10..99,B1_10..77,B1_10.1,B1_10.2,B1_11..99,B1_11..77,B1_11.1,B1_11.2,B1_12..99,B1_12..77,B1_12.1,B1_12.2,B1_13..99,B1_13..77,B1_13.1,B1_13.2,B1_14..99,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V2..77,V2.1,V2.2,V2.3,V2a..99,V2a..77,V2a.1,V2a.2,V2a.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V4_6..99,V4_6..77,V4_6.1,V4_6.2,V4_6.3,V5a_1..99,V5a_1..77,V5a_1.0,V5a_1.1,V5a_2..99,V5a_2..77,V5a_2.0,V5a_2.1,V5a_3..99,V5a_3..77,V5a_3.0,V5a_3.1,V5a_4..99,V5a_4..77,V5a_4.0,V5a_4.1,V5a_5..99,V5a_5..77,V5a_5.0,V5a_5.1,V5a_6..99,V5a_6..77,V5a_6.0,V5a_6.1,V5a_7..99,V5a_7..77,V5a_7.0,V5a_7.1,V5a_8..99,V5a_8..77,V5a_8.0,V5a_8.1,V5a_9..99,V5a_9..77,V5a_9.0,V5a_9.1,V5a_10..99,V5b_1..99,V5b_1..77,V5b_1.0,V5b_1.1,V5b_2..99,V5b_2..77,V5b_2.0,V5b_2.1,V5b_3..99,V5b_3..77,V5b_3.0,V5b_3.1,V5b_4..99,V5b_4..77,V5b_4.0,V5b_4.1,V5b_5..99,V5b_5..77,V5b_5.0,V5b_5.1,V5b_6..99,V5b_6..77,V5b_6.0,V5b_6.1,V5b_7..99,V5b_7..77,V5b_7.0,V5b_7.1,V5b_8..99,V5b_8..77,V5b_8.0,V5b_8.1,V5b_9..99,V5b_9..77,V5b_9.0,V5b_9.1,V5b_10..99,V5c_1..99,V5c_1..77,V5c_1.0,V5c_1.1,V5c_2..99,V5c_2..77,V5c_2.0,V5c_2.1,V5c_3..99,V5c_3..77,V5c_3.0,V5c_3.1,V5c_4..99,V5c_4..77,V5c_4.0,V5c_4.1,V5c_5..99,V5c_5..77,V5c_5.0,V5c_5.1,V5c_6..99,V5c_6..77,V5c_6.0,V5c_6.1,V5c_7..99,V5c_7..77,V5c_7.0,V5c_7.1,V5c_8..99,V5c_8..77,V5c_8.0,V5c_8.1,V5c_9..99,V5c_9..77,V5c_9.0,V5c_9.1,V5c_10..99,V5d_1..99,V5d_1..77,V5d_1.0,V5d_1.1,V5d_2..99,V5d_2..77,V5d_2.0,V5d_2.1,V5d_3..99,V5d_3..77,V5d_3.0,V5d_3.1,V5d_4..99,V5d_4..77,V5d_4.0,V5d_4.1,V5d_5..99,V5d_5..77,V5d_5.0,V5d_5.1,V5d_6..99,V5d_6..77,V5d_6.0,V5d_6.1,V5d_7..99,V5d_7..77,V5d_7.0,V5d_7.1,V5d_8..99,V5d_8..77,V5d_8.0,V5d_8.1,V5d_9..99,V5d_9..77,V5d_9.0,V5d_9.1,V5d_10..99,V6_1..99,V6_1..77,V6_1.0,V6_1.1,V6_2..99,V6_2..77,V6_2.0,V6_2.1,V6_3..99,V6_3..77,V6_3.0,V6_3.1,V6_4..99,V6_4..77,V6_4.0,V6_4.1,V6_5..99,V6_5..77,V6_5.0,V6_5.1,V6_6..99,V6_6..77,V6_6.0,V6_6.1,V6_7..99,V6_7..77,V6_7.0,V6_7.1,V9..99,V9..77,V9.1,V9.2,V9.3,V9.4,V10_1..99,V10_1..77,V10_1.0,V10_1.1,V10_2..99,V10_2..77,V10_2.0,V10_2.1,V10_3..99,V10_3..77,V10_3.0,V10_3.1,V10_4..99,V10_4..77,V10_4.0,V10_4.1,V10_5..99,V10_5..77,V10_5.0,V10_5.1,V10_6..99,V10_6..77,V10_6.0,V10_6.1,V10_7..99,V10_7..77,V10_7.0,V10_7.1,V10_8..99,V10_8..77,V10_8.0,V10_8.1,V10_9..99,V10_9..77,V10_9.0,V10_9.1,V10_10..99,V10_10..77,V10_10.0,V10_10.1,V11..99,V11..77,V11.1,V11.2,V12..99,V12..77,V12.1,V12.2,V13..99,V15..99,V16..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9a..99,C9a..77,C9a.1,C9a.2,C9a.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
EG,EGY,Egypt,Al Jizah,2021-02-06,2021-02-06,112,1,5615.577855564301,0,0,92,102,3753086.3305572406,74,0,3,4,105,0,3,15,94,0,5,5,102,0,3,46,63,0,3,22,87,0,3,24,85,0,3,11,98,0,4,13,95,0,3,11,98,0,3,5,104,0,3,15,94,0,1,26,85,0,4,3,105,0,2,34,76,108,0,2,2,97,0,5,10,107,1,3,1,66,2,15,29,90,2,9,11,88,3,10,11,101,0,5,6,99,3,8,2,101,1,8,2,107,0,4,1,97,0,9,6,86,1,10,15,109,0,1,2,78,3,19,12,8,2,34,68,80,0,17,15,11,2,24,75,89,0,7,16,105,4,3,0,105,0,4,3,0,108,0,2,1,1,22,3,6,81,13,0,0,95,4,112,0,0,0,0,112,0,0,0,0,15,0,25,29,27,16,21,10,24,31,26,112,21,6,35,32,18,21,7,20,30,34,21,12,6,19,54,21,6,46,20,19,96,0,7,9,96,0,11,5,96,0,13,3,96,0,12,4,96,0,8,8,96,0,14,2,96,0,15,1,96,0,16,0,96,0,15,1,0,86,0,11,15,86,0,14,12,86,0,23,3,86,0,24,2,86,0,10,16,86,0,23,3,86,0,24,2,86,0,26,0,86,0,25,1,0,84,0,13,15,84,0,16,12,84,0,23,5,84,0,27,1,84,0,12,16,84,0,16,12,84,0,18,10,84,0,28,0,84,0,28,0,0,112,0,0,0,112,0,0,0,112,0,0,0,112,0,0,0,112,0,0,0,112,0,0,0,112,0,0,0,112,0,0,0,112,0,0,0,0,101,0,11,0,101,0,5,6,101,0,4,7,101,0,6,5,101,0,10,1,101,0,8,3,101,0,10,1,23,0,35,29,10,15,23,2,84,3,23,2,83,4,23,2,87,0,23,2,82,5,23,2,78,9,23,2,84,3,23,2,74,13,23,2,85,2,23,2,77,10,23,2,37,50,88,1,0,23,38,1,30,43,0,0,0,106,4,1,1,106,5,0,1,106,1,5,0,106,5,0,1,106,5,0,1,106,4,1,1,112,0,0,0,112,0,0,0,112,0,0,0,112,0,0,0,112,0,0,0,112,0,0,0,112,0,0,0,112,0,0,0,112,0,0,0,112,0,0,0,112,0,0,0,112,0,0,0,23,9,37,43,23,7,52,30,23,12,31,46,23,11,46,32,23,13,23,53,23,8,35,46,23,1,50,38,62,0,24,13,6,7,23,2,4,13,33,37,23,1,83,5,24,3,19,66,24,0,30,34,8,9,2,5,24,0,24,19,30,15,24,0,18,39,21,10,112,25,0,5,75,7,25,0,9,65,13,75,0,32,5,60,0,42,10,81,0,21,10,66,0,25,21,89,1,12,10,77,0,31,4,26,1,1,4,20,26,34,26,0,2,17,18,19,30,29,3,28,36,6,10,29,3,7,13,21,39,29,4,21,24,19,15,68,5,34,5,68,12,25,7,68,15,22,7,36,0,44,32,80,1,7,24,105,0,1,1,1,0,1,0,3,63,0,0,8,4,5,2,2,7,4,0,3,3,2,3,2,4,38,0,50,24,0,0,38,1,20,26,19,5,1,2,0,38,1,54,7,12,38,3,4,41,20,6,0,3.353846153846154,2.8418236290209036,3,1.927248223318863,15.385714285714286,3.5966685758796983,3.4705882352941178,1.8241382200452012
EG,EGY,Egypt,Al Qahirah,2021-02-06,2021-02-06,134,3,23328.19814929389,1,9685.14264501752,136,131,2728237.054657301,98,0,2,4,128,0,3,23,108,0,3,5,126,0,2,36,96,0,3,25,106,0,1,22,111,0,3,17,114,0,3,12,119,0,3,5,126,0,3,4,127,0,2,10,122,0,3,31,100,0,3,5,126,0,3,31,100,130,0,2,2,111,1,4,18,129,1,3,1,98,1,10,25,109,1,8,16,112,0,8,14,117,0,10,7,122,0,5,7,129,1,1,3,130,1,3,0,124,1,6,3,103,1,15,15,129,0,2,3,103,1,16,14,3,0,46,85,89,0,13,32,4,6,28,96,106,0,8,20,126,3,5,0,126,0,7,1,0,127,0,3,4,0,19,1,11,103,6,0,1,124,3,133,0,1,0,0,134,0,0,0,0,7,0,44,36,25,22,10,8,41,51,24,134,10,6,62,40,16,10,5,45,39,35,10,9,11,32,72,10,5,78,32,9,112,0,10,12,112,0,16,6,112,0,17,5,112,0,22,0,112,0,8,14,112,0,18,4,112,0,22,0,112,0,22,0,112,0,22,0,0,109,0,9,16,109,0,16,9,109,0,21,4,109,0,23,2,109,0,7,18,109,0,19,6,109,0,17,8,109,0,25,0,109,0,24,1,0,98,0,10,26,98,0,16,20,98,0,35,1,98,0,34,2,98,0,16,20,98,0,19,17,98,0,22,14,98,0,36,0,98,0,36,0,0,134,0,0,0,134,0,0,0,134,0,0,0,134,0,0,0,134,0,0,0,134,0,0,0,134,0,0,0,134,0,0,0,134,0,0,0,0,124,0,8,2,124,0,4,6,124,0,7,3,124,0,6,4,124,0,7,3,124,0,8,2,124,0,9,1,12,0,41,44,21,16,13,3,109,9,13,3,113,5,13,3,116,2,13,3,104,14,13,3,101,17,13,3,116,2,13,3,113,5,13,3,117,1,13,3,106,12,13,3,48,70,105,0,1,28,34,0,36,64,0,0,0,123,4,5,2,123,6,0,5,123,3,6,2,123,5,1,5,123,6,1,4,123,3,4,4,134,0,0,0,134,0,0,0,134,0,0,0,134,0,0,0,134,0,0,0,134,0,0,0,134,0,0,0,134,0,0,0,134,0,0,0,134,0,0,0,134,0,0,0,134,0,0,0,18,3,53,60,18,4,83,29,18,9,50,57,18,4,73,39,18,7,22,87,18,5,34,77,20,1,69,44,65,0,36,15,8,10,20,0,2,17,48,47,20,1,111,2,20,0,20,94,20,0,46,39,12,9,3,5,20,0,18,24,45,27,20,3,18,56,25,12,134,21,1,18,89,5,23,0,11,90,10,82,0,46,6,52,0,70,12,85,0,40,9,62,1,38,33,113,1,14,6,101,0,32,1,24,0,2,6,21,27,54,24,0,6,16,28,26,34,28,1,41,39,19,6,28,0,3,10,32,61,28,0,17,32,24,33,86,4,36,8,86,8,26,14,86,8,24,16,30,0,62,42,92,0,12,30,122,1,4,2,1,1,0,0,3,60,0,1,7,8,6,2,7,7,7,0,2,4,2,1,4,16,32,2,72,28,0,0,32,0,19,33,25,15,9,1,0,34,1,91,5,3,34,0,7,42,39,9,3,3.1714285714285713,2.0214174146843678,3.1951219512195124,1.952172023607576,15.792079207920793,3.803463767891495,3.5510204081632653,1.7768409879576814
EG,EGY,Egypt,Al Iskandariyah,2021-02-07,2021-02-06,100,2,47859.8040659924,1,30750.738467327003,72,90,4352578.955737068,75,0,0,3,97,0,1,12,87,0,1,8,91,0,3,31,66,0,0,29,71,0,2,26,72,0,3,13,84,0,3,9,88,0,2,8,90,0,1,3,96,0,1,12,87,0,2,32,66,0,1,9,90,0,1,35,64,97,0,1,2,88,0,5,7,92,0,7,1,69,2,17,12,71,0,11,18,74,2,13,11,87,0,6,7,91,0,7,2,92,0,5,3,97,0,3,0,88,1,4,7,68,2,11,19,91,1,4,4,65,0,21,14,10,0,25,65,75,0,10,15,11,1,20,68,80,0,3,17,97,2,1,0,97,0,2,1,0,98,0,1,0,1,15,2,7,76,12,0,2,83,3,98,0,1,0,1,98,0,1,1,0,15,0,24,22,26,13,17,6,21,35,21,100,17,6,44,21,12,17,7,23,24,29,17,7,5,18,53,17,1,46,19,17,87,0,4,9,87,0,9,4,87,0,9,4,87,0,12,1,87,0,7,6,87,0,13,0,87,0,12,1,87,0,13,0,87,0,10,3,0,74,0,12,14,74,0,17,9,74,0,24,2,74,0,25,1,74,0,7,19,74,0,22,4,74,0,23,3,74,0,26,0,74,0,25,1,0,78,0,11,11,78,0,14,8,78,0,18,4,78,0,22,0,78,0,6,16,78,0,14,8,78,0,15,7,78,0,22,0,78,0,22,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,90,0,10,0,90,0,6,4,90,0,6,4,90,0,5,5,90,0,8,2,90,0,10,0,90,0,7,3,16,0,33,25,14,12,16,3,75,6,16,3,77,4,16,3,81,0,16,3,75,6,16,3,65,16,16,3,81,0,16,3,73,8,16,3,79,2,16,3,71,10,16,3,29,52,75,1,2,22,25,1,24,50,0,0,0,93,4,1,2,93,5,1,1,93,0,6,1,93,5,2,0,93,3,3,1,93,4,2,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,17,6,33,44,17,3,56,24,17,8,36,39,17,2,48,33,17,8,12,63,17,4,36,43,17,0,50,33,50,0,26,11,7,6,17,0,4,12,29,38,17,0,81,2,18,1,18,63,18,0,37,16,10,9,3,7,18,0,17,20,24,21,18,0,17,32,21,12,100,18,0,12,66,4,19,0,8,66,7,67,0,24,9,44,0,45,11,64,0,27,9,52,0,27,21,88,0,8,4,64,0,26,10,20,0,3,9,16,17,35,20,0,6,10,19,21,24,21,1,27,28,11,12,21,0,2,18,14,45,21,0,15,21,21,22,64,7,25,4,64,10,18,8,64,5,24,7,21,0,42,37,63,0,11,26,89,0,3,0,1,2,0,0,5,47,0,1,8,1,9,1,1,11,4,0,1,1,1,0,2,12,24,0,51,25,0,0,24,0,23,17,18,10,5,3,0,25,0,71,4,0,25,0,4,32,26,5,8,3.1935483870967745,2.7090540946581783,3.1904761904761907,2.0400746951777924,15.225352112676054,3.402508247491176,3.4722222222222223,1.6948324294768082
EG,EGY,Egypt,Al Jizah,2021-02-07,2021-02-06,100,1,21292.3714181664,0,0,47,92,4004152.8644016967,66,0,4,4,92,0,4,14,82,0,4,4,92,0,3,31,66,0,3,28,69,0,4,25,71,0,4,11,85,0,4,8,88,0,4,7,89,0,4,1,95,0,4,16,80,0,4,30,66,0,5,9,86,0,4,30,66,96,0,1,3,86,1,8,5,96,0,3,1,69,1,11,19,72,0,5,23,75,0,10,15,89,1,4,6,92,1,3,4,93,0,5,2,99,0,1,0,84,0,9,7,70,2,6,22,91,0,5,4,70,0,18,12,7,1,19,73,82,0,11,7,9,1,11,79,89,0,3,8,97,1,2,0,97,0,2,1,0,98,1,1,0,0,13,1,6,80,9,1,0,89,1,100,0,0,0,0,100,0,0,0,0,10,1,30,23,24,12,15,10,29,25,21,100,15,11,34,28,12,15,9,24,29,23,15,14,9,20,42,15,4,43,29,9,89,0,5,6,89,0,9,2,89,0,9,2,89,0,9,2,89,0,7,4,89,0,8,3,89,0,10,1,89,0,11,0,89,0,10,1,0,77,0,8,15,77,0,11,12,77,0,18,5,77,0,19,4,77,0,9,14,77,0,18,5,77,0,18,5,77,0,23,0,77,0,21,2,0,78,0,10,12,78,0,10,12,78,0,19,3,78,0,21,1,78,0,11,11,78,0,13,9,78,0,15,7,78,0,22,0,78,0,21,1,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,90,0,9,1,90,0,5,5,90,0,7,3,90,0,3,7,90,0,7,3,90,0,9,1,90,0,10,0,17,1,28,34,10,10,17,5,74,4,17,5,76,2,17,5,76,2,17,5,72,6,17,5,64,14,17,5,77,1,17,5,69,9,17,5,75,3,17,5,72,6,17,5,33,45,74,0,2,24,32,0,24,44,0,0,0,94,5,1,0,94,4,2,0,94,1,5,0,94,5,1,0,94,5,1,0,94,5,1,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,17,7,27,49,17,3,62,18,17,6,28,49,17,7,41,35,17,12,11,60,17,5,37,41,19,1,46,34,54,0,25,9,6,6,21,1,1,12,34,31,21,0,78,1,23,1,17,59,23,0,36,22,6,6,1,6,23,0,22,14,26,15,24,0,23,31,17,5,100,24,0,8,66,2,25,0,8,61,6,73,1,21,5,38,3,46,13,72,3,17,8,59,3,21,17,89,2,7,2,63,1,34,2,25,0,2,6,17,21,29,25,0,6,10,19,17,23,27,0,25,31,10,7,27,0,5,8,20,40,27,0,12,23,17,21,65,3,28,4,65,7,22,6,65,9,17,9,28,0,35,37,63,0,14,23,86,1,7,0,2,0,0,0,4,52,0,0,7,3,5,1,2,2,3,0,3,4,0,2,5,11,30,0,42,26,0,2,30,0,17,21,10,16,4,1,1,32,1,58,2,7,32,1,1,34,26,4,2,3.225806451612903,2.62659384766915,2.8666666666666667,2.0307165050320353,14.920634920634921,4.167081392570736,3.727272727272727,1.8773586563242315
EG,EGY,Egypt,Al Qahirah,2021-02-07,2021-02-07,130,2,20027.890610562572,2,20027.890610562572,111,119,2465532.0649918113,76,0,3,2,125,0,3,17,110,0,4,11,115,0,3,31,96,0,3,22,105,0,3,30,97,0,3,8,119,0,3,11,116,0,3,10,117,0,3,2,125,0,2,26,102,0,3,38,89,0,3,6,121,0,2,42,86,128,0,1,1,113,1,10,6,119,0,6,5,99,1,8,22,108,0,10,12,100,0,14,16,122,0,3,5,119,0,7,4,120,0,5,5,128,0,2,0,104,1,14,11,92,1,11,26,124,0,4,2,88,1,23,18,11,0,44,75,89,0,11,30,14,1,40,75,90,0,6,34,124,4,2,0,124,0,4,1,1,126,0,1,2,1,21,2,11,96,18,0,3,104,5,127,1,1,0,1,128,0,1,0,1,23,0,21,31,37,18,30,4,26,43,27,130,30,2,46,34,18,30,3,15,38,44,30,7,8,23,62,30,3,51,32,14,112,0,4,14,112,0,11,7,112,0,15,3,112,0,16,2,112,0,10,8,112,0,14,4,112,0,18,0,112,0,18,0,112,0,18,0,0,94,0,13,23,94,0,21,15,94,0,28,8,94,0,33,3,94,0,10,26,94,0,26,10,94,0,30,6,94,0,36,0,94,0,34,2,0,100,0,11,19,100,0,19,11,100,0,28,2,100,0,29,1,100,0,10,20,100,0,14,16,100,0,19,11,100,0,30,0,100,0,29,1,0,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,0,118,1,7,4,118,1,8,3,118,1,3,8,118,1,2,9,118,1,9,2,118,1,10,1,118,1,11,0,30,0,30,39,21,10,34,4,88,4,34,4,87,5,34,4,91,1,34,4,84,8,34,4,79,13,34,4,92,0,34,4,84,8,34,4,87,5,34,4,77,15,34,4,38,54,100,0,0,30,53,0,20,57,0,0,0,122,4,1,3,122,4,1,3,122,2,3,3,122,2,3,3,122,3,2,3,122,2,4,2,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,34,6,46,44,34,3,69,24,34,7,39,50,34,6,56,34,34,11,19,66,34,11,32,53,37,2,62,29,68,0,32,16,5,9,40,0,2,11,48,29,40,2,87,1,42,1,15,72,42,0,33,34,11,5,2,3,42,0,19,21,31,17,42,0,14,39,23,12,130,43,1,14,71,1,43,0,7,75,5,84,1,38,7,61,0,58,11,91,2,29,8,74,1,26,29,111,0,12,7,98,0,31,1,45,0,5,5,22,18,35,45,0,5,11,21,25,23,49,0,33,33,11,4,49,0,2,14,20,45,49,0,14,29,20,18,87,5,24,14,87,8,25,10,87,5,27,11,50,0,39,41,89,0,14,27,116,0,3,1,1,4,1,0,4,77,0,0,7,5,8,0,4,5,3,0,0,7,0,1,0,13,51,1,48,29,0,1,51,0,22,24,15,13,3,2,0,53,0,70,6,1,53,3,5,36,27,5,1,3.2816901408450705,3.1267650950716703,2.8333333333333335,1.7320508075688772,16.039473684210527,2.650488203953801,3.5945945945945947,1.543159176609446
