ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
BY,BLR,Belarus,Brest,2021-01-04,2020-12-27,100,6,172478.527753368,3,123098.7746410791,131,91,2406820.9130070386,73,4,9,87,3,20,77,5,11,84,6,43,51,2,27,71,5,25,70,4,22,74,3,14,83,6,5,89,5,10,85,5,13,82,4,29,67,6,9,85,5,28,67,91,1,7,1,80,2,9,9,89,2,7,2,57,3,21,19,73,2,11,14,75,2,18,5,78,3,8,11,86,3,8,3,95,0,4,1,90,2,8,0,87,1,10,2,71,2,10,17,91,2,6,1,72,2,14,12,9,0,49,42,52,0,16,32,10,1,38,51,62,0,12,26,88,9,3,0,88,3,9,0,97,0,2,1,0,23,1,28,48,100,10,0,14,28,23,25,13,12,18,24,33,13,10,25,22,30,13,7,25,29,26,13,7,16,23,41,13,10,4,12,61,72,17,8,3,72,20,3,5,72,19,6,3,72,14,10,4,72,20,3,5,72,19,5,4,81,2,0,17,81,2,0,17,81,1,1,17,81,2,2,15,81,1,0,18,81,2,5,12,81,2,1,16,93,1,1,5,93,1,0,6,93,1,0,6,93,0,4,3,93,1,1,5,14,4,38,44,14,3,69,14,14,5,26,55,14,5,47,34,14,5,12,69,14,6,28,52,18,1,48,33,52,0,28,11,4,5,18,0,0,11,31,40,18,0,82,0,18,0,20,62,18,0,57,15,6,0,1,3,18,0,24,16,22,20,20,0,18,35,20,7,21,0,11,67,1,21,0,10,69,0,63,2,31,4,32,2,66,0,74,1,24,1,54,1,33,12,88,0,10,2,72,1,25,2,21,2,2,4,26,12,33,21,1,1,6,17,18,36,22,2,26,40,6,4,22,2,6,9,24,37,22,0,15,38,16,9,48,7,35,10,48,24,12,16,48,20,17,15,23,2,53,22,78,11,11,90,3,0,0,0,1,1,1,4,37,0,1,9,5,9,1,0,9,6,0,3,5,2,0,0,13,26,1,31,42,0,0,26,0,3,10,24,28,6,2,1,26,1,25,42,6,26,0,19,34,15,6,0,9.81132075471698,10.442252563823399,3.733333333333334,2.4202213254923226,11.515873015873016,5.668936475019676,2.242857142857143,1.2090925365350502
BY,BLR,Belarus,Homyel',2021-01-04,2020-12-26,100,6,129816.8384627527,5,107493.97360470379,145,93,2146527.965834121,71,4,10,86,4,21,75,4,8,88,1,41,58,1,37,62,3,23,74,4,18,78,5,7,88,5,3,92,4,12,84,3,13,84,3,31,66,4,13,83,2,38,60,90,0,8,2,79,0,13,8,92,0,8,0,59,3,22,16,63,4,15,18,77,0,18,5,82,2,8,8,93,0,5,2,97,0,2,1,88,0,12,0,87,0,11,2,69,0,18,13,87,1,10,2,62,1,28,9,7,0,47,46,54,0,27,19,9,1,36,54,64,2,7,27,93,7,0,0,93,2,5,0,98,0,2,0,0,19,0,31,50,100,11,0,19,21,16,33,14,5,23,20,38,14,8,22,23,33,14,7,31,20,28,14,9,12,22,43,14,10,5,11,60,71,11,3,15,71,11,4,14,71,10,8,11,71,11,8,10,71,13,0,16,71,9,8,12,85,1,0,14,85,1,0,14,85,0,2,13,85,0,2,13,85,0,3,12,85,0,2,13,85,0,1,14,96,1,0,3,96,1,0,3,96,1,0,3,96,1,0,3,96,1,1,2,17,4,31,48,17,0,62,21,17,6,29,48,17,5,46,32,17,5,17,61,17,4,28,51,17,1,43,39,57,0,25,7,3,8,18,1,1,6,36,38,18,0,82,0,18,1,14,67,18,0,51,20,6,1,1,3,18,0,24,12,26,20,20,1,11,35,23,10,20,0,11,66,3,21,0,14,64,1,69,0,28,3,38,0,56,6,71,0,27,2,54,0,34,12,83,0,13,4,72,0,23,5,24,1,0,3,22,17,33,24,1,0,5,22,21,27,25,3,24,34,9,5,25,0,4,12,23,36,25,0,17,28,16,14,55,5,32,8,55,18,12,15,55,19,13,13,25,0,49,26,74,12,14,88,0,0,0,1,0,3,0,8,40,0,4,6,8,6,1,0,4,6,0,1,3,3,1,2,15,27,3,28,42,0,0,27,1,3,15,22,19,12,1,0,28,2,40,24,6,28,2,19,28,17,6,0,7.920634920634921,7.923630618032301,3.8,2.6546296961213653,12.124615384615385,5.430815741247774,2.391304347826087,1.215311522691487
BY,BLR,Belarus,Hrodna,2021-01-04,2020-12-26,100,2,28888.968155325812,1,24703.551265306094,153,94,2221266.6254165955,64,1,4,95,3,20,77,3,7,90,3,27,70,3,25,72,3,16,81,2,14,84,2,4,94,2,8,90,3,5,92,2,11,87,0,22,78,3,8,89,3,25,72,96,0,2,2,80,1,9,10,93,0,6,1,73,2,11,14,75,2,12,11,84,1,8,7,86,2,4,8,96,0,3,1,92,0,7,1,95,0,5,0,89,0,10,1,78,2,8,12,92,0,6,2,75,1,15,9,6,0,46,48,57,0,15,28,10,1,42,47,59,1,5,35,95,3,1,1,95,1,4,0,100,0,0,0,0,18,1,28,53,100,12,1,7,28,20,32,18,5,14,19,44,18,8,11,25,38,18,3,26,20,33,18,6,10,12,54,18,8,1,8,65,72,10,3,15,72,11,1,16,72,8,7,13,72,9,10,9,72,12,1,15,72,10,4,14,86,0,0,14,86,0,0,14,86,0,2,12,86,0,1,13,86,0,1,13,86,0,2,12,86,0,0,14,96,0,0,4,96,0,1,3,96,0,0,4,96,0,1,3,96,0,0,4,19,3,39,39,19,2,73,6,19,3,35,43,19,3,55,23,19,3,29,49,19,3,29,49,20,1,61,18,39,0,30,16,7,8,23,2,1,8,37,29,23,2,74,1,24,1,15,60,24,0,53,17,4,1,0,1,24,1,11,13,29,22,26,0,9,30,27,8,28,0,13,57,2,30,0,14,55,1,61,4,33,2,28,3,69,0,66,1,27,6,45,3,39,13,71,2,21,6,71,3,24,2,34,1,1,3,12,21,28,34,1,1,3,16,15,30,34,0,16,42,4,4,34,0,3,7,22,34,34,0,8,35,16,7,57,3,30,10,57,16,8,19,57,15,10,18,34,0,45,21,79,9,12,91,3,0,0,1,0,1,1,3,46,0,2,5,5,7,0,1,10,6,0,3,2,1,0,3,9,34,0,26,40,0,0,34,0,3,8,21,21,13,0,0,34,3,30,29,4,34,3,19,27,12,2,3,6.061224489795919,6.094424238820357,4.34375,3.178652331596095,13.655737704918034,5.198991074883791,2.403225806451613,1.1229305544613084
BY,BLR,Belarus,Mahilyow,2021-01-04,2020-12-24,100,4,139538.963489385,3,124684.1625577452,155,95,2652376.0435222704,73,5,8,87,7,23,70,5,18,77,3,49,48,5,32,63,5,23,72,5,13,82,5,14,81,6,8,86,6,17,77,6,18,76,6,25,69,6,12,82,4,36,60,92,0,5,3,77,0,12,11,82,1,13,4,51,0,30,19,68,1,18,13,77,1,16,6,87,1,8,4,86,2,10,2,92,1,5,2,83,0,14,3,82,2,11,5,75,2,13,10,88,2,4,6,64,2,14,20,5,0,51,44,49,1,17,33,5,1,44,50,56,0,18,26,82,12,5,1,82,8,10,0,92,1,2,4,1,24,2,31,43,100,7,0,12,29,21,31,8,8,19,25,40,8,8,17,31,36,8,8,33,18,33,8,7,15,19,51,8,11,4,11,66,71,15,8,6,71,20,2,7,71,16,8,5,71,17,8,4,71,18,5,6,71,19,4,6,89,1,0,10,89,1,0,10,89,1,1,9,89,1,0,10,89,1,0,10,89,1,4,6,89,1,2,8,97,0,1,2,97,0,1,2,97,0,0,3,97,0,1,2,97,0,1,2,10,7,41,42,10,1,66,23,10,7,29,54,10,1,51,38,10,6,18,66,10,4,34,52,13,2,51,34,49,0,29,13,3,6,15,1,1,9,33,41,15,1,83,1,15,0,25,60,15,0,64,11,4,4,0,2,15,0,28,11,26,20,16,0,19,33,25,7,18,0,9,73,0,19,0,14,67,0,60,1,35,4,36,2,61,1,71,1,25,3,50,3,39,8,83,2,12,3,68,1,29,2,20,0,1,6,21,11,41,20,0,3,10,18,20,29,21,2,23,42,5,7,21,0,5,10,24,40,21,0,17,28,20,14,56,6,32,6,56,20,8,16,56,15,13,16,23,1,55,21,79,8,13,92,1,1,0,0,0,1,1,4,37,0,2,6,3,7,2,6,5,9,0,3,5,2,1,3,9,24,2,22,52,0,0,24,0,2,13,23,20,15,3,0,24,3,38,32,3,24,2,16,32,18,6,2,8.191176470588236,7.608434739962874,3.4523809523809526,2.7426387592117885,13.492957746478872,5.304642816672471,2.125,1.0606601717798212
BY,BLR,Belarus,Minsk,2021-01-04,2021-01-03,100,6,102875.110770691,5,80070.2890312149,130,93,1788424.3596632474,67,5,9,86,4,22,74,5,17,78,3,43,54,3,35,62,4,25,71,6,16,78,5,9,86,7,4,89,5,10,85,6,15,79,6,23,71,6,10,84,5,29,66,91,2,5,2,78,2,12,8,83,1,12,4,57,5,20,18,65,5,12,18,75,2,18,5,84,4,3,9,91,1,6,2,96,0,2,2,90,2,7,1,85,1,12,2,77,4,11,8,90,2,6,2,71,4,15,10,7,0,40,53,61,0,19,20,8,1,53,38,48,0,12,40,88,7,4,1,88,4,8,0,96,0,0,4,0,23,0,29,48,100,11,0,15,22,22,30,12,6,12,27,43,12,8,10,24,46,12,5,25,27,31,12,2,10,17,59,12,6,2,4,76,72,11,6,11,72,15,3,10,72,10,8,10,72,13,6,9,72,13,6,9,72,12,5,11,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,12,5,25,58,12,0,56,32,12,3,22,63,12,4,44,40,12,5,16,67,12,4,21,63,14,0,48,38,52,0,33,9,3,3,15,0,3,11,34,37,15,0,85,0,18,0,17,65,18,0,59,13,4,1,3,2,18,0,14,22,32,14,18,0,16,40,18,8,19,0,9,70,2,20,0,6,74,0,75,0,21,4,44,2,50,4,78,2,16,4,56,1,26,17,84,2,13,1,79,1,18,2,22,4,2,5,14,15,38,22,1,1,8,13,18,37,25,2,21,41,7,4,25,0,4,12,16,43,25,0,14,27,18,16,59,6,32,3,59,17,9,15,59,15,14,12,26,0,47,27,73,17,10,85,2,0,0,3,0,5,1,4,38,0,0,12,5,7,0,3,3,8,0,2,4,0,1,3,14,29,1,26,44,0,0,29,0,1,14,21,20,11,3,1,32,4,44,11,9,32,2,18,27,14,6,1,7.046153846153846,7.702334810851936,3.78125,2.881916644940845,13.661290322580646,5.082736930160392,2.3492063492063493,1.16617281625769
BY,BLR,Belarus,Vitsyebsk,2021-01-04,2020-12-25,100,8,184199.4935243271,4,115273.1862257709,107,92,2095335.060675235,81,3,15,82,4,17,79,4,14,82,3,38,59,4,35,61,2,17,81,3,13,84,3,10,87,4,4,92,4,9,87,5,9,86,3,27,70,3,17,80,3,36,61,85,0,13,2,83,5,10,2,86,2,9,3,62,7,14,17,65,3,14,18,83,2,11,4,87,4,5,4,90,3,6,1,96,1,2,1,91,1,6,2,91,2,3,4,73,3,10,14,83,1,15,1,64,6,14,16,8,0,39,53,62,0,11,27,9,0,40,51,60,0,16,24,84,8,8,0,84,4,12,0,96,0,1,3,0,25,1,32,42,100,11,1,15,24,20,29,12,10,20,20,38,12,7,25,21,35,12,9,24,24,31,12,10,17,19,42,12,11,11,11,55,68,12,7,13,68,15,6,11,68,15,5,12,68,14,7,11,68,17,3,12,68,13,8,11,89,0,0,11,89,0,0,11,89,0,0,11,89,0,2,9,89,0,1,10,89,0,0,11,89,0,0,11,97,1,0,2,97,1,0,2,97,1,0,2,97,1,0,2,97,0,2,1,13,5,38,44,13,2,67,18,13,4,27,56,13,4,45,38,13,7,16,64,13,6,20,61,16,0,52,32,48,0,30,13,1,8,16,0,0,12,41,31,16,0,84,0,17,0,13,70,17,0,57,17,4,3,0,2,17,0,35,15,14,19,17,2,10,36,25,10,17,0,10,73,0,17,0,8,73,2,62,2,29,7,33,4,59,4,73,3,22,2,55,3,29,13,84,1,13,2,80,1,17,2,18,0,1,10,19,16,36,18,0,1,11,15,18,37,18,0,28,40,8,6,18,0,0,13,24,45,18,0,16,39,15,12,45,10,37,8,45,24,15,16,45,17,29,9,18,0,57,25,75,16,9,84,1,1,0,1,0,3,1,9,27,0,3,13,7,3,0,2,4,16,0,2,0,2,0,5,16,19,0,33,47,0,1,19,0,3,16,30,20,9,2,1,19,4,20,45,12,19,1,19,33,24,3,1,5.833333333333333,5.92643581838477,4.238095238095238,2.547641299413281,11.078947368421053,5.6868577331592345,2.282051282051282,1.1721601315346697
BY,BLR,Belarus,-99,2021-01-13,2021-01-01,100,2,28682.6615281198,2,28682.6615281198,113,92,2031208.644522538,62,8,5,87,6,19,75,7,14,79,5,33,62,4,24,72,4,21,75,9,9,82,7,13,80,8,7,85,7,9,84,6,10,84,3,22,75,7,10,83,6,26,68,95,1,3,1,81,1,13,5,86,1,10,3,67,3,15,15,76,3,11,10,79,4,11,6,91,1,2,6,87,1,9,3,93,0,6,1,91,0,6,3,90,0,4,6,78,3,7,12,90,0,9,1,74,2,11,13,8,0,46,46,56,2,15,27,10,1,34,55,66,1,12,21,88,7,4,1,88,5,7,0,95,0,2,3,0,26,2,29,43,100,16,0,11,13,19,41,17,11,14,15,43,17,13,10,18,42,17,13,19,14,37,17,14,9,7,53,17,16,0,4,63,74,15,2,9,74,11,6,9,74,9,10,7,74,12,5,9,74,15,3,8,74,15,4,7,90,1,0,9,90,1,0,9,90,0,1,9,90,1,0,9,90,1,1,8,90,1,2,7,90,1,0,9,96,1,0,3,96,0,1,3,96,1,0,3,96,1,1,2,96,1,1,2,19,4,30,47,19,4,63,14,19,9,25,47,19,7,40,34,19,9,19,53,19,6,21,54,20,1,49,30,51,0,29,11,6,3,20,2,1,6,22,49,20,4,76,0,21,2,16,61,21,1,53,13,5,4,2,1,21,2,18,10,31,18,21,3,21,25,21,9,21,2,9,64,4,25,3,13,59,0,70,0,25,5,38,1,55,6,75,1,18,6,60,2,28,10,81,0,15,4,79,0,17,4,26,1,0,4,19,15,35,26,2,0,4,17,17,34,28,1,20,36,7,8,28,2,5,11,16,38,28,2,14,30,9,17,56,9,32,3,56,22,14,8,56,18,21,5,28,3,33,36,64,16,20,86,4,1,0,1,1,1,0,6,55,0,2,4,4,2,1,2,7,7,1,1,2,1,0,0,11,35,0,18,47,0,0,35,1,0,10,16,24,9,5,0,37,5,40,15,3,37,6,15,18,19,2,3,9.352941176470589,9.634985271211917,3.91304347826087,2.5921742975604105,11.864406779661017,5.639936497315049,2.1636363636363636,1.1509036122017884
BY,BLR,Belarus,Brest,2021-01-13,2020-12-30,100,6,152374.2083247043,4,124658.82008009231,122,92,2307343.6224413947,69,5,8,87,3,19,78,5,10,85,6,42,52,2,30,68,5,21,74,4,17,79,4,13,83,6,3,91,6,8,86,5,13,82,4,26,70,6,10,84,4,33,63,92,2,4,2,81,4,7,8,90,3,7,0,58,5,18,19,70,5,10,15,79,3,12,6,83,4,5,8,87,3,8,2,97,0,3,0,92,3,5,0,87,2,9,2,74,4,9,13,90,4,6,0,67,3,12,18,8,0,46,46,57,0,16,27,11,1,40,48,60,2,12,26,88,7,5,0,88,4,8,0,96,0,2,2,0,26,0,17,57,100,11,0,11,30,20,28,14,10,19,19,38,14,9,20,22,35,14,9,22,28,27,14,9,11,23,43,14,11,2,11,62,83,9,6,2,83,13,2,2,83,14,2,1,83,8,7,2,83,13,2,2,83,12,3,2,81,2,0,17,81,2,0,17,81,1,1,17,81,2,2,15,81,1,0,18,81,2,5,12,81,2,1,16,93,1,1,5,93,1,0,6,93,1,0,6,93,0,4,3,93,1,1,5,15,3,37,45,15,3,67,15,15,5,29,51,15,6,50,29,15,6,15,64,15,6,26,53,19,1,47,33,53,1,27,9,5,5,20,0,0,8,31,41,20,0,80,0,21,0,16,63,21,0,52,15,7,3,1,1,21,0,25,15,22,17,22,0,17,30,27,4,22,0,6,72,0,23,0,9,67,1,64,1,31,4,34,1,65,0,71,1,26,2,51,1,36,12,85,0,12,3,74,1,23,2,23,3,3,2,23,10,36,23,2,1,4,20,14,36,25,2,30,38,3,2,25,2,4,11,23,35,25,0,17,31,15,12,52,7,32,9,52,20,14,14,52,19,16,13,25,2,54,19,81,10,9,90,1,0,0,0,1,2,1,5,36,0,0,7,7,9,2,1,7,9,0,3,4,3,0,0,12,27,1,30,42,0,0,27,0,2,8,27,23,10,3,0,28,1,23,43,5,28,0,19,33,16,4,0,7.490909090909091,8.091771603101986,4.04,2.8647280266487196,12.26984126984127,5.731087689385901,2.260869565217391,1.1713764391297692
BY,BLR,Belarus,Homyel',2021-01-13,2020-12-27,100,5,117685.00718233819,4,95362.14232428929,137,93,2269035.7129364284,76,5,8,87,5,20,75,5,11,84,2,39,59,2,34,64,4,20,76,5,17,78,6,6,88,6,3,91,5,11,84,4,12,84,4,29,67,5,11,84,3,36,61,92,0,6,2,80,0,13,7,89,0,11,0,61,3,20,16,66,4,13,17,80,0,15,5,83,2,7,8,94,0,4,2,97,0,2,1,89,0,11,0,88,0,10,2,71,0,16,13,89,1,7,3,64,1,25,10,6,1,43,50,58,0,23,19,7,2,35,56,65,2,8,25,92,8,0,0,92,3,5,0,97,0,3,0,0,19,0,29,52,100,8,0,18,22,16,36,10,5,23,22,40,10,8,22,25,35,10,7,31,22,30,10,9,14,25,42,10,10,6,12,62,72,10,4,14,72,11,4,13,72,9,8,11,72,12,7,9,72,13,0,15,72,10,7,11,85,1,0,14,85,1,0,14,85,0,2,13,85,0,2,13,85,0,3,12,85,0,2,13,85,0,1,14,96,1,0,3,96,1,0,3,96,1,0,3,96,1,0,3,96,1,1,2,13,4,29,54,13,1,64,22,13,6,31,50,13,5,47,35,13,4,17,66,13,4,27,56,13,2,46,39,54,0,26,7,5,8,14,2,1,8,36,39,14,1,85,0,14,2,15,69,14,1,50,24,6,1,1,3,14,1,23,14,25,23,16,2,11,34,25,12,16,0,12,70,2,17,0,14,67,2,71,0,25,4,36,0,58,6,69,0,28,3,53,0,34,13,83,0,13,4,73,0,23,4,19,1,0,3,21,19,37,19,1,0,6,20,23,31,20,4,24,35,12,5,20,1,3,13,21,42,20,2,17,31,17,13,52,5,32,11,52,19,13,16,52,20,14,14,20,1,51,28,72,12,16,88,1,0,0,0,0,3,0,8,38,0,4,5,7,8,1,0,6,6,0,1,3,2,1,3,15,22,3,28,47,0,0,22,1,3,16,20,22,14,2,0,22,4,39,28,7,22,4,19,30,19,6,0,7.984126984126984,8.354044922327155,3.9375,2.7231089916940823,12.043661971830986,5.36320086713592,2.4383561643835616,1.1665035763371263
BY,BLR,Belarus,Hrodna,2021-01-13,2020-12-27,100,4,81060.29233610861,3,76874.87544608889,144,93,2242375.558273549,67,2,6,92,3,21,76,3,8,89,4,24,72,3,23,74,2,17,81,2,12,86,2,5,93,2,7,91,3,5,92,2,11,87,1,19,80,3,8,89,2,28,70,94,1,3,2,79,2,9,10,92,1,6,1,76,2,10,12,77,2,12,9,83,2,7,8,88,1,4,7,95,1,3,1,93,0,7,0,95,1,4,0,89,0,10,1,81,2,8,9,92,1,5,2,72,2,14,12,7,0,45,48,58,0,13,29,12,0,39,49,62,0,4,34,96,2,0,2,96,1,3,0,99,0,0,1,0,17,2,26,55,100,13,0,9,26,17,35,17,3,13,19,48,17,7,11,23,42,17,3,26,19,35,17,4,11,11,57,17,6,1,9,67,74,11,4,11,74,12,1,13,74,8,8,10,74,10,8,8,74,13,1,12,74,10,6,10,86,0,0,14,86,0,0,14,86,0,2,12,86,0,1,13,86,0,1,13,86,0,2,12,86,0,0,14,96,0,0,4,96,0,1,3,96,0,0,4,96,0,1,3,96,0,0,4,18,4,39,39,18,2,72,8,18,5,35,42,18,4,55,23,18,5,28,49,18,5,32,45,18,0,64,18,36,0,31,17,7,9,22,0,1,8,37,32,22,0,77,1,23,0,17,60,23,0,54,17,4,1,0,1,23,1,12,12,30,22,24,0,8,32,27,9,26,0,11,61,2,28,0,12,59,1,61,3,32,4,28,2,69,1,65,1,27,7,45,2,37,16,72,1,20,7,68,2,27,3,32,1,1,3,11,22,30,32,1,1,2,16,17,31,32,0,13,45,6,4,32,0,2,7,21,38,32,0,6,37,16,9,57,5,27,11,57,17,5,21,57,15,9,19,32,0,46,22,78,12,10,88,3,0,0,1,0,1,1,6,42,0,3,3,7,8,0,1,12,7,0,3,3,0,0,3,8,32,0,26,42,0,0,32,0,2,9,20,25,11,1,0,32,1,29,33,5,32,1,19,28,15,2,3,5.7555555555555555,6.038345482134669,4.09375,3.295738940099826,13.428571428571429,5.348241452659435,2.4393939393939394,1.1111849237331897
