ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
CH,CHE,Switzerland,Z<c3><bc>rich,2020-12-21,2020-12-21,123,0,0,0,0,19,121,926151.7032760582,110,0,1,122,0,4,119,0,3,120,0,25,98,0,31,92,0,12,111,0,10,113,0,2,121,0,5,118,0,1,122,0,3,120,0,26,97,0,2,121,0,17,106,122,0,0,1,119,0,0,4,120,0,0,3,99,1,4,19,93,0,6,24,111,1,2,9,113,0,2,8,121,1,1,0,119,0,1,3,122,0,1,0,120,0,2,1,98,1,7,17,121,0,1,1,107,1,6,9,2,0,11,110,112,0,4,7,3,3,42,75,82,0,12,29,111,2,10,0,111,4,7,1,120,0,3,0,19,3,5,96,123,0,0,0,0,0,6,1,48,38,16,14,98,1,4,16,4,98,1,7,14,3,98,0,11,8,6,98,0,10,12,3,98,0,4,10,11,0,118,0,0,5,118,0,1,4,118,0,1,4,118,0,0,5,118,0,0,5,118,0,0,5,123,0,0,0,123,0,0,0,123,0,0,0,123,0,0,0,123,0,0,0,123,0,0,0,123,0,0,0,123,0,0,0,123,0,0,0,123,0,0,0,123,0,0,0,123,0,0,0,7,0,32,84,7,0,71,45,7,0,37,79,7,0,62,54,7,0,5,111,7,0,35,81,7,0,53,63,70,0,48,2,1,2,7,0,1,12,53,50,7,0,116,0,10,1,12,100,10,0,60,43,7,1,1,1,10,0,22,34,42,15,10,0,32,57,19,5,10,0,32,81,0,10,0,31,80,2,91,0,29,3,52,0,67,4,86,0,34,3,61,0,30,32,118,1,3,1,88,1,32,2,10,0,0,4,22,25,62,10,0,0,7,16,23,67,11,2,28,51,18,13,11,0,3,7,11,91,11,1,9,14,30,58,100,0,17,6,100,3,10,10,100,3,11,9,12,0,65,46,77,0,12,34,111,1,2,1,2,0,0,0,6,46,0,0,8,5,6,0,10,6,2,0,3,7,3,2,5,20,13,1,56,51,0,2,13,1,1,17,22,25,22,18,4,13,1,35,37,37,13,1,42,38,15,11,3,5.75,7.9588454149444985,1.8,1.1352924243950935,13.546296296296296,4.7249274518670354,2.362962962962963,1.1107455265647763
CH,CHE,Switzerland,Bern,2020-12-22,2020-12-21,100,0,0,0,0,24,99,801597.9286090644,85,0,1,99,0,10,90,0,6,94,0,28,72,0,21,79,0,15,85,0,5,95,0,8,92,0,5,95,0,1,99,0,4,96,0,10,90,0,0,100,0,10,90,99,0,0,1,90,0,4,6,94,0,2,4,72,1,9,18,79,1,6,14,85,0,4,11,95,0,1,4,92,0,4,4,95,1,2,2,99,0,1,0,96,0,0,4,90,1,3,6,100,0,0,0,90,1,3,6,1,0,16,83,85,0,6,9,2,4,34,60,66,0,11,23,89,2,9,0,89,0,10,1,100,0,0,0,17,2,2,79,100,0,0,0,0,0,3,0,31,30,20,16,12,3,20,48,17,12,4,26,43,15,12,4,22,42,20,12,3,26,45,14,12,3,9,41,35,0,99,0,0,1,99,0,1,0,99,0,1,0,99,0,0,1,99,0,0,1,99,0,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,5,0,32,63,5,0,73,22,5,0,30,65,5,0,38,57,5,0,1,94,5,0,24,71,5,0,41,54,59,0,34,3,3,1,7,0,0,10,37,46,7,0,93,0,8,0,11,81,8,0,58,25,3,4,1,1,8,0,20,21,35,16,8,1,26,46,14,5,9,2,21,68,0,11,2,13,73,1,68,0,26,6,27,0,71,2,70,0,29,1,62,0,23,15,99,0,0,1,76,0,22,2,11,0,0,1,14,19,55,11,0,0,2,17,16,54,11,0,25,37,19,8,11,0,2,5,14,68,11,0,4,15,26,44,81,1,15,3,81,3,8,8,81,1,9,9,11,1,53,35,65,0,10,25,90,1,0,0,2,0,1,0,6,37,2,2,6,1,7,0,1,13,2,0,2,4,3,5,2,13,15,2,36,47,0,0,15,1,0,13,10,21,20,16,4,15,1,19,21,44,15,0,29,27,14,8,7,7.1923076923076925,9.16309405219391,1.6153846153846154,0.7679476477883045,12.89333333333333,5.384094024853993,2.268292682926829,1.2770411450374803
CH,CHE,Switzerland,Vaud,2020-12-22,2020-12-21,100,0,0,0,0,16,97,779139.0193229724,76,2,1,97,2,2,96,1,2,97,1,19,80,1,15,84,1,8,91,2,5,93,1,4,95,1,3,96,1,2,97,1,4,95,2,12,86,2,4,94,1,18,81,99,0,1,0,98,1,1,0,98,0,0,2,81,2,4,13,85,2,2,11,92,0,0,8,95,1,2,2,96,2,1,1,97,1,0,2,98,1,1,0,96,1,2,1,88,0,6,6,96,1,2,1,82,1,4,13,3,0,11,86,90,0,2,8,4,2,37,57,63,0,3,34,97,0,3,0,97,0,3,0,100,0,0,0,9,1,5,85,100,0,0,0,0,0,4,0,27,28,26,15,19,0,12,52,17,19,1,30,45,5,19,2,19,45,15,19,2,28,39,12,19,3,5,40,33,0,95,0,0,5,95,0,1,4,95,0,0,5,95,0,0,5,95,0,1,4,95,0,1,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,7,0,31,62,7,0,55,38,7,1,37,55,7,0,44,49,7,0,0,93,7,0,15,78,8,0,31,61,69,0,24,3,2,2,8,0,1,4,24,63,8,0,92,0,10,0,13,77,10,0,60,24,5,1,0,0,10,0,29,25,27,9,10,0,20,46,20,4,11,0,25,63,1,11,2,15,72,0,70,1,24,5,46,1,53,0,63,1,36,0,56,1,21,22,100,0,0,0,85,1,14,0,11,0,1,3,13,18,54,11,0,0,8,11,24,46,11,0,24,46,10,9,11,0,3,9,17,60,11,0,14,15,16,44,71,1,22,6,71,2,9,18,71,1,16,12,12,2,59,27,73,0,3,24,97,0,0,0,1,0,0,0,2,38,0,2,3,1,8,0,7,6,5,0,3,9,3,1,3,11,21,2,29,47,0,1,21,0,3,10,17,19,17,10,3,22,1,25,25,27,22,1,15,26,22,8,6,3.6666666666666665,4.616739727804212,1.5555555555555556,0.7264831572567789,12.483870967741936,6.837078120731061,2.6447368421052633,1.3236711310434683
CH,CHE,Switzerland,Z<c3><bc>rich,2020-12-22,2020-12-22,109,0,0,0,0,31,107,847198.5232167362,89,0,0,109,0,11,98,0,4,105,0,29,80,0,19,90,0,15,94,0,5,104,0,1,108,0,3,106,0,4,105,0,6,103,0,15,94,0,0,109,0,12,97,109,0,0,0,98,1,5,5,105,0,1,3,80,1,8,20,90,1,5,13,94,0,5,10,104,1,1,3,108,0,1,0,106,0,1,2,105,0,4,0,103,0,2,4,94,1,6,8,109,0,0,0,97,0,6,6,2,0,16,91,93,0,5,11,2,2,41,64,69,0,15,25,94,3,12,0,94,2,13,0,107,0,2,0,21,0,4,84,109,0,0,0,0,0,6,2,33,33,27,8,7,4,30,57,11,7,4,44,47,7,7,5,34,46,17,7,6,37,50,9,7,7,6,53,36,0,105,1,1,2,105,0,1,3,105,1,0,3,105,1,0,3,105,1,0,3,105,1,0,3,109,0,0,0,109,0,0,0,109,0,0,0,109,0,0,0,109,0,0,0,109,0,0,0,109,0,0,0,109,0,0,0,109,0,0,0,109,0,0,0,109,0,0,0,109,0,0,0,7,0,30,72,7,1,77,24,7,1,44,57,7,1,56,45,7,1,5,96,7,1,26,75,8,0,44,57,65,0,35,4,1,4,8,0,1,6,39,55,8,0,100,1,10,1,6,92,10,0,59,31,5,2,2,0,10,0,19,20,44,16,10,1,19,48,23,8,13,0,21,73,2,14,1,19,74,1,79,0,24,6,33,0,74,2,66,0,41,2,54,1,23,31,104,0,3,2,83,0,23,3,15,0,1,2,18,16,57,15,0,2,2,21,23,46,15,1,26,42,17,8,15,0,3,2,18,71,15,0,13,20,20,41,76,2,23,8,76,7,9,17,76,7,12,14,15,0,61,33,76,0,12,21,98,0,3,1,2,0,1,1,3,37,0,0,8,4,8,2,3,11,1,0,3,6,6,1,3,16,18,0,37,53,0,1,18,0,2,10,26,28,10,12,3,19,3,31,25,31,19,2,37,15,17,14,5,6.448979591836735,7.821075225764985,1.9375,0.8539125638299666,13.55952380952381,5.407159890715608,2.3488372093023258,1.4533324129734322
CH,CHE,Switzerland,Aargau,2020-12-23,2020-12-22,100,0,0,0,0,28,98,822075.9811801256,84,1,0,99,1,8,91,1,0,99,1,27,72,1,15,84,1,13,86,1,5,94,1,3,96,1,2,97,0,1,99,1,4,95,0,13,87,1,1,98,1,6,93,100,0,0,0,92,0,2,6,100,0,0,0,73,0,6,21,85,0,4,11,87,0,4,9,95,0,1,4,97,0,0,3,98,0,1,1,99,0,1,0,96,0,1,3,87,1,5,7,99,0,0,1,94,0,4,2,2,0,13,85,87,0,7,6,2,1,35,62,65,0,5,30,95,0,4,1,95,1,3,1,99,0,1,0,8,3,1,88,100,0,0,0,0,0,2,1,27,33,21,16,5,3,25,46,21,5,3,32,43,17,5,3,28,35,29,5,3,29,40,23,5,3,10,36,46,0,99,0,1,0,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,7,2,29,62,7,0,71,22,7,1,22,70,7,2,36,55,7,1,1,91,7,1,11,81,8,0,35,57,65,0,29,4,2,0,8,0,1,9,43,39,8,1,89,2,11,0,9,80,11,0,50,30,7,0,1,1,11,0,20,23,34,12,11,1,27,46,11,4,11,1,17,70,1,13,1,15,71,0,71,1,26,2,29,1,69,1,78,0,21,1,64,1,18,17,99,0,0,1,89,0,10,1,13,0,0,1,10,12,64,13,0,1,1,13,15,57,14,1,14,42,22,7,14,0,1,1,11,73,14,0,8,16,24,38,76,0,21,3,76,7,3,14,76,6,5,13,14,0,54,32,68,0,15,17,85,0,3,0,2,0,0,0,10,31,0,0,6,1,4,3,4,11,5,0,4,3,4,2,3,19,15,2,40,40,1,2,15,0,2,16,20,16,15,11,5,15,4,4,30,47,15,2,39,18,14,8,4,6.729166666666667,8.39133185820999,2.1538461538461537,1.4051188470584879,13.012195121951219,4.99998494427122,2.0987654320987654,1.2000514392267205
CH,CHE,Switzerland,Bern,2020-12-23,2020-12-22,100,0,0,0,0,20,99,832489.4361686143,80,1,0,99,1,7,92,1,5,94,0,26,74,1,19,80,1,5,94,1,6,93,1,2,97,1,4,95,1,1,98,1,2,97,1,13,86,1,0,99,0,9,91,100,0,0,0,93,0,2,5,95,0,2,3,74,1,10,15,81,0,6,13,95,0,0,5,94,0,2,4,98,0,1,1,96,0,4,0,99,0,1,0,98,0,1,1,87,1,4,8,100,0,0,0,91,0,5,4,1,0,11,88,90,0,4,6,2,2,32,64,68,0,11,21,89,2,8,1,89,1,9,1,99,0,1,0,15,1,2,82,100,0,0,0,0,0,5,0,29,24,22,20,5,2,19,50,24,5,4,27,36,28,5,5,22,41,27,5,3,24,39,29,5,5,10,45,35,0,98,0,2,0,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,6,0,24,70,6,0,65,29,6,0,30,64,6,1,48,45,6,1,1,92,6,0,19,75,6,0,39,55,61,0,28,4,3,4,7,0,1,6,34,52,7,0,92,1,9,0,12,79,9,0,47,35,4,0,1,4,9,0,15,22,35,19,9,0,23,43,18,7,10,0,25,65,0,12,0,19,67,2,76,2,19,3,35,2,62,1,70,2,27,1,52,1,24,23,99,1,0,0,81,0,19,0,12,0,1,2,10,13,62,12,0,3,4,12,17,52,13,0,17,38,22,10,13,0,1,6,10,70,13,0,7,11,27,42,82,1,11,6,82,2,5,11,82,1,9,8,14,0,49,37,63,1,12,24,89,0,3,0,2,2,3,0,1,41,0,1,8,3,7,0,1,12,1,0,5,3,1,2,2,13,18,0,31,50,0,1,18,0,7,11,11,20,11,20,2,19,1,17,15,48,19,0,28,27,10,12,4,7.615384615384616,8.383349150931586,2,1.3228756555322954,11.74,5.7881285777384415,2.4050632911392404,1.3729902547114525
CH,CHE,Switzerland,Gen<c3><a8>ve,2020-12-23,2020-12-21,100,0,0,0,0,13,91,816401.6648535659,68,0,0,100,0,8,92,0,2,98,0,27,73,0,16,84,0,10,90,0,6,94,0,8,92,1,2,97,0,1,99,0,4,96,0,12,88,0,2,98,0,22,78,100,0,0,0,92,2,5,1,98,1,1,0,74,2,8,16,84,1,3,12,90,1,3,6,94,1,2,3,92,2,4,2,98,0,1,1,99,0,1,0,96,1,3,0,88,3,3,6,98,0,0,2,78,2,14,6,9,0,9,82,91,0,4,5,9,2,35,54,65,0,3,32,97,1,2,0,97,0,2,1,100,0,0,0,14,0,9,77,100,0,0,0,0,0,12,0,27,27,22,12,35,2,14,36,13,35,5,23,30,7,35,4,17,32,12,35,3,22,31,9,35,5,5,27,28,0,92,3,0,5,92,2,1,5,92,2,0,6,92,3,0,5,92,2,2,4,92,3,0,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,15,3,30,52,15,2,64,19,15,2,41,42,15,1,42,42,15,2,0,83,15,1,25,59,16,0,33,51,67,0,32,0,0,1,17,0,1,1,27,54,17,2,81,0,18,1,15,66,18,0,53,24,2,1,1,1,18,0,32,22,21,7,18,1,19,46,12,4,20,1,24,53,2,20,1,21,56,2,71,1,26,2,37,0,63,0,60,0,40,0,59,2,22,17,100,0,0,0,75,0,25,0,20,2,0,2,13,21,42,20,1,0,4,19,19,37,20,1,30,32,13,4,20,1,3,5,17,54,20,1,5,17,20,37,79,2,14,5,79,7,4,10,79,6,5,10,21,0,43,36,64,0,7,29,93,2,1,0,0,0,0,0,4,51,1,0,1,0,8,1,5,6,1,0,2,3,4,0,4,13,32,2,25,40,0,1,32,0,5,5,10,21,10,14,3,32,2,41,20,5,32,0,20,20,11,10,7,7.055555555555555,8.19039313357666,1.5714285714285716,0.7867957924694432,13.040816326530614,7.231180124045766,2.276923076923077,1.2687061852987809
CH,CHE,Switzerland,Ticino,2020-12-23,2020-12-21,100,0,0,0,0,45,98,621181.6472963699,84,2,0,98,2,9,89,1,0,99,1,19,80,2,17,81,0,9,91,1,7,92,1,2,97,1,4,95,1,2,97,1,6,93,1,13,86,2,4,94,2,12,86,100,0,0,0,91,1,2,6,100,0,0,0,81,1,6,12,83,2,2,13,91,0,1,8,93,1,4,2,98,0,1,1,96,0,0,4,98,0,2,0,94,0,5,1,87,1,3,9,96,0,2,2,88,0,6,6,2,0,18,80,82,0,6,12,2,0,38,60,62,1,8,29,92,2,6,0,92,0,7,1,100,0,0,0,11,4,0,85,100,0,0,0,0,0,3,0,27,30,29,11,30,6,18,30,16,30,4,28,31,7,30,5,20,25,20,30,6,17,25,22,30,7,10,14,39,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,7,1,24,68,7,0,66,27,7,1,33,59,7,0,50,43,7,1,4,88,7,1,11,81,7,0,41,52,59,0,33,6,0,2,9,0,1,4,36,50,9,0,91,0,11,1,9,79,11,0,66,18,2,1,2,0,11,0,28,19,24,18,11,0,29,49,6,5,12,0,24,61,3,12,0,20,65,3,76,0,21,3,34,1,64,1,67,0,30,3,50,1,33,16,96,0,3,1,89,0,11,0,13,2,0,1,28,22,34,13,0,1,3,13,21,49,15,1,21,41,16,6,15,0,1,7,26,51,15,0,4,22,35,24,74,1,21,4,74,5,2,19,74,6,9,11,15,0,7,78,22,0,5,73,95,0,1,0,0,0,0,0,4,88,0,0,0,2,0,0,0,1,1,0,0,2,1,2,0,3,15,2,31,49,0,3,15,0,4,16,14,15,15,18,3,16,2,18,46,18,16,1,19,31,25,6,2,4.7073170731707314,6.442995818868054,2.8,1.52127765851133,14.27710843373494,4.867295670763727,2.225,1.2525922488073091
CH,CHE,Switzerland,Valais,2020-12-23,2020-12-21,100,0,0,0,0,26,96,757075.7560071241,78,3,0,97,3,9,88,4,1,95,3,16,81,3,11,86,3,4,93,3,6,91,3,1,96,3,2,95,2,2,96,3,3,94,4,14,82,3,1,96,2,14,84,100,0,0,0,91,1,2,6,99,0,0,1,84,1,7,8,89,1,5,5,96,2,0,2,94,1,2,3,99,0,1,0,99,0,1,0,98,0,1,1,97,1,0,2,86,2,5,7,99,0,0,1,87,1,6,6,3,1,13,83,87,0,2,11,3,1,36,60,65,0,5,30,95,1,4,0,95,2,3,0,98,0,2,0,10,1,2,87,100,0,0,0,0,0,7,1,23,22,20,27,30,4,10,42,14,30,5,25,28,12,30,5,17,33,15,30,5,19,32,14,30,6,1,32,31,0,98,2,0,0,98,1,1,0,98,1,1,0,98,2,0,0,98,1,1,0,98,2,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,7,1,34,58,7,1,60,32,7,0,57,36,7,0,52,41,7,0,5,88,7,0,14,79,8,0,45,47,55,0,37,4,1,3,10,0,2,6,29,53,10,0,90,0,11,1,11,77,11,0,48,36,2,2,0,1,11,0,26,18,33,12,11,2,21,44,12,10,12,0,14,73,1,13,3,17,66,1,67,0,27,6,41,1,57,1,44,1,52,3,49,1,30,20,95,0,3,2,86,0,14,0,14,0,1,3,17,10,55,14,0,1,3,15,14,53,14,0,21,40,15,10,14,0,4,10,6,66,14,0,11,18,13,44,71,3,21,5,71,9,7,13,71,8,9,12,14,0,47,39,61,0,13,26,87,0,2,0,0,2,1,0,8,41,0,2,2,4,2,0,3,6,2,0,1,4,7,7,3,16,20,0,37,42,0,1,20,0,5,16,9,16,19,10,5,22,1,11,24,42,22,1,29,20,17,7,4,6.206896551724138,6.455226621809358,2.2,1.1352924243950935,8.508771929824562,5.071357971904369,2.28,1.1804717334665467
CH,CHE,Switzerland,Vaud,2020-12-23,2020-12-22,100,0,0,0,0,8,96,793281.28542968,72,1,1,98,1,5,94,0,3,97,1,23,76,1,20,79,1,10,89,1,4,95,0,4,96,1,8,91,1,1,98,1,3,96,1,10,89,1,3,96,1,20,79,99,0,1,0,95,1,1,3,97,0,0,3,77,2,3,18,80,1,3,16,90,1,0,9,96,1,1,2,96,1,1,2,92,0,4,4,99,0,1,0,97,0,2,1,90,0,3,7,97,1,1,1,80,0,4,16,4,0,5,91,96,0,0,4,5,1,39,55,61,0,5,34,95,0,5,0,95,0,5,0,100,0,0,0,11,2,5,82,100,0,0,0,0,0,5,0,21,32,29,13,7,2,13,58,20,7,2,39,41,11,7,2,24,46,21,7,3,31,41,18,7,3,9,38,43,0,95,1,1,3,95,1,1,3,95,1,1,3,95,0,1,4,95,0,3,2,95,1,0,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,8,1,31,60,8,1,60,31,8,1,46,45,8,1,46,45,8,1,4,87,8,0,24,68,8,0,39,53,61,0,29,5,2,3,8,1,0,2,26,63,8,1,90,1,10,0,14,76,10,0,60,23,4,3,0,0,10,0,28,21,28,13,11,1,18,46,18,6,12,0,19,68,1,13,1,14,72,0,69,0,24,7,40,1,56,3,54,1,42,3,54,2,21,23,96,1,2,1,76,2,22,0,13,0,0,2,13,24,48,13,0,0,9,13,24,41,13,0,21,43,17,6,13,0,3,11,17,56,13,0,15,16,16,40,69,1,22,8,69,2,6,23,69,1,11,19,14,1,54,31,69,0,8,23,92,0,0,0,1,0,0,0,7,38,0,6,6,2,8,0,3,6,5,0,2,7,6,1,2,8,26,2,30,42,0,0,26,0,1,11,18,19,14,9,2,26,1,18,23,32,26,0,23,19,19,7,6,6.351351351351352,7.161689031910684,2,1,10.596491228070175,6.318509230605199,2.657142857142857,1.4434832497606422
