ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
DK,DNK,Denmark,Hovedstaden,2020-12-26,2020-12-26,318,1,3397.617021642651,0,0,117,314,902302.529892758,270,0,1,317,0,42,276,0,6,312,0,33,285,0,71,247,0,35,283,0,18,300,1,2,315,0,15,303,0,3,315,0,9,309,0,49,269,0,9,309,0,32,286,317,0,1,0,276,1,13,28,312,0,2,4,285,1,8,24,247,2,19,50,283,0,8,27,300,1,8,9,316,0,2,0,303,0,6,9,315,0,2,1,309,0,7,2,269,0,11,38,309,0,5,4,286,1,9,22,4,0,51,263,270,0,11,37,9,1,237,71,81,0,131,106,187,0,4,126,1,187,0,5,126,313,0,5,0,141,2,26,149,318,0,0,0,0,0,12,0,210,66,23,7,17,8,84,187,22,17,11,126,155,9,17,11,121,156,13,17,9,149,134,9,17,11,49,200,41,0,293,4,9,12,293,7,1,17,293,8,0,17,293,7,6,12,293,6,4,15,293,8,1,16,318,0,0,0,318,0,0,0,318,0,0,0,318,0,0,0,318,0,0,0,318,0,0,0,318,0,0,0,318,0,0,0,318,0,0,0,318,0,0,0,318,0,0,0,318,0,0,0,21,2,36,259,21,0,115,182,21,2,7,288,21,0,204,93,21,1,4,292,21,1,35,261,23,1,189,105,129,0,126,57,4,2,25,1,0,4,87,201,25,1,292,0,29,0,48,241,29,0,46,81,105,46,7,4,29,0,22,72,161,34,29,2,52,149,73,13,31,0,123,163,1,34,3,85,193,3,282,2,23,11,203,1,111,3,311,1,5,1,114,2,36,166,314,1,1,2,283,1,31,3,34,2,0,1,14,29,238,34,0,0,1,21,55,207,37,2,52,130,81,16,37,0,0,5,19,257,37,0,5,16,54,206,297,0,17,4,297,6,0,15,297,5,3,13,38,2,104,174,144,3,38,133,284,1,8,0,4,2,2,2,15,180,0,2,10,5,16,1,10,23,7,0,5,23,9,3,2,22,44,5,101,167,0,1,44,0,11,37,39,50,62,62,13,45,10,164,65,34,45,4,109,82,45,18,15,6.797297297297297,8.06770622929278,2.4347826086956523,1.3275235743969709,10.550763358778626,6.336422370486073,2.3213740458015266,1.333592367572904
DK,DNK,Denmark,Midtjylland,2020-12-26,2020-12-26,282,1,2698.50234368718,1,2698.50234368718,79,277,811428.783228624,230,1,1,280,1,38,243,1,13,268,1,29,252,1,58,223,1,42,239,1,23,258,1,6,275,2,11,269,1,4,277,2,6,274,1,39,242,1,5,276,1,23,258,281,0,0,1,244,1,9,28,269,1,5,7,253,1,7,21,224,1,15,42,240,1,10,31,259,3,8,12,276,0,4,2,271,0,5,6,278,1,1,2,276,0,2,4,243,0,9,30,277,2,1,2,259,1,11,11,5,0,31,246,251,0,8,23,9,4,188,81,95,1,92,94,190,0,3,84,5,190,0,1,91,281,0,1,0,107,6,13,156,282,0,0,0,0,0,12,0,166,76,21,7,20,7,65,175,15,20,11,118,125,8,20,9,112,132,9,20,7,139,112,4,20,11,39,170,42,0,270,2,4,6,270,3,1,8,270,3,1,8,270,2,4,6,270,3,2,7,270,3,2,7,282,0,0,0,282,0,0,0,282,0,0,0,282,0,0,0,282,0,0,0,282,0,0,0,282,0,0,0,282,0,0,0,282,0,0,0,282,0,0,0,282,0,0,0,282,0,0,0,24,0,27,231,24,0,93,165,24,0,5,253,24,0,183,75,24,0,3,255,24,1,8,249,25,0,157,100,125,0,90,57,8,2,25,4,1,10,66,176,25,4,253,0,27,1,28,226,27,1,33,61,107,44,4,5,27,1,18,62,145,29,28,4,34,133,66,17,28,1,103,148,2,31,0,59,185,7,255,2,13,12,189,1,86,6,277,0,4,1,99,4,45,134,279,0,2,1,274,0,8,0,31,1,2,4,10,27,207,31,0,0,3,14,48,186,32,1,36,122,75,16,32,0,0,1,27,222,32,0,1,14,51,184,267,0,7,8,267,0,0,15,267,0,1,14,36,3,92,151,131,1,29,121,257,0,6,0,2,3,0,0,14,166,0,4,15,7,9,4,4,11,7,0,0,12,7,2,2,32,49,4,99,129,1,0,49,1,15,15,21,53,62,47,19,51,7,86,63,75,51,4,78,55,67,19,8,7.5046728971962615,9.220950132945006,2.8461538461538463,1.5150526774289454,8.619266055045872,5.748732211495643,2.5669642857142856,1.456384638055966
DK,DNK,Denmark,Nordjylland,2020-12-26,2020-12-26,142,0,0,0,0,39,140,389786.5580429906,123,1,0,141,0,24,118,0,5,137,1,18,123,0,31,111,1,16,125,0,15,127,0,4,138,0,5,137,0,0,142,0,2,140,0,25,117,0,5,137,0,15,127,142,0,0,0,118,2,6,16,137,0,1,4,124,0,7,11,111,0,5,26,126,0,2,14,127,1,6,8,138,0,2,2,137,0,2,3,142,0,0,0,140,0,1,1,117,0,5,20,137,0,0,5,127,0,6,9,2,0,18,122,124,0,5,13,2,1,120,19,22,2,59,59,83,0,1,58,0,83,0,1,58,141,0,1,0,64,3,15,60,142,0,0,0,0,0,2,0,84,42,11,3,3,4,29,97,9,3,8,65,63,3,3,8,64,62,5,3,5,80,52,2,3,9,20,88,22,0,127,2,3,10,127,5,0,10,127,5,0,10,127,3,9,3,127,4,1,10,127,5,0,10,142,0,0,0,142,0,0,0,142,0,0,0,142,0,0,0,142,0,0,0,142,0,0,0,142,0,0,0,142,0,0,0,142,0,0,0,142,0,0,0,142,0,0,0,142,0,0,0,3,2,9,128,3,1,50,88,3,1,2,136,3,1,96,42,3,1,1,137,3,1,2,136,3,0,80,59,62,1,42,34,3,0,5,1,1,5,36,94,5,2,135,0,6,1,18,117,6,1,23,38,54,17,3,0,6,0,10,37,75,14,6,0,22,74,37,3,6,0,47,89,0,7,0,23,110,2,133,0,8,1,92,2,48,0,140,1,0,1,46,2,23,71,141,1,0,0,140,1,1,0,7,1,0,0,4,15,115,7,1,1,1,5,16,111,8,1,20,52,55,6,8,0,0,0,17,117,8,0,3,4,20,107,135,1,4,2,135,3,0,4,135,2,1,4,8,1,43,90,52,0,26,64,118,1,1,1,3,0,3,1,14,76,1,0,5,5,10,0,2,10,9,0,2,3,8,1,1,9,15,2,47,78,0,0,15,0,8,16,13,30,24,26,10,18,3,36,34,51,18,1,41,31,28,14,9,6.865671641791045,7.032167479966958,2.3125,1.579820664927932,8.167213114754098,6.334053871737634,2.7024793388429753,1.4470926490678564
DK,DNK,Denmark,Sj<c3><a6>lland,2020-12-26,2020-12-26,211,0,0,0,0,76,203,572446.4272424126,168,1,0,210,2,23,186,2,4,205,1,20,190,2,31,178,0,17,194,2,11,198,2,7,202,2,6,203,3,2,206,3,7,201,3,39,169,3,4,204,2,12,197,211,0,0,0,188,3,6,14,207,0,0,4,191,3,2,15,180,2,7,22,194,2,3,12,200,2,3,6,204,1,2,4,205,1,2,3,209,0,1,1,204,0,5,2,172,1,11,27,207,0,3,1,199,3,1,8,7,1,30,173,182,0,6,23,11,2,147,51,64,1,59,87,152,0,2,55,2,152,0,0,59,211,0,0,0,73,2,14,122,211,0,0,0,0,0,14,1,121,51,18,6,16,5,53,119,18,16,11,91,82,11,16,16,83,83,13,16,12,105,69,9,16,14,32,113,36,0,197,3,6,5,197,4,2,8,197,5,1,8,197,4,2,8,197,5,1,8,197,4,1,9,211,0,0,0,211,0,0,0,211,0,0,0,211,0,0,0,211,0,0,0,211,0,0,0,211,0,0,0,211,0,0,0,211,0,0,0,211,0,0,0,211,0,0,0,211,0,0,0,17,0,20,174,17,1,69,124,17,1,5,188,17,1,134,59,17,0,1,193,17,0,8,186,18,0,121,72,90,0,78,36,6,1,21,0,1,2,43,144,21,1,189,0,25,2,20,164,25,0,30,41,71,34,4,6,25,0,20,34,105,27,25,0,38,83,57,8,26,0,72,112,1,30,0,51,127,3,191,0,14,6,142,0,67,2,206,0,5,0,77,1,29,104,210,0,1,0,203,0,7,1,30,1,1,0,6,26,147,30,0,0,1,5,33,142,32,0,33,63,68,15,32,0,0,0,16,163,32,0,3,8,29,139,200,0,8,3,200,3,0,8,200,2,1,8,32,0,62,117,94,3,21,93,197,1,4,0,1,1,0,0,7,136,0,2,7,6,7,3,5,12,1,0,3,4,4,1,4,16,40,2,58,111,0,0,40,0,6,16,16,40,44,42,7,41,1,42,64,63,41,1,63,46,38,18,4,8.506849315068493,11.232546074875495,2.642857142857143,1.445664930039838,8.108641975308641,5.478726730867224,2.5542168674698793,1.295708647087765
DK,DNK,Denmark,Syddanmark,2020-12-26,2020-12-26,267,0,0,0,0,69,263,732419.2654192669,220,0,2,265,0,35,232,1,5,261,0,30,237,0,43,224,0,34,233,1,23,243,0,6,261,0,9,258,0,7,260,0,10,257,0,43,224,0,4,263,0,24,243,265,0,1,1,232,0,6,29,262,0,2,3,237,1,8,21,224,1,9,33,233,1,13,20,244,0,10,13,261,0,3,3,258,0,6,3,260,0,6,1,257,1,5,4,224,0,6,37,263,0,3,1,243,0,9,15,3,1,32,231,236,0,11,20,5,6,173,83,96,1,83,87,184,0,1,82,0,184,0,0,83,267,0,0,0,97,2,17,151,267,0,0,0,0,0,9,0,150,76,22,10,15,10,60,159,23,15,10,99,130,13,15,15,88,130,19,15,6,117,116,13,15,15,29,165,43,0,251,7,6,3,251,7,2,7,251,7,2,7,251,7,4,5,251,7,2,7,251,6,2,8,267,0,0,0,267,0,0,0,267,0,0,0,267,0,0,0,267,0,0,0,267,0,0,0,267,0,0,0,267,0,0,0,267,0,0,0,267,0,0,0,267,0,0,0,267,0,0,0,18,2,21,226,18,2,90,157,18,3,4,242,18,0,174,75,18,1,4,244,18,1,7,241,21,0,145,101,122,0,93,45,4,3,21,1,1,5,52,187,21,0,244,2,21,1,47,198,21,0,30,80,89,40,3,4,21,0,16,67,131,32,21,3,33,127,76,7,21,0,88,157,1,23,1,63,176,4,246,0,14,7,177,1,87,2,263,0,4,0,93,0,36,138,263,0,2,2,260,0,7,0,23,1,1,3,9,34,196,23,0,0,3,16,47,178,24,2,41,101,85,14,24,0,2,2,22,217,24,0,10,8,48,177,249,0,14,4,249,3,2,13,249,3,3,12,24,3,79,161,106,1,37,123,241,1,5,1,3,1,1,1,13,162,1,2,15,5,11,3,4,16,8,0,0,8,6,4,4,18,42,5,83,136,1,0,42,1,12,17,29,45,60,42,19,44,9,79,57,78,44,2,77,53,49,26,16,7.439655172413793,8.9785142501936,2.3703703703703702,1.4714761857543484,7.769953051643192,5.746092888942145,2.5118483412322274,1.461767324242619
DK,DNK,Denmark,-99,2020-12-27,2020-12-26,100,0,0,0,0,28,93,254601.3721239602,67,5,0,95,4,13,83,4,4,92,2,7,91,4,13,83,4,2,94,4,4,92,5,1,94,4,4,92,5,2,93,4,3,93,3,15,82,5,2,93,4,5,91,100,0,0,0,87,1,3,9,96,1,0,3,93,0,1,6,87,0,4,9,98,0,0,2,96,0,1,3,99,1,0,0,96,0,2,2,98,0,1,1,97,1,1,1,85,1,1,13,98,0,1,1,95,0,2,3,6,1,14,79,86,0,3,11,8,5,60,27,40,1,26,33,74,0,0,26,0,74,0,2,24,98,2,0,0,42,1,7,50,100,0,0,0,0,0,10,0,61,20,8,1,16,9,25,44,6,16,8,37,36,3,16,11,35,35,3,16,8,46,27,3,16,13,18,41,12,0,93,2,4,1,93,4,2,1,93,3,2,2,93,3,2,2,93,4,0,3,93,4,0,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,17,2,6,75,17,1,29,53,17,1,5,77,17,0,50,33,17,1,4,78,17,1,7,75,18,1,42,39,58,0,28,11,2,1,19,0,0,4,21,56,19,1,80,0,20,2,6,72,20,0,19,23,22,12,3,1,20,0,12,20,38,10,20,2,16,41,20,1,20,0,44,34,2,22,1,31,44,2,94,0,4,2,71,1,23,5,95,0,3,2,50,0,14,36,96,0,2,2,93,0,5,2,23,0,1,1,2,10,63,23,0,0,0,4,13,60,23,0,15,29,27,6,23,0,0,1,7,69,23,0,0,3,15,59,97,0,1,2,97,0,0,3,97,0,0,3,23,0,15,62,38,1,9,52,92,1,1,0,0,1,1,0,4,77,0,0,2,0,1,0,0,4,3,0,0,0,2,0,3,8,30,1,28,39,0,2,30,1,1,0,6,7,19,24,12,32,4,27,21,16,32,1,35,16,10,5,1,5.193548387096774,7.309443001299573,2.75,1.8322507626258084,7.269230769230769,5.2537761145235775,2.1475409836065573,1.2494807664755587
DK,DNK,Denmark,Hovedstaden,2020-12-27,2020-12-27,361,3,11296.64107986857,2,8730.25440442143,137,347,981011.0982671829,296,1,6,354,1,47,313,1,8,352,1,45,315,1,84,276,1,34,326,1,22,338,1,3,357,1,14,346,1,4,356,1,8,352,1,58,302,1,12,348,1,31,329,355,0,4,2,314,2,11,34,353,0,5,3,316,1,20,24,277,0,14,70,327,1,11,22,339,0,6,16,358,0,3,0,347,0,6,8,357,1,2,1,353,0,4,4,303,1,14,43,349,0,6,6,330,1,10,20,12,2,63,284,302,0,11,48,17,5,269,70,92,2,158,109,203,0,8,147,3,203,0,7,151,354,0,7,0,182,1,33,145,361,0,0,0,0,0,20,0,240,69,18,14,27,13,93,215,13,27,13,158,156,7,27,16,157,149,12,27,6,184,138,6,27,18,66,211,39,0,328,8,9,16,328,13,1,19,328,13,0,20,328,10,8,15,328,12,3,18,328,13,2,18,361,0,0,0,361,0,0,0,361,0,0,0,361,0,0,0,361,0,0,0,361,0,0,0,361,0,0,0,361,0,0,0,361,0,0,0,361,0,0,0,361,0,0,0,361,0,0,0,30,2,22,307,30,0,158,173,30,2,8,321,30,1,216,114,30,1,8,322,30,1,35,295,32,0,198,131,163,0,139,52,6,1,33,1,1,5,100,221,33,1,327,0,38,1,30,292,38,0,47,83,122,59,3,9,38,0,22,81,175,45,38,1,38,186,86,12,39,0,129,189,4,42,1,103,211,4,339,1,13,8,203,1,153,4,353,0,7,1,146,4,43,168,354,0,2,5,326,1,31,3,42,1,0,0,18,51,249,42,0,0,6,21,60,232,43,3,48,148,102,17,43,0,1,4,23,290,43,0,4,13,63,238,345,2,10,4,345,6,0,10,345,5,3,8,45,0,113,203,158,0,50,153,321,0,12,1,3,1,0,0,23,208,0,0,16,9,15,3,15,24,3,0,0,18,16,5,9,20,58,7,131,165,0,0,58,0,18,39,42,53,59,63,29,62,11,205,53,30,62,6,138,81,46,19,9,7.048275862068965,7.853989639457451,2.3333333333333335,1.4406497485902698,9.479238754325259,6.2300725184510926,2.2422145328719725,1.1741500807601954
DK,DNK,Denmark,Midtjylland,2020-12-27,2020-12-27,260,1,2601.4536743666,0,0,51,257,766841.7117576173,225,0,2,258,0,39,221,0,10,250,0,21,239,0,52,208,0,24,236,0,12,248,0,4,256,0,9,251,0,6,254,0,8,252,0,35,225,1,5,254,1,28,231,258,0,2,0,221,0,15,24,250,0,2,8,239,0,5,16,208,0,12,40,236,0,6,18,248,0,2,10,256,0,2,2,251,0,2,7,254,0,3,3,252,0,2,6,225,0,11,24,255,0,2,3,232,0,6,22,3,0,27,230,233,1,9,17,7,1,188,64,72,6,83,99,177,0,5,74,4,177,0,0,83,260,0,0,0,97,3,18,142,260,0,0,0,0,0,7,0,181,51,12,9,10,7,54,175,14,10,8,107,127,8,10,7,100,126,17,10,6,132,101,11,10,10,48,158,34,0,242,3,7,8,242,6,0,12,242,6,0,12,242,4,6,8,242,6,1,11,242,6,1,11,260,0,0,0,260,0,0,0,260,0,0,0,260,0,0,0,260,0,0,0,260,0,0,0,260,0,0,0,260,0,0,0,260,0,0,0,260,0,0,0,260,0,0,0,260,0,0,0,12,0,25,223,12,0,102,146,12,0,1,247,12,0,157,91,12,0,5,243,12,0,8,240,13,0,135,112,125,0,90,38,7,0,13,0,1,9,84,153,13,1,245,1,16,1,19,224,16,0,28,69,90,49,4,4,16,0,19,54,142,29,16,0,27,129,75,13,17,0,95,148,0,20,3,59,174,4,235,0,16,9,158,0,98,4,259,0,1,0,103,1,36,120,255,0,2,3,252,0,8,0,21,2,0,2,9,26,200,21,1,0,4,12,40,182,22,3,35,96,88,16,22,1,3,0,19,215,22,0,2,13,37,186,246,2,5,7,246,2,1,11,246,2,1,11,25,0,94,141,119,0,34,107,232,0,6,2,1,0,1,0,18,139,0,3,14,10,6,4,4,16,9,1,2,8,11,3,7,23,33,0,100,127,0,0,33,0,17,22,22,54,56,43,13,34,2,86,69,69,34,1,93,45,57,25,5,7.847619047619047,9.393922905037467,2,1.3142574813455419,7.955813953488372,5.634850764908956,2.4954954954954953,1.4102011914730843
DK,DNK,Denmark,Nordjylland,2020-12-27,2020-12-27,122,0,0,0,0,25,120,358910.31507275556,102,1,0,121,1,18,103,1,3,118,1,12,109,1,25,96,0,9,113,1,10,111,1,0,121,1,5,116,1,4,117,1,2,119,1,17,104,1,3,118,1,6,115,122,0,0,0,104,1,8,9,119,0,0,3,110,0,5,7,97,0,9,16,113,0,4,5,112,1,6,3,122,0,0,0,117,0,2,3,118,0,3,1,120,0,2,0,105,0,4,13,119,0,2,1,116,0,3,3,1,1,11,109,111,0,2,9,1,0,98,23,24,2,48,48,74,0,2,46,0,74,0,1,47,121,0,1,0,51,0,9,62,122,0,0,0,0,0,3,0,81,26,10,2,5,8,21,75,13,5,6,49,55,7,5,7,48,54,8,5,8,51,52,6,5,9,16,67,25,0,113,1,2,6,113,2,1,6,113,2,0,7,113,2,1,6,113,1,1,7,113,2,2,5,122,0,0,0,122,0,0,0,122,0,0,0,122,0,0,0,122,0,0,0,122,0,0,0,122,0,0,0,122,0,0,0,122,0,0,0,122,0,0,0,122,0,0,0,122,0,0,0,7,1,8,106,7,0,44,71,7,1,2,112,7,0,75,40,7,2,0,113,7,1,6,108,8,1,71,42,51,0,48,18,5,0,8,1,1,3,31,78,8,2,112,0,10,1,13,98,10,0,16,28,43,19,3,3,10,0,14,20,67,11,11,2,16,54,30,9,11,0,35,74,2,12,1,25,81,3,114,0,4,4,78,2,42,0,120,0,1,1,47,2,14,59,122,0,0,0,116,0,5,1,13,0,1,1,2,14,91,13,0,0,1,4,15,89,14,1,16,45,41,5,14,0,1,2,14,91,14,0,2,8,22,76,112,2,5,3,112,3,1,6,112,4,1,5,16,1,36,69,53,0,17,52,107,0,6,0,1,1,1,0,6,71,0,0,2,1,7,1,1,8,6,0,1,4,2,0,2,16,18,2,42,60,0,0,18,1,5,6,19,24,27,15,7,20,7,30,27,38,20,6,32,25,20,17,2,7.558139534883721,8.298887835933185,2.4,1.429840705968481,8.515625,6.015529519064539,2.46875,1.3913501583562258
DK,DNK,Denmark,Sj<c3><a6>lland,2020-12-27,2020-12-27,255,0,0,0,0,77,252,707777.6995894627,213,2,1,252,2,35,218,2,7,246,4,29,222,2,45,208,0,24,231,2,19,234,2,7,246,2,13,240,2,3,250,2,11,242,1,30,224,1,9,245,2,32,221,254,0,0,1,220,1,11,23,248,0,1,6,226,0,11,18,210,2,13,30,231,0,5,19,236,1,10,8,248,1,5,1,242,1,4,8,252,0,1,2,244,1,7,3,225,0,11,19,246,1,1,7,223,1,13,18,3,0,40,212,215,0,14,26,4,5,182,64,74,1,87,93,168,0,3,83,1,168,0,2,85,253,1,1,0,98,2,19,136,255,0,0,0,0,0,7,0,161,55,19,13,9,13,63,151,19,9,17,102,116,11,9,22,94,115,15,9,16,121,95,14,9,29,32,148,37,0,236,2,7,10,236,4,2,13,236,6,1,12,236,4,4,11,236,5,1,13,236,5,4,10,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,12,1,22,220,12,0,93,150,12,0,5,238,12,1,152,90,12,0,4,239,12,2,8,233,13,0,124,118,131,0,89,31,4,0,14,0,0,5,65,171,14,0,240,1,19,2,22,212,19,0,37,75,83,35,2,4,19,0,28,67,115,26,19,0,45,133,52,6,20,0,89,146,0,25,2,63,164,1,233,0,17,5,163,1,88,3,250,0,4,1,104,2,26,123,251,0,1,3,247,0,8,0,27,3,0,2,7,28,188,27,0,1,2,14,34,177,27,2,37,100,75,14,27,1,1,2,27,197,27,0,4,14,51,159,237,1,9,8,237,5,0,13,237,5,1,12,29,2,67,157,98,2,29,126,229,3,5,1,0,1,2,0,14,163,1,1,11,7,10,0,6,11,4,0,1,7,8,0,3,22,38,4,67,146,0,0,38,0,8,20,20,51,49,48,21,40,7,47,69,92,40,2,94,48,59,10,2,6.15,6.957845655202202,2,1.1055415967851334,7.650485436893204,5.61523839228807,2.1941747572815533,1.2653602778361388
