ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
BE,BEL,Belgium,Bruxelles,2020-12-21,2020-12-21,101,0,0,0,0,22,98,632087.9608198686,77,1,1,99,1,10,90,1,1,99,1,23,77,1,23,77,1,15,85,1,4,96,1,4,96,1,4,96,1,0,100,1,9,91,1,15,85,1,3,97,1,20,80,100,0,0,1,91,1,3,6,100,0,0,1,78,1,8,14,78,0,6,17,86,1,5,9,97,0,1,3,97,0,0,4,97,0,2,2,101,0,0,0,92,0,5,4,86,1,6,8,98,0,0,3,81,1,12,7,3,0,14,84,88,0,4,9,5,0,48,48,56,0,4,41,97,0,4,0,97,0,0,3,1,101,0,0,0,0,12,1,3,85,101,0,0,0,0,0,10,0,35,31,12,13,84,0,1,12,4,84,0,8,6,3,84,0,6,8,3,84,0,6,7,4,84,0,1,7,9,0,98,1,0,2,98,0,1,2,98,1,1,1,98,1,0,2,98,1,0,2,98,1,1,1,101,0,0,0,101,0,0,0,101,0,0,0,101,0,0,0,101,0,0,0,101,0,0,0,101,0,0,0,101,0,0,0,101,0,0,0,101,0,0,0,101,0,0,0,101,0,0,0,11,0,21,69,11,0,55,35,11,0,16,74,11,0,31,59,11,0,3,87,11,0,26,64,12,0,34,55,67,0,29,3,2,0,12,0,1,8,30,50,12,2,87,0,12,1,12,76,12,0,71,17,0,1,0,0,12,0,33,25,25,6,12,1,31,45,10,2,12,0,31,57,1,13,0,26,61,1,80,0,20,1,46,0,54,1,85,0,16,0,70,0,17,14,98,0,2,1,75,0,23,3,13,1,1,6,21,25,34,13,0,3,6,24,20,35,14,1,23,36,19,8,14,0,6,11,21,49,14,0,13,20,19,35,69,3,23,6,69,12,8,12,69,8,15,9,16,1,40,44,57,0,12,32,89,0,0,0,5,1,2,0,4,49,0,0,5,0,7,0,4,3,5,2,5,13,0,2,6,22,0,38,41,0,0,22,0,4,18,15,15,17,9,1,23,2,67,9,0,23,2,27,20,16,9,4,10.764705882352942,14.117490195206962,1.6153846153846154,0.6504436355879909,10.112903225806452,6.288435492338368,2.5789473684210527,1.6432744375766888
BE,BEL,Belgium,Vlaanderen,2020-12-21,2020-12-21,287,2,37159.9872562455,1,12683.486289685901,28,279,3444191.553760451,242,1,3,283,1,37,249,1,8,278,1,71,215,1,58,228,1,37,249,1,10,276,1,6,280,1,18,268,1,2,284,2,12,273,2,40,245,1,8,278,0,29,258,284,0,2,1,251,1,9,26,279,0,2,6,216,0,11,60,230,1,10,46,250,0,10,27,277,0,4,6,281,0,3,3,270,0,4,13,285,0,0,2,275,0,3,9,247,0,7,33,279,0,3,5,258,0,10,19,8,0,21,258,266,0,8,13,8,3,115,161,172,1,16,98,271,0,16,0,271,0,1,13,2,286,0,0,1,0,29,2,18,238,287,0,0,0,0,0,11,0,107,98,43,28,242,0,10,30,5,242,0,17,23,5,242,0,16,25,4,242,0,9,30,6,242,0,2,24,19,0,270,5,4,8,270,5,3,9,270,7,1,9,270,6,2,9,270,7,1,9,270,7,0,10,287,0,0,0,287,0,0,0,287,0,0,0,287,0,0,0,287,0,0,0,287,0,0,0,287,0,0,0,287,0,0,0,287,0,0,0,287,0,0,0,287,0,0,0,287,0,0,0,19,2,72,194,19,1,152,115,19,1,21,246,19,1,117,150,19,1,3,264,19,1,18,249,20,2,81,184,206,0,73,6,1,1,20,0,6,32,116,113,20,0,265,2,20,4,31,232,20,0,174,67,10,6,1,9,20,1,64,89,79,34,22,3,79,141,34,8,24,1,69,189,4,28,2,66,187,4,215,1,60,11,135,0,150,2,266,0,20,1,170,1,60,56,284,0,2,1,269,0,16,2,29,4,1,12,48,47,146,29,3,2,11,63,49,130,31,4,90,118,34,10,31,0,6,11,50,189,31,0,19,49,66,122,220,3,50,14,220,16,12,39,220,14,24,29,32,1,140,114,173,1,27,86,261,0,12,0,1,2,2,0,9,122,0,0,14,11,21,3,6,20,11,5,10,17,4,8,35,37,5,90,153,0,2,37,0,26,56,47,38,51,30,2,41,8,51,59,128,41,2,82,65,69,23,5,7.726618705035971,11.65556765346824,1.3888888888888888,0.6076849889141857,9.11187214611872,6.606054052815192,2.639830508474576,1.3117887628671094
BE,BEL,Belgium,Wallonie,2020-12-21,2020-12-21,291,0,0,0,0,48,274,2414152.361517489,208,1,1,289,1,26,264,1,13,277,1,72,218,1,66,224,1,38,252,1,18,272,0,11,280,1,8,282,1,5,285,1,16,274,0,50,241,1,15,275,1,58,232,290,0,0,1,265,0,7,19,279,0,6,6,219,1,20,51,225,0,18,48,254,1,14,22,273,1,7,10,280,0,6,5,283,0,4,4,286,0,3,2,275,1,9,6,241,0,19,31,276,0,6,9,234,0,20,37,17,0,27,247,264,0,10,17,20,2,111,158,180,3,18,90,273,3,15,0,273,0,2,15,1,289,0,0,2,0,44,6,9,232,291,0,0,0,0,0,23,2,71,79,67,49,263,0,2,20,6,263,0,18,7,3,263,0,11,11,6,263,0,11,10,7,263,0,3,10,15,0,282,2,0,7,282,2,1,6,282,3,0,6,282,1,2,6,282,2,1,6,282,2,0,7,291,0,0,0,291,0,0,0,291,0,0,0,291,0,0,0,291,0,0,0,291,0,0,0,291,0,0,0,291,0,0,0,291,0,0,0,291,0,0,0,291,0,0,0,291,0,0,0,29,0,75,187,29,0,139,123,29,1,46,215,29,0,113,149,29,1,2,259,29,1,25,236,33,0,95,163,196,2,86,5,1,1,33,2,4,22,92,138,33,1,257,0,34,0,30,227,34,1,200,40,6,4,0,6,34,0,96,73,62,26,34,4,82,138,19,14,36,0,51,201,3,38,1,48,198,6,217,0,68,6,154,0,136,1,245,1,44,1,178,1,51,61,289,0,2,0,266,0,25,0,39,1,2,17,43,72,117,39,0,3,17,55,68,109,42,0,100,99,34,16,42,0,12,33,43,161,42,0,43,53,61,92,196,9,57,29,196,17,27,51,196,12,41,42,44,0,115,132,159,1,27,104,267,1,8,1,1,0,4,1,8,153,1,0,17,3,23,3,7,13,7,9,8,17,1,3,26,76,4,104,106,0,1,76,0,27,39,30,51,35,26,7,83,7,41,64,96,83,4,42,72,51,32,7,14.541353383458647,18.650091915524367,1.8695652173913044,1.3916748518532023,7.3933333333333335,5.660289871708633,2.5900000000000003,1.3531649110074906
BE,BEL,Belgium,Bruxelles,2020-12-22,2020-12-21,100,0,0,0,0,14,97,671759.997346942,73,0,1,99,1,9,90,1,3,96,1,19,80,0,11,89,1,9,90,0,11,89,1,1,98,1,1,98,1,0,99,0,4,96,0,13,87,1,3,96,1,23,76,99,0,1,0,91,0,4,5,97,0,0,3,81,0,8,11,89,0,6,5,91,0,3,6,89,0,3,8,99,0,0,1,99,0,0,1,100,0,0,0,96,0,3,1,87,0,3,10,97,0,2,1,77,0,9,14,3,0,9,88,92,0,3,5,4,1,41,54,59,0,10,31,90,2,7,1,90,0,3,7,0,97,0,1,2,0,15,2,6,77,100,0,0,0,0,0,5,0,35,32,15,13,7,4,19,50,20,7,4,47,29,13,7,5,33,41,14,7,3,35,40,15,7,5,9,43,36,0,94,1,0,5,94,1,3,2,94,1,1,4,94,0,3,3,94,1,1,4,94,1,1,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,9,0,22,69,9,0,67,24,9,0,14,77,9,0,34,57,9,0,2,89,9,0,27,64,11,1,33,55,67,0,31,1,0,1,12,0,0,7,42,39,12,0,88,0,13,1,17,69,13,0,74,9,2,1,0,1,13,0,34,22,24,7,13,0,31,42,10,4,13,0,23,64,0,13,0,18,68,1,79,0,20,1,35,0,65,0,86,0,13,1,67,0,19,14,99,0,0,1,74,0,26,0,15,1,0,2,18,15,49,15,1,0,5,16,22,41,15,1,28,33,11,12,15,1,4,9,15,56,15,1,12,10,19,43,78,2,15,5,78,2,9,11,78,1,12,9,15,0,45,40,60,0,12,28,90,1,3,0,3,0,0,0,3,46,0,0,1,0,4,1,0,3,2,1,10,10,2,1,19,24,2,38,33,1,2,24,0,3,15,12,13,17,16,0,27,2,59,11,1,27,2,28,22,9,10,2,10.882352941176471,16.490152627851558,2,1.7320508075688772,10.682539682539682,6.500187086204363,2.0869565217391304,1.369189653373619
BE,BEL,Belgium,Vlaanderen,2020-12-22,2020-12-22,271,0,0,0,0,50,259,3738117.9975130875,228,0,0,271,0,33,238,0,11,260,0,69,202,0,71,200,0,49,222,0,21,250,0,10,261,0,12,259,0,2,269,0,7,264,0,53,218,0,5,266,0,32,239,271,0,0,0,238,0,5,28,260,0,5,6,202,0,17,52,200,0,13,58,222,0,14,35,250,0,10,11,261,0,5,5,259,0,5,7,269,0,2,0,264,0,2,5,218,0,23,30,266,0,3,2,239,0,16,16,12,0,22,237,251,0,7,13,14,1,122,134,150,3,15,103,256,1,14,0,256,0,1,12,2,270,0,0,1,0,34,3,16,218,271,0,0,0,0,0,16,1,131,68,32,23,20,7,70,155,19,20,6,108,120,17,20,8,98,117,28,20,9,88,118,36,20,10,34,131,76,0,255,6,0,10,255,5,3,8,255,6,0,10,255,5,1,10,255,4,2,10,255,5,2,9,271,0,0,0,271,0,0,0,271,0,0,0,271,0,0,0,271,0,0,0,271,0,0,0,271,0,0,0,271,0,0,0,271,0,0,0,271,0,0,0,271,0,0,0,271,0,0,0,22,1,84,164,22,1,164,84,22,0,29,220,22,1,109,139,22,1,3,245,22,0,22,227,23,0,76,172,195,0,67,3,4,2,25,1,3,27,96,119,25,3,242,1,27,0,46,198,27,0,171,52,10,4,0,7,27,0,78,76,69,21,28,2,87,121,22,11,28,0,78,163,2,30,2,73,162,4,187,1,77,6,107,1,163,0,242,0,29,0,162,1,57,51,268,0,2,1,249,0,21,1,31,2,2,14,47,54,121,31,1,4,17,58,47,113,33,1,88,111,28,10,33,0,5,14,50,169,33,1,17,49,74,97,206,5,44,16,206,12,18,35,206,11,24,30,34,1,126,110,161,2,35,73,237,1,11,0,2,1,5,1,13,112,0,2,8,2,14,1,8,30,14,9,11,12,3,11,34,38,4,94,134,0,1,38,2,24,34,56,50,34,26,7,39,6,45,76,105,39,4,64,65,73,20,6,8.056338028169014,12.220651424806647,2.5,1.855040827202527,8.16256157635468,6.261478753307423,2.76,1.334701678813873
BE,BEL,Belgium,Wallonie,2020-12-22,2020-12-22,296,0,0,0,0,55,274,2521131.323207861,205,0,2,294,0,21,275,0,5,291,1,79,216,1,74,221,1,36,259,1,22,273,0,3,293,1,10,285,0,3,293,1,14,281,1,42,253,1,10,285,1,58,237,294,0,2,0,275,0,6,15,291,0,1,4,217,1,22,56,222,1,32,41,260,0,16,20,274,0,6,16,293,0,2,1,286,0,2,8,293,0,2,1,282,0,7,7,254,0,17,25,286,0,5,5,238,1,22,35,22,0,27,247,271,0,8,17,24,4,143,125,153,1,22,120,274,1,20,1,274,0,4,17,1,292,0,0,4,0,51,7,15,223,296,0,0,0,0,0,27,0,89,81,58,41,32,10,45,156,53,32,17,118,90,39,32,14,100,99,51,32,15,92,100,57,32,20,25,93,126,0,281,1,1,13,281,1,5,9,281,2,0,13,281,1,3,11,281,2,1,12,281,2,0,13,296,0,0,0,296,0,0,0,296,0,0,0,296,0,0,0,296,0,0,0,296,0,0,0,296,0,0,0,296,0,0,0,296,0,0,0,296,0,0,0,296,0,0,0,296,0,0,0,34,3,75,184,34,1,136,125,34,2,35,225,34,1,104,157,34,2,4,256,34,2,20,240,36,1,80,179,216,1,66,7,4,2,37,0,7,34,95,123,37,1,258,0,39,1,38,218,39,0,195,40,5,3,1,13,39,0,112,75,49,21,40,3,83,139,20,11,43,0,57,193,3,50,1,46,192,7,221,0,72,3,160,0,132,4,261,0,33,2,192,0,54,50,292,0,2,2,277,0,17,2,54,2,3,17,55,61,104,54,0,5,22,47,61,107,56,3,91,101,35,10,56,0,18,29,46,147,56,0,31,59,60,90,207,8,49,32,207,12,17,60,207,8,39,42,59,1,96,140,156,0,39,101,260,1,6,1,5,1,4,0,18,165,0,1,9,7,18,2,4,21,10,4,10,18,4,4,19,85,3,96,110,1,1,85,0,25,42,35,30,46,27,6,89,1,47,56,103,89,0,53,64,55,25,10,9.170542635658915,11.760051572356991,2.1666666666666665,1.5788456616111675,6.7272727272727275,5.679870589175855,2.6407766990291264,1.3314534067265307
BE,BEL,Belgium,Bruxelles,2020-12-23,2020-12-22,100,0,0,0,0,5,97,600821.408522782,76,0,0,100,1,8,91,1,2,97,0,22,78,1,19,80,1,16,83,1,4,95,1,2,97,1,1,98,1,1,98,1,2,97,1,9,90,1,4,95,1,19,80,100,0,0,0,92,0,2,6,98,0,0,2,78,0,7,15,81,0,5,14,84,0,6,10,96,0,2,2,98,0,1,1,99,0,1,0,99,0,1,0,98,0,2,0,91,0,2,7,96,0,0,4,81,0,13,6,3,0,3,94,97,0,1,2,3,0,37,60,63,0,7,30,93,1,6,0,93,0,2,4,1,98,0,1,1,0,11,0,11,78,100,0,0,0,0,0,5,0,41,26,11,17,6,7,16,51,20,6,5,48,30,11,6,6,40,32,16,6,9,34,33,18,6,10,8,36,40,0,90,2,2,6,90,1,4,5,90,2,1,7,90,1,3,6,90,2,0,8,90,2,3,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,8,0,25,67,8,1,65,26,8,2,15,75,8,1,35,56,8,1,3,88,8,1,23,68,8,0,28,64,72,1,21,2,3,1,9,1,0,10,31,49,9,0,91,0,10,2,12,76,10,0,69,16,1,1,0,3,10,0,36,26,23,5,11,0,32,42,12,3,11,0,28,61,0,13,1,23,62,1,75,0,23,2,35,0,63,2,85,0,14,1,65,0,18,17,97,0,3,0,77,0,23,0,13,2,0,5,15,21,44,13,0,0,6,19,17,45,15,3,22,34,16,10,15,0,3,6,12,64,15,0,8,8,20,49,84,1,10,5,84,4,2,10,84,3,4,9,16,1,44,39,61,0,12,27,89,2,5,0,1,0,0,1,2,45,0,0,4,1,5,0,2,5,2,2,8,14,1,0,11,23,1,37,37,1,1,23,0,4,13,18,9,19,13,1,24,3,60,11,2,24,0,27,26,16,4,3,12.878048780487806,15.575935159648072,2,1.4142135623730951,10.301587301587302,7.031346681078494,2.289855072463768,1.3943314788115393
BE,BEL,Belgium,Vlaanderen,2020-12-23,2020-12-23,285,0,0,0,0,29,276,3721251.357444723,220,3,2,280,1,32,252,2,8,275,2,77,206,2,66,217,1,48,236,1,28,256,2,4,279,1,19,265,0,2,283,1,13,271,2,50,233,2,10,273,3,42,240,283,0,0,2,253,0,9,23,277,0,2,6,208,1,17,59,219,0,12,54,237,1,10,37,257,1,11,16,281,0,1,3,266,1,9,9,283,0,1,1,272,0,5,8,235,1,11,38,275,0,4,6,243,1,10,31,8,1,20,256,266,0,11,8,12,5,143,125,142,0,33,110,252,4,28,1,252,0,2,26,5,284,0,0,1,0,51,5,10,219,285,0,0,0,0,0,16,2,139,59,45,24,19,7,47,184,28,19,7,82,159,18,19,8,77,147,34,19,9,66,149,42,19,9,26,147,84,0,275,0,3,7,275,1,2,7,275,1,1,8,275,2,3,5,275,1,1,8,275,1,1,8,285,0,0,0,285,0,0,0,285,0,0,0,285,0,0,0,285,0,0,0,285,0,0,0,285,0,0,0,285,0,0,0,285,0,0,0,285,0,0,0,285,0,0,0,285,0,0,0,22,1,74,188,22,1,166,96,22,1,24,238,22,1,99,163,22,2,1,260,22,2,21,240,26,1,75,183,210,0,67,4,3,1,30,1,3,32,101,118,30,3,252,0,31,1,44,209,31,0,178,61,8,2,1,4,31,0,90,76,77,11,32,1,84,141,21,6,33,1,66,182,3,40,5,60,172,8,211,0,68,6,120,0,163,2,261,0,24,0,187,2,47,49,284,0,0,1,264,0,21,0,42,2,1,9,50,62,119,42,1,3,18,42,78,101,44,1,71,117,40,12,44,0,5,15,41,180,44,0,21,49,64,107,215,3,47,20,215,10,15,45,215,7,28,35,45,1,133,106,179,0,41,65,246,1,11,1,7,0,3,2,14,115,0,5,13,7,14,4,11,28,14,8,8,10,3,4,41,58,3,103,121,0,0,58,0,27,38,50,39,44,22,7,62,7,33,70,113,62,4,68,59,67,20,5,10.54421768707483,16.082932028620256,1.5294117647058822,1.0675700831106785,7.819095477386934,5.83159603445059,2.662037037037037,1.354284679810975
BE,BEL,Belgium,Wallonie,2020-12-23,2020-12-23,318,1,7472.568616089059,0,0,34,298,2603486.067209658,219,2,1,315,1,26,291,1,8,309,2,82,234,1,58,259,2,33,283,2,25,291,3,8,307,2,10,306,2,2,314,3,8,307,3,42,273,3,8,307,2,51,265,317,0,0,1,292,0,9,17,310,0,3,5,236,1,24,57,260,0,24,34,285,1,15,17,293,1,11,13,310,0,3,5,308,0,5,5,316,0,1,1,310,0,3,5,276,0,12,30,310,1,5,2,267,0,23,28,18,2,19,279,301,0,7,10,21,4,129,164,190,0,17,111,301,1,16,0,301,0,1,15,1,317,0,1,0,0,43,3,18,254,318,0,0,0,0,0,24,1,65,97,75,56,33,12,45,159,69,33,11,123,106,45,33,10,85,123,67,33,11,79,127,68,33,13,20,96,156,0,302,2,4,10,302,2,5,9,302,2,2,12,302,1,3,12,302,1,3,12,302,2,3,11,318,0,0,0,318,0,0,0,318,0,0,0,318,0,0,0,318,0,0,0,318,0,0,0,318,0,0,0,318,0,0,0,318,0,0,0,318,0,0,0,318,0,0,0,318,0,0,0,35,3,85,195,35,2,161,120,35,1,50,232,35,2,108,173,35,2,7,274,35,2,18,263,35,3,95,185,223,0,83,8,2,2,35,2,3,31,107,140,35,2,280,1,45,2,56,215,45,0,222,33,6,2,2,8,45,2,117,82,49,23,46,7,98,130,25,12,48,0,64,203,3,52,1,56,206,3,233,0,71,14,157,1,157,3,268,0,48,2,210,1,59,48,311,0,4,3,300,0,16,2,57,4,4,18,62,52,121,57,1,3,19,61,62,115,60,3,93,111,34,17,60,1,11,33,43,170,60,0,30,52,61,115,236,5,52,25,236,13,19,50,236,10,30,42,63,3,113,139,179,1,35,103,286,1,3,1,3,4,6,1,13,174,1,0,11,5,20,2,3,21,10,10,7,19,2,2,31,93,3,104,115,0,3,93,0,27,33,35,47,44,34,5,95,4,52,65,102,95,4,58,60,60,27,14,12.478260869565217,17.500038536476588,1.9375000000000002,1.3400870618483463,7.184563758389261,5.709862553751335,2.4976958525345627,1.3881923496614743
BE,BEL,Belgium,-99,2020-12-24,2020-12-21,100,1,8260.585510888292,0,0,17,84,1342316.8981000355,52,2,2,96,2,8,90,3,4,93,3,19,78,3,20,77,3,15,82,4,4,92,2,4,94,3,2,95,3,2,95,4,6,90,3,17,80,3,3,94,3,16,81,98,1,1,0,92,1,1,6,96,1,1,2,81,3,5,11,80,1,6,13,85,3,4,8,96,0,2,2,96,2,0,2,98,1,0,1,98,1,1,0,94,1,4,1,83,2,5,10,97,2,0,1,84,3,4,9,14,2,9,75,92,0,2,6,15,3,29,53,71,0,6,23,94,0,6,0,94,0,1,5,0,99,0,0,1,0,24,1,7,68,100,0,0,0,0,0,19,1,32,21,18,9,34,7,17,38,4,34,7,29,25,5,34,10,27,26,3,34,11,21,28,6,34,13,10,24,19,0,96,2,0,2,96,2,1,1,96,2,0,2,96,2,0,2,96,2,1,1,96,2,1,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,22,5,21,52,22,4,51,23,22,5,12,61,22,4,26,48,22,4,6,68,22,5,13,60,22,2,22,54,78,0,18,3,0,1,24,3,1,5,32,35,24,3,72,1,26,4,11,59,26,1,62,5,2,2,0,2,26,1,33,23,9,8,26,4,20,40,7,3,26,2,20,51,1,26,3,15,54,2,79,2,18,1,49,1,50,0,88,1,9,2,74,2,17,7,94,1,3,2,87,1,10,2,30,3,1,1,12,13,40,30,1,3,2,13,19,32,30,3,29,27,9,2,30,1,3,9,10,47,30,1,6,16,15,32,79,1,14,6,79,9,6,6,79,9,6,6,33,2,27,38,62,1,5,32,95,1,1,0,0,0,1,0,2,70,0,0,1,0,6,0,0,4,0,4,1,0,1,3,10,45,4,13,36,0,2,45,2,2,5,7,17,11,7,4,47,3,11,14,25,47,1,11,20,12,4,5,13.242424242424242,19.710451388524667,2.6,1.8165902124584952,9.235294117647058,6.849281420081926,2.6666666666666665,1.3735082171923965
