ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
BE,BEL,Belgium,Bruxelles,2020-12-24,2020-12-23,100,0,0,0,0,3,97,701074.1940898413,77,2,1,97,2,9,89,2,4,94,2,26,72,2,19,79,2,8,90,2,8,90,2,2,96,1,6,93,2,3,95,2,2,96,1,10,89,2,2,96,1,22,77,99,0,0,1,91,0,3,6,96,0,2,2,74,0,8,18,81,0,3,16,92,0,0,8,92,0,4,4,98,0,2,0,94,0,1,5,97,0,1,2,98,0,0,2,90,0,2,8,98,0,1,1,78,0,5,17,2,1,3,94,99,0,1,0,5,1,45,49,55,2,4,39,96,0,4,0,96,0,2,2,0,98,0,1,1,0,13,1,8,78,100,0,0,0,0,0,7,0,40,27,13,13,7,3,29,42,19,7,5,44,30,14,7,7,44,25,17,7,5,40,31,17,7,7,17,26,43,0,93,3,0,4,93,2,3,2,93,2,1,4,93,2,1,4,93,3,0,4,93,2,0,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,9,1,25,65,9,2,62,27,9,2,19,70,9,2,39,50,9,2,4,85,9,1,32,58,10,1,32,57,68,0,28,4,0,0,11,0,2,11,28,48,11,0,89,0,11,1,14,74,11,0,75,8,3,2,0,1,11,1,35,31,12,10,11,1,36,40,8,4,11,0,18,69,2,14,0,23,61,2,75,0,23,2,38,0,62,0,81,0,19,0,61,0,24,15,97,0,2,1,69,0,30,1,15,0,2,3,22,13,45,15,0,4,8,19,16,38,15,0,30,31,13,11,15,0,7,9,17,52,15,1,16,21,16,31,63,2,29,6,63,6,8,23,63,3,15,19,15,0,42,43,57,0,17,26,84,1,2,1,1,1,0,0,10,42,0,0,6,1,1,0,5,8,2,4,10,7,2,2,10,23,1,38,35,0,3,23,1,5,13,16,19,13,7,3,23,2,56,16,3,23,1,19,22,25,7,3,12.577777777777776,15.962297751105556,1,0,11.140625,6.720891823617005,2.5342465753424657,1.5552973258157097
BE,BEL,Belgium,Vlaanderen,2020-12-24,2020-12-24,235,2,44344.07887914209,2,44344.07887914209,28,225,3743948.698586579,188,0,3,232,0,28,207,0,9,226,0,62,173,0,58,177,0,36,199,0,13,222,0,6,229,0,7,228,0,2,233,0,8,227,0,47,188,0,7,228,0,22,213,232,0,2,1,207,1,14,13,226,0,2,7,173,1,9,52,177,0,17,41,199,1,7,28,222,1,7,5,229,0,4,2,228,0,4,3,233,0,1,1,227,1,3,4,188,1,11,35,228,1,4,2,213,2,8,12,10,0,16,209,220,0,5,10,11,3,92,129,143,0,18,74,217,1,15,2,217,0,5,9,4,230,0,0,5,0,32,3,16,184,235,0,0,0,0,0,14,0,101,56,42,22,17,4,36,165,13,17,6,61,133,18,17,7,47,135,29,17,7,39,143,29,17,8,15,126,69,0,220,5,2,8,220,4,2,9,220,6,0,9,220,5,3,7,220,6,0,9,220,6,1,8,235,0,0,0,235,0,0,0,235,0,0,0,235,0,0,0,235,0,0,0,235,0,0,0,235,0,0,0,235,0,0,0,235,0,0,0,235,0,0,0,235,0,0,0,235,0,0,0,20,3,60,152,20,0,146,69,20,2,22,191,20,2,91,122,20,2,1,212,20,2,11,202,23,2,64,146,171,0,56,3,1,4,24,1,1,30,75,104,24,1,210,0,28,3,37,167,28,0,144,39,7,7,1,9,28,1,68,53,61,24,29,1,71,105,19,10,29,0,67,138,1,35,1,55,141,3,175,0,53,7,91,0,143,1,214,0,19,2,144,0,45,46,234,0,0,1,224,0,11,0,36,1,0,3,38,42,115,36,0,1,7,44,47,100,37,0,65,81,36,16,37,1,2,18,38,139,37,0,17,29,47,105,189,4,33,9,189,9,8,29,189,6,18,22,39,0,101,95,140,0,23,72,213,0,7,1,2,0,0,0,12,112,0,1,6,7,15,4,4,15,14,5,9,11,2,5,25,44,3,85,103,0,0,44,0,12,22,45,44,36,28,4,47,6,28,59,95,47,4,71,47,47,14,5,7.13,10.093067381837493,2.090909090909091,1.1361818036340359,9.19186046511628,6.2880042690839915,2.4972375690607733,1.4087989738791502
BE,BEL,Belgium,Wallonie,2020-12-24,2020-12-24,249,0,0,0,0,28,232,2552171.0546206823,170,2,1,246,0,23,226,1,8,240,0,68,181,0,61,188,0,30,219,0,22,227,1,7,241,1,6,242,1,4,244,0,14,235,1,39,209,1,7,241,1,52,196,248,0,1,0,226,0,10,13,241,0,3,5,181,0,34,34,188,1,22,38,219,0,13,17,227,0,12,10,242,0,4,3,243,1,0,5,245,0,2,2,235,0,7,7,210,1,17,21,242,1,2,4,197,1,26,25,17,0,17,215,232,0,5,12,18,2,107,122,143,1,21,84,228,1,20,0,228,0,1,20,0,248,0,0,1,0,43,1,20,185,249,0,0,0,0,0,22,1,67,77,47,35,29,16,41,127,36,29,5,111,79,25,29,12,77,89,42,29,13,83,77,47,29,15,21,86,98,0,230,3,2,14,230,0,9,10,230,3,1,15,230,3,3,13,230,2,3,14,230,2,2,15,249,0,0,0,249,0,0,0,249,0,0,0,249,0,0,0,249,0,0,0,249,0,0,0,249,0,0,0,249,0,0,0,249,0,0,0,249,0,0,0,249,0,0,0,249,0,0,0,31,2,59,157,31,0,138,80,31,0,41,177,31,0,83,135,31,0,4,214,31,0,19,199,31,0,80,138,169,0,69,3,2,6,31,1,3,29,77,108,31,1,215,2,34,0,32,183,34,0,161,35,11,0,2,6,34,0,94,64,38,19,36,2,79,106,16,10,36,0,50,162,1,44,2,57,143,3,190,2,49,8,111,3,131,4,208,1,37,3,166,0,44,39,245,1,1,2,230,0,19,0,46,0,4,15,47,49,88,46,0,7,14,48,46,88,49,2,65,78,44,11,49,0,12,21,42,125,49,0,28,37,56,79,185,4,38,22,185,11,20,33,185,5,35,24,54,1,87,107,142,0,24,83,226,0,5,0,3,0,1,1,13,139,0,1,9,3,12,1,5,23,8,4,6,12,2,5,19,75,0,88,84,0,2,75,0,16,29,28,39,28,27,7,78,3,33,55,80,78,2,39,49,52,18,11,14.320754716981131,15.990203649682229,1.8461538461538463,1.1435437497937313,6.978260869565218,5.32224366697433,2.754491017964072,1.4581183859098943
BE,BEL,Belgium,-99,2020-12-25,2020-12-22,100,0,0,0,0,16,84,1418178.5199920875,50,2,1,97,2,8,90,2,4,94,2,20,78,3,15,82,3,12,85,2,3,95,2,2,96,1,2,97,3,1,96,3,4,93,1,18,81,2,3,95,2,16,82,99,0,1,0,92,0,1,7,96,1,1,2,80,1,4,15,85,0,3,12,88,1,5,6,97,0,2,1,98,1,0,1,98,1,0,1,99,0,1,0,96,1,2,1,82,2,4,12,97,2,0,1,84,2,7,7,14,2,8,76,93,0,2,5,15,4,28,53,72,0,5,23,95,0,5,0,95,0,0,4,1,100,0,0,0,0,24,2,8,66,100,0,0,0,0,0,21,1,35,20,17,6,23,10,18,42,7,23,10,33,29,5,23,12,31,30,4,23,13,25,33,6,23,15,11,26,25,0,95,2,1,2,95,2,1,2,95,2,0,3,95,2,0,3,95,2,1,2,95,2,1,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,24,4,19,53,24,4,52,20,24,4,9,63,24,4,25,47,24,4,6,66,24,5,13,58,24,2,21,53,79,0,18,2,0,1,26,3,0,4,29,38,26,3,71,0,28,4,12,56,28,1,58,8,2,1,0,2,28,1,33,25,8,5,29,2,23,38,5,3,29,1,23,46,1,29,3,17,50,1,81,1,17,1,48,0,52,0,91,0,7,2,75,1,15,9,94,0,4,2,87,0,11,2,32,3,1,1,12,17,34,32,1,3,3,12,20,29,32,4,28,25,9,2,32,1,5,5,11,46,32,1,6,14,17,30,81,0,13,6,81,7,5,7,81,6,7,6,34,4,25,37,63,1,5,31,96,0,1,0,0,0,1,0,2,73,0,0,1,1,5,0,0,4,1,3,0,0,1,2,9,47,3,14,34,0,2,47,1,2,4,9,13,10,7,7,49,4,9,15,23,49,1,14,16,12,4,4,16.20689655172414,21.95186179924614,3,1.8257418583505536,9.175,7.050005719512666,2.4130434782608696,1.45412955187053
BE,BEL,Belgium,Bruxelles,2020-12-25,2020-12-24,100,0,0,0,0,7,93,757341.8397583271,66,3,2,95,3,6,91,3,0,97,3,32,65,3,24,73,2,12,86,3,9,88,2,2,96,3,4,93,3,2,95,3,3,94,2,8,90,3,2,95,2,22,76,98,0,1,1,94,0,4,2,100,0,0,0,68,1,10,21,76,1,5,18,88,0,6,6,91,0,5,4,98,0,2,0,96,0,1,3,98,0,1,1,97,0,1,2,92,0,3,5,98,0,0,2,78,0,6,16,7,0,5,88,96,0,1,3,9,2,42,47,58,0,6,36,94,0,6,0,94,0,1,5,0,99,0,0,1,0,18,3,8,71,100,0,0,0,0,0,11,0,39,24,15,11,12,1,23,49,15,12,2,44,33,9,12,3,40,32,13,12,2,40,29,17,12,5,7,38,38,0,92,3,1,4,92,2,2,4,92,3,0,5,92,1,3,4,92,3,0,5,92,2,0,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,13,1,24,62,13,1,61,25,13,1,17,69,13,1,50,36,13,2,3,82,13,0,28,59,15,1,36,48,64,0,30,3,2,1,16,0,2,10,27,45,16,0,84,0,16,1,11,72,16,0,71,8,1,3,0,1,16,1,27,32,17,7,16,0,25,45,10,4,17,1,19,61,2,18,0,18,61,3,76,1,21,2,39,0,60,1,83,1,15,1,50,0,27,23,98,1,1,0,73,1,25,1,20,1,0,5,10,18,46,20,1,2,9,13,12,43,22,0,20,26,22,10,22,0,4,6,14,54,22,1,16,11,14,36,74,1,22,3,74,5,0,21,74,1,6,19,23,0,44,33,67,0,15,18,85,1,2,1,2,1,0,0,8,41,0,0,6,8,4,1,5,3,3,1,5,9,2,1,11,33,0,42,22,0,3,33,0,5,14,16,14,10,7,1,34,0,49,14,3,34,0,19,23,16,4,4,6.162790697674419,7.952029488058947,1.6666666666666667,0.5773502691896257,10.473684210526315,6.6737900539506425,2.4,1.5083103128998356
BE,BEL,Belgium,Vlaanderen,2020-12-25,2020-12-25,243,0,0,0,0,40,241,3714569.4889468118,202,1,1,241,1,24,218,1,7,235,1,64,178,1,64,178,1,34,208,0,11,232,1,7,235,1,8,234,1,1,241,1,17,225,1,38,204,1,9,233,0,28,215,242,0,1,0,219,0,2,22,236,0,1,6,179,0,8,56,179,0,18,46,209,0,7,27,232,0,5,6,236,0,3,4,235,0,3,5,242,0,0,1,226,0,5,12,205,0,5,33,234,0,2,7,215,0,13,15,2,0,16,225,227,0,7,9,2,2,124,115,120,3,20,100,223,1,17,2,223,0,0,17,3,243,0,0,0,0,29,2,15,197,243,0,0,0,0,0,7,1,119,60,39,17,11,4,60,156,12,11,6,84,132,10,11,8,61,144,19,11,10,47,144,31,11,10,23,126,73,0,228,2,2,11,228,1,5,9,228,2,0,13,228,2,1,12,228,2,0,13,228,1,1,13,243,0,0,0,243,0,0,0,243,0,0,0,243,0,0,0,243,0,0,0,243,0,0,0,243,0,0,0,243,0,0,0,243,0,0,0,243,0,0,0,243,0,0,0,243,0,0,0,17,1,66,159,17,0,143,83,17,2,18,206,17,2,112,112,17,2,2,222,17,1,14,211,18,0,96,129,147,0,88,8,0,0,18,0,5,28,78,114,18,0,223,2,19,0,28,196,19,0,161,42,11,4,0,6,19,2,57,71,61,33,20,0,72,126,15,10,21,0,72,150,0,24,1,56,158,4,177,0,61,5,100,0,141,2,225,1,17,0,131,0,50,62,241,0,2,0,229,0,14,0,26,0,3,9,42,51,112,26,0,4,15,45,52,101,29,3,85,84,33,9,29,1,7,17,37,152,29,1,8,51,65,89,186,4,30,23,186,8,14,35,186,7,26,24,33,3,117,90,153,0,24,66,219,1,2,1,2,1,2,1,14,102,1,1,14,3,11,1,8,19,18,2,12,10,1,8,32,37,4,83,118,0,1,37,1,17,39,31,49,39,25,5,40,6,47,49,101,40,4,65,56,59,13,6,7.475806451612903,11.364231226830464,2.7142857142857144,1.6374732612530445,8.839080459770114,6.52938854384502,2.5816326530612246,1.335307277709018
BE,BEL,Belgium,Wallonie,2020-12-25,2020-12-25,243,0,0,0,0,25,227,2490883.3656775765,170,0,0,243,0,24,219,1,9,233,0,58,185,0,46,197,1,30,212,1,16,226,0,12,231,0,7,236,0,1,242,2,5,236,2,32,209,1,8,234,1,43,199,243,0,0,0,219,2,7,15,234,0,5,4,185,0,20,38,197,1,18,27,213,1,11,18,227,0,5,11,231,0,4,8,236,0,2,5,242,0,0,1,238,0,3,2,211,0,12,20,235,0,5,3,200,1,18,24,16,0,18,209,227,0,7,9,20,1,107,115,136,0,20,87,223,0,20,0,223,0,2,16,2,241,0,1,0,1,41,3,14,185,243,0,0,0,0,0,24,0,89,58,43,29,25,10,56,115,37,25,6,110,77,25,25,9,93,76,40,25,8,88,83,39,25,7,30,81,100,0,230,2,2,9,230,3,1,9,230,4,0,9,230,4,0,9,230,4,1,8,230,3,2,8,243,0,0,0,243,0,0,0,243,0,0,0,243,0,0,0,243,0,0,0,243,0,0,0,243,0,0,0,243,0,0,0,243,0,0,0,243,0,0,0,243,0,0,0,243,0,0,0,29,1,52,161,29,0,121,93,29,2,29,183,29,2,109,103,29,1,6,207,29,2,12,200,31,1,86,125,157,0,69,9,3,5,33,0,3,31,77,99,33,0,210,0,38,0,32,173,38,0,152,35,6,4,1,7,38,1,79,61,46,18,39,1,64,107,15,17,40,0,50,148,5,41,1,52,142,7,191,0,45,7,122,0,120,1,214,0,26,3,134,0,51,58,237,0,4,2,231,0,10,2,43,0,3,13,36,50,98,43,0,3,12,53,44,88,45,0,76,84,30,8,45,1,17,27,32,121,45,0,35,31,57,75,178,2,45,18,178,4,16,45,178,3,35,27,48,0,83,112,131,0,32,80,213,1,6,0,1,0,3,0,19,131,1,0,13,4,13,1,5,18,7,3,6,14,2,1,24,69,2,81,86,2,3,69,2,20,24,27,32,44,20,5,73,7,36,61,66,73,5,37,51,43,23,11,8.928571428571429,11.462399309836677,1.4615384615384615,1.0500305245868344,7.0078740157480315,5.155511864711069,2.7177914110429446,1.5295815713398762
BE,BEL,Belgium,-99,2020-12-26,2020-12-22,100,0,0,0,0,20,83,1377303.6215459618,50,3,1,96,2,9,89,1,7,92,2,19,79,2,16,82,3,11,86,3,5,92,3,2,95,2,1,97,2,1,97,6,4,90,1,15,84,5,2,93,3,18,79,99,0,1,0,91,0,3,6,93,1,3,3,81,2,5,12,84,0,6,10,89,1,3,7,95,0,4,1,98,1,0,1,99,0,0,1,99,0,1,0,96,1,2,1,85,2,1,12,98,1,0,1,82,2,8,8,15,2,10,73,91,1,2,6,16,5,22,57,78,0,2,20,98,0,2,0,98,0,0,1,1,100,0,0,0,0,23,2,7,68,100,0,0,0,0,0,21,0,35,21,17,6,23,12,16,43,6,23,10,29,30,8,23,13,27,33,4,23,12,21,36,8,23,14,11,24,28,0,95,1,2,2,95,1,2,2,95,1,0,4,95,1,0,4,95,1,1,3,95,1,1,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,24,2,18,56,24,2,53,21,24,2,6,68,24,2,27,47,24,2,5,69,24,2,10,64,27,2,18,53,82,0,16,1,0,1,29,2,0,5,30,34,29,1,69,1,29,2,11,58,29,0,56,8,1,2,0,4,29,0,34,26,8,3,31,1,27,32,6,3,31,0,24,44,1,32,3,20,44,1,82,1,17,0,48,0,51,1,94,0,6,0,75,1,14,10,95,0,4,1,90,0,9,1,34,1,1,2,12,15,35,34,0,2,2,11,19,32,35,3,27,28,5,2,35,0,3,5,13,44,35,0,5,12,20,28,83,0,13,4,83,6,6,5,83,5,7,5,36,3,21,40,60,1,7,32,94,0,2,0,1,0,1,0,2,74,0,0,1,1,5,0,0,3,2,4,0,0,1,1,8,46,2,14,36,0,2,46,0,1,4,8,11,14,11,5,49,3,9,16,23,49,0,16,18,11,3,3,12.192307692307692,16.516704830611296,3,1.58113883008419,7.957575757575758,6.11836529960364,2.2444444444444445,1.4326636913544128
BE,BEL,Belgium,Bruxelles,2020-12-26,2020-12-26,113,1,2928.2559775586,1,2928.2559775586,14,105,761974.6563937496,71,2,1,110,2,11,100,2,0,111,2,27,84,3,17,93,2,13,98,3,6,104,3,1,109,2,3,108,2,1,110,3,9,101,3,17,93,2,2,109,1,18,94,112,0,0,1,102,0,3,8,113,0,0,0,86,2,12,13,96,1,5,11,100,2,6,5,107,0,2,4,112,1,0,0,110,0,2,1,112,1,0,0,104,0,3,6,96,1,6,10,111,0,1,1,95,2,8,8,7,1,8,97,105,0,0,8,7,2,50,54,63,0,13,37,100,1,11,1,100,0,6,4,3,107,0,3,3,0,22,1,9,81,113,0,0,0,0,0,7,3,35,43,18,7,11,7,24,56,15,11,9,48,39,6,11,11,31,47,13,11,9,37,43,13,11,11,12,42,37,0,104,0,2,7,104,2,1,6,104,2,0,7,104,2,3,4,104,2,0,7,104,2,1,6,113,0,0,0,113,0,0,0,113,0,0,0,113,0,0,0,113,0,0,0,113,0,0,0,113,0,0,0,113,0,0,0,113,0,0,0,113,0,0,0,113,0,0,0,113,0,0,0,14,1,18,80,14,2,50,47,14,3,11,85,14,2,54,43,14,2,2,95,14,2,27,70,20,0,45,48,68,0,40,4,0,1,20,2,1,7,35,48,20,1,92,0,22,0,11,80,22,0,68,13,4,1,0,5,22,0,34,27,24,6,22,2,28,44,9,8,22,0,25,64,2,23,0,22,67,1,95,0,15,3,64,1,47,1,102,0,10,1,59,1,21,32,111,0,0,2,86,0,25,2,24,0,0,5,20,26,38,24,0,1,9,17,25,37,24,2,29,39,14,5,24,0,3,9,16,61,24,0,10,15,27,37,88,5,10,10,88,6,5,14,88,5,6,14,24,1,30,58,55,0,17,41,97,0,5,1,1,1,0,0,8,68,0,0,3,2,5,1,3,4,0,4,2,10,0,1,10,38,2,33,39,0,1,38,0,6,13,12,18,11,13,2,38,4,53,17,1,38,2,28,20,16,7,2,9.925,14.566184055843793,2,1.2649110640673518,10.543859649122806,6.535808441191485,2.2142857142857144,1.3924522955725034
BE,BEL,Belgium,Vlaanderen,2020-12-26,2020-12-26,280,1,10964.264115941,1,10964.264115941,52,270,3660296.2913266323,218,1,2,277,1,40,239,1,5,274,1,65,214,1,77,202,1,39,240,1,18,261,1,6,273,1,15,264,1,2,277,2,9,269,1,34,245,2,9,269,1,34,245,278,0,1,1,240,0,9,31,275,0,1,4,215,0,12,53,203,0,16,61,241,1,8,30,262,0,8,10,274,0,2,4,265,0,8,7,278,0,0,2,271,0,4,5,246,0,8,26,271,0,2,7,246,0,8,26,10,0,24,246,258,0,7,15,13,4,101,162,179,1,11,89,269,1,10,0,269,0,1,8,2,279,0,0,1,0,31,1,12,236,280,0,0,0,0,0,16,0,114,86,43,21,18,7,56,179,20,18,8,79,156,19,18,6,66,162,28,18,6,58,154,44,18,10,14,146,92,0,268,2,2,8,268,1,3,8,268,2,1,9,268,2,2,8,268,2,0,10,268,2,0,10,280,0,0,0,280,0,0,0,280,0,0,0,280,0,0,0,280,0,0,0,280,0,0,0,280,0,0,0,280,0,0,0,280,0,0,0,280,0,0,0,280,0,0,0,280,0,0,0,20,3,48,209,20,1,135,124,20,3,24,233,20,0,129,131,20,2,6,252,20,2,17,241,20,0,104,156,176,0,89,9,4,2,22,2,7,34,114,101,22,1,255,2,25,3,26,226,25,0,173,62,7,7,1,5,25,0,73,90,69,23,27,2,91,131,21,8,29,0,71,179,1,32,4,82,156,6,232,0,43,5,145,0,131,4,256,0,22,2,151,0,56,73,274,0,5,1,263,0,15,2,34,3,3,9,31,57,143,34,3,5,8,48,51,131,36,3,80,95,52,14,36,0,5,7,45,187,36,0,13,43,69,119,225,4,38,13,225,10,7,38,225,6,21,28,42,2,121,115,165,0,35,80,249,2,6,0,4,0,1,0,18,130,0,0,17,6,11,1,9,25,14,8,5,10,2,10,32,56,4,90,126,0,4,56,1,18,45,44,40,43,26,7,61,7,32,72,108,61,4,70,67,52,16,10,7.294964028776978,9.739694097962477,2.2318181818181815,1.4707906405145188,8.155913978494624,6.2930585931981575,2.6492890995260665,1.2947649048690708
