ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
DO,DOM,Dominican Republic,Santo Domingo,2020-12-24,2020-12-23,100,0,0,0,0,42,93,1548766.3528111528,76,2,3,95,1,15,84,2,4,94,2,12,86,2,24,74,2,14,84,1,8,91,1,6,93,2,3,95,2,1,97,2,10,88,2,17,81,1,9,90,1,18,81,97,0,1,2,85,0,12,3,96,0,4,0,88,0,6,6,76,0,13,11,86,1,9,4,92,0,6,2,94,0,3,3,97,0,3,0,99,0,0,1,90,0,5,5,83,0,10,7,91,0,7,2,82,0,12,6,6,1,21,72,79,0,9,12,7,1,43,49,57,1,10,32,90,2,8,0,90,1,9,0,99,0,0,1,0,19,0,14,67,100,0,0,0,0,10,0,25,24,27,14,14,4,41,20,21,14,7,39,20,20,14,7,37,16,26,14,8,33,18,27,14,9,9,17,51,88,3,3,6,88,2,7,3,88,1,8,3,88,2,4,6,88,2,4,6,88,2,5,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,15,4,31,50,15,2,61,22,15,6,30,49,15,4,50,31,15,4,19,62,15,3,31,51,15,0,56,29,44,0,29,19,2,6,15,1,1,11,39,33,15,1,84,0,15,1,16,68,15,0,77,6,1,0,0,1,15,0,12,25,32,16,15,0,16,48,19,2,15,0,7,71,7,16,1,6,70,7,69,0,28,3,39,1,59,1,70,1,27,2,50,2,34,14,81,0,18,1,69,1,29,1,16,0,1,5,8,21,49,16,0,1,6,6,24,47,17,1,30,27,14,11,17,0,12,17,27,27,17,0,24,24,15,20,53,8,35,4,53,14,15,18,53,11,22,14,20,0,42,38,62,0,19,19,81,1,5,0,4,1,0,2,6,39,1,0,1,3,13,2,4,2,0,0,5,5,2,3,2,18,22,2,35,41,0,0,22,0,16,21,19,8,12,1,1,24,1,66,4,5,24,0,10,25,31,8,2,2.3518518518518516,1.5066820651891173,2.235294117647059,1.3004524099667143,13.267605633802814,5.523864450801174,2.9864864864864864,1.7477440899412227
DO,DOM,Dominican Republic,-99,2020-12-25,2020-12-22,100,4,61966.3217089779,2,34621.3798574833,19,78,1701975.9796197426,36,7,7,86,7,16,77,8,5,87,6,14,80,7,20,73,5,21,74,6,9,85,5,4,91,7,5,88,7,5,88,4,9,87,5,19,76,7,7,86,10,20,70,93,1,6,0,84,3,10,3,95,1,1,3,86,2,10,2,80,2,9,9,79,2,11,8,91,1,4,4,96,2,2,0,95,2,3,0,95,0,3,2,91,2,5,2,81,2,13,4,93,1,5,1,80,2,15,3,22,0,12,66,89,0,2,9,24,3,23,50,77,0,9,14,91,2,7,0,91,5,4,0,95,1,2,2,0,36,4,9,51,100,0,0,0,0,24,0,27,19,16,14,28,11,27,14,20,28,20,21,20,11,28,22,27,13,10,28,20,24,16,12,28,26,6,14,26,91,4,3,2,91,4,3,2,91,2,5,2,91,4,0,5,91,4,2,3,91,3,3,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,29,9,26,36,29,7,38,26,29,11,18,42,29,10,25,36,29,12,10,49,29,8,19,44,29,3,29,39,71,0,20,3,4,2,29,1,0,9,24,37,29,5,66,0,34,1,16,49,34,0,49,3,2,0,1,11,34,2,20,13,19,12,34,3,23,24,12,4,35,1,10,50,4,41,4,13,38,4,74,0,26,0,62,0,38,0,82,0,17,1,75,1,20,4,90,0,9,1,81,0,18,1,41,1,0,3,4,7,44,41,4,1,3,9,6,36,45,2,23,17,4,9,45,2,8,13,10,22,45,1,9,21,9,15,70,6,18,6,70,14,7,9,70,9,14,7,46,2,25,27,73,0,8,19,92,0,1,0,2,1,0,1,3,67,0,3,2,0,5,1,1,4,3,0,8,0,0,1,0,5,55,1,24,20,0,0,55,1,2,3,13,8,15,3,0,62,4,22,4,8,62,3,5,14,15,1,0,3.3666666666666663,2.1732437750393134,2,1.4142135623730951,13.25714285714286,7.8603354858161,2.6363636363636362,1.616674476707158
DO,DOM,Dominican Republic,Distrito Nacional,2020-12-25,2020-12-25,101,2,18372.37521647979,0,0,44,95,1340474.6168703893,64,4,5,92,4,19,78,5,4,92,3,14,84,4,22,75,5,11,85,4,10,87,6,4,91,5,5,91,4,6,91,4,10,87,4,24,73,5,4,92,5,18,78,96,2,1,2,82,3,6,10,97,1,0,3,87,1,4,9,79,2,8,12,90,2,5,4,91,1,4,5,97,1,1,2,96,1,1,3,95,1,4,1,91,2,6,2,77,3,12,9,97,1,2,1,83,1,10,7,6,0,23,72,80,0,7,14,8,2,48,43,56,0,25,20,76,5,20,0,76,9,16,0,92,0,2,7,0,38,1,9,53,101,0,0,0,0,12,1,30,26,17,15,18,4,34,26,19,18,7,43,20,13,18,7,35,18,23,18,7,34,16,26,18,8,11,14,50,93,0,5,3,93,2,4,2,93,0,6,2,93,2,4,2,93,2,2,4,93,2,1,5,101,0,0,0,101,0,0,0,101,0,0,0,101,0,0,0,101,0,0,0,101,0,0,0,101,0,0,0,101,0,0,0,101,0,0,0,101,0,0,0,101,0,0,0,101,0,0,0,18,6,22,55,18,3,49,31,18,6,24,53,18,3,50,30,18,6,8,69,18,6,19,58,19,0,54,28,47,0,26,22,2,4,19,0,2,5,37,38,19,0,82,0,22,1,18,60,22,0,73,4,0,0,0,2,22,0,19,14,24,22,23,0,38,31,7,2,23,1,4,64,9,25,1,8,60,7,79,0,21,1,52,1,47,1,77,1,22,1,51,2,34,14,93,1,5,2,82,0,19,0,26,0,1,6,4,13,51,26,0,2,6,6,15,46,28,2,35,20,9,7,28,2,9,17,13,32,28,0,14,26,15,18,61,1,33,6,61,10,16,14,61,6,16,18,29,0,37,35,66,0,17,18,85,1,5,1,1,1,1,0,6,48,0,2,1,1,7,2,3,5,1,0,5,3,6,2,3,12,34,0,34,32,0,1,34,0,10,14,17,13,10,2,1,37,0,61,3,0,37,0,13,16,28,7,0,3.4186046511627906,2.19558602806734,2.1666666666666665,1.2485285456935955,12.174603174603174,6.45215563513387,3.171875,1.5690932322295483
DO,DOM,Dominican Republic,Santiago,2020-12-25,2020-12-22,100,1,15559.4339609763,0,0,45,94,1648171.4203733455,64,2,3,95,3,12,85,3,7,90,3,12,85,3,14,83,2,15,83,3,8,89,4,8,88,3,9,88,2,4,94,3,11,86,3,27,70,3,8,89,2,17,81,97,0,3,0,88,1,7,4,93,1,3,3,88,0,8,4,86,2,6,6,85,1,3,11,92,1,6,1,92,1,7,0,91,0,6,3,96,0,3,1,89,0,6,5,73,0,14,13,92,0,5,3,83,0,11,6,6,0,17,77,83,0,5,12,8,4,34,54,67,1,11,21,89,0,11,0,89,5,6,0,95,0,1,3,1,26,2,4,68,100,0,0,0,0,11,0,33,24,17,15,14,9,35,24,18,14,10,38,23,15,14,5,46,17,18,14,9,37,25,15,14,13,10,16,47,96,1,1,2,96,2,2,0,96,1,1,2,96,2,2,0,96,2,1,1,96,1,3,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,15,1,29,55,15,1,59,25,15,2,23,60,15,2,55,28,15,2,17,66,15,2,25,58,16,1,51,32,49,0,32,10,7,2,16,0,1,16,32,35,16,1,83,0,17,0,12,71,17,0,70,6,1,1,1,4,17,0,14,28,26,15,17,2,23,39,15,4,17,1,10,68,4,23,7,15,45,10,71,1,26,2,41,2,57,0,77,3,20,0,45,2,37,16,83,2,15,0,75,1,24,0,26,4,0,2,5,10,53,26,1,0,1,10,18,44,26,0,29,26,7,12,26,0,8,22,17,27,26,0,21,21,25,7,60,2,35,3,60,10,11,19,60,7,21,12,29,0,35,36,64,0,15,21,85,1,4,0,3,1,1,0,5,50,0,0,3,3,5,0,2,8,5,0,8,3,0,0,3,10,34,0,37,29,0,0,34,0,7,20,20,10,4,3,2,34,0,38,14,14,34,0,10,28,24,3,1,2.8181818181818183,1.9561795617481714,2.8666666666666667,2.325838302531758,12.927,8.25424868512769,2.9523809523809526,1.549490774088757
DO,DOM,Dominican Republic,Santo Domingo,2020-12-25,2020-12-24,100,0,0,0,0,39,93,1495408.1631680573,73,1,4,95,2,15,83,2,3,95,3,12,85,3,21,76,3,14,83,2,6,92,2,4,94,3,5,92,3,3,94,3,6,91,1,23,76,2,8,90,1,25,74,96,0,4,0,85,0,10,5,97,0,3,0,88,0,4,8,79,0,11,10,86,1,7,6,94,0,4,2,96,0,2,2,95,0,5,0,97,0,2,1,94,0,4,2,77,0,15,8,92,0,7,1,75,0,15,10,7,0,19,74,81,0,8,11,9,0,37,54,63,0,12,25,88,3,9,0,88,3,9,0,98,0,1,1,0,21,1,13,65,100,0,0,0,0,10,0,27,28,19,16,14,3,48,23,12,14,3,42,26,15,14,5,41,17,23,14,6,36,28,16,14,6,10,22,48,87,3,3,7,87,4,4,5,87,2,5,6,87,2,6,5,87,4,1,8,87,4,1,8,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,16,4,28,52,16,3,56,25,16,6,29,49,16,2,52,30,16,3,16,65,16,3,25,56,17,0,60,23,40,0,34,15,5,6,17,1,2,8,34,38,17,1,82,0,18,1,10,71,18,0,76,5,0,0,0,1,18,0,11,17,32,22,18,0,21,41,16,4,19,0,6,68,7,21,2,6,65,6,72,0,27,1,44,2,54,0,71,2,27,0,48,2,34,16,84,0,14,2,75,2,21,2,23,0,0,2,9,19,47,23,0,1,3,8,18,47,23,1,37,21,10,8,23,0,13,18,23,23,23,0,23,28,11,15,50,4,40,6,50,9,23,18,50,9,23,18,25,0,41,34,66,0,21,13,79,0,5,0,6,2,1,0,7,38,0,0,2,3,14,3,3,3,1,0,3,10,2,2,1,15,25,1,39,35,0,0,25,0,16,18,20,10,11,0,0,26,2,65,4,3,26,0,9,26,33,5,1,2.452830188679245,1.670629058582069,2.176470588235294,0.951005659660279,13.797101449275361,5.934891123796746,3.2285714285714286,1.6433566618395476
DO,DOM,Dominican Republic,-99,2020-12-26,2020-12-23,100,4,67854.9483116183,3,51973.3128736783,18,76,1715172.352836156,38,8,8,84,9,11,80,11,4,85,10,17,73,9,18,73,9,21,70,9,9,82,7,4,89,9,5,86,9,7,84,7,8,85,7,17,76,9,7,84,11,16,73,92,0,8,0,89,1,8,2,96,0,1,3,83,1,13,3,82,0,11,7,79,1,12,8,91,1,3,5,96,1,2,1,95,1,4,0,93,0,5,2,92,2,5,1,83,1,10,6,93,0,6,1,84,0,13,3,23,1,11,65,90,0,3,7,26,4,21,49,79,1,9,11,91,3,6,0,91,5,4,0,95,1,3,1,0,40,3,9,48,100,0,0,0,0,27,0,24,21,18,10,29,11,27,16,17,29,24,18,20,9,29,26,23,15,7,29,25,21,15,10,29,31,6,13,21,92,3,3,2,92,3,3,2,92,1,5,2,92,3,0,5,92,3,2,3,92,2,3,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,31,9,23,37,31,7,39,23,31,12,18,39,31,8,26,35,31,12,8,49,31,9,15,45,31,2,34,33,66,1,18,6,6,3,31,1,0,9,23,36,31,5,64,0,37,1,13,49,37,0,49,3,1,0,0,10,37,2,16,15,18,12,37,4,22,27,7,3,38,1,4,52,5,42,3,12,36,7,77,1,22,0,61,2,37,0,82,0,17,1,74,1,22,3,92,0,8,0,85,0,14,1,43,1,0,2,5,10,39,43,4,1,2,9,8,33,46,1,20,19,6,8,46,2,7,17,8,20,46,1,12,18,10,13,70,2,25,3,70,14,7,9,70,11,14,5,47,2,24,27,73,0,10,17,91,1,0,0,2,1,0,2,3,67,0,3,3,0,6,1,0,3,1,0,7,0,0,2,1,6,53,1,22,24,0,0,53,1,1,4,12,9,16,3,1,61,3,27,4,5,61,2,6,18,12,1,0,3.16,2.134635019544715,1.8571428571428572,1.5735915849388864,12.421052631578947,7.306537535242791,3.085714285714286,1.704171845992143
DO,DOM,Dominican Republic,Distrito Nacional,2020-12-26,2020-12-26,113,3,33488.19150266082,2,22590.29589220842,59,108,1305666.491021294,75,0,5,108,1,18,94,1,4,108,1,18,94,1,28,84,1,24,88,1,21,91,1,5,107,1,2,110,1,5,107,1,10,102,1,22,90,1,8,104,1,18,94,108,2,3,0,95,1,10,7,109,1,3,0,95,2,15,1,85,1,15,12,89,2,10,12,92,1,12,8,108,0,4,1,111,1,1,0,108,1,3,1,103,2,4,4,91,1,10,11,105,1,3,4,95,2,5,11,5,0,30,78,85,0,12,16,10,0,51,52,62,0,18,33,95,1,16,1,95,5,13,0,108,0,3,1,1,28,1,17,67,113,0,0,0,0,12,0,29,41,16,15,14,6,45,36,12,14,14,43,26,16,14,9,43,31,16,14,10,35,37,17,14,11,5,29,54,96,3,6,8,96,5,3,9,96,3,4,10,96,6,4,7,96,5,1,11,96,5,1,11,113,0,0,0,113,0,0,0,113,0,0,0,113,0,0,0,113,0,0,0,113,0,0,0,113,0,0,0,113,0,0,0,113,0,0,0,113,0,0,0,113,0,0,0,113,0,0,0,16,3,30,64,16,1,53,43,16,2,33,62,16,1,60,36,16,1,18,78,16,1,22,74,18,0,60,35,53,0,42,17,1,0,20,2,1,8,38,44,20,0,93,0,21,2,16,74,21,0,78,8,2,1,0,3,21,0,10,27,39,16,23,1,22,50,14,3,24,1,6,75,7,26,0,11,65,11,83,1,29,0,61,1,51,0,81,1,30,1,54,1,34,24,96,1,12,4,92,1,20,0,27,0,3,2,7,13,61,27,0,2,3,12,19,50,28,1,39,36,3,6,28,0,10,16,25,34,28,0,18,26,25,16,70,3,32,8,70,9,20,14,70,10,17,16,29,0,40,44,69,0,24,20,90,1,3,4,4,4,2,0,5,50,0,2,6,4,5,2,6,4,5,0,5,5,5,0,1,13,36,2,39,36,0,0,36,0,10,22,17,17,5,6,0,38,4,68,2,1,38,2,6,23,36,6,2,2.388888888888889,1.709205560428219,2.3181818181818183,1.7562504332855222,14.43939393939394,6.877228394947371,3.2318840579710146,1.6462517813312252
DO,DOM,Dominican Republic,Santiago,2020-12-26,2020-12-24,100,1,13188.6893096964,0,0,46,93,1688868.036875219,63,2,4,94,3,12,85,3,4,93,3,17,80,3,22,75,5,17,78,3,9,88,4,6,90,5,8,87,3,2,95,5,12,83,5,28,67,2,12,86,4,15,81,96,0,4,0,88,1,7,4,96,0,3,1,83,2,8,7,78,0,9,13,83,0,7,10,91,1,6,2,94,0,6,0,92,0,6,2,98,0,2,0,88,0,7,5,72,0,13,15,88,1,7,4,85,0,10,5,7,0,22,71,79,0,5,16,10,0,34,56,66,1,8,25,92,0,8,0,92,4,4,0,96,0,1,2,1,20,0,5,75,100,0,0,0,0,12,1,28,28,19,12,14,5,41,23,17,14,5,43,22,16,14,5,45,19,17,14,7,35,29,15,14,10,12,16,48,95,0,3,2,95,1,3,1,95,0,3,2,95,1,3,1,95,1,0,4,95,0,1,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,14,0,24,62,14,0,56,30,14,3,20,63,14,2,54,30,14,3,15,68,14,1,29,56,16,1,51,32,49,0,33,7,4,7,16,0,1,21,29,33,16,1,83,0,17,0,13,70,17,0,70,8,0,1,1,3,17,0,16,23,28,16,17,3,28,33,16,3,17,1,9,67,6,22,3,16,50,9,76,2,19,3,44,2,54,0,80,1,19,0,46,1,34,19,85,1,13,1,71,2,27,0,24,2,0,2,6,10,56,24,0,0,1,11,20,44,26,1,30,26,6,11,26,1,11,18,14,30,26,0,22,20,23,9,59,2,33,6,59,15,10,16,59,12,19,10,29,0,33,38,62,0,15,23,85,1,5,0,2,1,0,0,6,52,0,0,3,2,4,2,1,7,5,0,7,3,1,1,3,9,34,0,31,35,0,0,34,0,8,17,20,13,3,4,1,36,0,44,9,11,36,0,7,27,25,4,1,2.7954545454545454,1.899565990265726,2.3333333333333335,1.8149704259460602,14.296875,7.474145250275929,2.888888888888889,1.7049369594921375
DO,DOM,Dominican Republic,Santo Domingo,2020-12-26,2020-12-25,100,0,0,0,0,43,93,1289896.9807551377,66,0,4,96,1,12,87,1,7,92,2,17,81,2,25,73,2,18,80,1,10,89,2,2,96,2,5,93,2,3,95,2,5,93,0,31,69,2,6,92,1,26,73,96,0,4,0,88,0,7,5,93,1,3,3,83,1,5,11,75,1,15,9,82,1,10,7,90,1,7,2,98,0,1,1,95,0,2,3,97,0,3,0,95,0,4,1,69,1,18,12,94,0,5,1,74,0,17,9,7,0,20,73,80,0,6,14,8,1,28,63,73,0,10,17,90,2,8,0,90,4,6,0,97,0,2,1,0,20,1,13,66,100,0,0,0,0,10,0,17,32,24,17,11,3,32,33,21,11,4,28,31,26,11,3,32,25,29,11,4,28,28,29,11,7,5,17,60,87,3,4,6,87,6,2,5,87,5,4,4,87,7,2,4,87,6,2,5,87,5,3,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,14,5,30,51,14,4,53,29,14,6,29,51,14,3,50,33,14,5,20,61,14,2,26,58,16,0,56,28,44,0,34,11,8,3,17,1,2,18,26,36,17,1,81,1,19,0,9,72,19,0,68,7,1,1,0,4,19,0,10,25,26,20,19,1,27,33,14,6,20,0,6,66,8,25,2,6,57,10,70,0,29,1,47,1,49,3,71,1,27,1,50,1,28,21,80,0,15,5,74,1,24,1,29,3,0,0,6,13,49,29,1,1,4,4,14,47,29,1,29,29,10,2,29,0,19,14,14,24,29,0,25,25,8,13,50,2,45,3,50,10,22,18,50,9,25,16,29,0,33,38,62,0,28,10,75,1,6,0,4,3,1,0,10,42,0,0,4,2,7,3,4,4,0,1,4,7,2,0,0,20,33,1,34,32,0,0,33,0,14,13,18,12,8,1,1,33,4,52,5,6,33,2,11,26,24,4,0,2.5636363636363635,1.6528722067923256,2.3529411764705883,1.0571882797418488,13.40983606557377,7.132968174096783,3.177419354838709,1.664717704108822
DO,DOM,Dominican Republic,-99,2020-12-27,2020-12-24,100,4,67912.5241564974,3,52030.8887185574,30,80,1581645.7056757805,43,6,7,87,9,12,79,8,5,87,10,19,71,9,14,77,9,14,77,8,11,81,8,4,88,7,5,88,7,9,84,8,7,85,7,16,77,6,9,85,8,16,76,93,1,6,0,88,1,10,1,95,2,2,1,81,1,13,5,86,0,7,7,86,1,10,3,89,1,7,3,96,0,3,1,95,1,4,0,91,2,5,2,93,0,5,2,84,1,9,6,91,2,6,1,84,1,12,3,18,2,12,68,89,0,7,4,22,3,30,45,70,1,16,13,84,4,12,0,84,9,7,0,91,0,6,3,0,42,7,9,42,100,0,0,0,0,23,0,32,18,15,12,24,10,35,14,17,24,26,31,12,7,24,26,32,12,6,24,26,24,17,9,24,30,11,11,24,92,1,4,3,92,1,4,3,92,0,4,4,92,1,1,6,92,1,2,5,92,1,3,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,27,8,20,45,27,6,42,25,27,10,20,43,27,6,34,33,27,11,10,52,27,9,13,51,27,0,43,30,57,1,26,7,5,4,27,2,1,11,24,35,27,3,70,0,32,1,10,57,32,1,51,8,2,0,0,6,32,3,16,15,21,13,33,5,19,32,6,5,33,1,7,54,5,37,1,13,37,12,80,1,19,0,58,2,40,0,80,0,19,1,66,1,28,5,90,0,9,1,87,0,11,2,39,0,0,1,5,13,42,39,1,0,1,8,8,43,40,1,22,19,7,11,40,0,12,19,6,23,40,0,19,15,9,17,67,3,28,2,67,11,12,10,67,10,16,7,42,2,29,27,73,0,13,14,89,1,1,1,1,3,0,2,2,60,0,1,2,0,6,1,1,3,2,0,8,2,2,2,1,9,50,3,24,23,0,0,50,1,0,5,11,11,17,4,1,56,4,27,7,6,56,3,9,15,16,1,0,3.0833333333333335,1.998187584584692,3.125,2.5877458475338284,11.170731707317072,7.9085473983039085,2.902439024390244,1.7292321713520786
