ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
DO,DOM,Dominican Republic,Distrito Nacional,2020-12-21,2020-12-21,110,3,41295.799371612,1,15768.634496025601,49,97,1520423.596557213,71,1,4,105,2,13,95,0,8,102,2,16,92,3,25,82,2,16,92,1,14,95,2,5,103,1,7,102,2,12,96,1,17,92,1,26,83,1,6,103,2,22,86,106,1,3,0,97,0,8,5,102,1,3,4,95,1,10,4,85,1,13,11,95,0,10,5,97,0,9,4,105,1,4,0,103,0,4,3,99,2,8,1,93,2,11,4,85,0,13,12,104,1,4,1,89,1,13,7,13,0,23,74,88,0,9,13,14,3,48,45,62,0,17,31,93,3,13,1,93,4,13,0,106,0,1,2,1,34,2,6,68,110,0,0,0,0,14,2,33,30,18,13,73,2,16,11,8,73,4,14,13,6,73,4,22,5,6,73,6,16,11,4,73,6,5,7,19,104,1,3,2,104,3,1,2,104,2,2,2,104,3,1,2,104,3,1,2,104,3,1,2,110,0,0,0,110,0,0,0,110,0,0,0,110,0,0,0,110,0,0,0,110,0,0,0,110,0,0,0,110,0,0,0,110,0,0,0,110,0,0,0,110,0,0,0,110,0,0,0,17,2,42,49,17,2,64,27,17,3,32,58,17,2,60,31,17,4,14,75,17,2,25,66,17,0,57,36,53,1,32,15,4,5,20,2,0,14,39,35,20,2,88,0,21,1,16,72,21,0,75,9,1,0,0,4,21,0,19,26,27,17,21,2,20,48,15,4,22,0,7,68,13,23,3,15,61,8,68,1,40,1,46,1,61,2,78,1,29,2,50,2,51,7,96,1,12,1,85,1,23,1,25,0,0,2,8,13,62,25,0,0,5,6,14,60,26,1,31,35,8,9,26,3,15,15,20,31,26,1,26,29,9,19,57,3,47,3,57,19,20,14,57,21,18,14,30,1,36,43,67,2,22,19,90,1,7,2,1,2,1,0,6,54,1,0,2,3,3,0,4,5,5,1,3,5,6,0,3,15,34,4,44,28,0,0,34,1,9,13,19,15,12,4,3,36,3,63,4,4,36,1,13,20,31,8,1,3.108695652173913,2.22339341117796,2.3684210526315788,1.2565617248750864,14.045454545454545,6.622646039117639,3,1.6418441381303657
DO,DOM,Dominican Republic,Distrito Nacional,2020-12-22,2020-12-22,126,2,17624.762212673624,2,17624.762212673624,39,120,1514525.5750413097,85,3,2,121,4,22,100,3,7,116,3,26,97,2,33,91,3,20,103,3,13,110,4,6,116,2,8,116,3,5,118,2,11,113,2,23,101,3,8,115,2,25,99,124,0,2,0,104,0,12,10,119,0,3,4,100,0,11,15,93,1,14,18,106,0,9,11,113,1,6,6,120,0,4,2,118,0,6,2,121,0,3,2,115,0,7,4,103,0,8,15,118,0,5,3,101,1,10,14,5,1,19,101,107,0,7,12,7,3,54,62,72,1,16,37,110,1,15,0,110,3,13,0,123,0,1,2,0,28,2,16,80,126,0,0,0,0,9,0,30,39,25,23,17,7,48,37,17,17,6,56,33,14,17,6,55,24,24,17,4,41,35,29,17,10,9,21,69,110,4,5,7,110,7,3,6,110,3,6,7,110,7,3,6,110,7,1,8,110,6,4,6,126,0,0,0,126,0,0,0,126,0,0,0,126,0,0,0,126,0,0,0,126,0,0,0,126,0,0,0,126,0,0,0,126,0,0,0,126,0,0,0,126,0,0,0,126,0,0,0,20,7,44,55,20,4,71,31,20,7,38,61,20,3,63,40,20,5,18,83,20,3,33,70,20,0,62,44,64,0,34,21,4,3,22,1,2,17,48,36,22,2,101,1,23,1,22,80,23,1,82,13,0,1,0,6,23,0,25,30,26,22,24,1,35,45,15,6,28,0,9,82,7,29,2,10,76,9,82,2,39,3,55,3,68,0,88,2,35,1,63,2,47,14,108,1,13,4,93,3,28,2,30,2,0,3,14,14,63,30,1,2,5,14,19,55,37,0,48,26,8,7,37,0,13,17,20,39,37,0,20,33,20,16,74,3,46,3,74,17,22,13,74,13,32,7,38,0,51,37,89,0,15,22,112,0,4,0,0,1,0,0,9,61,0,1,1,2,7,1,3,10,1,0,3,6,3,2,5,20,40,2,34,49,0,1,40,0,14,25,18,7,16,5,1,40,3,75,6,2,40,1,11,35,33,5,1,2.6515151515151514,1.6028093052505243,2.176470588235294,1.2862393885688161,11.91139240506329,7.207883635151881,3.130952380952381,1.6338273633180442
DO,DOM,Dominican Republic,Santo Domingo,2020-12-22,2020-12-21,100,2,17575.302607087913,1,9878.33841936068,21,92,1315401.3684450807,60,2,4,94,2,17,81,2,3,95,2,12,86,2,22,76,2,18,80,1,10,89,2,4,94,2,1,97,2,3,95,2,7,91,2,23,75,2,6,92,2,20,78,96,0,3,1,83,1,10,6,97,1,0,2,88,1,4,7,78,1,11,10,82,1,9,8,90,1,3,6,96,0,0,4,99,0,1,0,97,1,1,1,93,1,3,3,77,0,8,15,94,0,5,1,80,0,9,11,8,0,14,78,86,0,3,11,11,0,32,57,68,1,8,23,92,1,6,1,92,0,8,0,100,0,0,0,0,20,1,13,66,100,0,0,0,0,12,0,24,37,15,12,33,3,27,21,16,33,6,26,21,14,33,4,30,18,15,33,5,25,23,14,33,3,11,16,37,87,2,6,5,87,4,3,6,87,2,5,6,87,2,5,6,87,3,4,6,87,3,0,10,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,15,1,41,43,15,1,59,25,15,3,33,49,15,1,47,37,15,2,22,61,15,2,26,57,16,0,51,33,49,0,29,9,4,9,16,0,0,20,34,30,16,1,83,0,18,0,10,72,18,0,66,12,0,1,1,2,18,0,17,20,24,21,18,0,21,40,19,2,20,0,8,62,10,26,1,13,48,12,59,2,39,0,41,2,54,3,67,2,29,2,53,2,34,11,78,1,20,1,74,1,25,0,30,3,1,1,7,11,47,30,3,0,4,14,16,33,33,0,24,29,9,5,33,0,11,17,14,25,33,0,17,18,20,12,65,3,28,4,65,12,13,10,65,13,10,12,34,0,37,29,71,1,13,15,87,1,2,1,2,1,1,1,4,50,0,1,0,3,4,3,5,4,3,0,2,6,3,2,0,14,37,1,33,28,0,1,37,0,7,27,11,11,3,3,1,40,2,51,4,3,40,1,8,21,25,3,2,2.311111111111111,1.411353673576964,1.7000000000000002,0.8232726023485647,14.322033898305083,6.404310719502493,3.3275862068965516,1.5490566573000843
DO,DOM,Dominican Republic,-99,2020-12-23,2020-12-21,100,4,77472.65464174771,2,56752.6744339633,20,79,1609358.7473142992,41,8,5,87,8,14,78,8,6,86,7,10,83,7,18,75,8,20,72,7,7,86,7,5,88,9,4,87,8,2,90,3,11,86,7,23,70,10,6,84,10,19,71,95,1,4,0,86,3,7,4,94,1,4,1,90,2,5,3,82,2,7,9,80,1,12,7,93,1,4,2,95,2,3,0,96,1,2,1,98,0,2,0,89,3,3,5,77,2,14,7,94,1,4,1,81,2,13,4,21,0,10,69,91,0,1,8,23,2,25,50,75,0,7,18,93,0,7,0,93,2,5,0,98,0,1,1,0,32,4,6,58,100,0,0,0,0,24,0,23,28,13,12,38,10,28,11,13,38,17,21,13,11,38,17,26,9,10,38,19,19,16,8,38,22,7,9,24,94,2,2,2,94,5,0,1,94,3,1,2,94,4,1,1,94,4,2,0,94,4,0,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,28,11,27,34,28,5,35,32,28,12,19,41,28,12,24,36,28,14,6,52,28,11,17,44,29,2,30,39,70,0,21,5,2,2,30,2,1,8,22,37,30,3,67,0,32,2,17,49,32,0,55,3,4,0,2,4,32,1,24,17,15,11,33,0,21,27,14,5,33,1,11,48,7,38,3,12,42,5,73,1,26,0,66,0,33,1,81,1,17,1,76,3,18,3,94,0,5,1,83,0,17,0,39,1,0,2,3,9,46,39,4,0,1,8,5,43,44,2,23,18,5,8,44,3,9,12,7,25,44,3,9,25,5,14,66,5,22,7,66,14,9,11,66,11,15,8,44,0,24,32,68,0,10,22,90,1,1,0,2,1,1,0,4,67,0,5,1,0,3,1,3,4,2,0,6,2,0,1,1,4,55,0,23,22,0,0,55,1,3,3,15,8,12,2,1,57,3,16,14,10,57,2,9,15,14,3,0,2.8461538461538463,1.9327143129248607,3,2.5495097567963922,11.823529411764707,7.4119910555936075,2.5384615384615383,1.729711777727173
DO,DOM,Dominican Republic,Distrito Nacional,2020-12-23,2020-12-23,100,1,13055.760956683998,1,13055.760956683998,50,93,1295297.6786269639,66,2,4,94,1,17,82,2,3,95,3,14,83,3,19,78,3,17,80,4,7,89,3,4,93,5,7,88,3,6,91,4,11,85,3,18,79,4,3,93,4,15,81,96,0,3,1,83,0,13,4,97,0,2,1,86,0,6,8,81,0,8,11,83,0,9,8,93,0,2,5,96,0,3,1,93,0,5,2,94,0,5,1,89,0,5,6,82,0,10,8,97,0,2,1,85,0,9,6,7,0,19,74,81,0,6,13,9,1,40,50,60,1,14,25,86,1,13,0,86,4,10,0,96,0,3,1,0,25,0,13,62,100,0,0,0,0,9,0,26,30,20,15,11,7,38,25,19,11,12,36,28,13,11,8,34,34,13,11,10,28,34,17,11,12,11,13,53,87,3,6,4,87,5,3,5,87,5,1,7,87,3,5,5,87,6,2,5,87,6,2,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,12,2,38,48,12,1,63,24,12,4,35,49,12,2,42,44,12,2,10,76,12,2,21,65,12,1,48,39,52,0,26,15,2,5,13,2,4,14,28,39,13,1,86,0,17,0,25,58,17,0,72,8,1,0,0,2,17,0,19,19,32,13,18,0,27,39,14,2,20,1,6,64,9,21,2,6,62,9,62,0,38,0,37,2,60,1,65,1,32,2,58,0,37,5,90,0,10,0,79,1,19,1,22,1,1,1,9,16,50,22,1,0,4,13,17,43,25,2,31,33,4,5,25,0,12,24,19,20,25,0,25,27,13,10,48,2,45,5,48,18,21,13,48,15,28,9,25,0,37,38,62,0,19,19,83,0,4,0,3,1,1,1,7,46,0,0,3,3,7,3,3,5,2,0,2,7,3,2,1,13,31,1,36,32,0,0,31,1,3,15,24,11,13,2,0,32,4,61,3,0,32,0,12,17,28,10,1,2.9782608695652173,2.165272684236664,2.611111111111111,1.6138696240399013,11.6875,6.765634450944679,3.4687500000000004,1.807995908830882
DO,DOM,Dominican Republic,Santiago,2020-12-23,2020-12-21,100,2,31799.7370702674,0,0,54,93,1459329.8646860402,64,3,3,94,3,10,87,3,8,89,3,12,85,3,19,78,2,14,84,3,8,89,4,8,88,3,4,93,2,5,93,3,8,89,4,26,70,4,8,88,2,20,78,97,0,2,1,90,1,5,4,92,1,3,4,88,1,6,5,81,3,8,8,86,2,5,7,92,2,3,3,92,0,6,2,96,0,1,3,95,0,3,2,92,1,6,1,74,1,17,8,92,1,5,2,80,0,11,9,6,1,21,72,80,0,12,8,7,5,33,55,68,1,9,22,91,3,6,0,91,5,4,0,95,0,2,3,0,23,4,6,67,100,0,0,0,0,9,0,21,29,24,17,20,8,29,23,20,20,13,27,21,19,20,7,36,14,23,20,11,26,24,19,20,14,5,11,50,94,3,1,2,94,3,2,1,94,1,3,2,94,3,2,1,94,3,1,2,94,3,2,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,13,4,32,51,13,2,55,30,13,5,31,51,13,5,49,33,13,6,15,66,13,4,23,60,15,0,50,35,50,0,29,13,6,2,15,0,1,11,32,41,15,0,84,1,17,1,13,69,17,0,67,8,2,0,2,4,17,0,14,27,23,19,18,1,21,42,13,5,19,1,5,69,6,25,7,9,51,8,68,1,29,2,45,3,52,0,69,3,26,2,51,2,36,11,85,2,11,2,77,1,22,0,26,4,0,2,8,8,52,26,2,1,3,9,13,46,27,0,30,24,11,8,27,0,8,21,16,28,27,0,19,23,20,11,59,2,39,0,59,12,14,15,59,8,19,14,29,1,33,37,63,0,17,20,83,1,2,0,1,4,2,0,7,50,0,1,1,5,5,1,3,8,3,0,3,2,1,0,1,16,35,2,29,33,0,1,35,1,10,18,16,9,10,0,1,36,4,34,14,12,36,1,11,21,22,9,0,2.5121951219512195,1.6601498609991838,2.8333333333333335,1.9778181680534621,12.326666666666666,7.865273888005003,3.15,1.5711919258310267
DO,DOM,Dominican Republic,Santo Domingo,2020-12-23,2020-12-22,100,2,17575.302607087913,1,9878.33841936068,36,93,1426294.6870819947,65,5,5,90,3,15,82,5,2,93,5,13,82,5,24,71,5,15,80,3,9,88,5,4,91,5,1,94,5,2,93,5,9,86,4,22,74,4,9,87,5,16,79,95,0,3,2,85,0,11,4,98,0,1,1,87,0,9,4,76,0,14,10,85,0,7,8,91,0,4,5,96,0,1,3,99,0,1,0,98,0,1,1,91,0,6,3,78,0,9,13,91,0,7,2,84,0,11,5,7,0,19,74,81,0,7,12,9,0,41,50,59,2,9,30,91,1,7,1,91,2,7,0,98,0,0,2,0,20,1,14,65,100,0,0,0,0,13,0,27,21,22,17,17,1,32,23,27,17,5,34,23,21,17,4,32,21,26,17,4,30,19,30,17,6,10,15,52,88,3,5,4,88,3,4,5,88,2,6,4,88,2,4,6,88,2,7,3,88,3,3,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,17,2,38,43,17,0,60,23,17,3,31,49,17,1,50,32,17,2,18,63,17,0,26,57,17,0,46,37,54,0,27,12,3,4,17,1,0,17,35,30,17,2,81,0,19,0,20,61,19,0,72,6,1,0,0,2,19,0,9,28,29,15,19,0,16,48,16,1,20,1,9,62,8,23,0,10,57,10,62,1,35,2,40,3,56,1,69,1,27,3,50,3,37,10,82,0,17,1,74,2,24,0,25,1,1,3,5,16,49,25,2,1,4,10,21,37,27,0,22,32,12,7,27,0,8,21,19,25,27,0,19,21,17,16,60,7,31,2,60,12,15,13,60,11,19,10,28,0,40,32,68,1,15,16,85,2,3,0,4,1,0,2,3,45,1,1,1,3,6,4,3,7,0,0,4,9,1,1,1,13,32,3,32,33,0,0,32,0,7,24,16,8,8,3,2,34,5,49,5,7,34,3,12,18,22,9,2,2.372549019607843,1.6119650655485744,2.1333333333333333,1.3020130933435712,14.174603174603174,6.644278845160535,2.774193548387097,1.6832770033840623
DO,DOM,Dominican Republic,-99,2020-12-24,2020-12-22,100,2,26274.2109852293,1,14810.9045716747,24,78,1639957.90046029,34,8,4,88,9,11,80,8,4,88,7,11,82,6,18,76,6,21,73,6,8,86,7,5,88,8,4,88,8,2,90,2,10,88,7,18,75,9,5,86,10,18,72,96,1,3,0,89,3,6,2,96,1,1,2,89,2,9,0,82,2,8,8,79,2,9,10,92,1,2,5,95,2,3,0,96,1,2,1,98,0,2,0,90,3,4,3,82,2,11,5,95,1,4,0,82,2,13,3,22,0,12,66,90,0,1,9,25,3,26,46,74,0,9,17,91,1,8,0,91,4,5,0,96,1,2,1,0,37,2,8,53,100,0,0,0,0,25,0,25,26,12,12,28,12,28,17,15,28,17,22,22,11,28,18,28,16,10,28,21,22,18,11,28,25,7,13,27,92,4,2,2,92,7,0,1,92,4,2,2,92,6,1,1,92,6,2,0,92,5,1,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,29,11,29,31,29,5,41,25,29,12,17,42,29,12,22,37,29,12,10,49,29,9,21,41,29,3,28,40,72,0,18,5,3,2,30,2,0,9,22,37,30,3,67,0,34,2,16,48,34,0,56,1,1,0,2,6,34,1,21,18,13,13,34,0,23,23,16,4,35,0,9,51,5,43,3,10,41,3,71,0,29,0,59,0,41,0,83,1,16,0,78,2,17,3,90,0,9,1,79,0,20,1,43,1,0,2,5,7,42,43,3,1,2,9,3,39,49,2,22,18,2,7,49,2,6,14,8,21,49,2,8,22,6,13,70,5,19,6,70,11,9,10,70,8,15,7,50,1,21,28,72,0,9,19,91,0,1,0,2,1,0,0,5,70,0,4,2,0,5,1,3,3,2,0,4,0,0,1,0,5,60,1,21,18,0,0,60,1,2,2,14,7,10,3,1,64,3,16,9,8,64,2,6,13,14,1,0,3.107142857142857,1.9877268929755418,2.7142857142857144,2.3603873774083293,12.333333333333334,7.875467510297223,2.53125,1.544696963704344
DO,DOM,Dominican Republic,Distrito Nacional,2020-12-24,2020-12-23,100,1,24986.4320133274,1,24986.4320133274,45,91,1517471.4629720363,66,1,4,95,1,16,83,1,2,97,1,13,86,1,17,82,1,11,88,1,9,90,1,8,91,1,1,98,1,4,95,1,6,93,0,19,81,1,5,94,2,20,78,96,0,3,1,84,0,12,4,98,0,0,2,87,0,7,6,83,0,8,9,89,0,6,5,91,0,3,6,92,0,4,4,99,0,1,0,96,0,3,1,94,0,0,6,81,0,11,8,95,0,3,2,80,0,16,4,9,0,22,69,78,0,8,14,9,2,39,50,61,1,17,21,83,2,14,1,83,4,13,0,96,0,3,1,0,30,1,14,55,100,0,0,0,0,10,0,33,18,27,12,14,9,35,28,14,14,13,33,30,10,14,9,33,29,15,14,11,27,32,16,14,12,14,16,44,86,2,6,6,86,2,5,7,86,2,3,9,86,3,5,6,86,3,3,8,86,3,5,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,16,3,38,43,16,0,56,28,16,2,21,61,16,2,45,37,16,2,12,70,16,1,19,64,17,0,52,31,48,0,30,15,0,7,17,3,2,8,30,40,17,2,81,0,17,1,16,66,17,0,68,7,1,0,1,6,17,0,18,18,28,19,18,1,29,38,12,2,19,1,2,73,5,20,5,8,60,7,62,0,38,0,44,1,54,1,79,1,20,0,55,1,35,9,88,0,12,0,81,0,19,0,23,1,0,1,9,13,53,23,0,0,2,12,22,41,23,1,33,29,9,5,23,0,10,18,22,27,23,0,18,27,14,18,55,3,39,3,55,15,13,17,55,11,20,14,24,0,44,32,68,0,20,12,86,1,3,0,2,0,4,1,3,42,1,3,2,4,3,6,3,3,3,0,5,4,3,3,1,14,33,1,41,25,0,0,33,0,5,11,18,12,18,3,0,33,2,61,3,1,33,1,7,19,30,10,0,2.688888888888889,1.8564656329877602,2.0952380952380953,1.1791845447071423,13.516129032258064,6.7234406089755865,3.2615384615384615,1.7964976610488106
DO,DOM,Dominican Republic,Santiago,2020-12-24,2020-12-22,100,2,31799.7370702674,0,0,43,93,1554366.5660261346,66,3,5,92,4,15,81,4,7,89,4,12,84,4,17,79,3,16,81,4,9,87,5,9,86,4,7,89,3,4,93,4,9,87,4,26,70,4,9,87,3,17,80,95,0,4,1,85,1,8,6,93,1,2,4,88,0,7,5,83,2,7,8,84,1,6,9,91,1,5,3,91,1,6,2,93,0,3,4,96,0,2,2,91,0,4,5,74,0,17,9,91,0,6,3,83,0,10,7,6,1,14,79,86,0,6,8,7,4,35,54,66,2,11,21,89,2,9,0,89,5,6,0,95,0,3,2,0,26,2,4,68,100,0,0,0,0,10,0,27,23,21,19,13,11,30,26,20,13,14,34,23,16,13,8,43,14,22,13,11,33,24,19,13,16,7,15,49,96,1,1,2,96,2,2,0,96,1,1,2,96,2,2,0,96,2,1,1,96,1,3,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,14,2,31,53,14,2,53,31,14,4,26,56,14,4,50,32,14,5,16,65,14,3,26,57,15,0,52,33,48,0,33,10,7,2,15,0,1,15,32,37,15,0,84,1,16,0,13,71,16,0,68,7,1,0,3,5,16,0,13,26,28,17,16,2,22,37,18,5,16,1,9,71,3,23,7,13,49,8,69,1,28,2,47,2,51,0,74,3,22,1,50,2,33,15,84,2,13,1,74,1,25,0,26,4,0,1,6,10,53,26,1,0,2,9,17,45,26,0,24,26,9,15,26,0,9,19,19,27,26,0,20,21,21,12,60,2,37,1,60,11,16,13,60,6,24,10,28,1,33,38,62,0,19,19,81,1,4,0,3,2,1,0,8,48,0,0,2,6,5,0,2,10,5,0,4,2,1,0,2,13,33,0,33,33,0,1,33,0,11,19,18,9,7,1,2,33,3,34,16,14,33,1,11,24,24,7,0,2.65,2.057506581601462,3.4166666666666665,2.391588796113782,13.293666666666667,8.476257962069583,2.935483870967742,1.5978568406907256
