ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B11..99,B11..77,B11.1,B11.2,V1..99,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
FI,FIN,Finland,Pohjois-Pohjanmaa,2020-12-28,2020-12-22,100,0,0,0,0,6,97,1719491.198175286,80,0,0,100,0,6,94,0,0,100,0,12,88,0,17,83,1,9,90,0,6,94,0,0,100,0,1,99,1,0,99,0,4,96,0,12,88,0,1,99,0,17,83,100,0,0,0,94,0,3,3,100,0,0,0,88,0,2,10,83,0,5,12,91,0,1,8,94,1,0,5,100,0,0,0,99,1,0,0,100,0,0,0,96,0,1,3,88,0,1,11,99,0,0,1,83,0,7,10,3,0,3,94,97,0,0,3,3,0,28,69,72,0,5,23,95,0,5,0,95,0,5,0,100,0,0,8,1,0,91,100,0,0,0,0,5,0,57,27,7,4,9,1,32,52,6,9,1,48,37,5,9,2,42,37,10,9,1,43,38,9,9,2,13,56,20,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,10,0,19,71,10,0,53,37,10,0,23,67,10,0,56,34,10,0,5,85,10,0,5,85,11,0,43,46,57,32,9,1,1,11,0,1,7,32,49,11,1,88,0,14,1,12,73,14,0,51,22,9,0,1,3,14,0,24,23,28,11,14,0,19,47,20,0,14,0,36,48,2,15,0,39,45,1,82,0,12,6,48,0,49,3,78,1,19,2,45,0,11,44,95,0,2,3,95,0,3,2,16,0,0,0,11,21,52,16,0,0,3,7,19,55,18,0,5,42,26,9,18,0,1,2,4,75,18,0,2,11,26,43,87,2,8,3,87,3,2,8,87,1,5,7,18,0,53,29,71,0,11,18,90,0,0,1,1,3,0,1,4,37,0,1,2,4,8,0,1,12,4,0,2,11,6,1,3,8,19,1,34,45,0,1,19,0,8,15,14,25,9,4,6,20,2,35,25,18,20,0,27,10,19,14,10,7.4324324324324325,10.131196431870283,2.5,2.1213203435596424,14.448717948717949,4.744504506302318,2.7848101265822787,1.6066439466098856
FI,FIN,Finland,Uusimaa,2020-12-28,2020-12-27,100,1,2694.2177772889104,0,0,5,97,609197.8002036026,86,0,1,99,0,12,88,0,3,97,0,12,88,0,27,73,0,13,87,0,11,89,0,3,97,0,1,99,0,2,98,0,6,94,0,15,85,0,4,96,0,17,83,99,0,0,1,88,0,5,7,97,0,1,2,88,0,2,10,73,0,6,21,87,0,2,11,89,0,6,5,97,0,2,1,99,0,0,1,98,0,0,2,94,0,1,5,85,0,1,14,96,0,3,1,83,0,5,12,3,0,4,93,96,0,2,2,3,3,39,55,61,0,8,31,92,0,8,0,92,0,8,0,100,0,0,14,1,3,82,100,0,0,0,0,3,1,57,29,4,6,6,1,27,62,4,6,2,55,34,3,6,2,46,39,7,6,2,51,36,5,6,2,16,54,22,0,97,0,1,2,97,0,0,3,97,0,2,1,97,0,0,3,97,0,0,3,97,0,3,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,8,0,18,74,8,0,56,36,8,0,36,56,8,0,55,37,8,0,6,86,8,0,17,75,8,0,39,53,61,29,6,3,1,8,0,0,6,42,44,8,0,92,0,8,0,4,88,8,0,44,36,2,5,3,2,8,0,17,25,39,11,8,0,16,56,16,4,9,0,43,47,1,10,0,49,40,1,82,1,13,4,44,2,48,6,64,1,27,8,45,2,17,36,94,0,3,3,83,0,15,2,11,0,1,1,5,15,67,11,0,0,3,10,14,62,12,0,10,36,29,13,12,0,0,2,10,76,12,0,8,12,15,53,80,1,12,7,80,1,1,18,80,0,2,18,12,0,61,27,73,0,11,16,89,1,1,1,5,0,0,0,3,28,0,0,11,3,4,1,8,6,1,0,1,15,2,1,3,16,12,1,26,58,1,2,12,0,6,25,12,24,12,7,2,13,3,52,22,10,13,1,33,27,14,8,4,4.486538461538461,5.961281242930519,1.25,0.5,14.458333333333334,5.10445608145963,2.36144578313253,1.3486968710846277
FI,FIN,Finland,Varsinais-Suomi,2020-12-28,2020-12-25,100,0,0,0,0,17,97,409907.67877513735,82,0,0,100,0,6,94,0,1,99,1,8,91,0,20,80,0,12,88,0,3,97,0,2,98,0,1,99,0,0,100,0,2,98,0,13,87,0,5,95,0,6,94,100,0,0,0,94,0,1,5,99,0,1,0,92,0,4,4,80,0,8,12,88,0,3,9,97,0,1,2,98,0,2,0,99,0,1,0,100,0,0,0,98,0,1,1,87,0,2,11,95,0,3,2,94,0,5,1,3,0,6,91,94,0,2,4,3,1,42,54,58,1,12,29,88,1,11,0,88,0,12,0,100,0,0,17,0,0,83,100,0,0,0,0,4,0,52,27,10,7,6,1,36,50,7,6,1,57,33,3,6,3,46,39,6,6,3,47,36,8,6,3,18,49,24,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,7,0,16,77,7,0,38,55,7,0,16,77,7,0,57,36,7,0,3,90,7,0,4,89,7,0,57,36,43,42,13,2,0,7,0,0,5,32,56,7,0,93,0,8,0,8,84,8,0,39,32,11,4,5,1,8,0,19,18,43,12,8,0,23,43,23,3,8,0,34,56,2,12,0,40,48,0,84,0,10,6,62,0,34,4,84,0,11,5,43,0,9,48,97,0,1,2,96,0,4,0,14,1,0,2,4,19,60,14,1,0,1,8,14,62,15,2,6,34,34,9,15,0,0,3,8,74,15,0,3,12,22,48,85,0,10,5,85,0,0,15,85,0,0,15,16,0,57,27,73,0,10,17,90,0,2,0,0,2,0,0,6,34,0,1,3,3,4,4,6,14,7,1,3,7,4,0,1,8,17,0,38,44,0,1,17,0,5,16,17,25,13,4,3,18,4,28,26,24,18,1,14,23,28,12,4,6.684210526315789,9.55243074529567,2.8333333333333335,1.4719601443879744,14.05,5.4212427927294975,2.8875,1.466881217525507
FI,FIN,Finland,Pirkanmaa,2020-12-30,2020-12-26,100,1,8922.945948344059,0,0,8,97,844016.1834118578,85,0,1,99,0,14,86,0,5,95,0,16,84,0,30,70,0,12,88,0,5,95,0,0,100,0,6,94,0,2,98,0,5,95,0,12,88,0,5,95,0,11,89,99,1,0,0,86,1,5,8,95,1,1,3,84,0,3,13,70,1,9,20,88,1,1,10,95,0,3,2,100,0,0,0,94,0,0,6,98,1,0,1,95,0,0,5,88,1,6,5,95,1,4,0,89,1,4,6,3,0,3,94,97,0,1,2,3,0,42,55,58,0,6,36,94,0,6,0,94,0,6,0,100,0,0,9,0,1,90,100,0,0,0,0,5,0,54,24,13,4,7,1,22,63,7,7,5,44,39,5,7,2,44,41,6,7,3,46,37,7,7,2,12,60,19,0,99,1,0,0,99,0,1,0,99,1,0,0,99,1,0,0,99,0,1,0,99,1,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,8,0,17,75,8,0,49,43,8,0,17,75,8,0,55,37,8,0,1,91,8,0,6,86,8,0,48,44,52,37,8,1,2,8,0,2,4,25,61,8,0,90,2,9,0,17,74,9,0,39,31,9,3,6,3,9,0,19,18,39,15,9,0,19,44,24,4,9,0,51,38,2,10,0,41,45,4,83,0,12,5,51,0,45,4,83,0,11,6,45,0,18,37,99,0,0,1,94,0,5,1,12,0,0,0,10,12,66,12,0,0,0,12,17,59,12,0,7,34,43,4,12,0,0,3,8,77,12,0,2,13,24,49,85,0,12,3,85,3,2,10,85,2,3,10,12,0,48,40,60,0,15,25,85,0,0,0,2,2,0,2,9,37,0,1,6,1,11,1,0,14,2,0,3,9,1,0,3,11,13,1,27,59,0,0,13,0,5,17,21,16,12,15,1,13,2,39,26,20,13,1,31,27,14,11,3,6.4,10.19403587137787,2.6666666666666665,2.0816659994661326,14.400000000000002,5.173651192984184,2.6,1.4896468101693163
FI,FIN,Finland,Pohjanmaa,2020-12-30,2020-12-23,100,0,0,0,0,7,97,518301.1181495528,77,0,0,100,0,11,89,0,3,97,0,28,72,0,17,83,0,14,86,0,6,94,0,2,98,0,1,99,0,3,97,0,5,95,0,11,89,0,0,100,0,12,88,100,0,0,0,89,0,3,8,97,0,0,3,72,1,4,23,83,1,1,15,86,0,4,10,94,0,1,5,98,0,1,1,99,0,0,1,97,1,2,0,95,0,3,2,89,0,2,9,100,0,0,0,88,1,4,7,3,0,4,93,96,0,2,2,3,4,26,67,74,0,7,19,93,1,6,0,93,0,7,0,100,0,0,15,2,2,81,100,0,0,0,0,7,0,44,35,10,4,9,2,30,54,5,9,7,37,45,2,9,6,36,43,6,9,6,36,43,6,9,7,10,49,25,0,98,0,0,2,98,0,0,2,98,1,0,1,98,1,0,1,98,1,0,1,98,1,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,9,1,14,76,9,2,53,36,9,1,19,71,9,1,59,31,9,1,2,88,9,1,3,87,10,1,56,33,44,35,17,4,0,12,2,2,6,30,48,12,0,88,0,14,0,15,71,14,0,49,21,5,5,3,3,14,0,13,17,42,14,14,1,14,49,19,3,15,0,24,59,2,16,1,27,55,1,86,0,9,5,47,0,51,2,81,0,16,3,41,0,23,36,98,0,2,0,97,0,3,0,17,1,0,1,7,16,58,17,0,0,5,6,10,62,17,1,10,34,31,7,17,0,0,4,4,75,17,0,6,11,18,48,83,2,11,4,83,4,1,12,83,1,8,8,17,1,52,30,70,0,8,22,94,0,1,1,0,2,0,0,2,44,0,1,1,2,2,1,3,13,8,0,2,7,2,2,5,7,22,0,42,35,0,1,22,0,4,9,18,20,12,10,5,23,0,30,6,41,23,0,34,17,18,6,2,8.512820512820513,10.698922215447672,1.7500000000000002,0.9574271077563381,10.732876712328768,5.802945966262897,2.7012987012987013,1.386636740129598
FI,FIN,Finland,Pohjois-Pohjanmaa,2020-12-30,2020-12-23,100,0,0,0,0,10,98,1648739.2000510723,82,0,0,100,0,8,92,0,0,100,0,11,89,0,20,80,1,10,89,0,4,96,0,1,99,0,2,98,1,1,98,0,3,97,0,15,85,0,1,99,0,13,87,100,0,0,0,92,0,5,3,100,0,0,0,89,0,1,10,80,0,4,16,90,0,1,9,96,0,0,4,99,0,1,0,98,0,0,2,99,0,1,0,97,0,0,3,85,0,2,13,99,0,0,1,87,0,4,9,2,0,5,93,95,0,2,3,2,0,29,69,71,0,6,23,94,0,6,0,94,0,6,0,100,0,0,8,0,0,92,100,0,0,0,0,4,0,56,27,8,5,7,1,31,53,8,7,3,44,39,7,7,5,36,41,11,7,4,39,40,10,7,5,11,54,23,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,7,0,18,75,7,0,55,38,7,0,22,71,7,0,52,41,7,0,4,89,7,0,4,89,8,0,46,46,54,34,11,1,0,8,0,1,6,30,55,8,1,91,0,10,1,13,76,10,0,53,24,8,1,2,2,10,0,25,24,30,11,10,0,17,50,22,1,10,0,38,50,2,13,0,39,47,1,83,0,13,4,46,0,49,5,79,0,16,5,49,0,9,42,96,0,2,2,96,0,3,1,14,0,0,0,10,18,58,14,0,0,3,6,21,56,16,0,5,43,25,11,16,0,1,4,4,75,16,0,3,10,28,43,87,1,10,2,87,3,1,9,87,2,4,7,16,0,57,27,73,0,11,16,90,0,0,1,1,2,1,1,4,33,0,1,6,4,9,0,1,11,4,0,2,12,5,1,4,7,17,2,30,50,0,1,17,1,9,13,16,28,8,4,4,18,1,37,28,16,18,0,27,15,17,15,8,7.609756097560975,10.141198274317704,2.25,1.5,14.8125,4.8940515430805505,2.8518518518518516,1.5740958604156794
FI,FIN,Finland,Uusimaa,2020-12-30,2020-12-30,172,2,11651.58032295621,0,0,34,168,876262.0781516022,153,2,3,167,2,15,155,2,3,167,2,18,152,2,36,134,3,18,151,2,8,162,2,2,168,2,4,166,2,2,168,2,6,164,2,23,147,2,14,156,2,24,146,169,0,2,1,157,0,5,10,169,0,3,0,154,0,9,9,136,0,9,27,154,0,4,14,164,0,3,5,170,0,1,1,168,0,2,2,170,0,1,1,166,0,1,5,149,0,6,17,158,0,9,5,148,0,10,14,3,1,19,149,153,0,9,10,3,4,71,94,101,2,16,53,156,1,15,0,156,0,16,0,172,0,0,25,0,4,143,172,0,0,0,0,5,0,119,31,12,5,7,2,61,98,4,7,3,90,69,3,7,4,76,76,9,7,3,91,61,10,7,4,31,95,35,0,168,0,2,2,168,0,0,4,168,0,1,3,168,0,1,3,168,0,1,3,168,0,0,4,172,0,0,0,172,0,0,0,172,0,0,0,172,0,0,0,172,0,0,0,172,0,0,0,172,0,0,0,172,0,0,0,172,0,0,0,172,0,0,0,172,0,0,0,172,0,0,0,7,0,34,131,7,1,110,54,7,1,52,112,7,1,71,93,7,1,2,162,7,0,29,136,7,0,66,99,106,55,8,2,1,9,0,0,14,54,95,9,0,163,0,12,0,21,139,12,0,85,43,21,2,4,5,12,0,41,35,73,11,12,1,37,90,25,7,13,0,85,73,1,15,0,81,73,3,138,0,22,12,62,1,101,8,120,1,40,11,101,0,17,54,170,0,2,0,143,0,29,0,16,0,0,0,13,26,117,16,0,0,4,7,34,111,16,0,11,75,62,8,16,0,0,4,12,140,16,0,3,20,43,90,149,0,20,3,149,2,1,20,149,1,5,17,16,0,101,55,117,0,21,34,152,0,1,1,2,0,0,1,15,51,0,0,7,4,14,1,5,11,4,0,6,22,13,1,6,27,18,1,65,85,1,2,18,0,3,26,36,41,25,18,5,19,1,88,45,19,19,0,48,39,45,15,6,6.531645569620253,8.297103978911627,1.7894736842105263,1.0841764600337107,14.672297297297295,4.752626498274559,2.615894039735099,1.4276364016668386
FI,FIN,Finland,Varsinais-Suomi,2020-12-30,2020-12-26,100,1,2876.5136894537,1,2876.5136894537,17,97,443779.9518128754,80,0,1,99,0,6,94,0,2,98,0,7,93,0,21,79,0,8,92,0,2,98,0,3,97,0,1,99,0,0,100,0,4,96,0,10,90,0,2,98,0,12,88,99,0,1,0,94,0,2,4,98,0,2,0,93,0,1,6,79,0,6,15,92,0,0,8,98,0,0,2,97,0,3,0,99,0,0,1,100,0,0,0,96,0,1,3,90,0,4,6,98,0,1,1,88,0,4,8,3,0,7,90,93,0,3,4,3,1,37,59,63,0,9,28,91,0,8,1,91,1,8,0,99,1,0,13,0,2,85,100,0,0,0,0,3,1,54,25,12,5,5,3,31,56,5,5,1,54,37,3,5,4,45,39,7,5,3,50,37,5,5,3,21,52,19,0,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,7,0,17,76,7,0,42,51,7,0,15,78,7,0,47,46,7,0,3,90,7,0,6,87,7,0,48,45,52,38,8,2,0,7,0,0,7,37,49,7,0,92,1,9,0,11,80,9,0,41,30,9,4,5,2,9,0,25,11,40,15,9,0,19,40,28,4,9,0,34,56,1,12,0,40,48,0,83,0,12,5,58,0,37,5,85,0,8,7,53,0,8,39,97,0,1,2,94,0,6,0,13,1,0,2,5,15,64,13,1,0,2,4,22,58,14,1,10,31,32,12,14,0,0,1,8,77,14,0,2,14,19,51,84,1,13,2,84,1,3,12,84,2,4,10,16,0,53,31,69,0,9,22,91,0,0,0,0,1,0,0,8,40,0,0,3,6,5,3,5,10,4,1,2,8,2,0,0,11,19,0,39,39,0,3,19,0,7,13,16,18,14,9,4,20,2,29,26,23,20,0,25,19,23,8,5,6.6571428571428575,9.006346968348804,2.6666666666666665,1.3662601021279464,14.673076923076922,4.734391253314468,2.4125,1.4468975976992458
FI,FIN,Finland,Keski-Suomi,2020-12-31,2020-12-22,100,0,0,0,0,29,98,1240776.4308177035,85,1,0,99,1,12,87,1,6,93,1,15,84,1,26,73,1,10,89,1,5,94,1,3,96,1,4,95,1,2,97,1,3,96,1,16,83,1,6,93,0,16,84,100,0,0,0,88,0,5,7,94,0,1,5,85,0,1,14,74,0,9,17,90,0,2,8,95,0,2,3,97,0,2,1,96,0,1,3,98,0,1,1,97,0,1,2,84,0,1,15,94,0,4,2,84,0,4,12,2,0,13,85,87,0,6,7,2,1,30,67,70,0,7,23,93,1,6,0,93,0,7,0,100,0,0,11,0,1,88,100,0,0,0,0,5,0,49,32,12,2,8,3,31,57,1,8,2,46,41,3,8,4,42,38,8,8,3,44,37,8,8,3,17,55,17,0,99,1,0,0,99,1,0,0,99,1,0,0,99,0,1,0,99,1,0,0,99,1,0,0,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,8,1,20,71,8,1,68,23,8,1,18,73,8,1,56,35,8,1,5,86,8,0,8,84,9,2,40,49,60,29,8,3,0,9,1,1,5,31,53,9,2,89,0,9,4,13,74,9,1,41,28,9,2,6,4,9,1,18,21,40,11,9,2,15,49,23,2,9,1,33,54,3,10,2,28,56,4,80,1,8,11,33,1,56,10,82,1,11,6,45,0,17,38,95,0,1,4,92,0,8,0,10,0,1,1,10,15,63,10,1,1,3,10,14,61,10,3,9,36,35,7,10,2,1,0,13,74,10,2,7,15,24,42,78,1,14,7,78,4,2,16,78,4,7,11,11,0,49,40,60,1,16,23,85,0,0,1,1,2,1,1,9,37,1,1,8,4,5,0,3,10,3,0,3,7,5,0,3,10,14,1,32,52,0,1,14,0,13,14,18,18,10,9,4,15,3,30,32,20,15,2,30,23,16,8,6,6.3,7.467617164962929,2.230769230769231,1.0919284281983377,13.318749999999998,5.165761030604925,2.4878048780487805,1.5091809767939204
FI,FIN,Finland,P<c3><a4>ij<c3><a4>t-H<c3><a4>me,2020-12-31,2020-12-21,100,1,8856.47437311383,1,8856.47437311383,10,99,1187895.665027349,91,0,1,99,0,12,88,0,2,98,0,10,90,0,25,75,0,12,88,0,9,91,0,1,99,0,2,98,0,1,99,0,1,99,0,16,84,0,3,97,0,18,82,99,0,1,0,88,0,7,5,98,0,0,2,90,0,2,8,75,0,7,18,88,0,2,10,91,0,7,2,99,0,1,0,98,0,1,1,99,0,0,1,99,0,1,0,84,0,4,12,97,0,2,1,82,0,7,11,1,0,7,92,93,0,1,6,1,1,39,59,61,0,7,32,93,0,6,1,93,0,7,0,100,0,0,9,0,1,90,100,0,0,0,0,2,0,51,22,16,9,13,2,23,54,8,13,3,44,36,4,13,3,34,42,8,13,2,37,43,5,13,3,9,56,19,0,99,1,0,0,99,1,0,0,99,1,0,0,99,1,0,0,99,0,1,0,99,1,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,5,0,17,78,5,0,72,23,5,0,29,66,5,0,46,49,5,0,3,92,5,0,6,89,5,0,46,49,54,32,11,3,0,5,0,0,7,38,50,5,0,93,2,5,1,14,80,5,0,52,29,6,0,8,0,5,0,18,17,49,11,5,3,13,48,28,3,5,1,44,49,1,5,0,35,57,3,83,0,14,3,28,0,68,4,71,0,24,5,54,0,17,29,97,0,2,1,94,0,5,1,6,0,0,1,8,11,74,6,0,0,4,8,18,64,7,0,7,45,37,4,7,0,1,5,5,82,7,0,3,16,24,50,81,0,11,8,81,1,1,17,81,1,5,13,7,0,56,37,63,0,13,24,87,0,1,0,0,4,1,1,6,31,0,0,2,3,9,1,6,7,6,0,1,12,2,2,3,15,7,0,39,54,0,0,7,0,3,15,23,17,14,21,0,9,0,33,35,23,9,0,30,19,30,8,4,6.316326530612244,8.193425894652155,1.4285714285714286,0.5345224838248488,14.051136363636363,5.457273840874643,2.4395604395604398,1.318322091893001
