ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1.-77,B1_1.1,B1_1.2,B1_2.-77,B1_2.1,B1_2.2,B1_3.-77,B1_3.1,B1_3.2,B1_4.-77,B1_4.1,B1_4.2,B1_5.-77,B1_5.1,B1_5.2,B1_6.-77,B1_6.1,B1_6.2,B1_7.-77,B1_7.1,B1_7.2,B1_8.-77,B1_8.1,B1_8.2,B1_9.-77,B1_9.1,B1_9.2,B1_10.-77,B1_10.1,B1_10.2,B1_11.-77,B1_11.1,B1_11.2,B1_12.-77,B1_12.1,B1_12.2,B1_13.-77,B1_13.1,B1_13.2,B1_14.-77,B1_14.1,B1_14.2,B1b_x1.-99,B1b_x1.-77,B1b_x1.1,B1b_x1.2,B1b_x2.-99,B1b_x2.-77,B1b_x2.1,B1b_x2.2,B1b_x3.-99,B1b_x3.-77,B1b_x3.1,B1b_x3.2,B1b_x4.-99,B1b_x4.-77,B1b_x4.1,B1b_x4.2,B1b_x5.-99,B1b_x5.-77,B1b_x5.1,B1b_x5.2,B1b_x6.-99,B1b_x6.-77,B1b_x6.1,B1b_x6.2,B1b_x7.-99,B1b_x7.-77,B1b_x7.1,B1b_x7.2,B1b_x8.-99,B1b_x8.-77,B1b_x8.1,B1b_x8.2,B1b_x9.-99,B1b_x9.-77,B1b_x9.1,B1b_x9.2,B1b_x10.-99,B1b_x10.-77,B1b_x10.1,B1b_x10.2,B1b_x11.-99,B1b_x11.-77,B1b_x11.1,B1b_x11.2,B1b_x12.-99,B1b_x12.-77,B1b_x12.1,B1b_x12.2,B1b_x13.-99,B1b_x13.-77,B1b_x13.1,B1b_x13.2,B1b_x14.-99,B1b_x14.-77,B1b_x14.1,B1b_x14.2,B3.-99,B3.-77,B3.1,B3.2,B5.-99,B5.1,B5.2,B6.-99,B6.-77,B6.1,B6.2,B7.-99,B7.-77,B7.1,B7.2,B8.-99,B8.-77,B8.1,B8.2,B8.3,B9.-99,B9.-77,B9.1,B9.2,B9.3,B10.-99,B10.1,B10.3,B11.-99,B11.-77,B11.1,B11.2,V1.-99,V1.-77,V1.1,V1.2,V1.3,V2.-99,V2.-77,V2.1,V2.2,V2.3,V2a.-99,V2a.-77,V2a.1,V2a.2,V2a.3,V3.-99,V3.-77,V3.1,V3.2,V3.3,V3.4,V4_1.-99,V4_1.-77,V4_1.1,V4_1.2,V4_1.3,V4_2.-99,V4_3.-99,V4_3.-77,V4_3.1,V4_3.2,V4_3.3,V4_4.-99,V4_4.-77,V4_4.1,V4_4.2,V4_4.3,V4_5.-99,V4_5.-77,V4_5.1,V4_5.2,V4_5.3,V4_6.-99,V4_6.-77,V4_6.1,V4_6.2,V4_6.3,V5a_1.-99,V5a_1.-77,V5a_1.0,V5a_1.1,V5a_2.-99,V5a_2.-77,V5a_2.0,V5a_2.1,V5a_3.-99,V5a_3.-77,V5a_3.0,V5a_3.1,V5a_4.-99,V5a_4.-77,V5a_4.0,V5a_4.1,V5a_5.-99,V5a_5.-77,V5a_5.0,V5a_5.1,V5a_6.-99,V5a_6.-77,V5a_6.0,V5a_6.1,V5a_7.-99,V5a_7.-77,V5a_7.0,V5a_7.1,V5a_8.-99,V5a_8.-77,V5a_8.0,V5a_8.1,V5a_9.-99,V5a_9.-77,V5a_9.0,V5a_9.1,V5a_10.-99,V5b_1.-99,V5b_1.-77,V5b_1.0,V5b_1.1,V5b_2.-99,V5b_2.-77,V5b_2.0,V5b_2.1,V5b_3.-99,V5b_3.-77,V5b_3.0,V5b_3.1,V5b_4.-99,V5b_4.-77,V5b_4.0,V5b_4.1,V5b_5.-99,V5b_5.-77,V5b_5.0,V5b_5.1,V5b_6.-99,V5b_6.-77,V5b_6.0,V5b_6.1,V5b_7.-99,V5b_7.-77,V5b_7.0,V5b_7.1,V5b_8.-99,V5b_8.-77,V5b_8.0,V5b_8.1,V5b_9.-99,V5b_9.-77,V5b_9.0,V5b_9.1,V5b_10.-99,V5c_1.-99,V5c_1.-77,V5c_1.0,V5c_1.1,V5c_2.-99,V5c_2.-77,V5c_2.0,V5c_2.1,V5c_3.-99,V5c_3.-77,V5c_3.0,V5c_3.1,V5c_4.-99,V5c_4.-77,V5c_4.0,V5c_4.1,V5c_5.-99,V5c_5.-77,V5c_5.0,V5c_5.1,V5c_6.-99,V5c_6.-77,V5c_6.0,V5c_6.1,V5c_7.-99,V5c_7.-77,V5c_7.0,V5c_7.1,V5c_8.-99,V5c_8.-77,V5c_8.0,V5c_8.1,V5c_9.-99,V5c_9.-77,V5c_9.0,V5c_9.1,V5c_10.-99,V5d_1.-99,V5d_1.0,V5d_1.1,V5d_2.-99,V5d_2.0,V5d_2.1,V5d_3.-99,V5d_3.0,V5d_3.1,V5d_4.-99,V5d_4.0,V5d_4.1,V5d_5.-99,V5d_5.0,V5d_5.1,V5d_6.-99,V5d_6.0,V5d_6.1,V5d_7.-99,V5d_7.0,V5d_7.1,V5d_8.-99,V5d_8.1,V5d_9.-99,V5d_9.0,V5d_9.1,V5d_10.-99,V6_1.-99,V6_1.0,V6_1.1,V6_2.-99,V6_2.0,V6_2.1,V6_3.-99,V6_3.0,V6_3.1,V6_4.-99,V6_4.0,V6_4.1,V6_5.-99,V6_5.0,V6_5.1,V6_6.-99,V6_6.0,V6_6.1,V6_7.-99,V6_7.0,V6_7.1,V9.-99,V9.-77,V9.1,V9.2,V9.3,V9.4,V10_1.-99,V10_1.-77,V10_1.0,V10_1.1,V10_2.-99,V10_2.-77,V10_2.0,V10_2.1,V10_3.-99,V10_3.-77,V10_3.0,V10_3.1,V10_4.-99,V10_4.-77,V10_4.0,V10_4.1,V10_5.-99,V10_5.-77,V10_5.0,V10_5.1,V10_6.-99,V10_6.-77,V10_6.0,V10_6.1,V10_7.-99,V10_7.-77,V10_7.0,V10_7.1,V10_8.-99,V10_8.-77,V10_8.0,V10_8.1,V10_9.-99,V10_9.-77,V10_9.0,V10_9.1,V10_10.-99,V10_10.-77,V10_10.0,V10_10.1,V11.-99,V11.-77,V11.1,V11.2,V12.-99,V12.-77,V12.1,V12.2,V13.-99,V15.-99,V16.-99,B12_1.-99,B12_1.-77,B12_1.1,B12_1.2,B12_2.-99,B12_2.-77,B12_2.1,B12_2.2,B12_3.-99,B12_3.-77,B12_3.1,B12_3.2,B12_4.-99,B12_4.-77,B12_4.1,B12_4.2,B12_5.-99,B12_5.-77,B12_5.1,B12_5.2,B12_6.-99,B12_6.-77,B12_6.1,B12_6.2,B13_1.-99,B13_1.-77,B13_1.2,B13_2.-99,B13_2.-77,B13_2.1,B13_2.2,B13_3.-99,B13_3.-77,B13_3.1,B13_3.2,B13_4.-99,B13_4.-77,B13_4.1,B13_4.2,B13_5.-99,B13_5.-77,B13_5.1,B13_5.2,B13_6.-99,B13_6.-77,B13_6.1,B13_6.2,B13_7.-99,B13_7.-77,B13_7.2,B14_1.-99,B14_1.2,B14_2.-99,B14_2.1,B14_2.2,B14_3.-99,B14_3.2,B14_4.-99,B14_4.1,B14_4.2,B14_5.-99,B14_5.1,B14_5.2,C0_1.-99,C0_1.-77,C0_1.1,C0_1.2,C0_2.-99,C0_2.-77,C0_2.1,C0_2.2,C0_3.-99,C0_3.-77,C0_3.1,C0_3.2,C0_4.-99,C0_4.-77,C0_4.1,C0_4.2,C0_5.-99,C0_5.-77,C0_5.1,C0_5.2,C0_6.-99,C0_6.-77,C0_6.1,C0_6.2,C1_m.-99,C1_m.-77,C1_m.1,C1_m.2,C2.-99,C2.-77,C2.1,C2.2,C2.3,C2.4,C7.-99,C7.-77,C7.1,C7.2,C7.3,C7.4,C8.-99,C8.-77,C8.1,C8.2,C3.-99,C3.-77,C3.1,C3.2,C5.-99,C5.-77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6.-99,C6.-77,C6.1,C6.2,C6.3,C6.4,C14.-99,C14.-77,C14.1,C14.2,C14.3,C14.4,C9.-99,C9a.-99,C9a.-77,C9a.1,C9a.2,C9a.3,C12.-99,C12.-77,C12.1,C12.2,C12.3,C13_1.-99,C13_1.-77,C13_1.1,C13_1.2,C13_2.-99,C13_2.-77,C13_2.1,C13_2.2,C13_3.-99,C13_3.-77,C13_3.1,C13_3.2,C13_4.-99,C13_4.-77,C13_4.1,C13_4.2,C13_5.-99,C13_5.-77,C13_5.1,C13_5.2,C13_6.-99,C13_6.-77,C13_6.1,C13_6.2,D1.-99,D1.-77,D1.1,D1.2,D1.3,D1.4,D1.5,D2.-99,D2.-77,D2.1,D2.2,D2.3,D2.4,D2.5,D3.-99,D3.-77,D3.1,D3.2,D3.3,D3.4,D4.-99,D4.-77,D4.1,D4.2,D4.3,D4.4,D5.-99,D5.-77,D5.1,D5.2,D5.3,D5.4,D6_1.-99,D6_1.-77,D6_1.1,D6_1.2,D6_2.-99,D6_2.-77,D6_2.1,D6_2.2,D6_3.-99,D6_3.-77,D6_3.1,D6_3.2,D7.-99,D7.-77,D7.1,D7.2,D8.-99,D8.1,D8.2,D9.-99,D9.-77,D9.1,D9.3,D9.4,D9.6,D9.7,D10.-99,D10.-77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3.-99,E3.-77,E3.1,E3.2,E3.3,E3.4,E4.-99,E4.-77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2.-99,E2.-77,E2.1,E2.2,E2.3,E7.-99,E7.-77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
AND,Andorra,Andorra la Vella,2021-02-24,2021-02-07,100,8,961374.0884893945,3,608922.7855949755,86,88,4865189.748686582,50,5,10,85,4,18,78,4,11,85,5,18,77,4,26,70,7,22,71,6,8,86,5,12,83,3,10,87,3,6,91,6,17,77,4,27,69,6,7,87,6,19,75,90,3,7,0,82,2,9,7,89,1,7,3,82,1,9,8,74,5,12,9,78,4,10,8,92,1,6,1,88,3,6,3,90,4,5,1,94,1,5,0,83,3,9,5,73,4,14,9,93,0,5,2,81,2,9,8,9,3,12,76,90,6,4,16,2,40,42,60,0,10,30,90,1,1,8,0,90,1,1,8,0,99,1,0,28,1,12,59,18,2,4,74,2,96,1,2,1,0,97,0,0,3,0,22,2,32,25,9,10,31,11,25,23,10,90,31,9,30,14,16,31,10,29,13,17,31,13,6,11,39,31,8,38,15,8,91,1,7,1,91,1,8,0,91,1,4,4,91,1,6,2,91,1,7,1,91,1,6,2,91,1,8,0,91,1,8,0,91,1,7,1,0,91,0,5,4,91,0,7,2,91,0,8,1,91,0,9,0,91,0,3,6,91,0,8,1,91,0,9,0,91,0,9,0,91,0,6,3,0,77,0,14,9,77,0,16,7,77,0,20,3,77,0,21,2,77,0,10,13,77,0,8,15,77,0,20,3,77,0,23,0,77,0,23,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,100,0,0,0,92,8,0,92,4,4,92,4,4,92,6,2,92,4,4,92,5,3,92,7,1,28,4,24,17,11,16,30,2,63,5,30,2,63,5,30,2,67,1,30,2,67,1,30,2,59,9,30,2,66,2,30,2,66,2,30,2,66,2,30,2,60,8,30,2,25,43,76,1,2,21,50,1,17,32,0,0,0,90,2,6,2,90,4,2,4,90,3,2,5,90,5,2,3,90,4,0,6,90,4,4,2,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,100,0,0,100,0,100,0,0,100,0,0,34,10,19,37,34,5,48,13,34,9,21,36,34,9,24,33,34,9,7,50,34,9,18,39,36,2,23,39,77,1,15,1,3,3,38,2,2,8,23,27,38,4,57,1,38,2,15,45,38,1,50,3,2,1,3,2,38,2,27,13,12,8,38,2,21,18,8,13,90,40,0,12,43,5,41,0,8,42,9,82,1,15,2,53,0,43,4,80,0,18,2,77,0,18,5,93,0,4,3,83,2,13,2,42,0,2,5,5,10,36,42,2,1,6,8,8,33,42,2,24,13,9,10,42,0,12,10,12,24,42,1,15,16,8,18,69,4,23,4,69,10,6,15,69,8,14,9,44,0,18,38,62,10,28,91,1,1,2,1,1,3,73,1,2,4,2,2,0,0,0,0,0,0,3,2,1,1,9,47,2,28,22,0,1,47,1,8,11,10,13,7,3,0,50,2,24,19,5,50,1,11,11,18,4,5,8.571428571428571,17.672001911723083,11.571428571428571,21.149130343484913,10.60909090909091,6.992215544739841,2.8958333333333335,1.601057939246015
AND,Andorra,Andorra la Vella,2021-02-25,2021-02-07,100,8,961374.0884893945,3,608922.7855949755,86,87,4642098.90082767,49,5,10,85,4,18,78,4,10,86,5,18,77,4,26,70,7,22,71,6,8,86,5,11,84,3,10,87,3,7,90,6,17,77,4,27,69,6,7,87,6,19,75,90,3,7,0,82,2,9,7,90,1,6,3,82,1,8,9,74,5,12,9,78,4,9,9,92,1,6,1,89,3,5,3,90,4,5,1,93,1,5,1,83,3,9,5,73,4,14,9,93,0,5,2,81,2,9,8,10,3,12,75,90,6,4,17,3,40,40,60,0,10,30,90,1,2,7,0,90,1,1,8,0,99,1,0,30,1,12,57,19,2,4,73,2,96,1,2,1,0,97,0,0,3,0,23,2,33,22,10,10,31,10,26,23,10,87,31,8,31,14,16,31,9,29,12,19,31,12,6,11,40,31,8,39,13,9,91,1,7,1,91,1,8,0,91,1,4,4,91,1,6,2,91,1,7,1,91,1,6,2,91,1,8,0,91,1,8,0,91,1,7,1,0,90,0,5,5,90,0,8,2,90,0,9,1,90,0,10,0,90,0,4,6,90,0,8,2,90,0,9,1,90,0,10,0,90,0,7,3,0,80,0,11,9,80,0,15,5,80,0,17,3,80,0,19,1,80,0,9,11,80,0,7,13,80,0,17,3,80,0,20,0,80,0,20,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,100,0,0,0,92,8,0,92,4,4,92,4,4,92,6,2,92,4,4,92,5,3,92,7,1,28,4,25,17,10,16,30,2,63,5,30,2,63,5,30,2,67,1,30,2,67,1,30,2,60,8,30,2,66,2,30,2,66,2,30,2,66,2,30,2,61,7,30,2,24,44,76,0,2,22,51,0,16,33,0,0,0,90,2,6,2,90,4,2,4,90,3,2,5,90,5,2,3,90,4,0,6,90,4,4,2,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,100,0,0,100,0,100,0,0,100,0,0,34,10,19,37,34,5,47,14,34,9,20,37,34,9,25,32,34,9,7,50,34,9,19,38,36,2,22,40,78,1,14,1,3,3,38,2,2,9,23,26,38,4,57,1,38,2,14,46,38,1,50,3,2,1,3,2,38,2,27,13,12,8,38,2,23,16,8,13,87,40,0,12,42,6,41,0,8,42,9,82,1,15,2,54,0,42,4,81,0,17,2,76,0,19,5,93,0,4,3,82,2,14,2,42,0,2,5,5,11,35,42,2,1,6,8,7,34,42,2,24,13,9,10,42,0,12,11,12,23,42,1,15,17,8,17,68,4,24,4,68,12,6,14,68,10,13,9,44,0,19,37,63,10,27,91,1,1,2,1,1,3,72,1,2,4,2,2,0,0,0,0,0,0,3,2,1,1,10,48,2,27,21,0,2,48,1,8,11,9,14,7,2,0,51,2,25,17,5,51,1,11,10,18,4,5,6.186046511627907,10.083593024487822,11.571428571428571,21.149130343484913,10.576744186046511,7.017557477984104,2.893617021276596,1.6449401013700415
AND,Andorra,Andorra la Vella,2021-02-26,2021-02-08,100,8,961374.0884893945,3,608922.7855949755,86,86,4657744.318485957,48,5,10,85,4,19,77,4,10,86,5,17,78,4,27,69,7,22,71,6,8,86,5,11,84,3,10,87,3,7,90,6,17,77,4,27,69,6,7,87,6,19,75,90,3,7,0,81,2,10,7,90,1,6,3,83,1,8,8,73,5,12,10,78,4,9,9,92,1,6,1,89,3,5,3,90,4,5,1,93,1,5,1,83,3,9,5,73,4,14,9,93,0,5,2,81,2,9,8,11,3,12,74,90,6,4,18,3,39,40,61,0,10,29,90,1,2,7,0,90,1,1,8,0,99,1,0,31,1,12,56,20,1,4,73,2,96,1,2,1,0,97,0,0,3,0,24,2,34,21,10,9,31,11,25,23,10,84,31,9,31,14,15,31,9,29,12,19,31,13,6,11,39,31,9,38,13,9,92,1,7,0,92,1,7,0,92,1,4,3,92,1,5,2,92,1,7,0,92,1,5,2,92,1,7,0,92,1,7,0,92,1,6,1,0,90,0,4,6,90,0,8,2,90,0,9,1,90,0,10,0,90,0,4,6,90,0,9,1,90,0,9,1,90,0,10,0,90,0,7,3,0,81,0,11,8,81,0,14,5,81,0,16,3,81,0,18,1,81,0,8,11,81,0,6,13,81,0,17,2,81,0,19,0,81,0,19,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,100,0,0,0,93,7,0,93,3,4,93,3,4,93,5,2,93,4,3,93,5,2,93,6,1,29,4,24,17,10,16,31,2,62,5,31,2,62,5,31,2,66,1,31,2,66,1,31,2,59,8,31,2,66,1,31,2,65,2,31,2,66,1,31,2,60,7,31,2,22,45,76,0,1,23,52,0,14,34,0,0,0,90,2,6,2,90,4,2,4,90,3,2,5,90,5,2,3,90,4,0,6,90,4,4,2,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,100,0,0,100,0,100,0,0,100,0,0,35,10,18,37,35,5,46,14,35,9,21,35,35,9,24,32,35,9,6,50,35,9,17,39,37,2,21,40,79,1,13,2,2,3,39,1,2,8,23,27,39,3,57,1,39,2,15,44,39,1,50,3,2,1,2,2,39,2,27,12,11,9,39,2,23,16,7,13,84,41,0,10,43,6,42,0,6,43,9,83,1,15,1,55,0,42,3,80,0,18,2,77,0,19,4,94,0,4,2,84,2,13,1,43,0,2,5,5,12,33,43,2,1,6,8,6,34,43,2,24,13,9,9,43,0,10,11,12,24,43,1,13,17,9,17,70,4,22,4,70,11,6,13,70,10,11,9,45,0,19,36,64,10,26,91,2,1,2,1,0,3,72,1,2,3,2,2,0,0,0,0,0,1,3,2,1,1,10,49,3,26,20,0,2,49,2,7,10,9,14,7,2,0,52,2,24,18,4,52,1,11,11,17,4,4,6.309523809523809,10.172867056929224,11.571428571428571,21.149130343484913,10.507317073170732,7.179985732712233,2.782608695652174,1.4744195615489712
AND,Andorra,Andorra la Vella,2021-02-27,2021-02-09,100,8,961374.0884893945,3,608922.7855949755,85,85,4769016.98067843,46,4,10,86,4,20,76,4,10,86,5,19,76,3,28,69,6,22,72,5,8,87,5,11,84,3,10,87,3,7,90,5,17,78,4,28,68,6,9,85,6,21,73,90,3,7,0,80,2,11,7,90,1,6,3,81,1,10,8,72,6,13,9,78,4,10,8,92,1,6,1,89,3,5,3,90,4,5,1,93,1,5,1,83,3,10,4,72,5,14,9,91,0,6,3,79,3,10,8,12,3,11,74,91,6,3,19,2,36,43,64,0,10,26,90,1,2,7,0,90,1,1,8,0,99,1,0,31,1,13,55,21,1,4,72,2,96,1,2,1,0,97,0,0,3,0,25,2,33,23,9,8,31,12,26,21,10,79,31,10,32,13,14,31,10,29,13,17,31,14,6,12,37,31,9,38,13,9,92,1,7,0,92,1,7,0,92,1,4,3,92,1,5,2,92,1,7,0,92,1,5,2,92,1,7,0,92,1,7,0,92,1,6,1,0,91,0,4,5,91,0,7,2,91,0,8,1,91,0,9,0,91,0,4,5,91,0,8,1,91,0,8,1,91,0,8,1,91,0,6,3,0,79,0,12,9,79,0,16,5,79,0,18,3,79,0,20,1,79,0,10,11,79,0,7,14,79,0,19,2,79,0,21,0,79,0,20,1,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,100,0,0,0,93,7,0,93,3,4,93,3,4,93,5,2,93,4,3,93,5,2,93,6,1,29,4,23,17,11,16,32,2,61,5,32,2,61,5,32,2,65,1,32,2,65,1,32,2,59,7,32,2,65,1,32,2,64,2,32,2,65,1,32,2,60,6,32,2,21,45,77,0,1,22,54,0,13,33,0,0,0,89,2,7,2,89,4,3,4,89,3,2,6,89,5,2,4,89,4,0,7,89,4,5,2,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,100,0,0,100,0,100,0,0,100,0,0,36,10,17,37,36,5,43,16,36,9,20,35,36,9,23,32,36,9,6,49,36,9,16,39,38,2,20,40,80,1,12,2,2,3,40,1,2,9,24,24,40,3,56,1,40,2,12,46,40,1,49,2,2,1,2,3,40,2,27,12,10,9,40,2,21,18,7,12,79,42,0,9,43,6,43,0,5,43,9,84,1,14,1,58,0,39,3,81,0,17,2,78,0,18,4,94,0,4,2,85,2,12,1,44,0,2,5,4,12,33,44,2,1,6,8,6,33,45,2,23,13,8,9,45,0,9,11,11,24,45,1,13,16,8,17,71,4,22,3,71,13,5,11,71,11,10,8,47,0,19,34,66,9,25,92,2,1,1,0,0,4,73,1,2,2,1,2,0,0,0,0,0,2,3,2,1,1,10,51,3,25,19,0,2,51,2,9,8,9,13,6,2,0,54,2,25,16,3,54,1,11,10,17,3,4,5.636363636363637,9.303889931888351,11.571428571428571,21.149130343484913,10.994871794871795,7.067417778940076,2.840909090909091,1.5985921395880323
AND,Andorra,Andorra la Vella,2021-02-28,2021-02-11,100,8,961374.0884893945,3,608922.7855949755,85,85,5101618.751598145,47,5,9,86,4,20,76,5,9,86,6,17,77,4,27,69,6,21,73,5,8,87,6,10,84,3,11,86,4,7,89,5,15,80,4,25,71,7,8,85,7,19,74,91,2,7,0,80,3,10,7,91,1,6,2,83,0,9,8,73,6,12,9,79,4,9,8,92,2,5,1,90,2,5,3,89,5,4,2,93,1,5,1,85,3,10,2,75,5,12,8,92,0,5,3,81,3,10,6,12,3,11,74,91,6,3,19,2,33,46,67,0,9,24,91,1,2,6,0,91,1,1,7,0,99,1,0,30,1,12,57,20,1,4,73,2,96,1,2,0,1,96,0,0,3,1,24,1,35,23,9,8,29,11,28,23,9,73,29,10,33,14,14,29,10,31,14,16,29,13,6,14,38,29,9,40,13,9,92,1,7,0,92,1,7,0,92,1,4,3,92,1,5,2,92,1,7,0,92,1,5,2,92,1,7,0,92,1,7,0,92,1,6,1,0,91,0,4,5,91,0,7,2,91,0,8,1,91,0,9,0,91,0,4,5,91,0,8,1,91,0,8,1,91,0,8,1,91,0,6,3,0,79,0,11,10,79,0,16,5,79,0,18,3,79,0,20,1,79,0,10,11,79,0,7,14,79,0,19,2,79,0,21,0,79,0,20,1,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,100,0,0,0,93,7,0,93,3,4,93,3,4,93,5,2,93,4,3,93,5,2,93,6,1,28,4,24,17,11,16,31,2,62,5,31,2,61,6,31,2,66,1,31,2,66,1,31,2,60,7,31,2,66,1,31,2,65,2,31,2,66,1,31,2,60,7,31,2,21,46,76,0,1,23,53,0,14,33,0,0,0,89,2,7,2,89,3,3,5,89,2,2,7,89,4,2,5,89,3,0,8,89,3,6,2,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,100,0,0,100,0,100,0,0,100,0,0,36,11,17,36,36,5,43,16,36,10,20,34,36,10,23,31,36,10,6,48,36,10,16,38,38,2,22,38,78,1,14,2,2,3,40,1,1,9,23,26,40,3,56,1,40,3,11,46,40,1,50,2,2,1,2,2,40,2,27,12,10,9,40,2,19,20,7,12,73,41,0,10,43,6,42,0,7,42,9,84,1,14,1,58,0,39,3,81,0,17,2,78,0,18,4,94,0,4,2,85,2,12,1,43,0,1,5,5,13,33,43,2,0,6,9,6,34,44,2,25,13,8,8,44,0,9,12,13,22,44,1,14,17,9,15,69,4,24,3,69,14,6,11,69,12,10,9,46,0,21,33,67,8,25,93,2,1,1,0,0,3,72,1,2,2,1,2,0,0,0,0,0,2,3,1,1,1,12,50,3,25,20,0,2,50,2,8,9,10,13,6,2,0,53,2,25,17,3,53,1,11,13,17,3,2,6.375,10.41617947578645,11.571428571428571,21.149130343484913,10.545,7.160717268184229,2.7333333333333334,1.513574937328539
AND,Andorra,Andorra la Vella,2021-03-01,2021-02-11,100,8,961374.0884893945,3,608922.7855949755,93,85,5095400.727969088,47,5,9,86,4,20,76,5,9,86,6,18,76,4,27,69,6,20,74,5,8,87,6,10,84,3,11,86,4,7,89,5,16,79,4,26,70,7,9,84,7,19,74,91,2,7,0,80,3,10,7,91,1,6,2,82,0,10,8,73,6,13,8,80,4,9,7,92,2,5,1,90,2,5,3,89,5,4,2,93,1,5,1,84,3,11,2,74,5,12,9,91,0,6,3,81,3,10,6,12,3,12,73,90,6,4,19,2,31,48,69,0,9,22,91,1,2,6,0,91,1,1,7,0,99,1,0,30,1,13,56,20,1,4,73,2,96,1,2,0,1,96,0,0,3,1,24,1,35,22,10,8,29,11,28,23,9,71,29,10,34,14,13,29,10,30,14,17,29,13,5,15,38,29,9,39,14,9,92,1,7,0,92,1,7,0,92,1,4,3,92,1,5,2,92,1,7,0,92,1,5,2,92,1,7,0,92,1,7,0,92,1,6,1,0,90,0,4,6,90,0,8,2,90,0,8,2,90,0,10,0,90,0,5,5,90,0,9,1,90,0,9,1,90,0,9,1,90,0,7,3,0,80,0,10,10,80,0,15,5,80,0,17,3,80,0,19,1,80,0,9,11,80,0,7,13,80,0,18,2,80,0,20,0,80,0,19,1,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,100,0,0,0,92,8,0,92,3,5,92,3,5,92,6,2,92,5,3,92,6,2,92,7,1,28,4,24,17,10,17,31,2,62,5,31,2,62,5,31,2,66,1,31,2,66,1,31,2,60,7,31,2,66,1,31,2,65,2,31,2,66,1,31,2,59,8,31,2,21,46,76,0,1,23,53,0,14,33,0,0,0,88,2,8,2,88,3,3,6,88,2,2,8,88,4,3,5,88,3,0,9,88,3,6,3,99,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,1,0,99,0,1,0,99,0,1,99,1,99,0,1,99,1,99,0,1,99,0,1,36,12,17,35,36,5,44,15,36,11,20,33,36,10,24,30,36,11,6,47,36,10,17,37,38,2,23,37,77,1,15,2,2,3,40,1,1,9,22,27,40,3,56,1,40,3,11,46,40,1,50,2,2,1,2,2,40,2,26,12,11,9,40,2,19,20,8,11,71,41,0,9,45,5,42,0,6,42,10,84,1,14,1,57,0,40,3,81,0,17,2,77,0,19,4,94,0,4,2,84,2,13,1,43,0,1,5,5,13,33,43,2,0,6,9,8,32,44,2,24,12,9,9,44,0,9,13,12,22,44,1,15,16,9,15,69,3,25,3,69,14,6,11,69,12,10,9,46,0,20,34,66,9,25,92,2,2,1,0,0,3,72,1,2,2,1,2,0,0,0,1,0,2,3,1,1,1,11,50,3,25,20,0,2,50,2,9,9,10,13,5,2,0,53,2,26,16,3,53,1,10,15,16,3,2,6.390243902439025,10.285616288731774,11.125,19.620961822936785,10.097435897435897,7.231636896286352,2.7777777777777777,1.5650862434686945
