ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C12..99,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
CL,CHL,Chile,Arica y Parinacota,2020-12-31,2020-12-25,100,2,7424.5627707615595,0,0,5,89,492529.31427106,67,1,3,96,1,8,91,0,4,96,1,11,88,1,15,84,1,16,83,1,13,86,1,3,96,1,6,93,1,1,98,1,13,86,1,23,76,1,2,97,2,26,72,97,0,2,1,92,0,7,1,96,1,1,2,89,1,4,6,85,0,6,9,84,0,6,10,87,0,5,8,97,0,1,2,94,0,3,3,99,0,0,1,87,0,6,7,77,0,8,15,98,0,1,1,74,0,10,16,11,0,2,87,98,0,0,2,12,5,40,43,60,1,13,26,87,0,13,0,87,0,13,0,100,0,0,0,31,1,15,53,100,0,0,0,0,14,1,39,22,15,9,18,2,38,27,15,18,6,48,19,9,18,7,41,18,16,18,8,40,16,18,18,6,6,13,57,87,2,7,4,87,4,5,4,87,3,7,3,87,3,4,6,87,4,2,7,87,4,4,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,18,3,20,59,18,0,55,27,18,5,25,52,18,2,42,38,18,3,11,68,18,2,15,65,20,0,44,36,56,0,28,13,1,2,20,1,0,5,29,45,20,1,79,0,20,2,16,62,20,0,73,0,0,0,1,6,20,0,20,22,25,13,20,0,32,38,9,1,100,100,80,0,19,1,45,0,55,0,75,0,23,2,58,1,29,12,89,0,9,2,85,0,14,1,22,0,1,6,11,19,41,22,0,2,8,10,17,41,24,0,34,28,10,4,24,1,5,24,27,19,24,1,17,26,18,14,57,3,28,12,57,8,11,24,57,5,26,12,24,0,39,37,63,0,16,21,85,0,3,0,2,1,1,1,7,46,0,1,4,2,11,0,0,7,1,2,3,2,3,3,1,14,32,0,31,35,0,2,32,0,9,12,13,14,10,8,2,33,2,61,1,3,33,2,11,15,21,12,6,2.282608695652174,1.470646773486805,2.5,0.7071067811865476,12.421875,6.413786459341451,3.380952380952381,1.52853051325576
CL,CHL,Chile,Atacama,2020-12-31,2020-12-23,100,0,0,0,0,7,95,954028.223683855,65,0,0,100,1,8,91,1,2,97,0,6,94,1,11,88,0,8,92,0,7,93,1,1,98,1,2,97,2,1,97,0,4,96,1,13,86,2,0,98,2,8,90,100,0,0,0,92,0,4,4,98,0,1,1,94,0,1,5,89,0,4,7,92,0,2,6,93,0,3,4,99,0,1,0,98,0,2,0,99,0,0,1,96,0,1,3,87,1,3,9,100,0,0,0,92,0,5,3,5,0,5,90,96,0,0,4,6,5,42,47,58,0,11,31,89,0,11,0,89,3,8,0,97,1,2,0,22,1,10,67,100,0,0,0,0,7,0,35,34,13,11,10,8,45,20,17,10,8,54,17,11,10,6,49,21,14,10,10,43,21,16,10,11,10,13,56,91,0,5,4,91,1,4,4,91,1,3,5,91,2,3,4,91,2,2,5,91,2,2,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,13,2,25,60,13,4,52,31,13,4,24,59,13,4,39,44,13,3,6,78,13,3,30,54,16,0,41,43,59,0,27,9,2,3,17,1,2,9,17,54,17,2,80,1,17,0,13,70,17,0,71,5,0,0,0,7,17,2,23,14,30,14,17,1,34,36,7,5,100,100,76,1,22,1,50,2,46,2,77,2,16,5,63,2,24,11,94,2,3,1,71,1,26,2,20,0,1,2,9,15,53,20,0,2,0,10,14,54,22,0,41,22,6,9,22,0,15,15,23,25,22,0,20,23,14,21,57,2,34,7,57,8,17,18,57,5,28,10,22,0,34,44,56,0,18,26,84,0,3,1,1,1,3,0,7,50,0,4,4,1,2,2,1,4,2,10,0,0,4,1,4,11,32,1,32,33,0,2,32,0,4,17,13,8,19,5,2,34,2,46,7,11,34,2,3,22,27,10,2,2.8041666666666667,1.9061637245859904,1.6666666666666667,1.1547005383792515,10.916666666666666,5.06999036092644,3.21875,1.419465023303129
CL,CHL,Chile,B<c3><ad>o-B<c3><ad>o,2020-12-31,2020-12-31,119,0,0,0,0,20,112,1108608.877714419,87,0,0,119,0,12,107,0,1,118,0,15,104,0,27,92,0,9,110,0,12,107,0,3,116,0,4,115,0,3,116,0,8,111,0,21,98,0,7,112,0,29,90,119,0,0,0,107,1,8,3,118,0,1,0,104,0,8,7,92,1,11,15,110,1,4,4,107,0,9,3,116,0,3,0,115,0,3,1,116,0,2,1,111,1,3,4,98,2,5,14,112,0,3,4,90,0,13,16,7,0,15,97,107,0,2,10,12,2,36,69,83,0,15,21,104,2,13,0,104,1,14,0,118,0,1,0,29,0,7,83,119,0,0,0,0,14,0,47,35,10,13,15,9,46,32,17,15,9,60,24,11,15,6,51,33,14,15,4,46,30,24,15,7,16,22,59,112,2,3,2,112,2,3,2,112,2,1,4,112,1,4,2,112,3,1,3,112,2,1,4,119,0,0,0,119,0,0,0,119,0,0,0,119,0,0,0,119,0,0,0,119,0,0,0,119,0,0,0,119,0,0,0,119,0,0,0,119,0,0,0,119,0,0,0,119,0,0,0,17,0,32,70,17,1,62,39,17,1,15,86,17,1,37,64,17,1,8,93,17,1,29,72,21,0,47,51,72,0,31,9,2,5,21,0,0,9,28,61,21,0,98,0,21,3,15,80,21,0,83,5,0,2,0,8,21,0,32,26,27,13,21,0,35,45,14,4,119,119,89,0,30,0,60,0,58,1,106,0,12,1,84,0,27,8,113,0,5,1,92,0,27,0,22,1,2,4,9,27,54,22,0,2,6,9,27,53,23,0,48,29,11,8,23,0,15,17,37,27,23,0,24,31,22,19,64,2,43,10,64,9,18,28,64,4,33,18,24,0,46,49,70,0,21,28,99,1,3,0,2,3,1,0,10,53,1,3,4,8,11,0,2,5,5,3,2,4,2,0,2,14,28,0,47,43,1,0,28,0,11,14,19,24,11,9,3,31,2,63,19,4,31,0,8,29,32,14,5,2.811320754716981,2.0291775879896314,1.5555555555555556,0.7264831572567789,10.716363636363637,6.21787637404209,3.180722891566265,1.2892101790201231
CL,CHL,Chile,Coquimbo,2020-12-31,2020-12-27,100,0,0,0,0,5,94,1266380.9633915273,64,1,1,98,2,8,90,1,1,98,1,10,89,1,14,85,0,9,91,1,7,92,1,2,97,1,4,95,1,0,99,1,5,94,1,19,80,1,2,97,1,19,80,99,0,1,0,92,0,4,4,99,0,0,1,90,0,5,5,86,0,7,7,91,1,5,3,93,0,6,1,98,0,2,0,96,0,3,1,100,0,0,0,95,0,4,1,81,0,8,11,98,0,2,0,81,0,9,10,6,0,3,91,97,0,0,3,6,1,34,59,66,0,10,24,90,0,9,1,90,1,9,0,99,0,1,0,17,4,11,68,100,0,0,0,0,8,0,28,31,21,12,11,1,37,28,23,11,3,41,24,21,11,1,39,26,23,11,2,30,28,29,11,2,8,19,60,90,2,3,5,90,2,4,4,90,2,5,3,90,1,3,6,90,2,2,6,90,2,3,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,13,1,25,61,13,0,55,32,13,1,18,68,13,0,38,49,13,1,7,79,13,0,28,59,17,0,39,44,61,0,32,4,1,2,18,0,0,7,27,48,18,0,82,0,19,0,11,70,19,0,73,3,1,0,0,4,19,0,15,20,28,18,19,1,28,39,10,3,100,100,75,1,24,0,45,1,54,0,82,0,17,1,62,1,20,17,93,0,7,0,72,1,27,0,22,0,1,5,9,21,42,22,0,1,7,12,15,43,23,1,41,23,6,6,23,1,15,18,25,18,23,0,27,21,16,13,52,1,39,8,52,4,20,24,52,3,28,17,25,0,35,40,60,0,22,18,81,2,2,0,3,4,0,1,7,48,0,4,6,3,9,1,1,5,0,5,0,1,2,2,2,11,33,0,31,35,0,1,33,0,7,16,8,14,16,5,1,34,0,51,5,10,34,0,6,22,24,8,6,2.78125,1.7177324700632743,1.6666666666666667,1.1547005383792515,11.677966101694915,5.69767247689822,3,1.6583123951777
CL,CHL,Chile,Libertador General Bernardo O'Higgins,2020-12-31,2020-12-30,100,0,0,0,0,14,92,1179664.0367229348,67,0,1,99,1,5,94,1,0,99,1,4,95,1,19,80,1,13,86,1,5,94,1,1,98,1,4,95,0,0,100,1,7,92,1,24,75,1,0,99,1,14,85,99,0,0,1,95,0,5,0,100,0,0,0,96,0,4,0,81,0,5,14,87,0,7,6,95,0,1,4,99,0,0,1,96,0,3,1,100,0,0,0,93,0,5,2,76,1,8,15,100,0,0,0,86,1,5,8,8,0,6,86,94,0,0,6,9,3,34,54,66,1,15,18,85,1,12,2,85,1,13,1,99,1,0,0,28,1,13,58,100,0,0,0,0,13,0,34,26,17,10,13,3,41,27,16,13,4,45,23,15,13,6,36,28,17,13,6,31,27,23,13,6,11,14,56,87,3,5,5,87,3,5,5,87,5,5,3,87,5,5,3,87,6,1,6,87,5,1,7,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,15,1,36,48,15,0,60,25,15,1,22,62,15,0,48,37,15,2,7,76,15,0,26,59,18,0,41,41,59,0,31,8,1,1,18,0,1,6,23,52,18,0,82,0,20,1,18,61,20,0,77,2,0,0,0,1,20,0,13,29,27,11,20,1,27,37,14,1,100,100,64,0,35,1,41,1,57,1,78,2,20,0,53,1,31,15,94,0,5,1,74,0,26,0,21,0,2,2,15,16,44,21,0,2,4,17,18,38,23,1,40,26,6,4,23,0,18,21,17,21,23,0,28,23,15,11,51,2,37,10,51,7,17,25,51,5,30,14,28,0,30,42,58,0,19,23,82,1,2,0,2,5,0,3,5,53,0,9,1,2,4,2,0,1,3,1,3,0,4,0,4,13,31,2,25,41,0,1,31,0,6,19,15,16,7,6,0,33,0,37,12,18,33,0,4,31,21,11,0,2.2142857142857144,1.2003193535566474,3,0.8164965809277259,11.061538461538461,5.341105114688705,3.1641791044776117,1.4832092041223064
CL,CHL,Chile,Los Lagos,2020-12-31,2020-12-30,100,0,0,0,0,28,89,1217512.4267359916,63,1,0,99,0,5,95,1,2,97,1,16,83,0,17,83,1,9,90,0,3,97,1,0,99,0,5,95,1,2,97,1,6,93,1,13,86,1,4,95,1,19,80,100,0,0,0,95,0,3,2,98,0,1,1,84,0,6,10,83,0,4,13,91,0,3,6,97,0,2,1,100,0,0,0,95,0,4,1,98,0,2,0,94,0,2,4,87,0,4,9,96,0,3,1,81,0,8,11,11,0,15,74,85,0,2,13,11,1,40,48,60,2,13,25,87,1,12,0,87,3,10,0,97,1,2,0,27,2,10,61,100,0,0,0,0,15,0,40,24,15,6,17,0,42,20,21,17,1,45,26,11,17,2,45,23,13,17,2,37,25,19,17,2,8,13,60,93,1,1,5,93,2,2,3,93,2,3,2,93,1,3,3,93,2,2,3,93,2,1,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,21,4,23,52,21,2,47,30,21,3,11,65,21,3,25,51,21,3,3,73,21,1,16,62,24,0,38,38,62,0,31,4,3,0,25,0,0,9,26,40,25,1,72,2,26,1,18,55,26,0,68,0,0,0,0,6,26,0,18,18,24,14,26,1,22,36,10,5,100,100,78,0,21,1,55,1,44,0,91,0,8,1,76,0,14,10,98,0,2,0,85,0,14,1,26,1,0,2,16,16,39,26,0,1,2,14,15,42,27,0,32,24,11,6,27,0,7,18,19,29,27,0,16,20,20,17,66,3,28,3,66,9,13,12,66,4,24,6,30,0,35,35,65,0,17,18,83,1,4,0,1,5,1,0,5,49,1,2,3,4,3,3,1,2,0,0,2,7,4,1,3,15,35,1,25,39,0,0,35,1,8,9,16,18,6,4,3,37,0,42,7,14,37,0,8,19,26,9,1,3.225806451612903,1.9271685174430533,2.0833333333333335,1.378954368902449,11.262295081967213,6.071522706713867,3.5000000000000004,1.4113126084211551
CL,CHL,Chile,Los R<c3><ad>os,2020-12-31,2020-12-27,100,0,0,0,0,19,93,804707.1990549631,68,0,1,99,1,11,88,0,2,98,1,8,91,1,21,78,0,11,89,1,8,91,0,3,97,0,3,97,0,5,95,1,6,93,0,13,87,1,2,97,1,18,81,99,0,1,0,89,2,4,5,98,0,0,2,92,1,2,5,79,1,7,13,89,0,4,7,92,0,3,5,97,0,2,1,97,0,2,1,95,1,4,0,94,0,5,1,87,1,2,10,98,0,1,1,82,0,9,9,7,0,9,84,91,0,3,6,8,2,29,61,71,0,13,16,87,2,11,0,87,2,11,0,98,0,2,0,24,0,8,68,100,0,0,0,0,10,0,46,26,10,8,11,7,34,34,14,11,7,56,18,8,11,4,51,20,14,11,5,42,26,16,11,5,14,10,60,92,1,4,3,92,1,2,5,92,1,0,7,92,1,2,5,92,0,2,6,92,1,0,7,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,13,2,25,60,13,1,51,35,13,2,7,78,13,2,26,59,13,2,2,83,13,1,12,74,14,0,44,42,56,0,31,7,3,3,16,1,0,5,22,56,16,2,82,0,17,0,19,64,17,0,73,4,1,0,0,5,17,0,28,21,18,16,17,0,36,36,3,8,100,100,75,0,24,1,49,1,50,0,93,0,7,0,74,0,15,11,98,0,2,0,88,0,12,0,20,0,1,6,10,23,40,20,2,0,5,10,22,41,20,1,50,20,6,3,20,0,14,20,21,25,20,0,21,26,21,12,53,4,37,6,53,8,15,24,53,4,31,12,23,0,27,50,50,0,25,25,76,2,4,2,0,5,2,1,8,49,1,2,2,5,3,1,2,6,2,0,3,3,2,4,0,15,31,4,22,43,0,0,31,1,9,9,8,18,16,5,3,32,1,39,16,12,32,0,11,16,27,12,2,3.2777777777777772,2.433235484007851,2.6666666666666665,1.3662601021279464,11.791666666666666,6.6315192846435185,3.121212121212121,1.451949898639243
CL,CHL,Chile,Magallanes y Ant<c3><a1>rtica Chilena,2020-12-31,2020-12-24,100,0,0,0,0,40,96,516693.833471421,69,1,1,98,1,3,96,0,3,97,0,11,89,1,13,86,1,9,90,1,6,93,1,3,96,1,2,97,1,0,99,1,6,93,1,21,78,1,2,97,1,11,88,99,0,0,1,97,0,2,1,97,0,2,1,89,0,4,7,87,0,5,8,91,0,2,7,94,0,4,2,97,0,3,0,98,0,1,1,100,0,0,0,94,0,5,1,79,0,6,15,98,0,2,0,89,0,3,8,4,0,17,79,83,0,3,14,4,2,47,47,54,0,17,29,83,3,13,1,83,3,14,0,97,1,2,0,24,3,9,64,100,0,0,0,0,6,0,50,23,14,7,7,6,40,29,18,7,8,55,18,12,7,4,53,19,17,7,9,41,24,19,7,9,15,14,55,92,2,3,3,92,3,1,4,92,2,2,4,92,4,2,2,92,4,0,4,92,4,0,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,8,2,26,64,8,0,62,30,8,1,12,79,8,1,44,47,8,1,3,88,8,1,14,77,9,0,52,39,48,0,41,9,2,0,9,0,2,6,38,45,9,0,91,0,10,1,16,73,10,0,78,5,0,0,0,7,10,0,20,27,31,12,10,0,33,39,15,3,100,100,74,0,25,1,38,0,60,2,88,0,12,0,56,0,24,20,97,0,2,1,86,0,14,0,11,0,1,4,8,20,56,11,0,1,5,12,16,55,12,0,41,26,9,12,12,1,13,13,26,35,12,0,17,19,24,28,65,1,27,7,65,7,12,16,65,5,20,10,15,0,47,38,62,1,21,16,80,2,2,0,2,3,1,0,10,33,1,3,2,3,7,0,0,4,3,0,7,7,6,6,2,16,23,0,36,41,0,0,23,0,8,11,25,11,13,9,0,30,2,58,5,5,30,2,11,20,25,6,6,2.75,1.6655910507645917,2.533333333333333,1.4573295865416045,11.347222222222221,6.084289911285428,3.2205882352941173,1.6467569960496995
CL,CHL,Chile,Maule,2020-12-31,2020-12-30,100,1,7274.438356126271,0,0,16,89,1026153.3147082995,70,0,1,99,0,11,89,0,4,96,0,13,87,0,21,79,1,11,88,0,12,88,0,2,98,0,4,96,0,0,100,0,7,93,0,30,70,0,3,97,0,19,81,99,0,1,0,89,0,6,5,96,0,2,2,87,0,5,8,79,0,10,11,89,0,4,7,88,0,7,5,98,0,1,1,96,0,3,1,100,0,0,0,93,1,3,3,70,1,7,22,97,0,2,1,81,0,9,10,11,0,10,79,91,0,1,8,12,2,31,55,69,0,10,21,90,0,9,1,90,0,10,0,100,0,0,0,24,1,8,67,100,0,0,0,0,14,0,23,28,21,14,14,2,40,30,14,14,5,42,19,20,14,5,34,24,23,14,6,25,26,29,14,8,5,13,60,92,2,3,3,92,4,1,3,92,5,2,1,92,4,3,1,92,5,0,3,92,5,1,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,16,1,40,43,16,1,64,19,16,2,18,64,16,2,42,40,16,3,7,74,16,2,18,64,17,0,46,37,54,0,28,8,6,4,18,1,1,4,28,48,18,1,81,0,20,1,9,70,20,0,73,4,1,0,0,2,20,0,16,14,26,24,20,4,25,34,14,3,100,100,61,0,37,2,36,1,61,2,82,0,16,2,58,0,25,17,93,0,4,3,82,0,16,2,20,0,1,4,5,24,46,20,1,3,3,4,23,46,21,0,41,21,7,10,21,0,11,18,29,21,21,0,29,13,20,17,58,2,38,2,58,7,13,22,58,6,17,19,23,1,50,26,74,0,11,15,89,1,2,1,2,2,1,1,1,40,0,12,5,4,3,2,1,3,2,0,5,1,3,0,4,15,30,0,33,36,0,1,30,0,9,16,18,17,7,3,0,30,4,43,9,14,30,1,9,25,23,7,5,2.8333333333333335,1.793166794938927,2.2,1.3038404810405297,10.333333333333334,6.056994261775348,3.4776119402985075,1.5507398913951882
CL,CHL,Chile,Regi<c3><b3>n Metropolitana de Santiago,2020-12-31,2020-12-31,353,1,8825.194232148258,0,0,46,335,4798148.350551497,277,2,3,348,1,18,334,0,8,345,3,36,314,1,67,285,2,35,316,3,29,321,3,10,340,2,11,340,3,1,349,3,31,319,3,76,274,3,2,348,5,81,267,350,0,3,0,335,0,9,9,345,0,4,4,317,1,12,23,286,2,20,45,318,2,16,17,324,1,16,12,343,1,6,3,342,0,8,3,352,0,1,0,322,1,16,14,277,1,29,46,351,0,1,1,272,0,36,45,18,0,26,309,327,0,8,18,18,4,153,178,200,3,28,122,325,1,24,3,325,8,20,0,345,2,6,0,53,3,37,260,353,0,0,0,0,20,0,147,113,44,29,30,15,168,97,43,30,20,201,69,33,30,21,174,75,53,30,16,142,79,86,30,21,49,59,194,316,4,12,21,316,5,13,19,316,7,11,19,316,7,11,19,316,7,4,26,316,8,7,22,352,0,0,1,352,0,0,1,352,0,0,1,352,0,0,1,352,0,1,0,352,0,1,0,352,0,1,0,352,1,0,0,352,1,0,0,352,1,0,0,352,0,1,0,352,1,0,0,34,2,131,186,34,3,227,89,34,5,70,244,34,4,156,159,34,4,18,297,34,3,114,202,34,1,188,130,165,0,119,41,13,15,35,2,0,17,107,192,35,1,316,1,37,4,66,246,37,0,275,23,0,3,1,14,37,0,58,86,113,59,41,2,102,158,37,13,353,353,222,0,127,4,126,0,225,2,283,0,64,6,197,0,102,54,335,0,13,5,239,0,112,2,43,1,3,16,42,65,183,43,0,6,16,52,81,155,46,1,148,102,36,20,46,1,41,79,87,99,46,0,58,116,74,59,181,10,124,38,181,26,65,81,181,18,92,62,51,2,173,127,226,0,58,69,298,2,8,1,9,11,2,3,19,126,0,2,14,16,21,4,11,18,8,4,18,23,8,2,14,64,66,3,137,146,1,0,66,0,29,55,70,57,41,25,10,72,4,251,11,15,72,2,50,81,96,38,14,2.7103448275862068,1.794734742778126,1.9090909090909092,1.269011272759076,11.040229885057471,6.270451948564577,3.1313868613138687,1.563397812965396
CL,CHL,Chile,Tarapac<c3><a1>,2020-12-31,2020-12-26,100,0,0,0,0,23,95,760472.7614842133,70,3,0,97,1,9,90,3,1,96,3,9,88,3,21,76,2,18,80,2,11,87,3,3,94,3,4,93,2,4,94,3,6,91,3,21,76,3,2,95,2,18,80,100,0,0,0,91,0,3,6,99,0,1,0,91,0,6,3,79,0,9,12,82,0,5,13,89,1,6,4,97,0,1,2,96,0,1,3,96,0,4,0,94,0,3,3,79,0,8,13,98,1,1,0,82,1,8,9,5,0,14,81,86,0,6,8,5,1,48,46,52,0,14,34,86,1,12,1,86,2,12,0,98,0,2,0,20,2,9,69,100,0,0,0,0,6,0,39,25,18,12,13,2,39,22,24,13,2,51,18,16,13,2,42,19,24,13,2,36,25,24,13,0,13,15,59,91,2,3,4,91,2,1,6,91,2,3,4,91,2,3,4,91,2,1,6,91,2,0,7,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,15,1,23,61,15,0,59,26,15,2,18,65,15,1,37,47,15,1,6,78,15,1,15,69,17,0,40,43,60,0,30,8,2,0,18,1,0,5,24,52,18,0,82,0,21,5,12,62,21,0,70,3,1,0,0,5,21,0,18,29,20,12,22,0,32,43,2,1,100,100,78,0,20,2,42,2,54,2,82,0,18,0,63,0,26,11,94,0,6,0,85,0,15,0,23,1,1,1,8,13,53,23,1,2,4,15,15,40,25,0,34,29,7,5,25,0,13,18,22,22,25,0,21,26,16,12,53,4,33,10,53,10,13,24,53,6,27,14,25,0,33,42,58,1,26,15,74,1,4,0,4,3,1,1,12,41,0,1,1,1,11,5,0,6,2,5,4,2,3,1,3,14,29,0,29,39,1,2,29,0,6,21,17,13,10,4,0,30,2,59,6,3,30,1,14,24,15,10,6,2.5434782608695654,1.5159378723583106,1.6666666666666667,1.0730867399773196,10.954545454545455,5.921101296164469,3.4029850746268657,1.697232162942175
