ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V2..77,V2.1,V2.2,V2.3,V2a..99,V2a..77,V2a.1,V2a.2,V2a.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V4_6..99,V4_6..77,V4_6.1,V4_6.2,V4_6.3,V5a_1..99,V5a_1..77,V5a_1.0,V5a_1.1,V5a_2..99,V5a_2..77,V5a_2.0,V5a_2.1,V5a_3..99,V5a_3..77,V5a_3.0,V5a_3.1,V5a_4..99,V5a_4..77,V5a_4.0,V5a_4.1,V5a_5..99,V5a_5..77,V5a_5.0,V5a_5.1,V5a_6..99,V5a_6..77,V5a_6.0,V5a_6.1,V5a_7..99,V5a_7..77,V5a_7.0,V5a_7.1,V5a_8..99,V5a_8..77,V5a_8.0,V5a_8.1,V5a_9..99,V5a_9..77,V5a_9.0,V5a_9.1,V5a_10..99,V5b_1..99,V5b_1..77,V5b_1.0,V5b_1.1,V5b_2..99,V5b_2..77,V5b_2.0,V5b_2.1,V5b_3..99,V5b_3..77,V5b_3.0,V5b_3.1,V5b_4..99,V5b_4..77,V5b_4.0,V5b_4.1,V5b_5..99,V5b_5..77,V5b_5.0,V5b_5.1,V5b_6..99,V5b_6..77,V5b_6.0,V5b_6.1,V5b_7..99,V5b_7..77,V5b_7.0,V5b_7.1,V5b_8..99,V5b_8..77,V5b_8.0,V5b_8.1,V5b_9..99,V5b_9..77,V5b_9.0,V5b_9.1,V5b_10..99,V5c_1..99,V5c_1..77,V5c_1.0,V5c_1.1,V5c_2..99,V5c_2..77,V5c_2.0,V5c_2.1,V5c_3..99,V5c_3..77,V5c_3.0,V5c_3.1,V5c_4..99,V5c_4..77,V5c_4.0,V5c_4.1,V5c_5..99,V5c_5..77,V5c_5.0,V5c_5.1,V5c_6..99,V5c_6..77,V5c_6.0,V5c_6.1,V5c_7..99,V5c_7..77,V5c_7.0,V5c_7.1,V5c_8..99,V5c_8..77,V5c_8.0,V5c_8.1,V5c_9..99,V5c_9..77,V5c_9.0,V5c_9.1,V5c_10..99,V5d_1..99,V5d_1.0,V5d_1.1,V5d_2..99,V5d_2.0,V5d_2.1,V5d_3..99,V5d_3.0,V5d_3.1,V5d_4..99,V5d_4.0,V5d_4.1,V5d_5..99,V5d_5.0,V5d_5.1,V5d_6..99,V5d_6.0,V5d_6.1,V5d_7..99,V5d_7.0,V5d_7.1,V5d_8..99,V5d_8.0,V5d_8.1,V5d_9..99,V5d_9.0,V5d_9.1,V5d_10..99,V6_1..99,V6_1..77,V6_1.0,V6_1.1,V6_2..99,V6_2..77,V6_2.0,V6_2.1,V6_3..99,V6_3..77,V6_3.0,V6_3.1,V6_4..99,V6_4..77,V6_4.0,V6_4.1,V6_5..99,V6_5..77,V6_5.0,V6_5.1,V6_6..99,V6_6..77,V6_6.0,V6_6.1,V6_7..99,V6_7..77,V6_7.0,V6_7.1,V9..99,V9..77,V9.1,V9.2,V9.3,V9.4,V10_1..99,V10_1..77,V10_1.0,V10_1.1,V10_2..99,V10_2..77,V10_2.0,V10_2.1,V10_3..99,V10_3..77,V10_3.0,V10_3.1,V10_4..99,V10_4..77,V10_4.0,V10_4.1,V10_5..99,V10_5..77,V10_5.0,V10_5.1,V10_6..99,V10_6..77,V10_6.0,V10_6.1,V10_7..99,V10_7..77,V10_7.0,V10_7.1,V10_8..99,V10_8..77,V10_8.0,V10_8.1,V10_9..99,V10_9..77,V10_9.0,V10_9.1,V10_10..99,V10_10..77,V10_10.0,V10_10.1,V11..99,V11..77,V11.1,V11.2,V12..99,V12..77,V12.1,V12.2,V13..99,V15..99,V16..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9a..99,C9a..77,C9a.1,C9a.2,C9a.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
CM,CMR,Cameroon,Centre,2021-02-10,2021-02-06,100,1,114455.377937414,1,114455.377937414,20,81,17916723.815705128,32,4,5,91,2,14,84,5,3,92,3,30,67,4,15,81,2,19,79,4,9,87,6,2,92,4,5,91,4,3,93,4,6,90,3,24,73,4,4,92,4,16,80,95,0,1,4,86,2,4,8,97,0,2,1,70,1,10,19,85,1,4,10,81,1,4,14,91,1,2,6,98,0,1,1,95,0,1,4,97,0,1,2,94,0,1,5,76,1,10,13,96,0,1,3,84,0,9,7,19,0,11,70,91,0,6,3,21,0,32,47,68,0,12,20,88,0,0,12,0,88,0,1,11,0,99,0,1,0,34,0,19,47,22,1,0,75,2,100,0,0,0,0,100,0,0,0,0,23,0,15,14,19,29,32,10,18,16,24,100,32,11,19,17,21,32,12,18,13,25,32,12,8,8,40,32,8,24,15,21,73,0,10,17,73,0,19,8,73,0,10,17,73,0,26,1,73,0,18,9,73,0,18,9,73,0,25,2,73,0,26,1,73,0,21,6,0,81,0,8,11,81,0,11,8,81,0,15,4,81,0,14,5,81,0,6,13,81,0,11,8,81,0,16,3,81,0,19,0,81,0,17,2,0,86,1,9,4,86,1,8,5,86,1,12,1,86,1,13,0,86,1,4,9,86,1,6,7,86,1,12,1,86,1,13,0,86,1,11,2,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,0,79,0,20,1,79,0,15,6,79,0,14,7,79,0,6,15,79,0,15,6,79,0,14,7,79,0,17,4,35,1,43,8,9,4,36,3,57,4,36,3,61,0,36,3,60,1,36,3,58,3,36,3,59,2,36,3,61,0,36,3,61,0,36,3,61,0,36,3,59,2,36,3,9,52,91,0,2,7,67,0,5,28,0,0,0,81,9,3,7,81,5,11,3,81,6,11,2,81,9,5,5,81,5,12,2,81,9,3,7,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,37,2,44,17,37,8,35,20,37,9,26,28,37,5,41,17,37,7,29,27,37,4,42,17,41,0,40,19,60,0,17,6,6,11,44,2,2,16,27,9,44,3,52,1,47,2,8,43,47,0,5,20,11,7,10,0,47,0,10,13,21,9,47,0,7,23,16,7,100,47,0,2,50,1,50,0,1,45,4,59,1,26,14,66,1,17,16,75,1,14,10,60,1,12,27,72,2,10,16,60,1,22,17,50,0,0,4,5,16,25,50,1,0,4,4,12,29,53,2,14,17,6,8,53,1,17,13,8,8,53,1,26,7,6,7,68,4,24,4,68,14,10,8,68,13,15,4,56,0,24,20,80,1,11,8,89,1,3,0,2,0,0,1,4,65,0,1,8,4,2,1,0,2,0,0,5,0,1,1,2,8,66,1,25,5,1,2,66,0,10,14,5,3,2,0,0,67,1,24,6,2,67,1,7,7,11,3,4,3.813953488372093,3.057043498245668,1.8888888888888888,1.90029237516523,8.969696969696969,6.719769566756216,3.7096774193548385,2.9347748168822854
CM,CMR,Cameroon,Centre,2021-02-11,2021-02-07,100,1,114455.377937414,1,114455.377937414,22,78,18516016.92382964,34,5,5,90,4,13,83,6,2,92,4,32,64,4,19,77,3,20,77,5,6,89,6,4,90,6,8,86,5,3,92,4,7,89,4,21,75,5,3,92,5,16,79,95,0,1,4,87,2,2,9,98,0,1,1,68,1,12,19,81,1,7,11,80,1,3,16,94,1,2,3,96,0,2,2,92,0,2,6,97,0,0,3,93,0,2,5,79,1,8,12,97,0,1,2,84,0,6,10,22,0,13,65,89,0,8,3,24,0,35,41,65,2,13,20,87,0,1,12,0,87,0,1,12,0,99,0,1,0,40,0,17,43,25,1,1,70,3,99,0,0,0,1,99,0,0,0,1,28,0,14,12,18,28,35,10,18,14,23,100,35,10,19,15,21,35,10,21,10,24,35,11,8,4,42,35,9,29,9,18,73,0,15,12,73,0,20,7,73,0,10,17,73,0,25,2,73,0,17,10,73,0,21,6,73,0,25,2,73,0,23,4,73,0,21,6,0,82,0,11,7,82,0,10,8,82,0,14,4,82,0,14,4,82,0,7,11,82,0,12,6,82,0,15,3,82,0,18,0,82,0,16,2,0,88,0,9,3,88,0,8,4,88,0,11,1,88,0,12,0,88,0,4,8,88,0,5,7,88,0,11,1,88,0,12,0,88,0,10,2,0,99,0,1,99,1,0,99,0,1,99,0,1,99,0,1,99,0,1,99,0,1,99,1,0,99,0,1,0,78,0,22,0,78,0,15,7,78,0,13,9,78,0,9,13,78,0,13,9,78,0,13,9,78,0,15,7,37,1,38,7,12,5,37,3,55,5,37,3,59,1,37,3,58,2,37,3,56,4,37,3,55,5,37,3,59,1,37,3,59,1,37,3,57,3,37,3,56,4,37,3,11,49,90,0,2,8,65,0,5,30,0,0,0,83,7,2,8,83,4,9,4,83,5,9,3,83,6,5,6,83,5,9,3,83,7,3,7,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,40,2,37,21,40,7,35,18,40,8,28,24,40,4,38,18,40,6,30,24,40,3,40,17,43,0,38,19,62,0,16,8,6,8,45,2,2,19,19,13,45,3,51,1,47,0,9,44,47,0,7,17,9,8,11,1,47,0,10,12,23,8,47,0,8,20,18,7,100,49,0,3,47,1,49,0,2,44,5,66,1,21,12,66,1,16,17,73,1,12,14,63,1,9,27,71,2,10,17,62,1,22,15,50,0,0,5,4,15,26,50,0,0,5,7,11,27,53,2,14,13,7,11,53,0,15,13,9,10,53,0,21,10,8,8,71,3,21,5,71,10,9,10,71,9,14,6,56,0,25,19,81,1,9,9,91,1,3,0,0,0,1,1,3,66,0,2,6,4,4,1,0,1,0,0,3,0,2,2,2,7,64,0,26,7,1,2,64,0,8,18,3,3,3,1,0,65,1,26,6,2,65,0,8,7,12,4,4,3.738095238095238,3.0846553652581346,1.8181818181818181,1.662418829187267,9.114285714285714,6.649951032864513,3.9705882352941173,2.6797251568437077
CM,CMR,Cameroon,Littoral,2021-02-11,2021-02-06,100,4,651857.9263189149,4,651857.9263189149,19,89,15444162.837014033,39,4,11,85,2,17,81,2,2,96,2,31,67,4,12,84,3,22,75,3,8,89,4,8,88,2,8,90,3,3,94,3,10,87,2,26,72,3,10,87,2,19,79,89,2,6,3,83,0,9,8,98,0,0,2,69,1,16,14,88,0,7,5,78,1,11,10,92,0,5,3,92,1,4,3,92,0,5,3,97,0,2,1,90,1,4,5,74,1,14,11,90,1,6,3,81,2,13,4,10,1,9,80,91,0,6,3,10,2,38,50,62,1,15,22,85,0,1,14,0,85,0,5,10,0,95,3,2,0,28,0,24,48,12,1,1,84,2,99,0,1,0,0,99,0,1,0,0,15,1,13,19,21,31,28,8,17,20,27,100,28,13,17,19,23,28,11,16,18,27,28,15,10,13,34,28,11,19,16,26,69,0,16,15,69,0,24,7,69,0,15,16,69,0,28,3,69,0,16,15,69,0,26,5,69,0,29,2,69,0,29,2,69,0,27,4,0,81,1,7,11,81,1,12,6,81,1,12,6,81,1,16,2,81,1,3,15,81,1,11,7,81,1,16,2,81,1,18,0,81,1,17,1,0,81,0,10,9,81,0,14,5,81,0,19,0,81,0,18,1,81,0,9,10,81,0,14,5,81,0,13,6,81,0,19,0,81,0,19,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,0,79,0,21,0,79,0,11,10,79,0,12,9,79,0,5,16,79,0,15,6,79,0,13,8,79,0,19,2,30,1,38,9,13,9,30,4,63,3,30,4,63,3,30,4,64,2,30,4,64,2,30,4,60,6,30,4,66,0,30,4,63,3,30,4,63,3,30,4,60,6,30,4,18,48,86,1,0,13,60,0,6,34,0,0,0,76,11,4,9,76,8,7,9,76,6,14,4,76,9,6,9,76,9,7,8,76,11,3,10,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,31,10,43,16,31,8,40,21,31,8,37,24,31,10,40,19,31,11,33,25,31,5,36,28,35,0,38,27,62,0,12,11,4,11,38,1,4,13,16,28,38,1,59,2,43,0,10,47,43,0,14,20,11,6,5,1,43,0,16,20,7,14,44,0,8,24,19,5,100,45,1,1,53,0,45,1,0,49,5,60,0,28,12,63,0,24,13,65,1,24,10,63,0,20,17,70,0,20,10,67,1,22,10,45,0,1,2,6,21,25,45,0,0,5,6,15,29,46,1,28,14,4,7,46,0,18,8,9,19,46,0,21,10,15,8,69,5,24,2,69,15,7,9,69,11,15,5,47,0,33,20,80,0,9,11,92,0,2,0,0,3,0,0,3,60,0,2,6,1,7,1,1,4,2,0,3,2,1,1,2,7,59,1,26,13,0,1,59,0,7,15,8,6,1,4,0,59,0,31,6,4,59,0,12,18,6,3,2,4.8076923076923075,3.799063153547931,2.125,1.807721533549109,7.117647058823529,6.064125537810412,3.6829268292682933,2.5242724138872563
CM,CMR,Cameroon,Centre,2021-02-12,2021-02-09,100,1,196996.048676725,0,0,20,81,17513479.53574853,35,8,3,89,7,14,79,9,1,90,8,29,63,7,13,80,7,15,78,8,3,89,8,5,87,8,7,85,7,4,89,7,8,85,9,15,76,7,0,93,9,17,74,97,0,0,3,86,2,1,11,99,0,0,1,71,1,13,15,87,1,5,7,85,1,6,8,97,1,0,2,95,0,3,2,93,0,2,5,96,0,1,3,92,0,4,4,85,1,2,12,100,0,0,0,83,0,6,11,18,1,13,68,89,0,6,5,20,0,28,52,72,3,10,15,90,0,1,9,0,90,0,1,9,0,99,0,1,0,34,1,18,47,22,3,1,71,3,99,0,0,0,1,99,0,0,0,1,24,0,15,13,16,32,32,15,17,14,22,100,32,14,20,12,22,32,16,19,9,24,32,16,9,3,40,32,12,25,9,22,69,0,19,12,69,0,25,6,69,0,13,18,69,0,29,2,69,0,23,8,69,0,25,6,69,0,31,0,69,0,26,5,69,0,27,4,0,84,0,10,6,84,0,10,6,84,0,14,2,84,0,14,2,84,0,7,9,84,0,11,5,84,0,15,1,84,0,16,0,84,0,16,0,0,87,0,9,4,87,0,11,2,87,0,11,2,87,0,13,0,87,0,6,7,87,0,7,6,87,0,13,0,87,0,13,0,87,0,10,3,0,99,0,1,99,1,0,99,0,1,99,0,1,99,0,1,99,0,1,99,0,1,99,1,0,99,0,1,0,78,0,21,1,78,0,14,8,78,0,13,9,78,0,12,10,78,0,14,8,78,0,15,7,78,0,14,8,33,1,38,6,17,5,34,3,59,4,34,3,60,3,34,3,61,2,34,3,60,3,34,3,58,5,34,3,61,2,34,3,61,2,34,3,58,5,34,3,59,4,34,3,12,51,86,0,2,12,63,0,5,32,0,0,0,83,8,2,7,83,4,9,4,83,6,7,4,83,7,4,6,83,6,6,5,83,8,3,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,36,3,39,22,36,8,37,19,36,11,25,28,36,7,33,24,36,8,29,27,36,4,45,15,40,0,41,19,59,0,19,5,7,10,41,2,3,17,16,21,41,5,53,1,44,2,8,46,44,1,9,14,9,15,7,1,44,1,14,14,18,9,45,0,10,15,21,9,100,47,3,4,43,3,47,1,3,44,5,63,1,21,15,64,3,16,17,76,2,10,12,68,3,8,21,72,4,10,14,57,3,25,15,50,0,0,3,5,13,29,50,0,0,4,7,14,25,51,1,14,15,6,13,51,0,12,17,7,13,51,0,22,9,9,9,71,3,19,7,71,13,7,9,71,13,9,7,53,0,31,16,84,0,10,6,90,3,3,0,0,0,1,0,3,59,0,4,8,4,6,0,0,1,1,0,2,1,4,2,1,7,62,0,24,11,1,2,62,0,3,20,8,3,3,1,0,63,1,27,5,4,63,0,5,10,13,4,5,3.911111111111111,3.5791201446865415,1.7000000000000002,1.5670212364724212,8.885714285714286,6.225051044304912,4.25,2.760693494654662
CM,CMR,Cameroon,Littoral,2021-02-12,2021-02-08,100,3,434307.3243189149,3,434307.3243189149,23,91,14233649.701345101,40,1,11,88,0,19,81,0,5,95,0,29,71,1,16,83,1,22,77,1,10,89,1,7,92,0,6,94,0,5,95,0,10,90,0,24,76,0,9,91,0,17,83,89,2,7,2,81,1,8,10,95,1,2,2,71,2,14,13,84,1,9,6,78,1,11,10,90,1,7,2,93,1,2,4,94,0,4,2,95,0,2,3,90,2,3,5,76,2,12,10,91,1,5,3,83,3,10,4,9,0,12,79,88,0,7,5,9,1,31,59,69,1,12,18,88,0,1,11,0,88,0,4,8,0,96,3,1,0,23,0,26,51,11,1,1,85,2,99,0,1,0,0,99,0,1,0,0,14,0,15,14,20,37,27,5,19,19,30,100,27,9,20,18,26,27,7,19,15,32,27,11,13,11,38,27,10,18,15,30,63,1,18,18,63,1,26,10,63,1,20,16,63,1,33,3,63,1,18,18,63,1,29,7,63,1,34,2,63,1,34,2,63,1,30,6,0,81,1,10,8,81,1,13,5,81,1,13,5,81,1,15,3,81,1,5,13,81,1,11,7,81,1,16,2,81,1,17,1,81,1,18,0,0,86,0,7,7,86,0,11,3,86,0,13,1,86,0,13,1,86,0,7,7,86,0,9,5,86,0,10,4,86,0,14,0,86,0,14,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,0,79,0,21,0,79,0,13,8,79,0,13,8,79,0,7,14,79,0,16,5,79,0,14,7,79,0,18,3,27,1,41,9,12,10,27,3,66,4,27,3,67,3,27,3,69,1,27,3,66,4,27,3,65,5,27,3,70,0,27,3,67,3,27,3,68,2,27,3,62,8,27,3,21,49,89,0,1,10,60,0,6,34,0,0,0,74,11,5,10,74,8,10,8,74,9,13,4,74,9,7,10,74,9,9,8,74,11,5,10,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,28,9,44,19,28,8,36,28,28,7,38,27,28,10,39,23,28,10,27,35,28,4,32,36,31,0,39,30,61,0,14,10,4,11,34,0,5,18,15,28,34,1,61,4,40,0,11,49,40,0,13,21,13,7,6,0,40,0,11,19,12,18,40,0,14,22,18,6,100,40,1,1,58,0,41,1,1,54,3,58,0,29,13,66,0,24,10,64,1,26,9,63,0,24,13,75,0,16,9,70,1,19,10,41,0,2,3,3,23,28,41,0,2,5,2,18,32,42,2,26,17,4,9,42,0,19,10,9,20,42,0,24,12,13,9,64,3,31,2,64,18,8,10,64,15,13,8,43,0,38,19,81,0,9,10,92,0,4,0,1,2,0,0,1,55,0,1,8,2,8,1,1,4,3,0,3,3,1,1,3,6,58,0,30,11,0,1,58,0,7,17,11,4,0,3,0,59,0,27,9,5,59,0,12,15,7,4,3,4.826923076923077,3.8639670453175645,2,1.8027756377319946,7.7714285714285705,6.3666673999442285,3.3414634146341466,2.174968460662832
CM,CMR,Cameroon,Centre,2021-02-13,2021-02-09,100,1,196996.048676725,0,0,21,87,16774986.948730398,39,6,4,90,6,14,80,6,1,93,6,25,69,5,12,83,6,14,80,6,4,90,4,6,90,5,7,88,5,5,90,5,7,88,7,13,80,4,2,94,6,20,74,96,0,0,4,86,1,2,11,99,0,0,1,75,0,13,12,88,1,4,7,86,1,6,7,96,1,0,3,94,0,4,2,93,0,2,5,95,0,2,3,93,0,5,2,87,1,2,10,98,0,0,2,80,1,6,13,12,1,16,71,86,0,9,5,14,0,29,57,71,3,11,15,89,0,1,10,0,89,0,1,10,0,99,0,1,0,29,1,19,51,16,3,2,77,2,98,0,0,0,2,98,0,0,1,1,20,0,13,14,19,34,27,16,16,15,26,100,27,14,20,13,26,27,16,16,10,31,27,17,10,3,43,27,12,21,14,26,67,0,18,15,67,0,25,8,67,0,14,19,67,0,29,4,67,0,20,13,67,0,27,6,67,0,31,2,67,0,28,5,67,0,28,5,0,81,0,14,5,81,0,13,6,81,0,15,4,81,0,19,0,81,0,13,6,81,0,16,3,81,0,19,0,81,0,19,0,81,0,18,1,0,86,0,10,4,86,0,11,3,86,0,11,3,86,0,14,0,86,0,6,8,86,0,7,7,86,0,13,1,86,0,13,1,86,0,12,2,0,99,0,1,99,1,0,99,0,1,99,0,1,99,0,1,99,0,1,99,0,1,99,1,0,99,0,1,0,74,0,25,1,74,0,17,9,74,0,16,10,74,0,16,10,74,0,17,9,74,0,19,7,74,0,16,10,27,1,39,9,18,6,30,3,62,5,30,3,62,5,30,3,63,4,30,3,63,4,30,3,59,8,30,3,64,3,30,3,64,3,30,3,61,6,30,3,61,6,30,3,15,52,83,1,2,14,60,1,3,36,0,0,0,82,9,2,7,82,5,8,5,82,6,8,4,82,8,4,6,82,7,7,4,82,9,5,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,32,5,42,21,32,8,38,22,32,11,27,30,32,8,35,25,32,9,30,29,32,5,44,19,35,0,47,18,53,0,22,7,7,11,35,2,5,18,17,23,35,5,59,1,37,2,9,52,37,1,10,13,10,18,10,1,37,1,16,13,24,9,38,0,9,16,25,12,100,40,3,4,50,3,40,1,3,51,5,59,1,21,19,62,2,17,19,73,2,10,15,65,3,8,24,70,3,10,17,57,3,23,17,44,0,0,3,5,15,33,44,0,0,4,9,12,31,45,0,15,14,10,16,45,0,12,16,9,18,45,0,22,10,12,11,70,3,21,6,70,14,7,9,70,12,11,7,47,1,35,17,83,0,9,8,91,2,3,0,0,0,1,0,3,57,0,6,8,2,7,0,0,0,2,0,2,2,6,2,1,5,59,1,24,13,1,2,59,1,5,18,8,4,4,1,0,60,1,30,5,4,60,0,6,10,13,6,5,3.91304347826087,3.513947365422044,1.3846153846153846,0.6504436355879909,8.722222222222221,6.208800717466003,4.184210526315789,2.939528029388711
