ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
HR,HRV,Croatia,Istarska,2020-12-25,2020-12-21,100,0,0,0,0,46,98,642939.1837805305,78,1,2,97,0,11,89,2,1,97,0,20,80,0,15,85,0,8,92,1,5,94,0,3,97,0,3,97,0,3,97,0,6,94,0,18,82,0,2,98,0,7,93,98,0,2,0,89,0,5,6,99,0,1,0,80,0,6,14,85,0,8,7,92,0,2,6,95,0,4,1,97,0,2,1,97,0,3,0,97,0,1,2,94,0,3,3,82,0,10,8,98,0,1,1,93,0,2,5,2,0,16,82,84,0,3,13,3,0,30,67,70,0,9,21,91,2,5,2,91,3,6,0,97,0,3,0,13,2,5,80,100,0,0,0,0,4,0,22,29,25,20,25,4,13,48,10,25,2,27,32,14,25,4,21,31,19,25,6,7,33,29,25,6,1,23,45,95,1,0,4,95,0,1,4,95,1,1,3,95,1,1,3,95,1,0,4,95,1,0,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,10,3,11,76,10,2,64,24,10,3,14,73,10,3,40,47,10,2,5,83,10,3,5,82,10,0,40,50,60,33,4,2,1,10,0,0,10,34,46,10,0,90,0,11,0,14,75,11,0,20,36,15,13,2,3,11,0,31,22,23,13,11,1,14,48,13,13,11,1,15,71,2,11,0,11,76,2,89,0,9,2,36,0,61,3,86,0,14,0,60,0,21,19,95,0,4,1,95,0,5,0,11,0,1,1,6,19,62,11,1,0,2,8,21,57,13,0,15,44,21,7,13,0,3,7,25,52,13,0,15,19,23,30,66,2,26,6,66,10,2,22,66,8,11,15,13,1,41,45,55,1,20,24,81,0,6,1,0,4,0,0,8,41,0,1,6,4,3,1,2,3,3,0,0,2,2,22,2,8,18,1,42,39,0,0,18,0,5,11,20,16,16,11,3,21,3,38,21,17,21,1,19,34,17,6,2,4.725,5.715419988157095,2.8125,2.344319375284292,12.921052631578947,4.245038383476995,1.9078947368421053,1.2562126314595776
HR,HRV,Croatia,Osjecko-Baranjska,2020-12-25,2020-12-21,100,1,6368.97421214389,1,6368.97421214389,96,95,715053.9657491419,76,1,1,98,0,16,84,0,5,95,0,32,68,0,20,80,0,12,88,0,8,92,0,3,97,0,5,95,0,3,97,0,9,91,0,18,82,0,2,98,0,19,81,99,1,0,0,84,1,5,10,95,1,2,2,68,1,14,17,80,0,9,11,88,1,5,6,92,0,3,5,97,0,2,1,95,1,0,4,97,0,1,2,91,0,4,5,82,0,7,11,98,0,2,0,81,1,8,10,5,0,31,64,70,0,8,22,6,0,31,63,69,0,10,21,90,6,4,0,90,3,7,0,97,1,2,0,16,2,13,69,100,0,0,0,0,6,0,27,25,30,12,13,2,23,40,22,13,1,27,45,14,13,4,22,40,21,13,4,13,35,35,13,5,4,21,57,87,2,4,7,87,4,3,6,87,4,7,2,87,5,2,6,87,6,1,6,87,5,1,7,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,9,2,15,74,9,1,64,26,9,2,17,72,9,2,42,47,9,2,9,80,9,2,9,80,9,0,41,50,59,30,8,3,0,10,1,0,6,31,52,10,1,89,0,13,0,7,80,13,0,25,39,12,8,0,3,13,0,29,20,25,13,13,1,16,39,20,11,15,0,8,76,1,16,0,9,73,2,85,0,13,2,36,0,61,3,83,0,16,1,58,0,26,16,91,0,6,3,91,0,8,1,17,0,1,3,12,26,41,17,1,3,4,13,20,42,19,0,32,29,11,9,19,0,2,5,22,52,19,1,12,18,24,26,70,0,20,10,70,13,5,12,70,12,8,10,20,1,42,37,63,1,17,19,83,0,2,3,1,2,2,0,7,41,0,5,2,3,7,2,3,2,3,0,6,4,10,3,1,8,24,2,39,34,0,1,24,0,9,9,18,17,16,5,2,24,1,48,13,14,24,1,24,25,16,6,4,4.048076923076923,4.744718028548947,3.826086956521739,2.6739853455953155,13.15277777777778,3.413559218978199,1.864864864864865,1.2748819373146194
HR,HRV,Croatia,Primorsko-Goranska,2020-12-25,2020-12-22,100,3,15542.75932159027,1,5344.64438626644,75,96,664022.8261972414,77,0,4,96,1,11,88,0,3,97,0,24,76,0,21,79,0,13,87,0,6,94,0,4,96,0,3,97,0,1,99,0,6,94,0,13,87,0,2,98,0,11,89,96,1,1,2,89,1,1,9,97,0,1,2,76,2,9,13,79,2,5,14,87,1,6,6,94,1,2,3,96,1,2,1,97,1,1,1,99,0,1,0,94,0,3,3,87,2,4,7,98,1,0,1,89,2,3,6,2,2,28,68,75,0,3,22,6,2,34,58,66,0,8,26,92,3,5,0,92,0,8,0,100,0,0,0,16,1,12,71,100,0,0,0,0,7,3,19,35,20,16,8,6,23,50,13,8,5,28,44,15,8,4,33,36,19,8,3,16,42,31,8,4,4,31,53,88,5,4,3,88,7,1,4,88,6,6,0,88,5,4,3,88,7,1,4,88,6,2,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,9,1,14,76,9,1,65,25,9,1,20,70,9,1,42,48,9,1,3,87,9,2,6,83,10,1,36,53,64,23,9,3,1,10,1,0,4,24,61,10,1,89,0,10,1,17,72,10,1,37,36,6,7,1,2,10,1,29,23,20,17,12,1,22,41,12,12,12,1,19,67,1,13,1,14,71,1,86,0,13,1,35,0,65,0,80,0,20,0,58,0,27,15,97,0,2,1,94,0,6,0,13,1,0,3,13,30,40,13,1,0,3,11,24,48,13,1,27,38,15,6,13,1,2,6,31,47,13,1,9,26,29,22,66,5,23,6,66,11,2,21,66,5,10,19,14,3,39,44,56,0,17,27,86,0,3,1,0,1,1,0,8,49,0,1,6,2,2,1,4,4,3,0,4,7,2,6,1,8,20,1,26,53,0,0,20,1,9,12,16,15,17,10,0,22,3,42,24,9,22,3,12,37,21,4,1,3.3913043478260874,2.8164458364680924,3.6111111111111116,2.5237434587833274,12.805194805194805,3.3951938206783807,1.9189189189189189,1.167561054186722
HR,HRV,Croatia,Splitsko-Dalmatinska,2020-12-25,2020-12-22,100,2,11815.079535358771,1,5976.5079873441,29,96,743582.1480152046,87,0,2,98,0,11,89,0,0,100,0,16,84,0,16,84,0,6,94,0,5,95,0,4,96,0,3,97,0,2,98,0,1,99,0,15,85,0,1,99,0,7,93,98,0,2,0,89,0,6,5,100,0,0,0,84,2,5,9,84,0,6,10,94,1,3,2,95,1,1,3,96,1,1,2,97,0,2,1,98,0,2,0,99,0,1,0,85,1,3,11,99,0,1,0,93,1,2,4,4,0,15,81,85,0,5,10,5,0,31,64,69,0,7,24,93,3,4,0,93,3,4,0,97,0,3,0,12,0,7,81,100,0,0,0,0,6,0,20,30,28,16,7,1,16,61,15,7,2,31,45,15,7,2,17,54,20,7,2,8,47,36,7,4,2,43,44,93,3,1,3,93,3,2,2,93,1,5,1,93,3,0,4,93,3,0,4,93,3,1,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,8,1,12,79,8,0,74,18,8,1,32,59,8,1,49,42,8,1,8,83,8,1,3,88,8,0,43,49,57,30,6,5,2,9,0,0,5,30,56,9,0,91,0,9,0,11,80,9,0,30,35,15,8,1,2,9,0,30,17,26,18,9,0,21,44,14,12,9,0,15,75,1,10,1,11,76,2,88,0,10,2,26,0,70,4,68,2,29,1,51,0,31,18,92,0,6,2,97,0,3,0,10,0,0,3,6,22,59,10,0,0,1,10,16,63,11,0,18,48,17,6,11,0,0,9,28,52,11,0,8,21,30,30,71,2,22,5,71,6,4,19,71,4,14,11,11,0,46,43,57,0,17,26,83,1,5,0,2,1,1,1,6,37,0,0,11,2,9,2,2,5,2,0,4,5,6,7,3,5,11,3,32,53,0,1,11,1,9,15,20,19,14,10,1,13,4,46,29,8,13,1,15,31,29,7,4,5.90625,5.467554592851036,2.4,1.7763883459298973,13.988235294117645,3.40340906699605,2.3209876543209877,1.3493253915737593
HR,HRV,Croatia,Zagreba<c4><8d>ka,2020-12-25,2020-12-22,100,1,8564.27676784232,1,8564.27676784232,74,93,821654.3790932688,78,0,3,97,0,14,86,0,5,95,0,23,77,1,19,80,1,10,89,0,4,96,0,4,96,0,5,95,0,4,96,0,7,93,0,17,83,0,0,100,0,8,92,97,0,1,2,86,0,7,7,95,0,2,3,77,0,6,17,81,0,2,17,90,0,3,7,96,1,2,1,96,0,4,0,95,0,2,3,96,0,4,0,93,1,2,4,83,0,5,12,100,0,0,0,92,0,5,3,7,0,24,69,76,0,8,16,7,4,28,61,72,0,6,22,94,3,3,0,94,1,5,0,99,0,1,0,17,1,6,76,100,0,0,0,0,7,0,27,28,25,13,10,9,29,40,12,10,7,25,43,15,10,10,19,42,19,10,10,13,31,36,10,12,5,19,54,94,4,0,2,94,4,0,2,94,2,3,1,94,4,0,2,94,4,0,2,94,4,1,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,11,1,15,73,11,0,62,27,11,0,14,75,11,0,40,49,11,1,5,83,11,1,12,76,11,0,33,56,67,24,6,1,2,11,0,1,2,29,57,11,2,87,0,11,1,13,75,11,0,29,36,11,5,0,8,11,0,38,22,18,11,11,0,23,44,13,9,11,0,24,65,0,13,1,19,67,0,85,0,13,2,38,0,61,1,86,0,14,0,60,0,27,13,95,1,4,0,88,1,11,0,14,0,0,3,12,19,52,14,0,0,2,11,15,58,14,0,23,40,15,8,14,1,1,5,21,58,14,0,8,19,29,30,73,5,16,6,73,9,5,13,73,5,9,13,15,1,41,43,57,0,13,30,88,0,1,1,1,1,1,1,6,47,0,2,6,2,4,0,1,5,6,0,0,6,4,3,4,10,18,2,34,45,1,0,18,1,5,15,12,21,12,8,8,19,6,34,17,24,19,4,21,22,24,7,3,3.5111111111111115,3.494295495532828,3.578947368421052,2.9498736220328006,13.01948051948052,3.6674614395791165,1.9054054054054053,1.2294215024373507
HR,HRV,Croatia,-99,2020-12-26,2020-12-23,100,0,0,0,0,56,87,1119562.6742927742,53,2,0,98,1,14,85,1,6,93,2,19,79,2,18,80,2,6,92,2,1,97,2,6,92,2,2,96,2,3,95,1,10,89,2,12,86,1,1,98,1,13,86,100,0,0,0,86,0,8,6,94,1,5,0,81,0,13,6,82,1,10,7,94,0,4,2,99,0,1,0,94,0,4,2,98,0,1,1,97,0,3,0,90,0,6,4,88,0,6,6,99,0,0,1,87,1,9,3,12,1,25,62,76,0,8,16,14,4,32,50,68,1,14,17,86,6,8,0,86,2,12,0,98,2,0,0,33,2,5,60,100,0,0,0,0,19,2,27,18,17,17,23,9,18,38,12,23,6,24,32,15,23,12,21,28,16,23,16,10,26,25,23,19,7,11,40,95,1,1,3,95,2,2,1,95,2,3,0,95,2,1,2,95,2,1,2,95,2,1,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,26,5,14,55,26,2,48,24,26,5,12,57,26,2,28,44,26,4,5,65,26,4,9,61,28,0,27,45,73,17,5,5,0,28,2,0,6,20,44,28,1,71,0,31,1,12,56,31,0,25,23,8,9,2,2,31,0,34,9,15,11,31,1,14,37,12,5,31,0,14,54,1,33,3,13,51,0,87,0,9,4,53,0,46,1,89,0,10,1,73,1,17,9,96,0,3,1,92,0,7,1,34,1,1,2,9,22,31,34,0,0,3,9,23,31,35,2,20,27,11,5,35,1,7,9,13,35,35,0,10,16,18,21,75,5,16,4,75,14,1,10,75,9,8,8,37,0,26,37,63,0,11,26,92,1,3,0,0,1,1,1,1,66,0,2,2,2,1,0,1,1,3,0,5,1,3,1,0,12,45,2,18,35,0,0,45,0,1,5,9,12,16,10,2,46,5,29,9,11,46,5,19,17,10,3,0,6.464285714285714,6.100893333840501,3.8181818181818183,2.522624895547565,12,3.9210967853395307,1.813953488372093,1.1803109750337666
HR,HRV,Croatia,Grad Zagreb,2020-12-26,2020-12-25,100,0,0,0,0,52,95,413286.59522922046,86,0,2,98,0,14,86,0,3,97,0,19,81,0,21,79,0,16,84,0,11,89,0,5,95,0,3,97,0,4,96,0,6,94,0,13,87,0,2,98,0,18,82,98,0,0,2,86,0,5,9,97,0,1,2,81,0,5,14,79,0,6,15,84,0,4,12,89,0,3,8,95,0,2,3,97,0,1,2,96,0,3,1,94,0,2,4,87,0,5,8,98,0,1,1,82,0,7,11,5,0,20,75,80,0,4,16,5,0,35,60,65,1,11,23,89,5,6,0,89,2,9,0,98,0,2,0,17,0,9,74,100,0,0,0,0,5,0,30,33,25,7,5,3,23,60,9,5,0,44,42,9,5,0,30,49,16,5,1,16,48,30,5,1,4,44,46,91,3,0,6,91,2,0,7,91,1,2,6,91,3,1,5,91,2,2,5,91,1,1,7,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,5,1,4,90,5,0,51,44,5,0,10,85,5,0,53,42,5,0,3,92,5,0,8,87,6,0,46,48,54,38,8,0,0,6,0,0,5,25,64,6,0,94,0,7,1,15,77,7,0,26,49,6,10,0,2,7,0,31,26,26,10,7,1,23,43,19,7,7,0,23,69,1,8,0,14,78,0,96,0,3,1,50,0,50,0,90,0,10,0,47,0,25,28,97,0,3,0,92,0,8,0,9,1,1,1,12,29,47,9,0,1,8,14,16,52,11,0,39,38,8,4,11,0,3,6,20,60,11,0,10,19,22,38,71,2,21,6,71,6,7,16,71,4,13,12,11,0,57,32,68,1,15,16,85,0,5,0,1,0,2,1,6,28,0,1,7,1,10,1,4,4,1,0,5,11,2,4,3,18,12,0,29,59,0,0,12,0,7,18,23,16,14,6,4,14,4,79,1,2,14,3,32,27,17,5,2,5.226666666666667,5.498198051924087,2.8823529411764706,2.117851297340552,14.783132530120483,2.9674995336514494,2.0481927710843375,1.2087447072331603
HR,HRV,Croatia,Istarska,2020-12-26,2020-12-21,100,0,0,0,0,24,98,702089.1210760813,82,1,0,99,0,13,87,2,1,97,0,18,82,0,16,84,0,6,94,1,4,95,0,2,98,0,2,98,0,1,99,0,5,95,0,15,85,0,1,99,0,6,94,100,0,0,0,87,0,4,9,99,0,1,0,82,0,6,12,84,0,8,8,94,0,1,5,96,0,4,0,98,0,1,1,98,0,2,0,99,0,0,1,95,0,2,3,85,0,9,6,99,0,0,1,94,0,2,4,2,0,12,86,88,0,1,11,3,0,28,69,72,0,3,25,97,0,2,1,97,0,3,0,100,0,0,0,7,2,4,87,100,0,0,0,0,4,0,22,29,24,21,8,4,18,57,13,8,2,36,37,17,8,5,25,39,23,8,6,10,40,36,8,6,3,25,58,96,1,0,3,96,1,0,3,96,1,1,2,96,1,0,3,96,1,0,3,96,1,0,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,9,3,14,74,9,3,68,20,9,2,15,74,9,2,47,42,9,3,5,83,9,3,6,82,9,0,44,47,56,35,6,2,1,9,0,0,11,37,43,9,0,91,0,9,0,11,80,9,0,22,38,12,15,2,2,9,0,30,24,23,14,9,1,17,45,14,14,9,1,17,71,2,9,0,14,74,3,86,0,11,3,32,0,65,3,85,0,14,1,53,0,21,26,95,0,1,4,94,0,5,1,9,0,1,3,2,24,61,9,1,0,1,7,21,61,11,0,17,44,19,9,11,0,2,7,29,51,11,0,12,22,25,30,66,3,25,6,66,11,3,20,66,8,12,14,11,1,41,47,53,1,21,25,79,0,5,0,0,5,0,0,11,39,0,1,3,5,4,1,2,1,6,0,0,3,4,21,1,9,15,1,53,31,0,0,15,0,8,11,18,16,18,11,3,17,2,38,22,21,17,1,22,35,16,7,2,4.871794871794871,6.105129367048176,1.916666666666667,0.9962049198956219,13.139240506329115,4.050116102214247,1.9878048780487805,1.212017015312908
HR,HRV,Croatia,Osjecko-Baranjska,2020-12-26,2020-12-22,100,1,6368.97421214389,1,6368.97421214389,117,98,711209.7517815668,76,1,1,98,0,16,84,0,5,95,0,28,72,0,19,81,0,12,88,0,6,94,0,2,98,0,5,95,0,2,98,0,8,92,0,18,82,0,4,96,0,14,86,99,1,0,0,84,1,6,9,95,1,1,3,72,1,11,16,81,0,8,11,88,1,1,10,94,0,1,5,98,0,1,1,95,1,1,3,98,0,1,1,92,0,3,5,82,0,3,15,96,0,3,1,86,1,6,7,2,0,35,63,66,0,9,25,3,0,35,62,65,0,7,28,93,6,1,0,93,1,6,0,99,0,1,0,10,1,13,76,100,0,0,0,0,3,0,33,24,25,15,8,3,23,43,23,8,3,26,48,15,8,6,27,39,20,8,6,15,39,32,8,7,6,26,53,87,3,4,6,87,5,2,6,87,4,8,1,87,6,1,6,87,7,1,5,87,6,0,7,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,8,1,10,81,8,1,61,30,8,1,13,78,8,1,39,52,8,1,8,83,8,1,7,84,8,0,39,53,61,30,8,1,0,9,1,0,4,27,59,9,1,90,0,12,0,7,81,12,0,28,36,11,9,0,4,12,0,35,20,22,11,12,1,21,39,17,10,14,0,12,74,0,15,0,8,75,2,90,0,9,1,39,0,59,2,87,0,13,0,61,0,25,14,92,0,7,1,93,0,6,1,16,0,1,4,10,23,46,16,0,2,6,8,26,42,17,0,33,29,12,9,17,0,2,7,20,54,17,0,12,17,25,29,71,0,20,9,71,13,3,13,71,12,6,11,19,1,43,37,63,1,15,21,85,0,1,3,2,1,1,0,7,42,0,5,2,3,7,1,2,2,3,0,4,3,10,2,0,14,24,1,37,37,0,1,24,0,6,11,18,17,15,7,2,24,2,47,14,13,24,2,21,26,19,5,3,4.3979591836734695,4.965484610283873,4.28,2.264214359698893,13.08450704225352,3.3879892008313277,1.9859154929577465,1.3037633193016818
HR,HRV,Croatia,Primorsko-Goranska,2020-12-26,2020-12-23,100,3,15542.75932159027,1,5344.64438626644,53,96,595080.792194455,71,1,4,95,2,12,86,1,4,95,1,26,73,0,19,81,1,12,87,1,8,91,0,3,97,1,2,97,1,1,98,1,4,95,1,10,89,1,2,97,1,12,87,96,1,1,2,88,1,3,8,96,0,1,3,74,1,12,13,81,0,6,13,88,1,5,6,92,0,1,7,97,1,1,1,98,0,1,1,99,0,1,0,96,0,2,2,90,1,3,6,98,1,1,0,88,1,4,7,4,0,25,71,77,0,4,19,7,2,30,61,70,0,13,17,87,4,9,0,87,0,13,0,100,0,0,0,22,1,11,66,100,0,0,0,0,11,1,20,30,23,15,14,6,18,47,15,14,6,26,40,14,14,4,26,36,20,14,3,13,34,36,14,4,4,24,54,90,3,4,3,90,5,1,4,90,4,5,1,90,4,3,3,90,5,1,4,90,5,2,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,15,1,13,71,15,0,54,31,15,0,16,69,15,0,41,44,15,0,3,82,15,1,5,79,17,0,34,49,66,25,5,4,0,17,0,0,3,24,56,17,0,83,0,17,0,16,67,17,0,30,38,6,5,1,3,17,0,25,19,22,17,19,0,15,42,13,11,19,0,15,65,1,20,0,12,67,1,87,0,10,3,46,0,54,0,84,0,16,0,59,0,23,18,97,0,2,1,95,0,5,0,21,0,0,3,9,25,42,21,0,0,3,10,18,48,21,0,20,38,16,5,21,0,3,4,23,49,21,0,5,19,29,26,76,3,17,4,76,6,1,17,76,3,6,15,21,0,35,44,56,0,17,27,84,1,5,0,0,0,3,0,7,50,1,1,7,1,2,1,4,6,3,0,4,5,3,5,2,5,24,3,22,51,0,0,24,3,6,13,18,20,10,6,0,27,4,44,17,8,27,4,14,30,20,4,1,3.560975609756098,3.44999116294379,2.75,1.5705625319186332,12.957746478873238,4.12115316635079,1.8970588235294117,1.1987519116739205
