ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
DZ,DZA,Algeria,Blida,2020-12-26,2020-12-21,100,2,78397.98623975742,2,78397.98623975742,68,86,3991437.651666651,40,3,4,93,3,10,87,2,3,95,3,20,77,2,20,78,3,17,80,2,12,86,1,7,92,3,5,92,3,5,92,3,2,95,2,18,80,3,6,91,3,24,73,96,0,1,3,90,1,3,6,97,0,1,2,80,1,10,9,80,2,6,12,83,0,9,8,88,0,6,6,93,1,4,2,95,0,1,4,95,0,2,3,98,0,2,0,82,1,7,10,94,1,3,2,76,1,13,10,14,0,28,58,72,0,8,20,14,1,30,55,70,1,9,20,91,0,4,5,0,91,0,4,4,1,96,0,0,4,0,25,2,8,65,100,0,14,0,14,20,21,31,27,5,13,25,30,27,9,21,24,19,27,9,19,20,25,27,7,18,21,27,27,10,9,18,36,0,92,4,1,3,92,4,2,2,92,3,2,3,92,5,2,1,92,4,3,1,92,5,1,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,30,6,31,33,30,2,41,27,30,5,21,44,30,5,24,41,30,5,5,60,30,2,15,53,32,0,28,40,72,2,12,5,5,4,35,0,1,6,24,34,35,1,63,1,38,1,9,52,38,0,32,18,5,2,1,4,38,0,27,11,8,16,39,1,21,23,14,2,39,0,3,56,2,39,1,7,52,1,69,2,27,2,60,4,33,3,80,1,17,2,76,1,16,7,95,1,3,1,85,0,13,2,41,0,2,1,15,25,16,41,0,2,3,15,16,23,44,0,28,16,8,4,44,0,12,10,11,23,44,0,11,12,15,18,77,4,14,5,77,10,4,9,77,8,9,6,45,1,20,34,66,0,10,24,90,1,4,1,1,0,0,0,3,70,0,0,7,1,6,0,0,3,1,0,0,4,2,0,4,2,58,2,28,11,0,1,58,2,4,8,7,12,6,3,0,58,1,26,13,2,58,1,3,11,18,8,1,7.212121212121211,7.833252739753038,2.6666666666666665,1.4939491483885972,10.205882352941176,7.222772957656981,3.95,1.8939850810340317
DZ,DZA,Algeria,Oran,2020-12-26,2020-12-22,100,3,118863.50888317467,2,26186.28593617707,46,81,3037769.979615036,38,3,4,93,2,11,87,3,5,92,4,22,74,4,16,80,4,17,79,4,9,87,3,5,92,4,7,89,4,3,93,4,10,86,3,24,73,4,4,92,2,26,72,96,0,3,1,89,0,5,6,95,0,2,3,78,0,10,12,84,0,7,9,83,0,7,10,91,0,4,5,95,0,3,2,93,0,2,5,97,0,1,2,90,0,4,6,76,0,11,13,96,0,3,1,74,0,15,11,18,1,19,62,82,0,8,10,21,2,17,60,83,0,9,8,91,0,4,5,0,91,0,6,3,0,95,0,2,2,1,32,1,14,53,100,0,26,0,12,18,20,24,28,8,13,20,31,28,15,18,18,21,28,15,17,14,26,28,16,16,15,25,28,17,9,12,34,0,87,9,0,4,87,10,2,1,87,6,7,0,87,7,3,3,87,10,0,3,87,9,2,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,30,9,42,19,30,8,48,14,30,9,23,38,30,10,26,34,30,9,8,53,30,10,16,44,32,3,33,32,67,0,24,7,0,2,32,3,2,9,20,34,32,2,66,0,34,1,19,46,34,1,29,25,6,2,1,2,34,2,29,14,8,13,34,2,16,36,9,3,36,1,7,54,2,39,2,3,51,5,58,0,38,4,52,0,41,7,77,0,20,3,74,1,17,8,92,0,4,4,84,0,15,1,40,2,1,3,17,18,19,40,2,2,3,15,18,20,41,1,23,17,10,8,41,1,9,9,8,32,41,0,17,10,7,25,74,5,16,5,74,8,8,10,74,6,10,10,43,1,25,31,69,0,5,26,95,1,0,0,0,1,0,0,3,70,0,1,6,4,6,0,2,2,0,0,0,1,0,1,0,7,60,0,30,8,1,1,60,0,3,11,13,4,8,1,0,61,2,28,7,2,61,2,5,14,11,3,4,7.5,8.269146744301244,2.857142857142857,2.5071326821120348,12.264705882352942,7.072391149925187,3.257142857142857,1.9754799438119741
DZ,DZA,Algeria,Tizi Ouzou,2020-12-26,2020-12-21,100,2,80730.86547035555,1,6069.327232192341,52,87,3849370.6059213663,43,3,4,93,3,6,91,3,7,90,3,24,73,2,12,86,3,12,85,3,10,87,3,6,91,3,5,92,3,5,92,3,8,89,2,21,77,4,8,88,4,25,71,98,0,0,2,95,1,1,3,94,1,2,3,78,0,11,11,90,0,5,5,90,0,6,4,92,0,4,4,95,0,3,2,96,0,1,3,96,0,3,1,93,0,3,4,82,0,9,9,94,0,5,1,78,0,16,6,12,1,23,64,78,0,7,15,13,3,14,70,86,0,5,9,95,0,0,5,0,95,0,3,2,0,97,0,2,0,1,21,3,22,54,100,0,16,1,13,24,22,24,31,10,11,19,29,31,10,15,26,18,31,14,16,16,23,31,15,16,20,18,31,16,8,9,36,0,78,13,3,6,78,12,3,7,78,7,11,4,78,11,6,5,78,13,5,4,78,11,5,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,27,0,36,37,27,1,56,16,27,1,38,34,27,1,41,31,27,1,10,62,27,1,20,52,29,0,37,34,63,0,19,10,3,5,29,1,1,6,25,38,29,2,69,0,30,0,10,60,30,0,30,23,13,1,2,1,30,0,21,15,23,11,30,0,18,37,14,1,31,0,5,63,1,32,0,5,63,0,64,3,30,3,44,2,46,8,62,4,29,5,59,4,24,13,90,2,5,3,80,0,16,4,32,0,2,0,23,22,21,32,0,2,7,18,19,22,36,0,37,18,6,3,36,1,9,13,15,26,36,0,21,13,11,19,66,5,23,6,66,11,11,12,66,9,17,8,37,0,37,26,74,0,11,15,89,1,2,0,1,2,0,1,4,53,1,4,5,8,1,1,2,2,0,0,1,1,2,1,0,18,56,1,28,13,0,2,56,1,8,9,8,10,5,3,0,57,2,12,13,16,57,2,5,12,14,6,4,10.205882352941176,10.38582779054374,2.611111111111111,2.033220826202746,9.371428571428572,7.008758026614291,3.0526315789473686,2.104658519147242
DZ,DZA,Algeria,-99,2020-12-27,2020-12-24,100,7,276666.0211118461,4,91377.91125840231,47,75,5320537.587986534,27,10,11,79,11,11,78,9,7,84,10,28,62,10,15,75,10,18,72,10,13,77,8,14,78,9,13,78,10,6,84,8,14,78,9,22,69,10,10,80,9,26,65,89,2,5,4,89,2,4,5,93,2,3,2,72,2,11,15,85,2,7,6,82,2,8,8,87,4,6,3,86,3,8,3,87,3,4,6,94,1,4,1,86,3,6,5,78,3,10,9,90,3,3,4,74,3,14,9,22,3,20,55,82,0,7,11,28,6,20,46,81,1,4,14,96,0,0,3,1,96,0,1,2,1,99,0,1,0,0,40,0,6,54,100,0,30,1,14,11,16,28,36,11,10,18,25,36,16,17,14,17,36,18,16,18,12,36,14,19,18,13,36,18,11,18,17,0,94,2,1,3,94,2,0,4,94,1,4,1,94,1,2,3,94,2,3,1,94,2,0,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,37,5,25,33,37,5,38,20,37,8,14,41,37,6,16,41,37,7,6,50,37,6,19,38,42,2,25,31,75,0,14,7,4,0,42,1,0,11,16,30,42,3,54,1,43,2,9,46,43,0,24,16,5,4,4,4,43,0,22,13,13,9,43,2,9,30,11,5,44,2,8,43,3,46,1,5,44,4,75,1,22,2,63,1,30,6,87,1,11,1,85,0,11,4,95,0,5,0,82,1,16,1,47,0,3,3,9,13,25,47,0,2,6,8,10,27,47,0,20,19,6,8,47,0,3,13,9,28,47,0,9,12,14,18,81,7,10,2,81,7,7,5,81,3,9,7,52,1,16,31,69,0,10,21,91,0,1,1,0,0,0,0,7,76,0,1,2,1,2,1,0,1,0,0,1,4,2,0,3,6,73,0,12,13,0,2,73,0,2,12,4,2,3,4,0,73,2,8,8,9,73,2,5,6,12,1,1,6.666666666666667,9.343858534229438,3.4545454545454546,2.73362895666681,9.552631578947368,5.267549337537505,3.05,2.3050288273114594
DZ,DZA,Algeria,Alger,2020-12-27,2020-12-26,100,2,173684.66157099797,2,173684.66157099797,56,86,2437752.193554408,43,4,3,93,4,9,87,3,7,90,2,24,74,3,18,79,4,14,82,3,7,90,4,8,88,5,6,89,4,7,89,3,7,90,3,15,82,4,5,91,4,24,72,97,0,1,2,91,1,4,4,93,0,6,1,76,1,9,14,82,2,10,6,86,1,5,8,93,0,2,5,92,0,5,3,94,0,3,3,93,0,4,3,93,1,3,3,85,1,6,8,95,0,3,2,76,1,11,12,14,0,19,67,82,1,7,10,17,4,28,51,72,1,9,18,91,0,2,7,0,91,0,5,4,0,95,0,2,3,0,32,1,8,59,100,0,21,1,13,18,17,30,27,10,15,15,33,27,7,20,19,27,27,8,22,17,26,27,8,19,15,31,27,11,11,13,38,0,93,2,1,4,93,2,1,4,93,2,2,3,93,2,3,2,93,3,1,3,93,3,0,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,30,3,37,30,30,2,48,20,30,5,23,42,30,5,29,36,30,6,8,56,30,4,16,50,35,2,23,40,77,0,14,4,0,5,37,0,1,5,18,39,37,2,61,0,40,0,11,49,40,0,38,14,3,2,0,3,40,0,30,10,9,11,41,1,19,25,11,3,41,0,4,49,6,41,0,8,48,3,64,0,34,2,54,0,43,3,79,0,20,1,71,0,22,7,92,0,8,0,84,0,16,0,43,1,0,4,12,14,26,43,1,0,5,4,21,26,47,2,23,18,4,6,47,0,2,5,12,34,47,0,6,12,15,20,82,3,11,4,82,7,4,7,82,7,6,5,48,0,26,26,74,0,7,19,93,2,0,0,0,1,0,0,4,67,0,1,7,3,2,0,0,6,2,0,1,2,1,0,0,8,55,1,31,10,0,3,55,1,3,9,8,13,7,4,0,56,1,32,9,2,56,1,5,11,17,4,6,7.394736842105262,8.201975614626654,3.642857142857143,2.9510661139308976,11.763157894736842,7.906323881915463,3.627906976744186,2.3096408277144316
DZ,DZA,Algeria,Annaba,2020-12-27,2020-12-21,100,1,94768.1260856142,0,0,34,85,3105793.7048771987,58,8,1,91,4,13,83,7,3,90,5,22,73,7,11,82,6,14,80,7,12,81,7,5,88,7,5,88,6,1,93,7,2,91,5,23,72,9,4,87,7,26,67,99,0,1,0,87,0,3,10,97,0,1,2,78,1,9,12,89,2,3,6,86,1,5,8,88,0,5,7,95,1,1,3,95,0,5,0,99,0,1,0,98,1,1,0,77,1,14,8,96,0,3,1,74,0,13,13,14,1,23,62,77,0,16,7,15,0,28,57,72,2,7,19,93,0,0,7,0,93,0,4,3,0,96,0,2,2,0,24,2,11,63,100,0,16,1,13,21,21,28,21,6,16,23,34,21,13,23,19,24,21,14,23,19,23,21,17,16,24,22,21,19,9,15,36,0,89,4,4,3,89,4,2,5,89,5,1,5,89,3,4,4,89,4,2,5,89,5,0,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,25,7,34,34,25,4,58,13,25,8,26,41,25,8,33,34,25,7,7,61,25,6,18,51,26,2,38,34,62,0,19,14,3,2,26,2,2,13,21,36,26,3,70,1,27,4,16,53,27,2,28,27,6,5,1,4,27,2,29,9,14,19,27,1,18,34,12,8,27,2,10,59,2,27,2,13,55,3,66,2,29,3,42,2,53,3,74,0,22,4,67,1,22,10,93,0,6,1,82,0,18,0,30,2,2,7,14,17,28,30,2,2,4,17,18,27,31,2,30,23,8,6,31,2,9,12,11,35,31,1,18,7,17,26,76,5,17,2,76,8,8,8,76,7,11,6,33,1,24,42,58,0,12,30,89,1,3,0,2,0,1,0,4,65,0,1,4,2,5,3,1,5,2,1,1,2,2,1,2,3,41,1,39,18,0,1,41,1,3,17,14,9,7,7,1,42,2,42,5,9,42,1,7,18,21,9,2,6.488888888888889,7.545685769853774,1.5263157894736843,0.8411910241920598,11.92156862745098,7.084753029583747,3.074074074074074,2.0173946569664234
DZ,DZA,Algeria,B<c3><a9>ja<c3><af>a,2020-12-27,2020-12-22,100,1,76936.9936034532,1,76936.9936034532,56,87,2534636.9655374866,39,6,3,91,6,9,85,5,2,93,7,21,72,4,10,86,3,13,84,6,8,86,3,8,89,6,4,90,5,2,93,7,2,91,6,16,78,6,3,91,5,24,71,97,0,0,3,91,0,3,6,98,1,1,0,79,1,7,13,90,1,3,6,87,0,8,5,92,0,4,4,92,1,4,3,96,0,1,3,98,0,0,2,98,0,0,2,84,3,4,9,97,1,1,1,76,1,11,12,13,0,26,61,76,0,12,12,15,4,17,64,83,0,5,12,95,0,3,2,0,95,0,3,2,0,97,0,0,3,0,25,0,7,68,100,0,18,1,11,13,28,29,21,16,11,22,30,21,15,18,20,26,21,19,22,14,24,21,22,16,20,21,21,21,9,6,43,0,93,1,0,6,93,1,3,3,93,1,4,2,93,1,1,5,93,1,1,5,93,0,2,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,23,6,39,32,23,5,53,19,23,7,32,38,23,6,31,40,23,6,8,63,23,5,29,43,26,0,39,35,61,0,25,4,2,8,27,0,2,13,33,25,27,0,72,1,28,0,10,62,28,0,20,34,9,6,3,0,28,0,31,18,8,15,29,1,17,34,16,3,30,0,4,63,3,34,1,6,55,4,61,0,30,9,47,0,46,7,68,0,27,5,69,1,20,10,92,0,3,5,71,1,22,6,34,4,0,6,13,12,31,34,3,1,4,8,15,35,34,3,28,16,10,9,34,0,9,8,17,32,34,0,12,14,13,27,75,6,14,5,75,17,5,3,75,11,11,3,37,0,26,37,63,0,20,17,80,2,3,0,0,4,0,1,10,55,0,4,4,6,3,2,1,5,3,1,0,2,3,1,1,9,59,0,28,12,0,1,59,0,4,14,9,8,6,0,0,61,0,22,7,10,61,0,4,6,14,11,4,6.290322580645161,7.005681258269828,2.5555555555555554,2.52568504911445,9.057142857142857,6.421209603580095,3.5641025641025643,2.2802916687272567
DZ,DZA,Algeria,Blida,2020-12-27,2020-12-22,100,1,78341.81879937451,0,0,73,86,4347248.175254472,39,3,3,94,3,9,88,2,5,93,3,21,76,2,22,76,4,14,82,2,14,84,1,7,92,4,4,92,3,6,91,3,3,94,2,16,82,4,4,92,3,24,73,97,0,2,1,91,1,3,5,95,0,2,3,79,2,12,7,78,3,7,12,86,0,8,6,86,0,7,7,93,0,6,1,96,0,1,3,94,0,3,3,97,0,3,0,84,2,5,9,96,1,3,0,76,2,13,9,13,1,27,59,74,0,8,18,14,1,28,57,72,1,7,20,93,0,2,5,0,93,0,3,4,0,97,0,0,3,0,23,2,10,65,100,0,15,0,15,22,21,27,28,4,14,28,26,28,9,20,26,17,28,8,19,22,23,28,6,20,22,24,28,9,9,21,33,0,90,5,1,4,90,5,1,4,90,4,4,2,90,5,4,1,90,5,2,3,90,6,0,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,32,7,32,29,32,2,42,24,32,5,19,44,32,5,26,37,32,5,4,59,32,2,14,52,32,0,28,40,72,2,13,5,4,4,35,0,1,6,25,33,35,1,63,1,38,1,9,52,38,0,34,16,5,2,1,4,38,0,25,11,12,14,39,1,22,23,13,2,39,0,4,55,2,39,1,8,51,1,68,1,28,3,58,3,36,3,81,0,16,3,74,0,18,8,96,0,3,1,86,0,12,2,41,0,1,1,20,25,12,41,0,1,2,18,17,21,43,0,29,16,7,5,43,0,12,12,13,20,43,0,12,14,17,14,74,6,14,6,74,11,5,10,74,7,11,8,44,1,22,33,67,0,10,23,90,1,4,1,1,0,0,0,3,68,0,0,6,1,6,0,0,4,3,0,0,5,1,0,4,2,59,2,27,11,0,1,59,2,3,10,7,10,5,4,0,59,1,25,12,3,59,1,4,10,15,10,1,7.030303030303029,8.079622703462274,3.090909090909091,2.158242029525108,11.058823529411764,7.331712671346796,3.8205128205128203,2.0114382766122314
DZ,DZA,Algeria,Constantine,2020-12-27,2020-12-21,100,5,610805.3842912993,5,610805.3842912993,64,88,3931910.1760844127,49,5,7,88,4,14,82,5,1,94,4,30,66,6,17,77,4,17,79,4,9,87,5,6,89,6,12,82,4,5,91,4,6,90,3,25,72,4,5,91,2,26,72,93,0,4,3,86,0,5,9,99,0,1,0,70,1,16,13,83,0,10,7,83,1,12,4,91,0,7,2,94,0,3,3,88,0,9,3,95,0,3,2,94,0,4,2,75,2,13,10,95,0,2,3,74,1,15,10,12,0,31,57,70,0,9,21,14,0,23,63,77,0,8,15,92,0,7,1,0,92,0,8,0,0,92,1,2,5,0,23,4,14,59,100,0,16,0,11,20,24,29,26,5,17,16,36,26,13,23,15,23,26,15,24,12,23,26,12,23,17,22,26,16,14,10,34,0,86,5,4,5,86,8,3,3,86,6,6,2,86,5,4,5,86,7,3,4,86,8,2,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,26,3,33,38,26,2,52,20,26,3,29,42,26,3,36,35,26,3,17,54,26,2,17,55,27,2,37,34,63,0,16,11,2,8,29,1,4,7,25,34,29,2,68,1,30,3,16,51,30,1,36,21,7,2,1,2,30,3,34,10,11,12,31,1,18,35,9,6,31,1,8,55,5,32,3,10,53,2,68,0,31,1,49,1,46,4,72,0,24,4,65,2,25,8,84,0,13,3,84,0,15,1,34,2,1,4,19,18,22,34,2,2,10,12,15,25,36,1,32,17,8,6,36,2,6,4,20,32,36,2,9,17,13,23,74,3,17,6,74,8,10,8,74,9,10,7,36,1,19,44,56,1,20,23,82,0,3,0,3,0,2,1,9,63,0,2,3,3,2,0,2,5,2,0,2,1,3,0,2,10,49,0,33,15,0,3,49,1,4,11,14,11,8,1,1,51,2,37,7,3,51,0,7,14,20,3,5,8.348837209302326,8.389005619404008,2.4347826086956523,1.3759653456432204,10.710526315789474,6.538484388134864,2.8541666666666665,1.8678646738231097
DZ,DZA,Algeria,Oran,2020-12-27,2020-12-23,100,3,118863.50888317467,2,26186.28593617707,59,84,3691131.7343458706,40,2,5,93,1,10,89,2,6,92,3,20,77,3,15,82,3,16,81,3,9,88,2,6,92,3,7,90,2,4,94,3,9,88,3,22,75,1,4,95,0,22,78,95,0,3,2,90,0,5,5,94,0,2,4,80,0,10,10,85,0,6,9,84,0,9,7,91,0,3,6,94,0,4,2,93,0,2,5,96,0,2,2,91,0,4,5,78,0,10,12,96,0,3,1,78,0,13,9,16,0,20,64,81,0,9,10,18,1,18,63,82,0,10,8,90,0,4,6,0,90,0,6,4,0,95,0,2,3,0,29,1,13,57,100,0,22,0,12,14,20,32,25,7,16,19,33,25,12,18,22,23,25,11,17,18,29,25,13,17,20,25,25,14,9,16,36,0,88,8,0,4,88,9,2,1,88,6,6,0,88,7,2,3,88,9,0,3,88,7,3,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,27,6,47,20,27,5,55,13,27,6,26,41,27,6,28,39,27,5,9,59,27,6,21,46,29,1,35,35,65,0,24,7,1,3,30,1,2,7,21,39,30,1,69,0,32,0,17,51,32,0,30,29,5,1,1,2,32,0,31,15,7,15,32,0,23,32,10,3,33,0,8,58,1,37,2,5,53,3,53,0,43,4,45,0,48,7,74,0,23,3,72,0,18,10,91,0,6,3,79,0,20,1,38,1,0,5,17,19,20,38,1,2,3,16,16,24,40,2,24,16,11,7,40,1,11,9,7,32,40,0,16,11,7,26,74,4,16,6,74,5,8,13,74,5,8,13,42,1,26,31,69,0,5,26,95,1,1,0,0,1,0,0,2,69,0,1,8,4,5,0,1,3,0,0,0,1,1,0,1,6,58,0,33,8,0,1,58,0,4,9,13,9,6,1,0,58,2,30,6,4,58,2,6,16,12,2,4,7.057142857142856,8.054749629668116,3.294117647058823,2.8452747205312385,12.472222222222221,6.971313100787135,2.948717948717949,1.9323930888751708
