ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
DZ,DZA,Algeria,Tizi Ouzou,2020-12-27,2020-12-21,100,0,0,0,0,55,90,3952314.344418782,43,3,2,95,4,7,89,3,6,91,4,22,74,2,12,86,4,11,85,3,8,89,3,6,91,3,4,93,4,3,93,3,6,91,2,17,81,4,7,89,4,20,76,98,0,0,2,93,1,2,4,94,1,2,3,78,0,11,11,89,0,5,6,89,0,7,4,92,0,3,5,94,0,4,2,96,0,1,3,97,0,2,1,94,0,3,3,84,0,7,9,93,0,5,2,81,0,13,6,9,1,24,66,78,0,8,14,11,3,14,72,86,0,5,9,95,0,0,5,0,95,0,3,2,0,97,0,2,0,1,19,3,24,54,100,0,14,1,12,26,23,24,24,11,12,22,31,24,11,17,27,21,24,15,19,18,24,24,15,18,22,21,24,18,9,10,39,0,76,15,3,6,76,13,4,7,76,9,11,4,76,13,6,5,76,15,5,4,76,13,5,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,27,0,37,36,27,1,56,16,27,1,37,35,27,1,41,31,27,1,10,62,27,1,20,52,29,0,37,34,63,0,19,9,4,5,29,1,2,6,23,39,29,2,69,0,30,0,8,62,30,0,27,25,14,1,2,1,30,0,21,17,21,11,30,0,17,35,17,1,31,0,6,62,1,32,0,6,62,0,63,3,29,5,44,2,46,8,63,4,27,6,59,4,21,16,90,2,5,3,80,0,16,4,32,0,1,2,21,20,24,32,0,1,7,17,19,24,36,0,36,17,7,4,36,1,7,15,14,27,36,0,18,16,10,20,66,5,22,7,66,11,13,10,66,9,18,7,37,0,36,27,73,0,9,18,92,0,1,0,1,2,0,1,3,57,1,3,4,6,2,2,1,2,0,0,1,1,2,1,0,17,56,2,26,13,0,3,56,1,8,9,6,13,6,1,0,57,2,11,12,18,57,2,4,12,17,6,2,10.088235294117647,10.751652859708885,2.7222222222222223,1.9942728456774754,9.324324324324325,6.811159364740477,3.1794871794871797,2.1010247483674154
DZ,DZA,Algeria,-99,2020-12-28,2020-12-24,100,7,276666.0211118461,4,91377.91125840231,47,75,5321627.204858273,27,10,11,79,11,10,79,8,7,85,9,28,63,10,14,76,10,17,73,9,13,78,8,13,79,9,12,79,9,6,85,8,13,79,9,21,70,10,9,81,9,25,66,89,2,5,4,90,2,4,4,93,2,3,2,72,2,11,15,86,2,7,5,83,2,8,7,87,4,6,3,87,3,8,2,88,3,4,5,94,1,4,1,87,3,6,4,79,3,10,8,91,3,3,3,75,3,14,8,22,3,20,55,82,0,7,11,28,6,20,46,81,1,4,14,96,0,0,3,1,96,0,1,2,1,99,0,1,0,0,40,0,6,54,100,0,30,1,14,11,16,28,35,11,10,19,25,35,16,18,14,17,35,18,17,18,12,35,14,20,18,13,35,18,12,18,17,0,94,2,1,3,94,2,0,4,94,1,4,1,94,1,2,3,94,2,3,1,94,2,0,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,36,6,25,33,36,5,39,20,36,8,14,42,36,6,17,41,36,7,6,51,36,6,19,39,41,2,25,32,75,0,14,7,4,0,41,1,0,11,16,31,41,3,55,1,42,2,9,47,42,0,24,17,5,4,4,4,42,0,22,13,14,9,42,2,9,31,11,5,43,2,8,44,3,45,1,5,45,4,75,1,22,2,62,1,31,6,87,1,11,1,84,0,12,4,95,0,5,0,82,1,16,1,46,0,3,3,9,13,26,46,0,2,6,8,10,28,46,0,20,19,7,8,46,0,3,13,9,29,46,0,9,12,15,18,81,7,10,2,81,7,7,5,81,3,9,7,51,1,16,32,68,0,10,22,91,0,1,1,0,0,0,0,7,76,0,1,2,1,2,1,0,1,0,0,1,4,2,0,3,6,73,0,12,13,0,2,73,0,2,12,4,2,3,4,0,73,2,8,8,9,73,2,5,6,12,1,1,6.846153846153847,9.481317662402448,3.4545454545454546,2.73362895666681,9.552631578947368,5.267549337537505,3.05,2.3050288273114594
DZ,DZA,Algeria,Alger,2020-12-28,2020-12-27,100,2,173684.66157099797,2,173684.66157099797,56,86,2254872.7199927457,40,4,3,93,4,8,88,3,7,90,2,24,74,3,17,80,4,13,83,3,7,90,4,7,89,4,6,90,4,7,89,3,7,90,3,15,82,4,6,90,4,24,72,97,0,1,2,92,1,4,3,93,0,6,1,76,1,9,14,83,2,9,6,87,1,4,8,93,0,2,5,93,0,4,3,94,0,3,3,93,0,4,3,93,1,3,3,85,1,6,8,94,0,3,3,76,1,11,12,14,0,19,67,82,1,7,10,17,4,28,51,72,1,10,17,90,0,2,8,0,90,0,5,5,0,95,0,2,3,0,33,0,7,60,100,0,22,1,12,17,19,29,28,10,14,15,33,28,7,19,18,28,28,7,20,17,28,28,8,16,15,33,28,11,10,14,37,0,94,2,1,3,94,2,1,3,94,2,1,3,94,2,3,1,94,3,0,3,94,3,0,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,31,3,36,30,31,2,48,19,31,5,24,40,31,5,29,35,31,6,7,56,31,4,16,49,36,2,24,38,76,0,13,4,0,7,39,0,1,5,19,36,39,2,59,0,42,0,10,48,42,0,36,15,3,1,0,3,42,0,29,9,9,11,43,1,18,25,10,3,43,0,4,47,6,43,0,6,48,3,65,0,33,2,54,0,44,2,78,0,21,1,71,0,23,6,93,0,7,0,84,0,16,0,45,1,0,4,10,14,26,45,1,0,5,4,18,27,49,2,23,17,3,6,49,0,1,5,11,34,49,0,5,12,15,19,83,3,10,4,83,7,3,7,83,7,5,5,50,0,23,27,73,0,8,19,92,2,0,0,0,1,0,0,5,69,0,1,7,3,1,0,0,4,2,0,1,2,1,0,0,9,58,1,28,10,0,3,58,1,3,9,8,12,6,3,0,59,1,30,8,2,59,1,5,10,16,3,6,7.675675675675675,8.87898284356583,3.642857142857143,2.977018199917052,11.314285714285715,7.533343248797421,3.4000000000000004,2.10980616438621
DZ,DZA,Algeria,Annaba,2020-12-28,2020-12-21,100,1,94768.1260856142,0,0,34,85,3105793.7048771987,58,8,1,91,4,13,83,7,3,90,5,22,73,7,11,82,6,14,80,7,12,81,7,5,88,7,5,88,6,1,93,7,2,91,5,23,72,9,4,87,7,26,67,99,0,1,0,87,0,3,10,97,0,1,2,78,1,9,12,89,2,3,6,86,1,5,8,88,0,5,7,95,1,1,3,95,0,5,0,99,0,1,0,98,1,1,0,77,1,14,8,96,0,3,1,74,0,13,13,14,1,23,62,77,0,16,7,15,0,28,57,72,2,7,19,93,0,0,7,0,93,0,4,3,0,96,0,2,2,0,24,2,11,63,100,0,16,1,13,21,21,28,21,6,16,23,34,21,13,23,19,24,21,14,23,19,23,21,17,16,24,22,21,19,9,15,36,0,89,4,4,3,89,4,2,5,89,5,1,5,89,3,4,4,89,4,2,5,89,5,0,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,25,7,34,34,25,4,58,13,25,8,26,41,25,8,33,34,25,7,7,61,25,6,18,51,26,2,38,34,62,0,19,14,3,2,26,2,2,13,21,36,26,3,70,1,27,4,16,53,27,2,28,27,6,5,1,4,27,2,29,9,14,19,27,1,18,34,12,8,27,2,10,59,2,27,2,13,55,3,66,2,29,3,42,2,53,3,74,0,22,4,67,1,22,10,93,0,6,1,82,0,18,0,30,2,2,7,14,17,28,30,2,2,4,17,18,27,31,2,30,23,8,6,31,2,9,12,11,35,31,1,18,7,17,26,76,5,17,2,76,8,8,8,76,7,11,6,33,1,24,42,58,0,12,30,89,1,3,0,2,0,1,0,4,65,0,1,4,2,5,3,1,5,2,1,1,2,2,1,2,3,41,1,39,18,0,1,41,1,3,17,14,9,7,7,1,42,2,42,5,9,42,1,7,18,21,9,2,6.488888888888889,7.545685769853774,1.5263157894736843,0.8411910241920598,11.92156862745098,7.084753029583747,3.074074074074074,2.0173946569664234
DZ,DZA,Algeria,B<c3><a9>ja<c3><af>a,2020-12-28,2020-12-22,100,1,76936.9936034532,1,76936.9936034532,55,87,2587840.20538774,39,6,3,91,6,9,85,5,2,93,7,20,73,4,10,86,3,13,84,6,8,86,3,7,90,6,4,90,5,2,93,7,1,92,6,15,79,6,3,91,5,24,71,97,0,0,3,91,0,3,6,98,1,1,0,80,1,6,13,90,1,3,6,87,0,8,5,92,0,4,4,93,1,3,3,96,0,1,3,98,0,0,2,99,0,0,1,85,3,3,9,97,1,1,1,76,1,11,12,13,0,25,62,77,0,11,12,15,3,17,65,83,0,5,12,95,0,3,2,0,95,0,3,2,0,97,0,0,3,0,24,0,7,69,100,0,18,1,11,13,28,29,21,16,11,23,29,21,15,18,21,25,21,20,22,14,23,21,22,16,21,20,21,22,9,6,42,0,93,1,0,6,93,1,3,3,93,1,4,2,93,1,1,5,93,1,1,5,93,0,2,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,23,6,39,32,23,5,53,19,23,7,32,38,23,6,31,40,23,6,8,63,23,5,29,43,26,0,39,35,61,0,25,4,2,8,28,0,2,13,33,24,28,0,71,1,29,0,10,61,29,0,20,33,9,6,3,0,29,0,31,18,8,14,30,1,17,33,16,3,31,0,4,62,3,35,1,6,54,4,61,0,30,9,47,0,46,7,68,0,27,5,69,1,20,10,92,0,3,5,71,1,22,6,35,3,0,6,13,12,31,35,3,1,4,8,14,35,35,2,28,16,10,9,35,0,8,8,17,32,35,0,11,14,13,27,76,6,14,4,76,17,4,3,76,11,10,3,38,0,25,37,63,0,20,17,80,2,3,0,0,4,0,1,10,56,0,4,4,6,2,2,1,5,3,1,0,2,3,1,1,9,59,0,28,12,0,1,59,0,4,14,9,8,6,0,0,61,0,22,7,10,61,0,4,6,14,11,4,6.166666666666667,7.090952629612069,2.6470588235294117,2.5724787771376323,9.057142857142857,6.421209603580095,3.5641025641025643,2.2802916687272567
DZ,DZA,Algeria,Blida,2020-12-28,2020-12-22,100,1,78341.81879937451,0,0,73,85,4396874.273818897,39,2,3,95,2,10,88,1,5,94,2,21,77,1,23,76,3,13,84,2,14,84,1,7,92,3,4,93,2,5,93,2,3,95,2,15,83,3,4,93,2,24,74,97,0,2,1,90,1,3,6,95,0,2,3,79,2,11,8,77,3,8,12,87,0,8,5,86,0,7,7,93,0,6,1,96,0,1,3,95,0,3,2,97,0,3,0,85,2,5,8,96,1,3,0,76,2,12,10,14,1,27,58,74,0,8,18,15,1,28,56,72,1,7,20,93,0,2,5,0,93,0,3,4,0,97,0,0,3,0,24,2,10,64,100,0,16,0,14,23,21,26,28,4,15,28,25,28,8,21,27,16,28,7,21,22,22,28,5,21,23,23,28,8,9,22,33,0,90,5,1,4,90,5,1,4,90,3,5,2,90,5,4,1,90,6,1,3,90,6,0,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,32,7,33,28,32,2,44,22,32,5,19,44,32,5,26,37,32,4,4,60,32,2,14,52,32,0,28,40,72,1,14,5,4,4,35,0,1,6,26,32,35,0,64,1,37,1,9,53,37,0,35,17,4,2,1,4,37,0,25,12,12,14,38,1,22,24,13,2,38,0,4,56,2,38,1,9,51,1,67,1,29,3,56,3,38,3,81,0,16,3,74,0,18,8,96,0,3,1,86,0,12,2,40,0,1,1,19,27,12,40,0,1,2,18,17,22,41,0,30,17,7,5,41,0,12,12,14,21,41,0,12,15,18,14,74,6,14,6,74,11,5,10,74,7,11,8,44,1,22,33,67,0,10,23,90,1,4,1,1,0,0,0,3,68,0,0,6,1,6,0,0,4,3,0,0,5,1,0,4,2,59,2,27,11,0,1,59,2,3,10,7,10,5,4,0,59,1,25,12,3,59,1,4,10,15,10,1,7.303030303030303,8.021396576052267,3.090909090909091,2.158242029525108,11.058823529411764,7.331712671346796,3.8205128205128203,2.0114382766122314
DZ,DZA,Algeria,Constantine,2020-12-28,2020-12-21,100,5,610805.3842912993,5,610805.3842912993,64,88,3931910.1760844127,49,5,7,88,4,14,82,5,1,94,4,30,66,6,17,77,4,17,79,4,9,87,5,6,89,6,12,82,4,5,91,4,6,90,3,25,72,4,5,91,2,26,72,93,0,4,3,86,0,5,9,99,0,1,0,70,1,16,13,83,0,10,7,83,1,12,4,91,0,7,2,94,0,3,3,88,0,9,3,95,0,3,2,94,0,4,2,75,2,13,10,95,0,2,3,74,1,15,10,12,0,31,57,70,0,9,21,14,0,23,63,77,0,8,15,92,0,7,1,0,92,0,8,0,0,92,1,2,5,0,23,4,14,59,100,0,16,0,11,20,24,29,26,5,17,16,36,26,13,23,15,23,26,15,24,12,23,26,12,23,17,22,26,16,14,10,34,0,86,5,4,5,86,8,3,3,86,6,6,2,86,5,4,5,86,7,3,4,86,8,2,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,26,3,33,38,26,2,52,20,26,3,29,42,26,3,36,35,26,3,17,54,26,2,17,55,27,2,37,34,63,0,16,11,2,8,29,1,4,7,25,34,29,2,68,1,30,3,16,51,30,1,36,21,7,2,1,2,30,3,34,10,11,12,31,1,18,35,9,6,31,1,8,55,5,32,3,10,53,2,68,0,31,1,49,1,46,4,72,0,24,4,65,2,25,8,84,0,13,3,84,0,15,1,34,2,1,4,19,18,22,34,2,2,10,12,15,25,36,1,32,17,8,6,36,2,6,4,20,32,36,2,9,17,13,23,74,3,17,6,74,8,10,8,74,9,10,7,36,1,19,44,56,1,20,23,82,0,3,0,3,0,2,1,9,63,0,2,3,3,2,0,2,5,2,0,2,1,3,0,2,10,49,0,33,15,0,3,49,1,4,11,14,11,8,1,1,51,2,37,7,3,51,0,7,14,20,3,5,8.348837209302326,8.389005619404008,2.4347826086956523,1.3759653456432204,10.710526315789474,6.538484388134864,2.8541666666666665,1.8678646738231097
DZ,DZA,Algeria,Oran,2020-12-28,2020-12-23,100,3,118863.50888317467,2,26186.28593617707,61,84,3731360.6478434666,40,2,5,93,1,10,89,2,6,92,3,20,77,3,15,82,3,16,81,3,9,88,2,6,92,3,7,90,2,4,94,3,9,88,3,22,75,1,4,95,0,22,78,95,0,3,2,90,0,5,5,94,0,2,4,80,0,10,10,85,0,6,9,84,0,9,7,91,0,3,6,94,0,4,2,93,0,2,5,96,0,2,2,91,0,4,5,78,0,10,12,96,0,3,1,78,0,13,9,16,0,21,63,80,0,9,11,18,1,17,64,83,0,9,8,91,0,4,5,0,91,0,6,3,0,95,0,2,3,0,28,1,13,58,100,0,22,0,13,14,20,31,25,7,18,18,32,25,12,20,21,22,25,11,19,17,28,25,13,19,19,24,25,14,10,15,36,0,88,8,0,4,88,9,2,1,88,6,6,0,88,7,2,3,88,9,0,3,88,7,3,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,27,6,47,20,27,5,54,14,27,6,27,40,27,6,29,38,27,5,10,58,27,6,22,45,29,1,36,34,64,0,24,8,1,3,30,1,2,8,20,39,30,1,69,0,32,0,17,51,32,0,29,29,5,2,1,2,32,0,31,14,8,15,32,0,24,30,10,4,33,0,7,59,1,37,2,5,53,3,53,0,43,4,46,0,47,7,73,0,24,3,71,1,18,10,90,0,7,3,78,0,21,1,38,0,0,5,17,18,22,38,0,2,3,16,16,25,39,2,25,15,11,8,39,1,11,9,7,33,39,0,16,11,7,27,74,4,16,6,74,5,8,13,74,5,8,13,41,1,26,32,68,0,5,27,95,1,1,0,0,1,0,0,2,69,0,1,8,3,5,0,1,3,0,0,0,2,1,0,1,6,56,0,35,8,0,1,56,0,4,9,15,9,6,1,0,58,2,30,6,4,58,2,6,16,12,2,4,7.057142857142856,8.054749629668116,3.2222222222222223,2.7771241060949357,12.81081081081081,7.175722332350311,2.948717948717949,1.9323930888751708
DZ,DZA,Algeria,Tizi Ouzou,2020-12-28,2020-12-21,100,0,0,0,0,59,90,3935104.8794686734,43,3,2,95,4,7,89,4,6,90,4,22,74,3,12,85,4,11,85,3,8,89,3,6,91,3,4,93,4,3,93,3,6,91,2,17,81,4,7,89,4,20,76,98,0,0,2,93,1,2,4,94,1,2,3,78,0,11,11,89,0,5,6,89,0,7,4,92,0,3,5,94,0,4,2,96,0,1,3,97,0,2,1,94,0,3,3,84,0,7,9,93,0,5,2,81,0,13,6,9,1,25,65,77,0,9,14,11,3,14,72,86,0,5,9,95,0,0,5,0,95,0,3,2,0,97,0,2,0,1,19,3,24,54,100,0,14,1,12,26,22,25,23,11,13,22,31,23,12,17,27,21,23,15,20,18,24,23,15,19,22,21,23,18,10,10,39,0,76,15,3,6,76,13,4,7,76,9,11,4,76,13,6,5,76,15,5,4,76,13,5,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,27,0,38,35,27,2,56,15,27,2,37,34,27,2,41,30,27,2,10,61,27,2,20,51,29,0,38,33,62,0,20,9,4,5,29,1,2,6,24,38,29,2,69,0,30,0,9,61,30,0,26,26,14,1,2,1,30,0,20,17,21,12,30,0,16,35,18,1,31,0,6,62,1,32,0,6,62,0,62,3,30,5,44,2,46,8,63,4,27,6,59,4,21,16,90,2,5,3,80,0,16,4,32,0,1,3,21,20,23,32,0,1,8,16,19,24,35,0,37,17,7,4,35,1,7,15,15,27,35,0,18,16,11,20,66,5,22,7,66,11,13,10,66,9,18,7,36,0,36,28,72,0,9,19,92,0,1,0,1,2,0,1,3,57,1,3,4,6,2,2,1,2,0,0,1,1,2,1,0,17,56,2,26,13,0,3,56,1,8,9,6,13,6,1,0,57,2,11,12,18,57,2,4,12,17,6,2,10.088235294117647,10.751652859708885,2.789473684210526,1.9601288894248496,9.324324324324325,6.811159364740477,3.1794871794871797,2.1010247483674154
DZ,DZA,Algeria,-99,2020-12-30,2020-12-25,100,7,257861.3060434918,3,34962.16598319319,38,80,5522726.5516799865,31,9,12,79,10,9,81,7,8,85,8,27,65,10,14,76,9,18,73,8,12,80,8,12,80,8,12,80,8,6,86,8,13,79,9,19,72,9,9,82,8,25,67,88,3,5,4,91,2,3,4,92,3,3,2,73,2,9,16,86,2,7,5,82,3,7,8,88,5,5,2,88,3,7,2,88,4,3,5,94,1,4,1,87,4,6,3,81,3,8,8,91,3,2,4,75,4,11,10,17,3,17,63,86,0,8,6,24,6,17,53,84,1,3,12,97,0,0,2,1,97,0,1,1,1,99,0,1,0,0,35,0,6,59,100,0,26,1,15,11,20,27,32,10,10,23,25,32,14,16,21,17,32,16,16,22,14,32,11,19,22,16,32,16,13,18,21,0,94,3,1,2,94,2,1,3,94,2,3,1,94,2,2,2,94,2,3,1,94,3,0,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,33,7,27,33,33,4,43,20,33,7,19,41,33,5,24,38,33,7,8,52,33,5,21,41,39,1,31,29,69,0,16,10,5,0,39,1,0,10,20,30,39,3,57,1,40,2,10,48,40,0,24,17,7,4,2,6,40,0,22,14,12,12,40,1,10,33,13,3,40,1,9,47,3,41,1,7,46,5,73,2,23,2,58,2,33,7,82,2,15,1,77,1,16,6,93,1,6,0,80,2,17,1,42,0,4,3,8,15,28,42,0,3,7,10,12,26,43,0,21,20,8,8,43,1,2,14,9,31,43,0,11,11,14,21,80,6,11,3,80,8,7,5,80,5,7,8,47,1,19,33,67,0,7,26,94,0,0,1,0,0,0,0,5,76,0,1,3,1,2,3,0,1,0,1,1,4,1,0,3,3,67,1,16,14,0,2,67,0,3,12,6,4,4,4,0,69,2,13,7,9,69,2,4,8,12,3,2,5.9,8.79400265855206,3.3333333333333335,3.122498999199199,10.62962962962963,4.583818933094545,3.074074074074074,2.0741249485010065
