ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V2..77,V2.1,V2.2,V2.3,V2a..99,V2a.1,V2a.2,V2a.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V4_6..99,V4_6..77,V4_6.1,V4_6.2,V4_6.3,V5a_1..99,V5a_1..77,V5a_1.0,V5a_1.1,V5a_2..99,V5a_2..77,V5a_2.0,V5a_2.1,V5a_3..99,V5a_3..77,V5a_3.0,V5a_3.1,V5a_4..99,V5a_4..77,V5a_4.0,V5a_4.1,V5a_5..99,V5a_5..77,V5a_5.0,V5a_5.1,V5a_6..99,V5a_6..77,V5a_6.0,V5a_6.1,V5a_7..99,V5a_7..77,V5a_7.0,V5a_7.1,V5a_8..99,V5a_8..77,V5a_8.0,V5a_8.1,V5a_9..99,V5a_9..77,V5a_9.0,V5a_9.1,V5a_10..99,V5b_1..99,V5b_1..77,V5b_1.0,V5b_1.1,V5b_2..99,V5b_2..77,V5b_2.0,V5b_2.1,V5b_3..99,V5b_3..77,V5b_3.0,V5b_3.1,V5b_4..99,V5b_4..77,V5b_4.0,V5b_4.1,V5b_5..99,V5b_5..77,V5b_5.0,V5b_5.1,V5b_6..99,V5b_6..77,V5b_6.0,V5b_6.1,V5b_7..99,V5b_7..77,V5b_7.0,V5b_7.1,V5b_8..99,V5b_8..77,V5b_8.0,V5b_8.1,V5b_9..99,V5b_9..77,V5b_9.0,V5b_9.1,V5b_10..99,V5c_1..99,V5c_1..77,V5c_1.0,V5c_1.1,V5c_2..99,V5c_2..77,V5c_2.0,V5c_2.1,V5c_3..99,V5c_3..77,V5c_3.0,V5c_3.1,V5c_4..99,V5c_4..77,V5c_4.0,V5c_4.1,V5c_5..99,V5c_5..77,V5c_5.0,V5c_5.1,V5c_6..99,V5c_6..77,V5c_6.0,V5c_6.1,V5c_7..99,V5c_7..77,V5c_7.0,V5c_7.1,V5c_8..99,V5c_8..77,V5c_8.0,V5c_8.1,V5c_9..99,V5c_9..77,V5c_9.0,V5c_9.1,V5c_10..99,V5d_1..99,V5d_1.0,V5d_1.1,V5d_2..99,V5d_2.0,V5d_2.1,V5d_3..99,V5d_3.0,V5d_4..99,V5d_4.0,V5d_4.1,V5d_5..99,V5d_5.0,V5d_6..99,V5d_6.0,V5d_6.1,V5d_7..99,V5d_7.0,V5d_7.1,V5d_8..99,V5d_8.0,V5d_8.1,V5d_9..99,V5d_9.0,V5d_9.1,V5d_10..99,V6_1..99,V6_1.0,V6_1.1,V6_2..99,V6_2.0,V6_2.1,V6_3..99,V6_3.0,V6_3.1,V6_4..99,V6_4.0,V6_4.1,V6_5..99,V6_5.0,V6_5.1,V6_6..99,V6_6.0,V6_6.1,V6_7..99,V6_7.0,V6_7.1,V9..99,V9..77,V9.1,V9.2,V9.3,V9.4,V10_1..99,V10_1..77,V10_1.0,V10_1.1,V10_2..99,V10_2..77,V10_2.0,V10_2.1,V10_3..99,V10_3..77,V10_3.0,V10_3.1,V10_4..99,V10_4..77,V10_4.0,V10_4.1,V10_5..99,V10_5..77,V10_5.0,V10_5.1,V10_6..99,V10_6..77,V10_6.0,V10_6.1,V10_7..99,V10_7..77,V10_7.0,V10_7.1,V10_8..99,V10_8..77,V10_8.0,V10_8.1,V10_9..99,V10_9..77,V10_9.0,V10_9.1,V10_10..99,V10_10..77,V10_10.0,V10_10.1,V11..99,V11..77,V11.1,V11.2,V12..99,V12..77,V12.1,V12.2,V13..99,V15..99,V16..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9a..99,C9a..77,C9a.1,C9a.2,C9a.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
AZ,AZE,Azerbaijan,Baku,2021-02-08,2021-02-06,100,0,0,0,0,47,91,2811549.3241539593,62,3,2,95,0,12,88,2,6,92,3,24,73,2,15,83,3,17,80,3,8,89,2,2,96,3,8,89,3,5,92,2,8,90,2,15,83,2,10,88,1,18,81,98,0,1,1,88,1,5,6,94,0,2,4,76,0,9,15,85,1,4,10,83,1,4,12,92,0,5,3,98,1,0,1,92,0,5,3,95,0,4,1,92,3,2,3,85,0,6,9,90,0,1,9,82,0,11,7,9,0,14,77,86,4,10,9,0,48,43,52,1,11,36,89,0,0,11,0,89,0,3,8,0,97,0,3,0,21,2,7,70,9,0,7,84,0,93,0,6,1,0,94,0,6,0,16,0,12,26,24,22,21,11,23,23,22,100,21,11,16,24,28,21,9,13,19,38,21,13,1,13,52,21,7,22,27,23,79,0,9,12,79,0,15,6,79,0,13,8,79,0,19,2,79,0,13,8,79,0,18,3,79,0,19,2,79,0,21,0,79,0,21,0,0,76,0,9,15,76,0,14,10,76,0,15,9,76,0,23,1,76,0,14,10,76,0,18,6,76,0,23,1,76,0,24,0,76,0,23,1,0,74,0,16,10,74,0,20,6,74,0,24,2,74,0,23,3,74,0,15,11,74,0,19,7,74,0,25,1,74,0,26,0,74,0,24,2,0,100,0,0,100,0,0,100,0,100,0,0,100,0,100,0,0,100,0,0,100,0,0,100,0,0,0,81,14,5,81,14,5,81,12,7,81,9,10,81,16,3,81,17,2,81,18,1,14,0,35,23,17,11,16,2,80,2,16,2,78,4,16,2,82,0,16,2,80,2,16,2,73,9,16,2,81,1,16,2,76,6,16,2,73,9,16,2,76,6,16,2,32,50,70,0,3,27,37,0,21,42,0,0,0,93,3,2,2,93,3,1,3,93,0,5,2,93,3,1,3,93,3,0,4,93,3,1,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,17,5,46,32,17,4,61,18,17,7,26,50,17,8,43,32,17,9,13,61,17,8,27,48,19,0,40,41,60,0,28,6,4,2,21,0,0,8,29,42,21,0,79,0,22,1,15,62,22,1,65,8,1,0,0,3,22,0,33,12,22,11,22,2,25,23,17,11,100,22,1,5,70,2,25,1,4,69,1,55,1,42,2,40,1,58,1,75,0,20,5,58,3,27,12,88,1,8,3,73,1,26,0,27,0,1,7,10,21,34,27,1,1,5,11,22,33,28,0,23,35,6,8,28,0,4,17,24,27,28,0,17,27,10,18,58,2,35,5,58,16,10,16,58,12,18,12,31,0,37,32,68,0,11,21,90,0,4,0,2,0,1,0,3,53,0,1,7,2,8,1,1,7,2,0,0,6,0,1,0,11,37,1,33,29,0,0,37,0,13,23,11,11,4,1,0,37,1,53,6,3,37,1,14,25,13,7,3,3,3.5723808254306766,3.75,2.958039891549808,13,4.662371169054731,2.783333333333333,1.6681631699512853
AZ,AZE,Azerbaijan,Baku,2021-02-09,2021-02-07,100,1,21043.1086740072,1,21043.1086740072,39,93,3213893.4554468333,65,3,2,95,0,11,89,2,7,91,3,24,73,2,18,80,3,16,81,3,5,92,2,3,95,3,8,89,3,4,93,3,11,86,2,16,82,2,8,90,1,17,82,98,0,1,1,89,1,6,4,93,0,3,4,76,0,10,14,82,1,7,10,84,1,3,12,95,0,5,0,97,1,1,1,92,0,6,2,96,0,3,1,89,3,4,4,84,0,6,10,92,0,2,6,83,1,9,7,7,0,11,82,89,4,7,7,0,49,44,51,1,11,37,89,0,0,11,0,89,0,2,9,0,98,0,2,0,19,2,8,71,7,0,7,85,1,93,0,6,1,0,94,0,6,0,14,0,14,27,24,21,18,10,28,20,24,100,18,13,17,20,32,18,11,15,18,38,18,14,2,11,55,18,7,26,28,21,80,0,9,11,80,0,15,5,80,0,11,9,80,0,18,2,80,0,13,7,80,0,16,4,80,0,20,0,80,0,20,0,80,0,20,0,0,76,0,10,14,76,0,16,8,76,0,14,10,76,0,23,1,76,0,15,9,76,0,15,9,76,0,23,1,76,0,24,0,76,0,23,1,0,73,0,17,10,73,0,21,6,73,0,25,2,73,0,25,2,73,0,15,12,73,0,21,6,73,0,26,1,73,0,27,0,73,0,25,2,0,100,0,0,100,0,0,100,0,100,0,0,100,0,100,0,0,100,0,0,100,0,0,100,0,0,0,79,15,6,79,16,5,79,13,8,79,11,10,79,16,5,79,18,3,79,21,0,12,0,37,20,19,12,13,1,85,1,13,1,83,3,13,1,85,1,13,1,85,1,13,1,78,8,13,1,85,1,13,1,79,7,13,1,77,9,13,1,81,5,13,1,30,56,67,0,3,30,34,0,23,43,0,0,0,92,4,2,2,92,4,1,3,92,1,5,2,92,4,1,3,92,4,0,4,92,4,1,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,15,4,44,37,15,3,60,22,15,7,25,53,15,8,42,35,15,9,12,64,15,7,25,53,18,0,33,49,67,0,24,5,3,1,21,0,0,6,34,39,21,0,79,0,22,1,16,61,22,1,66,5,2,0,0,4,22,0,35,12,22,9,22,1,23,29,17,8,100,22,0,3,73,2,23,1,2,72,2,57,1,40,2,41,1,57,1,76,0,19,5,59,3,25,13,89,1,8,2,75,1,24,0,25,0,1,6,12,16,40,25,1,1,4,14,21,34,27,0,24,34,9,6,27,0,5,18,22,28,27,0,19,26,12,16,57,4,33,6,57,17,10,16,57,13,20,10,30,0,38,32,68,0,11,21,90,0,2,0,2,0,1,0,5,52,0,2,7,2,7,3,1,7,2,0,1,4,0,1,1,10,34,2,33,31,0,0,34,0,14,19,13,13,5,2,0,34,2,54,7,3,34,1,14,26,14,8,3,2.5454545454545454,2.6889484886531427,3.8,3.190262963734773,13.61904761904762,4.488079449258573,2.629032258064516,1.5809715934419024
AZ,AZE,Azerbaijan,Baku,2021-02-10,2021-02-08,100,1,21043.1086740072,1,21043.1086740072,26,89,3627172.8182327086,63,5,1,94,3,9,88,4,7,89,5,14,81,3,16,81,5,13,82,5,5,90,4,4,92,5,3,92,4,2,94,6,8,86,4,14,82,4,7,89,3,15,82,99,0,1,0,91,1,5,3,93,0,4,3,86,1,3,10,84,1,6,9,87,1,3,9,95,1,2,2,96,0,3,1,97,0,3,0,98,0,2,0,92,0,3,5,86,1,2,11,93,0,2,5,85,3,5,7,11,0,11,78,90,1,9,12,0,44,44,56,2,10,32,90,0,0,10,0,90,0,0,10,0,100,0,0,0,24,1,14,61,13,0,4,81,2,96,0,2,2,0,98,0,2,0,17,0,18,18,23,24,19,7,29,19,26,100,19,9,17,22,33,19,9,15,18,39,19,12,1,12,56,19,5,24,25,27,76,0,12,12,76,0,20,4,76,0,15,9,76,0,20,4,76,0,17,7,76,0,19,5,76,0,24,0,76,0,24,0,76,0,23,1,0,77,0,10,13,77,0,16,7,77,0,15,8,77,0,21,2,77,0,12,11,77,0,13,10,77,0,22,1,77,0,23,0,77,0,21,2,0,82,0,9,9,82,0,12,6,82,0,15,3,82,0,17,1,82,0,9,9,82,0,14,4,82,0,17,1,82,0,18,0,82,0,18,0,0,100,0,0,100,0,0,100,0,100,0,0,100,0,100,0,0,100,0,0,100,0,0,100,0,0,0,80,14,6,80,15,5,80,11,9,80,12,8,80,15,5,80,15,5,80,19,1,16,0,38,18,14,14,16,0,84,0,16,0,82,2,16,0,83,1,16,0,81,3,16,0,74,10,16,0,81,3,16,0,78,6,16,0,81,3,16,0,78,6,16,0,26,58,69,0,1,30,36,0,27,37,0,0,0,86,8,4,2,86,6,5,3,86,2,10,2,86,6,2,6,86,7,1,6,86,7,2,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,18,5,36,41,18,2,59,21,18,8,28,46,18,7,42,33,18,7,14,61,18,6,29,47,22,0,28,50,72,1,16,6,3,2,24,0,0,8,38,30,24,0,75,1,24,1,11,64,24,0,63,6,2,1,0,4,24,0,36,13,15,12,24,1,16,34,14,11,100,24,1,3,71,1,24,1,2,71,2,65,1,32,2,42,0,57,1,73,0,23,4,59,1,27,13,87,0,11,2,71,0,27,2,26,0,0,3,13,20,38,26,0,0,7,13,20,34,29,0,16,37,8,10,29,1,9,19,18,24,29,0,21,27,10,13,52,4,38,6,52,21,10,17,52,16,18,14,30,0,32,38,62,0,12,26,89,0,3,0,0,2,1,0,5,57,0,2,6,6,4,3,1,1,1,1,5,1,0,0,2,10,34,3,34,28,0,1,34,0,14,15,13,18,3,3,0,35,2,53,9,1,35,2,10,27,16,9,1,2.484848484848485,2.647182607523659,3.5000000000000004,2.16794833886788,12.78125,4.544205275656195,2.6779661016949152,1.6021610187074133
AZ,AZE,Azerbaijan,Baku,2021-02-11,2021-02-09,100,0,0,0,0,22,93,3565531.15056081,58,3,0,97,4,2,94,3,5,92,3,18,79,2,10,88,3,13,84,3,5,92,3,3,94,3,3,94,2,3,95,4,9,87,3,11,86,4,1,95,4,15,81,100,0,0,0,98,1,1,0,95,0,2,3,82,2,3,13,90,1,4,5,87,2,2,9,95,1,1,3,97,0,3,0,97,0,2,1,97,0,3,0,91,0,3,6,89,1,2,8,99,0,1,0,85,3,6,6,7,0,12,81,90,2,8,9,0,41,50,59,2,14,25,86,0,0,14,0,86,0,2,12,0,98,1,1,0,25,1,13,61,10,0,5,84,1,95,0,3,2,0,97,1,2,0,17,0,14,16,25,28,22,3,21,22,32,100,22,6,15,21,36,22,7,12,17,42,22,9,4,10,55,22,4,23,19,32,73,0,13,14,73,0,22,5,73,0,17,10,73,0,22,5,73,0,21,6,73,0,24,3,73,0,27,0,73,0,26,1,73,0,25,2,0,75,0,10,15,75,0,20,5,75,0,19,6,75,0,19,6,75,0,14,11,75,0,19,6,75,0,24,1,75,0,25,0,75,0,23,2,0,85,0,9,6,85,0,13,2,85,0,13,2,85,0,15,0,85,0,5,10,85,0,12,3,85,0,14,1,85,0,15,0,85,0,14,1,0,100,0,0,100,0,0,100,0,100,0,0,100,0,100,0,0,100,0,0,100,0,0,100,0,0,0,82,11,7,82,15,3,82,11,7,82,12,6,82,14,4,82,12,6,82,17,1,17,0,31,24,14,14,19,1,79,1,19,1,78,2,19,1,80,0,19,1,77,3,19,1,70,10,19,1,77,3,19,1,77,3,19,1,76,4,19,1,67,13,19,1,25,55,78,0,0,22,42,0,22,36,0,0,0,87,7,3,3,87,6,4,3,87,1,10,2,87,7,3,3,87,7,1,5,87,7,1,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,21,8,29,42,21,4,64,11,21,11,26,42,21,8,38,33,21,9,9,61,21,7,27,45,23,1,30,46,70,1,17,8,3,1,25,0,0,9,32,34,25,0,74,1,26,0,10,64,26,0,61,5,3,1,0,4,26,0,34,14,14,12,26,1,18,33,11,11,100,26,1,7,65,1,26,2,4,65,3,71,2,25,2,36,0,61,3,74,1,22,3,62,2,29,7,91,0,8,1,73,0,23,4,29,1,0,3,14,12,41,29,0,1,7,15,19,29,32,2,14,32,11,9,32,2,9,14,17,26,32,1,16,28,12,11,56,1,38,5,56,15,9,20,56,10,19,15,35,2,25,38,62,0,9,29,91,0,3,0,0,2,1,0,3,66,0,1,1,7,1,0,2,2,2,1,6,2,0,1,1,7,38,1,38,20,1,2,38,0,12,12,12,14,6,5,1,41,0,52,6,1,41,1,10,25,15,6,2,3.5151515151515147,3.8415590269545197,2.6666666666666665,1.3662601021279464,13.600000000000001,4.794771163306397,2.9074074074074074,1.651397561569954
AZ,AZE,Azerbaijan,Baku,2021-02-12,2021-02-10,100,1,27914.186823885,1,27914.186823885,32,94,3596675.00275052,57,2,1,97,3,4,93,3,5,92,3,24,73,3,12,85,3,18,79,4,3,93,2,3,95,2,6,92,2,4,94,4,8,88,2,14,84,3,3,94,3,18,79,99,0,1,0,96,1,3,0,95,0,2,3,76,2,5,17,88,2,3,7,82,1,4,13,97,1,0,2,97,0,3,0,94,0,3,3,96,0,4,0,92,0,4,4,86,1,5,8,97,0,1,2,82,2,11,5,6,0,15,79,87,4,9,8,0,39,53,61,2,14,23,86,0,1,13,0,86,0,4,10,0,96,3,1,0,24,1,11,64,9,2,3,85,1,97,0,2,1,0,98,1,1,0,15,0,9,21,30,25,21,4,20,21,34,100,21,6,14,22,37,21,6,10,22,41,21,9,3,9,58,21,3,23,19,34,77,0,10,13,77,0,19,4,77,0,15,8,77,0,18,5,77,0,17,6,77,0,20,3,77,0,23,0,77,0,22,1,77,0,21,2,0,70,0,16,14,70,0,25,5,70,0,24,6,70,0,24,6,70,0,18,12,70,0,20,10,70,0,29,1,70,0,30,0,70,0,29,1,0,80,0,13,7,80,0,18,2,80,0,17,3,80,0,20,0,80,0,9,11,80,0,14,6,80,0,18,2,80,0,20,0,80,0,16,4,0,100,0,0,100,0,0,100,0,100,0,0,100,0,100,0,0,100,0,0,100,0,0,100,0,0,0,84,10,6,84,13,3,84,10,6,84,12,4,84,13,3,84,10,6,84,16,0,19,0,26,28,15,12,21,1,77,1,21,1,76,2,21,1,77,1,21,1,75,3,21,1,70,8,21,1,74,4,21,1,75,3,21,1,74,4,21,1,66,12,21,1,24,54,79,0,0,21,42,0,30,28,0,0,0,89,7,1,3,89,6,1,4,89,1,8,2,89,8,3,0,89,6,3,2,89,7,2,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,23,10,31,36,23,5,63,9,23,14,25,38,23,11,34,32,23,12,8,57,23,10,24,43,23,1,38,38,62,0,24,10,3,1,25,0,0,7,30,38,25,0,74,1,26,1,8,65,26,0,62,7,4,0,0,1,26,0,30,18,15,11,26,1,19,30,16,8,100,26,1,6,66,1,26,3,4,64,3,69,2,27,2,37,0,59,4,75,1,20,4,66,1,27,6,92,0,7,1,76,0,22,2,28,1,0,5,15,17,34,28,0,1,10,14,21,26,31,2,16,35,8,8,31,1,8,14,20,26,31,1,17,27,13,11,56,1,40,3,56,12,9,23,56,8,19,17,35,3,29,33,67,0,9,24,91,0,3,1,0,0,1,0,4,63,0,0,3,5,3,0,1,1,2,0,6,2,0,1,2,11,38,2,39,19,1,1,38,0,12,15,11,14,6,3,1,41,0,49,7,3,41,0,8,24,18,7,2,2.8684210526315788,3.5729543580838268,3.125,1.4577379737113252,13.254237288135592,4.718244926252013,2.824561403508772,1.7435883260180904
AZ,AZE,Azerbaijan,Baku,2021-02-13,2021-02-11,100,1,27914.186823885,1,27914.186823885,34,95,3260536.914294125,59,2,1,97,3,6,91,3,6,91,2,22,76,1,14,85,2,23,75,3,4,93,2,4,94,2,7,91,3,3,94,4,9,87,2,18,80,3,3,94,2,17,81,99,0,1,0,94,0,4,2,94,0,3,3,78,1,6,15,86,1,4,9,77,1,8,14,96,0,1,3,96,0,4,0,93,0,5,2,97,0,3,0,91,0,1,8,82,1,7,10,97,0,1,2,83,0,11,6,5,0,13,82,88,3,9,6,0,35,59,65,1,11,23,89,0,1,10,0,89,0,4,7,0,96,3,1,0,18,0,7,75,6,3,2,89,0,98,0,2,0,0,98,0,2,0,11,0,13,19,36,21,18,4,24,27,27,100,18,7,17,22,36,18,4,13,25,40,18,8,6,13,55,18,3,27,22,30,81,0,7,12,81,0,16,3,81,0,14,5,81,0,15,4,81,0,16,3,81,0,14,5,81,0,19,0,81,0,18,1,81,0,17,2,0,65,0,18,17,65,0,25,10,65,0,27,8,65,0,28,7,65,0,21,14,65,0,23,12,65,0,34,1,65,0,35,0,65,0,33,2,0,82,0,12,6,82,0,14,4,82,0,17,1,82,0,18,0,82,0,10,8,82,0,9,9,82,0,16,2,82,0,18,0,82,0,14,4,0,100,0,0,100,0,0,100,0,100,0,0,100,0,100,0,0,100,0,0,100,0,0,100,0,0,0,87,11,2,87,10,3,87,6,7,87,7,6,87,10,3,87,11,2,87,13,0,18,0,24,27,19,12,21,2,75,2,21,2,76,1,21,2,76,1,21,2,76,1,21,2,73,4,21,2,75,2,21,2,70,7,21,2,74,3,21,2,71,6,21,2,20,57,80,0,0,20,40,0,28,32,0,0,0,93,3,2,2,93,3,1,3,93,0,5,2,93,3,3,1,93,2,2,3,93,3,2,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,25,6,34,35,25,3,57,15,25,10,29,36,25,8,37,30,25,8,15,52,25,7,24,44,25,1,45,29,55,0,30,9,2,4,27,0,1,5,27,40,27,0,73,0,28,1,7,64,28,0,57,9,2,0,1,3,28,0,33,13,17,9,29,0,15,34,16,6,100,29,0,6,64,1,29,2,3,65,1,66,0,31,3,43,0,54,3,71,1,25,3,63,1,30,6,85,0,13,2,76,0,23,1,33,1,1,3,14,17,31,33,0,1,13,10,18,25,35,2,13,26,15,9,35,1,3,14,17,30,35,1,11,24,13,16,65,1,30,4,65,6,8,21,65,5,13,17,37,2,25,36,64,0,8,28,92,0,1,1,1,1,0,0,4,68,0,0,4,5,4,0,1,0,3,0,3,1,0,0,3,8,40,1,40,18,0,1,40,0,14,17,13,7,5,3,1,40,1,50,7,2,40,0,11,19,20,7,3,2.8,3.5393887505150845,3.6249999999999996,2.8753881725529062,13.120689655172416,4.772279554637428,3,1.7419766814227708
