ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V2..77,V2.1,V2.2,V2.3,V2a..99,V2a.1,V2a.2,V2a.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V4_6..99,V4_6..77,V4_6.1,V4_6.2,V4_6.3,V5a_1..99,V5a_1.0,V5a_1.1,V5a_2..99,V5a_2.0,V5a_2.1,V5a_3..99,V5a_3.0,V5a_3.1,V5a_4..99,V5a_4.0,V5a_4.1,V5a_5..99,V5a_5.0,V5a_5.1,V5a_6..99,V5a_6.0,V5a_6.1,V5a_7..99,V5a_7.0,V5a_7.1,V5a_8..99,V5a_8.0,V5a_8.1,V5a_9..99,V5a_9.0,V5a_9.1,V5a_10..99,V5b_1..99,V5b_1..77,V5b_1.0,V5b_1.1,V5b_2..99,V5b_2..77,V5b_2.0,V5b_2.1,V5b_3..99,V5b_3..77,V5b_3.0,V5b_3.1,V5b_4..99,V5b_4..77,V5b_4.0,V5b_4.1,V5b_5..99,V5b_5..77,V5b_5.0,V5b_5.1,V5b_6..99,V5b_6..77,V5b_6.0,V5b_6.1,V5b_7..99,V5b_7..77,V5b_7.0,V5b_7.1,V5b_8..99,V5b_8..77,V5b_8.0,V5b_9..99,V5b_9..77,V5b_9.0,V5b_9.1,V5b_10..99,V5c_1..99,V5c_1..77,V5c_1.0,V5c_1.1,V5c_2..99,V5c_2..77,V5c_2.0,V5c_2.1,V5c_3..99,V5c_3..77,V5c_3.0,V5c_3.1,V5c_4..99,V5c_4..77,V5c_4.0,V5c_4.1,V5c_5..99,V5c_5..77,V5c_5.0,V5c_5.1,V5c_6..99,V5c_6..77,V5c_6.0,V5c_6.1,V5c_7..99,V5c_7..77,V5c_7.0,V5c_7.1,V5c_8..99,V5c_8..77,V5c_8.0,V5c_8.1,V5c_9..99,V5c_9..77,V5c_9.0,V5c_9.1,V5c_10..99,V5d_1..99,V5d_1.0,V5d_1.1,V5d_2..99,V5d_2.0,V5d_2.1,V5d_3..99,V5d_3.0,V5d_3.1,V5d_4..99,V5d_4.0,V5d_5..99,V5d_5.0,V5d_5.1,V5d_6..99,V5d_6.0,V5d_6.1,V5d_7..99,V5d_7.0,V5d_7.1,V5d_8..99,V5d_8.0,V5d_9..99,V5d_9.0,V5d_9.1,V5d_10..99,V6_1..99,V6_1..77,V6_1.0,V6_1.1,V6_2..99,V6_2..77,V6_2.0,V6_2.1,V6_3..99,V6_3..77,V6_3.0,V6_3.1,V6_4..99,V6_4..77,V6_4.0,V6_4.1,V6_5..99,V6_5..77,V6_5.0,V6_5.1,V6_6..99,V6_6..77,V6_6.0,V6_6.1,V6_7..99,V6_7..77,V6_7.0,V6_7.1,V9..99,V9..77,V9.1,V9.2,V9.3,V9.4,V10_1..99,V10_1..77,V10_1.0,V10_1.1,V10_2..99,V10_2..77,V10_2.0,V10_2.1,V10_3..99,V10_3..77,V10_3.0,V10_3.1,V10_4..99,V10_4..77,V10_4.0,V10_4.1,V10_5..99,V10_5..77,V10_5.0,V10_5.1,V10_6..99,V10_6..77,V10_6.0,V10_6.1,V10_7..99,V10_7..77,V10_7.0,V10_7.1,V10_8..99,V10_8..77,V10_8.0,V10_8.1,V10_9..99,V10_9..77,V10_9.0,V10_9.1,V10_10..99,V10_10..77,V10_10.0,V10_10.1,V11..99,V11..77,V11.1,V11.2,V12..99,V12..77,V12.1,V12.2,V13..99,V15..99,V16..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9a..99,C9a..77,C9a.1,C9a.2,C9a.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
BY,BLR,Belarus,Minsk,2021-02-07,2021-02-07,106,3,62772.7193026506,1,28730.83964,75,97,3025934.2227606573,76,4,4,98,4,24,78,4,7,95,2,39,65,2,38,66,3,20,83,5,15,86,4,7,95,4,4,98,5,5,96,5,7,94,5,28,73,3,7,96,2,29,75,102,0,2,2,82,2,8,14,99,1,5,1,67,2,13,24,68,1,17,20,86,1,10,9,91,1,8,6,99,0,5,2,102,0,2,2,101,0,5,0,99,0,6,1,78,1,8,19,99,0,4,3,77,2,17,10,9,0,30,67,76,0,7,23,9,1,52,44,54,0,9,43,97,6,3,0,97,4,5,0,102,0,0,4,0,19,1,27,59,9,1,1,95,0,105,0,1,0,0,105,0,1,0,10,0,13,20,22,41,11,9,24,35,27,106,11,9,22,35,29,11,9,10,26,50,11,10,1,14,70,11,6,33,33,23,65,19,22,65,29,12,65,30,11,65,35,6,65,25,16,65,38,3,65,40,1,65,41,0,65,35,6,0,84,0,9,13,84,0,15,7,84,0,22,0,84,0,21,1,84,0,5,17,84,0,21,1,84,0,22,0,84,0,22,84,0,21,1,0,86,0,13,7,86,0,16,4,86,0,20,0,86,0,18,2,86,0,12,8,86,0,18,2,86,0,17,3,86,0,20,0,86,0,17,3,0,106,0,0,106,0,0,106,0,0,106,0,106,0,0,106,0,0,106,0,0,106,0,106,0,0,0,95,1,5,5,95,1,10,0,95,1,10,0,95,1,7,3,95,1,8,2,95,1,8,2,95,1,9,1,13,0,37,31,18,7,13,3,86,4,13,3,82,8,13,3,86,4,13,3,84,6,13,3,70,20,13,3,85,5,13,3,78,12,13,3,75,15,13,3,76,14,13,3,50,40,59,1,2,44,28,1,19,58,0,0,0,79,10,5,12,79,8,7,12,79,12,8,7,79,11,8,8,79,12,4,11,79,9,9,9,106,0,0,0,106,0,0,0,106,0,0,0,106,0,0,0,106,0,0,0,106,0,0,0,106,0,0,0,106,0,0,0,106,0,0,0,106,0,0,0,106,0,0,0,106,0,0,0,13,4,36,53,13,2,74,17,13,15,25,53,13,8,50,35,13,13,16,64,13,10,33,50,14,0,53,39,53,0,35,9,7,2,16,1,2,14,31,42,16,0,90,0,20,0,15,71,20,0,60,16,3,2,3,2,20,0,19,22,18,27,22,0,10,29,29,16,106,23,0,15,68,0,24,1,13,68,0,70,2,26,8,32,2,68,4,81,0,21,4,56,2,26,22,90,1,8,7,73,1,29,3,25,1,0,3,19,17,41,25,0,0,6,17,10,48,26,1,24,42,10,3,26,0,0,13,23,44,26,0,10,34,22,14,62,3,32,9,62,11,13,20,62,12,19,13,26,0,54,26,80,0,14,12,93,0,0,0,1,1,1,1,9,39,0,0,8,5,5,0,5,3,4,0,5,8,2,2,3,17,27,2,31,46,0,0,27,0,3,15,26,20,11,4,0,27,2,61,11,5,27,1,26,30,19,0,3,6.7611940298507465,7.697086328386248,2.9565217391304346,1.7959110341795184,12.26086956521739,5.87279914699727,2.3378378378378377,1.0888856566890788
BY,BLR,Belarus,Minsk,2021-02-08,2021-02-07,100,4,119234.7137736184,2,65538.22150212839,68,96,3379831.729656603,71,1,6,93,1,12,87,2,6,92,2,30,68,2,35,63,3,12,85,3,10,87,1,5,94,2,5,93,2,3,95,1,10,89,2,16,82,2,10,88,2,30,68,94,1,3,2,88,1,5,6,94,0,4,2,70,3,8,19,65,4,10,21,88,0,8,4,90,2,3,5,95,2,3,0,95,0,3,2,97,1,2,0,90,1,8,1,84,2,6,8,90,1,6,3,70,2,12,16,4,0,26,70,76,0,8,16,6,1,61,32,39,1,7,53,93,2,4,1,93,2,5,0,98,0,0,2,0,16,1,25,58,9,1,1,89,0,99,0,1,0,0,99,0,1,0,10,0,11,18,18,43,12,7,17,29,35,100,12,5,21,32,30,12,7,5,21,55,12,9,0,10,69,12,6,31,24,27,57,17,26,57,30,13,57,35,8,57,41,2,57,24,19,57,38,5,57,42,1,57,42,1,57,39,4,0,82,0,7,11,82,0,13,5,82,0,15,3,82,0,15,3,82,0,7,11,82,0,13,5,82,0,15,3,82,0,18,82,0,18,0,0,82,0,9,9,82,0,12,6,82,0,17,1,82,0,16,2,82,0,8,10,82,0,14,4,82,0,16,2,82,0,18,0,82,0,18,0,0,100,0,0,100,0,0,100,0,0,100,0,100,0,0,100,0,0,100,0,0,100,0,100,0,0,0,88,0,7,5,88,0,10,2,88,0,10,2,88,0,9,3,88,0,8,4,88,0,7,5,88,0,12,0,11,2,35,33,9,10,11,3,83,3,11,3,81,5,11,3,83,3,11,3,82,4,11,3,70,16,11,3,80,6,11,3,78,8,11,3,77,9,11,3,77,9,11,3,39,47,59,0,1,40,29,0,21,50,0,0,0,76,12,3,9,76,10,6,8,76,10,7,7,76,8,8,8,76,10,5,9,76,8,9,7,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,13,6,49,32,13,4,65,18,13,11,37,39,13,5,46,36,13,12,16,59,13,7,36,44,17,1,48,34,52,0,23,13,5,7,20,2,1,5,24,48,20,2,78,0,22,1,17,60,22,0,45,23,5,1,3,1,22,1,23,14,21,19,22,1,8,43,15,11,100,22,3,11,64,0,23,0,9,65,3,54,1,42,3,39,3,57,1,66,1,32,1,58,3,30,9,85,1,12,2,67,0,32,1,23,1,1,4,19,11,41,23,0,0,7,23,10,37,23,1,25,40,6,5,23,1,4,8,20,44,23,0,11,32,16,18,58,8,29,5,58,13,12,17,58,7,26,9,24,0,56,20,80,0,9,11,91,0,0,0,1,1,2,0,5,36,0,0,10,1,4,0,2,4,8,0,3,5,1,0,4,22,26,2,31,41,0,0,26,1,4,10,29,14,14,2,0,28,3,61,4,4,28,1,25,32,11,3,0,7.709090909090908,8.508541954723276,3.2777777777777772,2.295918515554365,12.492537313432836,4.797010225219386,2.0434782608695654,1.06321906614239
BY,BLR,Belarus,Minsk,2021-02-09,2021-02-08,100,8,231044.3270192773,5,153063.2474501016,47,93,3425736.0790590467,72,6,11,83,3,21,76,5,8,87,4,32,64,6,27,67,7,21,72,7,12,81,4,6,90,7,9,84,4,5,91,6,15,79,5,26,69,6,11,83,5,33,62,89,1,8,2,79,2,12,7,92,0,6,2,68,3,9,20,73,4,6,17,79,1,12,8,88,2,2,8,94,2,3,1,91,0,5,4,95,1,4,0,85,1,11,3,74,4,9,13,89,1,9,1,67,2,17,14,7,0,28,65,77,0,7,16,12,1,51,36,50,1,15,34,85,3,10,2,85,7,8,0,93,0,0,6,1,31,0,20,49,16,0,1,83,0,99,0,1,0,0,99,0,1,0,17,0,13,19,15,36,18,3,18,33,28,100,18,1,17,35,29,18,2,6,28,46,18,2,1,16,63,18,2,28,32,20,64,14,22,64,29,7,64,28,8,64,32,4,64,18,18,64,33,3,64,35,1,64,34,2,64,34,2,0,85,0,6,9,85,0,12,3,85,0,13,2,85,0,12,3,85,0,5,10,85,0,11,4,85,0,14,1,85,0,15,85,0,14,1,0,81,0,8,11,81,0,14,5,81,0,18,1,81,0,18,1,81,0,4,15,81,0,12,7,81,0,18,1,81,0,19,0,81,0,18,1,0,100,0,0,100,0,0,100,0,0,100,0,100,0,0,100,0,0,100,0,0,100,0,100,0,0,0,89,0,6,5,89,0,10,1,89,0,8,3,89,0,9,2,89,0,9,2,89,0,5,6,89,0,10,1,19,0,29,38,9,5,19,4,75,2,19,4,74,3,19,4,75,2,19,4,73,4,19,4,61,16,19,4,70,7,19,4,65,12,19,4,70,7,19,4,64,13,19,4,36,41,56,0,3,41,28,0,25,47,0,0,0,81,9,3,7,81,12,3,4,81,8,7,4,81,10,2,7,81,11,2,6,81,7,9,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,19,5,47,29,19,1,61,19,19,7,34,40,19,4,54,23,19,4,20,57,19,4,40,37,21,0,53,26,47,0,25,12,6,10,22,1,1,4,28,44,22,0,78,0,22,1,18,59,22,0,51,18,7,1,1,0,22,0,22,11,21,24,23,3,10,35,17,12,100,23,2,7,68,0,24,0,7,67,2,54,1,41,4,41,3,53,3,68,1,29,2,48,2,40,10,81,1,17,1,62,1,35,2,24,0,2,3,25,7,39,24,0,1,7,19,14,35,25,2,29,37,4,3,25,1,3,10,18,43,25,0,13,31,21,10,56,7,33,4,56,18,13,13,56,14,21,9,25,0,51,24,76,0,9,15,92,0,0,0,0,1,1,1,5,41,0,0,12,2,7,2,2,5,4,0,3,7,1,1,1,12,27,1,28,44,0,0,27,0,3,15,24,18,12,1,0,27,3,64,3,3,27,1,25,26,19,2,0,6.283018867924528,6.380189768369463,2.2,1.6561573424216502,12.830769230769231,4.781374118549861,2.2,0.9417836915869431
BY,BLR,Belarus,Minsk,2021-02-10,2021-02-09,100,3,108203.97399684279,2,85069.5743791713,59,94,3101758.419194983,73,4,5,91,3,17,80,3,5,92,0,48,52,2,42,56,6,17,77,4,13,83,3,13,84,4,4,92,3,6,91,4,15,81,3,22,75,4,6,90,2,31,67,95,0,3,2,83,1,6,10,95,0,3,2,52,2,12,34,58,3,17,22,83,2,9,6,87,0,8,5,87,2,9,2,96,0,2,2,94,0,5,1,85,0,7,8,78,1,9,12,94,1,3,2,69,1,11,19,6,0,28,66,73,0,8,19,7,1,45,47,55,1,6,38,94,0,5,1,94,4,2,0,96,0,1,3,0,16,0,30,54,9,0,0,91,0,100,0,0,0,0,100,0,0,0,9,0,17,25,17,32,11,8,12,43,26,100,11,9,32,26,22,11,8,3,26,52,11,11,0,12,66,11,7,26,31,25,68,13,19,68,24,8,68,27,5,68,30,2,68,21,11,68,26,6,68,32,0,68,32,0,68,26,6,0,83,0,13,4,83,0,12,5,83,0,14,3,83,0,16,1,83,0,6,11,83,0,12,5,83,0,17,0,83,0,17,83,0,14,3,0,75,0,12,13,75,0,18,7,75,0,24,1,75,0,22,3,75,0,8,17,75,0,23,2,75,0,24,1,75,0,25,0,75,0,24,1,0,100,0,0,100,0,0,100,0,0,100,0,100,0,0,100,0,0,100,0,0,100,0,100,0,0,0,91,0,5,4,91,0,9,0,91,0,4,5,91,0,7,2,91,0,6,3,91,0,8,1,91,0,9,0,12,0,38,33,13,4,12,4,78,6,12,4,82,2,12,4,84,0,12,4,81,3,12,4,71,13,12,4,83,1,12,4,79,5,12,4,82,2,12,4,74,10,12,4,33,51,60,0,2,38,27,0,27,46,0,0,0,71,14,2,13,71,14,6,9,71,13,7,9,71,7,12,10,71,14,5,10,71,13,6,10,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,12,4,44,40,12,7,65,16,12,16,17,55,12,8,40,40,12,16,10,62,12,7,34,47,14,0,51,35,49,0,23,16,5,7,16,2,0,16,32,34,16,4,80,0,20,0,20,60,20,0,58,16,2,4,0,0,20,0,22,14,17,27,20,1,5,35,30,9,100,21,0,9,70,0,21,1,11,67,0,56,1,38,5,35,1,61,3,83,1,15,1,60,2,25,13,90,1,8,1,66,1,31,2,22,0,2,4,16,17,39,22,0,0,11,21,15,31,23,0,27,40,8,2,23,0,4,15,17,41,23,0,16,32,24,5,54,9,28,9,54,19,12,15,54,17,19,10,26,2,48,24,76,0,7,17,93,0,0,0,0,2,0,1,4,45,0,0,10,4,3,0,2,4,11,0,0,5,0,2,6,8,26,0,34,40,0,0,26,0,4,15,28,18,8,1,0,27,3,53,14,3,27,2,22,25,19,4,1,7.924242424242424,8.887866588454875,2.5,2.164303704731799,11.93661971830986,5.532972320207021,2.2028985507246377,1.1190819523284612
BY,BLR,Belarus,Minsk,2021-02-11,2021-02-10,100,2,85272.05838453499,1,43531.5752121212,62,92,3740029.77561296,70,4,4,92,2,17,81,2,6,92,2,39,59,1,39,60,2,19,79,1,17,82,3,11,86,3,3,94,2,5,93,3,17,80,2,27,71,3,6,91,3,34,63,96,0,2,2,83,0,7,10,94,0,1,5,61,4,13,22,61,4,13,22,81,4,8,7,83,2,7,8,89,0,8,3,97,0,1,2,95,1,3,1,83,1,10,6,73,3,11,13,94,1,3,2,66,3,15,16,8,0,30,62,71,1,9,19,9,1,45,45,56,0,7,37,93,2,4,1,93,3,3,1,97,0,2,1,0,18,1,31,50,11,0,0,89,0,100,0,0,0,0,100,0,0,0,13,0,11,29,20,27,14,8,14,43,21,100,14,6,30,35,15,14,7,6,23,50,14,8,3,13,62,14,5,28,37,16,73,10,17,73,20,7,73,19,8,73,23,4,73,15,12,73,24,3,73,27,0,73,27,0,73,23,4,0,80,0,11,9,80,0,14,6,80,0,18,2,80,0,18,2,80,0,9,11,80,0,17,3,80,0,20,0,80,0,20,80,0,20,0,0,71,0,15,14,71,0,23,6,71,0,29,0,71,0,27,2,71,0,10,19,71,0,24,5,71,0,25,4,71,0,29,0,71,0,29,0,0,100,0,0,100,0,0,100,0,0,100,0,100,0,0,100,0,0,100,0,0,100,0,100,0,0,0,90,1,4,5,90,1,8,1,90,1,6,3,90,1,7,2,90,1,7,2,90,1,4,5,90,1,9,0,15,0,29,39,11,6,15,0,81,4,15,0,82,3,15,0,83,2,15,0,84,1,15,0,67,18,15,0,76,9,15,0,74,11,15,0,79,6,15,0,76,9,15,0,39,46,55,0,4,41,30,0,24,46,0,0,0,70,15,5,10,70,18,3,9,70,16,3,11,70,11,8,11,70,15,5,10,70,15,6,9,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,16,5,35,44,16,5,59,20,16,9,19,56,16,5,38,41,16,5,15,64,16,7,27,50,18,0,48,34,52,0,27,12,4,5,20,0,2,12,27,39,20,0,80,0,22,0,20,58,22,0,58,13,3,3,0,1,22,0,28,18,14,18,22,2,15,28,26,7,100,22,0,9,68,1,22,0,12,65,1,65,2,28,5,41,2,54,3,81,2,15,2,62,3,15,20,85,1,11,3,73,2,24,1,24,0,4,7,14,18,33,24,0,1,9,19,19,28,24,0,28,33,11,4,24,1,2,12,20,41,24,0,15,33,18,10,53,4,36,7,53,20,12,15,53,18,19,10,25,1,46,28,72,0,11,17,89,0,0,0,0,1,1,0,9,43,0,1,11,3,3,0,2,6,12,0,2,5,0,2,2,8,29,2,26,42,0,1,29,0,3,14,20,20,12,2,0,30,1,46,12,11,30,0,14,30,22,3,1,6.543859649122807,7.842353362713526,2.347826086956522,1.4015801359431275,12.641791044776122,5.523233277208563,2.25,0.9981325847383293
BY,BLR,Belarus,Homyel',2021-02-12,2021-02-06,100,4,86909.35226480565,3,69131.10760056906,74,95,2881819.862431933,71,3,6,91,0,25,75,3,8,89,2,41,57,2,35,63,2,18,80,1,20,79,3,5,92,3,3,94,3,6,91,3,14,83,3,21,76,2,9,89,1,28,71,94,0,5,1,75,3,13,9,92,1,6,1,59,3,17,21,65,3,21,11,82,2,10,6,80,2,9,9,95,0,4,1,97,1,2,0,94,1,4,1,86,1,10,3,79,2,6,13,91,1,4,4,72,3,15,10,5,0,33,62,68,0,15,17,6,0,50,44,50,2,10,38,90,6,4,0,90,2,8,0,98,0,1,1,0,18,1,19,62,6,0,3,91,0,98,0,1,1,0,99,0,1,0,9,0,11,23,20,37,13,6,24,32,25,100,13,8,13,37,29,13,6,12,31,38,13,7,1,13,66,13,6,25,35,21,64,21,15,64,31,5,64,23,13,64,34,2,64,22,14,64,34,2,64,36,0,64,35,1,64,34,2,0,81,0,7,12,81,0,15,4,81,0,18,1,81,0,17,2,81,0,12,7,81,0,16,3,81,0,18,1,81,0,19,81,0,16,3,0,77,0,12,11,77,0,17,6,77,0,22,1,77,0,22,1,77,0,11,12,77,0,19,4,77,0,21,2,77,0,23,0,77,0,22,1,0,100,0,0,100,0,0,100,0,0,100,0,100,0,0,100,0,0,100,0,0,100,0,100,0,0,0,85,0,12,3,85,0,14,1,85,0,13,2,85,0,13,2,85,0,13,2,85,0,6,9,85,0,12,3,11,1,31,35,15,7,12,1,86,1,12,1,86,1,12,1,85,2,12,1,86,1,12,1,76,11,12,1,81,6,12,1,84,3,12,1,78,9,12,1,76,11,12,1,32,55,56,0,1,43,29,0,15,56,0,0,0,81,8,2,9,81,9,3,7,81,5,9,5,81,8,8,3,81,10,4,5,81,9,3,7,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,12,10,43,35,12,6,67,15,12,17,25,46,12,6,44,38,12,13,15,60,12,5,39,44,13,0,61,26,39,0,37,8,10,6,13,2,1,3,38,43,13,1,86,0,18,0,29,53,18,0,37,27,6,6,3,3,18,0,25,16,15,26,18,2,10,29,26,15,100,20,0,12,67,1,20,0,13,66,1,57,1,40,2,34,0,60,6,76,1,16,7,56,2,28,14,86,0,11,3,61,0,32,7,20,0,0,4,18,21,37,20,1,0,3,14,24,38,22,3,25,37,12,1,22,0,4,19,17,38,22,0,18,26,18,16,58,7,29,6,58,14,12,16,58,9,18,15,24,0,46,30,70,0,13,17,87,0,0,1,2,0,3,2,5,41,0,3,6,6,7,3,5,7,7,0,2,2,1,0,2,8,27,5,27,41,0,0,27,0,3,12,27,21,9,1,0,28,5,33,28,6,28,4,12,33,18,3,2,6.648148148148147,7.433116635774946,3.05,1.700619082322051,12.316923076923077,4.918954704468764,2.5625,1.0819588350001679
