ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V2..77,V2.1,V2.2,V2.3,V2a..99,V2a..77,V2a.1,V2a.2,V2a.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V4_6..99,V4_6..77,V4_6.1,V4_6.2,V4_6.3,V5a_1..99,V5a_1..77,V5a_1.0,V5a_1.1,V5a_2..99,V5a_2..77,V5a_2.0,V5a_2.1,V5a_3..99,V5a_3..77,V5a_3.0,V5a_3.1,V5a_4..99,V5a_4..77,V5a_4.0,V5a_4.1,V5a_5..99,V5a_5..77,V5a_5.0,V5a_5.1,V5a_6..99,V5a_6..77,V5a_6.0,V5a_6.1,V5a_7..99,V5a_7..77,V5a_7.0,V5a_7.1,V5a_8..99,V5a_8..77,V5a_8.0,V5a_8.1,V5a_9..99,V5a_9..77,V5a_9.0,V5a_9.1,V5a_10..99,V5b_1..99,V5b_1..77,V5b_1.0,V5b_1.1,V5b_2..99,V5b_2..77,V5b_2.0,V5b_2.1,V5b_3..99,V5b_3..77,V5b_3.0,V5b_3.1,V5b_4..99,V5b_4..77,V5b_4.0,V5b_4.1,V5b_5..99,V5b_5..77,V5b_5.0,V5b_5.1,V5b_6..99,V5b_6..77,V5b_6.0,V5b_6.1,V5b_7..99,V5b_7..77,V5b_7.0,V5b_7.1,V5b_8..99,V5b_8..77,V5b_8.0,V5b_8.1,V5b_9..99,V5b_9..77,V5b_9.0,V5b_9.1,V5b_10..99,V5c_1..99,V5c_1..77,V5c_1.0,V5c_1.1,V5c_2..99,V5c_2..77,V5c_2.0,V5c_2.1,V5c_3..99,V5c_3..77,V5c_3.0,V5c_3.1,V5c_4..99,V5c_4..77,V5c_4.0,V5c_4.1,V5c_5..99,V5c_5..77,V5c_5.0,V5c_5.1,V5c_6..99,V5c_6..77,V5c_6.0,V5c_6.1,V5c_7..99,V5c_7..77,V5c_7.0,V5c_7.1,V5c_8..99,V5c_8..77,V5c_8.0,V5c_8.1,V5c_9..99,V5c_9..77,V5c_9.0,V5c_9.1,V5c_10..99,V5d_1..99,V5d_1.0,V5d_1.1,V5d_2..99,V5d_2.0,V5d_3..99,V5d_3.0,V5d_3.1,V5d_4..99,V5d_4.0,V5d_5..99,V5d_5.0,V5d_6..99,V5d_6.0,V5d_6.1,V5d_7..99,V5d_7.0,V5d_8..99,V5d_8.0,V5d_9..99,V5d_9.0,V5d_9.1,V5d_10..99,V6_1..99,V6_1..77,V6_1.0,V6_1.1,V6_2..99,V6_2..77,V6_2.0,V6_2.1,V6_3..99,V6_3..77,V6_3.0,V6_3.1,V6_4..99,V6_4..77,V6_4.0,V6_4.1,V6_5..99,V6_5..77,V6_5.0,V6_5.1,V6_6..99,V6_6..77,V6_6.0,V6_6.1,V6_7..99,V6_7..77,V6_7.0,V6_7.1,V9..99,V9..77,V9.1,V9.2,V9.3,V9.4,V10_1..99,V10_1..77,V10_1.0,V10_1.1,V10_2..99,V10_2..77,V10_2.0,V10_2.1,V10_3..99,V10_3..77,V10_3.0,V10_3.1,V10_4..99,V10_4..77,V10_4.0,V10_4.1,V10_5..99,V10_5..77,V10_5.0,V10_5.1,V10_6..99,V10_6..77,V10_6.0,V10_6.1,V10_7..99,V10_7..77,V10_7.0,V10_7.1,V10_8..99,V10_8..77,V10_8.0,V10_8.1,V10_9..99,V10_9..77,V10_9.0,V10_9.1,V10_10..99,V10_10..77,V10_10.0,V10_10.1,V11..99,V11..77,V11.1,V11.2,V12..99,V12..77,V12.1,V12.2,V13..99,V15..99,V16..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.2,B13_2..99,B13_2..77,B13_2.2,B13_3..99,B13_3..77,B13_3.2,B13_4..99,B13_4..77,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1.1,B14_1.2,B14_2..99,B14_2.1,B14_2.2,B14_3..99,B14_3.2,B14_4..99,B14_4.1,B14_4.2,B14_5..99,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9a..99,C9a..77,C9a.1,C9a.2,C9a.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
GRC,Greece,Attiki,2021-02-06,2021-02-06,348,0,0,0,0,52,346,2460358.148792813,313,5,2,341,5,19,324,5,5,338,4,43,301,5,39,304,5,25,318,4,14,330,4,4,340,4,8,336,5,2,341,4,15,329,3,46,299,4,3,341,4,27,317,346,1,0,1,329,0,4,15,343,0,3,2,305,2,12,29,309,0,11,28,323,1,12,12,334,0,4,10,344,0,3,1,340,1,3,4,346,0,1,1,333,0,10,5,302,2,15,29,345,0,3,0,321,0,15,12,2,0,30,316,318,0,10,20,3,3,141,201,207,0,55,86,293,0,1,54,0,293,0,18,37,0,330,0,7,9,2,61,1,23,263,7,3,17,321,0,331,0,7,10,0,341,0,0,7,0,26,1,162,93,43,23,31,28,42,144,103,348,31,20,151,108,38,31,24,74,123,96,31,31,10,94,182,31,7,218,81,11,325,0,12,11,325,0,19,4,325,0,17,6,325,0,21,2,325,0,13,10,325,0,20,3,325,0,23,0,325,0,22,1,325,0,20,3,0,305,0,18,25,305,0,28,15,305,0,39,4,305,0,42,1,305,0,12,31,305,0,31,12,305,0,42,1,305,0,43,0,305,0,41,2,0,255,1,46,46,255,1,71,21,255,1,91,1,255,1,91,1,255,1,37,55,255,1,56,36,255,1,91,1,255,1,92,0,255,1,86,6,0,348,0,0,348,0,348,0,0,348,0,348,0,348,0,0,348,0,348,0,348,0,0,0,337,0,10,1,337,0,9,2,337,0,0,11,337,0,8,3,337,0,9,2,337,0,9,2,337,0,11,0,15,0,42,93,132,66,16,12,298,22,16,12,304,16,16,12,314,6,16,12,302,18,16,12,276,44,16,12,316,4,16,12,300,20,16,12,303,17,16,12,267,53,16,12,131,189,187,1,6,154,34,1,121,192,0,0,0,328,6,6,8,328,11,1,8,328,11,2,7,328,9,4,7,328,11,2,7,328,10,2,8,348,0,0,348,0,0,348,0,0,348,0,0,348,0,0,0,348,0,0,0,348,0,0,0,348,0,0,348,0,0,348,0,348,0,0,348,0,17,10,126,195,17,6,256,69,17,12,23,296,17,9,176,146,17,12,13,306,17,9,44,278,20,0,144,184,204,0,104,33,2,5,23,1,1,21,104,198,23,1,323,1,23,3,44,278,23,0,285,28,1,1,0,10,23,0,110,85,58,72,23,3,110,139,56,17,348,24,3,129,190,2,25,2,102,215,4,223,2,115,8,93,1,253,1,326,0,21,1,173,2,119,54,335,0,11,2,305,1,42,0,26,0,5,15,60,89,153,26,1,7,21,55,107,131,29,1,134,125,51,8,29,0,9,22,67,221,29,0,92,91,74,62,165,9,160,14,165,66,35,82,165,57,60,66,29,1,147,171,177,0,63,108,285,2,18,1,4,4,4,2,28,139,0,3,15,13,13,3,12,21,7,0,10,29,7,16,4,56,32,7,154,153,2,0,32,1,17,43,81,88,56,17,13,33,10,279,16,10,33,5,76,133,86,12,3,4.252032520325203,4.49880402310192,1.88,1.3940349110884322,14.473509933774835,4.644608233864337,2.4630872483221475,1.3283923091625585
GRC,Greece,Kentriki Makedonia,2021-02-06,2021-02-06,121,0,0,0,0,22,120,1083599.8161989362,105,0,2,119,0,2,119,1,4,116,0,16,105,0,12,109,0,9,112,0,6,115,0,1,120,0,1,120,0,2,119,0,3,118,0,13,108,0,4,117,0,6,115,119,0,1,1,119,0,1,1,117,0,2,2,105,0,5,11,109,0,2,10,112,0,3,6,115,0,2,4,120,0,0,1,120,0,1,0,119,0,1,1,118,0,1,2,108,0,2,11,117,0,2,2,115,0,4,2,1,0,14,106,107,0,2,12,1,1,50,69,71,0,17,33,104,0,0,17,0,104,0,6,11,0,115,0,3,3,0,19,0,7,95,3,0,9,109,0,112,1,4,4,0,116,1,0,4,0,12,0,52,30,17,10,13,7,18,45,38,121,13,7,45,39,17,13,7,26,30,45,13,7,5,25,71,13,4,72,26,6,111,0,5,5,111,0,9,1,111,0,7,3,111,0,9,1,111,0,5,5,111,0,8,2,111,0,10,0,111,0,10,0,111,0,7,3,0,104,0,10,7,104,0,11,6,104,0,15,2,104,0,15,2,104,0,6,11,104,0,8,9,104,0,15,2,104,0,17,0,104,0,17,0,0,92,0,15,14,92,0,21,8,92,0,28,1,92,0,28,1,92,0,14,15,92,0,12,17,92,0,29,0,92,0,29,0,92,0,26,3,0,121,0,0,121,0,121,0,0,121,0,121,0,121,0,0,121,0,121,0,121,0,0,0,115,1,4,1,115,1,4,1,115,1,1,4,115,1,3,2,115,1,5,0,115,1,5,0,115,1,3,2,6,2,19,33,43,18,8,5,103,5,8,5,103,5,8,5,106,2,8,5,101,7,8,5,97,11,8,5,108,0,8,5,105,3,8,5,102,6,8,5,89,19,8,5,38,70,69,0,1,51,15,0,28,78,0,0,0,114,3,0,4,114,3,1,3,114,2,2,3,114,2,2,3,114,2,1,4,114,3,0,4,121,0,0,121,0,0,121,0,0,121,0,0,121,0,0,0,121,0,0,0,121,0,0,0,121,0,0,121,0,0,121,0,121,0,0,121,0,8,4,38,71,8,3,96,14,8,5,13,95,8,4,62,47,8,6,4,103,8,5,13,95,9,0,52,60,69,0,38,9,2,3,9,0,1,8,37,66,9,0,112,0,9,0,10,102,9,0,96,7,3,1,2,3,9,0,36,26,25,25,9,2,32,54,16,8,121,9,0,38,72,2,9,1,25,84,2,83,0,37,1,25,0,96,0,108,0,12,1,59,0,47,15,117,0,4,0,108,0,13,0,10,0,5,3,16,24,63,10,0,4,8,13,29,57,10,0,47,45,15,4,10,1,3,7,25,75,10,0,24,34,24,29,63,4,51,3,63,21,11,26,63,16,21,21,11,0,56,54,67,0,10,44,112,0,1,0,1,0,0,0,7,57,0,1,4,1,9,1,2,7,4,0,1,9,5,6,3,11,14,2,55,49,0,1,14,0,10,11,29,32,13,9,3,15,3,78,10,15,15,0,23,43,36,4,0,3.3947368421052633,4.123364368165883,1.8,1.2292725943057183,14.313725490196079,4.572800325291646,2.489795918367347,1.5280531239698083
GRC,Greece,Attiki,2021-02-07,2021-02-07,327,3,23876.801670514273,1,8532.528167446892,29,322,2462280.861075268,282,4,4,319,4,17,306,6,7,314,3,38,286,3,43,281,4,19,304,4,10,313,3,4,320,4,7,316,4,6,317,3,11,313,3,43,281,4,5,318,3,30,294,323,0,2,2,310,1,5,11,320,0,4,3,289,2,10,26,284,1,13,29,308,1,2,16,317,1,3,6,323,0,2,2,320,0,3,4,321,0,4,2,316,0,5,6,284,1,11,31,322,0,4,1,297,0,17,13,5,0,18,304,310,0,4,13,6,3,159,159,168,1,50,108,277,0,2,48,0,277,0,19,31,0,308,0,8,11,0,61,0,22,244,8,0,20,297,2,307,0,8,11,1,318,0,0,9,0,28,0,141,95,37,26,31,30,47,116,103,327,31,19,138,96,43,31,26,51,102,117,31,33,9,80,174,31,8,190,71,27,302,0,12,13,302,0,19,6,302,0,18,7,302,0,22,3,302,0,10,15,302,0,19,6,302,0,23,2,302,0,25,0,302,0,21,4,0,290,0,16,21,290,0,23,14,290,0,35,2,290,0,36,1,290,0,12,25,290,0,25,12,290,0,37,0,290,0,37,0,290,0,34,3,0,232,1,47,47,232,1,70,24,232,1,91,3,232,1,92,2,232,1,36,58,232,1,58,36,232,1,93,1,232,1,94,0,232,1,88,6,0,327,0,0,327,0,327,0,0,327,0,327,0,327,0,0,327,0,327,0,327,0,0,0,315,0,12,0,315,0,9,3,315,0,6,6,315,0,9,3,315,0,8,4,315,0,9,3,315,0,9,3,11,2,51,79,119,65,15,17,277,18,15,17,280,15,15,17,286,9,15,17,273,22,15,17,254,41,15,17,292,3,15,17,285,10,15,17,276,19,15,17,245,50,15,17,123,172,187,0,4,136,42,0,111,174,0,0,0,305,14,2,6,305,14,3,5,305,11,6,5,305,9,9,4,305,11,4,7,305,12,4,6,327,0,0,327,0,0,327,0,0,327,0,0,327,0,0,0,327,0,0,0,327,0,0,0,327,0,0,327,0,0,327,0,327,0,0,327,0,17,10,77,223,17,6,215,89,17,16,23,271,17,9,145,156,17,14,13,283,17,13,43,254,20,0,143,164,184,1,116,16,4,6,21,0,0,25,121,160,21,4,302,0,21,2,40,264,21,0,267,24,3,2,2,8,21,1,111,82,61,51,24,1,95,151,39,17,327,25,1,126,171,4,25,3,97,193,9,250,0,76,1,113,0,212,2,304,0,19,4,182,0,97,48,314,0,9,4,284,0,42,1,30,1,6,13,44,84,149,30,0,6,22,46,98,125,33,5,107,119,39,24,33,0,6,23,65,200,33,1,66,88,70,69,174,15,126,12,174,68,20,65,174,52,50,51,34,3,137,153,174,0,54,99,274,2,8,2,3,6,1,5,26,137,0,0,18,3,27,4,8,17,9,0,8,32,8,11,6,39,38,2,146,139,0,2,38,0,25,40,62,75,57,25,5,42,16,238,20,11,42,6,71,129,66,9,4,4.391304347826087,4.4636851508432045,1.7333333333333332,0.9611501047232548,14.642066420664207,4.524124815223393,2.44106463878327,1.4234091185272926
GRC,Greece,Kentriki Makedonia,2021-02-07,2021-02-07,134,0,0,0,0,34,132,1090476.543519418,111,1,1,132,1,2,131,1,0,133,1,9,124,2,11,121,1,6,127,0,1,133,1,2,131,1,1,132,1,0,133,1,3,130,1,11,122,1,3,130,1,11,122,133,0,0,1,132,0,0,2,134,0,0,0,125,0,2,7,123,1,2,8,128,0,2,4,133,0,0,1,132,1,0,1,133,0,0,1,134,0,0,0,131,0,1,2,123,0,1,10,131,0,2,1,123,0,3,8,2,0,15,117,121,0,1,12,4,0,67,63,67,1,24,42,110,0,0,24,0,110,1,11,12,0,123,0,5,6,0,30,1,13,90,5,1,10,117,1,124,0,4,6,0,130,0,0,4,0,15,0,57,38,11,13,18,9,15,59,33,134,18,5,55,41,15,18,7,24,49,36,18,9,5,43,59,18,3,76,29,8,121,1,7,5,121,1,7,5,121,1,9,3,121,1,11,1,121,1,5,7,121,1,11,1,121,1,12,0,121,1,12,0,121,1,11,1,0,123,0,5,6,123,0,5,6,123,0,10,1,123,0,10,1,123,0,6,5,123,0,7,4,123,0,11,0,123,0,11,0,123,0,10,1,0,96,1,14,23,96,1,30,7,96,1,34,3,96,1,37,0,96,1,20,17,96,1,22,15,96,1,36,1,96,1,37,0,96,1,34,3,0,134,0,0,134,0,134,0,0,134,0,134,0,134,0,0,134,0,134,0,134,0,0,0,127,0,6,1,127,0,6,1,127,0,3,4,127,0,5,2,127,0,7,0,127,0,6,1,127,0,6,1,9,1,15,31,52,26,9,4,112,9,9,4,117,4,9,4,117,4,9,4,116,5,9,4,103,18,9,4,119,2,9,4,117,4,9,4,115,6,9,4,107,14,9,4,47,74,77,0,0,57,23,0,46,65,0,0,0,121,5,1,7,121,4,2,7,121,3,5,5,121,5,2,6,121,3,1,9,121,3,1,9,134,0,0,134,0,0,134,0,0,134,0,0,134,0,0,0,134,0,0,0,134,0,0,0,134,0,0,134,0,0,134,0,134,0,0,134,0,10,2,33,89,10,2,96,26,10,3,11,110,10,2,65,57,10,3,6,115,10,3,12,109,13,0,49,72,85,0,39,5,0,5,14,0,2,8,40,70,14,0,120,0,14,2,15,103,14,0,108,6,0,2,0,4,14,0,36,30,29,25,15,3,51,44,14,7,134,15,0,44,73,2,15,0,34,80,5,102,0,32,0,39,3,91,1,124,0,9,1,70,1,46,17,128,0,5,1,122,0,12,0,15,0,4,9,15,24,67,15,0,6,6,16,34,57,16,2,56,37,16,7,16,0,7,11,22,78,16,0,26,35,27,30,73,2,48,11,73,23,12,26,73,21,18,22,17,1,53,63,71,0,18,45,116,1,6,0,0,4,0,1,6,63,0,0,5,1,9,3,2,9,11,0,2,11,2,5,1,10,20,0,56,56,1,1,20,0,15,11,25,36,16,10,1,23,4,77,15,15,23,4,14,51,31,8,3,3.6470588235294117,4.471338711753206,2.5833333333333335,1.781640374554423,14.47196261682243,4.824677022967217,2.5,1.318368399991155
GRC,Greece,Kriti,2021-02-07,2021-02-06,100,0,0,0,0,13,98,803613.3712209703,78,0,1,99,1,7,92,1,1,98,0,11,89,0,22,78,1,11,88,1,8,91,1,3,96,1,0,99,1,1,98,1,1,98,0,13,87,1,4,95,0,11,89,99,0,1,0,93,0,2,5,99,0,0,1,89,2,6,3,78,2,7,13,89,0,2,9,92,0,4,4,97,1,0,2,100,0,0,0,99,0,0,1,99,0,0,1,87,2,5,6,96,0,3,1,89,3,6,2,2,0,8,90,92,0,4,4,4,2,33,61,67,0,8,25,92,0,0,8,0,92,0,1,7,0,99,0,1,0,0,14,0,8,78,5,0,4,91,0,96,0,3,1,0,97,0,1,2,0,9,0,39,35,10,7,13,7,13,33,34,100,13,5,43,29,10,13,7,14,31,35,13,7,3,25,52,13,3,60,21,3,93,0,3,4,93,0,5,2,93,0,5,2,93,0,6,1,93,0,7,0,93,0,5,2,93,0,7,0,93,0,6,1,93,0,6,1,0,90,0,3,7,90,0,7,3,90,0,9,1,90,0,8,2,90,0,1,9,90,0,7,3,90,0,10,0,90,0,10,0,90,0,10,0,0,66,1,12,21,66,1,20,13,66,1,32,1,66,1,31,2,66,1,17,16,66,1,15,18,66,1,33,0,66,1,33,0,66,1,30,3,0,100,0,0,100,0,100,0,0,100,0,100,0,100,0,0,100,0,100,0,100,0,0,0,96,0,4,0,96,0,3,1,96,0,2,2,96,0,3,1,96,0,1,3,96,0,3,1,96,0,3,1,11,0,11,23,37,18,11,5,80,4,11,5,76,8,11,5,81,3,11,5,81,3,11,5,70,14,11,5,83,1,11,5,83,1,11,5,82,2,11,5,74,10,11,5,31,53,60,0,4,36,21,0,26,53,0,0,0,92,4,2,2,92,6,0,2,92,6,1,1,92,3,3,2,92,5,2,1,92,6,0,2,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,100,0,100,0,0,100,0,11,0,26,63,11,1,61,27,11,3,11,75,11,1,44,44,11,1,7,81,11,1,3,85,12,0,45,43,55,0,27,10,3,5,12,1,1,10,34,42,12,1,86,1,12,0,11,77,12,0,70,13,2,1,1,1,12,0,25,19,20,24,13,2,26,39,10,10,100,13,0,23,64,0,13,0,21,64,2,74,1,24,1,39,1,60,0,89,0,9,2,56,1,32,11,93,0,7,0,97,0,3,0,13,0,2,2,12,21,50,13,0,2,3,13,23,46,13,2,33,35,8,9,13,0,2,5,20,60,13,0,16,37,16,18,47,4,44,5,47,24,6,23,47,16,16,21,13,2,44,41,59,0,19,22,82,1,7,0,1,3,0,1,5,39,0,8,4,1,4,2,4,4,0,0,2,6,5,9,4,8,17,4,41,38,0,0,17,0,9,16,15,22,12,8,1,20,3,45,15,17,20,2,16,38,19,3,2,3.2580645161290325,2.4354019782571674,1.714285714285714,0.7559289460184544,14.481012658227849,4.331934960250178,2.25,1.3178264933847197
GRC,Greece,Attiki,2021-02-08,2021-02-08,295,0,0,0,0,32,289,2135122.3814750207,259,1,0,294,1,16,278,1,5,289,1,39,255,1,30,264,0,23,272,1,13,281,3,3,289,2,6,287,1,1,293,1,16,278,1,43,251,1,5,289,1,19,275,295,0,0,0,279,1,3,12,290,0,1,4,256,1,8,30,265,1,8,21,272,0,4,19,282,0,2,11,292,0,0,3,289,0,2,4,294,0,0,1,279,1,9,6,252,0,9,34,290,0,2,3,276,1,4,14,5,1,24,265,272,0,12,11,6,2,142,145,153,0,45,97,250,0,0,44,1,250,0,19,26,0,276,0,6,13,0,54,2,22,217,7,2,17,269,0,278,0,5,12,0,290,0,1,4,0,25,0,130,79,33,28,28,19,35,128,85,295,28,10,132,84,41,28,16,58,111,82,28,20,10,95,142,28,4,178,66,19,268,0,6,21,268,0,17,10,268,0,15,12,268,0,23,4,268,0,13,14,268,0,26,1,268,0,27,0,268,0,27,0,268,0,21,6,0,262,0,10,23,262,0,25,8,262,0,31,2,262,0,31,2,262,0,10,23,262,0,19,14,262,0,31,2,262,0,33,0,262,0,31,2,0,216,5,40,34,216,5,54,20,216,5,73,1,216,5,71,3,216,5,38,36,216,5,35,39,216,5,69,5,216,5,73,1,216,5,69,5,0,295,0,0,295,0,295,0,0,295,0,295,0,295,0,0,295,0,295,0,295,0,0,0,280,0,14,1,280,0,10,5,280,0,7,8,280,0,11,4,280,0,5,10,280,0,14,1,280,0,13,2,12,0,51,69,121,42,12,12,255,16,12,12,259,12,12,12,260,11,12,12,251,20,12,12,244,27,12,12,269,2,12,12,257,14,12,12,258,13,12,12,228,43,12,12,105,166,154,1,5,135,35,1,106,153,0,0,0,273,5,3,14,273,7,2,13,273,2,12,8,273,7,2,13,273,7,3,12,273,7,1,14,295,0,0,295,0,0,295,0,0,295,0,0,295,0,0,0,295,0,0,0,295,0,0,0,295,0,0,295,0,0,295,0,295,0,0,295,0,13,4,93,185,13,3,199,80,13,9,14,259,13,3,139,140,13,8,10,264,13,7,33,242,13,0,130,152,165,0,93,24,6,7,13,1,3,19,106,153,13,2,280,0,15,2,35,243,15,0,239,24,4,3,2,8,15,0,100,73,63,44,16,0,80,135,45,19,295,17,2,105,168,3,19,0,85,184,7,202,3,83,7,96,2,192,5,281,0,13,1,156,3,87,49,285,1,6,3,262,1,30,2,20,0,13,16,60,47,139,20,0,13,22,40,87,113,22,3,110,111,36,13,22,0,5,33,67,168,22,0,59,76,73,65,160,8,115,12,160,41,31,63,160,33,56,46,24,2,118,151,144,0,45,106,252,2,12,2,4,6,0,2,15,134,1,1,12,6,16,4,6,21,4,0,8,26,6,9,5,36,30,5,123,136,0,1,30,0,25,45,57,70,48,16,4,35,8,221,25,6,35,4,66,107,71,9,3,3.9270833333333335,4.458569021479677,1.5333333333333337,0.6399404734221844,14.243951612903226,4.862685704089719,2.5101214574898787,1.52182589353341
