ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C12..99,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
NZ,NZL,New Zealand,Auckland,2020-12-21,2020-12-21,130,0,0,0,0,13,128,856106.2567653467,109,1,0,129,0,14,116,0,1,129,1,25,104,1,20,109,0,18,112,1,6,123,0,4,126,1,7,122,0,2,128,1,2,127,1,13,116,1,1,128,1,14,115,130,0,0,0,116,0,8,6,129,0,0,1,105,0,4,21,110,0,8,12,112,0,5,13,124,0,2,4,126,0,2,2,123,0,1,6,128,0,0,2,128,0,0,2,117,0,3,10,129,0,1,0,116,0,7,7,2,0,9,119,121,7,2,2,1,44,83,86,0,6,38,124,0,6,0,124,0,6,0,130,0,0,9,1,1,119,130,0,0,0,0,0,2,0,58,33,24,13,73,3,12,35,7,73,2,29,21,5,73,4,21,23,9,73,2,23,24,8,73,2,5,32,18,0,129,0,1,0,129,0,0,1,129,0,0,1,129,0,0,1,129,0,0,1,129,0,0,1,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,6,1,69,54,6,0,102,22,6,3,86,35,6,2,87,35,6,1,46,77,6,2,23,99,8,0,95,27,35,0,40,20,20,15,9,0,0,7,39,75,9,1,120,0,12,1,29,88,12,2,2,7,20,34,53,0,12,1,15,15,40,47,12,2,9,25,42,40,130,130,61,1,18,50,28,1,16,85,44,0,10,76,43,1,7,79,84,1,5,40,107,1,20,2,14,1,1,2,3,24,85,14,1,1,1,12,16,85,16,1,11,28,43,31,16,0,0,8,25,81,16,0,4,24,29,57,102,0,20,8,102,2,7,19,102,0,11,17,17,0,79,34,96,0,6,28,125,0,1,0,1,0,0,1,2,48,0,1,7,8,5,0,1,16,5,0,4,12,0,0,6,17,20,3,48,58,0,1,20,0,16,16,17,29,17,11,4,21,5,69,25,10,21,1,18,23,33,20,14,6.345454545454546,6.83731098816059,1.375,1.1877349391654208,13.375,5.046438388015889,3.123809523809524,1.5044500534647083
NZ,NZL,New Zealand,Auckland,2020-12-22,2020-12-22,120,1,11605.008960461599,1,11605.008960461599,20,112,814309.9460724855,89,1,3,116,1,16,103,0,2,118,1,33,86,1,27,92,0,17,103,1,5,114,1,2,117,1,9,110,1,3,116,1,8,111,0,21,99,1,2,117,1,17,102,117,0,0,3,104,1,5,10,118,1,1,0,87,0,8,25,93,1,9,17,103,1,3,13,115,0,3,2,118,0,2,0,111,0,3,6,117,0,2,1,112,1,2,5,99,1,4,16,118,0,0,2,103,0,7,10,8,0,9,103,111,8,1,9,0,51,60,69,0,6,45,114,0,6,0,114,0,6,0,120,0,0,15,1,2,102,120,0,0,0,0,0,10,0,55,33,18,4,13,1,37,60,9,13,1,56,46,4,13,2,56,42,7,13,2,59,40,6,13,1,21,64,21,0,118,1,1,0,118,1,0,1,118,1,0,1,118,0,2,0,118,1,1,0,118,1,0,1,120,0,0,0,120,0,0,0,120,0,0,0,120,0,0,0,120,0,0,0,120,0,0,0,120,0,0,0,120,0,0,0,120,0,0,0,120,0,0,0,120,0,0,0,120,0,0,0,14,2,53,51,14,1,92,13,14,2,82,22,14,1,84,21,14,2,41,63,14,2,22,82,14,0,85,21,35,0,32,18,14,21,16,0,1,5,29,69,16,0,104,0,18,1,21,80,18,0,5,8,12,17,55,5,18,0,13,14,24,51,19,0,7,23,27,44,120,120,67,2,6,45,28,3,12,77,38,3,4,75,36,3,6,75,79,2,7,32,98,0,19,3,21,0,3,0,4,14,78,21,1,2,2,3,18,73,22,1,13,26,26,32,22,0,3,4,11,80,22,0,5,18,30,45,97,1,16,6,97,4,3,16,97,3,8,12,22,0,63,35,85,1,11,23,111,0,2,1,1,0,0,0,5,48,0,1,6,3,8,3,5,9,6,0,1,7,4,0,3,16,29,0,30,59,1,1,29,0,5,19,19,15,20,12,1,30,2,60,21,7,30,0,13,25,28,18,6,6.339754716981132,7.777924982592278,2.2222222222222223,1.6414763002993509,14.282352941176471,4.917441661372019,3.2045454545454546,1.5324767040594283
NZ,NZL,New Zealand,Canterbury,2020-12-22,2020-12-21,100,0,0,0,0,6,95,541587.5541330411,81,0,1,99,0,9,91,0,2,98,0,25,75,0,13,87,0,20,80,0,6,94,0,3,97,2,5,93,0,2,98,0,2,98,0,20,80,0,2,98,0,7,93,99,0,1,0,91,0,3,6,98,0,0,2,75,0,4,21,87,0,3,10,80,0,4,16,94,0,3,3,97,0,1,2,95,0,2,3,98,0,1,1,98,0,1,1,80,0,3,17,98,0,1,1,93,0,4,3,3,2,3,92,97,3,0,4,0,18,78,82,2,1,15,99,0,1,0,99,0,1,0,100,0,0,7,1,1,91,100,0,0,0,0,0,5,0,31,36,21,7,19,1,22,47,11,19,2,43,32,4,19,1,39,35,6,19,1,40,32,8,19,2,9,42,28,0,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,7,2,41,50,7,1,79,13,7,0,65,28,7,2,66,25,7,0,35,58,7,0,6,87,8,0,68,24,32,0,29,13,9,17,9,1,0,6,34,50,9,1,90,0,12,2,24,62,12,0,0,2,3,1,76,6,12,0,14,11,28,35,12,0,1,20,18,49,100,100,59,1,0,40,22,1,4,73,36,1,3,60,35,1,3,61,66,1,2,31,94,1,1,4,13,0,1,3,2,10,71,13,0,0,4,7,15,61,14,0,9,19,32,26,14,0,2,4,10,70,14,0,6,13,28,39,81,2,11,6,81,2,2,15,81,2,7,10,15,0,51,34,66,0,7,27,93,0,1,1,1,0,0,0,4,43,0,3,5,2,8,1,2,5,3,0,2,5,0,0,6,15,17,1,27,55,0,0,17,0,11,5,8,19,17,16,7,18,2,48,17,15,18,2,20,15,26,13,6,5.1,7.628556337530175,2,1.7320508075688772,12.561643835616437,4.89610474813585,2.792207792207792,1.4449336384111786
NZ,NZL,New Zealand,Auckland,2020-12-23,2020-12-23,131,1,3430.86964376187,0,0,4,128,903690.9921462705,107,0,1,130,1,12,118,1,4,126,1,26,104,1,16,114,1,15,115,1,5,125,1,3,127,1,7,123,1,1,129,1,4,126,1,23,107,1,0,130,1,9,121,130,0,1,0,119,0,4,8,127,0,1,3,105,0,8,18,115,0,6,10,116,0,3,12,126,0,3,2,128,0,1,2,124,0,1,6,130,0,1,0,127,0,0,4,108,0,4,19,131,0,0,0,122,0,6,3,3,0,2,126,130,1,0,4,3,48,76,83,1,3,44,128,0,3,0,128,0,3,0,131,0,0,12,1,2,116,131,0,0,0,0,0,7,0,53,43,19,9,9,3,34,70,15,9,4,67,41,10,9,2,58,44,18,9,5,63,40,14,9,4,20,60,38,0,129,1,1,0,129,1,1,0,129,1,1,0,129,1,1,0,129,0,2,0,129,1,1,0,131,0,0,0,131,0,0,0,131,0,0,0,131,0,0,0,131,0,0,0,131,0,0,0,131,0,0,0,131,0,0,0,131,0,0,0,131,0,0,0,131,0,0,0,131,0,0,0,11,0,58,62,11,1,102,17,11,1,91,28,11,3,83,34,11,1,46,73,11,2,23,95,14,0,89,28,42,0,34,15,11,29,15,0,2,6,29,79,15,0,116,0,16,1,29,85,16,0,4,3,18,25,65,0,16,0,13,26,32,44,18,1,3,20,37,52,131,131,73,1,6,51,30,2,6,93,41,2,2,86,49,1,2,79,86,2,3,40,108,0,22,1,18,0,0,0,12,14,87,18,0,0,2,9,20,82,19,1,13,33,42,23,19,0,2,6,16,88,19,0,7,16,32,57,108,1,10,12,108,2,2,19,108,1,7,15,21,0,74,36,95,0,17,19,115,0,2,3,2,0,1,0,8,41,0,0,7,5,17,1,8,12,3,0,1,9,3,2,6,16,23,0,41,66,1,0,23,0,5,21,19,21,22,14,6,24,4,59,33,11,24,3,18,23,33,23,7,7.413793103448276,8.713841545653594,3,0,13.637254901960784,4.880328701164643,2.950980392156863,1.4168536539951644
NZ,NZL,New Zealand,Canterbury,2020-12-23,2020-12-22,100,0,0,0,0,14,92,547279.6177163905,76,0,1,99,0,16,84,0,2,98,1,20,79,1,14,85,0,15,85,0,11,89,0,2,98,0,3,97,0,1,99,0,4,96,0,22,78,1,0,99,1,15,84,99,0,1,0,84,0,10,6,98,0,0,2,80,0,2,18,86,0,3,11,85,0,5,10,89,0,6,5,98,0,1,1,97,0,2,1,99,0,1,0,96,0,1,3,78,0,3,19,100,0,0,0,85,0,4,11,6,2,6,86,94,6,0,7,0,22,71,78,2,1,19,99,0,1,0,99,0,1,0,100,0,0,10,1,3,86,100,0,0,0,0,0,8,0,44,29,12,7,9,1,23,56,11,9,3,50,31,7,9,2,45,33,11,9,2,47,31,11,9,2,13,45,31,0,97,1,0,2,97,0,2,1,97,0,2,1,97,0,0,3,97,0,0,3,97,0,0,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,10,2,40,48,10,1,78,11,10,0,65,25,10,0,67,23,10,0,29,61,10,0,11,79,10,0,66,24,34,0,22,16,15,13,11,1,0,3,29,56,11,1,88,0,12,1,20,67,12,0,2,2,2,4,74,4,12,0,11,11,27,39,13,1,5,9,25,47,100,100,60,0,2,38,22,0,6,72,35,0,6,59,33,0,6,61,71,0,1,28,89,0,1,10,17,0,2,1,7,11,62,17,0,0,3,8,11,61,17,0,3,15,34,31,17,0,0,3,11,69,17,0,2,16,21,44,82,0,14,4,82,2,0,16,82,2,2,14,19,0,48,33,67,0,9,24,92,0,1,1,1,1,1,0,3,44,0,0,4,6,11,1,4,6,2,0,3,4,1,1,1,12,22,2,28,48,0,0,22,0,9,10,11,13,19,12,4,22,4,50,12,12,22,2,12,17,33,11,3,5.069767441860465,8.045689022662442,2.3333333333333335,1.0327955589886444,12.306666666666667,5.180455300175566,3.013333333333333,1.4472091812915002
NZ,NZL,New Zealand,Waikato,2020-12-23,2020-12-21,100,1,6123.12493707371,0,0,8,97,628244.4324959719,77,0,1,99,1,9,90,0,5,95,0,17,83,0,16,84,0,12,88,0,4,96,1,1,98,0,0,100,0,2,98,0,7,93,0,19,81,1,0,99,1,10,89,99,0,0,1,91,2,0,7,95,2,0,3,83,2,3,12,84,2,1,13,88,1,2,9,96,0,1,3,99,0,0,1,100,0,0,0,98,2,0,0,93,1,2,4,81,1,3,15,100,0,0,0,90,1,3,6,3,0,4,93,96,4,0,3,0,33,64,67,1,4,28,96,0,4,0,96,0,4,0,100,0,0,8,0,2,90,100,0,0,0,0,0,4,0,43,28,19,6,6,0,29,57,8,6,0,51,39,4,6,1,43,42,8,6,1,49,38,6,6,1,18,47,28,0,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,5,0,47,48,5,0,81,14,5,0,65,30,5,0,71,24,5,0,35,60,5,0,8,87,6,0,67,27,33,0,26,14,10,17,8,0,1,7,30,54,8,0,92,0,9,1,26,64,9,0,3,3,4,6,70,5,9,0,13,12,26,40,10,1,1,19,29,40,100,100,53,0,4,43,19,0,9,72,35,0,4,61,29,0,6,65,65,0,4,31,92,0,5,3,10,1,1,2,6,9,71,10,0,2,4,4,11,69,10,0,11,13,39,27,10,0,0,5,14,71,10,0,3,14,25,48,83,1,8,8,83,1,3,13,83,1,5,11,11,0,58,31,69,0,12,19,88,0,1,0,2,1,2,0,6,30,0,4,5,4,12,1,2,7,4,0,3,9,1,2,3,13,16,1,29,54,0,0,16,0,10,12,9,22,10,17,4,19,1,25,25,30,19,1,8,21,32,11,8,5.857142857142857,7.170785735693606,2,1.4142135623730951,13.314102564102564,6.00060006434366,3.2692307692307696,1.6723346844167577
NZ,NZL,New Zealand,Wellington,2020-12-23,2020-12-22,100,0,0,0,0,4,94,534475.2187130904,77,0,2,98,0,13,87,0,3,97,0,18,82,0,15,85,0,19,81,0,4,96,0,2,98,0,4,96,0,1,99,0,3,97,0,11,89,0,0,100,0,11,89,98,0,2,0,87,1,3,9,97,1,0,2,82,1,4,13,85,1,1,13,81,1,5,13,96,0,2,2,98,0,1,1,96,0,0,4,99,0,0,1,97,0,3,0,89,1,1,9,100,0,0,0,89,0,3,8,6,0,3,91,97,2,1,6,0,29,65,71,0,1,28,99,0,1,0,99,0,1,0,100,0,0,7,0,0,93,100,0,0,0,0,0,6,1,42,36,12,3,9,1,31,56,3,9,1,53,34,3,9,1,43,40,7,9,0,50,35,6,9,1,10,59,21,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,10,1,39,50,10,1,73,16,10,1,63,26,10,1,66,23,10,1,32,57,10,1,19,70,13,0,67,20,33,0,28,13,13,13,13,0,1,5,20,61,13,0,87,0,14,2,20,64,14,0,3,2,6,5,69,1,14,0,8,8,24,46,16,0,3,11,22,48,100,100,61,0,1,38,27,1,5,67,37,1,4,58,34,2,5,59,68,1,1,30,81,0,3,16,16,1,0,1,2,6,74,16,0,1,1,3,14,65,16,1,8,16,32,27,16,1,1,0,12,70,16,0,1,10,22,51,89,1,8,2,89,2,3,6,89,2,4,5,17,0,63,20,80,0,8,12,92,0,1,0,0,0,1,0,6,30,0,0,8,2,8,1,3,8,0,0,2,9,10,0,2,17,19,2,23,53,2,1,19,1,8,22,7,15,12,16,0,23,2,43,26,6,23,1,10,21,27,17,1,4.7368421052631575,6.416550435234571,1.3333333333333333,0.5773502691896257,14.146666666666667,4.566900105824144,3.1333333333333333,1.5882451078226316
NZ,NZL,New Zealand,Auckland,2020-12-24,2020-12-23,100,0,0,0,0,3,98,823817.3749933724,76,0,0,100,0,13,87,0,3,97,0,21,79,0,14,86,0,9,91,0,9,91,0,2,98,0,1,99,0,0,100,0,2,98,0,9,91,0,1,99,0,6,94,100,0,0,0,87,0,3,10,97,0,2,1,79,1,3,17,86,0,5,9,91,1,0,8,91,0,2,7,98,0,1,1,99,0,0,1,100,0,0,0,98,0,1,1,91,0,2,7,99,0,0,1,94,1,2,3,2,0,3,95,97,3,0,2,2,40,56,60,2,4,34,96,1,3,0,96,1,3,0,99,0,1,11,0,3,86,100,0,0,0,0,0,5,0,41,32,16,6,6,1,34,51,8,6,0,50,35,9,6,1,48,34,11,6,1,45,38,10,6,2,12,49,31,0,97,1,0,2,97,1,1,1,97,1,0,2,97,1,1,1,97,1,0,2,97,1,1,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,7,0,46,47,7,0,75,18,7,0,59,34,7,0,67,26,7,0,28,65,7,0,15,78,8,1,69,22,31,0,29,20,6,14,10,1,0,4,32,53,10,2,88,0,13,2,15,70,13,1,3,6,11,14,51,1,13,1,10,16,25,35,15,2,3,20,26,34,100,100,55,1,8,36,26,1,15,58,42,1,11,46,34,1,9,56,73,1,3,23,85,1,9,5,17,0,1,1,7,9,65,17,0,0,2,5,13,63,20,0,7,25,24,24,20,0,0,2,13,65,20,0,0,12,25,43,88,0,9,3,88,0,3,9,88,0,4,8,20,0,55,25,75,0,11,14,89,0,1,0,1,1,0,1,7,34,0,0,5,4,7,1,3,10,3,0,3,9,1,3,4,13,22,1,37,40,0,0,22,0,5,10,16,20,10,13,4,24,4,44,16,12,24,2,10,22,25,11,6,4.435897435897436,5.743622879218087,1,0,13.824324324324325,5.6746446587395996,3.287671232876712,1.6370659056066887
NZ,NZL,New Zealand,Canterbury,2020-12-24,2020-12-23,100,1,7504.75972043264,1,7504.75972043264,9,96,645728.0950195995,79,0,1,99,0,17,83,0,2,98,1,18,81,1,16,83,0,14,86,0,9,91,0,2,98,1,5,94,0,3,97,0,4,96,0,19,81,1,1,98,1,13,86,99,1,0,0,83,1,7,9,98,0,0,2,82,1,3,14,84,1,5,10,86,1,3,10,91,1,4,4,98,0,1,1,95,0,3,2,97,1,2,0,96,0,2,2,81,1,6,12,99,1,0,0,87,1,4,8,4,0,5,91,95,5,0,5,1,20,74,80,0,1,19,99,0,1,0,99,0,1,0,100,0,0,7,2,2,89,100,0,0,0,0,0,5,0,44,31,12,8,5,2,24,62,7,5,1,48,40,6,5,1,41,43,10,5,1,43,42,9,5,1,14,52,28,0,98,1,0,1,98,0,2,0,98,0,2,0,98,0,0,2,98,0,0,2,98,0,0,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,6,0,42,52,6,0,79,15,6,0,65,29,6,0,71,23,6,0,34,60,6,0,15,79,6,0,68,26,32,0,17,18,21,12,6,0,1,2,33,58,6,0,94,0,7,1,18,74,7,0,2,2,4,9,74,2,7,0,18,13,22,40,7,1,5,12,21,54,100,100,58,0,2,40,21,0,8,71,35,0,6,59,29,0,6,65,66,0,3,31,85,0,3,12,10,0,2,1,8,10,69,10,0,1,2,9,13,65,11,0,5,18,29,37,11,0,1,5,14,69,11,0,3,19,19,48,78,0,16,6,78,2,0,20,78,2,3,17,12,1,50,37,63,0,13,24,88,0,2,1,1,2,1,1,4,39,0,0,5,10,11,1,3,7,2,0,2,4,0,2,1,13,18,2,30,49,1,0,18,0,14,10,11,15,20,7,5,20,3,51,14,12,20,1,8,20,33,16,2,5.6923076923076925,6.237213641370413,1.8000000000000003,0.8366600265340757,12.467532467532468,5.3914757660989245,3.2435897435897436,1.4521448304919893
NZ,NZL,New Zealand,Waikato,2020-12-24,2020-12-22,100,1,6123.12493707371,0,0,9,96,715782.7111202822,81,0,1,99,1,13,86,0,6,94,0,21,79,0,21,79,0,11,89,0,3,97,1,1,98,0,0,100,0,4,96,0,6,94,0,20,80,1,0,99,1,12,87,99,0,0,1,87,2,1,10,94,2,0,4,79,2,1,18,79,2,2,17,89,1,0,10,97,0,1,2,99,0,0,1,100,0,0,0,96,2,0,2,94,1,2,3,80,1,2,17,100,0,0,0,88,1,2,9,4,0,5,91,95,5,0,4,0,29,67,71,1,4,24,96,0,4,0,96,0,4,0,100,0,0,9,1,1,89,100,0,0,0,0,0,5,0,44,27,18,6,6,0,25,62,7,6,0,49,40,5,6,1,39,45,9,6,1,45,42,6,6,1,15,51,27,0,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,8,0,45,47,8,0,78,14,8,0,66,26,8,0,73,19,8,0,32,60,8,0,7,85,10,0,68,22,32,0,25,15,13,15,12,0,1,5,29,53,12,0,88,0,13,1,20,66,13,0,3,1,5,7,68,3,13,0,10,10,25,42,13,1,1,14,27,44,100,100,55,0,4,41,22,0,10,68,34,0,5,61,27,0,6,67,68,0,3,29,93,0,4,3,13,1,0,2,7,8,69,13,0,1,4,4,11,67,13,1,7,14,40,25,13,0,0,4,15,68,13,0,3,10,25,49,87,1,7,5,87,1,1,11,87,1,4,8,13,0,61,26,74,0,11,15,89,0,0,0,2,1,2,0,6,28,0,4,7,6,10,1,2,7,4,0,3,10,1,2,4,11,16,1,31,52,0,0,16,0,8,13,13,19,11,15,5,18,1,28,24,29,18,1,6,20,32,14,9,6.2,7.768233682469558,1.8000000000000003,1.3038404810405297,13.018987341772151,6.1406814110606165,3.3924050632911396,1.5804715420907298
