ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C12..99,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
NZ,NZL,New Zealand,Wellington,2020-12-27,2020-12-26,100,0,0,0,0,4,94,472319.8028845741,78,0,0,100,0,13,87,0,4,96,0,21,79,0,26,74,0,13,87,0,7,93,0,3,97,0,4,96,0,1,99,0,2,98,0,15,85,0,6,94,0,10,90,100,0,0,0,87,0,5,8,96,0,1,3,79,1,3,17,74,2,6,18,87,1,1,11,93,0,3,4,97,0,0,3,96,1,2,1,99,0,0,1,98,0,1,1,85,0,0,15,94,1,1,4,90,1,4,5,6,0,3,91,97,2,1,6,1,22,71,78,0,0,22,100,0,0,0,100,0,0,0,100,0,0,7,0,1,92,100,0,0,0,0,0,8,0,50,28,12,2,10,1,27,55,7,10,1,51,37,1,10,0,47,40,3,10,0,48,35,7,10,1,15,51,23,0,99,0,1,0,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,10,0,23,67,10,0,59,31,10,0,51,39,10,0,64,26,10,0,31,59,10,0,15,75,13,0,65,22,35,0,28,20,6,11,14,1,2,1,31,51,14,0,86,0,15,0,18,67,15,0,0,1,5,5,70,4,15,0,7,23,27,28,15,1,2,10,28,44,100,100,78,0,1,21,41,0,5,54,49,0,3,48,37,0,4,59,69,0,1,30,85,0,5,10,16,0,0,1,6,7,70,16,0,0,1,5,14,64,19,0,7,12,40,22,19,0,0,4,6,71,19,0,4,11,18,48,85,1,7,7,85,1,2,12,85,0,7,8,19,0,44,37,63,0,17,20,83,1,0,0,0,0,0,1,15,40,0,0,4,4,13,0,1,8,1,0,2,10,7,0,0,10,20,1,36,42,0,1,20,0,11,7,18,12,17,10,5,21,1,43,28,7,21,0,11,18,36,12,2,5.3977272727272725,7.180868919254686,1.5,0.7071067811865476,13.285714285714286,5.6098061296296216,2.9740259740259742,1.33745660012249
NZ,NZL,New Zealand,-99,2020-12-28,2020-12-21,100,2,16561.73621957742,1,6683.13203345003,5,90,896207.6999780888,65,4,2,94,5,15,80,5,4,91,4,15,81,5,14,81,5,12,83,5,7,88,6,3,91,5,2,93,3,2,95,6,1,93,5,15,80,5,2,93,6,11,83,98,0,1,1,85,1,3,11,96,0,1,3,85,1,4,10,86,0,4,10,88,0,3,9,93,0,3,4,97,0,1,2,98,0,1,1,98,0,1,1,99,0,0,1,85,0,3,12,98,0,0,2,89,0,2,9,9,1,5,85,97,1,2,11,2,24,63,76,0,0,24,100,0,0,0,100,0,0,0,100,0,0,13,2,1,84,100,0,0,0,0,0,13,0,40,23,18,6,17,9,31,34,9,17,4,45,28,6,17,4,50,24,5,17,5,45,26,7,17,8,16,32,27,0,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,15,0,37,48,15,0,67,18,15,0,50,35,15,2,59,24,15,1,33,51,15,0,11,74,17,0,56,27,44,0,20,13,10,13,18,3,0,6,20,53,18,4,76,2,20,3,12,65,20,0,3,6,5,4,58,4,20,0,16,11,33,20,21,1,8,16,22,32,100,100,64,1,5,30,34,0,12,54,50,1,7,42,42,0,9,49,67,0,4,29,89,0,4,7,21,0,1,2,3,5,68,21,0,0,1,4,10,64,26,0,9,15,24,26,26,0,2,4,14,54,26,0,3,9,23,39,89,1,8,2,89,3,2,6,89,3,2,6,27,1,36,36,64,0,11,25,89,0,1,2,2,1,0,0,5,53,0,4,3,2,4,0,4,3,1,1,0,6,3,0,6,10,31,1,24,41,0,3,31,2,0,5,10,10,22,14,6,33,1,27,26,13,33,0,10,13,21,17,6,5.571428571428571,7.724077657647912,1,0,11.446428571428571,5.246365470432902,2.8095238095238093,1.4352379015694168
NZ,NZL,New Zealand,Auckland,2020-12-28,2020-12-27,100,0,0,0,0,2,93,585469.1503075652,74,0,1,99,0,11,89,0,1,99,0,10,90,0,14,86,0,10,90,0,5,95,0,1,99,0,2,98,0,0,100,0,1,99,0,7,93,0,5,95,0,5,95,99,0,0,1,89,0,5,6,99,0,0,1,90,0,2,8,86,0,4,10,90,0,2,8,95,0,4,1,99,0,0,1,98,0,1,1,100,0,0,0,99,0,0,1,93,0,3,4,95,0,1,4,95,0,1,4,6,1,2,91,98,2,0,7,3,35,55,65,0,3,32,97,0,3,0,97,0,3,0,100,0,0,13,1,1,85,100,0,0,0,0,0,8,0,42,24,21,5,10,0,23,54,13,10,0,43,40,7,10,2,35,41,12,10,2,42,37,9,10,2,9,52,27,0,99,0,0,1,99,0,0,1,99,0,0,1,99,0,1,0,99,0,0,1,99,0,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,11,1,26,62,11,0,67,22,11,0,60,29,11,0,67,22,11,1,36,52,11,2,11,76,12,0,63,25,37,0,22,16,10,15,12,0,1,6,27,54,12,1,87,0,14,1,18,67,14,0,2,0,8,8,65,3,14,0,5,17,35,29,16,1,4,13,29,37,100,100,74,0,3,23,34,0,10,56,41,0,7,52,34,0,9,57,65,0,5,30,89,0,7,4,17,0,0,1,4,8,70,17,0,0,1,5,8,69,19,0,8,14,30,29,19,0,1,4,9,67,19,0,3,8,15,55,89,0,9,2,89,1,2,8,89,1,4,6,20,0,51,29,71,0,10,19,91,0,1,1,0,1,0,0,6,41,0,1,2,5,7,0,2,8,0,0,4,8,5,1,1,15,25,2,29,43,0,1,25,0,8,9,14,14,20,10,0,25,3,54,12,6,25,0,11,12,27,20,5,6.035714285714286,7.904439178724745,1,0,13.5,4.9413223601245315,3.267605633802817,1.585269210836112
NZ,NZL,New Zealand,Bay of Plenty,2020-12-28,2020-12-24,100,0,0,0,0,1,96,790911.984993763,76,1,0,99,1,5,94,1,2,97,1,15,84,1,18,81,1,19,80,1,2,97,1,3,96,1,2,97,1,0,99,1,10,89,1,13,86,1,2,97,0,4,96,100,0,0,0,95,0,1,4,98,0,0,2,85,1,1,13,82,0,4,14,81,1,6,12,98,0,1,1,97,0,2,1,98,0,1,1,100,0,0,0,90,0,5,5,87,0,3,10,98,0,1,1,96,0,1,3,4,0,1,95,99,1,0,4,2,26,68,74,1,1,24,99,0,1,0,99,0,1,0,100,0,0,8,1,1,90,100,0,0,0,0,0,6,1,27,38,20,8,10,3,31,45,11,10,1,40,42,7,10,2,37,39,12,10,1,43,39,7,10,3,20,42,25,0,99,0,0,1,99,0,0,1,99,0,1,0,99,0,0,1,99,0,0,1,99,0,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,10,0,27,63,10,0,61,29,10,1,50,39,10,0,70,20,10,1,32,57,10,0,7,83,12,0,66,22,34,0,21,18,14,13,13,0,0,6,31,50,13,0,87,0,14,1,13,72,14,0,0,1,3,6,71,5,14,0,10,10,40,26,15,0,3,16,27,39,100,100,73,0,4,23,40,0,4,56,51,0,3,46,31,0,6,63,69,0,4,27,94,0,1,5,15,0,1,0,1,6,77,15,0,0,0,6,13,66,15,0,7,16,34,28,15,0,0,1,11,73,15,0,2,13,17,53,85,1,9,5,85,2,2,11,85,2,3,10,16,0,55,29,71,0,14,15,88,0,0,1,1,4,0,2,4,36,0,8,6,1,8,0,3,8,3,0,0,4,3,2,2,16,23,0,34,42,0,1,23,0,9,9,7,14,22,13,3,23,1,41,21,14,23,0,14,16,22,13,12,4.176470588235294,6.8599434057003545,1,0,12.5,5.334465459549854,3.1842105263157894,1.614191449329267
NZ,NZL,New Zealand,Canterbury,2020-12-28,2020-12-26,100,0,0,0,0,8,98,504960.99727449997,81,0,0,100,0,13,87,0,1,99,0,19,81,0,17,83,0,18,82,0,8,92,0,3,97,0,4,96,0,1,99,0,4,96,0,18,82,0,0,100,0,3,97,100,0,0,0,87,0,6,7,99,0,0,1,81,0,2,17,83,0,6,11,82,0,4,14,92,0,2,6,97,0,1,2,96,0,1,3,99,0,0,1,96,0,1,3,82,0,5,13,100,0,0,0,97,0,1,2,2,0,4,94,96,3,1,2,1,18,79,82,1,1,16,99,0,1,0,99,0,1,0,100,0,0,5,0,1,94,100,0,0,0,0,0,4,0,41,32,15,8,4,0,23,64,9,4,0,43,46,7,4,0,42,44,10,4,0,39,47,10,4,0,17,54,25,0,99,0,1,0,99,1,0,0,99,1,0,0,99,1,0,0,99,1,0,0,99,1,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,4,0,37,59,4,0,61,35,4,2,55,39,4,0,68,28,4,0,31,65,4,1,9,86,6,0,67,27,33,0,20,24,12,11,7,0,0,8,35,50,7,0,93,0,9,1,13,77,9,0,0,1,2,3,82,3,9,0,11,17,35,28,9,1,3,11,34,42,100,100,64,0,1,35,40,0,1,59,46,0,1,53,34,0,0,66,70,0,0,30,91,0,1,8,11,0,2,2,4,8,73,11,0,1,3,5,11,69,12,1,7,17,30,33,12,0,0,5,12,71,12,0,3,11,22,52,86,1,10,3,86,2,1,11,86,2,6,6,12,0,52,36,64,0,20,16,80,0,1,0,2,1,0,0,16,29,0,5,4,3,7,0,1,11,4,0,3,4,3,1,4,21,16,3,31,49,1,0,16,0,10,7,11,20,18,14,4,17,5,48,19,11,17,3,14,23,25,15,3,7.232558139534884,7.936765591978606,2,2,11.963414634146341,5.33899033769083,2.8205128205128207,1.3745704381529122
NZ,NZL,New Zealand,Hawke's Bay,2020-12-28,2020-12-21,100,1,5960.848763216552,0,0,6,95,587342.0207891888,81,1,1,98,0,13,87,1,3,96,1,17,82,1,17,82,1,15,84,1,5,94,1,0,99,1,4,95,1,0,99,1,4,95,1,11,88,1,1,98,1,7,92,99,0,1,0,87,0,3,10,97,0,2,1,83,1,5,11,83,1,4,12,85,0,2,13,95,0,3,2,100,0,0,0,96,0,3,1,100,0,0,0,96,0,2,2,89,3,2,6,99,0,0,1,93,0,5,2,5,0,2,93,98,2,0,6,1,26,67,74,0,2,24,98,0,2,0,98,0,2,0,100,0,0,10,1,1,88,100,0,0,0,0,0,7,0,49,24,10,10,7,1,31,46,15,7,0,53,29,11,7,1,48,30,14,7,1,46,33,13,7,1,25,41,26,0,99,1,0,0,99,0,1,0,99,0,1,0,99,1,0,0,99,0,1,0,99,1,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,7,2,35,56,7,4,69,20,7,3,55,35,7,0,69,24,7,4,35,54,7,3,6,84,9,0,69,22,31,0,26,16,12,15,9,1,2,8,22,58,9,1,89,1,12,1,20,67,12,0,2,2,2,8,70,4,12,0,12,13,28,35,12,3,6,15,19,45,100,100,65,3,2,30,31,3,6,60,45,3,2,50,32,3,5,60,65,3,2,30,94,1,1,4,14,0,1,0,3,10,72,14,0,0,0,3,10,73,15,1,7,15,26,36,15,0,1,3,12,69,15,0,4,10,24,47,86,0,9,5,86,6,1,7,86,4,2,8,15,0,48,37,63,0,21,16,81,0,4,0,1,2,0,0,12,33,0,8,1,2,8,1,1,11,7,0,4,3,5,0,3,13,18,0,32,49,0,1,18,0,5,8,7,19,28,13,2,19,3,30,27,21,19,3,15,19,26,16,2,7.756410256410256,10.066797820239376,3,1.4142135623730951,12.37012987012987,5.301069031586805,2.8552631578947367,1.6141371058529161
NZ,NZL,New Zealand,Manawatu-Wanganui,2020-12-28,2020-12-22,100,0,0,0,0,5,96,804296.1696593638,71,1,0,99,1,7,92,1,2,97,0,18,82,1,12,87,1,16,83,1,4,95,0,4,96,0,5,95,1,2,97,1,5,94,0,17,83,1,1,98,1,14,85,100,0,0,0,93,0,3,4,98,0,2,0,82,0,3,15,88,0,5,7,84,0,2,14,96,0,2,2,96,0,1,3,95,0,2,3,98,0,0,2,95,0,2,3,83,0,2,15,99,0,1,0,86,0,5,9,4,0,4,92,97,2,1,5,1,23,71,77,0,0,23,100,0,0,0,100,0,0,0,100,0,0,6,2,3,89,100,0,0,0,0,0,8,0,48,23,15,6,11,3,22,59,5,11,1,43,42,3,11,2,40,39,8,11,2,42,40,5,11,2,11,53,23,0,97,0,1,2,97,0,3,0,97,0,0,3,97,0,0,3,97,0,1,2,97,0,1,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,11,0,26,63,11,0,68,21,11,0,45,44,11,0,67,22,11,0,29,60,11,0,6,83,13,0,62,25,38,0,25,13,15,9,15,0,1,6,27,51,15,0,85,0,19,1,9,71,19,0,1,1,1,5,71,2,19,0,11,13,30,27,20,0,3,10,34,33,100,100,74,0,0,26,32,0,4,64,55,0,1,44,33,0,3,64,71,1,1,27,94,0,2,4,21,0,0,1,6,8,64,21,0,0,1,5,12,61,22,1,6,12,31,28,22,0,0,2,10,66,22,0,2,6,26,44,92,3,5,0,92,2,1,5,92,0,4,4,22,0,40,38,62,0,18,20,84,2,2,0,1,0,0,1,10,46,0,5,5,1,7,2,2,10,1,0,1,8,2,1,1,8,28,2,28,42,0,0,28,0,5,7,8,15,15,15,7,29,2,19,31,19,29,1,14,12,29,9,6,5.657894736842105,7.694421692226738,1.5,0.7071067811865476,11.447761194029852,5.052103018724441,2.8676470588235294,1.5919987602626413
NZ,NZL,New Zealand,Northland,2020-12-28,2020-12-21,100,1,9651.10630973429,0,0,5,97,885581.2394466905,70,1,1,98,0,10,90,0,0,100,1,19,80,1,14,85,1,16,83,1,8,91,0,1,99,0,4,96,1,1,98,1,1,98,1,11,88,1,1,98,1,12,87,99,0,1,0,90,0,3,7,100,0,0,0,81,0,7,12,86,0,6,8,84,0,6,10,92,0,2,6,99,0,0,1,96,0,1,3,99,0,0,1,99,0,1,0,89,0,4,7,99,0,1,0,88,0,6,6,3,0,5,92,97,3,0,7,1,27,65,73,0,2,25,98,1,1,0,98,0,2,0,100,0,0,11,1,1,87,100,0,0,0,0,0,10,0,34,29,18,9,12,2,26,49,11,12,3,44,33,8,12,4,38,32,14,12,4,44,30,10,12,3,13,44,28,0,99,0,1,0,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,1,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,14,0,27,59,14,0,66,20,14,1,42,43,14,0,70,16,14,0,28,58,14,0,6,80,15,0,69,16,31,0,30,13,14,12,16,0,0,4,25,55,16,0,83,1,21,0,23,56,21,0,1,0,1,3,71,3,21,0,6,17,33,23,21,4,2,14,18,41,100,100,73,1,5,21,34,2,4,60,58,2,2,38,30,1,7,62,72,1,3,24,94,0,0,6,22,0,1,1,2,9,65,22,0,1,1,6,14,56,22,0,9,16,22,31,22,0,3,5,8,62,22,0,7,11,16,44,82,1,12,5,82,2,4,12,82,1,10,7,22,2,42,34,66,0,8,26,94,1,0,0,0,0,0,0,5,52,0,3,4,1,4,1,0,14,0,0,3,4,1,0,3,10,29,1,21,49,0,0,29,1,3,10,10,15,16,10,6,30,0,14,22,34,30,0,10,16,28,11,5,7.039473684210526,8.742859309441858,1,0,11.7,5.519001268345569,2.857142857142857,1.5906038802711842
NZ,NZL,New Zealand,Otago,2020-12-28,2020-12-23,100,0,0,0,0,5,97,627586.9681903148,78,0,2,98,0,12,88,0,0,100,0,19,81,0,22,78,0,15,85,0,7,93,0,1,99,0,3,97,0,2,98,0,3,97,0,11,89,0,4,96,0,10,90,98,0,0,2,88,0,9,3,100,0,0,0,81,0,7,12,78,0,13,9,85,0,6,9,93,0,5,2,99,0,1,0,97,0,0,3,98,0,1,1,97,0,2,1,89,0,2,9,96,0,0,4,90,1,3,6,3,0,5,92,95,4,1,3,0,25,72,75,1,0,24,100,0,0,0,100,0,0,0,100,0,0,4,1,1,94,100,0,0,0,0,0,4,0,41,28,17,10,6,1,28,57,8,6,3,46,38,7,6,2,44,39,9,6,1,42,41,10,6,2,18,44,30,0,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,8,0,29,63,8,0,69,23,8,0,48,44,8,1,63,28,8,0,27,65,8,0,10,82,8,0,69,23,31,0,28,18,8,15,9,1,1,6,31,52,9,2,89,0,13,2,13,72,13,0,1,0,5,5,75,1,13,0,9,16,35,27,14,1,2,10,30,43,100,100,71,0,2,27,31,1,3,65,52,0,0,48,37,1,4,58,73,0,0,27,90,0,4,6,14,0,1,1,3,11,70,14,1,0,1,10,17,57,15,1,7,22,27,28,15,1,2,1,11,70,15,0,3,7,30,45,90,1,8,1,90,1,0,9,90,1,4,5,18,0,54,28,72,0,8,20,94,0,0,0,2,2,0,0,2,40,0,6,1,3,10,1,4,5,3,0,1,6,1,5,2,12,21,4,31,44,0,0,21,0,5,12,11,16,16,13,6,22,3,33,18,24,22,0,8,21,32,10,7,5.675,7.730683122367747,1,0,12.736111111111112,5.733501880915917,2.918918918918919,1.4874521450274494
NZ,NZL,New Zealand,Waikato,2020-12-28,2020-12-25,100,0,0,0,0,6,99,754043.4519840743,76,0,0,100,0,18,82,0,4,96,0,24,76,0,16,84,0,17,83,0,6,94,0,2,98,0,2,98,0,4,96,0,6,94,0,15,85,0,4,96,0,9,91,100,0,0,0,82,0,7,11,96,0,2,2,76,0,8,16,84,0,5,11,83,0,4,13,94,0,2,4,98,0,0,2,98,0,1,1,96,0,2,2,94,1,3,2,85,0,6,9,96,0,3,1,91,0,4,5,1,0,4,95,96,3,1,2,2,22,74,78,0,2,20,98,0,2,0,98,0,2,0,100,0,0,7,1,1,91,100,0,0,0,0,0,5,1,41,31,15,7,7,2,25,55,11,7,3,43,41,6,7,2,45,34,12,7,2,44,34,13,7,2,13,48,30,0,99,0,0,1,99,1,0,0,99,1,0,0,99,1,0,0,99,1,0,0,99,1,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,11,0,25,64,11,0,61,28,11,0,45,44,11,0,61,28,11,0,26,63,11,0,3,86,11,2,58,29,42,0,20,16,9,13,11,0,0,4,22,63,11,0,89,0,12,0,20,68,12,0,1,3,3,5,72,4,12,0,11,19,39,19,13,2,7,10,30,38,100,100,75,0,2,23,39,0,4,57,55,0,5,40,39,0,5,56,74,0,2,24,97,0,1,2,17,0,0,2,5,7,69,17,0,1,1,8,11,62,18,0,10,21,27,24,18,0,1,2,9,70,18,0,3,9,19,51,88,1,5,6,88,2,1,9,88,2,5,5,20,0,51,29,71,0,15,14,86,1,1,0,1,1,0,0,10,35,0,5,5,3,10,1,2,6,10,0,4,3,0,0,2,14,23,0,22,53,1,1,23,0,10,10,10,14,12,19,2,24,4,20,24,28,24,3,10,15,27,20,1,6.820512820512819,8.188155099936784,1.5,0.5773502691896257,11.873239436619718,5.549593492100605,3.140845070422535,1.7012245560006585
NZ,NZL,New Zealand,Wellington,2020-12-28,2020-12-26,100,0,0,0,0,4,94,474916.54659730755,77,0,0,100,0,13,87,0,4,96,0,21,79,0,26,74,0,12,88,0,7,93,0,3,97,0,4,96,0,1,99,0,2,98,0,15,85,0,6,94,0,10,90,100,0,0,0,87,0,5,8,96,0,1,3,79,1,3,17,74,2,6,18,88,1,1,10,93,0,3,4,97,0,0,3,96,1,2,1,99,0,0,1,98,0,1,1,85,0,0,15,94,1,1,4,90,1,4,5,6,0,3,91,97,2,1,6,1,21,72,79,0,0,21,100,0,0,0,100,0,0,0,100,0,0,7,0,1,92,100,0,0,0,0,0,8,0,49,29,12,2,10,1,27,54,8,10,1,51,36,2,10,0,47,39,4,10,0,48,34,8,10,2,15,50,23,0,99,0,1,0,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,10,0,24,66,10,0,60,30,10,0,52,38,10,0,65,25,10,0,32,58,10,0,16,74,13,0,64,23,36,0,27,20,6,11,14,1,1,1,32,51,14,0,86,0,15,0,18,67,15,0,1,1,5,5,69,4,15,0,7,23,28,27,15,1,2,10,29,43,100,100,77,0,1,22,40,0,5,55,48,1,3,48,36,0,4,60,68,0,2,30,84,0,6,10,17,0,0,1,6,7,69,17,0,0,1,5,14,63,20,0,7,12,40,21,20,0,0,4,6,70,20,0,4,11,17,48,85,1,7,7,85,1,2,12,85,0,7,8,20,0,43,37,63,0,17,20,83,1,0,0,0,0,0,1,15,41,0,0,4,4,13,0,1,8,1,0,2,10,6,0,0,10,21,1,35,42,0,1,21,0,11,7,17,12,17,10,5,22,1,42,28,7,22,0,11,18,35,12,2,5.430232558139535,7.26257644443731,1.5,0.7071067811865476,13.236842105263158,5.630555735869848,2.973684210526316,1.3463400680910333
