ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C12..99,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
BO,BOL,Bolivia,Chuquisaca,2020-12-27,2020-12-24,100,1,17221.123098812,0,0,33,96,1068698.674548367,66,4,4,92,4,11,85,2,3,95,1,13,86,2,17,81,3,18,79,4,13,83,3,7,90,2,10,88,3,4,93,3,13,84,2,23,75,3,4,93,3,24,73,96,0,2,2,89,0,8,3,97,1,1,1,87,1,3,9,83,1,6,10,82,0,8,10,87,0,10,3,93,0,5,2,90,1,3,6,96,0,2,2,87,0,8,5,77,2,12,9,96,0,2,2,76,1,12,11,3,1,17,79,84,0,8,8,5,3,34,58,66,0,7,27,93,1,6,0,93,0,1,6,0,99,0,1,0,0,15,0,21,64,100,0,0,0,0,7,0,27,37,21,8,11,4,48,20,17,11,7,46,24,12,11,5,43,19,22,11,6,29,33,21,11,8,6,18,57,80,7,6,7,80,8,5,7,80,5,11,4,80,6,6,8,80,9,3,8,80,7,5,8,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,13,2,33,52,13,2,65,20,13,3,38,46,13,3,45,39,13,3,35,49,13,2,43,42,14,0,56,30,44,0,27,18,5,6,14,1,1,17,29,38,14,0,85,1,16,0,14,70,16,0,66,14,1,0,1,2,16,0,17,20,32,15,17,2,29,38,11,3,100,100,67,1,30,2,35,1,59,5,62,1,34,3,55,1,26,18,65,1,29,5,57,1,40,2,21,1,0,6,9,21,42,21,0,3,3,11,30,32,21,0,37,30,7,5,21,0,12,21,24,22,21,0,22,34,13,10,45,2,42,11,45,6,30,19,45,8,25,22,23,0,39,38,62,0,18,20,83,1,5,1,1,1,0,0,8,46,0,1,3,1,9,0,1,4,1,1,5,2,2,1,2,21,30,1,38,31,0,0,30,0,20,18,16,10,6,0,0,32,2,61,2,3,32,1,10,17,19,12,9,2.690909090909091,1.793741457821728,2.142857142857143,1.3506205330054124,13.25,6.372062036984151,3.196969696969697,1.693605139428423
BO,BOL,Bolivia,Cochabamba,2020-12-27,2020-12-26,100,2,13742.217628923649,1,3421.2861746211493,35,95,923368.3475456755,75,3,3,94,2,17,81,4,7,89,1,20,79,2,18,80,3,20,77,2,19,79,3,6,91,3,10,87,2,5,93,2,15,83,2,25,73,4,4,92,4,20,76,97,1,2,0,83,0,11,6,93,0,2,5,80,0,9,11,82,1,9,8,80,1,9,10,81,1,8,10,94,0,3,3,90,1,4,5,95,1,3,1,85,2,5,8,75,2,10,13,96,1,2,1,80,1,12,7,5,0,12,83,89,0,5,6,6,1,28,65,72,0,8,20,92,2,5,1,92,0,6,2,0,94,0,3,3,0,15,1,12,72,100,0,0,0,0,8,0,36,33,10,13,10,7,41,26,16,10,11,42,30,7,10,6,49,18,17,10,11,36,22,21,10,11,9,17,53,88,5,1,6,88,5,3,4,88,4,6,2,88,3,6,3,88,5,2,5,88,4,3,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,11,5,32,52,11,4,68,17,11,7,31,51,11,6,50,33,11,7,24,58,11,5,34,50,12,0,57,31,43,0,30,16,5,6,12,1,1,5,39,42,12,2,85,1,13,0,15,72,13,0,68,15,0,3,0,1,13,1,11,26,31,18,15,1,21,39,20,4,100,100,68,0,30,2,32,0,67,1,69,0,30,1,50,0,34,16,76,0,20,4,66,0,33,1,18,0,0,1,17,19,45,18,1,2,3,13,29,34,20,1,32,27,12,8,20,0,7,27,27,19,20,0,32,21,19,8,47,3,42,8,47,11,28,14,47,9,32,12,21,0,42,37,63,0,21,16,80,0,1,1,3,3,0,2,10,38,0,1,6,4,9,0,1,6,5,0,5,4,3,1,2,15,24,0,43,33,0,0,24,0,16,22,15,13,5,4,1,25,1,60,4,10,25,0,10,13,30,13,9,2.63265306122449,1.704086724502556,3.090909090909091,2.3432688900143517,12.347826086956522,6.543578097818551,2.9351351351351354,1.8189589399774677
BO,BOL,Bolivia,El Beni,2020-12-27,2020-12-22,100,0,0,0,0,53,90,1329824.8972721237,62,7,5,88,7,8,85,7,5,88,6,10,84,6,10,84,7,14,79,6,14,80,5,6,89,5,8,87,7,3,90,6,13,81,6,30,64,7,8,85,7,22,71,95,1,3,1,92,1,5,2,95,0,3,2,90,1,7,2,90,0,5,5,86,0,8,6,86,1,7,6,94,0,3,3,92,1,6,1,97,1,2,0,87,2,6,5,70,1,16,13,92,0,4,4,78,0,16,6,9,1,24,66,77,0,7,16,10,3,33,54,67,0,5,28,95,1,4,0,95,0,3,2,0,98,0,1,1,0,18,0,14,68,100,0,0,0,0,12,2,26,29,13,18,16,5,36,19,24,16,8,43,17,16,16,8,45,15,16,16,10,35,19,20,16,12,11,14,47,87,7,3,3,87,8,3,2,87,4,6,3,87,10,2,1,87,8,2,3,87,8,3,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,21,3,34,42,21,3,59,17,21,6,32,41,21,5,32,42,21,5,24,50,21,5,14,60,23,1,50,26,50,0,23,15,7,5,23,0,2,20,27,28,23,1,74,2,25,0,16,59,25,0,35,20,9,7,1,3,25,0,21,20,18,16,25,0,25,32,17,1,100,100,66,1,28,5,41,1,49,9,68,1,20,11,68,1,19,12,76,1,13,10,86,0,12,2,26,0,0,3,10,18,43,26,0,0,3,11,22,38,28,0,30,24,10,8,28,1,11,25,19,16,28,0,30,24,10,8,47,1,46,6,47,8,28,17,47,10,27,16,30,0,44,26,74,0,15,11,87,0,2,0,2,3,2,1,3,46,0,4,3,4,4,2,1,6,0,0,6,2,5,0,2,15,38,1,39,21,0,1,38,0,9,16,21,13,2,1,0,38,0,36,22,4,38,0,5,15,23,14,5,3.1904761904761907,1.966029739969279,2.3181818181818183,1.615000033506225,12.444444444444445,7.779185257495818,3.6333333333333337,1.765648358052584
BO,BOL,Bolivia,La Paz,2020-12-27,2020-12-27,152,7,37033.754377621284,4,24435.76047139563,68,139,1248340.2940599804,103,4,10,138,4,29,119,4,7,141,3,44,105,4,39,109,4,40,108,2,34,116,4,16,132,4,21,127,2,8,142,4,33,115,3,52,97,4,14,134,5,62,85,142,0,9,1,123,1,16,12,145,0,4,3,108,2,22,20,113,2,14,23,112,2,28,10,118,1,19,14,136,0,8,8,131,1,14,6,144,0,5,3,119,4,22,7,100,2,29,21,138,1,10,3,90,5,37,20,13,0,32,107,122,0,13,17,16,1,48,87,104,1,11,36,141,1,9,1,141,0,7,4,0,145,0,5,2,0,29,3,29,91,152,0,0,0,0,19,0,57,46,20,10,22,5,74,40,11,22,5,76,28,21,22,3,63,40,24,22,7,62,41,20,22,7,21,31,71,123,8,11,10,123,12,9,8,123,9,11,9,123,11,12,6,123,14,1,14,123,14,2,13,152,0,0,0,152,0,0,0,152,0,0,0,152,0,0,0,152,0,0,0,152,0,0,0,152,0,0,0,152,0,0,0,152,0,0,0,152,0,0,0,152,0,0,0,152,0,0,0,24,6,48,74,24,5,100,23,24,12,48,68,24,5,73,50,24,10,26,92,24,9,81,38,27,1,73,51,79,0,48,13,5,7,29,1,0,22,55,45,29,4,119,0,32,1,15,104,32,0,94,20,3,2,0,1,32,1,15,41,45,18,34,0,22,62,29,5,152,152,105,1,44,2,53,2,94,3,105,2,44,1,80,1,47,24,127,1,17,7,71,1,77,3,34,0,0,8,23,31,56,34,0,2,11,28,29,48,35,0,51,51,12,3,35,0,20,42,42,13,35,0,41,44,23,9,70,7,66,9,70,12,53,17,70,13,51,18,39,1,57,55,97,0,28,27,125,0,5,2,6,3,4,1,6,68,1,1,12,2,6,0,1,4,3,1,6,9,7,2,0,29,45,0,53,52,0,2,45,0,23,30,30,13,8,3,0,48,1,98,3,2,48,0,24,21,34,18,7,2.9134615384615383,1.8544649709831231,2.44,1.4165686240583852,12.44,6.380715896632239,2.8316831683168315,1.5624935643431819
BO,BOL,Bolivia,Oruro,2020-12-27,2020-12-22,100,1,13424.843228831001,1,13424.843228831001,18,90,1382024.1905277297,56,9,4,87,10,13,77,10,7,83,9,22,69,8,24,68,8,22,70,9,18,73,10,12,78,9,8,83,9,1,90,7,20,73,6,24,70,11,7,82,10,33,57,96,0,3,1,87,1,8,4,93,0,5,2,78,0,11,11,76,1,14,9,78,1,11,10,82,2,11,5,88,1,8,3,92,0,6,2,99,0,0,1,80,3,12,5,76,3,11,10,93,1,2,4,67,3,17,13,10,0,14,76,86,0,5,9,10,1,22,67,78,0,5,17,95,2,3,0,95,0,5,0,0,95,0,4,1,0,17,3,20,60,100,0,0,0,0,11,2,35,35,7,10,19,5,42,18,16,19,12,41,20,8,19,12,44,15,10,19,15,28,21,17,19,14,8,11,48,80,6,10,4,80,8,5,7,80,4,12,4,80,10,4,6,80,9,2,9,80,7,8,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,19,7,35,39,19,2,67,12,19,7,36,38,19,4,43,34,19,7,23,51,19,2,49,30,24,0,48,28,52,0,25,13,5,5,27,0,1,18,30,24,27,1,71,1,32,0,17,51,32,0,53,12,1,1,1,0,32,0,13,15,25,15,32,3,15,36,12,2,100,100,65,0,33,2,33,1,62,4,64,1,32,3,57,1,31,11,77,1,17,5,51,1,46,2,34,1,1,5,12,17,30,34,0,1,7,17,18,23,35,0,37,17,8,3,35,0,14,26,20,5,35,1,29,20,10,5,51,9,32,8,51,11,32,6,51,15,29,5,35,0,36,29,71,0,11,18,89,0,2,0,1,2,0,0,6,54,0,2,3,4,8,0,1,5,0,2,3,2,3,0,3,10,41,3,32,23,0,1,41,0,12,15,12,12,7,1,0,43,0,52,3,2,43,1,11,11,16,9,9,2.982142857142857,1.7424233013360908,1.125,1.1259916264596033,10.654545454545454,6.153042553073452,2.754385964912281,1.7956365937857124
BO,BOL,Bolivia,Potos<c3><ad>,2020-12-27,2020-12-23,100,4,79636.17139200927,2,33888.188632415375,36,92,2113485.2229606826,58,7,7,86,4,13,83,6,6,88,6,25,69,4,21,75,6,25,69,7,19,74,7,9,84,5,12,83,6,6,88,7,17,76,6,30,64,6,4,90,6,31,63,93,1,3,3,87,1,6,6,94,1,2,3,75,0,14,11,79,1,11,9,75,2,13,10,81,2,10,7,91,1,5,3,88,0,6,6,94,1,3,2,83,1,9,7,70,0,19,11,96,0,3,1,69,1,18,12,8,0,19,73,82,0,9,9,10,2,30,58,70,1,6,23,94,1,4,1,94,1,2,3,0,98,0,1,1,0,19,1,22,58,100,0,0,0,0,12,0,38,26,14,10,14,6,49,19,12,14,10,46,22,8,14,7,47,22,10,14,8,35,26,17,14,9,7,22,48,79,3,13,5,79,5,8,8,79,5,8,8,79,6,4,11,79,7,5,9,79,6,8,7,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,15,3,38,44,15,3,69,13,15,7,28,50,15,7,33,45,15,6,23,56,15,3,48,34,19,0,42,39,58,0,29,10,1,2,20,0,2,20,42,16,20,1,77,2,23,2,15,60,23,0,63,10,1,2,0,1,23,1,25,24,22,5,24,2,14,45,11,4,100,100,62,3,33,2,31,3,63,3,72,1,25,2,67,2,20,11,77,0,21,2,52,1,46,1,27,0,0,6,12,19,36,27,0,2,5,17,29,20,29,3,25,33,4,6,29,1,6,31,21,12,29,1,19,28,14,9,53,3,37,7,53,12,24,11,53,14,23,10,29,0,35,36,64,0,21,15,82,1,2,0,1,3,1,0,10,48,1,2,6,5,7,1,2,10,0,1,0,0,2,0,3,12,38,0,33,28,0,1,38,0,13,24,14,8,3,0,0,39,1,47,11,2,39,0,18,16,14,8,5,2.622950819672131,1.4850806311020008,2.0625,1.4818344486930155,10.471698113207546,5.813127628926504,2.9827586206896552,1.6805531598762338
BO,BOL,Bolivia,Santa Cruz,2020-12-27,2020-12-27,202,15,88951.23843985605,4,13224.39567528152,154,189,1489757.342843484,126,6,20,176,5,48,149,7,14,181,8,39,155,4,48,150,5,42,155,4,38,160,9,20,173,4,32,166,7,20,175,8,33,161,4,72,126,8,16,178,4,54,144,182,2,11,7,154,3,25,20,188,0,8,6,163,4,21,14,154,3,26,19,160,4,21,17,164,2,22,14,182,1,16,3,170,2,16,14,182,2,14,4,169,2,22,9,130,2,39,31,186,2,9,5,148,5,33,16,13,0,62,127,145,0,34,23,19,2,77,104,125,0,35,42,167,15,19,1,167,0,25,10,0,177,0,16,9,0,57,4,34,107,202,0,0,0,0,21,2,64,63,29,23,32,7,79,47,37,32,16,79,41,34,32,12,75,36,47,32,15,59,49,47,32,15,22,28,105,168,16,8,10,168,18,7,9,168,8,21,5,168,16,8,10,168,19,4,11,168,18,7,9,202,0,0,0,202,0,0,0,202,0,0,0,202,0,0,0,202,0,0,0,202,0,0,0,202,0,0,0,202,0,0,0,202,0,0,0,202,0,0,0,202,0,0,0,202,0,0,0,35,6,60,101,35,2,120,45,35,3,65,99,35,3,88,76,35,5,39,123,35,5,58,104,40,0,100,62,102,0,64,17,6,13,44,0,0,19,52,87,44,1,155,2,47,1,36,118,47,0,126,20,1,0,0,8,47,0,34,43,57,21,48,1,46,77,24,6,202,202,144,3,55,0,85,3,114,0,137,3,61,1,117,1,63,21,164,4,30,4,146,2,54,0,50,0,2,8,18,41,83,50,1,2,15,19,44,71,55,3,67,57,16,4,55,3,38,47,38,21,55,1,67,49,16,14,89,8,93,12,89,16,74,23,89,21,62,30,61,0,74,67,135,0,32,35,171,5,7,1,6,3,2,3,4,98,0,3,11,6,7,4,8,9,4,0,5,3,3,2,5,34,71,0,57,71,1,2,71,0,22,47,28,18,10,6,0,76,1,107,13,5,76,0,26,34,43,15,8,3.091666666666667,1.8606759110437192,2.803921568627451,1.8441215561143174,11.652892561983471,6.401446117612349,3.15702479338843,1.63303533572103
BO,BOL,Bolivia,Tarija,2020-12-27,2020-12-23,100,1,7792.874586199409,0,0,18,95,1168899.5353767932,71,4,5,91,3,10,87,3,6,91,3,19,78,1,19,80,3,17,80,3,14,83,4,4,92,3,8,89,3,7,90,3,18,79,3,24,73,3,5,92,2,23,75,95,1,1,3,90,0,7,3,94,0,5,1,81,0,11,8,81,1,10,8,83,2,8,7,86,1,7,6,96,0,3,1,92,1,6,1,93,1,3,3,82,2,10,6,76,2,11,11,95,2,2,1,77,2,11,10,5,0,10,85,90,0,6,4,7,2,41,50,59,2,7,32,93,3,4,0,93,0,3,4,0,97,0,1,2,0,18,1,16,65,100,0,0,0,0,9,0,30,35,18,8,14,5,35,30,16,14,4,42,26,14,14,3,35,26,22,14,3,33,32,18,14,4,8,21,53,85,5,6,4,85,7,5,3,85,3,11,1,85,7,2,6,85,7,3,5,85,5,6,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,16,2,37,45,16,0,67,17,16,2,34,48,16,1,46,37,16,2,19,63,16,2,30,52,17,0,49,34,51,0,35,8,2,4,17,0,1,13,35,34,17,0,83,0,18,0,11,71,18,0,58,15,3,1,1,4,18,0,25,28,19,10,20,0,21,38,16,5,100,100,64,0,35,1,34,0,64,2,67,0,30,3,55,0,28,17,82,0,16,2,71,1,28,0,23,0,0,6,12,20,39,23,0,1,7,15,20,34,23,2,38,27,7,3,23,0,19,27,18,13,23,0,35,24,14,4,42,4,49,5,42,8,40,10,42,6,39,13,25,1,42,32,68,0,16,16,85,0,1,1,2,1,1,1,8,43,0,3,8,5,8,0,1,3,1,0,0,3,2,0,4,19,28,1,35,36,0,0,28,0,22,23,14,5,5,3,0,29,0,58,7,6,29,1,16,13,21,13,7,2.5,1.720692974857947,2,0.7559289460184544,11.64516129032258,7.913666896202464,3,1.8059729957943618
BO,BOL,Bolivia,-99,2020-12-28,2020-12-24,100,3,27436.14261840915,2,15851.93425836955,12,81,1419257.426510192,37,12,5,83,12,12,76,11,4,85,11,14,75,13,13,74,11,14,75,12,7,81,12,7,81,12,11,77,12,5,83,8,11,81,9,23,68,11,7,82,9,20,71,95,1,3,1,88,1,8,3,96,1,1,2,86,1,8,5,87,2,8,3,86,2,9,3,93,0,6,1,93,0,6,1,89,2,5,4,95,0,3,2,89,2,6,3,77,1,15,7,93,1,5,1,80,3,15,2,19,0,10,71,91,0,4,5,20,0,30,50,70,2,7,21,93,1,5,1,93,0,1,6,0,99,0,1,0,0,30,1,11,58,100,0,0,0,0,23,0,30,26,10,11,28,12,35,9,16,28,22,27,13,10,28,22,31,8,11,28,22,25,11,14,28,24,6,6,36,89,6,3,2,89,8,1,2,89,4,3,4,89,5,2,4,89,6,2,3,89,7,1,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,29,10,25,36,29,4,54,13,29,11,28,32,29,9,27,35,29,8,18,45,29,6,39,26,30,1,47,22,53,0,22,17,5,3,32,2,4,9,23,30,32,4,62,2,34,2,12,52,34,1,51,5,1,2,3,3,34,1,16,25,13,11,34,2,16,29,13,6,100,100,75,1,24,0,47,3,47,3,73,3,21,3,74,1,18,7,83,1,13,3,62,3,31,4,35,1,1,1,9,18,35,35,1,2,2,6,18,36,38,1,29,16,6,10,38,2,10,14,17,19,38,1,14,25,10,12,62,4,30,4,62,10,22,6,62,11,22,5,39,2,30,29,71,1,11,17,90,1,3,1,1,1,0,0,3,63,1,2,2,4,5,0,0,5,0,1,3,4,2,0,1,7,58,1,19,22,0,0,58,0,4,8,10,8,7,3,2,63,0,33,3,1,63,0,8,10,10,4,5,2.857142857142857,2.01318405837868,1.2857142857142858,0.4879500364742666,12.5,5.295331957539635,2.6216216216216215,1.5697018710455701
BO,BOL,Bolivia,Chuquisaca,2020-12-28,2020-12-24,100,1,17221.123098812,0,0,33,96,1068698.674548367,66,4,4,92,4,11,85,2,3,95,1,13,86,2,17,81,3,18,79,4,13,83,3,7,90,2,10,88,3,4,93,3,13,84,2,23,75,3,4,93,3,24,73,96,0,2,2,89,0,8,3,97,1,1,1,87,1,3,9,83,1,6,10,82,0,8,10,87,0,10,3,93,0,5,2,90,1,3,6,96,0,2,2,87,0,8,5,77,2,12,9,96,0,2,2,76,1,12,11,3,1,17,79,84,0,8,8,5,3,34,58,66,0,7,27,93,1,6,0,93,0,1,6,0,99,0,1,0,0,15,0,21,64,100,0,0,0,0,7,0,27,37,21,8,11,4,48,20,17,11,7,46,24,12,11,5,43,19,22,11,6,29,33,21,11,8,6,18,57,80,7,6,7,80,8,5,7,80,5,11,4,80,6,6,8,80,9,3,8,80,7,5,8,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,13,2,33,52,13,2,65,20,13,3,38,46,13,3,45,39,13,3,35,49,13,2,43,42,14,0,56,30,44,0,27,18,5,6,14,1,1,17,29,38,14,0,85,1,16,0,14,70,16,0,66,14,1,0,1,2,16,0,17,20,32,15,17,2,29,38,11,3,100,100,67,1,30,2,35,1,59,5,62,1,34,3,55,1,26,18,65,1,29,5,57,1,40,2,21,1,0,6,9,21,42,21,0,3,3,11,30,32,21,0,37,30,7,5,21,0,12,21,24,22,21,0,22,34,13,10,45,2,42,11,45,6,30,19,45,8,25,22,23,0,39,38,62,0,18,20,83,1,5,1,1,1,0,0,8,46,0,1,3,1,9,0,1,4,1,1,5,2,2,1,2,21,30,1,38,31,0,0,30,0,20,18,16,10,6,0,0,32,2,61,2,3,32,1,10,17,19,12,9,2.690909090909091,1.793741457821728,2.142857142857143,1.3506205330054124,13.25,6.372062036984151,3.196969696969697,1.693605139428423
