ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
PT,PRT,Portugal,Leiria,2020-12-25,2020-12-23,100,1,4888.80360397616,0,0,6,97,694425.4540718232,65,0,1,99,0,9,91,0,0,100,0,10,90,0,8,92,0,6,94,0,5,95,0,2,98,0,2,98,0,0,100,0,2,98,0,12,88,0,1,99,0,15,85,99,0,0,1,91,1,3,5,100,0,0,0,90,0,2,8,92,1,2,5,94,0,1,5,95,1,0,4,98,0,1,1,98,0,1,1,100,0,0,0,98,0,0,2,88,0,2,10,99,0,1,0,85,0,4,11,3,0,3,94,97,0,0,3,4,2,34,60,66,0,7,27,93,1,6,0,93,3,4,0,97,0,0,3,0,13,0,7,80,100,0,0,0,0,0,5,0,37,32,20,6,9,8,27,50,6,9,6,46,35,4,9,5,42,38,6,9,4,41,36,10,9,5,18,41,27,0,93,2,0,5,93,2,1,4,93,1,3,3,93,1,2,4,93,2,1,4,93,2,1,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,9,1,30,60,9,2,62,27,9,3,36,52,9,3,48,40,9,4,2,85,9,4,3,84,9,0,42,49,58,0,28,7,4,3,10,0,1,4,26,59,10,0,89,1,15,2,11,72,15,0,71,12,0,0,2,0,15,2,16,12,28,27,15,3,26,43,9,4,15,0,13,69,3,17,1,15,66,1,70,0,30,0,38,0,62,0,64,0,36,0,52,0,35,13,98,0,2,0,97,0,3,0,18,0,1,1,12,14,54,18,0,2,0,7,24,49,18,1,44,26,6,5,18,0,9,9,31,33,18,0,14,18,29,21,68,0,29,3,68,9,6,17,68,6,14,12,21,0,50,29,71,0,17,12,84,1,2,1,4,1,1,1,5,34,1,0,11,2,4,0,3,5,6,0,1,7,3,1,3,19,34,2,26,38,0,0,34,1,3,11,20,18,7,6,0,35,1,21,16,27,35,1,3,17,33,6,5,2.4,2.0465178460296034,1.6666666666666667,1.5275252316519468,10.5,3.5470597194100386,2.7301587301587302,1.2470138422589616
PT,PRT,Portugal,Lisboa,2020-12-25,2020-12-25,224,0,0,0,0,23,214,1130196.329040676,140,3,0,221,2,15,207,1,3,220,2,20,202,1,28,195,1,16,207,2,14,208,2,1,221,2,5,217,2,2,220,2,6,216,4,19,201,1,4,219,2,22,200,224,0,0,0,209,0,4,11,221,0,1,2,204,0,6,14,196,1,1,26,208,0,4,12,210,0,4,10,223,0,0,1,219,0,1,4,222,0,0,2,218,1,1,4,205,1,6,12,220,0,1,3,202,1,5,16,9,1,13,201,211,0,2,11,9,6,81,128,143,1,21,59,203,0,21,0,203,8,13,0,216,0,0,8,0,37,1,18,168,224,0,0,0,0,0,12,1,80,86,33,12,18,12,79,90,25,18,12,113,69,12,18,17,100,69,20,18,18,86,77,25,18,21,36,85,64,0,207,4,2,11,207,4,0,13,207,3,5,9,207,4,1,12,207,4,1,12,207,4,0,13,224,0,0,0,224,0,0,0,224,0,0,0,224,0,0,0,224,0,0,0,224,0,0,0,224,0,0,0,224,0,0,0,224,0,0,0,224,0,0,0,224,0,0,0,224,0,0,0,20,2,44,158,20,2,140,62,20,4,87,113,20,2,120,82,20,3,2,199,20,4,29,171,24,1,106,93,118,0,76,21,4,5,24,4,0,10,58,128,24,3,197,0,28,3,26,167,28,1,153,32,3,3,1,3,28,1,42,38,68,47,29,3,50,116,19,7,30,1,53,137,3,33,1,48,132,10,180,1,38,5,84,0,139,1,137,0,86,1,104,3,84,33,222,0,1,1,195,0,29,0,37,4,1,1,33,44,104,37,2,1,6,31,53,94,38,2,86,74,18,6,38,2,16,29,55,84,38,1,28,50,51,56,147,4,64,9,147,25,8,44,147,22,33,22,40,3,102,79,145,0,30,49,198,4,3,2,6,4,2,0,5,97,1,0,8,9,6,4,8,9,0,0,5,15,17,5,7,33,75,2,73,74,0,0,75,2,6,26,37,26,34,15,3,83,5,93,30,13,83,3,16,52,49,18,3,2.622950819672131,2.1845208050144507,2.111111111111111,1.2692955176439846,10.359223300970873,3.7044074674557512,2.7669172932330826,1.434885794447687
PT,PRT,Portugal,Madeira,2020-12-25,2020-12-22,100,0,0,0,0,4,95,485974.6838442018,64,0,0,100,0,5,95,0,2,98,0,14,86,0,8,92,0,6,94,0,4,96,0,1,99,0,3,97,0,0,100,0,3,97,0,12,88,0,5,95,0,18,82,100,0,0,0,95,0,1,4,98,0,1,1,86,0,2,12,92,1,0,7,94,0,0,6,96,0,1,3,99,0,0,1,97,0,2,1,100,0,0,0,97,0,2,1,88,0,2,10,95,0,2,3,82,1,4,13,5,0,2,93,98,0,2,0,6,0,37,57,63,1,12,24,88,0,12,0,88,1,11,0,99,0,0,1,0,19,2,11,68,100,0,0,0,0,0,6,2,31,39,16,6,9,4,39,41,7,9,5,49,29,8,9,3,54,25,9,9,3,38,36,14,9,5,20,38,28,0,89,1,3,7,89,1,5,5,89,2,2,7,89,2,2,7,89,2,2,7,89,2,2,7,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,11,1,21,67,11,0,61,28,11,0,50,39,11,1,39,49,11,1,3,85,11,2,8,79,13,0,39,48,61,0,26,8,3,2,13,0,0,6,27,54,13,1,86,0,14,0,19,67,14,0,68,13,3,0,0,2,14,1,13,22,28,22,15,0,24,51,9,1,15,0,20,62,3,15,3,13,66,3,80,0,19,1,40,0,60,0,50,0,50,0,61,0,26,13,97,0,3,0,92,0,8,0,15,0,0,2,14,31,38,15,1,0,5,13,28,38,16,1,51,24,7,1,16,1,8,20,26,29,16,1,19,24,28,12,58,4,29,9,58,12,8,22,58,8,18,16,19,0,31,50,50,0,26,24,75,0,3,0,1,1,1,1,18,44,0,0,1,6,5,0,1,12,1,0,3,1,6,5,2,13,34,0,27,38,0,1,34,0,6,19,20,11,4,5,1,36,1,45,7,11,36,1,6,17,29,8,3,2.2333333333333334,1.832340378960147,2,0,10.211538461538462,3.593766599410808,2.8548387096774195,1.5132938149217008
PT,PRT,Portugal,Porto,2020-12-25,2020-12-25,171,0,0,0,0,20,165,1001423.717177703,113,2,1,168,2,9,160,2,4,165,2,12,157,1,25,145,1,11,159,1,4,166,1,3,167,2,3,166,1,3,167,1,4,166,1,27,143,1,4,166,1,18,152,170,0,0,1,162,1,1,7,167,0,2,2,159,0,2,10,146,1,6,18,160,0,3,8,167,0,1,3,168,0,2,1,168,0,1,2,168,0,2,1,167,0,0,4,144,0,4,23,167,0,2,2,153,0,5,13,5,1,14,151,159,0,6,6,8,3,69,91,102,3,20,46,151,3,17,0,151,10,10,0,161,0,0,10,0,34,1,13,123,171,0,0,0,0,0,9,1,69,59,25,8,19,9,68,59,16,19,12,92,43,5,19,11,100,35,6,19,14,81,40,17,19,18,36,54,44,0,158,0,2,11,158,1,2,10,158,1,5,7,158,1,0,12,158,1,1,11,158,1,2,10,171,0,0,0,171,0,0,0,171,0,0,0,171,0,0,0,171,0,0,0,171,0,0,0,171,0,0,0,171,0,0,0,171,0,0,0,171,0,0,0,171,0,0,0,171,0,0,0,21,4,27,119,21,3,98,49,21,2,57,91,21,3,89,58,21,3,2,145,21,3,13,134,23,0,85,63,86,0,54,23,7,1,24,1,0,12,45,89,24,2,145,0,27,2,24,118,27,0,119,19,2,0,0,4,27,0,20,35,47,42,28,2,38,82,16,5,28,0,33,108,2,31,4,29,103,4,144,1,25,1,73,3,95,0,114,1,55,1,82,1,68,20,169,0,2,0,158,0,12,1,31,1,1,4,19,50,65,31,0,2,6,18,45,69,32,0,70,57,9,3,32,0,14,21,48,56,32,0,23,41,44,31,109,8,44,10,109,23,9,30,109,14,33,15,35,0,76,60,111,0,23,37,151,2,1,2,1,4,4,1,5,75,1,4,7,7,6,2,3,8,2,0,3,14,7,5,2,25,56,3,50,62,0,0,56,1,8,21,27,28,16,10,4,58,3,76,19,15,58,2,5,32,52,18,4,2.8992727272727272,2.231481698869738,1.8571428571428574,1.0690449676496976,11.119047619047619,2.84289332468463,3.0943396226415096,1.2912032180197732
PT,PRT,Portugal,Santar<c3><a9>m,2020-12-25,2020-12-23,100,0,0,0,0,21,98,734037.4841456962,63,0,0,100,0,12,88,0,0,100,0,7,93,0,14,86,0,6,94,0,6,94,0,1,99,0,4,96,0,2,98,0,6,94,0,13,87,0,2,98,0,10,90,100,0,0,0,88,2,1,9,100,0,0,0,93,2,2,3,86,0,4,10,94,1,1,4,94,1,2,3,99,0,1,0,96,0,1,3,98,0,2,0,94,0,2,4,87,1,5,7,98,0,2,0,90,1,4,5,2,0,11,87,90,0,5,5,3,0,39,58,61,1,11,27,89,2,9,0,89,4,7,0,96,0,0,4,0,15,1,4,80,100,0,0,0,0,0,4,0,35,34,20,7,8,4,38,41,9,8,3,55,29,5,8,2,49,32,9,8,4,42,31,15,8,5,21,39,27,0,97,0,2,1,97,1,1,1,97,1,1,1,97,1,0,2,97,1,1,1,97,1,0,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,9,5,22,64,9,1,63,27,9,4,42,45,9,4,50,37,9,4,3,84,9,5,1,85,10,0,40,50,60,0,34,1,3,2,10,1,1,1,33,54,10,0,90,0,13,0,11,76,13,0,70,15,1,0,0,1,13,0,23,24,22,18,13,1,38,41,7,0,14,0,15,71,0,15,1,12,70,2,78,1,20,1,38,1,61,0,58,1,41,0,51,1,36,12,97,0,2,1,99,0,1,0,15,0,1,2,16,20,46,15,0,0,1,15,22,47,16,1,42,31,6,4,16,0,9,11,29,35,16,0,11,21,31,21,68,3,21,8,68,8,8,16,68,10,7,15,18,1,42,39,61,0,13,26,89,0,2,1,0,3,1,1,3,47,0,2,9,2,4,0,2,5,2,0,2,7,4,2,2,10,36,0,26,37,0,1,36,0,8,12,15,16,8,5,0,37,1,23,19,20,37,0,6,8,32,13,4,2.5806451612903225,2.391292447588223,2.111111111111111,1.3642254619787417,9.588235294117647,3.9047482407358105,2.7301587301587302,1.3223433403931948
PT,PRT,Portugal,Set<c3><ba>bal,2020-12-25,2020-12-24,100,0,0,0,0,23,97,925924.2414575183,64,0,0,100,0,2,98,0,1,99,0,5,95,0,13,87,0,6,94,0,6,94,0,2,98,0,2,98,0,0,100,0,3,97,0,11,89,0,2,98,0,11,89,100,0,0,0,98,0,0,2,99,0,1,0,95,0,1,4,87,0,2,11,94,0,2,4,94,0,0,6,98,0,1,1,98,0,1,1,100,0,0,0,97,0,1,2,89,0,2,9,98,0,0,2,89,0,5,6,2,1,10,87,91,0,2,7,3,4,36,57,64,1,7,28,93,1,6,0,93,1,6,0,99,0,0,1,0,15,1,5,79,100,0,0,0,0,0,7,1,36,29,17,10,10,9,26,45,10,10,7,44,31,8,10,6,47,24,13,10,10,33,34,13,10,10,14,30,36,0,95,0,0,5,95,0,1,4,95,0,3,2,95,0,1,4,95,0,0,5,95,0,0,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,10,0,19,71,10,0,67,23,10,1,48,41,10,1,57,32,10,1,3,86,10,1,10,79,11,0,50,39,50,0,29,14,3,4,12,1,2,3,25,57,12,1,86,1,12,2,18,68,12,0,76,9,1,0,0,2,12,0,14,23,26,25,14,2,27,42,12,3,15,0,20,63,2,19,2,15,61,3,81,0,19,0,34,0,66,0,53,0,47,0,44,0,41,15,97,0,2,1,90,0,10,0,20,1,1,1,4,19,54,20,1,1,2,5,18,53,20,2,29,35,12,2,20,0,10,9,28,33,20,0,11,19,17,33,71,3,20,6,71,9,4,16,71,4,12,13,21,0,36,43,57,0,15,28,87,1,2,0,0,2,0,1,7,51,0,0,8,2,2,1,2,1,2,0,3,6,5,2,1,14,35,0,38,27,0,0,35,0,4,10,12,21,11,6,1,36,1,36,22,5,36,0,3,30,22,6,3,2.3448275862068964,1.261401206962364,2.857142857142857,1.3451854182690985,9.571428571428571,3.6685601171758564,2.9344262295081966,1.3646593281721313
PT,PRT,Portugal,Viseu,2020-12-25,2020-12-22,100,0,0,0,0,11,97,703551.7037820311,63,1,0,99,1,4,95,1,1,98,1,10,89,1,14,85,0,2,98,2,6,92,0,2,98,1,1,98,1,1,98,1,5,94,2,14,84,1,0,99,1,20,79,100,0,0,0,96,0,0,4,99,0,0,1,90,0,2,8,86,0,0,14,98,0,1,1,94,1,0,5,98,1,1,0,99,0,0,1,99,0,0,1,95,0,1,4,86,1,0,13,100,0,0,0,80,0,6,14,2,1,8,89,93,0,2,5,4,3,27,66,73,0,10,17,90,3,7,0,90,2,8,0,98,0,0,2,0,17,2,6,75,100,0,0,0,0,0,7,1,34,38,13,7,11,9,30,40,10,11,7,44,31,7,11,4,44,32,9,11,9,37,31,12,11,11,14,31,33,0,95,1,0,4,95,1,1,3,95,0,4,1,95,1,0,4,95,0,1,4,95,0,0,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,12,1,25,62,12,0,57,31,12,1,42,45,12,2,42,44,12,2,3,83,12,2,4,82,13,0,38,49,62,1,23,6,3,5,13,0,2,5,24,56,13,0,87,0,13,2,15,70,13,0,68,14,0,0,0,5,13,0,12,17,32,26,14,1,26,46,13,0,14,0,17,68,1,16,1,15,66,2,75,0,25,0,44,0,56,0,58,0,40,2,58,1,34,7,97,0,2,1,96,0,4,0,17,0,0,1,13,26,43,17,0,1,4,13,28,37,17,1,45,25,5,7,17,2,8,12,27,34,17,2,17,16,26,22,67,3,25,5,67,9,8,16,67,6,15,12,17,1,43,39,61,2,10,27,92,2,2,0,0,0,0,0,4,50,1,2,6,2,5,0,3,4,1,0,1,6,3,1,2,13,36,2,24,38,0,0,36,1,5,12,16,13,12,4,1,37,0,32,8,23,37,0,4,10,27,17,5,2.676470588235294,2.408577956354331,1.6,0.8944271909999157,8.644444444444444,3.9205493327730325,2.7868852459016393,1.2531926441208823
PT,PRT,Portugal,-99,2020-12-26,2020-12-24,100,1,3574.06605650779,0,0,14,90,724528.779193736,40,5,2,93,4,5,91,4,4,92,5,12,83,4,15,81,2,7,91,4,4,92,5,2,93,6,3,91,6,2,92,5,4,91,4,15,81,6,4,90,5,18,77,98,1,0,1,95,1,0,4,96,2,0,2,88,2,4,6,85,1,6,8,93,2,1,4,96,1,2,1,98,1,0,1,97,1,0,2,98,0,1,1,96,1,1,2,85,2,3,10,96,0,1,3,82,2,6,10,9,1,10,80,91,0,3,6,11,3,34,52,66,2,10,22,90,1,9,0,90,1,9,0,99,0,0,1,0,26,1,6,67,100,0,0,0,0,0,14,0,32,31,16,7,18,17,29,29,7,18,25,28,21,8,18,22,31,22,7,18,24,26,26,6,18,30,13,20,19,0,94,2,1,3,94,2,1,3,94,1,3,2,94,2,1,3,94,2,0,4,94,2,1,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,18,5,23,54,18,4,58,20,18,6,29,47,18,6,32,44,18,8,6,68,18,7,9,66,21,1,34,44,66,0,25,9,0,0,22,0,0,3,27,48,22,1,77,0,22,1,12,65,22,0,63,9,1,0,0,5,22,0,14,19,26,19,23,1,26,43,6,1,24,0,25,49,2,28,5,19,46,2,78,1,19,2,44,1,53,2,72,1,25,2,68,1,22,9,94,1,3,2,91,0,8,1,28,2,1,1,18,19,31,28,2,2,1,16,17,34,28,2,41,18,9,2,28,0,9,10,22,31,28,0,13,22,22,15,65,12,21,2,65,24,6,5,65,13,16,6,29,0,29,42,58,0,15,27,87,2,2,0,2,0,0,1,6,58,1,2,6,3,2,1,3,0,1,0,1,1,3,2,0,16,55,1,24,19,1,0,55,0,2,2,5,7,18,10,1,59,3,24,9,5,59,1,1,16,11,9,3,3.5000000000000004,2.5023798196726177,1.8000000000000003,1.0954451150103321,9.464285714285714,3.8728125759810856,2.27027027027027,1.3467790515945122
PT,PRT,Portugal,<c3><89>vora,2020-12-26,2020-12-21,100,0,0,0,0,24,93,523093.43012661015,65,1,0,99,1,4,95,1,1,98,1,11,88,0,7,93,1,6,93,1,5,94,1,2,97,1,1,98,1,2,97,1,2,97,1,12,87,1,1,98,1,12,87,100,0,0,0,96,0,2,2,99,0,1,0,89,1,4,6,93,0,2,5,94,1,2,3,95,1,0,4,98,0,1,1,99,0,1,0,98,0,1,1,98,0,1,1,88,1,0,11,99,0,0,1,88,1,3,8,6,1,13,80,87,0,3,10,7,3,33,57,67,0,14,19,86,3,11,0,86,1,13,0,99,0,0,1,0,24,0,8,68,100,0,0,0,0,0,8,1,38,27,22,4,21,4,30,39,6,21,4,42,27,6,21,2,45,28,4,21,5,37,28,9,21,6,13,26,34,0,93,1,3,3,93,1,0,6,93,1,1,5,93,1,0,6,93,1,0,6,93,1,1,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,13,2,18,67,13,0,61,26,13,1,29,57,13,0,39,48,13,0,1,86,13,0,4,83,14,1,36,49,64,0,24,6,3,3,14,3,1,3,20,59,14,3,83,0,14,0,11,75,14,0,74,11,0,0,0,1,14,0,17,18,29,22,14,3,39,34,8,2,14,0,16,70,0,15,1,9,74,1,82,0,17,1,39,0,61,0,71,0,28,1,61,0,30,9,99,0,1,0,96,0,4,0,16,2,3,3,16,19,41,16,1,5,5,19,12,42,16,1,52,28,3,0,16,0,10,15,36,23,16,0,17,22,31,14,61,3,31,5,61,10,13,16,61,8,15,16,16,3,44,37,63,0,16,21,87,4,1,1,2,0,1,0,4,43,1,4,6,1,9,1,2,3,2,0,4,4,4,3,1,12,33,2,20,45,0,0,33,2,3,5,20,19,12,6,0,34,1,47,10,8,34,1,4,14,35,12,0,3.571428571428572,2.9081167199998794,2.5714285714285716,1.8126539343499317,10.3125,3.1700476538467957,2.9516129032258065,1.2204194301159532
PT,PRT,Portugal,Aveiro,2020-12-26,2020-12-25,100,0,0,0,0,16,96,588260.4867880428,55,1,0,99,1,5,94,1,0,99,1,9,90,1,15,84,1,6,93,1,7,92,1,2,97,1,1,98,1,0,99,1,6,93,1,12,87,1,4,95,1,12,87,100,0,0,0,95,0,2,3,100,0,0,0,91,0,1,8,85,0,0,15,94,0,1,5,93,0,0,7,98,0,0,2,99,1,0,0,100,0,0,0,94,0,0,6,88,0,1,11,96,0,0,4,88,1,4,7,4,0,9,87,91,0,6,3,5,1,51,43,49,1,16,34,84,2,14,0,84,8,8,0,92,0,3,5,0,23,3,6,68,100,0,0,0,0,0,7,0,42,36,11,4,11,5,34,40,10,11,7,51,27,4,11,6,46,29,8,11,10,33,32,14,11,10,19,33,27,0,95,0,0,5,95,0,0,5,95,0,1,4,95,0,3,2,95,0,0,5,95,0,1,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,12,1,12,75,12,1,40,47,12,0,26,62,12,2,49,37,12,2,5,81,12,4,4,80,14,1,45,40,55,0,25,14,4,2,14,1,1,7,28,49,14,1,85,0,15,3,15,67,15,1,66,15,0,0,1,2,15,1,9,22,37,16,16,1,31,43,8,1,16,2,16,66,0,18,3,18,59,2,88,0,12,0,60,0,40,0,74,0,26,0,51,0,41,8,95,0,4,1,96,0,3,1,18,2,1,0,12,31,36,18,2,1,1,8,26,44,19,1,41,30,5,4,19,0,10,8,27,36,19,0,9,24,24,24,68,2,25,5,68,14,7,11,68,14,6,12,20,0,42,38,62,0,14,24,88,1,0,1,0,3,1,0,6,47,0,2,9,1,3,1,1,3,6,0,0,6,3,0,4,14,44,0,22,34,0,0,44,0,12,8,14,8,8,5,1,44,4,26,18,8,44,3,2,14,28,8,1,2.7055555555555557,2.3030345750700865,2.1666666666666665,0.752772652709081,10.84,2.5979583820958414,3.1538461538461537,1.4195361764532197
