ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
GH,GHA,Ghana,Ashanti,2020-12-28,2020-12-24,100,4,200201.8642879384,1,57993.8125984643,20,99,7597777.948147808,65,5,6,89,6,14,80,6,1,93,7,10,83,5,16,79,5,18,77,6,5,89,7,5,88,8,10,82,7,2,91,6,8,86,6,20,74,6,3,91,6,14,80,94,1,2,3,86,2,4,8,99,0,1,0,90,0,4,6,84,1,7,8,82,1,8,9,95,1,1,3,95,0,2,3,90,1,4,5,98,0,0,2,92,0,4,4,80,1,6,13,97,0,3,0,86,0,6,8,1,0,9,90,91,1,6,2,5,0,11,84,89,1,1,9,99,0,1,0,99,0,0,1,0,100,0,0,0,8,3,24,65,100,0,8,0,38,23,19,12,13,4,34,8,41,13,5,40,13,29,13,3,50,12,22,13,5,46,14,22,13,6,22,5,54,0,76,7,4,13,76,4,11,9,76,3,11,10,76,7,2,15,76,7,5,12,76,7,4,13,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,15,2,44,39,15,2,51,32,15,3,36,46,15,4,45,36,15,2,46,37,15,3,48,34,16,0,46,38,54,0,19,12,6,9,20,0,9,18,29,24,20,0,76,4,20,0,20,60,20,0,22,26,16,7,7,2,20,0,21,21,24,14,21,1,18,27,26,7,23,0,2,65,10,24,1,3,63,9,56,1,31,12,49,2,40,9,64,2,21,13,55,2,23,20,54,2,34,10,52,2,31,15,25,1,2,3,6,14,49,25,1,4,3,9,10,48,28,0,26,11,16,19,28,0,12,10,19,31,28,1,27,11,21,12,62,0,35,3,62,13,11,14,62,11,14,13,28,2,40,30,70,18,12,84,0,9,2,1,1,0,0,3,46,0,4,11,2,12,0,2,7,0,1,5,1,0,0,2,7,34,1,53,9,3,34,1,14,26,16,6,2,1,0,35,3,24,29,9,35,1,24,12,8,9,11,2.3529411764705883,1.9679789573241346,2.8333333333333335,2.136976056643281,11.523809523809524,7.70600340509026,3.1166666666666667,1.93181803075621
GH,GHA,Ghana,Greater Accra,2020-12-28,2020-12-26,100,3,162475.8486649458,0,0,3,95,7255074.443317325,54,0,4,96,0,8,92,0,5,95,0,15,85,0,5,95,0,16,84,0,3,97,0,5,95,0,5,95,0,6,94,0,4,96,0,18,82,0,0,100,0,8,92,96,0,2,2,92,1,4,3,95,0,3,2,85,0,6,9,95,0,2,3,84,1,4,11,97,0,2,1,95,0,2,3,95,0,3,2,94,1,4,1,96,0,2,2,82,0,7,11,100,0,0,0,92,1,6,1,5,0,3,92,98,0,1,1,7,2,16,75,84,0,6,10,94,0,6,0,94,0,2,4,0,98,1,1,0,17,1,17,65,100,0,10,0,25,25,16,24,14,3,31,17,35,14,7,36,14,29,14,6,45,14,21,14,10,37,12,27,14,10,14,11,51,0,84,1,6,9,84,1,9,6,84,1,14,1,84,3,5,8,84,3,9,4,84,3,5,8,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,18,1,40,41,18,2,45,35,18,3,43,36,18,2,45,35,18,2,41,39,18,2,42,38,19,0,36,45,64,0,18,5,2,11,21,0,1,15,32,31,21,0,78,1,24,0,15,61,24,0,33,23,12,5,2,1,24,0,18,24,21,13,26,0,17,32,18,7,29,1,3,59,8,32,0,6,56,6,60,0,36,4,55,0,40,5,57,1,40,2,55,0,32,13,59,0,34,7,58,1,35,6,35,0,4,2,5,11,43,35,0,2,2,10,12,39,39,2,7,11,22,19,39,1,7,14,19,20,39,0,22,14,10,15,64,1,31,4,64,8,16,12,64,7,19,10,39,0,36,25,75,14,11,88,0,4,0,1,2,0,0,5,52,0,2,12,3,6,2,3,2,3,1,4,3,0,2,3,2,43,2,43,12,0,43,1,6,29,16,2,1,2,0,44,3,38,14,1,44,0,11,23,10,4,8,2.5641025641025643,1.874971884629513,1,0,13.037735849056602,7.316898944201135,3.264150943396226,1.8517241798703177
GH,GHA,Ghana,Ashanti,2020-12-30,2020-12-25,100,2,72778.2595453972,1,44413.3703868895,14,99,6782584.259324388,62,3,7,90,4,11,85,2,2,96,3,14,83,2,16,82,2,25,73,3,7,90,3,5,92,5,10,85,2,4,94,2,5,93,3,22,75,2,3,95,3,13,84,93,0,1,6,89,2,2,7,98,1,0,1,86,1,3,10,84,2,6,8,75,2,6,17,93,1,2,4,95,1,1,3,90,0,2,8,96,0,2,2,95,0,3,2,78,1,7,14,97,1,2,0,87,0,6,7,1,0,9,90,91,1,4,4,3,0,13,84,87,1,1,11,99,0,1,0,99,0,0,1,0,100,0,0,0,5,4,27,64,100,0,5,0,32,31,18,14,10,6,35,12,37,10,7,43,13,27,10,4,52,12,22,10,7,47,15,21,10,6,18,6,60,0,73,12,4,11,73,8,11,8,73,6,14,7,73,12,0,15,73,9,7,11,73,12,5,10,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,12,2,48,38,12,3,54,31,12,5,38,45,12,5,50,33,12,4,43,41,12,4,48,36,13,1,45,41,55,0,21,11,5,8,21,1,10,11,30,27,21,0,76,3,22,2,9,67,22,0,23,27,16,4,5,3,22,0,17,26,25,10,22,1,18,29,25,5,22,0,4,68,6,24,1,7,62,6,52,2,34,12,46,3,44,7,62,3,25,10,50,3,23,24,57,3,34,6,52,3,36,9,26,2,4,2,4,12,50,26,2,5,5,5,11,46,30,0,22,16,12,20,30,0,15,6,20,29,30,1,27,13,15,14,60,3,33,4,60,16,12,12,60,13,18,9,30,1,40,29,71,17,12,85,0,8,1,0,1,0,0,5,47,0,5,9,1,17,0,2,4,0,1,2,1,0,0,2,9,35,0,56,8,1,35,0,13,27,17,6,2,0,0,38,3,30,19,10,38,1,22,10,7,10,12,2.6666666666666665,1.8933847100833359,2,1.224744871391589,12.91935483870968,7.558077618142159,2.9491525423728815,1.83287722573158
GH,GHA,Ghana,Greater Accra,2020-12-30,2020-12-27,100,2,85644.3940768716,1,47411.0566820622,10,93,7340871.736689232,57,2,6,92,2,8,90,3,5,92,2,16,82,3,10,87,1,13,86,5,5,90,3,6,91,2,5,93,3,7,90,2,4,94,1,19,80,3,0,97,3,9,88,94,1,2,3,92,1,3,4,95,1,2,2,84,0,6,10,90,1,3,6,87,0,5,8,95,1,2,2,94,2,1,3,95,0,3,2,93,1,5,1,96,1,1,2,81,1,8,10,100,0,0,0,91,1,4,4,7,0,8,85,92,0,3,5,7,1,13,79,88,0,4,8,96,0,4,0,96,0,3,1,0,97,1,2,0,15,1,16,68,100,0,11,0,27,25,18,19,13,2,32,16,37,13,6,29,19,33,13,3,39,14,31,13,6,30,18,33,13,7,11,12,57,0,85,3,7,5,85,2,9,4,85,3,10,2,85,7,2,6,85,6,6,3,85,6,3,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,17,5,38,40,17,4,47,32,17,5,39,39,17,4,46,33,17,4,41,38,17,4,40,39,18,1,39,42,61,1,18,8,3,9,21,1,4,15,33,26,21,2,68,9,24,4,9,63,24,1,26,24,18,4,2,1,24,1,16,20,28,11,28,1,14,34,16,7,29,0,1,56,14,31,2,4,54,9,62,1,31,6,53,2,40,5,61,0,34,5,54,0,37,9,59,1,34,6,60,0,30,10,35,0,3,0,5,10,47,35,0,1,3,7,14,40,37,2,8,13,18,22,37,1,11,10,15,26,37,0,20,13,12,18,67,2,29,2,67,7,7,19,67,4,17,12,37,0,37,26,74,15,11,87,0,2,1,4,2,0,1,3,50,0,1,12,3,7,2,4,1,2,0,2,2,1,1,5,7,41,1,46,12,0,41,1,11,24,13,5,3,2,0,42,3,40,12,3,42,1,13,18,14,4,8,2.357142857142857,1.7224688544945692,1.3333333333333333,0.5163977794943222,12.722222222222221,7.36748764599144,3.5185185185185186,1.7987494685458534
GH,GHA,Ghana,Ashanti,2020-12-31,2020-12-27,100,1,44413.3703868895,1,44413.3703868895,18,99,6661816.986180093,64,2,8,90,4,9,87,2,4,94,2,19,79,2,16,82,1,23,76,2,7,91,2,6,92,3,12,85,1,7,92,0,10,90,2,27,71,2,5,93,2,13,85,92,1,1,6,91,1,2,6,96,1,0,3,81,1,7,11,84,1,7,8,77,1,6,16,93,0,2,5,94,1,1,4,88,0,3,9,93,0,3,4,90,0,5,5,73,2,7,18,95,1,3,1,87,0,7,6,1,0,11,88,89,1,4,6,2,0,14,84,86,0,1,13,99,0,1,0,99,0,0,1,0,100,0,0,0,3,3,22,72,100,0,2,1,32,33,14,18,8,7,41,12,32,8,9,43,17,23,8,4,54,14,20,8,8,44,17,23,8,8,16,12,56,0,78,10,5,7,78,7,9,6,78,5,15,2,78,9,1,12,78,7,8,7,78,10,4,8,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,12,1,51,36,12,2,55,31,12,3,36,49,12,3,49,36,12,2,45,41,12,2,49,37,14,1,50,35,50,0,28,12,4,6,21,1,9,15,24,30,21,1,76,2,22,2,10,66,22,0,24,28,15,5,3,3,22,0,18,27,25,8,22,2,15,31,24,6,22,0,5,62,11,24,1,9,57,9,49,4,34,13,45,3,42,10,64,4,19,13,51,4,24,21,55,4,35,6,51,3,36,10,28,1,4,3,5,17,42,28,1,3,7,5,16,40,32,0,25,12,9,22,32,0,13,9,16,30,32,1,26,13,14,14,61,5,30,4,61,13,14,12,61,12,19,8,32,0,38,30,70,17,13,83,0,10,1,0,2,0,0,4,45,0,5,6,1,19,0,2,6,0,1,2,0,1,0,2,10,32,0,58,9,1,32,0,18,32,13,4,1,0,0,36,3,30,25,6,36,1,24,8,10,10,11,3.0701754385964914,2.007660766759655,2.1666666666666665,1.1690451944500122,12.92646153846154,7.847150046109341,3.1129032258064515,1.9844050907644133
GH,GHA,Ghana,Greater Accra,2020-12-31,2020-12-30,100,0,0,0,0,13,94,9139505.818796637,49,4,4,92,3,10,87,3,3,94,1,17,82,3,12,85,2,14,84,3,4,93,3,6,91,3,4,93,3,5,92,2,4,94,2,18,80,3,1,96,2,9,89,96,0,1,3,90,0,4,6,97,0,1,2,83,0,5,12,88,0,3,9,86,0,5,9,96,0,1,3,94,0,0,6,96,0,3,1,95,0,4,1,96,0,1,3,82,0,10,8,99,0,0,1,91,0,4,5,6,0,9,85,91,0,5,4,6,0,18,76,82,0,8,10,92,0,8,0,92,0,5,3,0,95,1,4,0,14,1,22,63,100,0,7,0,25,28,18,22,16,3,30,13,38,16,8,28,16,32,16,6,38,13,27,16,7,28,19,30,16,7,7,7,63,0,78,7,6,9,78,6,7,9,78,5,9,8,78,9,2,11,78,9,3,10,78,10,2,10,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,19,4,37,40,19,4,52,25,19,5,41,35,19,5,43,33,19,5,29,47,19,4,35,42,22,0,34,44,66,1,18,5,4,6,22,0,4,14,33,27,22,2,71,5,28,0,9,63,28,0,26,22,16,5,0,3,28,1,20,20,20,11,31,1,19,27,19,3,33,0,1,56,10,38,2,2,47,11,63,1,29,7,48,3,42,7,59,0,34,7,57,2,29,12,71,0,25,4,65,0,30,5,40,3,0,1,4,3,49,40,4,0,3,5,4,44,43,0,19,8,18,12,43,0,9,7,18,23,43,1,19,9,18,10,72,1,25,2,72,11,6,11,72,8,15,5,45,1,29,25,75,20,5,81,0,7,1,2,1,0,3,5,52,0,0,12,3,6,0,5,0,1,0,1,2,2,0,1,15,49,0,37,14,0,49,0,7,25,13,3,3,0,0,51,1,30,11,7,51,0,15,13,10,7,4,2.6097560975609757,1.7157804169019968,1.5,0.5345224838248488,12.854166666666666,6.584926640840292,2.782608695652174,1.7500862642644646
GH,GHA,Ghana,Ashanti,2021-01-01,2020-12-27,100,1,44413.3703868895,1,44413.3703868895,13,97,7617235.150736253,59,2,7,91,2,9,89,2,4,94,2,20,78,2,17,81,1,20,79,2,8,90,2,5,93,2,11,87,1,7,92,0,9,91,2,24,74,2,3,95,2,9,89,93,1,0,6,91,1,2,6,96,1,0,3,80,1,6,13,83,1,6,10,80,1,5,14,92,0,2,6,95,1,1,3,89,0,4,7,93,0,4,3,91,0,5,4,76,2,7,15,97,1,1,1,91,0,5,4,2,1,7,90,93,0,1,6,3,0,13,84,87,0,3,10,97,0,3,0,97,0,1,2,0,99,1,0,0,6,3,17,74,100,0,4,1,26,32,18,19,10,7,36,14,33,10,9,37,17,27,10,5,49,14,22,10,8,39,16,27,10,9,10,11,60,0,83,9,4,4,83,6,7,4,83,5,12,0,83,8,1,8,83,6,8,3,83,9,4,4,83,2,0,15,83,2,0,15,83,2,0,15,83,2,0,15,83,2,1,14,83,2,2,13,83,2,0,15,99,0,0,1,99,0,1,0,99,0,1,0,99,0,0,1,99,0,0,1,16,1,44,39,16,2,53,29,16,3,35,46,16,2,45,37,16,2,43,39,16,2,43,39,19,1,45,35,55,0,29,7,5,4,25,2,4,14,25,30,25,1,72,2,26,3,7,64,26,0,26,27,12,5,2,2,26,0,18,29,21,6,26,2,16,27,25,4,27,1,3,57,12,29,2,7,53,9,56,3,32,9,47,3,42,8,65,4,22,9,55,3,23,19,57,3,34,6,57,2,31,10,33,1,3,4,5,13,41,33,2,2,7,5,16,35,37,0,21,11,9,22,37,0,12,7,12,32,37,1,26,10,9,17,64,5,27,4,64,13,13,10,64,12,18,6,37,0,32,31,69,18,13,83,1,8,0,0,2,0,0,6,51,0,4,6,1,17,0,1,4,0,1,2,1,1,0,1,10,38,0,50,11,1,38,0,16,32,8,4,1,1,0,41,3,27,24,5,41,1,20,6,13,8,11,2.9607843137254903,1.9386674218516748,2.5,1.2909944487358056,13.158965517241377,7.54153730190225,3.0350877192982457,2.0785031726212235
GH,GHA,Ghana,Eastern,2021-01-01,2020-12-22,100,2,129115.4569184982,2,129115.4569184982,7,97,6877240.40010929,54,1,10,89,3,13,84,2,1,97,2,21,77,1,14,85,2,19,79,2,3,95,2,4,94,1,7,92,2,6,92,3,6,91,2,26,72,2,4,94,2,17,81,90,0,6,4,87,0,7,6,99,0,0,1,79,0,8,13,86,0,8,6,81,0,11,8,97,0,3,0,96,0,3,1,93,0,2,5,94,1,4,1,94,0,3,3,74,0,16,10,96,0,2,2,83,0,10,7,3,0,5,92,95,0,1,4,6,1,15,78,85,2,3,10,97,0,3,0,97,0,1,2,0,99,0,1,0,13,1,24,62,100,0,13,1,28,26,20,12,22,1,38,12,27,22,5,39,14,20,22,3,47,10,18,22,5,37,17,19,22,3,15,7,53,0,79,6,2,13,79,6,7,8,79,2,14,5,79,5,7,9,79,4,9,8,79,5,8,8,90,1,1,8,90,2,0,8,90,2,0,8,90,2,0,8,90,2,0,8,90,1,2,7,90,2,1,7,99,0,0,1,99,0,1,0,99,0,1,0,99,0,0,1,99,0,1,0,23,2,39,36,23,4,48,25,23,4,27,46,23,3,35,39,23,3,38,36,23,3,44,30,24,1,31,44,69,0,21,5,2,3,25,1,3,15,27,29,25,2,69,4,30,0,17,53,30,0,24,17,13,6,4,6,30,0,23,14,23,10,31,0,19,33,10,7,32,1,4,56,7,35,0,5,53,7,62,2,27,9,53,1,36,10,73,1,18,8,66,1,19,14,63,1,27,9,56,1,34,9,37,0,1,5,2,11,44,37,0,0,5,5,12,41,39,1,18,10,17,15,39,0,16,8,19,18,39,1,30,10,11,9,60,3,35,2,60,9,10,21,60,4,21,15,39,0,41,20,80,13,7,89,3,2,0,2,0,0,0,4,48,0,3,6,4,11,1,3,5,1,3,3,0,3,0,3,6,44,1,47,8,0,44,0,5,27,17,5,2,0,0,46,0,10,34,10,46,1,19,11,8,4,11,2.9310344827586206,2.1913871995699896,1.5,0.5773502691896257,12.90566037735849,6.751820697307666,2.58,1.9804143042117552
GH,GHA,Ghana,Greater Accra,2021-01-01,2020-12-31,100,0,0,0,0,7,90,8642726.759418026,42,4,4,92,1,18,81,3,0,97,1,19,80,3,7,90,2,17,81,3,6,91,1,7,92,3,3,94,2,6,92,4,4,92,3,16,81,2,2,96,2,17,81,96,0,1,3,82,0,5,13,100,0,0,0,81,0,10,9,93,1,0,6,83,1,5,11,94,0,1,5,93,1,1,5,97,0,0,3,94,0,3,3,96,0,3,1,84,0,7,9,98,0,1,1,83,0,9,8,10,0,5,85,95,0,3,2,10,0,18,72,82,0,5,13,95,0,5,0,95,0,4,1,0,96,1,3,0,15,3,18,64,100,0,13,0,21,21,18,27,23,2,27,9,39,23,3,28,13,33,23,5,29,13,30,23,5,23,12,37,23,5,6,7,59,0,83,5,1,11,83,4,4,9,83,3,8,6,83,3,4,10,83,4,6,7,83,5,3,9,64,1,2,33,64,1,2,33,64,1,1,34,64,0,5,31,64,0,4,32,64,1,6,29,64,1,3,32,94,0,0,6,94,0,2,4,94,0,1,5,94,0,2,4,94,0,1,5,29,2,29,40,29,3,39,29,29,4,27,40,29,4,36,31,29,4,23,44,29,3,19,49,32,0,28,40,72,0,12,5,6,5,33,0,1,8,22,36,33,4,61,2,36,0,6,58,36,1,32,17,7,4,0,3,36,1,18,19,20,6,38,0,19,24,17,2,41,0,1,52,6,46,1,5,43,5,71,1,21,7,62,2,32,4,73,0,23,4,65,2,26,7,77,0,22,1,81,0,18,1,47,2,0,2,5,4,40,47,2,0,3,4,6,38,50,1,13,12,14,10,50,0,8,7,18,17,50,1,17,8,15,9,75,0,24,1,75,11,7,7,75,9,10,6,52,1,22,25,75,17,8,85,2,5,0,1,1,0,1,5,63,1,0,12,2,4,0,4,1,0,0,0,4,2,0,0,7,56,0,28,16,0,56,0,4,22,12,4,1,0,1,57,2,22,13,6,57,0,12,13,12,4,2,2.8461538461538463,1.9939178774524016,1.4,0.5477225575051661,14.487804878048783,8.08431181740138,3.1951219512195124,1.8196086419216901
GH,GHA,Ghana,Ashanti,2021-01-02,2020-12-27,100,1,44413.3703868895,1,44413.3703868895,13,97,7588436.960616121,58,2,7,91,2,9,89,2,4,94,2,20,78,2,16,82,1,20,79,2,8,90,2,5,93,2,11,87,1,7,92,0,9,91,2,23,75,2,3,95,2,9,89,93,1,0,6,91,1,2,6,96,1,0,3,80,1,6,13,84,1,6,9,80,1,5,14,92,0,2,6,95,1,1,3,89,0,4,7,93,0,4,3,91,0,5,4,77,2,7,14,97,1,1,1,91,0,5,4,2,1,7,90,93,0,1,6,4,0,12,84,88,0,3,9,97,0,3,0,97,0,1,2,0,99,1,0,0,7,3,17,73,100,0,5,1,25,32,18,19,11,7,36,13,33,11,9,37,16,27,11,5,49,13,22,11,8,39,15,27,11,9,10,10,60,0,83,9,4,4,83,6,7,4,83,5,12,0,83,8,1,8,83,6,8,3,83,9,4,4,83,2,0,15,83,2,0,15,83,2,0,15,83,2,0,15,83,2,1,14,83,2,2,13,83,2,0,15,99,0,0,1,99,0,1,0,99,0,1,0,99,0,0,1,99,0,0,1,17,1,44,38,17,2,52,29,17,3,35,45,17,2,44,37,17,2,42,39,17,2,43,38,20,1,44,35,56,0,29,7,4,4,26,2,4,14,25,29,26,1,71,2,27,3,7,63,27,0,25,27,12,5,2,2,27,0,18,29,20,6,27,2,16,27,24,4,28,1,3,56,12,30,2,7,52,9,56,3,32,9,48,3,41,8,65,4,22,9,56,3,23,18,58,3,33,6,57,2,31,10,34,1,3,4,5,13,40,34,2,2,7,5,16,34,38,0,21,10,9,22,38,0,12,7,12,31,38,1,26,10,9,16,64,5,27,4,64,13,13,10,64,12,18,6,38,0,32,30,70,17,13,84,1,8,0,0,2,0,0,5,52,0,4,6,1,17,0,1,3,0,1,2,1,1,0,1,10,39,0,50,10,1,39,0,16,31,8,4,1,1,0,42,3,26,24,5,42,1,19,6,13,8,11,2.98,1.9534375770284902,2.5,1.2909944487358056,13.003859649122806,7.51466132550847,3.0535714285714284,2.0925812060458022
