ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
GH,GHA,Ghana,Greater Accra,2020-12-22,2020-12-21,100,0,0,0,0,8,89,6406723.785068161,55,5,3,92,5,9,86,4,2,94,5,13,82,5,8,87,4,21,75,5,4,91,4,7,89,3,3,94,3,7,90,5,9,86,3,20,77,6,1,93,6,11,83,97,0,2,1,91,0,3,6,98,0,1,1,87,1,4,8,92,0,2,6,80,2,9,9,97,0,0,3,94,0,4,2,97,0,2,1,93,0,3,4,91,1,1,7,81,1,8,10,100,0,0,0,90,0,7,3,11,0,8,81,92,0,5,3,11,3,13,73,87,0,5,8,95,0,4,1,95,0,1,4,0,99,1,0,0,19,1,19,61,100,0,17,1,34,18,18,12,35,0,30,14,21,35,2,33,11,19,35,3,38,7,17,35,3,27,15,20,35,3,11,10,41,0,82,9,3,6,82,8,5,5,82,4,12,2,82,9,2,7,82,11,3,4,82,10,2,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,22,2,37,39,22,2,41,35,22,2,28,48,22,2,35,41,22,2,26,50,22,1,33,44,24,0,29,47,71,0,15,3,7,4,27,0,2,10,37,24,27,1,72,0,30,2,11,57,30,0,36,15,12,3,2,2,30,1,20,17,20,12,30,1,21,29,16,3,32,0,0,61,7,37,2,2,55,4,64,2,32,2,60,3,34,3,73,2,22,3,66,2,25,7,75,1,21,3,67,2,28,3,38,0,4,0,7,5,46,38,0,1,2,10,7,42,42,0,13,18,12,15,42,0,11,6,12,29,42,0,21,8,17,12,71,0,27,2,71,6,13,10,71,6,16,7,42,0,40,18,82,12,6,88,0,2,2,2,2,0,1,3,49,0,4,6,5,4,0,4,6,3,1,4,5,1,1,3,4,44,1,43,12,0,44,0,4,30,14,3,3,2,0,44,2,43,9,2,44,0,13,15,8,8,12,2.2222222222222223,1.5695515485297267,1,0,13.537037037037036,7.309112851628961,3.2037037037037037,2.1664650768983065
GH,GHA,Ghana,Greater Accra,2020-12-23,2020-12-22,100,2,59205.135764351,2,59205.135764351,12,87,7870247.094120054,58,4,5,91,4,10,86,3,1,96,3,18,79,3,14,83,2,23,75,4,5,91,1,7,92,2,11,87,1,7,92,2,10,88,4,23,73,4,4,92,4,23,73,95,1,1,3,90,0,7,3,99,0,0,1,82,2,7,9,86,1,7,6,77,2,9,12,95,1,2,2,93,1,4,2,89,1,6,4,93,0,5,2,90,1,2,7,77,2,7,14,96,1,2,1,77,1,12,10,13,0,10,77,91,0,4,5,14,1,18,67,82,0,5,13,95,0,4,1,95,0,1,4,0,99,1,0,0,21,1,20,58,100,0,19,1,29,18,19,14,21,0,35,20,24,21,3,34,21,21,21,4,46,14,15,21,4,28,22,25,21,6,8,11,54,0,81,5,4,10,81,5,4,10,81,2,12,5,81,6,2,11,81,7,3,9,81,6,4,9,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,22,2,38,38,22,2,39,37,22,1,34,43,22,2,37,39,22,2,29,47,22,1,33,44,23,0,36,41,64,0,18,5,8,5,24,0,5,12,31,28,24,2,72,2,26,1,9,64,26,1,32,28,8,2,1,2,26,0,14,20,28,12,27,0,20,36,13,4,29,0,1,61,9,32,3,1,59,5,62,1,34,3,61,1,33,5,66,1,29,4,63,1,28,8,71,0,22,7,67,0,29,4,34,0,2,0,8,10,46,34,0,1,1,11,11,42,36,2,23,16,14,9,36,0,12,9,10,33,36,0,21,12,14,17,67,0,31,2,67,9,12,12,67,9,17,7,37,1,44,18,82,14,4,87,0,4,2,1,1,0,1,4,43,0,0,5,2,8,0,8,4,6,0,1,7,1,0,4,11,40,1,43,15,1,40,0,7,25,16,5,4,3,0,41,1,45,12,1,41,0,15,17,8,9,10,2.4285714285714284,1.5482934294099444,1.1428571428571428,0.6900655593423543,13.24561403508772,7.315054686238281,2.8596491228070176,2.1993391579812274
GH,GHA,Ghana,Ashanti,2020-12-24,2020-12-21,100,3,156218.076286781,1,42374.9137558146,13,92,7577047.490769265,61,3,7,90,4,12,84,4,1,95,4,15,81,3,10,87,3,17,80,4,5,91,5,4,91,4,9,87,6,5,89,4,10,86,5,23,72,4,1,95,3,22,75,93,1,2,4,88,1,3,8,99,0,1,0,85,0,6,9,90,0,2,8,83,0,10,7,95,0,2,3,96,0,4,0,91,1,3,5,95,0,3,2,90,0,6,4,77,1,6,16,99,0,1,0,78,2,7,13,8,0,9,83,91,0,4,5,8,0,10,82,90,0,3,7,97,0,3,0,97,0,0,3,0,100,0,0,0,12,3,17,68,100,0,10,0,35,20,16,19,23,2,35,5,35,23,10,29,12,26,23,6,35,12,24,23,4,36,10,27,23,7,14,6,50,0,84,5,4,7,84,5,5,6,84,4,6,6,84,6,2,8,84,4,7,5,84,6,5,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,17,0,49,34,17,0,58,25,17,1,37,45,17,0,47,36,17,2,39,42,17,1,60,22,21,0,45,34,55,0,20,10,2,13,22,0,4,25,25,24,22,0,73,5,24,0,15,61,24,0,23,22,19,5,6,1,24,1,19,24,20,12,25,0,19,23,28,5,27,1,3,60,9,30,0,0,61,9,53,1,38,8,45,2,42,11,65,2,25,8,54,2,26,18,62,2,26,10,41,3,43,13,33,0,2,4,4,9,48,33,0,2,6,9,10,40,36,0,24,12,15,13,36,0,12,10,24,18,36,0,24,17,14,9,59,0,37,4,59,10,12,19,59,9,22,10,38,1,38,23,77,17,6,83,0,8,0,4,0,0,1,4,45,0,2,4,2,13,1,2,9,0,1,8,2,3,0,2,6,38,0,49,12,1,38,0,8,34,15,2,3,0,0,38,4,20,30,8,38,1,19,15,9,7,11,2.4901960784313726,1.7478277835028009,1.6666666666666667,1.6329931618554518,12.163934426229508,6.826859521695298,2.7636363636363637,1.763452383753049
GH,GHA,Ghana,Greater Accra,2020-12-24,2020-12-23,100,4,139498.1102196511,3,85349.6436797039,9,93,8299198.917356454,53,1,10,89,1,11,88,1,1,98,1,19,80,1,17,82,1,21,78,1,8,91,0,7,93,1,6,93,1,7,92,1,10,89,1,30,69,1,5,94,1,24,75,90,2,5,3,89,0,8,3,99,0,0,1,81,1,6,12,83,1,9,7,79,1,8,12,92,1,3,4,93,1,4,2,94,1,4,1,93,0,5,2,90,0,3,7,70,1,11,18,95,1,4,0,76,2,12,10,7,0,6,87,94,0,4,2,9,1,18,72,82,0,3,15,97,1,2,0,97,0,2,1,0,99,0,1,0,14,2,19,65,100,0,14,0,21,35,16,14,16,1,39,19,25,16,6,38,23,17,16,5,47,19,13,16,3,34,23,24,16,6,9,9,60,0,83,5,4,8,83,4,6,7,83,4,8,5,83,5,2,10,83,6,2,9,83,5,6,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,17,1,50,32,17,2,47,34,17,4,37,42,17,1,45,37,17,2,28,53,17,2,39,42,21,0,39,40,61,0,19,10,5,5,22,0,5,19,27,27,22,1,72,5,24,1,13,62,24,1,27,28,10,7,2,1,24,1,17,16,27,15,26,2,18,39,11,4,29,0,1,64,6,32,2,4,57,5,51,1,43,5,55,1,37,7,64,1,28,7,57,1,31,11,74,0,19,7,62,0,33,5,34,0,0,3,8,13,42,34,1,1,2,8,15,39,35,1,20,9,22,13,35,0,7,8,16,34,35,0,18,14,12,21,69,1,27,3,69,10,10,11,69,10,15,6,38,1,42,19,81,11,8,91,0,5,1,0,0,0,0,3,49,0,0,4,1,4,1,7,2,7,0,1,6,1,0,3,14,46,0,41,12,1,46,0,8,17,15,7,5,1,1,47,1,33,19,0,47,0,16,18,5,7,7,2.6226415094339623,1.4964883907429576,1.3333333333333333,0.8164965809277259,15.076923076923077,6.694587084298846,2.4705882352941178,1.8692559073221686
GH,GHA,Ghana,Ashanti,2020-12-25,2020-12-22,100,3,171836.9751294307,1,57993.8125984643,19,94,7540526.546419903,63,3,6,91,3,13,84,4,1,95,4,15,81,3,13,84,3,18,79,3,6,91,5,6,89,4,11,85,6,2,92,4,9,87,5,22,73,4,2,94,3,20,77,94,1,2,3,87,1,4,8,99,0,1,0,85,0,5,10,87,0,3,10,82,0,12,6,94,0,2,4,94,0,4,2,89,1,4,6,98,0,0,2,91,0,4,5,78,1,7,14,98,0,2,0,80,2,6,12,6,0,9,85,91,0,5,4,8,0,8,84,92,0,2,6,98,0,2,0,98,0,0,2,0,100,0,0,0,11,2,17,70,100,0,10,0,34,22,19,15,15,1,39,8,37,15,6,33,18,28,15,5,40,14,26,15,5,39,12,29,15,7,17,7,54,0,84,3,5,8,84,3,6,7,84,3,9,4,84,4,3,9,84,4,7,5,84,3,5,8,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,18,1,47,34,18,1,57,24,18,2,34,46,18,1,46,35,18,1,41,40,18,2,53,27,21,0,48,31,52,0,23,10,3,12,22,0,2,27,25,24,22,0,74,4,23,0,21,56,23,0,22,20,20,6,7,2,23,0,17,26,22,12,24,0,16,27,28,5,26,1,1,59,13,27,1,1,58,13,55,0,35,10,45,2,40,13,67,1,22,10,55,1,25,19,59,1,29,11,47,2,35,16,30,0,2,3,7,11,47,30,0,2,3,10,12,43,33,0,25,11,18,13,33,0,9,13,24,21,33,0,24,16,18,9,60,0,37,3,60,11,14,15,60,10,20,10,35,1,43,21,79,12,9,88,0,7,1,1,0,0,1,2,45,0,3,7,4,11,1,2,8,0,1,8,1,2,0,2,5,36,1,50,10,3,36,1,10,33,12,4,3,1,0,36,2,22,33,7,36,0,23,13,11,8,9,2.4615384615384617,1.9848597368484993,2.6666666666666665,2.250925735484551,12.53968253968254,7.11161112553402,2.8135593220338984,1.8049221615768523
GH,GHA,Ghana,Greater Accra,2020-12-25,2020-12-24,100,2,80292.97445530011,1,26144.5079153529,9,93,7624165.966745011,54,0,6,94,0,12,88,1,2,97,1,18,81,0,14,86,0,18,82,0,7,93,1,4,95,1,2,97,0,7,93,1,8,91,1,29,70,0,3,97,0,18,82,94,1,4,1,88,0,6,6,98,0,0,2,82,0,2,16,86,0,8,6,82,1,6,11,93,0,2,5,96,0,1,3,98,0,0,2,93,0,3,4,92,0,2,6,71,0,14,15,97,0,2,1,82,0,7,11,7,0,6,87,95,0,4,1,11,1,18,70,82,1,5,12,95,1,3,1,95,0,4,1,0,97,0,3,0,18,3,16,63,100,0,14,0,26,28,11,21,19,0,37,18,26,19,5,41,13,22,19,1,47,11,22,19,0,40,15,26,19,2,10,12,57,0,85,5,0,10,85,4,6,5,85,4,6,5,85,4,5,6,85,4,4,7,85,4,4,7,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,20,3,39,38,20,4,48,28,20,5,35,40,20,1,53,26,20,3,36,41,20,3,37,40,22,0,40,38,60,1,18,11,4,6,23,0,4,20,26,27,23,1,71,5,24,0,16,60,24,0,23,31,9,9,2,2,24,1,19,11,27,18,26,1,21,30,17,5,27,0,4,59,10,31,4,4,52,9,61,1,34,4,53,1,39,7,65,1,27,7,48,2,31,19,65,1,28,6,63,0,30,7,32,0,0,4,10,3,51,32,1,0,4,8,9,46,34,1,14,12,23,16,34,1,9,8,17,31,34,2,20,14,8,22,67,3,22,8,67,6,13,14,67,9,15,9,38,1,36,25,75,17,8,83,0,9,1,0,1,0,0,6,47,0,0,7,3,8,1,6,3,5,0,1,6,0,0,2,11,46,0,43,11,0,46,0,6,19,19,7,2,0,1,46,0,34,18,2,46,1,11,18,7,6,11,2.3773584905660377,1.778357226966891,2,1,14.649803921568626,6.03252036555073,2.969811320754717,1.9400222942474317
GH,GHA,Ghana,Ashanti,2020-12-26,2020-12-23,100,4,200201.8642879384,1,57993.8125984643,18,97,7777324.392694036,63,5,5,90,3,15,82,5,1,94,6,13,81,4,14,82,5,19,76,5,7,88,6,5,89,7,10,83,7,1,92,6,8,86,5,19,76,5,1,94,5,18,77,95,1,1,3,85,2,4,9,99,0,1,0,87,0,5,8,86,1,3,10,81,1,9,9,93,1,2,4,95,0,3,2,90,1,4,5,99,0,0,1,92,0,4,4,81,1,6,12,99,0,1,0,82,1,7,10,3,0,8,89,92,0,4,4,7,0,8,85,92,1,2,5,98,0,2,0,98,0,0,2,0,100,0,0,0,11,1,24,64,100,0,10,0,33,22,23,12,14,2,36,8,40,14,6,35,15,30,14,5,43,13,25,14,5,42,14,25,14,6,17,4,59,0,77,6,4,13,77,4,11,8,77,5,10,8,77,7,3,13,77,7,7,9,77,6,5,12,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,15,2,45,38,15,2,56,27,15,4,36,45,15,3,45,37,15,3,39,43,15,4,45,36,18,0,44,38,56,0,20,10,4,10,21,0,4,20,33,22,21,0,77,2,22,0,21,57,22,0,22,24,18,6,6,2,22,0,19,25,20,14,23,0,16,26,30,5,25,0,1,62,12,25,1,1,63,10,57,0,34,9,46,2,42,10,65,1,24,10,56,1,22,21,61,1,29,9,55,2,29,14,26,0,2,3,6,9,54,26,0,2,3,10,9,50,28,0,23,14,18,17,28,0,10,11,20,31,28,0,25,12,21,14,63,0,35,2,63,12,13,12,63,10,18,9,30,1,46,23,77,14,9,88,0,6,1,1,0,0,1,3,44,0,4,10,3,10,0,2,6,0,2,8,1,2,0,2,6,36,1,51,9,3,36,1,10,29,14,5,4,1,0,36,2,26,28,8,36,1,20,13,11,10,9,1.9591836734693877,1.7315597938644482,3,2.345207879911715,11.67741935483871,7.007663705411657,2.9491525423728815,1.8701256532886372
GH,GHA,Ghana,Greater Accra,2020-12-26,2020-12-25,100,2,124242.5112701364,0,0,9,91,8336852.329592212,52,0,4,96,0,13,87,1,5,94,1,18,81,0,8,92,0,22,78,0,8,92,1,6,93,1,8,91,0,8,92,1,4,95,0,26,74,0,3,97,0,12,88,96,0,3,1,87,1,6,6,95,0,2,3,82,0,7,11,92,0,6,2,78,2,9,11,92,0,4,4,94,0,4,2,92,0,3,5,92,1,3,4,96,0,1,3,74,0,14,12,97,0,1,2,88,1,5,6,9,0,7,84,95,0,4,1,12,0,19,69,81,1,8,10,92,0,8,0,92,0,2,5,1,98,0,2,0,21,2,15,62,100,0,13,0,25,21,16,25,21,2,31,16,30,21,2,35,11,31,21,3,41,12,23,21,5,35,11,28,21,5,10,9,55,0,85,4,3,8,85,4,5,6,85,3,10,2,85,4,5,6,85,3,7,5,85,5,2,8,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,25,3,36,36,25,3,43,29,25,3,36,36,25,1,43,31,25,3,38,34,25,2,33,40,27,0,39,34,61,1,22,10,2,4,28,0,1,23,22,26,28,0,71,1,32,0,14,54,32,0,26,26,9,5,1,1,32,1,21,14,23,9,34,0,17,30,14,5,35,1,5,52,7,38,3,4,48,7,65,1,30,4,57,2,41,0,65,2,31,2,57,3,30,10,63,1,32,4,68,1,30,1,38,0,2,4,6,7,43,38,1,2,3,10,13,33,42,1,11,11,15,20,42,1,5,12,15,25,42,0,18,14,6,20,68,2,25,5,68,11,11,10,68,13,12,7,43,0,35,22,78,11,11,89,0,4,0,1,1,0,0,5,54,0,0,9,3,3,2,6,4,2,2,2,3,1,0,2,7,47,2,38,13,0,47,0,7,19,19,5,1,1,1,47,1,33,16,3,47,2,9,20,8,6,8,2.3617021276595747,1.7248255351584127,2,1.4142135623730951,12.451836734693877,6.266072558319322,2.62,1.5371587890836598
GH,GHA,Ghana,Ashanti,2020-12-27,2020-12-24,100,4,200201.8642879384,1,57993.8125984643,20,99,7564962.701574036,66,5,6,89,6,14,80,6,1,93,7,11,82,5,15,80,5,19,76,6,5,89,7,5,88,8,9,83,7,2,91,6,8,86,6,19,75,6,3,91,6,14,80,94,1,2,3,86,2,4,8,99,0,1,0,89,0,5,6,85,1,6,8,81,1,8,10,95,1,1,3,95,0,2,3,91,1,4,4,98,0,0,2,92,0,4,4,81,1,5,13,97,0,3,0,86,0,6,8,1,0,9,90,91,1,6,2,5,0,12,83,88,1,1,10,99,0,1,0,99,0,0,1,0,100,0,0,0,8,3,24,65,100,0,8,0,39,24,19,10,13,4,35,8,40,13,5,41,13,28,13,3,50,12,22,13,5,46,14,22,13,6,22,5,54,0,76,7,4,13,76,4,11,9,76,3,11,10,76,7,2,15,76,7,5,12,76,7,4,13,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,15,2,45,38,15,2,52,31,15,3,37,45,15,4,46,35,15,2,46,37,15,3,48,34,16,0,45,39,55,0,18,11,6,10,19,0,9,18,29,25,19,0,77,4,19,0,20,61,19,0,23,26,16,7,7,2,19,0,22,21,24,14,20,1,19,27,26,7,22,0,2,65,11,23,1,3,63,10,55,1,32,12,48,2,41,9,63,2,22,13,54,2,24,20,54,2,34,10,52,2,31,15,24,1,2,3,6,13,51,24,1,4,3,8,10,50,27,0,26,11,16,20,27,0,12,10,18,33,27,1,28,11,20,13,61,0,36,3,61,13,12,14,61,11,15,13,27,2,40,31,69,19,12,83,0,10,2,1,1,0,0,3,45,0,4,11,2,12,0,3,7,0,2,5,1,0,0,2,6,33,1,54,9,3,33,1,14,26,15,7,3,1,0,34,3,25,29,9,34,1,24,13,9,9,10,2.2941176470588234,1.9929286755632658,2.8333333333333335,2.136976056643281,11.578125,7.673505619471682,3.1147540983606556,1.9157101438347237
GH,GHA,Ghana,Greater Accra,2020-12-27,2020-12-26,100,3,162475.8486649458,0,0,3,96,7169088.353994342,56,0,4,96,0,8,92,0,5,95,0,15,85,0,5,95,0,15,85,0,3,97,0,5,95,0,4,96,0,6,94,0,3,97,0,18,82,0,0,100,0,8,92,96,0,2,2,92,1,4,3,95,0,3,2,85,0,6,9,95,0,2,3,85,1,4,10,97,0,2,1,95,0,2,3,96,0,2,2,94,1,4,1,97,0,2,1,82,0,7,11,100,0,0,0,92,1,6,1,4,0,3,93,98,0,1,1,6,2,17,75,83,0,6,11,94,0,6,0,94,0,2,4,0,98,1,1,0,16,1,17,66,100,0,9,0,25,26,16,24,13,3,32,18,34,13,7,36,15,29,13,6,45,16,20,13,10,36,14,27,13,10,14,11,52,0,84,1,6,9,84,1,9,6,84,1,14,1,84,3,5,8,84,3,9,4,84,3,5,8,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,17,1,42,40,17,2,46,35,17,3,43,37,17,2,46,35,17,2,41,40,17,2,42,39,18,0,36,46,64,0,18,5,2,11,19,0,1,15,34,31,19,0,80,1,22,0,15,63,22,0,33,24,13,5,2,1,22,0,19,24,22,13,24,0,17,34,18,7,27,1,3,59,10,30,0,6,56,8,58,0,38,4,54,0,41,5,57,1,40,2,54,0,33,13,59,0,34,7,58,1,35,6,33,0,4,3,5,11,44,33,0,2,2,11,13,39,37,2,7,11,22,21,37,1,7,14,20,21,37,0,22,14,11,16,64,1,31,4,64,8,16,12,64,7,19,10,37,0,38,25,75,14,11,88,0,4,0,1,2,0,0,5,50,0,2,13,3,6,2,3,2,3,1,4,3,0,2,3,3,41,2,45,12,0,41,1,6,29,17,3,1,2,0,42,3,40,14,1,42,0,11,24,10,4,9,2.6052631578947367,1.882199312825443,1,0,13.166666666666666,7.309208459326276,3.2962962962962963,1.8493204221442021
