ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V2..99,V2a..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V4_6..99,V5a_1..99,V5a_2..99,V5a_3..99,V5a_4..99,V5a_5..99,V5a_6..99,V5a_7..99,V5a_8..99,V5a_9..99,V5b_1..99,V5b_2..99,V5b_3..99,V5b_4..99,V5b_5..99,V5b_6..99,V5b_7..99,V5b_8..99,V5b_9..99,V5c_1..99,V5c_2..99,V5c_3..99,V5c_4..99,V5c_5..99,V5c_6..99,V5c_7..99,V5c_8..99,V5c_9..99,V5d_1..99,V5d_2..99,V5d_3..99,V5d_4..99,V5d_5..99,V5d_6..99,V5d_7..99,V5d_8..99,V5d_9..99,V6_1..99,V6_2..99,V6_3..99,V6_4..99,V6_5..99,V6_6..99,V6_7..99,V9..99,V9..77,V9.1,V9.2,V9.3,V9.4,V10_1..99,V10_2..99,V10_3..99,V10_4..99,V10_5..99,V10_6..99,V10_7..99,V10_8..99,V10_9..99,V10_10..99,V11..99,V12..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C9a..99,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
ET,ETH,Ethiopia,Addis Abeba,2021-01-16,2021-01-14,100,0,0,0,0,42,94,14713743.105887795,59,3,0,97,3,8,89,4,1,95,4,10,86,3,15,82,0,10,90,3,14,83,2,6,92,4,3,93,2,4,94,4,10,86,2,17,81,2,5,93,3,17,80,100,0,0,0,92,1,4,3,99,0,0,1,90,2,4,4,85,0,2,13,90,0,8,2,86,1,5,8,94,0,3,3,97,0,1,2,96,1,2,1,90,0,4,6,83,0,5,12,95,1,0,4,83,1,10,6,6,0,23,71,78,0,12,10,7,2,35,56,66,0,10,24,90,0,8,2,90,0,3,7,0,97,0,0,3,0,20,4,23,53,100,100,0,8,0,52,24,8,8,14,6,30,29,21,14,7,35,22,22,14,10,51,11,14,14,5,46,18,17,14,9,9,15,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,29,29,20,6,0,0,0,0,0,0,0,0,0,0,0,0,77,6,12,5,77,8,3,12,77,6,10,7,77,7,3,13,77,8,2,13,77,9,2,12,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,18,5,48,29,18,5,53,24,18,5,61,16,18,6,49,27,18,6,29,47,18,5,35,42,21,1,45,33,55,0,21,13,5,6,23,1,0,8,39,29,23,0,73,4,25,3,16,56,25,0,37,25,9,3,1,0,25,0,14,10,26,25,26,0,13,35,21,5,27,1,0,61,11,0,27,2,1,64,6,53,1,42,4,48,2,47,3,40,5,47,8,51,3,33,13,71,2,21,6,66,0,32,2,27,3,0,4,14,16,36,27,0,1,7,11,19,35,33,2,25,25,6,9,33,0,1,12,20,34,33,0,11,15,18,23,74,0,20,6,74,6,10,10,74,6,10,10,33,0,45,22,78,0,15,7,88,1,2,2,0,1,0,0,6,45,0,0,2,5,7,1,1,4,5,0,3,11,3,3,3,7,39,1,59,1,0,0,39,0,1,19,21,12,8,0,0,41,3,51,5,0,41,0,21,17,13,7,1,3.075,2.164841440276507,1.9047619047619047,1.13599128098599,15.203389830508474,5.162128874585158,2.892857142857143,1.7547708623124503
ET,ETH,Ethiopia,Addis Abeba,2021-01-17,2021-01-15,100,2,306197.05773059896,1,117716.521423705,58,91,14196559.30786066,62,4,3,93,6,10,84,6,2,92,6,12,82,6,13,81,1,13,86,6,10,84,3,5,92,7,2,91,5,4,91,6,9,85,3,19,78,5,6,89,4,20,76,97,0,2,1,90,1,4,5,98,0,1,1,88,1,5,6,87,0,2,11,87,2,8,3,90,2,5,3,95,0,5,0,98,0,1,1,96,1,2,1,91,1,3,5,81,1,6,12,94,1,1,4,80,2,10,8,9,0,27,64,74,0,14,12,10,2,34,54,67,0,13,20,87,2,11,0,87,0,5,8,0,95,0,2,3,0,27,1,25,47,100,100,0,12,1,44,22,7,14,18,3,35,21,23,18,4,38,17,23,18,5,52,13,12,18,5,45,17,15,18,5,10,10,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,27,26,19,8,0,0,0,0,0,0,0,0,0,0,0,0,75,7,8,10,75,8,3,14,75,6,9,10,75,7,6,12,75,10,1,14,75,9,4,12,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,21,6,47,26,21,7,53,19,21,6,56,17,21,7,47,25,21,6,32,41,21,6,31,42,23,2,42,33,58,0,18,14,6,4,24,1,0,8,36,31,24,0,73,3,25,3,22,50,25,1,37,25,6,3,2,1,25,1,14,16,19,25,25,1,13,31,21,9,26,0,1,62,11,0,26,3,3,63,5,53,4,38,5,47,5,45,3,44,6,43,7,53,5,28,14,68,3,23,6,69,2,28,1,27,1,1,3,12,18,38,27,0,1,7,10,19,36,31,3,27,25,6,8,31,0,6,11,18,34,31,0,15,17,18,19,68,4,20,8,68,9,12,11,68,8,13,11,32,0,50,18,82,0,7,11,95,0,1,0,0,0,0,1,3,45,0,1,8,3,8,0,1,6,5,0,5,6,2,1,3,6,37,1,60,2,0,0,37,0,2,24,24,9,4,0,0,38,2,55,4,1,38,1,25,14,13,7,2,3.5945945945945947,2.3624311801788176,2.2916666666666665,1.1220775245117838,14.790322580645162,5.229603930632322,2.559322033898305,1.764312764913628
ET,ETH,Ethiopia,Addis Abeba,2021-01-18,2021-01-16,100,2,306197.05773059896,1,117716.521423705,47,91,12779740.482701356,56,4,3,93,5,9,86,5,2,93,4,9,87,6,7,87,3,10,87,5,5,90,3,5,92,6,4,90,5,6,89,5,9,86,3,18,79,5,3,92,4,21,75,97,0,2,1,91,0,5,4,98,0,1,1,91,0,6,3,93,0,1,6,90,2,6,2,95,2,2,1,95,0,5,0,96,1,1,2,94,0,5,1,91,1,4,4,82,1,8,9,97,0,1,2,79,1,9,11,9,0,23,68,78,0,11,11,10,1,34,55,66,0,12,22,88,3,9,0,88,0,7,5,0,93,0,2,5,0,24,0,29,47,100,100,0,12,1,43,20,8,16,20,2,37,17,24,20,3,41,15,21,20,2,51,12,15,20,3,44,13,20,20,3,12,7,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,31,24,18,7,0,0,0,0,0,0,0,0,0,0,0,0,72,13,5,10,72,13,2,13,72,10,9,9,72,9,9,10,72,15,3,10,72,13,4,11,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,21,3,47,29,21,4,59,16,21,6,54,19,21,4,49,26,21,3,44,32,21,5,43,31,23,1,42,34,58,0,16,13,7,6,25,0,0,7,41,27,25,0,71,4,25,1,22,52,25,1,44,16,6,6,1,1,25,1,15,13,24,22,25,2,16,30,19,8,28,0,1,63,8,0,30,1,2,62,5,53,4,36,7,41,5,47,7,46,5,42,7,51,4,35,10,56,2,32,10,57,4,37,2,32,2,1,4,7,19,35,32,0,1,7,10,15,35,34,2,24,20,10,10,34,0,6,11,17,32,34,0,13,19,14,20,69,4,20,7,69,11,10,10,69,10,10,11,37,0,50,13,87,0,4,9,96,0,1,0,0,0,1,2,0,47,0,1,9,5,7,0,0,6,5,0,4,5,4,1,3,3,42,0,56,2,0,0,42,0,2,24,23,6,3,0,0,44,1,50,4,1,44,1,21,15,13,4,2,3.34375,2.585435322426692,2.142857142857143,1.1084094137869043,14.491228070175438,5.650925357274126,2.4150943396226414,1.6805901237380299
ET,ETH,Ethiopia,Addis Abeba,2021-01-19,2021-01-17,100,3,447479.300958268,1,117716.521423705,42,93,12424849.252101606,55,2,4,94,3,10,87,3,2,95,2,8,90,4,10,86,3,5,92,3,5,92,2,4,94,4,5,91,4,4,92,3,8,89,2,17,81,4,2,94,3,15,82,96,0,2,2,90,0,4,6,98,0,1,1,92,0,4,4,90,0,1,9,95,1,2,2,95,2,1,2,96,0,2,2,95,1,2,2,96,0,3,1,92,1,3,4,83,1,9,7,98,0,1,1,85,0,8,7,7,0,23,70,79,0,13,8,9,2,33,56,67,0,8,25,92,3,5,0,92,0,6,2,0,94,0,2,4,0,20,0,33,47,100,100,0,13,1,42,24,11,9,20,6,34,18,22,20,6,42,17,15,20,1,53,13,13,20,4,47,15,14,20,4,13,10,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,31,25,14,9,0,0,0,0,0,0,0,0,0,0,0,0,70,12,6,12,70,14,2,14,70,10,10,10,70,11,10,9,70,15,4,11,70,14,3,13,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,22,1,47,30,22,2,63,13,22,3,56,19,22,3,54,21,22,3,45,30,22,3,48,27,24,0,45,31,55,0,20,11,5,9,25,1,0,8,38,28,25,0,72,3,28,0,21,51,28,0,43,16,9,4,0,0,28,0,13,13,26,20,28,2,19,33,13,5,31,0,1,61,7,0,33,0,1,63,3,53,1,41,5,37,2,54,7,44,2,47,7,46,2,38,14,55,1,36,8,52,2,43,3,34,1,2,3,7,18,35,34,1,1,7,9,14,34,36,2,20,19,12,11,36,0,5,12,12,35,36,0,10,18,12,24,73,2,20,5,73,9,10,8,73,7,12,8,39,0,46,15,85,0,5,10,95,0,1,0,0,0,1,1,2,51,0,0,6,7,6,0,2,8,5,0,2,3,4,2,1,3,44,0,55,1,0,0,44,0,3,23,22,4,3,1,0,45,0,51,3,1,45,0,22,16,14,2,1,3.2333333333333334,2.9790455927491544,1.95,1.145931016569864,15.181818181818182,5.630903187506486,2.3653846153846154,1.7038462389644151
ET,ETH,Ethiopia,Addis Abeba,2021-01-20,2021-01-18,100,1,141282.243227669,0,0,39,95,12089123.095601551,60,1,1,98,0,8,92,1,0,99,0,5,95,2,14,84,2,4,94,1,6,93,2,4,94,2,5,93,1,4,95,1,8,91,1,15,84,2,1,97,2,12,86,99,0,0,1,92,0,4,4,100,0,0,0,95,0,2,3,86,0,1,13,96,0,2,2,94,1,1,4,96,0,2,2,95,1,1,3,96,0,3,1,92,0,4,4,85,0,9,6,99,0,1,0,88,0,7,5,5,0,19,76,82,0,12,6,6,1,28,65,72,0,4,24,96,1,3,0,96,0,1,3,0,99,0,0,1,0,12,1,37,50,100,100,0,10,0,44,21,12,13,15,7,27,24,27,15,5,37,24,19,15,1,51,15,18,15,2,46,19,18,15,8,10,11,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,30,25,18,9,0,0,0,0,0,0,0,0,0,0,0,0,66,7,14,13,66,16,0,18,66,11,11,12,66,11,12,11,66,13,5,16,66,16,1,17,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,18,1,53,28,18,1,65,16,18,2,60,20,18,2,58,22,18,4,53,25,18,2,47,33,19,0,47,34,53,0,18,12,4,13,20,1,1,9,37,32,20,2,74,4,23,0,14,63,23,0,45,18,10,4,0,0,23,0,9,13,29,26,23,0,16,38,18,5,26,0,0,65,9,0,29,1,0,65,5,47,0,48,5,35,1,55,9,40,1,45,14,42,2,37,19,47,0,40,13,53,1,41,5,31,2,2,1,9,18,37,31,1,0,4,12,10,42,34,1,15,29,11,10,34,0,3,13,14,36,34,1,5,20,12,28,75,0,17,8,75,6,10,9,75,6,11,8,34,0,53,13,87,0,6,7,95,1,1,0,0,0,1,0,2,44,0,0,3,7,7,0,6,4,3,0,1,10,2,2,5,6,38,0,62,0,0,0,38,0,2,30,21,5,3,1,0,40,4,53,3,0,40,1,24,18,13,2,2,3.176470588235294,2.467615561572506,2.176470588235294,1.1311108542958477,15.12280701754386,5.071172643477037,2.5,1.7888543819998315
ET,ETH,Ethiopia,Oromia,2021-01-20,2021-01-14,100,1,231208.217590793,0,0,65,91,17944578.754366152,52,8,3,89,7,14,79,10,3,87,7,9,84,8,13,79,6,12,82,9,6,85,6,7,87,6,3,91,9,9,82,5,7,88,6,13,81,8,2,90,7,12,81,97,0,0,3,86,1,5,8,97,0,0,3,91,1,4,4,87,0,4,9,88,2,4,6,94,0,1,5,93,1,1,5,97,0,0,3,91,1,2,6,93,1,5,1,87,3,5,5,98,1,0,1,88,0,6,6,7,2,27,64,73,1,12,14,11,2,17,70,84,1,4,11,96,1,3,0,96,0,1,3,0,99,1,0,0,0,20,2,29,49,100,100,0,17,0,46,21,6,10,19,6,34,19,22,19,7,37,21,16,19,4,53,12,12,19,6,46,19,10,19,7,15,15,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,31,18,19,11,0,0,0,0,0,0,0,0,0,0,0,0,74,8,10,8,74,11,2,13,74,9,6,11,74,8,6,12,74,8,5,13,74,9,7,10,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,23,3,50,24,23,4,51,22,23,6,50,21,23,5,41,31,23,5,48,24,23,6,43,28,24,1,46,29,54,0,17,12,5,12,26,2,1,13,30,28,26,1,64,9,29,1,19,51,29,1,27,17,11,8,5,2,29,0,14,15,26,16,29,2,15,26,23,5,31,1,3,62,3,0,34,1,2,60,3,51,3,33,13,49,6,33,12,51,6,28,15,60,3,24,13,53,3,30,14,58,5,31,6,37,1,1,3,9,11,38,37,2,2,3,9,12,35,41,3,13,21,9,13,41,2,6,12,13,26,41,1,11,14,16,17,75,2,19,4,75,6,13,6,75,5,14,6,43,1,33,23,77,0,9,14,94,1,1,0,1,1,0,0,2,61,1,0,1,1,9,1,2,11,2,0,1,4,1,0,0,5,48,2,49,0,1,0,48,2,2,23,19,4,1,0,1,48,1,18,29,4,48,1,19,11,15,4,2,2.975609756097561,3.2976340372913486,2.652173913043478,1.4650068461575658,14.24,6.348903167364535,3.2799999999999994,1.616749068662298
ET,ETH,Ethiopia,Addis Abeba,2021-01-21,2021-01-19,100,1,141282.243227669,0,0,29,99,12936001.059929458,67,3,2,95,3,5,92,3,1,96,3,4,93,4,16,80,3,2,95,4,4,92,4,3,93,4,3,93,3,3,94,3,5,92,1,13,86,4,2,94,3,9,88,98,0,1,1,95,0,4,1,99,0,0,1,96,0,1,3,84,0,1,15,98,0,1,1,96,0,1,3,97,0,1,2,97,0,1,2,97,0,1,2,95,0,3,2,87,0,7,6,98,0,1,1,91,0,6,3,1,0,17,82,84,0,8,8,3,1,33,63,67,0,6,27,94,0,6,0,94,0,1,5,0,99,0,0,1,0,11,1,39,49,100,100,0,5,0,50,17,13,15,9,13,27,23,28,9,11,33,25,22,9,4,51,16,20,9,6,50,18,17,9,16,12,12,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,33,22,20,13,0,0,0,0,0,0,0,0,0,0,0,0,62,4,22,12,62,14,2,22,62,12,11,15,62,11,12,15,62,12,8,18,62,14,2,22,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,12,2,54,32,12,4,61,23,12,3,63,22,12,4,50,34,12,6,48,34,12,4,43,41,13,0,43,44,57,0,19,10,3,11,14,2,1,14,33,36,14,4,78,4,17,0,18,65,17,0,49,19,9,4,0,2,17,0,16,19,23,25,17,0,18,41,19,5,20,0,1,70,9,0,21,1,1,70,7,46,1,49,4,39,1,54,6,37,1,46,16,50,2,29,19,52,1,40,7,57,1,39,3,24,1,3,2,13,15,42,24,1,0,4,10,13,48,26,0,24,33,9,8,26,0,5,16,14,39,26,1,7,22,19,25,71,1,17,11,71,7,12,10,71,6,16,7,26,0,54,20,80,0,7,13,96,1,0,0,1,0,0,0,2,43,0,2,1,4,7,0,9,2,6,0,2,9,3,2,4,6,31,1,67,1,0,0,31,0,1,32,24,8,4,0,0,33,5,58,2,2,33,1,25,21,11,6,3,3.2352941176470593,2.5472364529499565,1.8571428571428572,0.9492622930986467,14.80327868852459,5.752737528432725,2.467741935483871,1.6958748594363688
ET,ETH,Ethiopia,Oromia,2021-01-21,2021-01-15,100,1,231208.217590793,0,0,58,90,17481143.117402125,52,6,3,91,6,12,82,8,1,91,7,9,84,6,13,81,5,9,86,7,9,84,5,4,91,6,1,93,7,9,84,4,8,88,5,12,83,7,0,93,6,15,79,97,0,0,3,88,0,4,8,99,0,0,1,91,0,5,4,87,0,3,10,91,1,3,5,91,0,3,6,96,0,0,4,99,0,0,1,91,1,3,5,92,1,5,2,88,2,5,5,100,0,0,0,85,0,9,6,8,2,24,66,76,1,12,11,11,3,21,65,80,1,4,15,96,0,4,0,96,0,0,4,0,100,0,0,0,0,22,1,29,48,100,100,0,17,0,43,22,6,12,21,5,31,20,23,21,4,40,17,18,21,2,54,11,12,21,5,46,16,12,21,6,16,16,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,29,23,16,10,0,0,0,0,0,0,0,0,0,0,0,0,74,8,12,6,74,13,3,10,74,11,4,11,74,12,4,10,74,10,6,10,74,11,7,8,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,24,2,47,27,24,2,53,21,24,2,52,22,24,2,38,36,24,2,48,26,24,2,40,34,24,2,44,30,56,0,20,10,5,9,25,2,1,14,30,28,25,1,66,8,29,1,20,50,29,1,27,18,12,5,7,1,29,0,18,12,26,15,30,2,17,26,18,7,32,1,3,60,4,0,35,1,3,58,3,53,4,33,10,47,7,34,12,48,7,30,15,62,4,23,11,52,4,32,12,60,7,27,6,38,1,1,2,13,11,34,38,1,1,2,11,13,34,41,2,12,21,10,14,41,1,8,10,12,28,41,0,11,13,15,20,76,1,19,4,76,5,12,7,76,4,12,8,43,0,36,21,79,0,6,15,97,0,1,0,1,1,0,0,0,61,1,1,1,1,12,1,3,9,2,0,0,2,0,1,0,5,48,1,50,0,1,0,48,1,1,28,18,3,1,0,0,48,1,17,29,5,48,1,20,14,12,4,1,2.8684210526315788,2.858567517193816,2.619047619047619,1.499206139134658,14.000000000000002,6.406246951218788,3.3000000000000003,1.5286381827880497
ET,ETH,Ethiopia,Addis Abeba,2021-01-22,2021-01-20,100,1,1146532.77873423,0,0,21,97,30441596.56445769,72,7,2,91,5,8,87,6,2,92,6,7,87,6,17,77,6,2,92,6,3,91,7,2,91,6,1,93,6,4,90,6,3,91,5,10,85,7,2,91,4,14,82,98,0,2,0,92,0,6,2,98,0,0,2,93,0,3,4,83,0,6,11,98,0,2,0,97,0,1,2,98,0,2,0,99,0,1,0,96,0,2,2,97,0,3,0,90,0,5,5,98,0,1,1,86,0,9,5,3,0,14,83,87,0,8,5,5,0,37,58,63,0,11,26,89,0,11,0,89,0,4,7,0,96,0,0,4,0,16,1,28,55,100,100,0,5,0,52,14,14,15,8,13,34,20,25,8,13,35,18,26,8,8,48,15,21,8,11,46,15,20,8,16,15,10,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,30,25,21,14,0,0,0,0,0,0,0,0,0,0,0,0,72,7,15,6,72,10,2,16,72,8,8,12,72,7,6,15,72,10,7,11,72,10,2,16,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,11,4,45,40,11,7,53,29,11,5,57,27,11,5,43,41,11,6,38,45,11,6,42,41,12,2,35,51,65,0,13,6,5,11,13,1,1,16,37,32,13,4,80,3,14,1,19,66,14,0,51,24,5,2,1,3,14,0,23,13,26,24,14,0,18,38,21,9,16,0,2,76,6,0,16,2,2,74,6,56,4,37,3,48,3,47,2,44,3,45,8,57,3,28,12,63,4,28,5,59,4,37,0,19,0,2,2,16,16,45,19,0,0,1,8,21,51,21,0,24,27,17,11,21,0,4,13,18,44,21,0,8,19,26,26,73,3,16,8,73,11,6,10,73,8,11,8,22,1,49,28,72,0,9,19,93,1,1,1,1,0,0,0,3,44,0,2,2,5,5,0,6,5,5,0,1,8,3,1,3,10,26,3,64,7,0,0,26,0,1,33,24,13,2,1,0,28,3,61,6,2,28,0,29,18,12,10,3,2.8205128205128207,2.0244790736305847,1.6363636363636365,1.026910636104941,15.308823529411764,5.668075966536015,2.6666666666666665,1.6774163139173526
