ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..99,B1_1..77,B1_1.1,B1_1.2,B1_2..99,B1_2..77,B1_2.1,B1_2.2,B1_3..99,B1_3..77,B1_3.1,B1_3.2,B1_4..99,B1_4..77,B1_4.1,B1_4.2,B1_5..99,B1_5..77,B1_5.1,B1_5.2,B1_6..99,B1_6..77,B1_6.1,B1_6.2,B1_7..99,B1_7..77,B1_7.1,B1_7.2,B1_8..99,B1_8..77,B1_8.1,B1_8.2,B1_9..99,B1_9..77,B1_9.1,B1_9.2,B1_10..99,B1_10..77,B1_10.1,B1_10.2,B1_11..99,B1_11..77,B1_11.1,B1_11.2,B1_12..99,B1_12..77,B1_12.1,B1_12.2,B1_13..99,B1_13..77,B1_13.1,B1_13.2,B1_14..99,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V2..99,V2a..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V4_6..99,V5a_1..99,V5a_2..99,V5a_3..99,V5a_4..99,V5a_5..99,V5a_6..99,V5a_7..99,V5a_8..99,V5a_9..99,V5b_1..99,V5b_2..99,V5b_3..99,V5b_4..99,V5b_5..99,V5b_6..99,V5b_7..99,V5b_8..99,V5b_9..99,V5c_1..99,V5c_2..99,V5c_3..99,V5c_4..99,V5c_5..99,V5c_6..99,V5c_7..99,V5c_8..99,V5c_9..99,V5d_1..99,V5d_2..99,V5d_3..99,V5d_4..99,V5d_5..99,V5d_6..99,V5d_7..99,V5d_8..99,V5d_9..99,V6_1..99,V6_2..99,V6_3..99,V6_4..99,V6_5..99,V6_6..99,V6_7..99,V9..99,V9..77,V9.1,V9.2,V9.3,V9.4,V10_1..99,V10_2..99,V10_3..99,V10_4..99,V10_5..99,V10_6..99,V10_7..99,V10_8..99,V10_9..99,V10_10..99,V11..99,V12..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C9a..99,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
NG,NGA,Nigeria,Lagos,2021-01-14,2021-01-14,185,4,64965.9934623679,2,19363.0155381259,23,177,5441945.868983069,109,0,2,18,165,0,5,17,163,0,3,4,178,0,4,32,149,0,4,22,159,0,6,30,149,0,4,12,169,0,3,8,174,0,4,4,177,0,3,13,169,0,3,14,168,0,3,35,147,0,3,9,173,0,4,26,155,167,2,7,9,168,0,3,14,181,0,2,2,153,0,9,23,163,0,10,12,155,1,10,19,173,0,5,7,177,1,4,3,181,0,3,1,172,1,4,8,171,0,6,8,150,2,14,19,176,0,3,6,159,2,14,10,8,0,19,158,168,0,9,8,10,0,22,153,163,2,9,11,176,0,1,8,0,176,0,3,6,0,182,0,0,2,1,21,7,14,143,185,185,0,19,0,61,42,30,33,24,11,59,34,57,24,15,62,29,55,24,7,94,24,36,24,12,62,27,60,24,14,15,20,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,89,29,18,22,0,0,0,0,0,0,0,0,0,0,0,0,173,4,5,3,173,5,5,2,173,2,8,2,173,5,1,6,173,4,5,3,173,4,5,3,185,0,0,0,185,0,0,0,185,0,0,0,185,0,0,0,185,0,0,0,185,0,0,0,185,0,0,0,185,0,0,0,185,0,0,0,185,0,0,0,185,0,0,0,185,0,0,0,30,2,80,73,30,2,84,69,30,6,46,103,30,5,82,68,30,6,42,107,30,5,71,79,33,0,67,85,118,0,30,15,8,14,36,0,6,27,65,51,36,1,143,5,41,0,16,128,41,0,68,48,16,2,5,5,41,0,46,37,40,21,41,2,44,69,26,3,45,1,3,119,17,0,51,1,3,121,9,105,2,71,7,102,2,66,15,140,2,39,4,104,2,59,20,143,2,32,8,114,2,61,8,54,2,4,4,8,14,99,54,2,0,4,14,19,92,58,1,31,30,31,34,58,0,32,27,36,32,58,0,53,28,27,19,107,5,66,7,107,27,23,28,107,20,40,18,61,0,77,47,138,0,35,12,151,2,16,2,3,3,0,0,8,75,0,5,12,5,15,3,17,4,2,0,4,10,0,2,8,23,71,2,68,44,0,0,71,0,12,31,45,20,6,0,0,74,4,73,29,5,74,0,21,37,35,12,6,2.5,1.844532149509656,1.2307692307692308,0.8320502943378437,13.76923076923077,6.289505466583974,3.057142857142857,1.7421724470226347
NG,NGA,Nigeria,Federal Capital Territory,2021-01-15,2021-01-14,100,3,147517.89542446926,2,138648.6336461811,12,88,3579048.3592290105,51,0,4,9,87,0,2,13,85,0,3,0,97,0,3,18,79,0,4,12,84,0,2,17,81,0,3,5,92,0,1,3,96,0,3,6,91,0,3,4,93,0,3,8,89,0,3,20,77,0,3,1,96,0,2,16,82,91,1,4,4,87,0,3,10,100,0,0,0,82,0,6,12,88,0,6,6,83,0,3,14,95,0,2,3,97,0,1,2,94,1,2,3,96,0,3,1,92,0,3,5,80,0,7,13,99,0,1,0,84,0,7,9,12,0,10,78,91,0,4,5,13,2,15,70,85,1,4,10,96,0,0,4,0,96,0,1,3,0,99,0,0,1,0,21,4,8,67,100,100,0,17,0,20,27,18,18,22,7,29,13,29,22,8,25,14,31,22,3,44,9,22,22,9,25,17,27,22,9,1,6,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,44,13,10,8,0,0,0,0,0,0,0,0,0,0,0,0,94,2,2,2,94,1,3,2,94,2,2,2,94,3,0,3,94,2,0,4,94,2,1,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,28,3,39,30,28,2,34,36,28,3,28,41,28,3,30,39,28,2,11,59,28,3,22,47,31,0,26,43,74,0,13,6,4,3,31,0,2,12,28,27,31,0,65,4,33,0,7,60,33,0,24,31,7,3,0,2,33,0,23,9,20,15,33,1,18,33,13,2,33,1,2,59,5,0,34,2,2,59,3,62,1,33,4,66,1,29,4,72,1,22,5,71,1,22,6,89,1,8,2,79,1,19,1,36,1,0,1,3,5,54,36,1,0,1,5,6,51,37,1,16,13,16,17,37,1,12,14,16,20,37,1,19,15,15,13,66,4,24,6,66,10,12,12,66,8,20,6,40,0,42,18,82,0,16,2,84,0,5,0,1,1,1,0,8,42,0,0,2,4,5,1,2,7,1,0,6,7,8,1,3,11,45,0,40,14,0,1,45,0,0,19,20,9,5,2,0,47,1,31,14,7,47,1,13,16,11,8,4,2.627906976744186,1.8519392129018435,1.1428571428571428,0.6900655593423543,13.44,6.138403701289122,2.673076923076923,1.7681401976858901
NG,NGA,Nigeria,Lagos,2021-01-15,2021-01-15,155,2,29554.1215380897,1,12972.7366546027,21,142,5130246.857693541,87,0,4,11,140,0,3,23,129,0,6,5,144,0,6,24,125,0,5,21,129,0,4,32,119,0,6,11,138,0,5,11,139,0,6,9,140,0,6,7,142,0,6,18,131,0,4,34,117,0,8,3,144,0,4,19,132,144,0,4,7,132,2,7,14,150,0,1,4,131,1,9,14,134,1,6,14,123,1,12,19,144,3,3,5,144,1,5,5,146,0,3,6,148,1,5,1,137,0,10,8,121,2,8,24,152,0,1,2,136,2,10,7,13,0,14,128,142,0,9,4,15,5,17,118,138,0,7,10,148,0,0,7,0,148,0,6,1,0,149,0,2,4,0,28,2,16,109,155,155,0,19,0,56,40,22,18,22,10,50,22,51,22,9,45,24,55,22,3,91,19,20,22,8,54,24,47,22,9,11,14,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,74,18,20,20,0,0,0,0,0,0,0,0,0,0,0,0,140,4,4,7,140,4,5,6,140,0,14,1,140,6,4,5,140,5,5,5,140,5,6,4,155,0,0,0,155,0,0,0,155,0,0,0,155,0,0,0,155,0,0,0,155,0,0,0,155,0,0,0,155,0,0,0,155,0,0,0,155,0,0,0,155,0,0,0,155,0,0,0,26,6,63,60,26,5,70,54,26,7,41,81,26,7,56,66,26,8,22,99,26,8,42,79,34,0,49,72,106,0,34,9,2,4,34,1,3,23,46,48,34,1,118,2,36,2,18,99,36,0,65,32,10,5,3,4,36,0,44,29,32,14,39,1,42,56,14,3,41,1,3,99,11,0,48,0,1,95,11,95,3,48,9,88,2,57,8,116,1,32,6,103,3,33,16,135,1,16,3,116,2,30,7,53,1,2,0,7,15,77,53,0,1,6,6,24,65,58,0,23,19,32,23,58,1,24,16,23,33,58,0,41,15,22,19,101,2,44,8,101,14,16,24,101,15,20,19,61,0,52,42,113,0,28,14,130,1,9,2,1,3,0,1,8,78,0,1,13,6,9,0,4,3,1,0,4,5,3,1,6,21,66,2,53,33,0,1,66,0,11,20,29,16,8,4,1,67,3,61,21,3,67,0,18,28,29,10,3,2.448717948717949,1.4915122274419088,1.6363636363636365,1.433368568981982,14.505747126436782,6.009437467808236,2.8705882352941177,1.7098331531949853
NG,NGA,Nigeria,Federal Capital Territory,2021-01-16,2021-01-15,100,1,7147.971222329109,1,7147.971222329109,19,91,4279716.722390477,60,0,5,9,86,0,4,15,81,0,5,0,95,0,4,17,79,0,4,12,84,0,4,16,80,0,5,6,89,0,3,3,94,0,4,10,86,0,3,5,92,0,5,5,90,0,3,16,81,0,5,5,90,0,4,19,77,91,2,3,4,85,0,5,10,100,0,0,0,83,0,8,9,88,1,2,9,84,0,2,14,94,0,3,3,97,0,0,3,90,1,2,7,95,0,4,1,95,0,3,2,84,0,6,10,95,0,2,3,81,1,9,9,9,0,11,80,90,0,4,6,11,2,19,68,81,0,9,10,91,0,2,5,2,91,0,4,4,1,96,0,0,4,0,22,4,11,63,100,100,0,13,0,19,30,17,21,15,7,33,14,31,15,7,23,18,37,15,4,37,19,25,15,8,21,24,32,15,10,5,7,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,49,11,10,12,0,0,0,0,0,0,0,0,0,0,0,0,91,1,3,5,91,2,4,3,91,2,5,2,91,3,1,5,91,2,3,4,91,3,4,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,21,1,46,32,21,1,50,28,21,3,30,46,21,2,38,39,21,2,21,56,21,1,23,55,23,0,39,38,61,0,22,11,2,4,23,1,1,17,27,31,23,0,73,4,24,0,15,61,24,0,30,28,12,3,1,2,24,0,17,17,27,15,24,1,17,37,19,2,25,1,2,65,7,0,26,2,2,64,6,54,1,41,4,51,1,40,8,70,1,25,4,63,1,25,11,80,1,16,3,77,1,20,2,29,1,0,1,10,8,51,29,0,0,2,5,11,53,31,0,18,14,14,23,31,1,16,9,14,29,31,1,25,9,14,20,66,2,25,7,66,7,12,15,66,6,16,12,32,0,48,20,80,0,16,4,86,0,6,0,0,0,1,0,7,38,0,5,1,6,5,1,3,8,1,1,6,7,5,0,1,12,38,1,41,20,0,0,38,0,0,13,29,11,8,0,1,38,1,36,21,4,38,1,13,18,16,8,6,3.18,2.007028466491226,1.7777777777777777,1.2018504251546631,14.616666666666667,6.587331618577233,3.1475409836065573,1.8693676789560913
NG,NGA,Nigeria,Lagos,2021-01-16,2021-01-16,185,7,368602.33537778375,4,328494.41850452416,19,175,6057076.265719185,96,0,2,18,165,0,3,21,161,0,4,3,178,0,3,31,151,0,3,16,166,0,3,31,151,0,3,12,170,0,3,13,169,0,2,8,175,0,2,10,173,0,2,8,175,0,3,40,142,0,2,9,174,0,2,22,161,167,2,6,10,164,1,7,13,182,0,1,2,154,1,8,22,169,1,6,9,154,3,11,17,173,1,7,4,172,1,6,6,177,1,3,4,175,1,6,3,177,1,2,5,145,2,12,26,176,1,4,4,163,1,11,10,9,1,15,160,172,0,8,5,13,3,20,149,165,0,11,9,174,0,0,8,3,174,0,6,4,1,179,0,5,1,0,29,3,19,134,185,185,0,19,0,53,55,31,27,27,8,62,23,65,27,10,51,31,66,27,7,92,28,31,27,11,57,28,62,27,12,10,14,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,92,30,16,16,0,0,0,0,0,0,0,0,0,0,0,0,168,4,9,4,168,4,9,4,168,4,13,0,168,5,1,11,168,3,5,9,168,5,2,10,185,0,0,0,185,0,0,0,185,0,0,0,185,0,0,0,185,0,0,0,185,0,0,0,185,0,0,0,185,0,0,0,185,0,0,0,185,0,0,0,185,0,0,0,185,0,0,0,34,5,80,66,34,4,100,47,34,6,57,88,34,3,79,69,34,6,41,104,34,7,62,82,38,0,70,77,115,0,43,12,6,9,44,1,6,24,58,52,44,3,132,6,51,0,25,109,51,0,64,42,14,6,3,5,51,1,36,38,39,20,52,3,49,58,21,2,57,0,4,110,14,0,66,2,4,105,8,107,0,70,8,87,1,79,18,129,1,39,16,108,2,50,25,145,0,31,9,124,1,52,8,66,4,4,7,15,19,70,66,1,4,9,16,22,67,75,3,28,21,27,31,75,0,21,25,35,29,75,0,37,27,28,18,122,6,49,8,122,18,21,24,122,18,25,20,77,2,67,39,146,0,32,7,155,0,9,0,3,2,0,2,14,89,1,6,10,2,12,5,6,9,5,0,7,5,5,1,4,18,87,5,63,30,0,0,87,1,7,41,28,12,9,0,0,89,1,66,28,1,89,1,18,31,28,9,9,2.546511627906977,1.739891658183389,1.3636363636363635,0.504524979109513,12.978021978021978,5.306134860241224,3.0797872340425534,1.8188132599786015
NG,NGA,Nigeria,Oyo,2021-01-16,2021-01-14,100,6,437092.62817587523,3,161892.2069958775,9,90,6709921.787771719,46,0,4,12,84,0,3,11,86,0,7,2,91,0,4,18,78,0,5,11,84,0,3,21,76,0,5,6,89,0,4,2,94,0,3,7,90,0,5,4,91,0,4,9,87,0,5,21,74,0,6,4,90,0,6,17,77,88,1,9,2,89,2,6,3,98,0,0,2,82,1,6,11,89,1,5,5,79,1,9,11,94,0,1,5,98,0,2,0,93,0,3,4,96,0,3,1,91,0,1,8,79,1,6,14,96,0,0,4,83,0,9,8,9,1,9,81,92,0,5,3,12,1,8,79,92,0,4,4,96,0,0,3,1,96,0,0,4,0,100,0,0,0,0,18,0,12,70,100,100,0,17,0,28,28,18,9,20,7,44,10,19,20,7,38,9,26,20,5,50,8,17,20,4,38,11,27,20,3,12,9,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,40,12,11,14,0,0,0,0,0,0,0,0,0,0,0,0,89,3,2,6,89,3,4,4,89,2,5,4,89,4,4,3,89,4,3,4,89,4,5,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,25,0,46,29,25,0,45,30,25,0,28,47,25,1,38,36,25,1,27,47,25,0,33,42,27,0,38,35,62,0,18,11,5,4,28,1,2,15,32,22,28,0,70,2,31,2,14,53,31,0,26,29,6,6,0,2,31,0,26,14,20,9,32,0,22,33,12,1,34,1,6,53,6,0,41,0,5,49,5,54,1,39,6,55,1,37,7,72,1,22,5,62,1,29,8,73,1,22,4,67,1,30,2,42,0,2,3,4,10,39,42,1,1,4,5,8,39,44,0,8,14,15,19,44,0,14,8,17,17,44,1,20,11,12,12,70,0,23,7,70,7,8,15,70,5,14,11,46,0,33,21,79,0,14,7,87,1,4,1,0,1,0,2,4,54,0,5,7,2,7,0,2,3,1,0,1,5,5,0,2,6,51,1,35,12,0,1,51,1,4,14,15,6,6,2,1,54,3,28,14,1,54,1,13,13,12,6,1,2.160416666666667,1.8069298733973842,1,0,13.266666666666667,5.458104899221807,2.6904761904761907,1.422606594884729
NG,NGA,Nigeria,-99,2021-01-17,2021-01-14,100,3,559381.7816705389,1,122688.46508244099,13,83,6543226.114026345,42,0,9,14,77,0,7,11,82,0,8,5,87,0,8,14,78,0,8,10,82,0,10,14,76,0,9,8,83,0,7,5,88,0,7,11,82,0,6,9,85,0,7,11,82,0,6,20,74,0,9,7,84,0,9,15,76,86,1,7,6,89,2,4,5,95,2,0,3,86,3,8,3,90,1,2,7,86,2,8,4,92,0,5,3,95,1,2,2,89,1,3,7,91,2,4,3,89,2,5,4,80,2,9,9,93,1,4,2,85,4,8,3,17,0,10,73,90,0,2,8,18,3,13,66,88,0,5,7,95,0,0,5,0,95,0,1,4,0,99,0,1,0,0,27,2,9,62,100,100,0,20,0,25,21,15,19,24,15,27,8,26,24,11,29,7,29,24,7,38,8,23,24,15,28,10,23,24,16,7,5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,44,9,7,13,0,0,0,0,0,0,0,0,0,0,0,0,91,3,5,1,91,4,4,1,91,4,3,2,91,4,1,4,91,2,3,4,91,4,3,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,28,6,38,28,28,9,33,30,28,8,26,38,28,6,31,35,28,10,25,37,28,7,25,40,31,0,32,37,68,2,13,7,2,8,33,0,4,16,20,27,33,2,61,4,35,0,10,55,35,0,25,17,12,6,4,1,35,0,21,17,14,13,37,1,13,29,16,4,39,1,1,56,3,0,42,3,4,45,6,64,2,30,4,69,3,27,1,75,1,21,3,71,2,17,10,76,3,15,6,75,2,18,5,43,1,2,2,7,4,41,43,0,1,3,3,12,38,46,1,16,8,11,18,46,0,17,5,15,17,46,0,20,14,11,9,66,1,29,4,66,14,5,15,66,10,14,10,48,0,34,18,82,0,8,10,93,0,6,0,0,0,0,0,1,60,0,4,12,2,2,2,0,5,0,0,0,3,2,0,3,5,57,1,31,11,0,0,57,0,3,10,15,9,3,2,1,57,2,20,17,4,57,1,9,12,14,5,2,2.193548387096774,1.9221403840286948,1.6,0.8944271909999157,12.725,6.242893395591338,3.4750000000000005,1.6944479473131788
NG,NGA,Nigeria,Federal Capital Territory,2021-01-17,2021-01-16,100,2,19759.200457425668,0,0,20,95,3345543.589110623,67,0,2,8,90,0,2,13,85,0,2,0,98,0,1,14,85,0,1,17,82,0,2,16,82,0,2,5,93,0,2,4,94,0,2,10,88,0,1,4,95,0,2,8,90,0,1,14,85,0,2,7,91,0,2,21,77,92,1,2,5,87,1,6,6,100,0,0,0,86,0,7,7,83,1,4,12,84,0,5,11,95,0,2,3,96,0,1,3,90,0,2,8,96,0,4,0,92,0,6,2,86,1,5,8,93,0,1,6,79,1,10,10,5,0,10,85,90,0,3,7,6,1,21,72,79,0,14,7,86,0,3,9,2,86,0,5,8,1,95,0,0,5,0,22,1,17,60,100,100,0,8,0,25,27,17,23,10,5,35,17,33,10,8,28,17,37,10,2,42,19,27,10,4,27,20,39,10,7,8,7,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,50,14,10,15,0,0,0,0,0,0,0,0,0,0,0,0,84,4,6,6,84,6,6,4,84,4,8,4,84,8,1,7,84,6,4,6,84,8,3,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,13,2,48,37,13,1,61,25,13,4,38,45,13,3,49,35,13,3,29,55,13,2,31,54,15,1,51,33,49,1,36,10,2,2,16,1,4,18,32,29,16,0,82,2,18,1,13,68,18,0,37,26,15,2,2,0,18,1,17,23,27,14,18,2,19,38,19,4,19,3,1,67,10,0,21,2,4,67,6,52,2,41,5,40,2,50,8,62,2,33,3,52,1,33,14,72,2,22,4,69,2,26,3,23,1,0,0,14,12,50,23,0,0,3,6,17,51,26,0,19,15,15,25,26,0,18,11,16,29,26,0,28,15,13,18,58,3,31,8,58,13,9,20,58,11,18,13,27,0,48,25,75,0,17,8,85,1,5,1,0,2,0,0,6,37,0,3,5,8,6,0,5,5,0,1,4,11,5,0,1,9,32,2,46,20,0,0,32,0,2,14,32,14,4,1,1,32,1,39,24,4,32,0,17,27,18,3,3,3.30188679245283,2.0436101696260787,2.25,1.0350983390135313,14.323076923076924,6.619355360200522,3.3582089552238807,1.6850635500767845
