ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V2..77,V2.1,V2.2,V2.3,V2a..99,V2a..77,V2a.1,V2a.2,V2a.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V4_6..99,V4_6..77,V4_6.1,V4_6.2,V4_6.3,V5a_1..99,V5a_1.0,V5a_1.1,V5a_2..99,V5a_2.0,V5a_2.1,V5a_3..99,V5a_3.0,V5a_3.1,V5a_4..99,V5a_4.0,V5a_4.1,V5a_5..99,V5a_5.0,V5a_5.1,V5a_6..99,V5a_6.0,V5a_6.1,V5a_7..99,V5a_7.0,V5a_7.1,V5a_8..99,V5a_8.0,V5a_8.1,V5a_9..99,V5a_9.0,V5a_9.1,V5a_10..99,V5b_1..99,V5b_1.0,V5b_1.1,V5b_2..99,V5b_2.0,V5b_2.1,V5b_3..99,V5b_3.0,V5b_3.1,V5b_4..99,V5b_4.0,V5b_4.1,V5b_5..99,V5b_5.0,V5b_5.1,V5b_6..99,V5b_6.0,V5b_6.1,V5b_7..99,V5b_7.0,V5b_7.1,V5b_8..99,V5b_8.0,V5b_8.1,V5b_9..99,V5b_9.0,V5b_9.1,V5b_10..99,V5c_1..99,V5c_1..77,V5c_1.0,V5c_1.1,V5c_2..99,V5c_2..77,V5c_2.0,V5c_2.1,V5c_3..99,V5c_3..77,V5c_3.0,V5c_3.1,V5c_4..99,V5c_4..77,V5c_4.0,V5c_4.1,V5c_5..99,V5c_5..77,V5c_5.0,V5c_5.1,V5c_6..99,V5c_6..77,V5c_6.0,V5c_6.1,V5c_7..99,V5c_7..77,V5c_7.0,V5c_7.1,V5c_8..99,V5c_8..77,V5c_8.0,V5c_8.1,V5c_9..99,V5c_9..77,V5c_9.0,V5c_9.1,V5c_10..99,V5d_1..99,V5d_1.0,V5d_1.1,V5d_2..99,V5d_2.0,V5d_3..99,V5d_3.0,V5d_4..99,V5d_4.0,V5d_5..99,V5d_5.0,V5d_6..99,V5d_6.0,V5d_7..99,V5d_7.0,V5d_8..99,V5d_8.0,V5d_9..99,V5d_9.0,V5d_9.1,V5d_10..99,V6_1..99,V6_1..77,V6_1.0,V6_1.1,V6_2..99,V6_2..77,V6_2.0,V6_2.1,V6_3..99,V6_3..77,V6_3.0,V6_3.1,V6_4..99,V6_4..77,V6_4.0,V6_4.1,V6_5..99,V6_5..77,V6_5.0,V6_5.1,V6_6..99,V6_6..77,V6_6.0,V6_6.1,V6_7..99,V6_7..77,V6_7.0,V6_7.1,V9..99,V9..77,V9.1,V9.2,V9.3,V9.4,V10_1..99,V10_1..77,V10_1.0,V10_1.1,V10_2..99,V10_2..77,V10_2.0,V10_2.1,V10_3..99,V10_3..77,V10_3.0,V10_3.1,V10_4..99,V10_4..77,V10_4.0,V10_4.1,V10_5..99,V10_5..77,V10_5.0,V10_5.1,V10_6..99,V10_6..77,V10_6.0,V10_6.1,V10_7..99,V10_7..77,V10_7.0,V10_7.1,V10_8..99,V10_8..77,V10_8.0,V10_8.1,V10_9..99,V10_9..77,V10_9.0,V10_9.1,V10_10..99,V10_10..77,V10_10.0,V10_10.1,V11..99,V11..77,V11.1,V11.2,V12..99,V12..77,V12.1,V12.2,V13..99,V15..99,V16..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1.2,B13_2..99,B13_2.2,B13_3..99,B13_3.2,B13_4..99,B13_4.1,B13_4.2,B13_5..99,B13_5.1,B13_5.2,B13_6..99,B13_6.1,B13_6.2,B13_7..99,B13_7.1,B13_7.2,B14_1..99,B14_1.2,B14_2..99,B14_2.2,B14_3..99,B14_3.2,B14_4..99,B14_4.2,B14_5..99,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9a..99,C9a..77,C9a.1,C9a.2,C9a.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
HR,HRV,Croatia,Grad Zagreb,2021-02-07,2021-02-06,100,1,4369.530673359671,0,0,17,94,768145.6093194096,82,0,1,99,0,17,83,0,4,96,0,28,72,0,20,80,0,6,94,0,13,87,0,7,93,0,3,97,0,3,97,0,5,95,0,19,81,0,2,98,0,14,86,99,0,1,0,83,0,6,11,96,0,3,1,72,0,7,21,80,0,7,13,94,0,3,3,87,0,5,8,93,0,4,3,97,0,2,1,97,0,2,1,95,0,1,4,81,0,8,11,98,0,2,0,86,0,9,5,5,1,9,85,91,0,1,8,6,0,45,49,55,2,7,36,93,0,7,0,93,2,5,0,98,0,2,0,16,0,5,79,7,3,4,86,0,96,0,2,2,0,98,0,0,2,0,11,1,41,26,13,8,15,7,22,47,9,100,15,6,19,41,19,15,6,14,35,30,15,6,2,24,53,15,3,41,34,7,92,2,6,92,3,5,92,5,3,92,7,1,92,2,6,92,8,0,92,6,2,92,7,1,92,8,0,0,88,7,5,88,7,5,88,10,2,88,12,0,88,4,8,88,7,5,88,12,0,88,12,0,88,12,0,0,74,0,15,11,74,0,21,5,74,0,24,2,74,0,25,1,74,0,9,17,74,0,14,12,74,0,24,2,74,0,26,0,74,0,23,3,0,100,0,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,0,0,94,0,5,1,94,0,4,2,94,0,4,2,94,0,2,4,94,0,3,3,94,0,4,2,94,0,6,0,11,1,13,22,32,21,12,2,83,3,12,2,82,4,12,2,83,3,12,2,81,5,12,2,67,19,12,2,85,1,12,2,80,6,12,2,84,2,12,2,70,16,12,2,36,50,55,2,2,41,18,2,28,52,0,0,0,95,0,1,4,95,1,0,4,95,1,2,2,95,1,0,4,95,1,0,4,95,1,0,4,100,0,100,0,100,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,100,0,100,0,100,0,100,0,14,0,12,74,14,0,61,25,14,1,22,63,14,1,50,35,14,1,11,74,14,1,19,66,14,0,41,45,59,0,32,3,4,2,14,0,0,4,22,60,14,0,86,0,16,1,14,69,16,0,32,34,11,5,0,2,16,0,26,20,15,23,16,1,14,44,11,14,100,16,0,20,63,1,16,0,13,67,4,88,0,12,0,39,0,61,0,78,0,22,0,50,0,27,23,89,0,7,4,81,0,18,1,16,0,0,2,9,25,48,16,0,0,2,6,23,53,16,0,22,37,15,10,16,0,5,5,13,61,16,0,8,16,22,38,76,2,15,7,76,5,8,11,76,4,7,13,17,1,44,38,62,0,13,25,87,1,5,0,0,1,1,0,5,44,0,0,7,1,2,2,3,4,3,0,3,6,2,4,1,18,18,1,37,43,0,1,18,1,7,14,18,21,10,10,1,18,2,73,5,2,18,1,24,35,17,4,1,4.354166666666667,4.769091903984707,2,1.6329931618554518,13.835443037974681,4.348387203959634,2,1.2
HR,HRV,Croatia,Grad Zagreb,2021-02-08,2021-02-07,100,1,4369.530673359671,0,0,15,94,668728.401841613,86,2,1,97,2,14,84,2,4,94,0,31,69,1,25,74,1,7,92,2,10,88,2,6,92,2,4,94,2,3,95,1,9,90,1,19,80,2,2,96,2,12,86,99,0,1,0,86,1,4,9,96,1,2,1,69,1,8,22,75,1,7,17,93,0,1,6,90,0,3,7,94,0,3,3,96,0,1,3,97,0,2,1,91,0,2,7,81,0,8,11,98,0,2,0,88,0,6,6,5,1,8,86,93,0,1,6,7,0,37,56,63,1,2,34,98,0,2,0,98,0,2,0,100,0,0,0,10,2,3,85,7,2,1,90,0,99,0,0,1,0,100,0,0,0,0,8,1,45,21,10,15,9,4,27,52,8,100,9,2,31,41,17,9,4,19,34,34,9,4,4,30,53,9,3,46,34,8,85,7,8,85,9,6,85,10,5,85,13,2,85,6,9,85,14,1,85,14,1,85,14,1,85,14,1,0,90,6,4,90,5,5,90,8,2,90,10,0,90,4,6,90,4,6,90,10,0,90,10,0,90,10,0,0,79,0,14,7,79,0,18,3,79,0,19,2,79,0,21,0,79,0,12,9,79,0,11,10,79,0,20,1,79,0,21,0,79,0,19,2,0,100,0,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,0,0,91,0,7,2,91,0,7,2,91,0,6,3,91,0,5,4,91,0,5,4,91,0,7,2,91,0,8,1,8,1,15,21,30,25,8,2,88,2,8,2,87,3,8,2,89,1,8,2,85,5,8,2,72,18,8,2,88,2,8,2,83,7,8,2,86,4,8,2,77,13,8,2,39,51,51,1,3,45,14,1,27,58,0,0,0,97,0,1,2,97,1,0,2,97,1,0,2,97,1,1,1,97,1,0,2,97,1,0,2,100,0,100,0,100,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,100,0,100,0,100,0,100,0,10,3,14,73,10,2,68,20,10,3,24,63,10,3,51,36,10,3,12,75,10,1,23,66,10,1,42,47,58,0,34,4,1,3,10,0,0,3,28,59,10,0,90,0,11,1,12,76,11,0,24,37,18,7,1,2,11,0,32,17,20,20,11,2,20,44,12,11,100,12,0,21,66,1,12,0,14,71,3,86,0,14,0,32,0,67,1,76,0,24,0,49,0,31,20,88,0,8,4,77,0,23,0,12,0,0,1,15,25,47,12,0,0,1,7,29,51,12,0,26,30,25,7,12,0,1,4,23,60,12,0,7,15,27,39,78,4,13,5,78,5,5,12,78,6,6,10,12,0,52,36,64,0,14,22,86,1,5,0,0,0,0,1,7,35,0,0,5,0,4,1,7,2,2,1,4,10,5,5,1,18,13,4,37,44,0,2,13,2,8,15,18,19,11,12,2,14,2,79,3,2,14,1,23,36,19,5,2,3.3207547169811322,3.636215196864731,2,1.7888543819998315,14.578313253012048,3.948202684419993,2.097560975609756,1.1397395857811412
HR,HRV,Croatia,Grad Zagreb,2021-02-09,2021-02-07,100,1,4369.530673359671,0,0,10,98,689211.3891547929,86,2,3,95,2,11,87,2,3,95,0,33,67,1,20,79,1,13,86,2,10,88,2,4,94,2,8,90,2,2,96,1,13,86,1,16,83,2,3,95,2,14,84,97,0,3,0,89,2,2,7,97,1,1,1,67,2,10,21,80,2,3,15,87,1,1,11,90,0,3,7,96,0,2,2,92,0,3,5,98,0,2,0,87,1,5,7,84,0,5,11,97,0,3,0,86,1,3,10,2,0,6,92,95,0,0,5,3,0,37,60,63,1,0,36,100,0,0,0,100,0,0,0,100,0,0,0,4,2,6,88,3,0,2,95,0,98,0,1,1,0,99,0,0,1,0,5,1,41,23,9,21,8,3,20,57,12,100,8,3,32,43,14,8,3,17,43,29,8,3,3,35,51,8,4,43,37,8,79,14,7,79,15,6,79,12,9,79,19,2,79,14,7,79,18,3,79,21,0,79,21,0,79,18,3,0,91,5,4,91,5,4,91,7,2,91,8,1,91,4,5,91,3,6,91,9,0,91,9,0,91,9,0,0,77,0,18,5,77,0,18,5,77,0,20,3,77,0,23,0,77,0,17,6,77,0,8,15,77,0,22,1,77,0,23,0,77,0,20,3,0,100,0,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,0,0,86,0,11,3,86,0,9,5,86,0,8,6,86,0,11,3,86,0,11,3,86,0,12,2,86,0,11,3,8,1,13,20,29,29,8,2,87,3,8,2,86,4,8,2,86,4,8,2,84,6,8,2,71,19,8,2,87,3,8,2,82,8,8,2,86,4,8,2,77,13,8,2,45,45,50,1,3,46,14,1,29,56,0,0,0,94,1,2,3,94,3,1,2,94,2,2,2,94,3,1,2,94,3,0,3,94,3,0,3,100,0,100,0,100,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,100,0,100,0,100,0,100,0,9,3,16,72,9,2,67,22,9,3,20,68,9,3,47,41,9,3,8,80,9,1,26,64,9,1,40,50,60,0,33,6,0,1,9,0,0,4,29,58,9,0,91,0,9,0,12,79,9,0,22,36,16,14,2,1,9,0,23,24,27,17,9,1,17,42,16,15,100,10,0,23,66,1,10,0,11,76,3,84,1,14,1,33,0,65,2,80,0,20,0,53,1,23,23,92,0,6,2,74,1,25,0,10,0,1,1,19,16,53,10,0,1,1,8,29,51,11,0,22,36,21,10,11,0,2,4,20,63,11,0,8,14,26,41,78,2,15,5,78,3,3,16,78,3,6,13,11,0,58,31,69,0,15,16,85,0,5,0,0,0,1,3,6,28,0,0,5,2,7,1,5,4,4,1,3,10,4,5,1,20,13,7,36,43,0,1,13,3,8,13,19,19,13,11,1,14,2,80,2,2,14,1,27,33,20,3,2,3.8,4.797375825888025,2,1.4142135623730951,15.373493975903612,3.086994131061342,2.0714285714285716,1.1489724512065855
HR,HRV,Croatia,Splitsko-Dalmatinska,2021-02-09,2021-02-06,100,0,0,0,0,34,95,959264.1645542511,80,1,0,99,0,6,94,1,1,98,1,23,76,1,16,83,1,12,87,1,5,94,1,2,97,1,1,98,1,0,99,1,8,91,2,11,87,1,1,98,0,14,86,100,0,0,0,94,0,1,5,99,0,0,1,77,0,8,15,84,1,5,10,88,0,5,7,95,0,1,4,98,0,0,2,99,0,0,1,100,0,0,0,92,0,5,3,89,0,4,7,99,0,0,1,86,1,7,6,5,0,19,76,83,0,4,13,8,0,26,66,74,0,2,24,98,0,2,0,98,0,2,0,100,0,0,0,10,0,3,87,8,0,6,85,1,94,0,0,6,0,100,0,0,0,0,14,3,28,19,23,13,16,8,20,42,14,100,16,9,21,34,20,16,10,10,32,32,16,10,3,21,50,16,3,39,30,12,88,6,6,88,9,3,88,7,5,88,12,0,88,10,2,88,11,1,88,12,0,88,9,3,88,8,4,0,77,11,12,77,17,6,77,21,2,77,22,1,77,9,14,77,17,6,77,23,0,77,23,0,77,20,3,0,81,0,12,7,81,0,14,5,81,0,19,0,81,0,18,1,81,0,9,10,81,0,8,11,81,0,16,3,81,0,19,0,81,0,17,2,0,100,0,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,0,0,93,0,6,1,93,0,3,4,93,0,2,5,93,0,6,1,93,0,4,3,93,0,7,0,93,0,6,1,10,1,13,24,28,24,10,2,83,5,10,2,86,2,10,2,82,6,10,2,82,6,10,2,70,18,10,2,85,3,10,2,82,6,10,2,79,9,10,2,75,13,10,2,42,46,53,0,2,45,20,0,28,52,0,0,0,97,1,1,1,97,1,0,2,97,1,1,1,97,0,2,1,97,1,0,2,97,1,0,2,100,0,100,0,100,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,100,0,100,0,100,0,100,0,10,5,14,71,10,1,70,19,10,5,20,65,10,3,47,40,10,5,5,80,10,3,13,74,12,0,44,44,56,0,35,7,1,1,14,0,1,2,30,53,14,0,86,0,15,0,26,59,15,0,12,39,11,18,4,1,15,0,26,21,22,16,15,0,14,39,12,20,100,15,0,13,72,0,18,0,12,70,0,86,0,10,4,30,1,65,4,80,0,19,1,53,1,16,30,95,0,1,4,87,0,12,1,19,0,1,1,10,25,44,19,0,0,2,5,26,48,19,0,15,40,22,4,19,0,3,7,25,46,19,0,11,21,25,24,68,2,26,4,68,4,6,22,68,5,12,15,19,0,47,34,66,0,13,21,87,1,4,0,0,6,0,0,2,40,1,1,4,1,5,1,3,6,4,0,3,4,3,12,3,9,20,0,33,47,0,0,20,0,3,14,17,23,12,8,3,20,2,59,14,5,20,1,19,38,16,2,4,4.371428571428571,4.27087065297625,2.0714285714285716,1.6854255666327544,13.670886075949367,3.9959002034050934,2.116883116883117,1.1695031105697251
HR,HRV,Croatia,Grad Zagreb,2021-02-10,2021-02-08,100,0,0,0,0,20,98,780203.5426181176,84,0,2,98,0,12,88,1,2,97,1,27,72,0,20,80,0,12,88,0,8,92,0,4,96,1,8,91,0,2,98,0,10,90,0,15,85,1,2,97,1,14,85,98,0,2,0,88,1,5,6,98,0,1,1,73,1,12,14,80,1,6,13,88,1,3,8,92,0,4,4,96,0,2,2,92,0,2,6,98,0,1,1,90,1,5,4,85,0,3,12,98,0,2,0,86,1,3,10,2,0,8,90,93,0,2,5,4,0,36,60,64,0,1,35,99,0,1,0,99,1,0,0,99,1,0,0,5,0,5,90,4,0,2,94,0,98,0,1,1,0,99,0,0,1,0,6,0,43,20,13,18,9,4,19,58,10,100,9,3,31,45,12,9,3,13,52,23,9,3,1,38,49,9,5,43,37,6,82,13,5,82,11,7,82,8,10,82,16,2,82,15,3,82,15,3,82,17,1,82,18,0,82,15,3,0,87,7,6,87,10,3,87,10,3,87,12,1,87,5,8,87,3,10,87,13,0,87,13,0,87,13,0,0,80,0,11,9,80,0,13,7,80,0,19,1,80,0,20,0,80,0,13,7,80,0,5,15,80,0,20,0,80,0,20,0,80,0,18,2,0,100,0,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,0,0,86,0,11,3,86,0,9,5,86,0,6,8,86,0,11,3,86,0,13,1,86,0,9,5,86,0,12,2,9,1,11,21,28,30,10,1,83,6,10,1,86,3,10,1,83,6,10,1,85,4,10,1,75,14,10,1,87,2,10,1,82,7,10,1,86,3,10,1,78,11,10,1,39,50,45,1,3,51,15,1,31,53,0,0,0,95,1,1,3,95,2,1,2,95,1,2,2,95,2,1,2,95,2,0,3,95,2,0,3,100,0,100,0,100,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,100,0,100,0,100,0,100,0,10,2,17,71,10,1,66,23,10,2,17,71,10,2,40,48,10,2,7,81,10,2,26,62,10,1,34,55,66,0,25,5,2,2,10,0,1,5,21,63,10,1,89,0,10,0,17,73,10,0,26,41,12,10,1,0,10,0,21,31,25,13,10,0,16,42,18,14,100,11,0,27,62,0,11,0,14,74,1,83,1,13,3,34,0,65,1,83,0,17,0,60,1,23,16,93,0,6,1,74,2,24,0,11,0,2,4,20,13,50,11,1,2,5,11,25,45,12,0,20,43,18,7,12,0,2,5,19,62,12,0,8,18,23,39,75,0,15,10,75,4,1,20,75,4,11,10,14,0,54,32,68,0,13,19,87,0,3,0,0,0,1,2,7,33,0,0,11,4,4,5,1,5,4,1,1,6,3,2,4,16,15,6,30,48,0,1,15,1,9,15,20,16,16,8,0,15,3,76,4,2,15,1,26,34,19,4,1,4.04,4.973234483159807,3,1.2649110640673518,15.320987654320986,3.2358428596496585,2.1707317073170733,1.274681059588473
HR,HRV,Croatia,Splitsko-Dalmatinska,2021-02-10,2021-02-06,100,0,0,0,0,27,95,962304.7352316949,80,1,0,99,0,7,93,1,3,96,1,29,70,1,18,81,1,12,87,1,8,91,1,4,95,2,2,96,1,0,99,1,8,91,3,14,83,1,2,97,0,17,83,100,0,0,0,93,0,2,5,97,0,1,2,71,0,9,20,82,1,4,13,88,0,5,7,92,0,3,5,96,0,2,2,98,0,1,1,100,0,0,0,92,0,5,3,86,0,5,9,98,0,1,1,83,1,7,9,5,0,15,80,86,0,4,10,7,0,25,68,75,0,1,24,99,0,1,0,99,0,1,0,100,0,0,0,8,0,5,87,7,0,5,88,0,95,0,0,5,0,100,0,0,0,0,12,3,27,18,26,14,15,7,21,44,13,100,15,10,23,34,18,15,11,9,35,30,15,11,1,22,51,15,2,42,30,11,87,7,6,87,9,4,87,8,5,87,12,1,87,10,3,87,11,2,87,13,0,87,10,3,87,10,3,0,74,13,13,74,20,6,74,22,4,74,24,2,74,14,12,74,16,10,74,25,1,74,26,0,74,22,4,0,82,0,12,6,82,0,14,4,82,0,18,0,82,0,17,1,82,0,10,8,82,0,7,11,82,0,17,1,82,0,18,0,82,0,16,2,0,100,0,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,0,0,91,0,9,0,91,0,5,4,91,0,3,6,91,0,7,2,91,0,5,4,91,0,9,0,91,0,7,2,10,2,15,20,26,27,10,3,83,4,10,3,85,2,10,3,81,6,10,3,82,5,10,3,72,15,10,3,84,3,10,3,81,6,10,3,82,5,10,3,74,13,10,3,38,49,51,0,2,47,20,0,28,52,0,0,0,95,1,1,3,95,1,0,4,95,1,2,2,95,0,3,2,95,1,0,4,95,1,0,4,100,0,100,0,100,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,100,0,100,0,100,0,100,0,10,6,15,69,10,1,73,16,10,6,21,63,10,4,50,36,10,6,8,76,10,3,13,74,11,0,46,43,54,0,35,8,2,1,12,0,1,4,25,58,12,0,86,2,13,0,23,64,13,0,14,38,13,17,4,1,13,0,23,22,20,22,14,0,13,36,15,22,100,14,0,8,78,0,17,0,10,73,0,85,0,11,4,27,0,69,4,79,0,20,1,50,0,19,31,92,0,3,5,87,0,13,0,18,0,1,1,13,25,42,18,0,0,1,10,26,45,18,0,15,36,26,5,18,0,4,9,23,46,18,0,13,20,22,27,67,2,26,5,67,3,8,22,67,4,13,16,18,0,48,34,66,0,14,20,87,1,3,0,0,5,0,1,3,39,1,1,6,2,6,2,3,5,3,0,2,4,3,13,2,8,20,0,31,49,0,0,20,0,3,15,18,23,11,8,2,20,1,58,16,5,20,0,16,39,18,3,4,4.421052631578948,4.0778344739769725,2.2,1.9321835661585918,13.835443037974681,3.9627443862090925,2.1025641025641026,1.0881861900195133
