ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
FRA,France,Grand Est,2021-01-03,2021-01-03,552,1,3554.8158309507007,1,3554.8158309507007,49,533,3532643.9692168958,378,4,10,538,3,48,501,4,8,540,3,111,438,4,97,451,4,35,513,3,36,513,2,19,531,3,21,528,4,3,545,2,21,529,5,70,477,5,14,533,5,96,451,542,0,5,5,504,2,17,29,544,0,5,3,441,2,33,76,455,1,30,66,517,2,12,21,516,3,13,20,533,2,11,6,531,0,14,7,549,0,2,1,531,0,9,12,482,2,22,46,538,0,6,8,456,1,38,57,19,0,33,500,521,0,16,15,29,2,278,243,274,7,96,175,456,2,93,1,456,0,95,1,552,0,0,135,3,43,371,552,0,0,0,0,0,35,3,138,145,129,102,46,22,96,278,110,46,20,200,195,91,46,34,144,205,123,46,26,144,203,133,46,33,55,180,238,0,512,5,4,31,512,4,12,24,512,5,4,31,512,2,15,23,512,6,5,29,512,5,7,28,552,0,0,0,552,0,0,0,552,0,0,0,552,0,0,0,552,0,0,0,552,0,0,0,552,0,0,0,552,0,0,0,552,0,0,0,552,0,0,0,552,0,0,0,552,0,0,0,52,2,101,397,52,1,231,268,52,3,111,386,52,3,254,243,52,4,24,472,52,3,34,463,57,0,219,276,333,0,166,37,7,9,58,2,7,33,176,276,58,1,493,0,65,1,51,435,65,0,363,85,17,8,3,11,65,1,142,142,149,53,67,6,134,248,67,30,68,0,116,358,10,75,2,105,357,13,452,3,84,13,322,2,221,7,443,1,104,4,300,3,102,147,529,1,12,10,518,0,32,2,81,4,8,24,81,110,244,81,2,10,25,90,108,236,88,2,141,204,72,45,88,0,42,43,93,286,88,0,73,95,111,185,385,8,125,34,385,23,30,114,385,16,55,96,94,2,201,255,297,0,101,154,465,3,15,1,8,6,4,2,48,267,0,13,31,11,27,3,22,29,27,0,13,12,28,9,13,47,159,3,179,205,1,5,159,0,34,84,73,92,59,43,8,172,15,130,112,123,172,5,83,108,114,50,20,8.352112676056338,11.101714883104087,1.5714285714285714,1.0690449676496976,3.7970479704797047,2.077959859855765,2.5726027397260274,1.4057632819708756
FRA,France,Hauts-de-France,2021-01-03,2021-01-03,490,0,0,0,0,43,465,4421248.832309869,350,1,4,485,0,46,444,3,5,482,1,111,378,1,124,365,0,45,445,1,40,449,2,12,476,1,12,477,1,3,486,1,18,471,1,63,426,1,18,471,1,89,400,486,0,3,1,444,0,18,28,485,0,2,3,379,0,42,69,366,1,41,82,445,0,23,22,450,1,18,21,478,0,6,6,478,0,2,10,487,0,2,1,472,1,7,10,427,1,23,39,472,0,9,9,401,2,38,49,25,0,21,444,470,0,10,10,27,2,239,222,254,2,71,163,419,2,69,0,419,5,66,0,485,1,4,107,4,35,344,490,0,0,0,0,0,35,4,118,117,124,92,45,19,80,246,100,45,15,200,161,69,45,24,140,181,100,45,25,134,188,98,45,33,38,160,214,0,456,3,5,26,456,2,9,23,456,4,4,26,456,4,12,18,456,4,2,28,456,4,4,26,490,0,0,0,490,0,0,0,490,0,0,0,490,0,0,0,490,0,0,0,490,0,0,0,490,0,0,0,490,0,0,0,490,0,0,0,490,0,0,0,490,0,0,0,490,0,0,0,53,4,75,358,53,3,211,223,53,5,120,312,53,4,241,192,53,5,17,415,53,5,40,392,60,0,182,248,308,2,145,24,7,4,61,1,9,50,140,229,61,2,425,2,69,3,41,377,69,0,318,73,10,5,0,15,69,2,123,147,101,48,70,6,108,230,54,22,71,0,112,299,8,73,4,92,311,10,416,0,67,7,281,3,203,3,372,3,115,0,251,1,100,138,474,0,9,7,451,0,39,0,78,2,9,23,63,109,206,78,1,6,25,94,87,199,81,6,140,177,59,27,81,2,29,56,73,249,81,1,76,86,98,148,329,6,103,52,329,18,25,118,329,16,43,102,88,1,170,231,259,1,65,165,429,3,4,3,7,5,2,1,36,259,0,6,16,9,33,1,8,30,20,0,11,22,16,7,9,43,132,6,146,204,0,2,132,0,41,70,63,81,53,44,6,139,12,139,104,96,139,6,71,91,112,49,22,8.878947368421052,10.326986220032913,2.1578947368421053,1.384965217964249,3.6778242677824267,2.169490964401254,2.7113095238095237,1.5170641559152196
FRA,France,Normandie,2021-01-03,2021-01-03,245,1,4900.3114551793,1,4900.3114551793,32,235,2009688.3649685588,164,2,2,241,0,24,221,1,12,232,0,51,194,1,47,197,1,16,228,1,25,219,2,5,238,1,9,235,1,4,240,1,9,235,2,31,212,2,10,233,1,48,196,243,0,1,1,221,0,8,16,233,0,3,9,194,2,18,31,198,2,12,33,229,0,9,7,220,1,9,15,240,0,2,3,236,1,5,3,241,0,3,1,236,0,5,4,214,2,10,19,235,1,5,4,197,3,21,24,9,1,16,219,229,0,6,10,11,5,106,123,139,0,37,69,208,2,35,0,208,0,37,0,245,0,0,53,3,18,171,245,0,0,0,0,0,13,1,65,75,49,42,21,12,47,125,40,21,8,107,83,26,21,10,77,93,44,21,7,74,99,44,21,11,17,94,102,0,227,3,0,15,227,2,4,12,227,3,1,14,227,3,7,8,227,3,1,14,227,2,3,13,245,0,0,0,245,0,0,0,245,0,0,0,245,0,0,0,245,0,0,0,245,0,0,0,245,0,0,0,245,0,0,0,245,0,0,0,245,0,0,0,245,0,0,0,245,0,0,0,23,4,43,175,23,0,119,103,23,3,58,161,23,2,132,88,23,3,12,207,23,3,13,206,29,0,106,110,139,0,75,25,3,3,30,3,4,15,92,101,30,2,213,0,32,1,18,194,32,0,160,43,7,1,0,2,32,0,53,73,69,18,33,4,40,120,36,12,34,1,65,141,4,38,0,54,147,6,202,0,38,5,127,1,117,0,188,1,54,2,114,1,52,78,233,0,5,7,232,0,12,1,43,4,2,5,25,43,123,43,0,4,7,41,45,105,46,1,66,79,37,16,46,0,15,21,40,123,46,0,31,45,39,84,169,4,49,23,169,11,10,55,169,7,18,51,50,0,91,104,141,0,45,59,204,2,1,1,4,3,2,2,26,115,0,1,9,4,17,3,9,11,16,0,4,5,18,7,8,18,78,1,65,100,0,1,78,0,21,24,32,40,25,21,4,80,4,54,54,53,80,2,38,36,50,27,12,12.688888888888888,16.670396586376288,2.142857142857143,1.7913099142223294,4.018867924528302,1.9903631258808345,2.7098765432098766,1.6023356351805145
FRA,France,Nouvelle-Aquitaine,2021-01-03,2021-01-03,450,1,3878.15009043355,1,3878.15009043355,19,425,3603743.283611858,302,3,4,443,2,35,413,3,5,442,2,90,358,3,80,367,4,33,413,3,19,428,3,7,440,4,10,436,3,0,447,3,12,435,3,47,400,4,12,434,5,96,349,446,0,1,3,415,0,10,25,445,0,2,3,360,1,32,57,370,0,32,48,417,0,11,22,431,0,9,10,443,0,1,6,440,0,6,4,450,0,0,0,438,0,6,6,403,0,18,29,438,0,4,8,354,0,34,62,24,1,14,411,436,0,6,8,29,4,172,245,278,3,54,115,396,0,54,0,396,2,52,0,448,0,2,90,5,33,322,450,0,0,0,0,0,31,3,110,124,89,93,38,12,76,223,101,38,16,180,150,66,38,17,121,173,101,38,18,116,179,99,38,21,28,155,208,0,418,6,3,23,418,7,5,20,418,7,3,22,418,5,11,16,418,7,2,23,418,7,2,23,450,0,0,0,450,0,0,0,450,0,0,0,450,0,0,0,450,0,0,0,450,0,0,0,450,0,0,0,450,0,0,0,450,0,0,0,450,0,0,0,450,0,0,0,450,0,0,0,42,2,86,320,42,3,215,190,42,4,101,303,42,1,211,196,42,3,21,384,42,3,17,388,48,0,163,239,287,0,123,27,8,5,53,0,5,33,133,226,53,1,394,2,55,1,35,359,55,0,292,59,28,6,3,7,55,1,127,113,107,47,58,3,94,217,51,27,59,0,118,267,6,67,3,107,268,5,366,0,69,15,238,0,206,6,350,0,97,3,241,0,77,132,429,0,12,9,433,0,16,1,69,5,0,16,58,72,230,69,0,5,20,71,68,217,73,5,110,167,64,31,73,2,25,27,67,256,73,1,47,85,84,160,319,9,81,41,319,26,13,92,319,17,33,81,78,0,149,223,227,1,82,140,380,3,5,0,6,6,3,2,45,232,1,10,20,7,16,4,8,39,13,0,8,7,23,10,7,45,139,7,119,184,0,1,139,0,20,46,48,72,61,55,9,144,7,101,94,104,144,6,55,93,92,42,18,12.442307692307692,15.942331712978817,1.4545454545454546,0.6875516509523286,3.7129629629629632,2.3069195243105325,2.5728813559322035,1.4168363854089023
FRA,France,Occitanie,2021-01-03,2021-01-03,478,4,31184.917772982168,2,20540.8530804329,35,454,3549696.0057274573,324,0,5,473,0,50,428,0,12,466,0,101,377,0,104,374,0,49,429,2,32,444,0,9,469,0,13,465,0,8,470,0,30,448,0,56,422,0,15,463,0,83,395,473,0,1,4,428,2,16,32,466,1,2,9,377,3,36,62,374,4,42,58,429,2,22,25,446,0,17,15,469,2,5,2,465,1,4,8,470,0,4,4,448,2,14,14,422,1,21,34,463,0,7,8,395,5,30,48,23,1,19,435,459,0,10,9,31,5,217,225,261,3,73,141,405,4,67,2,405,2,71,0,476,0,2,114,6,34,324,478,0,0,0,0,0,35,0,114,122,115,92,49,24,64,242,99,49,18,167,170,74,49,25,117,183,104,49,26,121,172,110,49,37,28,155,209,0,445,9,1,23,445,7,8,18,445,9,2,22,445,6,10,17,445,8,3,22,445,7,4,22,478,0,0,0,478,0,0,0,478,0,0,0,478,0,0,0,478,0,0,0,478,0,0,0,478,0,0,0,478,0,0,0,478,0,0,0,478,0,0,0,478,0,0,0,478,0,0,0,55,7,84,332,55,2,213,208,55,4,90,329,55,3,222,198,55,4,19,400,55,4,20,399,58,2,181,237,297,0,130,37,10,4,63,1,4,31,151,228,63,0,411,4,70,4,37,367,70,1,305,69,11,12,0,10,70,1,108,132,115,52,72,5,102,207,72,20,73,0,101,302,2,81,5,78,307,7,394,2,69,13,265,2,208,3,388,1,84,5,256,3,98,121,459,1,9,9,458,1,19,0,85,3,6,15,58,87,224,85,0,6,16,77,88,206,86,10,113,153,81,35,86,1,25,39,76,251,86,1,59,82,85,165,338,9,99,32,338,23,14,103,338,19,30,91,92,2,167,217,261,0,79,138,410,4,6,1,7,7,5,2,36,244,1,12,28,6,19,2,14,29,13,0,9,15,23,9,3,51,143,7,139,186,2,1,143,1,25,50,54,78,71,46,10,147,10,105,96,120,147,3,66,108,106,32,16,9.105555555555556,11.970866507526948,1.888888888888889,0.963381842865745,3.979338842975207,2.441767177056341,2.411214953271028,1.3389823866562625
FRA,France,Pays de la Loire,2021-01-03,2021-01-03,243,0,0,0,0,23,231,2447081.944467025,175,1,1,241,1,18,224,1,2,240,0,49,194,1,46,196,1,14,228,1,8,234,1,7,235,1,4,238,1,1,241,1,11,231,0,23,220,1,9,233,1,42,200,242,0,0,1,225,0,9,9,241,0,0,2,194,2,17,30,197,0,21,25,229,1,8,5,235,0,5,3,236,0,3,4,239,0,2,2,242,0,0,1,232,1,6,4,220,1,5,17,234,1,5,3,201,1,15,26,12,0,10,221,233,0,4,6,12,4,90,137,153,1,26,63,217,1,25,0,217,2,24,0,241,0,2,43,2,16,182,243,0,0,0,0,0,13,0,58,71,55,46,20,7,43,122,51,20,10,87,94,32,20,9,64,106,44,20,11,59,106,47,20,16,21,81,105,0,228,1,2,12,228,2,4,9,228,1,4,10,228,0,9,6,228,1,2,12,228,1,3,11,243,0,0,0,243,0,0,0,243,0,0,0,243,0,0,0,243,0,0,0,243,0,0,0,243,0,0,0,243,0,0,0,243,0,0,0,243,0,0,0,243,0,0,0,243,0,0,0,21,6,39,177,21,5,100,117,21,6,65,151,21,5,122,95,21,6,7,209,21,5,22,195,25,2,99,117,144,0,69,25,4,1,26,2,1,18,92,104,26,2,214,1,26,2,15,200,26,1,160,44,7,2,0,3,26,1,46,81,67,22,28,3,46,119,38,9,29,2,48,159,5,36,5,45,152,5,204,1,36,2,143,2,98,0,178,1,62,2,121,0,49,73,236,1,3,3,221,1,20,1,38,6,3,12,26,44,114,38,3,5,12,43,42,100,41,3,56,91,40,12,41,1,12,24,34,131,41,1,24,44,52,81,175,2,47,19,175,12,9,47,175,10,17,41,44,2,95,102,141,0,37,65,207,1,2,2,2,3,2,1,23,112,0,4,11,5,8,2,5,14,19,0,2,10,14,2,3,32,62,4,75,99,1,2,62,1,18,35,38,34,31,20,4,66,8,58,62,49,66,6,39,42,52,29,9,9.197802197802197,14.10375819120546,2.625,1.407885953173359,3.5789473684210527,2.10307291749964,2.566265060240964,1.4286486183704565
FRA,France,Provence-Alpes-C<c3><b4>te d'Azur,2021-01-03,2021-01-03,386,0,0,0,0,37,371,3176742.3299424686,266,2,4,380,2,30,354,2,12,372,2,82,302,2,71,313,2,28,356,2,29,355,2,8,376,2,14,370,2,6,378,2,13,371,3,49,334,2,7,377,2,68,316,382,0,1,3,356,0,12,18,374,0,7,5,304,0,34,48,315,0,22,49,358,0,15,13,357,0,13,16,378,0,4,4,372,0,10,4,380,0,4,2,373,0,8,5,337,0,23,26,379,1,3,3,318,0,28,40,14,1,22,349,366,0,10,10,18,2,197,169,189,2,63,132,323,1,62,0,323,4,59,0,382,1,3,85,7,27,267,386,0,0,0,0,0,21,0,77,93,115,80,30,14,54,187,101,30,7,142,131,76,30,14,94,136,112,30,13,85,145,113,30,20,30,122,184,0,359,7,2,18,359,5,6,16,359,7,2,18,359,2,14,11,359,7,3,17,359,7,1,19,386,0,0,0,386,0,0,0,386,0,0,0,386,0,0,0,386,0,0,0,386,0,0,0,386,0,0,0,386,0,0,0,386,0,0,0,386,0,0,0,386,0,0,0,386,0,0,0,38,2,75,271,38,0,187,161,38,2,88,258,38,3,191,154,38,2,19,327,38,2,33,313,44,0,170,172,216,0,120,39,6,5,46,1,3,25,127,184,46,0,340,0,50,1,33,302,50,1,231,85,9,4,2,4,50,1,94,107,90,44,53,5,70,176,53,29,55,1,80,246,4,61,1,75,243,6,311,0,66,9,200,0,181,5,299,0,85,2,196,0,77,113,367,0,11,8,354,0,31,1,64,3,1,12,59,66,181,64,0,3,12,64,66,177,68,2,79,137,70,30,68,0,19,30,55,214,68,0,57,65,74,122,267,6,88,25,267,30,12,77,267,26,32,61,72,1,127,186,200,0,81,105,311,3,8,1,15,4,3,1,40,185,1,2,17,8,14,2,10,31,10,0,15,18,17,12,7,37,102,3,130,144,0,7,102,0,18,46,62,67,57,28,6,113,9,138,75,51,113,6,51,83,90,27,16,10.184931506849315,14.084965535392955,1.736842105263158,1.3267380744248862,4.351351351351352,2.5581945932567898,2.66023166023166,1.3810741607887664
FRA,France,-99,2021-01-04,2021-01-01,100,0,0,0,0,9,85,1272485.4651305077,38,5,2,93,5,6,89,4,4,92,5,14,81,3,21,76,4,14,82,5,6,89,3,4,93,5,5,90,5,2,93,3,3,94,6,13,81,5,6,89,5,19,76,98,0,0,2,94,0,3,3,96,0,2,2,86,0,8,6,79,1,10,10,86,0,6,8,94,0,2,4,96,0,3,1,95,0,2,3,98,0,0,2,97,0,1,2,87,1,3,9,94,0,1,5,81,1,7,11,14,1,5,80,95,0,2,3,16,0,39,45,61,2,11,26,89,0,11,0,89,2,9,0,98,1,1,29,7,6,58,100,0,0,0,0,0,18,1,15,24,23,19,23,9,14,36,18,23,10,23,29,15,23,11,19,27,20,23,13,20,23,21,23,16,6,28,27,0,94,4,1,1,94,4,1,1,94,4,1,1,94,3,1,2,94,3,2,1,94,4,1,1,88,2,0,10,88,2,0,10,88,1,2,9,88,2,0,10,88,2,2,8,88,1,3,8,88,2,1,9,95,1,0,4,95,1,0,4,95,1,0,4,95,1,0,4,95,1,0,4,26,5,16,53,26,4,34,36,26,4,16,54,26,4,28,42,26,4,1,69,26,4,9,61,30,0,26,44,74,0,19,3,0,4,33,0,0,5,21,41,33,0,67,0,35,1,7,57,35,0,51,5,1,4,0,4,35,1,30,23,5,6,35,3,18,36,4,4,38,3,19,40,0,38,6,17,39,0,85,0,15,0,67,0,33,0,85,0,12,3,72,0,21,7,99,0,1,0,91,0,9,0,41,2,1,3,17,9,27,41,0,2,5,20,11,21,42,1,21,18,9,9,42,1,6,12,9,30,42,1,14,18,8,17,69,5,17,9,69,12,7,12,69,8,12,11,46,0,17,37,63,0,4,33,96,1,0,0,0,0,0,0,3,80,0,0,2,1,1,0,1,5,2,0,1,0,0,0,1,6,58,2,15,24,0,1,58,0,1,4,2,13,10,8,4,59,4,12,13,12,59,4,12,9,14,1,1,10.689655172413794,11.588490128065686,2.3333333333333335,2.309401076758503,3.0588235294117645,2.164214298402948,2.1470588235294117,1.5001485369117866
FRA,France,<c3><8e>le-de-France,2021-01-04,2021-01-03,100,1,9281.4744474052,0,0,8,93,1788437.432656105,51,0,2,98,1,7,92,1,3,96,1,21,78,1,22,77,1,11,88,1,8,91,1,0,99,1,4,95,1,1,98,1,10,89,0,22,78,1,2,97,1,21,78,98,0,2,0,93,0,2,5,97,0,0,3,79,0,8,13,78,0,6,16,89,0,6,5,92,0,1,7,100,0,0,0,96,0,2,2,99,0,1,0,90,0,4,6,78,0,10,12,98,0,1,1,79,0,9,12,7,0,4,89,98,0,0,2,10,0,43,47,58,0,11,31,89,1,10,0,89,1,10,0,99,0,1,23,0,9,68,100,0,0,0,0,0,14,0,24,21,24,17,18,2,15,49,16,18,1,43,29,9,18,4,35,32,11,18,5,28,36,13,18,5,7,36,34,0,92,4,1,3,92,4,0,4,92,4,1,3,92,1,7,0,92,4,1,3,92,3,1,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,20,2,16,62,20,2,39,39,20,1,18,61,20,1,38,41,20,1,3,76,20,0,31,49,23,0,34,43,66,0,27,4,2,1,25,0,0,4,33,38,25,0,75,0,26,0,11,63,26,0,56,12,4,1,0,1,26,0,23,19,18,14,26,4,22,33,11,4,26,1,14,54,5,30,1,10,55,4,85,0,12,3,62,0,38,0,82,0,18,0,63,0,14,23,98,0,1,1,70,0,30,0,32,2,0,5,10,11,40,32,0,1,1,16,16,34,34,2,24,27,12,1,34,0,5,7,9,45,34,0,13,12,12,29,75,2,18,5,75,7,1,17,75,4,6,15,34,0,26,40,60,1,18,21,85,0,3,0,3,1,0,0,8,59,0,0,2,1,3,0,2,2,4,0,0,8,2,2,0,15,47,0,30,20,0,3,47,0,9,7,16,5,8,5,3,49,4,34,11,2,49,2,15,17,11,3,3,5.846153846153846,10.37085608185001,3,0,4.076923076923077,2.205073281806673,2.4782608695652173,1.5310001151721069
FRA,France,Auvergne-Rh<c3><b4>ne-Alpes,2021-01-04,2021-01-03,100,0,0,0,0,3,95,975132.4577911189,46,1,1,98,1,4,95,1,4,95,1,19,80,0,24,76,1,3,96,1,8,91,1,2,97,2,5,93,2,1,97,1,4,95,1,8,91,1,4,95,1,10,89,99,0,1,0,96,0,2,2,96,0,0,4,81,0,4,15,76,0,6,18,97,0,0,3,92,0,1,7,98,0,1,1,95,0,4,1,99,0,0,1,96,0,3,1,92,0,5,3,96,0,2,2,90,0,4,6,5,0,3,92,97,0,2,1,6,0,51,43,49,1,17,33,83,0,17,0,83,1,16,0,99,0,1,25,0,7,68,100,0,0,0,0,0,10,0,23,19,24,24,16,4,13,46,21,16,2,32,32,18,16,3,25,36,20,16,5,20,39,20,16,5,5,37,37,0,93,0,1,6,93,1,2,4,93,1,0,6,93,1,1,5,93,1,0,6,93,1,2,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,18,1,15,66,18,1,35,46,18,1,15,66,18,1,43,38,18,0,5,77,18,2,6,74,18,0,33,49,67,0,23,7,2,1,19,1,1,6,28,45,19,1,80,0,22,0,5,73,22,0,60,14,2,2,0,0,22,0,20,29,23,6,23,0,18,48,10,1,23,0,18,58,1,26,0,17,55,2,85,0,14,1,65,0,35,0,85,0,15,0,57,1,17,25,95,0,2,3,94,0,6,0,27,1,2,0,8,16,46,27,0,3,3,10,15,42,30,2,18,35,12,3,30,0,3,5,14,48,30,1,9,13,17,30,78,0,17,5,78,1,3,18,78,1,4,17,31,1,31,37,63,0,13,24,88,0,2,0,1,0,1,0,8,57,0,0,5,1,2,1,2,8,5,0,3,3,2,0,0,11,49,1,16,34,0,0,49,0,6,10,13,11,5,6,0,53,2,21,9,15,53,1,10,16,11,7,2,5.205128205128205,10.288418340873154,0.6666666666666666,0.5773502691896257,4.052631578947368,2.347481323312316,2.8666666666666667,1.455397477729647
