ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V2..99,V2a..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V4_6..99,V5a_1..99,V5a_2..99,V5a_3..99,V5a_4..99,V5a_5..99,V5a_6..99,V5a_7..99,V5a_8..99,V5a_9..99,V5b_1..99,V5b_2..99,V5b_3..99,V5b_4..99,V5b_5..99,V5b_6..99,V5b_7..99,V5b_8..99,V5b_9..99,V5c_1..99,V5c_2..99,V5c_3..99,V5c_4..99,V5c_5..99,V5c_6..99,V5c_7..99,V5c_8..99,V5c_9..99,V5d_1..99,V5d_2..99,V5d_3..99,V5d_4..99,V5d_5..99,V5d_6..99,V5d_7..99,V5d_8..99,V5d_9..99,V6_1..99,V6_2..99,V6_3..99,V6_4..99,V6_5..99,V6_6..99,V6_7..99,V9..99,V9..77,V9.1,V9.2,V9.3,V9.4,V10_1..99,V10_2..99,V10_3..99,V10_4..99,V10_5..99,V10_6..99,V10_7..99,V10_8..99,V10_9..99,V10_10..99,V11..99,V12..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C9a..99,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
BY,BLR,Belarus,Minsk,2021-01-14,2021-01-14,126,6,102435.1327126175,3,58710.697407107305,150,120,2978278.115946317,101,3,8,115,2,27,97,4,14,108,3,52,71,2,38,86,3,28,95,2,14,110,3,8,115,3,3,120,4,8,114,3,10,113,3,30,93,4,16,106,3,38,85,118,0,4,4,99,5,10,12,112,0,10,4,74,5,17,30,88,5,14,19,98,2,15,11,112,2,5,7,118,2,5,1,123,0,1,2,118,0,6,2,116,0,7,3,96,2,11,17,110,0,7,9,88,4,21,13,6,0,51,69,77,0,12,37,8,0,58,60,68,1,12,45,114,0,5,5,2,114,0,2,10,0,124,2,0,0,21,0,35,70,126,126,0,11,0,13,32,22,48,13,17,24,27,45,13,15,16,31,51,13,11,39,32,31,13,13,13,21,66,13,18,1,6,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,43,49,16,5,0,0,0,0,0,0,0,0,0,0,0,0,92,21,7,6,92,22,5,7,92,21,6,7,92,19,8,7,92,19,9,6,92,22,6,6,126,0,0,0,126,0,0,0,126,0,0,0,126,0,0,0,126,0,0,0,126,0,0,0,126,0,0,0,126,0,0,0,126,0,0,0,126,0,0,0,126,0,0,126,0,0,0,13,4,47,62,13,0,77,36,13,7,25,81,13,3,59,51,13,9,14,90,13,6,36,71,13,0,66,47,60,0,37,17,8,4,13,0,0,11,49,53,13,0,113,0,14,0,27,85,14,0,74,23,2,6,1,6,14,0,38,19,35,20,14,3,23,42,25,19,14,0,11,101,0,0,16,2,11,94,3,79,1,39,7,49,2,72,3,101,0,21,4,67,1,38,20,112,0,10,4,90,1,29,6,17,2,1,5,18,33,50,17,1,0,7,19,35,47,18,2,40,54,10,2,18,1,1,16,28,62,18,0,17,45,29,17,64,7,47,8,64,27,19,16,64,23,24,15,18,0,72,36,90,0,22,14,107,2,1,0,2,3,4,1,6,35,0,2,13,6,9,0,3,7,10,1,4,10,2,0,10,14,22,1,45,58,0,0,22,0,2,15,40,23,16,6,2,24,2,86,9,5,24,1,30,42,22,5,2,6.851351351351352,7.517436229453646,3.6486486486486487,2.030547493441885,13.554347826086957,5.1320242786223105,2.3469387755102042,1.0364694316818304
BY,BLR,Belarus,Minsk,2021-01-15,2021-01-15,130,6,175441.41633775498,5,151499.0499710883,146,119,3373910.1279153954,93,5,7,118,4,21,105,5,14,111,3,56,71,3,50,77,5,18,107,6,17,107,6,13,111,6,6,118,5,9,116,6,14,110,5,28,97,5,14,111,4,52,74,123,1,4,2,109,3,9,9,116,0,11,3,74,5,24,27,80,5,16,29,112,2,10,6,113,1,7,9,117,1,9,3,124,1,4,1,121,1,7,1,116,1,11,2,102,3,13,12,116,2,12,0,78,3,27,22,10,1,51,68,82,0,12,36,13,1,63,53,67,1,14,48,116,0,10,2,2,116,0,4,10,0,126,3,1,0,29,2,37,62,130,130,0,15,0,14,38,23,40,15,9,20,48,38,15,10,22,37,46,15,6,46,37,26,15,10,15,27,63,15,11,3,13,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,59,33,10,13,0,0,0,0,0,0,0,0,0,0,0,0,95,14,10,11,95,15,10,10,95,18,8,9,95,17,8,10,95,20,1,14,95,18,10,7,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,130,0,0,0,19,6,63,42,19,4,86,21,19,9,39,63,19,7,59,45,19,12,17,82,19,7,40,64,19,0,72,39,58,0,45,18,4,5,21,2,0,11,38,58,21,1,108,0,23,0,25,82,23,0,75,23,4,1,0,4,23,1,43,13,25,25,23,2,12,45,38,10,25,0,11,93,1,0,26,2,11,90,1,67,3,57,3,44,3,80,3,91,3,32,4,71,2,40,17,113,1,14,2,90,1,39,0,28,1,0,7,26,24,44,28,0,0,11,28,30,33,29,1,38,51,8,3,29,0,3,18,27,53,29,0,17,51,18,15,62,11,42,15,62,29,17,22,62,23,23,22,31,0,74,25,105,0,10,15,122,0,2,1,1,0,1,0,3,48,0,2,15,4,8,0,3,8,9,0,3,6,3,2,4,15,34,3,36,57,0,0,34,1,3,23,41,15,9,4,0,36,4,75,8,7,36,2,27,37,26,2,0,8.588235294117647,9.004356244204747,3.375,1.807214885127289,13.141304347826088,5.464332945906312,2.3258426966292136,1.2133282634862108
BY,BLR,Belarus,Minsk,2021-01-16,2021-01-16,113,6,117200.6568784828,6,117200.6568784828,86,101,2791870.4479981204,80,3,8,102,2,31,80,2,9,102,0,43,70,3,32,78,3,18,92,3,13,97,2,10,101,3,5,105,3,8,102,3,9,101,2,26,85,3,7,103,1,38,74,105,1,4,3,82,4,16,11,104,0,4,5,70,1,24,18,81,3,11,18,95,1,8,9,100,2,5,6,103,1,5,4,108,2,2,1,105,1,7,0,104,1,3,5,87,3,6,17,106,1,5,1,75,5,16,17,11,1,42,59,73,0,18,22,13,2,54,44,59,1,16,37,97,0,10,6,0,97,0,4,12,0,109,2,1,1,33,0,21,59,113,113,0,17,0,13,24,19,40,17,7,16,37,36,17,6,19,29,42,17,3,29,30,34,17,7,10,22,57,17,6,3,6,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,41,34,12,9,0,0,0,0,0,0,0,0,0,0,0,0,93,7,4,9,93,10,3,7,93,10,3,7,93,9,5,6,93,11,1,8,93,8,5,7,113,0,0,0,113,0,0,0,113,0,0,0,113,0,0,0,113,0,0,0,113,0,0,0,113,0,0,0,113,0,0,0,113,0,0,0,113,0,0,0,113,0,0,113,0,0,0,19,4,43,47,19,2,68,24,19,5,25,64,19,2,46,46,19,3,14,77,19,3,35,56,22,0,47,44,66,0,27,17,1,2,23,1,1,11,38,39,23,2,88,0,23,0,22,68,23,0,59,20,5,3,1,2,23,0,24,12,20,34,23,1,16,36,27,10,24,0,13,74,2,0,26,1,12,72,2,71,0,34,8,46,2,63,2,88,1,22,2,68,0,30,15,99,1,9,4,79,2,31,1,27,0,0,4,19,21,42,27,1,0,5,23,17,40,30,0,28,42,6,7,30,0,2,14,22,45,30,0,10,41,13,19,63,4,36,10,63,15,12,23,63,13,18,19,31,2,54,26,87,0,13,13,101,0,0,0,0,1,4,0,7,47,0,0,9,5,6,0,4,6,6,0,4,5,2,0,4,15,32,4,31,46,0,0,32,2,1,21,26,24,7,0,0,32,3,65,10,3,32,3,24,30,21,2,1,10.472727272727273,9.737013279719177,2.4193548387096775,1.148163564085045,12.378378378378379,5.844919823682744,2.210526315789474,1.1350863635123007
BY,BLR,Belarus,-99,2021-01-17,2021-01-14,100,4,67575.6593369653,2,35961.8518929068,81,93,3079518.131054,64,8,8,84,8,12,80,9,10,81,5,26,69,7,22,71,10,12,78,9,11,80,7,10,83,9,5,86,7,8,85,9,11,80,8,26,66,9,8,83,3,28,69,92,0,6,2,88,2,6,4,90,0,8,2,74,3,14,9,78,4,7,11,88,3,7,2,89,2,4,5,90,1,7,2,95,2,2,1,92,0,7,1,89,2,8,1,74,4,11,11,92,2,5,1,72,1,17,10,7,0,40,53,63,0,17,20,11,2,35,52,65,3,9,23,91,0,2,7,0,91,0,3,6,0,97,1,2,0,25,1,27,47,100,100,0,12,0,10,16,21,41,13,16,7,20,44,13,16,10,10,51,13,11,22,18,36,13,17,7,10,53,13,18,2,3,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,41,26,11,6,0,0,0,0,0,0,0,0,0,0,0,0,74,16,5,5,74,20,3,3,74,14,9,3,74,14,8,4,74,17,6,3,74,18,5,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,14,4,48,34,14,6,58,22,14,14,18,54,14,11,42,33,14,17,14,55,14,10,39,37,14,1,55,30,45,0,39,9,2,5,16,1,0,16,31,36,16,2,82,0,18,0,20,62,18,0,58,12,4,4,2,2,18,0,28,9,13,32,19,0,16,33,20,12,20,1,8,71,0,0,23,2,7,67,1,52,0,44,4,42,1,54,3,82,0,11,7,58,0,37,5,86,0,11,3,61,0,35,4,25,4,1,4,14,16,36,25,3,2,4,12,19,35,25,0,23,41,9,2,25,0,6,16,18,35,25,0,23,31,8,13,47,8,40,5,47,27,11,15,47,24,15,14,28,1,46,25,75,0,7,18,94,1,0,0,0,0,1,0,4,49,0,0,9,9,2,0,0,6,3,0,3,2,0,0,3,14,32,0,18,50,0,0,32,0,1,9,21,15,18,4,0,35,5,28,26,6,35,3,20,28,12,1,1,10.186046511627907,10.4477288804644,3,1.7471781760734562,11.844736842105263,5.864616083300874,2.23728813559322,1.2082900863566843
BY,BLR,Belarus,Minsk,2021-01-17,2021-01-17,135,3,62471.0664036603,2,33181.0575605997,107,127,3067533.498012751,110,3,5,127,2,19,114,3,12,120,3,46,86,3,38,94,3,24,108,3,13,119,2,12,121,3,3,129,4,12,119,3,17,115,3,26,106,3,8,124,3,31,101,130,0,5,0,116,1,6,12,123,3,7,2,89,2,19,25,97,2,19,17,111,3,12,9,122,1,4,8,123,2,7,3,132,1,2,0,123,2,9,1,118,0,9,8,109,3,9,14,127,1,4,3,104,2,14,15,8,0,48,79,87,0,19,29,8,2,68,57,67,2,21,45,114,0,15,5,1,114,0,6,15,0,129,1,5,0,33,0,27,75,135,135,0,8,0,9,36,27,55,8,7,28,30,62,8,9,19,41,58,8,10,41,43,33,8,11,8,26,82,8,10,3,7,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,64,48,10,3,0,0,0,0,0,0,0,0,0,0,0,0,108,12,6,9,108,11,9,7,108,12,5,10,108,10,9,8,108,11,5,11,108,14,5,8,135,0,0,0,135,0,0,0,135,0,0,0,135,0,0,0,135,0,0,0,135,0,0,0,135,0,0,0,135,0,0,0,135,0,0,0,135,0,0,0,135,0,0,135,0,0,0,14,3,50,68,14,4,81,36,14,7,37,77,14,7,60,54,14,7,17,97,14,6,34,81,15,0,67,53,68,0,41,13,7,6,16,1,4,10,50,54,16,2,117,0,17,0,34,84,17,0,86,18,3,4,2,5,17,1,36,16,26,39,17,0,22,45,41,10,18,0,22,94,1,0,20,1,23,90,1,85,3,39,8,54,2,74,5,98,2,31,4,75,3,34,23,118,1,13,3,101,3,28,3,21,0,4,7,24,31,48,21,0,0,5,24,37,48,21,0,41,63,9,1,21,0,4,15,30,65,21,0,15,53,34,12,67,10,46,12,67,23,19,26,67,18,28,22,23,1,81,30,105,0,18,12,118,0,2,0,1,1,4,2,7,38,0,1,15,7,11,3,5,6,12,0,2,5,3,1,2,24,25,3,36,70,0,1,25,1,5,27,36,25,13,2,1,25,2,92,7,9,25,1,21,56,25,6,1,8.544578313253012,8.62725761209074,2.6857142857142855,1.7949509016950291,12.933673469387756,4.899841021564726,2.4134615384615383,1.1372815221581112
BY,BLR,Belarus,-99,2021-01-18,2021-01-15,100,3,52384.928089653506,2,35961.8518929068,67,88,2867155.2547701825,60,6,5,89,6,13,81,8,11,81,3,25,72,5,23,72,8,13,79,7,6,87,6,8,86,7,3,90,5,11,84,7,13,80,6,26,68,7,8,85,3,32,65,95,0,4,1,87,1,7,5,89,0,10,1,75,2,15,8,77,3,10,10,87,3,7,3,94,2,2,2,92,0,7,1,97,0,2,1,89,0,9,2,87,1,11,1,74,3,10,13,92,3,3,2,68,2,20,10,11,1,36,52,66,0,12,22,14,2,35,49,65,2,7,26,93,0,3,4,0,93,0,1,6,0,99,0,1,0,26,1,29,44,100,100,0,16,0,9,13,24,38,17,9,8,18,48,17,11,12,12,48,17,7,20,18,38,17,11,7,13,52,17,12,1,5,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,35,26,10,8,0,0,0,0,0,0,0,0,0,0,0,0,72,16,6,6,72,20,3,5,72,15,8,5,72,15,8,5,72,17,7,4,72,17,7,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,19,5,42,34,19,5,52,24,19,11,11,59,19,8,42,31,19,12,11,58,19,10,24,47,19,1,45,35,55,0,31,8,2,4,23,1,0,12,33,31,23,2,75,0,25,1,18,56,25,0,50,10,5,3,5,2,25,1,23,10,13,28,25,0,17,25,24,9,26,0,5,69,0,0,31,1,6,61,1,58,0,38,4,48,1,47,4,89,0,7,4,58,0,35,7,89,0,8,3,76,0,21,3,32,3,1,3,11,13,37,32,2,2,4,8,16,36,32,0,26,33,6,3,32,0,7,14,17,30,32,0,20,25,11,12,56,8,33,3,56,22,10,12,56,22,13,9,34,2,43,21,79,0,8,13,93,1,0,0,0,0,1,0,5,50,0,0,11,11,1,0,0,4,4,0,3,1,0,0,1,14,37,0,18,45,0,0,37,0,1,8,21,15,16,2,0,39,6,20,29,6,39,4,14,24,17,1,1,10.837209302325581,10.158107792858864,2.764705882352941,1.7149858514250886,11.96078431372549,5.810200631006559,2.207547169811321,1.1825411127352585
BY,BLR,Belarus,Minsk,2021-01-18,2021-01-18,132,2,31182.7489210824,2,31182.7489210824,98,125,3232635.5513276234,95,4,7,121,2,28,102,1,8,123,2,46,84,2,32,98,2,25,105,3,19,110,2,11,119,3,3,126,2,11,119,3,10,119,3,22,107,3,11,118,0,40,92,125,2,5,0,104,1,11,16,124,0,4,4,86,3,19,24,100,1,14,17,107,3,16,6,113,1,9,9,121,0,10,1,129,0,1,2,121,0,9,2,122,1,5,4,110,2,11,9,121,2,6,3,92,2,19,19,7,0,46,79,90,0,14,28,11,0,63,58,69,1,11,51,121,0,7,4,0,121,0,3,8,0,129,1,1,1,25,2,36,69,132,132,0,14,0,16,31,21,50,16,9,21,39,47,16,8,15,34,59,16,5,41,35,35,16,9,5,26,76,16,11,2,11,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,56,39,11,9,0,0,0,0,0,0,0,0,0,0,0,0,96,9,6,21,96,9,5,22,96,9,7,20,96,8,12,16,96,8,10,18,96,11,7,18,132,0,0,0,132,0,0,0,132,0,0,0,132,0,0,0,132,0,0,0,132,0,0,0,132,0,0,0,132,0,0,0,132,0,0,0,132,0,0,0,132,0,0,132,0,0,0,19,4,47,62,19,2,78,33,19,7,28,78,19,5,54,54,19,5,18,90,19,5,37,71,21,0,58,53,74,0,32,17,6,3,23,0,1,11,41,56,23,0,109,0,26,0,17,89,26,0,78,19,3,2,2,2,26,0,38,23,23,22,26,0,19,48,35,4,28,0,17,86,1,0,29,0,19,83,1,86,1,41,4,56,1,70,5,106,0,22,4,80,0,39,13,116,0,12,4,96,0,33,3,30,0,1,1,30,22,48,30,0,0,9,19,19,55,30,0,37,52,11,2,30,0,4,15,31,52,30,0,17,44,24,17,71,5,46,10,71,28,11,22,71,22,18,21,31,0,75,26,106,1,10,15,123,0,0,0,1,1,1,1,5,50,0,0,9,6,7,2,3,3,6,1,3,11,1,1,4,25,35,0,42,55,0,0,35,0,4,24,35,25,8,1,0,37,2,74,13,6,37,2,25,45,21,2,0,6.986111111111111,7.287830983096731,2.7333333333333334,1.9286109586656033,13.202247191011235,5.518933887662007,2.4157303370786516,1.009151182070233
BY,BLR,Belarus,-99,2021-01-19,2021-01-17,100,2,43933.8491967467,0,0,81,87,2705756.000222359,60,0,3,97,0,13,87,0,10,90,1,20,79,0,23,77,1,16,83,0,7,93,0,4,96,1,2,97,1,8,91,0,9,91,1,19,80,1,9,90,1,27,72,97,1,1,1,87,1,7,5,90,1,7,2,80,1,9,10,77,3,12,8,84,3,9,4,93,3,1,3,96,1,2,1,98,1,1,0,92,0,7,1,91,2,7,0,81,3,6,10,91,3,3,3,73,3,15,9,11,2,37,50,63,0,11,26,12,0,33,55,67,0,8,25,92,0,3,5,0,92,0,1,7,0,99,0,1,0,21,3,24,52,100,100,0,13,0,15,22,18,32,15,11,12,22,40,15,10,17,21,37,15,7,25,20,33,15,12,11,17,45,15,12,1,10,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,30,27,9,15,0,0,0,0,0,0,0,0,0,0,0,0,76,11,6,7,76,15,4,5,76,11,7,6,76,15,4,5,76,15,5,4,76,13,7,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,20,5,37,38,20,6,49,25,20,10,10,60,20,9,42,29,20,9,15,56,20,8,25,47,21,0,40,39,60,0,22,10,2,6,24,1,3,10,30,32,24,0,76,0,26,1,17,56,26,0,47,11,8,4,3,1,26,1,26,14,13,20,26,0,19,18,22,15,27,0,11,61,1,0,30,2,10,55,3,63,0,33,4,51,0,45,4,90,0,8,2,58,0,36,6,85,0,12,3,75,0,23,2,31,3,0,5,8,12,41,31,2,1,5,7,15,39,34,1,25,30,4,6,34,0,7,15,12,32,34,0,18,20,15,13,63,5,29,3,63,19,7,11,63,19,14,4,36,1,36,27,73,0,11,16,90,1,1,0,0,0,2,0,6,54,0,0,12,9,2,0,0,4,5,0,1,2,0,1,0,10,39,1,17,43,0,0,39,0,1,7,21,12,16,3,1,40,4,24,25,7,40,3,11,28,15,1,2,10.048780487804878,10.36086680619,3.0476190476190474,1.9098740920854043,12.595744680851064,4.981092836560917,2,1.192927878405448
BY,BLR,Belarus,Brest,2021-01-19,2021-01-14,100,3,51920.6001302524,2,36136.9016149438,88,92,2459066.2891259165,67,1,8,91,1,16,83,1,7,92,2,29,69,1,28,71,1,15,84,1,13,86,2,4,94,1,4,95,0,10,90,2,9,89,2,17,81,1,9,90,1,30,69,92,2,4,2,84,4,8,4,93,1,3,3,71,4,14,11,72,3,14,11,85,3,10,2,87,1,6,6,96,1,2,1,96,1,2,1,90,1,8,1,91,1,5,3,83,1,9,7,91,3,3,3,70,3,14,13,8,0,40,52,62,0,16,22,10,2,37,51,63,3,10,24,90,0,8,2,0,90,0,5,5,0,95,3,2,0,26,3,27,44,100,100,0,12,0,9,21,18,40,16,9,16,28,31,16,10,12,33,29,16,7,24,30,23,16,12,10,24,38,16,17,3,9,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,36,28,11,7,0,0,0,0,0,0,0,0,0,0,0,0,74,15,2,9,74,14,3,9,74,10,11,5,74,13,8,5,74,16,3,7,74,13,5,8,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,19,3,40,38,19,2,63,16,19,8,22,51,19,6,45,30,19,7,16,58,19,4,28,49,20,0,49,31,51,0,29,9,3,8,22,0,1,12,29,36,22,1,77,0,22,0,15,63,22,0,61,11,1,4,0,1,22,0,27,11,14,26,22,1,15,32,22,8,22,0,8,69,1,0,24,1,11,61,3,61,0,37,2,38,0,58,4,79,2,16,3,56,0,35,9,84,0,13,3,72,0,27,1,24,1,1,4,20,11,39,24,1,1,5,11,27,31,25,1,32,33,5,4,25,0,4,12,20,39,25,0,13,33,15,14,54,3,33,10,54,20,10,16,54,21,12,13,27,0,45,28,72,0,12,16,88,1,0,0,0,1,3,0,7,45,0,6,5,6,2,2,1,4,10,1,2,1,0,1,6,8,29,2,29,39,0,1,29,0,3,8,26,15,17,2,0,32,1,21,39,7,32,0,17,26,20,3,2,7.638775510204082,7.972473903127838,3,1.6681153124565984,12.5,5.389805191284746,2.3492063492063493,1.123914962899776
