ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
BA,BIH,Bosnia and Herzegovina,Federacija Bosna i Hercegovina,2020-12-22,2020-12-21,100,0,0,0,0,79,96,1646659.951181086,69,0,2,98,0,13,87,0,2,98,0,25,75,0,19,81,1,15,84,0,8,92,0,5,95,0,3,97,0,3,97,0,6,94,1,24,75,0,6,94,0,13,87,98,0,1,1,87,0,5,8,98,0,1,1,75,0,8,17,81,1,5,13,85,0,5,10,92,0,4,4,95,0,3,2,97,0,1,2,97,0,2,1,94,0,4,2,76,1,7,16,94,0,5,1,87,0,6,7,4,0,33,63,70,0,3,27,7,0,30,63,70,0,9,21,91,1,8,0,91,4,5,96,2,1,1,16,3,9,72,100,8,2,21,32,19,18,14,5,25,38,18,14,5,28,32,21,14,6,28,34,18,14,9,15,36,26,14,9,3,17,57,91,3,1,5,91,3,0,6,91,1,5,3,91,4,2,3,91,3,0,6,91,3,2,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,14,0,30,56,14,0,60,26,14,1,47,38,14,0,52,34,14,0,22,64,14,0,17,69,16,0,47,37,53,0,29,8,2,8,16,2,2,3,30,47,16,3,80,1,19,1,15,65,19,0,45,18,1,11,3,3,19,0,21,12,22,26,21,1,16,36,12,14,21,0,1,75,3,23,3,2,67,5,70,0,25,5,40,1,53,6,53,1,35,11,48,0,35,17,78,1,15,6,83,0,15,2,23,0,2,4,13,23,35,23,0,1,6,10,16,44,23,3,26,29,12,7,23,0,4,9,23,41,23,0,8,29,23,17,64,1,31,4,64,15,9,12,64,14,9,13,26,2,44,28,72,0,16,12,85,0,5,1,1,2,0,2,4,41,0,1,5,3,8,1,4,4,5,1,2,2,2,3,4,14,29,0,32,37,2,29,0,17,13,18,16,5,2,0,30,3,41,17,9,30,2,22,28,12,3,3,3.2745098039215685,2.7934096110133866,2.84,1.2138094304022082,13.3,4.174977219411945,2.0454545454545454,1.0874361969869693
BA,BIH,Bosnia and Herzegovina,Federacija Bosna i Hercegovina,2020-12-23,2020-12-22,100,0,0,0,0,60,90,1830350.5941467087,66,0,2,98,1,10,89,1,2,97,1,17,82,1,19,80,2,8,90,1,7,92,1,5,94,1,4,95,1,2,97,1,4,95,2,16,82,1,2,97,1,10,89,98,0,2,0,90,0,5,5,98,0,2,0,83,1,5,11,81,0,6,13,92,1,1,6,93,0,4,3,95,0,4,1,96,0,2,2,98,0,1,1,96,1,3,0,84,1,4,11,98,0,2,0,90,1,4,5,10,0,30,60,71,0,6,23,12,1,26,61,74,0,3,23,97,1,2,0,97,2,1,98,1,0,1,16,1,8,75,100,14,0,22,32,14,18,17,7,27,27,22,17,10,25,25,23,17,9,28,23,23,17,13,17,22,31,17,14,5,11,53,92,3,3,2,92,5,1,2,92,3,4,1,92,3,2,3,92,4,2,2,92,4,0,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,20,4,26,50,20,1,60,19,20,1,40,39,20,3,50,27,20,3,9,68,20,3,11,66,22,1,35,42,65,0,20,12,2,1,22,2,2,2,27,45,22,3,74,1,24,0,11,65,24,0,38,19,5,10,1,3,24,0,17,16,22,21,25,2,18,34,11,10,25,0,1,74,0,28,1,0,68,3,74,0,20,6,40,0,56,4,60,0,31,9,50,0,32,18,91,0,7,2,89,0,10,1,28,0,2,6,8,24,32,28,0,0,6,7,18,41,28,1,29,21,13,8,28,1,6,9,16,40,28,0,12,14,24,22,75,2,17,6,75,13,7,5,75,11,8,6,29,1,45,25,75,0,11,14,90,0,3,0,1,0,0,1,5,45,1,1,7,4,6,1,6,2,4,1,2,2,3,3,2,10,31,1,38,29,1,31,0,9,11,21,14,8,5,1,31,3,41,16,9,31,3,23,23,16,3,1,2.948717948717949,2.199865043094067,2.4285714285714284,1.3989792196965818,13.632352941176471,3.536185700215577,1.953846153846154,1.2677584700807716
BA,BIH,Bosnia and Herzegovina,Federacija Bosna i Hercegovina,2020-12-24,2020-12-23,100,1,11284.986041948201,0,0,41,94,1587524.5590145472,68,1,2,97,2,6,92,2,4,94,3,14,83,3,13,84,3,9,88,3,4,93,3,4,93,2,6,92,3,2,95,3,5,92,3,10,87,3,3,94,3,15,82,98,0,1,1,94,0,2,4,96,0,3,1,86,0,3,11,87,0,6,7,91,1,3,5,96,0,2,2,96,0,2,2,94,0,3,3,98,0,2,0,95,0,2,3,90,0,4,6,97,0,1,2,85,2,3,10,6,0,21,73,80,0,6,14,7,0,32,61,68,1,7,24,93,2,5,0,93,1,6,99,0,1,0,15,2,10,73,100,8,0,21,37,17,17,14,6,26,39,15,14,6,21,43,16,14,5,24,39,18,14,7,11,40,28,14,8,3,26,49,90,4,2,4,90,5,1,4,90,4,4,2,90,2,3,5,90,5,2,3,90,5,1,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,19,4,29,48,19,1,62,18,19,3,37,41,19,3,50,28,19,3,17,61,19,3,6,72,23,1,33,43,67,0,18,8,4,3,23,1,1,5,20,50,23,1,76,0,23,1,7,69,23,0,29,28,7,7,2,4,23,0,21,10,26,20,23,2,11,40,16,8,23,0,3,73,1,26,0,5,67,2,71,0,25,4,41,1,56,2,65,0,24,11,52,0,28,20,84,0,12,4,94,0,5,1,26,0,0,0,9,23,42,26,0,0,2,10,19,43,26,0,22,27,16,9,26,0,4,9,19,42,26,0,10,13,25,26,77,3,13,7,77,5,5,13,77,4,8,11,26,1,46,27,73,0,12,15,89,1,1,0,2,1,0,0,6,44,1,1,6,3,4,4,1,3,4,1,3,6,5,1,3,10,30,2,47,20,1,30,0,9,17,20,13,7,4,0,31,5,38,17,9,31,5,16,24,18,4,2,3,2.6610300789508337,2.6666666666666665,1.7232808737106582,13.764705882352942,3.7975547790997553,2,1.3075463354523382
BA,BIH,Bosnia and Herzegovina,Repuplika Srpska,2020-12-24,2020-12-21,100,1,13715.4627933942,0,0,81,93,1665772.054014476,73,3,3,94,2,8,90,4,1,95,3,10,87,4,17,79,3,12,85,2,12,86,4,3,93,3,1,96,2,6,92,1,6,93,1,17,82,3,5,92,3,14,83,97,0,1,2,92,1,0,7,99,0,0,1,90,0,4,6,83,0,2,15,88,0,6,6,88,1,2,9,97,0,1,2,99,0,1,0,94,0,4,2,94,0,3,3,83,1,4,12,95,0,2,3,86,0,8,6,6,1,37,56,64,0,9,27,7,0,40,53,60,0,8,32,92,3,5,0,92,3,5,97,1,2,0,15,0,15,70,100,7,0,15,34,16,28,11,2,29,30,28,11,7,26,30,26,11,8,26,31,24,11,7,17,33,32,11,7,9,18,55,85,8,4,3,85,7,5,3,85,9,4,2,85,10,2,3,85,10,2,3,85,9,3,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,10,2,20,68,10,2,62,26,10,3,47,40,10,5,55,30,10,4,14,72,10,5,9,76,13,0,53,34,47,0,32,10,6,5,14,0,0,9,27,50,14,1,85,0,16,1,13,70,16,0,37,27,8,6,4,2,16,0,24,12,20,28,16,2,7,33,24,18,17,0,3,76,4,20,0,3,75,2,80,0,17,3,39,0,60,1,54,1,33,12,46,0,33,21,86,0,8,6,91,0,9,0,21,1,3,4,8,29,34,21,1,1,3,6,24,44,22,0,20,37,11,10,22,0,7,10,15,46,22,0,20,22,21,15,58,3,34,5,58,14,11,17,58,13,16,13,22,0,51,27,73,0,12,15,89,0,1,0,1,3,1,0,5,38,0,1,5,2,4,6,3,3,6,0,1,5,9,2,2,13,26,0,41,32,1,26,0,9,14,22,20,6,3,0,26,6,39,18,11,26,4,9,32,16,9,4,2.8048780487804876,2.441510927633972,2.5714285714285716,1.6871754047996452,13.492957746478872,4.394390058233728,2.893939393939394,1.415613896499573
BA,BIH,Bosnia and Herzegovina,Federacija Bosna i Hercegovina,2020-12-25,2020-12-24,100,1,13620.908108976799,0,0,64,96,1712927.4669369913,71,4,2,94,2,14,84,3,3,94,4,25,71,4,15,81,4,12,84,3,3,94,3,4,93,4,5,91,4,1,95,4,3,93,3,10,87,4,2,94,3,21,76,98,0,1,1,86,0,3,11,97,0,3,0,75,1,6,18,85,0,7,8,88,2,3,7,97,0,0,3,96,0,2,2,95,1,1,3,99,0,1,0,97,0,1,2,90,1,0,9,98,0,2,0,79,2,8,11,4,0,29,67,71,1,11,17,4,1,28,67,72,1,6,21,94,1,5,0,94,2,4,98,0,2,0,12,1,8,79,100,6,2,21,26,27,18,8,5,24,43,20,8,9,24,36,23,8,7,28,32,25,8,8,15,35,34,8,10,9,18,55,93,3,2,2,93,4,0,3,93,2,3,2,93,3,2,2,93,3,1,3,93,4,0,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,12,2,29,57,12,1,66,21,12,1,44,43,12,1,58,29,12,1,20,67,12,1,16,71,14,1,42,43,58,0,28,9,2,3,15,1,2,9,21,52,15,0,84,1,16,0,17,67,16,0,32,31,10,9,2,0,16,0,20,10,30,24,16,2,11,35,22,14,16,0,4,76,4,20,2,5,70,3,72,0,25,3,36,1,61,2,58,1,35,6,44,1,38,17,82,0,12,6,85,0,15,0,21,0,1,3,7,25,43,21,0,0,2,8,24,45,21,1,25,26,19,8,21,0,0,11,29,39,21,0,12,22,24,21,66,4,20,10,66,11,5,18,66,9,11,14,21,0,48,31,69,0,13,18,88,1,1,2,3,2,1,0,2,41,1,1,7,3,3,3,5,4,5,2,3,4,2,1,2,13,26,2,41,30,1,26,1,15,12,17,17,10,1,1,28,5,34,20,13,28,4,14,29,17,4,4,4.111111111111111,3.3522192257329677,2.75,1.446411166701189,13.5,3.696210468978453,2.3134328358208953,1.3948927972698009
BA,BIH,Bosnia and Herzegovina,Repuplika Srpska,2020-12-25,2020-12-22,100,2,23578.53980448332,0,0,77,89,1702792.9871799836,71,2,5,93,2,11,87,3,2,95,2,12,86,3,20,77,2,15,83,1,10,89,3,4,93,2,2,96,1,6,93,1,3,96,0,20,80,2,4,94,2,15,83,95,1,1,3,89,2,2,7,98,1,0,1,88,0,3,9,80,2,4,14,85,1,4,10,90,2,2,6,96,1,1,2,98,0,0,2,94,1,3,2,97,0,1,2,80,2,4,14,96,0,1,3,85,0,9,6,9,2,35,54,67,0,9,24,11,0,38,51,62,0,6,32,94,2,4,0,94,3,3,97,1,2,0,17,0,10,73,100,11,0,11,31,19,28,14,2,24,35,25,14,4,27,28,27,14,4,25,31,26,14,4,17,30,35,14,4,8,18,56,90,6,2,2,90,4,5,1,90,6,3,1,90,8,1,1,90,7,2,1,90,7,2,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,14,1,21,64,14,1,67,18,14,2,43,41,14,2,60,24,14,2,12,72,14,2,8,76,17,0,52,31,48,0,30,11,6,5,18,0,1,6,23,52,18,0,81,1,19,1,15,65,19,0,33,29,7,8,3,1,19,0,19,9,21,32,20,2,7,29,23,19,20,0,2,76,2,21,0,1,75,3,79,0,17,4,34,1,64,1,58,0,31,11,41,1,34,24,88,0,7,5,92,0,8,0,22,2,2,3,10,30,31,22,2,1,3,9,21,42,22,0,20,38,13,7,22,0,6,6,17,49,22,0,19,23,18,18,59,3,32,6,59,15,8,18,59,12,16,13,25,0,49,26,74,0,13,13,88,0,1,0,2,3,0,0,6,39,0,2,5,2,5,7,3,5,3,0,2,4,8,1,3,11,28,1,41,29,1,28,0,8,15,21,18,6,4,0,28,4,37,20,11,28,3,9,35,14,6,5,2.619047619047619,2.2191228870707054,2.75,1.7754362599213407,13.742857142857142,3.99523525739158,2.7846153846153845,1.515465148192005
BA,BIH,Bosnia and Herzegovina,Federacija Bosna i Hercegovina,2020-12-26,2020-12-25,100,1,9009.49647624239,0,0,56,97,1778724.5305493516,69,2,3,95,2,17,81,2,3,95,2,24,74,2,22,76,1,17,82,2,8,90,2,4,94,2,8,90,2,2,96,2,5,93,2,17,81,2,3,95,2,18,80,97,0,1,2,83,0,5,12,97,0,2,1,76,3,10,11,78,1,7,14,83,3,8,6,92,1,5,2,96,0,2,2,92,2,2,4,98,0,0,2,95,1,4,0,83,2,4,11,97,0,1,2,82,1,9,8,3,0,27,70,77,0,9,14,7,1,30,62,70,0,4,26,96,2,2,0,96,3,1,97,1,2,0,12,1,15,72,100,8,5,20,36,19,12,9,4,30,42,15,9,9,32,37,13,9,7,34,33,17,9,9,23,38,21,9,8,6,24,53,86,5,1,8,86,3,4,7,86,5,5,4,86,4,4,6,86,5,3,6,86,6,4,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,10,2,19,69,10,2,59,29,10,2,51,37,10,2,57,31,10,2,29,59,10,2,17,71,13,2,49,36,51,0,28,10,6,5,15,2,3,5,20,55,15,1,83,1,16,0,17,67,16,1,32,28,10,7,5,1,16,0,21,13,27,23,16,1,11,36,15,21,16,1,3,78,2,19,2,2,75,2,82,0,16,2,44,0,52,4,51,2,38,9,45,0,37,18,73,0,19,8,84,0,14,2,23,1,0,7,9,20,40,23,1,1,5,8,25,37,23,1,22,30,17,7,23,2,8,10,22,35,23,1,19,18,20,19,64,5,26,5,64,16,8,12,64,15,9,12,24,0,47,29,71,0,9,20,91,0,2,0,2,1,1,0,3,44,1,2,9,0,3,0,6,6,5,0,4,3,2,1,2,12,28,1,43,28,0,28,1,11,11,20,10,14,5,0,31,1,41,14,13,31,1,23,22,15,2,6,4,3.3166247903554,2.8666666666666667,2.263583337058639,14.000000000000002,3.3799766898963113,2.029850746268657,1.2788506825641879
BA,BIH,Bosnia and Herzegovina,Repuplika Srpska,2020-12-26,2020-12-23,100,2,23578.53980448332,0,0,95,88,2018806.9256275073,70,1,4,95,1,11,88,2,2,96,1,14,85,2,18,80,1,13,86,0,7,93,2,4,94,1,3,96,0,6,94,1,3,96,0,19,81,1,2,97,1,14,85,96,1,0,3,89,2,3,6,98,1,0,1,86,1,3,10,82,2,4,12,87,1,3,9,93,2,0,5,96,1,1,2,97,0,1,2,94,1,3,2,97,0,0,3,81,2,3,14,98,0,0,2,86,0,9,5,10,2,39,49,63,0,9,28,12,0,35,53,65,0,7,28,93,3,4,0,93,5,2,95,2,2,1,19,0,6,75,100,12,0,13,28,20,27,15,2,28,32,23,15,4,25,28,28,15,5,20,30,30,15,5,19,25,36,15,5,9,12,59,94,5,1,0,94,4,2,0,94,3,3,0,94,6,0,0,94,6,0,0,94,6,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,15,2,19,64,15,0,64,21,15,2,39,44,15,2,60,23,15,2,8,75,15,2,6,77,17,0,50,33,50,0,31,10,5,4,19,0,1,5,23,52,19,0,80,1,20,0,17,63,20,0,30,32,5,8,2,3,20,0,22,6,20,32,21,2,7,30,20,20,21,0,2,75,2,22,0,1,74,3,81,0,15,4,36,1,62,1,61,0,29,10,40,1,31,28,92,0,5,3,94,0,6,0,22,2,3,2,9,26,36,22,2,2,3,9,22,40,22,0,19,39,15,5,22,0,5,8,20,45,22,0,18,22,23,15,61,3,26,10,61,13,5,21,61,8,16,15,26,1,46,27,73,0,14,13,86,0,2,0,2,1,0,0,9,40,0,4,6,3,5,5,3,4,3,1,2,3,6,2,3,10,29,1,39,30,1,29,0,10,15,22,14,4,6,0,29,5,37,18,11,29,4,11,33,13,6,4,2.7435897435897436,2.3251253358175035,3.074074074074074,1.7743021580745904,13.362318840579713,4.252926378295142,2.403225806451613,1.5090945870838357
BA,BIH,Bosnia and Herzegovina,Federacija Bosna i Hercegovina,2020-12-27,2020-12-26,100,2,26926.337720592186,0,0,60,96,1522786.830197162,74,4,2,94,4,13,83,4,2,94,4,18,78,4,16,80,3,13,84,4,5,91,4,2,94,4,3,93,3,4,93,4,4,92,4,15,81,4,2,94,2,13,85,98,0,1,1,87,0,4,9,98,0,1,1,82,0,8,10,84,0,3,13,87,0,6,7,95,0,4,1,98,0,1,1,97,0,0,3,96,0,3,1,96,0,3,1,85,0,5,10,98,0,0,2,87,1,5,7,4,0,31,65,70,0,7,23,5,0,34,61,66,0,4,30,96,2,2,0,96,1,3,99,1,0,0,9,2,14,75,100,5,1,25,39,18,12,7,4,25,51,13,7,10,35,33,15,7,6,38,29,20,7,10,18,36,29,7,9,5,26,53,86,4,1,9,86,3,3,8,86,2,5,7,86,3,2,9,86,4,1,9,86,4,3,7,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,8,3,22,67,8,3,53,36,8,3,48,41,8,2,58,32,8,3,22,67,8,3,12,77,9,1,51,39,49,0,33,10,3,5,10,2,1,6,25,56,10,1,89,0,12,0,23,65,12,1,33,26,10,9,4,5,12,0,19,28,23,18,12,2,16,35,19,16,13,1,3,79,4,14,1,2,82,1,78,0,17,5,48,1,47,4,53,1,32,14,43,2,30,25,78,0,15,7,88,0,11,1,15,1,1,3,16,21,43,15,0,0,3,9,23,50,15,0,30,39,11,5,15,1,6,9,20,49,15,0,13,21,25,26,67,2,25,6,67,12,5,16,67,11,6,16,16,0,56,28,72,0,13,15,88,1,3,0,0,3,1,1,3,32,2,3,8,1,7,0,1,8,6,0,2,3,5,5,3,14,23,0,43,33,1,23,0,3,15,30,14,12,2,1,26,4,37,25,8,26,3,28,25,14,3,1,3.488372093023256,2.889818687863733,2.380952380952381,1.2835961388299078,13.86111111111111,4.441499415501816,2.2794117647058822,1.291136121652417
BA,BIH,Bosnia and Herzegovina,Repuplika Srpska,2020-12-27,2020-12-24,100,2,18936.01849535271,0,0,103,91,2082326.2512739927,65,0,3,97,0,15,85,0,4,96,2,13,85,1,16,83,1,9,90,1,5,94,1,4,95,0,4,96,1,1,98,1,3,96,0,14,86,1,1,98,0,10,90,97,1,0,2,85,3,5,7,96,1,2,1,87,1,3,9,84,2,4,10,91,1,0,8,95,1,0,4,96,1,1,2,96,0,2,2,99,1,0,0,97,0,0,3,86,2,3,9,99,0,0,1,90,1,5,4,6,3,44,47,58,0,11,31,10,2,31,57,69,0,5,26,95,2,3,0,95,3,2,97,1,1,1,17,0,8,75,100,11,0,18,24,21,26,17,2,31,28,22,17,4,27,24,28,17,4,21,26,32,17,5,21,22,35,17,5,7,15,56,92,4,4,0,92,5,1,2,92,3,4,1,92,6,0,2,92,6,0,2,92,6,1,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,18,2,19,61,18,0,60,22,18,2,42,38,18,2,51,29,18,2,6,74,18,2,5,75,20,0,40,40,60,0,27,8,1,4,21,0,1,6,22,50,21,0,78,1,22,0,16,62,22,0,33,26,4,9,4,2,22,0,24,11,17,26,23,0,8,32,20,17,24,0,3,71,2,24,0,4,68,4,81,0,13,6,40,1,57,2,58,0,33,9,49,1,27,23,94,0,5,1,95,0,4,1,24,1,2,1,10,18,44,24,1,1,1,10,18,45,24,0,18,38,13,7,24,0,3,8,18,47,24,0,13,19,20,24,69,4,17,10,69,11,3,17,69,6,12,13,28,1,41,30,70,0,16,14,84,0,3,0,1,1,2,0,9,43,0,5,4,4,4,4,3,3,3,2,3,0,4,2,5,11,32,1,36,30,1,32,0,9,16,19,12,6,6,0,34,2,39,13,12,34,2,13,26,17,5,3,2.7714285714285714,2.2371951226495024,2.966666666666667,1.6291172420994589,12.757575757575756,4.0270646154797936,2.3225806451612905,1.4796343539059214
