ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
BA,BIH,Bosnia and Herzegovina,Federacija Bosna i Hercegovina,2020-12-28,2020-12-26,100,2,26926.337720592186,0,0,57,95,1533482.1299509853,74,4,2,94,4,12,84,4,2,94,4,19,77,4,16,80,3,13,84,4,5,91,4,2,94,4,3,93,3,4,93,4,4,92,4,14,82,4,2,94,2,13,85,98,0,1,1,88,0,3,9,98,0,1,1,81,0,8,11,84,0,3,13,87,0,6,7,95,0,4,1,98,0,1,1,97,0,0,3,96,0,3,1,96,0,3,1,86,0,5,9,98,0,0,2,87,1,5,7,5,0,30,65,71,0,6,23,6,0,34,60,66,0,3,31,97,1,2,0,97,0,3,100,0,0,0,9,2,13,76,100,6,1,23,39,18,13,8,4,25,50,13,8,10,33,33,16,8,6,36,29,21,8,10,16,36,30,8,9,5,25,53,87,3,1,9,87,3,2,8,87,1,5,7,87,2,2,9,87,3,1,9,87,3,3,7,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,9,3,23,65,9,3,52,36,9,3,46,42,9,2,57,32,9,3,21,67,9,3,11,77,10,1,50,39,50,0,34,9,3,4,11,2,1,6,24,56,11,1,88,0,13,0,23,64,13,1,32,26,10,9,4,5,13,0,19,29,23,16,13,2,15,35,19,16,14,1,3,78,4,15,1,2,81,1,77,0,18,5,49,1,47,3,55,1,31,13,44,2,29,25,79,0,15,6,89,0,11,0,16,1,1,2,16,21,43,16,0,0,2,9,23,50,16,0,28,39,12,5,16,1,5,9,20,49,16,0,12,20,25,27,69,2,23,6,69,11,5,15,69,10,6,15,17,0,55,28,72,0,13,15,88,1,3,0,0,3,1,1,3,33,2,3,8,1,7,0,1,7,6,0,2,3,5,4,4,14,24,0,42,33,1,24,0,3,15,28,14,13,2,1,26,4,37,25,8,26,3,28,25,14,3,1,3.2926829268292686,2.4108494606572224,2.35,1.3088765773505315,13.76056338028169,4.419000496985051,2.2205882352941178,1.3026447063203006
BA,BIH,Bosnia and Herzegovina,Repuplika Srpska,2020-12-28,2020-12-24,100,2,18936.01849535271,0,0,103,91,2082326.2512739927,65,0,3,97,0,15,85,0,4,96,2,13,85,1,16,83,1,9,90,1,5,94,1,4,95,0,4,96,1,1,98,1,3,96,0,14,86,1,1,98,0,10,90,97,1,0,2,85,3,5,7,96,1,2,1,87,1,3,9,84,2,4,10,91,1,0,8,95,1,0,4,96,1,1,2,96,0,2,2,99,1,0,0,97,0,0,3,86,2,3,9,99,0,0,1,90,1,5,4,6,3,44,47,58,0,11,31,10,2,31,57,69,0,5,26,95,2,3,0,95,3,2,97,1,1,1,17,0,8,75,100,11,0,18,24,21,26,17,2,31,28,22,17,4,27,24,28,17,4,21,26,32,17,5,21,22,35,17,5,7,15,56,92,4,4,0,92,5,1,2,92,3,4,1,92,6,0,2,92,6,0,2,92,6,1,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,18,2,19,61,18,0,60,22,18,2,42,38,18,2,51,29,18,2,6,74,18,2,5,75,20,0,40,40,60,0,27,8,1,4,21,0,1,6,22,50,21,0,78,1,22,0,16,62,22,0,33,26,4,9,4,2,22,0,24,11,17,26,23,0,8,32,20,17,24,0,3,71,2,24,0,4,68,4,81,0,13,6,40,1,57,2,58,0,33,9,49,1,27,23,94,0,5,1,95,0,4,1,24,1,2,1,10,18,44,24,1,1,1,10,18,45,24,0,18,38,13,7,24,0,3,8,18,47,24,0,13,19,20,24,69,4,17,10,69,11,3,17,69,6,12,13,28,1,41,30,70,0,16,14,84,0,3,0,1,1,2,0,9,43,0,5,4,4,4,4,3,3,3,2,3,0,4,2,5,11,32,1,36,30,1,32,0,9,16,19,12,6,6,0,34,2,39,13,12,34,2,13,26,17,5,3,2.7714285714285714,2.2371951226495024,2.966666666666667,1.6291172420994589,12.757575757575756,4.0270646154797936,2.3225806451612905,1.4796343539059214
BA,BIH,Bosnia and Herzegovina,Federacija Bosna i Hercegovina,2020-12-30,2020-12-27,100,2,25955.8151762801,1,15865.189521517701,61,97,1891989.8565438644,72,2,3,95,1,20,79,2,3,95,2,20,78,2,19,79,1,13,86,1,9,90,2,6,92,2,4,94,1,5,94,2,4,94,2,17,81,2,4,94,0,18,82,97,1,1,1,80,1,6,13,97,0,1,2,80,2,4,14,81,1,7,11,87,1,6,6,91,0,4,5,94,0,5,1,96,0,3,1,95,1,4,0,96,0,4,0,83,0,8,9,96,2,1,1,82,2,5,11,3,0,27,70,74,0,6,20,5,0,29,66,71,0,6,23,94,3,3,0,94,2,4,98,1,1,0,11,1,10,78,100,7,1,22,27,24,19,11,9,23,38,19,11,12,25,32,20,11,4,29,32,24,11,11,13,36,29,11,11,4,18,56,90,3,1,6,90,3,2,5,90,2,5,3,90,2,3,5,90,2,3,5,90,3,2,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,13,1,18,68,13,0,59,28,13,2,51,34,13,0,49,38,13,0,22,65,13,0,11,76,14,0,50,36,50,0,35,9,1,5,14,2,2,5,24,53,14,0,86,0,14,0,18,68,14,0,29,29,13,6,8,1,14,0,25,19,20,22,14,2,12,34,18,20,14,0,2,78,6,16,2,2,74,6,82,0,13,5,41,0,51,8,49,0,34,17,51,1,21,27,78,1,10,11,89,0,9,2,17,1,2,2,14,19,45,17,0,1,2,13,21,46,18,1,32,24,15,10,18,0,8,11,24,39,18,0,12,23,22,25,65,5,23,7,65,9,10,16,65,11,14,10,19,0,47,34,66,0,16,18,85,1,5,0,1,3,0,2,3,39,1,1,4,1,6,2,3,6,5,0,2,6,2,4,3,15,27,0,37,34,2,27,0,20,12,20,9,8,4,0,28,2,46,18,6,28,2,19,25,18,5,3,3.4782608695652173,2.8498665109851693,2.7,1.4903196407411892,12.893939393939394,4.564507852412123,2.1470588235294117,1.3074380312058278
BA,BIH,Bosnia and Herzegovina,Repuplika Srpska,2020-12-30,2020-12-25,100,2,18936.01849535271,0,0,90,93,2130551.3848784855,67,0,3,97,0,15,85,0,6,94,2,14,84,1,16,83,1,9,90,1,7,92,1,3,96,0,2,98,1,1,98,1,3,96,0,10,90,1,1,98,0,9,91,97,1,0,2,85,2,6,7,94,1,3,2,86,1,4,9,84,1,5,10,91,1,0,8,93,0,2,5,97,1,1,1,98,0,2,0,99,0,1,0,97,0,0,3,90,2,2,6,99,0,0,1,91,1,3,5,5,2,41,52,61,0,10,29,9,2,27,62,73,0,3,24,97,2,1,0,97,2,1,98,1,0,1,14,0,9,77,100,10,0,17,23,26,24,16,2,27,32,23,16,4,26,26,28,16,4,21,28,31,16,5,20,24,35,16,5,8,15,56,91,3,4,2,91,4,0,5,91,2,5,2,91,4,1,4,91,4,0,5,91,4,3,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,18,1,18,63,18,0,56,26,18,1,41,40,18,1,46,35,18,1,7,74,18,1,6,75,20,0,36,44,64,0,29,3,1,3,21,0,1,5,23,50,21,0,79,0,21,0,11,68,21,0,38,21,5,8,4,3,21,0,27,18,15,19,22,1,10,35,18,14,23,0,3,71,3,23,2,4,69,2,82,0,12,6,44,1,53,2,59,0,32,9,54,1,24,21,93,0,5,2,94,0,5,1,23,1,1,3,10,16,46,23,1,1,4,9,17,45,23,1,19,39,11,7,23,0,4,9,17,47,23,0,12,19,21,25,70,6,15,9,70,11,5,14,70,9,10,11,26,1,42,31,69,0,15,16,86,0,2,0,1,1,2,1,7,44,0,5,2,5,4,0,4,2,4,2,1,2,4,3,5,13,30,0,33,37,0,30,0,7,14,25,12,7,5,0,32,3,40,15,10,32,2,14,24,22,5,1,2.5714285714285716,2.076276563887359,2.814814814814815,1.4152204785294067,13.294117647058822,3.9890103644193666,2.421875,1.4562910870285275
BA,BIH,Bosnia and Herzegovina,-99,2020-12-31,2020-12-21,100,1,11858.519052650801,0,0,57,87,2550801.2504179473,57,8,3,89,7,13,80,6,5,89,4,19,77,6,17,77,6,10,84,8,11,81,9,5,86,5,4,91,6,4,90,8,10,82,7,15,78,9,2,89,6,11,83,97,1,1,1,87,2,6,5,95,1,2,2,81,1,7,11,83,0,7,10,90,1,5,4,89,0,5,6,95,0,3,2,96,0,1,3,96,0,3,1,90,1,4,5,85,1,3,11,98,0,2,0,89,4,5,2,13,0,30,57,72,0,5,23,15,3,23,59,78,0,5,17,95,1,4,0,95,3,2,97,1,2,0,25,0,4,71,100,17,0,15,26,22,20,25,11,16,27,21,25,14,15,24,22,25,19,14,20,22,25,20,7,17,31,25,23,2,13,37,96,1,1,2,96,1,1,2,96,1,1,2,96,1,1,2,96,1,1,2,96,0,1,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,21,12,20,47,21,5,50,24,21,10,28,41,21,9,34,36,21,10,11,58,21,8,15,56,22,1,33,44,67,1,19,3,5,5,22,3,2,2,22,49,22,1,73,4,23,3,15,59,23,0,33,21,8,7,3,5,23,2,29,14,15,17,23,2,19,35,9,12,25,1,4,66,4,26,4,4,64,2,80,1,17,2,50,2,47,1,72,2,24,2,66,1,23,10,89,1,10,0,85,0,15,0,28,2,0,2,6,27,35,28,0,0,2,9,24,37,29,4,26,23,13,5,29,0,4,11,20,36,29,0,9,18,23,21,74,4,16,6,74,10,12,4,74,10,10,6,31,3,39,27,73,0,9,18,92,0,1,0,1,2,0,0,4,53,0,6,5,3,3,3,1,5,3,0,4,2,1,2,0,9,38,3,19,39,1,38,1,2,10,14,17,11,7,0,42,5,26,12,15,42,4,10,25,13,3,3,2.2,1.6897255439251377,2.8,2.1447610589527217,12.574074074074074,3.8145790432796605,2.2037037037037037,1.3086018699162432
BA,BIH,Bosnia and Herzegovina,Federacija Bosna i Hercegovina,2020-12-31,2020-12-30,100,1,15865.189521517701,1,15865.189521517701,46,98,2101270.515579386,70,2,2,96,2,12,86,2,2,96,2,20,78,3,18,79,1,12,87,2,7,91,2,6,92,2,1,97,2,4,94,3,5,92,1,21,78,3,4,93,3,12,85,98,1,1,0,88,1,4,7,98,0,0,2,80,4,7,9,82,2,8,8,88,2,4,6,93,0,5,2,94,0,4,2,99,0,1,0,96,2,1,1,95,0,3,2,79,2,4,15,96,2,1,1,88,1,3,8,2,0,23,75,80,0,6,14,5,0,30,65,70,0,9,21,91,4,5,0,91,3,6,97,2,1,0,15,1,8,76,100,8,0,20,26,30,16,14,8,23,41,14,14,14,24,30,18,14,11,28,30,17,14,13,14,32,27,14,13,3,18,52,92,3,0,5,92,2,2,4,92,1,5,2,92,3,1,4,92,3,2,3,92,3,1,4,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,98,1,0,1,98,0,0,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,16,1,24,59,16,0,68,16,16,1,48,35,16,1,48,35,16,1,20,63,16,1,10,73,17,0,45,38,55,0,33,7,3,2,17,0,2,3,25,53,17,0,82,1,19,0,11,70,19,0,23,35,6,8,7,2,19,0,25,21,18,17,19,2,8,38,15,18,19,0,2,75,4,20,1,4,71,4,76,0,18,6,33,0,59,8,53,0,32,15,53,1,25,21,81,1,10,8,90,0,9,1,24,1,2,3,9,19,42,24,1,2,3,7,20,43,25,1,26,24,14,10,25,0,6,8,26,35,25,0,12,21,23,19,67,6,23,4,67,8,9,16,67,8,17,8,26,0,35,39,61,1,15,23,86,2,2,0,2,2,0,1,5,51,1,2,4,4,3,3,2,3,3,0,2,4,3,2,1,12,30,0,35,33,2,30,0,14,15,16,14,7,3,1,30,2,42,13,13,30,0,20,25,21,1,3,3.2826086956521743,2.9033547146419805,2.4375,1.5903353943953666,13.373134328358208,3.532686422606792,2.0757575757575757,1.180750817985105
BA,BIH,Bosnia and Herzegovina,Repuplika Srpska,2020-12-31,2020-12-26,100,2,26743.036123763093,0,0,87,95,2011453.5952837598,69,3,2,95,2,14,84,3,8,89,4,12,84,4,19,77,3,5,92,4,8,88,3,2,95,2,2,96,4,2,94,4,4,92,3,11,86,4,2,94,3,13,84,98,0,0,2,86,1,4,9,92,0,5,3,88,0,4,8,81,0,5,14,95,0,2,3,92,0,2,6,98,0,0,2,98,0,2,0,98,0,1,1,96,0,2,2,89,1,4,6,98,0,0,2,87,1,3,9,4,1,44,51,57,0,11,32,7,2,34,57,66,0,6,28,94,3,3,0,94,3,3,97,1,1,1,15,0,11,74,100,8,0,19,25,26,22,14,3,31,32,20,14,6,26,26,28,14,5,21,24,36,14,5,19,24,38,14,5,4,16,61,89,2,5,4,89,3,1,7,89,2,7,2,89,3,1,7,89,3,1,7,89,3,4,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,17,2,21,60,17,1,54,28,17,2,43,38,17,2,45,36,17,2,11,70,17,2,4,77,18,1,37,44,63,0,28,5,1,3,20,0,0,5,26,49,20,1,79,0,21,0,11,68,21,0,34,21,5,11,5,3,21,0,26,21,14,18,21,1,8,35,22,13,22,0,4,71,3,22,3,5,67,3,79,0,13,8,46,0,50,4,57,0,33,10,55,0,25,20,89,0,6,5,96,0,3,1,22,0,0,3,11,21,43,22,0,0,4,8,20,46,22,1,17,39,11,10,22,0,5,9,15,49,22,0,7,25,19,27,68,5,18,9,68,12,7,13,68,12,10,10,23,1,48,28,72,0,14,14,87,0,2,0,0,3,3,1,4,39,0,5,2,8,4,0,3,5,5,1,3,4,4,3,5,9,27,1,38,33,1,27,0,7,17,23,16,7,3,0,30,2,35,21,12,30,2,15,20,25,6,2,2.676470588235294,1.4713545240601842,2.6538461538461537,1.4125808349912636,13.4,3.719903380387761,2.8059701492537314,1.3510804427315923
BA,BIH,Bosnia and Herzegovina,-99,2021-01-01,2020-12-22,100,1,11858.519052650801,0,0,53,87,2691021.386941788,57,6,3,91,6,14,80,4,6,90,2,22,76,4,19,77,5,10,85,6,13,81,7,6,87,3,4,93,4,4,92,7,9,84,5,17,78,7,2,91,5,10,85,97,1,1,1,86,1,6,7,94,1,3,2,78,1,7,14,81,0,7,12,90,1,5,4,87,0,6,7,94,0,4,2,96,0,1,3,96,0,3,1,91,1,3,5,83,1,3,13,98,0,2,0,90,3,5,2,13,0,30,57,72,0,6,22,15,2,25,58,76,1,5,18,95,1,4,0,95,3,2,97,1,2,0,25,1,4,70,100,17,0,15,27,23,18,20,11,16,32,21,20,16,16,27,21,20,20,16,22,22,20,22,9,18,31,20,25,4,14,37,96,1,1,2,96,1,1,2,96,1,1,2,96,1,1,2,96,1,1,2,96,0,1,3,94,2,0,4,94,2,0,4,94,2,1,3,94,1,3,2,94,2,1,3,94,2,0,4,94,2,0,4,97,1,0,2,97,1,0,2,97,1,0,2,97,1,0,2,97,1,1,1,22,10,19,49,22,4,47,27,22,8,28,42,22,7,34,37,22,8,12,58,22,6,13,59,24,1,34,41,66,1,20,2,5,6,24,4,2,2,22,46,24,1,71,4,25,3,15,57,25,0,31,19,7,10,3,5,25,2,26,15,16,16,25,2,17,31,11,14,27,1,4,64,4,28,3,4,63,2,81,1,15,3,53,2,44,1,72,2,24,2,66,1,23,10,88,1,10,1,87,0,13,0,30,2,1,2,6,25,34,30,0,0,2,9,23,36,31,3,24,23,13,6,31,0,3,11,19,36,31,0,9,17,24,19,75,3,15,7,75,8,11,6,75,9,9,7,33,3,37,27,73,0,10,17,91,0,1,0,1,3,0,0,4,54,0,5,5,4,3,3,1,4,3,0,4,2,0,2,0,10,39,2,19,39,1,39,0,2,10,14,18,11,6,0,42,5,24,13,16,42,4,11,24,13,2,4,2.0625,1.4577379737113252,2.642857142857143,2.134231724753677,12.909090909090908,3.3844564489065974,2.2962962962962963,1.3958108433996568
BA,BIH,Bosnia and Herzegovina,Federacija Bosna i Hercegovina,2021-01-01,2020-12-31,100,0,0,0,0,37,95,1911667.5689155243,74,1,1,98,2,12,86,2,3,95,2,16,82,3,10,87,0,11,89,2,5,93,2,6,92,1,3,96,2,0,98,3,5,92,2,14,84,3,3,94,3,9,88,99,0,1,0,88,1,6,5,97,1,2,0,84,2,8,6,90,1,6,3,89,2,4,5,95,1,3,1,94,0,3,3,97,0,2,1,100,0,0,0,95,0,3,2,86,1,4,9,97,0,3,0,91,0,3,6,4,1,22,73,78,0,4,18,4,2,29,65,71,0,9,20,91,2,7,0,91,3,6,97,1,2,0,15,2,2,81,100,5,0,21,24,32,18,8,5,19,42,26,8,10,19,38,25,8,8,22,36,26,8,9,11,36,36,8,9,6,20,57,98,1,0,1,98,1,0,1,98,0,2,0,98,1,1,0,98,1,1,0,98,1,0,1,36,4,3,57,36,6,1,57,36,6,4,54,36,6,4,54,36,3,11,50,36,4,11,49,36,5,2,57,80,1,4,15,80,2,3,15,80,1,4,15,80,1,4,15,80,3,5,12,8,3,24,65,8,1,72,19,8,1,50,41,8,2,58,32,8,3,25,64,8,3,12,77,8,0,58,34,42,0,34,13,3,8,8,0,1,2,29,60,8,0,92,0,12,0,15,73,12,0,27,33,12,7,6,3,12,0,22,17,29,20,13,1,4,42,23,17,13,1,5,78,3,14,1,4,78,3,76,0,18,6,28,0,63,9,50,0,35,15,42,1,32,25,75,0,20,5,88,0,10,2,18,1,2,2,5,22,50,18,1,2,3,3,17,56,19,1,13,34,17,16,19,1,6,7,17,50,19,0,8,19,20,34,73,6,18,3,73,10,7,10,73,6,14,7,19,1,43,37,63,1,14,22,88,1,3,0,0,1,0,2,5,45,0,2,6,7,3,1,4,3,3,0,2,2,2,2,3,15,21,1,45,32,1,21,0,10,13,20,16,15,3,2,23,4,43,14,16,23,3,26,20,22,3,3,2.425,2.444084365789523,2.0714285714285716,1.439245834257849,13.077922077922077,3.474592871895527,2.0428571428571427,1.2445325562812297
BA,BIH,Bosnia and Herzegovina,Repuplika Srpska,2021-01-01,2020-12-27,100,2,25871.172008388,0,0,82,94,1870860.3982060805,71,3,2,95,2,19,79,3,9,88,3,17,80,4,24,72,2,10,88,4,12,84,2,2,96,2,1,97,3,2,95,3,7,90,3,14,83,3,1,96,3,16,81,98,0,0,2,81,1,4,14,91,0,4,5,83,0,5,12,76,0,6,18,90,0,3,7,88,0,7,5,98,0,0,2,99,0,0,1,98,0,1,1,93,0,4,3,86,1,4,9,99,0,0,1,84,0,4,12,4,2,38,56,63,0,12,25,6,1,37,56,63,0,9,28,91,4,5,0,91,5,4,95,3,1,1,16,1,9,74,100,6,0,17,26,28,23,10,2,24,38,26,10,7,23,29,31,10,6,21,23,40,10,5,14,30,41,10,5,4,15,66,91,1,2,6,91,1,3,5,91,1,6,2,91,1,2,6,91,1,1,7,91,1,4,4,69,1,0,30,69,1,1,29,69,1,1,29,69,1,1,29,69,1,5,25,69,1,5,25,69,1,2,28,90,1,2,7,90,1,2,7,90,1,0,9,90,1,1,8,90,0,4,6,13,1,22,64,13,1,59,27,13,2,41,44,13,1,48,38,13,2,13,72,13,1,4,82,14,1,40,45,60,0,28,8,1,3,17,0,0,5,30,48,17,1,82,0,18,0,12,70,18,0,39,19,7,7,8,2,18,1,29,23,13,16,19,1,8,39,21,12,20,0,5,69,6,20,4,6,66,4,78,0,14,8,41,0,53,6,59,0,31,10,52,0,24,24,87,0,6,7,96,0,3,1,20,0,0,2,11,25,42,20,0,0,5,8,21,46,20,1,21,39,9,10,20,0,4,12,14,50,20,0,8,22,22,28,70,5,21,4,70,15,7,8,70,13,12,5,20,1,51,28,72,0,12,16,90,0,2,0,0,2,2,1,3,40,0,2,3,5,4,1,2,6,6,1,4,6,5,4,4,7,25,2,42,30,1,25,0,6,15,23,20,8,3,0,28,1,35,29,7,28,1,13,23,24,7,4,3.119047619047619,2.596455190957997,3.2,1.7350868323485928,13.56338028169014,3.512151942556818,2.9420289855072466,1.316010660280157
