ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..99,B1_1..77,B1_1.1,B1_1.2,B1_2..99,B1_2..77,B1_2.1,B1_2.2,B1_3..99,B1_3..77,B1_3.1,B1_3.2,B1_4..99,B1_4..77,B1_4.1,B1_4.2,B1_5..99,B1_5..77,B1_5.1,B1_5.2,B1_6..99,B1_6..77,B1_6.1,B1_6.2,B1_7..99,B1_7..77,B1_7.1,B1_7.2,B1_8..99,B1_8..77,B1_8.1,B1_8.2,B1_9..99,B1_9..77,B1_9.1,B1_9.2,B1_10..99,B1_10..77,B1_10.1,B1_10.2,B1_11..99,B1_11..77,B1_11.1,B1_11.2,B1_12..99,B1_12..77,B1_12.1,B1_12.2,B1_13..99,B1_13..77,B1_13.1,B1_13.2,B1_14..99,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
EG,EGY,Egypt,Asyut,2021-01-03,2020-12-31,100,0,0,0,0,35,87,3942234.6079913075,52,0,4,1,95,0,4,16,80,0,4,9,87,0,4,30,66,0,3,27,70,0,2,23,75,0,4,14,82,0,4,10,86,0,5,5,90,0,3,4,93,0,4,13,83,0,4,27,69,0,3,5,92,0,4,20,76,99,0,1,0,84,1,5,10,91,0,4,5,70,2,13,15,73,1,7,19,77,1,15,7,86,2,7,5,90,0,4,6,95,2,2,1,96,1,3,0,87,1,6,6,73,1,8,18,95,1,2,2,80,1,10,9,13,0,18,69,82,0,11,7,14,1,14,71,86,0,1,13,99,0,0,1,0,99,0,1,0,0,99,0,0,1,0,16,7,13,64,100,0,0,0,0,0,17,2,25,26,12,18,26,7,25,22,20,26,10,29,25,10,26,8,35,17,14,26,11,26,23,14,26,10,20,17,27,0,87,3,7,3,87,4,3,6,87,3,6,4,87,4,3,6,87,4,4,5,87,3,4,6,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,98,1,1,0,98,0,0,2,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,28,6,36,30,28,6,47,19,28,7,31,34,28,5,42,25,28,7,26,39,28,4,36,32,29,1,54,16,46,0,27,15,3,9,33,2,5,21,22,17,33,4,60,3,35,2,16,47,35,1,10,21,6,13,8,6,35,2,10,16,18,19,35,1,14,25,19,6,35,2,5,55,3,35,3,1,51,10,64,1,25,10,53,2,27,18,69,1,20,10,58,1,20,21,74,1,13,12,64,1,24,11,35,2,1,7,9,14,32,35,2,3,8,12,19,21,37,3,11,34,6,9,37,3,4,7,16,33,37,3,11,23,12,14,66,4,22,8,66,5,21,8,66,5,21,8,39,2,34,25,75,1,11,13,89,0,2,0,2,2,1,0,4,57,0,1,11,3,4,0,0,4,0,1,0,1,2,3,2,11,43,3,44,9,0,1,43,2,18,19,13,4,1,0,0,48,3,16,5,28,48,4,9,19,16,3,1,2.8867924528301887,2.006339734235634,2.230769230769231,1.8776690404970269,14.411764705882355,3.9556363361069242,3.630434782608696,2.047857369731419
EG,EGY,Egypt,Bani Suwayf,2021-01-03,2020-12-30,100,1,16826.5195677337,0,0,103,93,2506805.2251456007,64,0,5,2,93,0,6,21,73,0,5,9,86,0,6,30,64,0,5,24,71,0,5,23,72,0,6,13,81,0,6,15,79,0,7,5,88,0,5,5,90,0,8,16,76,0,6,29,65,0,7,8,85,0,6,26,68,98,0,1,1,79,0,10,11,91,1,3,5,70,0,12,18,76,2,11,11,77,1,10,12,87,1,8,4,85,0,9,6,95,0,2,3,95,0,5,0,84,0,11,5,71,1,11,17,92,0,7,1,74,2,10,14,6,1,34,59,67,1,13,19,7,0,18,75,82,0,5,13,95,0,1,4,0,95,0,3,2,0,97,0,2,1,0,12,2,10,76,100,0,0,0,0,0,9,1,24,29,22,15,18,7,23,23,29,18,8,25,24,25,18,11,33,19,19,18,10,21,18,33,18,10,13,17,42,0,90,2,5,3,90,5,3,2,90,2,7,1,90,5,2,3,90,4,2,4,90,6,2,2,97,0,0,3,97,0,0,3,97,0,1,2,97,0,1,2,97,0,0,3,97,0,0,3,97,0,0,3,99,1,0,0,99,1,0,0,99,1,0,0,99,1,0,0,99,0,1,0,21,6,41,32,21,6,53,20,21,8,25,46,21,5,47,27,21,9,17,53,21,7,28,44,24,0,56,20,44,1,23,17,6,9,25,1,4,16,35,19,25,1,73,1,26,1,18,55,26,1,19,18,11,11,6,8,26,1,20,9,31,13,26,2,17,33,19,3,27,0,1,66,6,31,3,3,60,3,59,0,32,9,47,0,38,15,75,1,18,6,53,0,21,26,83,0,11,6,72,0,22,6,31,1,2,6,13,21,26,31,0,1,6,22,16,24,32,0,19,34,11,4,32,0,5,19,11,33,32,0,17,22,16,13,61,6,26,7,61,12,19,8,61,7,25,7,33,1,39,27,73,0,12,15,88,1,3,1,2,0,0,1,4,49,0,2,8,2,5,2,1,5,5,0,1,2,3,1,2,12,34,1,53,12,0,0,34,0,17,29,11,5,3,1,0,36,2,22,7,33,36,2,6,24,21,5,6,3.619047619047619,2.542722514947007,3.653846153846154,2.4970752122001882,14.640624999999998,2.9079376180510113,3.9672131147540988,2.105288682617771
EG,EGY,Egypt,Bur Sa`id,2021-01-03,2020-12-26,100,0,0,0,0,154,96,1207799.8924183566,72,0,5,1,94,0,4,19,77,0,5,7,88,0,5,37,58,0,4,25,71,0,4,29,67,0,4,13,83,0,5,17,78,0,4,7,89,0,4,7,89,0,3,18,79,0,4,29,67,0,3,8,89,0,4,27,69,99,0,1,0,81,1,11,7,93,0,4,3,63,2,13,22,75,1,11,13,71,1,15,13,87,0,6,7,83,0,13,4,93,1,4,2,93,0,5,2,82,2,9,7,71,1,15,13,92,0,6,2,73,1,15,11,4,0,42,54,64,0,15,21,10,1,17,72,83,0,7,10,93,0,4,3,0,93,0,3,4,0,97,0,1,2,0,18,2,14,66,100,0,0,0,0,0,10,0,30,30,18,12,12,3,33,32,20,12,11,37,19,21,12,8,41,22,17,12,10,27,23,28,12,12,16,20,40,0,86,7,4,3,86,7,4,3,86,3,10,1,86,8,1,5,86,7,4,3,86,7,4,3,98,0,1,1,98,0,0,2,98,0,0,2,98,0,2,0,98,0,0,2,98,0,1,1,98,0,0,2,98,0,1,1,98,0,1,1,98,0,1,1,98,0,2,0,98,0,0,2,13,2,36,49,13,0,65,22,13,0,38,49,13,0,51,36,13,0,23,64,13,0,32,55,15,0,50,35,50,0,22,15,7,6,16,2,0,12,34,36,16,1,82,1,16,2,23,59,16,1,30,25,12,9,2,5,16,1,20,15,24,24,16,1,16,39,25,3,16,2,9,67,6,18,2,4,72,4,65,0,30,5,36,0,45,19,62,2,20,16,50,0,27,23,77,1,15,7,68,1,24,7,20,1,0,9,16,17,37,20,0,6,8,19,20,27,21,2,27,38,9,3,21,0,13,6,22,38,21,1,19,19,25,15,62,3,31,4,62,11,20,7,62,15,17,6,23,2,38,37,63,1,7,29,93,0,1,0,1,2,0,0,3,56,0,0,10,3,2,3,0,4,10,0,0,0,2,0,1,9,27,0,52,20,0,1,27,0,14,23,16,12,5,3,0,27,1,65,6,1,27,0,8,49,12,4,0,3.8906250000000004,3.352881667489993,4.612903225806452,2.6792712859387557,15.828571428571427,3.0358793037599385,3.611940298507463,1.7833847957507827
EG,EGY,Egypt,Dumyat,2021-01-03,2020-12-30,100,3,44216.69912081632,2,36999.99625207188,110,92,1869188.1520522211,65,0,5,8,87,0,5,18,77,0,5,9,86,0,4,34,62,0,4,25,71,0,5,26,69,0,6,19,75,0,3,20,77,0,5,6,89,0,4,8,88,0,4,17,79,0,4,33,63,0,5,5,90,0,5,27,68,92,0,4,4,82,1,8,9,91,1,4,4,66,3,12,19,75,1,14,10,74,3,11,12,81,0,10,9,80,3,10,7,94,0,5,1,92,2,5,1,83,0,4,13,67,2,10,21,95,1,2,2,73,3,15,9,8,0,41,51,61,0,16,23,10,0,16,74,84,0,5,11,95,0,0,5,0,95,0,4,1,0,96,0,2,2,0,15,2,11,72,100,0,0,0,0,0,10,1,18,28,23,20,17,3,26,22,32,17,6,29,28,20,17,5,39,21,18,17,5,26,20,32,17,5,12,17,49,0,89,6,0,5,89,4,4,3,89,2,7,2,89,6,2,3,89,6,1,4,89,5,3,3,96,0,1,3,96,0,1,3,96,0,1,3,96,0,0,4,96,0,1,3,96,0,1,3,96,0,0,4,97,0,0,3,97,0,1,2,97,0,0,3,97,0,1,2,97,0,2,1,18,2,33,47,18,2,57,23,18,2,39,41,18,1,46,35,18,3,15,64,18,1,32,49,20,0,50,30,50,0,19,14,8,9,20,1,2,15,28,34,20,1,73,6,22,0,24,54,22,0,26,17,8,14,4,9,22,0,23,13,22,20,22,0,25,31,19,3,22,0,6,68,4,25,2,7,60,6,68,1,27,4,45,0,41,14,63,0,28,9,56,0,26,18,86,0,9,5,69,0,25,6,25,2,1,8,18,16,30,25,2,2,11,20,19,21,28,1,28,25,10,8,28,1,8,13,17,33,28,0,23,15,18,16,63,2,27,8,63,12,15,10,63,7,24,6,30,0,42,28,72,0,9,19,91,0,3,0,2,0,0,0,4,49,0,0,9,3,6,1,2,2,4,0,2,6,1,2,5,8,33,1,43,22,0,1,33,0,23,19,12,10,3,0,0,34,2,29,14,21,34,1,7,33,21,3,1,3.7288135593220333,2.398494559988772,3.0294117647058822,1.6603266220772974,15.3984375,3.185009141922042,3.492063492063492,1.9582168968882319
EG,EGY,Egypt,Janub Sina',2021-01-03,2020-12-22,100,0,0,0,0,62,94,2340363.3244557404,66,0,1,2,97,0,1,16,83,0,1,7,92,0,1,30,69,0,1,23,76,0,0,21,79,0,1,17,82,0,1,12,87,0,1,6,93,0,1,7,92,0,1,11,88,0,1,32,67,0,1,10,89,0,1,26,73,98,0,1,1,84,0,10,6,93,1,4,2,70,2,17,11,77,1,11,11,79,0,9,12,83,1,10,6,88,2,5,5,94,0,2,4,93,0,4,3,89,1,4,6,68,0,17,15,90,0,5,5,74,0,15,11,6,0,27,67,74,0,18,8,8,2,16,74,84,0,7,9,93,0,1,6,0,93,0,3,4,0,97,0,3,0,0,17,2,10,71,100,0,0,0,0,0,9,0,26,22,24,19,16,0,27,33,24,16,0,30,37,17,16,1,42,27,14,16,2,32,26,24,16,3,23,20,38,0,91,2,6,1,91,4,2,3,91,2,7,0,91,5,2,2,91,4,2,3,91,3,6,0,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,18,1,35,46,18,0,59,23,18,1,35,46,18,2,47,33,18,2,18,62,18,2,19,61,18,0,44,38,56,0,22,11,5,6,18,0,2,21,26,33,18,0,81,1,22,1,19,58,22,1,20,32,7,9,4,5,22,1,26,13,17,21,22,1,17,36,19,5,23,1,9,64,3,23,3,6,64,4,65,1,28,6,41,0,43,16,65,0,23,12,53,0,29,18,82,0,12,6,81,0,16,3,24,1,3,4,12,16,40,24,1,3,8,8,18,38,26,0,29,29,12,4,26,0,7,14,16,37,26,0,15,25,13,21,60,5,26,9,60,13,23,4,60,10,24,6,27,1,36,36,64,0,17,19,83,1,5,1,1,3,0,1,5,49,0,1,7,9,5,0,2,0,2,0,2,1,1,12,3,6,32,0,48,19,0,1,32,0,14,13,25,12,2,2,0,34,1,46,10,9,34,1,14,33,13,3,2,3.637931034482758,2.881874851867614,2.75,1.996707816698066,14.776119402985074,2.859438891357131,3.6290322580645156,1.9011115899996198
EG,EGY,Egypt,Kafr ash Shaykh,2021-01-03,2020-12-31,100,1,17291.3076152369,1,17291.3076152369,129,90,3131490.9608593457,61,0,2,2,96,0,2,20,78,0,2,13,85,0,1,34,65,0,3,27,70,0,2,17,81,0,3,17,80,0,2,16,82,0,2,5,93,0,2,9,89,0,3,17,80,0,1,32,67,0,2,5,93,0,1,26,73,98,0,2,0,80,3,6,11,87,1,9,3,66,2,17,15,73,1,8,18,83,0,11,6,83,1,7,9,84,2,11,3,95,0,3,2,91,1,6,2,83,1,9,7,68,2,11,19,95,0,3,2,74,3,14,9,8,2,43,47,59,0,19,22,10,0,16,74,84,0,5,11,95,0,2,3,0,95,0,5,0,0,95,0,3,0,2,15,1,13,71,100,0,0,0,0,0,10,0,28,31,15,16,21,5,26,28,20,21,7,33,24,15,21,9,40,15,15,21,10,22,22,25,21,13,12,18,36,0,87,4,4,5,87,4,4,5,87,3,7,3,87,3,4,6,87,4,4,5,87,2,8,3,97,0,0,3,97,0,0,3,97,0,0,3,97,0,0,3,97,0,0,3,97,0,3,0,97,0,0,3,98,0,1,1,98,0,1,1,98,0,0,2,98,0,1,1,98,0,1,1,25,0,41,34,25,1,52,22,25,0,28,47,25,0,41,34,25,1,16,58,25,0,33,42,25,0,44,31,56,0,19,11,6,8,25,2,3,11,39,20,25,2,73,0,25,0,23,52,25,0,35,22,9,4,1,4,25,1,19,15,23,17,25,0,24,31,17,3,26,0,8,55,11,28,0,7,55,10,59,0,37,4,48,0,45,7,72,0,17,11,59,0,29,12,84,0,12,4,67,0,32,1,28,0,2,5,13,26,26,28,0,2,5,17,20,28,30,3,17,36,7,7,30,1,6,12,18,33,30,1,19,20,13,17,62,7,25,6,62,8,28,2,62,10,24,4,32,1,38,29,71,0,8,21,92,0,0,0,1,3,0,0,4,55,0,3,10,6,8,0,2,6,1,0,0,0,1,0,3,5,36,2,50,12,0,0,36,2,18,17,16,7,4,0,0,38,1,21,8,32,38,2,0,36,21,2,1,3.5901639344262297,2.512482498647688,3.8666666666666667,2.7634727444278155,15.483333333333333,3.596098010893864,3.9,1.5036678320535233
EG,EGY,Egypt,Matrouh,2021-01-03,2020-12-22,100,2,20469.05294095695,2,20469.05294095695,122,93,3174460.7398705636,54,0,5,3,92,0,3,19,78,0,4,7,89,0,4,25,71,0,3,28,69,0,4,17,79,0,3,16,81,0,5,11,84,0,5,3,92,0,5,3,92,0,4,10,86,0,3,25,72,0,5,5,90,0,5,14,81,97,1,0,2,81,2,5,12,93,0,5,2,75,3,6,16,72,2,7,19,83,2,11,4,84,2,3,11,89,2,5,4,97,0,0,3,97,0,3,0,90,2,7,1,75,2,11,12,95,0,3,2,86,1,4,9,6,1,38,55,62,0,19,19,6,2,18,74,82,1,8,9,92,1,2,5,0,92,1,4,3,0,96,0,1,3,0,17,4,7,72,100,0,0,0,0,0,6,3,31,22,15,23,15,3,29,33,20,15,8,29,28,20,15,6,36,28,15,15,5,27,23,30,15,8,16,18,43,0,93,6,0,1,93,6,1,0,93,1,5,1,93,6,0,1,93,4,2,1,93,5,2,0,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,98,0,1,1,98,0,1,1,98,0,1,1,99,0,0,1,99,0,0,1,99,0,1,0,99,0,1,0,99,0,0,1,18,1,41,40,18,5,53,24,18,4,29,49,18,4,48,30,18,5,15,62,18,4,34,44,23,1,52,24,48,0,25,18,4,5,25,1,0,18,30,26,25,1,73,1,26,3,15,56,26,1,24,22,6,5,5,11,26,2,18,16,24,14,26,1,19,32,20,2,27,1,7,55,10,31,0,6,54,9,60,2,28,10,47,1,39,13,71,1,15,13,52,2,29,17,85,0,8,7,66,0,25,9,31,1,1,3,9,23,32,31,1,3,8,14,20,23,35,0,20,24,12,9,35,0,7,10,13,35,35,0,18,19,9,19,64,3,26,7,64,12,13,11,64,8,23,5,36,1,35,28,72,0,15,13,86,0,0,2,0,1,1,3,7,52,0,3,9,9,3,3,0,2,2,1,1,0,1,2,2,10,40,0,51,8,0,1,40,0,15,23,12,7,3,0,0,43,2,35,9,11,43,0,5,18,24,5,5,3.290909090909091,2.726228756418513,3.7666666666666666,2.6350859873862826,14.465517241379311,4.280578405093599,3.9074074074074074,2.3006850375938566
EG,EGY,Egypt,Qina,2021-01-03,2020-12-30,100,1,19398.1359719784,0,0,58,94,2740625.8944025403,65,0,8,1,91,0,7,15,78,0,8,7,85,0,7,25,68,0,6,35,59,0,7,15,78,0,6,17,77,0,7,11,82,0,8,5,87,0,7,5,88,0,6,14,80,0,6,27,67,0,6,4,90,0,7,20,73,99,0,0,1,85,1,7,7,93,1,4,2,75,4,7,14,65,2,5,28,85,4,4,7,83,2,6,9,89,2,4,5,95,0,3,2,95,1,3,1,86,2,7,5,73,3,8,16,96,1,1,2,80,1,13,6,6,0,19,75,84,0,6,10,10,4,14,72,86,0,2,12,98,0,0,1,1,98,0,1,0,1,99,0,1,0,0,16,2,4,78,100,0,0,0,0,0,10,0,42,19,13,16,16,3,28,31,22,16,6,42,21,15,16,9,49,16,10,16,8,36,22,18,16,10,27,16,31,0,96,1,3,0,96,1,1,2,96,0,4,0,96,1,0,3,96,1,2,1,96,1,1,2,97,0,0,3,97,0,0,3,97,0,0,3,97,0,0,3,97,0,0,3,97,0,0,3,97,0,0,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,20,3,24,53,20,3,52,25,20,3,32,45,20,2,36,42,20,2,23,55,20,2,24,54,22,0,49,29,51,0,25,13,3,8,23,1,2,22,34,18,23,0,76,1,25,0,22,53,25,0,16,23,12,11,5,8,25,0,23,16,16,20,25,1,16,29,24,5,25,0,8,63,4,25,0,6,61,8,76,0,22,2,48,0,36,16,68,0,20,12,64,0,17,19,77,1,13,9,76,0,17,7,26,1,0,6,20,19,28,26,1,2,13,12,18,28,30,1,18,28,11,12,30,2,7,10,12,39,30,0,18,18,13,21,64,2,28,6,64,9,23,4,64,7,27,2,32,0,44,24,76,0,12,12,88,0,6,0,2,0,1,0,3,45,0,5,9,2,7,2,3,4,2,0,0,3,1,6,1,10,34,0,57,7,1,1,34,0,14,26,19,5,2,0,0,34,2,24,6,34,34,2,5,30,23,4,2,3.5454545454545454,2.5734987124332553,4,3.62859017617954,15.126984126984128,3.180038869168332,4.066666666666666,2.0157571371963914
EG,EGY,Egypt,Suhaj,2021-01-03,2020-12-31,100,3,115469.92133319839,1,61952.9213604533,56,93,4016004.5292512155,65,0,1,5,94,0,2,18,80,0,1,7,92,0,0,27,73,0,2,27,71,0,2,20,78,0,2,11,87,0,1,12,87,0,2,6,92,0,1,5,94,0,0,12,88,0,1,25,74,0,1,7,92,0,1,26,73,95,0,3,2,82,2,6,10,93,1,4,2,73,1,11,15,73,2,7,18,80,0,9,11,89,1,3,7,88,1,5,6,94,0,2,4,95,1,3,1,88,1,6,5,75,1,9,15,93,0,4,3,74,1,12,13,6,1,21,72,80,1,14,5,9,0,15,76,85,0,3,12,97,0,0,3,0,97,0,2,1,0,98,0,0,2,0,12,2,8,78,100,0,0,0,0,0,10,0,33,28,12,17,13,2,33,22,30,13,7,24,32,24,13,7,34,31,15,13,6,26,25,30,13,9,15,20,43,0,92,3,3,2,92,3,3,2,92,2,4,2,92,1,2,5,92,3,3,2,92,3,3,2,97,1,0,2,97,1,0,2,97,1,0,2,97,1,0,2,97,1,0,2,97,1,1,1,97,1,0,2,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,14,3,37,46,14,3,54,29,14,3,40,43,14,4,46,36,14,4,24,58,14,2,39,45,15,0,56,29,44,0,30,14,5,7,18,0,4,22,35,21,18,0,78,4,19,3,19,59,19,1,18,17,20,13,3,9,19,2,21,19,17,22,20,0,13,36,26,5,20,0,9,66,5,23,2,7,59,9,63,0,28,9,46,1,38,15,60,2,20,18,54,0,18,28,76,0,13,11,61,1,29,9,25,4,3,1,7,24,36,25,3,4,7,10,19,32,29,3,18,24,13,13,29,2,7,8,14,40,29,2,16,17,15,21,67,3,24,6,67,10,18,5,67,6,23,4,29,1,40,30,70,0,13,17,87,0,2,0,0,2,0,1,8,50,0,4,14,7,4,1,1,8,2,0,2,2,1,0,0,4,32,0,60,8,0,0,32,0,12,33,17,3,2,1,0,35,1,27,6,31,35,0,10,31,19,2,3,3.7636363636363637,3.214340761647174,3.0588235294117645,2.0757705868933987,14.846153846153848,3.2607072144646074,3.5573770491803285,1.9452899540851178
EG,EGY,Egypt,-99,2021-01-04,2021-01-03,100,2,97524.7435507614,1,77947.2529668794,104,83,3234383.8363887644,44,0,9,2,89,0,6,15,79,0,8,14,78,0,6,33,61,0,7,24,69,0,5,22,73,0,9,12,79,0,7,13,80,0,9,2,89,0,8,5,87,0,6,17,77,0,7,27,66,0,8,6,86,0,7,28,65,98,0,2,0,85,1,7,7,86,4,8,2,67,5,9,19,76,4,9,11,78,3,10,9,88,2,6,4,87,1,8,4,98,1,0,1,95,0,4,1,83,2,9,6,73,3,11,13,94,1,2,3,72,2,15,11,17,0,34,49,67,0,16,17,18,1,16,65,84,0,2,14,98,0,0,2,0,98,0,1,1,0,99,0,0,1,0,23,2,6,69,100,0,0,0,0,0,21,1,26,22,12,18,36,10,22,15,17,36,14,21,14,15,36,13,25,17,9,36,12,20,21,11,36,15,13,14,22,0,94,1,3,2,94,1,2,3,94,1,3,2,94,1,3,2,94,1,3,2,94,0,4,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,38,3,36,23,38,4,41,17,38,6,22,34,38,3,35,24,38,6,14,42,38,3,32,27,38,1,43,18,57,1,19,16,3,4,38,3,4,9,23,23,38,3,56,3,42,1,12,45,42,0,17,13,10,9,2,7,42,2,16,9,21,10,42,3,11,22,18,4,43,0,1,50,6,44,1,3,47,5,64,0,30,6,59,0,35,6,78,0,17,5,65,0,14,21,86,1,9,4,68,0,30,2,47,0,2,5,13,15,18,47,0,3,4,8,20,18,48,0,20,20,5,7,48,1,1,13,13,24,48,1,14,13,10,14,74,3,22,1,74,7,17,2,74,6,13,7,49,0,31,20,80,0,9,11,92,1,2,2,1,0,0,1,1,61,1,1,9,3,5,3,0,3,7,0,0,2,0,1,0,4,51,0,32,16,0,1,51,0,12,17,11,7,2,0,0,55,3,27,6,9,55,3,4,20,14,3,1,3.408510638297872,2.7897194644088783,3.875,3.2479090263549963,14.29268292682927,3.6485880997930176,3.2513513513513512,2.0880109649591856
