ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V2..77,V2.1,V2.2,V2.3,V2a..99,V2a..77,V2a.1,V2a.2,V2a.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V4_6..99,V4_6..77,V4_6.1,V4_6.2,V4_6.3,V5a_1..99,V5a_1..77,V5a_1.0,V5a_1.1,V5a_2..99,V5a_2..77,V5a_2.0,V5a_2.1,V5a_3..99,V5a_3..77,V5a_3.0,V5a_3.1,V5a_4..99,V5a_4..77,V5a_4.0,V5a_4.1,V5a_5..99,V5a_5..77,V5a_5.0,V5a_5.1,V5a_6..99,V5a_6..77,V5a_6.0,V5a_6.1,V5a_7..99,V5a_7..77,V5a_7.0,V5a_7.1,V5a_8..99,V5a_8..77,V5a_8.0,V5a_8.1,V5a_9..99,V5a_9..77,V5a_9.0,V5a_9.1,V5a_10..99,V5a_10..77,V5a_10.0,V5a_10.1,V5b_1..99,V5b_1..77,V5b_1.0,V5b_1.1,V5b_2..99,V5b_2..77,V5b_2.0,V5b_2.1,V5b_3..99,V5b_3..77,V5b_3.0,V5b_3.1,V5b_4..99,V5b_4..77,V5b_4.0,V5b_4.1,V5b_5..99,V5b_5..77,V5b_5.0,V5b_5.1,V5b_6..99,V5b_6..77,V5b_6.0,V5b_6.1,V5b_7..99,V5b_7..77,V5b_7.0,V5b_7.1,V5b_8..99,V5b_8..77,V5b_8.0,V5b_8.1,V5b_9..99,V5b_9..77,V5b_9.0,V5b_9.1,V5b_10..99,V5b_10..77,V5b_10.0,V5b_10.1,V5c_1..99,V5c_1..77,V5c_1.0,V5c_1.1,V5c_2..99,V5c_2..77,V5c_2.0,V5c_2.1,V5c_3..99,V5c_3..77,V5c_3.0,V5c_3.1,V5c_4..99,V5c_4..77,V5c_4.0,V5c_4.1,V5c_5..99,V5c_5..77,V5c_5.0,V5c_5.1,V5c_6..99,V5c_6..77,V5c_6.0,V5c_6.1,V5c_7..99,V5c_7..77,V5c_7.0,V5c_7.1,V5c_8..99,V5c_8..77,V5c_8.0,V5c_8.1,V5c_9..99,V5c_9..77,V5c_9.0,V5c_9.1,V5c_10..99,V5c_10..77,V5c_10.0,V5c_10.1,V5d_1..99,V5d_1.0,V5d_1.1,V5d_2..99,V5d_2.0,V5d_2.1,V5d_3..99,V5d_3.0,V5d_3.1,V5d_4..99,V5d_4.0,V5d_5..99,V5d_5.0,V5d_5.1,V5d_6..99,V5d_6.0,V5d_6.1,V5d_7..99,V5d_7.0,V5d_7.1,V5d_8..99,V5d_8.0,V5d_8.1,V5d_9..99,V5d_9.0,V5d_9.1,V5d_10..99,V5d_10.0,V6_1..99,V6_1..77,V6_1.0,V6_1.1,V6_2..99,V6_2..77,V6_2.0,V6_2.1,V6_3..99,V6_3..77,V6_3.0,V6_3.1,V6_4..99,V6_4..77,V6_4.0,V6_4.1,V6_5..99,V6_5..77,V6_5.0,V6_5.1,V6_6..99,V6_6..77,V6_6.0,V6_6.1,V6_7..99,V6_7..77,V6_7.0,V6_7.1,V9..99,V9..77,V9.1,V9.2,V9.3,V9.4,V10_1..99,V10_1..77,V10_1.0,V10_1.1,V10_2..99,V10_2..77,V10_2.0,V10_2.1,V10_3..99,V10_3..77,V10_3.0,V10_3.1,V10_4..99,V10_4..77,V10_4.0,V10_4.1,V10_5..99,V10_5..77,V10_5.0,V10_5.1,V10_6..99,V10_6..77,V10_6.0,V10_6.1,V10_7..99,V10_7..77,V10_7.0,V10_7.1,V10_8..99,V10_8..77,V10_8.0,V10_8.1,V10_9..99,V10_9..77,V10_9.0,V10_9.1,V10_10..99,V10_10..77,V10_10.0,V10_10.1,V11..99,V11..77,V11.1,V11.2,V12..99,V12..77,V12.1,V12.2,V13..99,V13..77,V13.1,V13.2,V13.3,V13.4,V15..99,V15..77,V15.1,V15.2,V16..99,V16..77,V16.1,V16.2,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9a..99,C9a..77,C9a.1,C9a.2,C9a.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
BY,BLR,Belarus,Minsk,2021-03-03,2021-03-02,100,6,190910.0253231271,6,190910.0253231271,60,95,3720447.890019699,76,1,7,92,1,21,78,1,3,96,1,39,60,0,34,66,1,18,81,0,10,90,1,7,92,1,7,92,1,6,93,1,11,88,1,16,83,1,4,95,1,22,77,93,0,6,1,79,0,10,11,97,0,3,0,61,2,14,23,66,1,18,15,82,1,14,3,90,1,8,1,93,0,5,2,93,0,3,4,94,1,4,1,89,0,8,3,84,1,6,9,96,0,3,1,78,0,9,13,5,0,22,73,78,0,9,13,5,0,51,44,49,1,13,37,87,4,8,1,87,0,5,8,0,95,0,1,4,0,19,0,21,60,5,0,0,95,0,100,0,0,0,0,100,0,0,0,0,5,0,10,27,16,42,10,10,17,28,35,10,8,20,34,28,10,10,10,22,48,10,10,4,12,64,10,4,29,30,27,59,0,20,21,59,0,30,11,59,0,28,13,59,0,37,4,59,0,26,15,59,0,35,6,59,0,40,1,59,0,40,1,59,0,37,4,59,0,27,14,84,0,7,9,84,0,9,7,84,0,15,1,84,0,14,2,84,0,7,9,84,0,15,1,84,0,15,1,84,0,16,0,84,0,16,0,84,0,7,9,74,0,12,14,74,0,19,7,74,0,25,1,74,0,25,1,74,0,11,15,74,0,21,5,74,0,26,0,74,0,26,0,74,0,24,2,74,0,16,10,100,0,0,100,0,0,100,0,0,100,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,85,0,12,3,85,0,13,2,85,0,13,2,85,0,7,8,85,0,11,4,85,0,7,8,85,0,14,1,12,0,35,32,15,6,13,2,83,2,13,2,81,4,13,2,84,1,13,2,80,5,13,2,69,16,13,2,82,3,13,2,76,9,13,2,77,8,13,2,72,13,13,2,38,47,57,1,1,41,24,1,32,43,49,1,11,15,12,12,64,0,1,35,64,1,3,32,79,10,4,7,79,9,3,9,79,5,8,8,79,10,3,8,79,10,2,9,79,10,6,5,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,13,9,52,26,13,6,63,18,13,15,30,42,13,9,46,32,13,12,23,52,13,4,44,39,13,0,59,28,41,0,29,13,5,12,14,0,2,13,33,38,14,1,85,0,15,0,20,65,15,0,55,17,7,1,4,1,15,0,17,15,22,31,16,1,8,27,31,17,16,0,15,67,2,16,0,12,70,2,48,2,39,11,37,1,56,6,70,3,22,5,54,1,20,25,77,0,13,10,56,1,40,3,20,0,1,2,11,13,53,20,0,0,4,11,15,50,20,0,22,46,7,5,20,0,4,13,17,46,20,0,20,27,16,17,53,7,37,3,53,21,14,12,53,16,22,9,20,1,63,16,84,0,4,12,96,0,1,0,0,0,1,0,2,33,0,0,6,3,6,0,5,10,6,0,1,2,1,1,5,21,23,3,33,41,0,0,23,1,1,11,24,21,16,3,0,24,3,59,13,1,24,3,19,32,20,2,0,6.351851851851851,6.928631892528735,3.7142857142857144,2.5548918817579205,14.23913043478261,4.751631837073398,2.2794117647058822,1.1309167887793992
BY,BLR,Belarus,Minsk,2021-03-04,2021-03-03,100,7,211978.7692314785,5,137878.521762971,84,94,3936886.4838864207,75,1,11,88,2,24,74,2,12,86,0,45,55,1,36,63,1,19,80,2,8,90,2,13,85,2,3,95,1,5,94,2,18,80,2,20,78,2,9,89,2,26,72,89,1,8,2,76,2,12,10,88,0,8,4,55,3,24,18,64,2,23,11,81,1,13,5,92,2,5,1,87,0,11,2,97,0,1,2,95,1,4,0,82,0,11,7,80,3,10,7,91,1,5,3,74,1,14,11,6,0,27,67,73,0,11,16,6,0,49,45,51,0,7,42,93,4,3,0,93,0,2,5,0,98,0,1,1,0,13,0,27,60,8,0,1,91,0,99,0,0,1,0,100,0,0,0,0,10,0,10,31,17,32,14,8,23,29,26,14,10,21,31,24,14,11,4,23,48,14,12,0,14,60,14,5,27,32,22,68,0,11,21,68,0,22,10,68,0,27,5,68,0,29,3,68,0,22,10,68,0,28,4,68,0,30,2,68,0,32,0,68,0,31,1,68,0,20,12,84,0,9,7,84,0,12,4,84,0,15,1,84,0,16,0,84,0,6,10,84,0,13,3,84,0,16,0,84,0,16,0,84,0,16,0,84,0,8,8,69,0,12,19,69,0,24,7,69,0,29,2,69,0,29,2,69,0,15,16,69,0,25,6,69,0,27,4,69,0,31,0,69,0,28,3,69,0,23,8,100,0,0,100,0,0,100,0,0,100,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,93,0,6,1,93,0,5,2,93,0,5,2,93,0,5,2,93,0,4,3,93,0,4,3,93,0,6,1,14,0,43,24,16,3,13,3,80,4,13,3,81,3,13,3,83,1,13,3,82,2,13,3,68,16,13,3,78,6,13,3,77,7,13,3,77,7,13,3,75,9,13,3,34,50,57,1,1,41,25,1,27,47,45,1,6,14,18,16,60,1,4,35,64,1,4,31,75,10,4,11,75,9,7,9,75,7,6,12,75,8,7,10,75,9,2,14,75,10,9,6,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,14,10,48,28,14,6,73,7,14,16,37,33,14,14,49,23,14,15,23,48,14,10,44,32,14,0,54,32,46,0,28,11,5,10,14,0,1,6,35,44,14,0,86,0,15,0,17,68,15,0,51,21,9,2,2,0,15,0,21,20,19,25,16,0,12,30,33,9,16,0,14,69,1,17,0,14,67,2,52,4,34,10,27,2,67,4,63,2,30,5,51,4,26,19,77,1,16,6,56,2,39,3,17,0,1,6,17,24,35,17,0,1,9,22,19,32,17,0,22,49,10,2,17,0,5,11,20,47,17,0,16,33,18,16,52,5,36,7,52,22,9,17,52,20,16,12,19,0,61,20,80,0,8,12,93,1,1,0,1,0,1,0,3,32,1,1,8,6,7,1,2,4,6,0,2,6,0,1,3,20,24,1,32,41,0,2,24,2,3,15,26,15,13,2,0,24,2,60,11,3,24,1,21,27,25,2,0,7.608620689655172,7.79046390715516,3.85,3.0135658193191035,13.571076923076921,5.206210270879902,2.3333333333333335,1.0877033564117082
BY,BLR,Belarus,Minsk,2021-03-05,2021-03-04,100,4,136690.1797352531,2,62589.9322667456,105,90,3627910.4627639744,70,2,7,91,2,20,78,1,12,87,0,41,59,1,35,64,1,16,83,4,17,79,2,7,91,2,3,95,4,5,91,3,11,86,2,25,73,2,13,85,2,29,69,93,1,3,3,80,1,12,7,88,0,6,6,59,3,17,21,65,1,17,17,84,1,12,3,83,1,9,7,93,0,5,2,97,0,2,1,95,0,3,2,89,1,6,4,75,2,8,15,87,1,8,4,71,3,17,9,9,1,31,59,70,0,17,13,10,0,51,39,49,0,8,43,92,2,6,0,92,0,1,7,0,99,0,0,1,0,18,0,26,56,12,0,1,87,0,99,0,0,1,0,100,0,0,0,0,14,0,15,29,13,29,19,9,21,30,21,19,10,34,20,17,19,11,10,18,42,19,12,2,12,55,19,8,30,26,17,71,0,9,20,71,0,22,7,71,0,23,6,71,0,28,1,71,0,20,9,71,0,27,2,71,0,28,1,71,0,29,0,71,0,25,4,71,0,21,8,88,0,6,6,88,0,9,3,88,0,10,2,88,0,12,0,88,0,5,7,88,0,9,3,88,0,12,0,88,0,12,0,88,0,12,0,88,0,6,6,71,0,11,18,71,0,19,10,71,0,28,1,71,0,27,2,71,0,11,18,71,0,22,7,71,0,24,5,71,0,29,0,71,0,25,4,71,0,17,12,100,0,0,100,0,0,100,0,0,100,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,92,0,6,2,92,0,6,2,92,0,7,1,92,0,4,4,92,0,7,1,92,0,5,3,92,0,6,2,19,0,39,26,11,5,19,1,77,3,19,1,74,6,19,1,78,2,19,1,80,0,19,1,64,16,19,1,75,5,19,1,69,11,19,1,68,12,19,1,69,11,19,1,43,37,66,0,0,34,30,0,24,46,45,0,11,14,18,12,57,0,4,39,61,2,6,31,76,8,5,11,76,7,7,10,76,8,5,11,76,8,6,10,76,5,7,12,76,7,10,7,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,20,3,52,25,20,4,61,15,20,11,33,36,20,8,50,22,20,14,21,45,20,8,33,39,21,1,54,24,46,0,29,11,8,6,21,1,2,6,27,43,21,0,79,0,21,0,21,58,21,0,49,12,9,4,3,2,21,0,16,15,18,30,22,1,7,28,29,13,23,0,14,62,1,23,0,15,58,4,48,4,35,13,39,3,55,3,67,4,25,4,50,5,25,20,79,1,14,6,67,0,31,2,24,0,1,5,20,19,31,24,0,1,6,24,18,27,25,0,28,40,3,4,25,0,8,10,24,33,25,0,19,23,21,12,58,6,27,9,58,12,9,21,58,10,17,15,26,0,57,17,83,0,5,12,95,1,0,0,0,0,0,1,3,38,2,0,6,4,2,1,4,4,5,1,3,7,0,0,4,19,28,2,37,33,0,0,28,0,4,13,24,15,12,4,0,28,2,57,11,2,28,2,23,24,21,0,2,7.471698113207548,7.855923227302161,4.083333333333333,3.3481554515189758,12.703125000000002,4.959133588882332,2.318840579710145,1.0217164569140846
BY,BLR,Belarus,Minsk,2021-03-06,2021-03-05,100,3,57931.174734128705,1,19310.3915780429,96,93,3566377.0359485517,69,1,5,94,1,18,81,1,5,94,0,33,67,0,25,75,1,13,86,1,11,88,1,4,95,1,4,95,1,3,96,1,12,87,1,17,82,1,9,90,1,26,73,95,0,4,1,82,1,6,11,95,0,4,1,67,2,11,20,75,1,8,16,87,0,7,6,89,0,6,5,96,0,3,1,96,0,2,2,97,0,3,0,88,1,5,6,83,1,5,11,91,0,7,2,74,2,12,12,7,0,34,59,69,0,10,21,10,0,51,39,49,2,4,45,96,1,3,0,96,0,1,3,0,99,0,0,1,0,16,1,21,62,12,0,2,86,0,98,0,0,2,0,100,0,0,0,0,14,0,12,23,17,34,18,6,23,30,23,18,8,21,28,25,18,7,8,23,44,18,8,3,13,58,18,5,29,31,17,66,0,16,18,66,0,24,10,66,0,26,8,66,0,30,4,66,0,21,13,66,0,32,2,66,0,34,0,66,0,34,0,66,0,29,5,66,0,25,9,84,0,8,8,84,0,8,8,84,0,12,4,84,0,14,2,84,0,6,10,84,0,12,4,84,0,16,0,84,0,16,0,84,0,14,2,84,0,9,7,77,0,8,15,77,0,14,9,77,0,22,1,77,0,23,0,77,0,9,14,77,0,17,6,77,0,20,3,77,0,23,0,77,0,22,1,77,0,13,10,100,0,0,100,0,0,100,0,0,100,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,87,0,6,7,87,0,10,3,87,0,11,2,87,0,10,3,87,0,11,2,87,0,8,5,87,0,13,0,18,1,36,27,9,9,18,0,78,4,18,0,79,3,18,0,76,6,18,0,81,1,18,0,66,16,18,0,80,2,18,0,71,11,18,0,72,10,18,0,69,13,18,0,40,42,56,0,2,42,31,0,16,53,50,0,9,16,13,12,65,0,4,31,66,0,4,30,81,9,2,8,81,10,3,6,81,9,5,5,81,8,7,4,81,9,3,7,81,8,5,6,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,18,2,47,33,18,2,68,12,18,7,34,41,18,5,53,24,18,4,26,52,18,4,45,33,18,1,57,24,43,0,24,19,8,6,19,3,0,8,38,32,19,3,78,0,19,2,22,57,19,1,46,26,3,3,1,1,19,1,15,17,17,31,19,2,10,23,29,17,20,0,15,65,0,23,0,14,61,2,53,2,35,10,32,0,65,3,66,2,24,8,47,2,28,23,74,1,17,8,55,0,43,2,24,0,0,5,18,19,34,24,0,0,4,19,18,35,26,1,22,39,8,4,26,0,2,7,24,41,26,0,9,26,27,12,65,6,25,4,65,17,6,12,65,13,10,12,26,0,57,17,83,1,4,12,96,0,0,0,0,0,1,1,2,39,0,0,12,5,3,0,7,5,5,1,0,8,2,0,2,11,28,0,26,46,0,0,28,0,3,10,26,15,12,6,0,30,4,58,7,1,30,3,16,31,16,3,1,6.32608695652174,6.854209891498435,3.5833333333333335,3.0060325820020597,13.957142857142857,5.083179748553818,2.298507462686567,1.0732974590250017
BY,BLR,Belarus,Minsk,2021-03-07,2021-03-06,100,1,35913.54955,1,35913.54955,59,89,3164954.6331164525,74,1,3,96,2,17,81,0,6,94,0,35,65,1,37,62,1,17,82,2,14,84,1,6,93,1,5,94,2,5,93,2,5,93,1,22,77,1,6,93,1,29,70,97,0,2,1,83,0,9,8,94,0,3,3,65,2,17,16,63,2,13,22,83,1,8,8,86,1,4,9,94,0,4,2,95,0,4,1,95,0,4,1,95,0,5,0,78,0,8,14,94,0,5,1,71,1,20,8,11,0,26,63,75,0,12,13,13,0,44,43,56,0,5,39,95,1,4,0,95,0,3,2,0,97,0,1,2,0,18,0,23,59,14,0,1,84,1,99,0,0,1,0,100,0,0,0,0,15,0,15,21,13,36,17,4,20,34,25,17,6,20,32,25,17,8,6,24,45,17,8,1,10,64,17,4,25,32,22,64,0,13,23,64,0,24,12,64,0,27,9,64,0,33,3,64,0,23,13,64,0,32,4,64,0,36,0,64,0,36,0,64,0,34,2,64,0,23,13,87,0,7,6,87,0,9,4,87,0,10,3,87,0,12,1,87,0,5,8,87,0,12,1,87,0,13,0,87,0,13,0,87,0,12,1,87,0,9,4,79,0,11,10,79,0,16,5,79,0,20,1,79,0,19,2,79,0,9,12,79,0,18,3,79,0,19,2,79,0,21,0,79,0,20,1,79,0,14,7,100,0,0,100,0,0,100,0,0,100,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,87,0,7,6,87,0,10,3,87,0,12,1,87,0,7,6,87,0,12,1,87,0,7,6,87,0,13,0,17,0,34,35,10,4,16,1,77,6,16,1,78,5,16,1,79,4,16,1,81,2,16,1,68,15,16,1,78,5,16,1,76,7,16,1,73,10,16,1,69,14,16,1,38,45,49,0,2,49,26,0,20,54,51,0,9,18,8,14,64,0,6,30,66,1,5,28,77,11,0,12,77,10,2,11,77,5,8,10,77,9,3,11,77,10,2,11,77,10,4,9,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,16,8,37,39,16,3,68,13,16,9,34,41,16,5,46,33,16,11,18,55,16,9,32,43,16,0,49,35,51,0,27,9,7,6,16,1,1,5,26,51,16,2,82,0,19,0,24,57,19,0,54,18,5,2,1,1,19,0,23,14,18,26,19,0,9,28,32,12,19,1,16,64,0,20,0,17,62,1,63,3,26,8,32,2,62,4,66,2,26,6,54,3,19,24,82,1,9,8,68,3,28,1,23,0,0,3,19,27,28,23,0,0,4,17,24,32,23,0,21,46,7,3,23,0,1,11,23,42,23,0,11,33,18,15,56,3,32,9,56,14,16,14,56,12,19,13,23,0,61,16,84,0,8,8,92,0,0,0,2,0,1,1,4,31,0,2,17,1,5,1,2,3,10,0,5,8,1,0,5,9,23,0,23,53,0,1,23,0,1,14,31,17,11,3,0,26,3,58,9,4,26,2,18,34,18,2,0,6.655737704918033,8.113538574304144,2.8333333333333335,1.823054966742557,13.853333333333333,4.743967245378621,2.5,1.1640757981197427
