ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
BG,BGR,Bulgaria,Burgas,2020-12-26,2020-12-22,100,1,3914.36682557925,0,0,30,97,1179724.9867332894,71,2,1,97,2,9,89,1,2,97,2,19,79,2,9,89,2,9,89,2,8,90,2,1,97,2,2,96,2,0,98,2,8,90,2,12,86,2,4,94,3,17,80,99,0,1,0,91,0,4,5,98,0,1,1,81,3,6,10,91,0,5,4,91,2,5,2,92,0,5,3,99,0,1,0,98,0,1,1,100,0,0,0,92,2,6,0,88,0,5,7,96,1,3,0,83,1,6,10,3,0,15,82,86,0,1,13,4,1,31,64,69,0,9,22,91,1,8,0,91,6,2,1,94,0,4,2,0,14,2,3,81,100,0,0,0,0,0,5,2,28,17,19,29,7,6,27,27,33,7,11,27,25,30,7,15,27,17,34,7,17,25,19,32,7,19,11,13,50,0,98,1,0,1,98,1,0,1,98,1,0,1,98,1,0,1,98,1,0,1,98,1,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,10,1,21,68,10,1,75,14,10,2,5,83,10,2,38,50,10,2,13,75,10,2,14,74,14,2,37,47,63,0,27,6,1,3,15,0,1,5,21,58,15,0,83,2,15,1,11,73,15,0,50,16,7,5,2,5,15,1,46,16,15,7,16,2,28,28,16,10,18,1,5,72,4,18,2,5,73,2,79,0,16,5,25,0,73,2,95,1,3,1,62,1,19,18,87,1,7,5,86,1,13,0,19,1,1,4,10,25,40,19,1,4,3,5,26,42,20,2,21,34,14,9,20,1,3,11,16,49,20,1,14,18,23,24,68,5,24,3,68,10,10,12,68,9,12,11,20,2,21,57,43,0,19,38,84,1,4,1,2,1,1,1,5,63,1,0,4,3,2,0,1,2,1,0,4,4,1,4,2,8,28,1,36,33,1,1,28,0,3,12,15,20,10,10,2,28,5,44,16,7,28,3,21,27,14,4,3,11.125,13.072379155080895,2.875,2.2320714274285347,13.46376811594203,5.492186187840834,2.2941176470588234,0.9628754128024328
BG,BGR,Bulgaria,Plovdiv,2020-12-26,2020-12-23,100,0,0,0,0,45,95,1238193.7906456308,72,0,0,100,0,8,92,0,2,98,0,14,86,0,14,86,0,8,92,0,7,93,1,2,97,0,1,99,0,2,98,0,2,98,0,8,92,1,0,99,0,11,89,100,0,0,0,92,1,3,4,98,0,1,1,86,0,4,10,86,0,4,10,92,0,1,7,93,0,4,3,98,0,2,0,99,0,1,0,98,0,2,0,98,0,1,1,92,0,3,5,100,0,0,0,89,0,8,3,4,1,15,80,85,0,0,15,5,0,27,68,73,0,9,18,91,0,9,0,91,6,3,0,94,0,3,3,0,14,1,3,82,100,0,0,0,0,0,5,0,24,20,19,32,6,8,22,29,35,6,12,27,25,30,6,7,30,26,31,6,10,24,27,33,6,15,5,18,56,0,97,2,0,1,97,2,0,1,97,1,1,1,97,1,1,1,97,2,0,1,97,2,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,7,4,11,78,7,2,68,23,7,3,5,85,7,3,45,45,7,3,0,90,7,3,12,78,10,1,44,45,56,0,35,7,0,2,10,0,1,4,24,61,10,1,88,1,13,1,9,77,13,1,55,17,7,5,0,2,13,2,31,10,34,10,14,2,18,38,17,11,14,2,7,73,4,18,2,9,69,2,89,0,9,2,33,0,66,1,95,0,5,0,56,0,17,27,100,0,0,0,88,1,11,0,21,4,1,3,10,22,39,21,3,2,6,11,20,37,23,1,23,37,9,7,23,2,1,9,23,42,23,1,7,28,22,19,66,7,19,8,66,10,8,16,66,5,15,14,24,3,29,44,56,0,24,20,77,1,6,1,2,1,1,2,9,48,0,3,8,5,2,1,2,1,9,0,1,2,1,4,1,12,27,2,24,46,0,1,27,0,10,15,12,15,14,6,1,28,2,41,15,14,28,2,16,28,15,7,4,13.25,16.146608404335662,3.5000000000000004,1.6236882817719775,13.056451612903224,4.562952055942887,2.646153846153846,0.9910658598002143
BG,BGR,Bulgaria,Sofia,2020-12-26,2020-12-25,100,0,0,0,0,67,96,742733.6558515781,75,0,0,100,0,10,90,0,1,99,0,18,82,0,23,77,0,7,93,0,3,97,0,2,98,0,4,96,0,1,99,0,4,96,0,8,92,0,3,97,0,15,85,100,0,0,0,90,0,3,7,99,0,1,0,82,0,3,15,77,0,6,17,93,0,0,7,97,0,1,2,98,0,0,2,96,0,2,2,99,0,0,1,96,0,3,1,92,0,3,5,97,0,1,2,85,0,6,9,3,1,23,73,78,0,5,17,5,1,36,58,64,0,9,27,91,1,8,0,91,7,2,0,93,0,0,7,0,16,1,4,79,100,0,0,0,0,0,8,0,22,29,18,23,10,7,24,31,28,10,8,34,28,20,10,7,25,26,32,10,7,23,27,33,10,9,7,16,58,0,96,3,0,1,96,3,0,1,96,1,1,2,96,1,3,0,96,3,0,1,96,2,1,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,13,0,16,71,13,0,66,21,13,0,8,79,13,0,47,40,13,0,4,83,13,0,20,67,13,0,46,41,54,0,34,9,3,0,13,0,1,2,33,51,13,0,87,0,15,1,7,77,15,0,44,24,7,5,3,2,15,0,32,23,22,8,15,2,15,42,18,8,15,0,12,70,3,16,1,7,73,3,84,0,13,3,34,2,61,3,92,0,5,3,53,0,17,30,96,0,0,4,80,2,17,1,16,1,1,4,9,24,45,16,1,1,6,6,14,56,19,0,17,45,13,6,19,0,0,7,20,54,19,0,4,28,22,27,69,9,19,3,69,15,5,11,69,10,13,8,20,0,49,31,69,0,14,17,87,0,3,3,0,1,1,1,4,38,0,0,6,3,6,0,5,3,4,0,0,13,4,0,4,14,23,0,33,44,0,0,23,0,6,12,18,14,11,13,3,24,4,65,4,3,24,4,19,32,14,5,2,12.513513513513514,18.134714441310287,3.2,1.9358120830939745,14.54109589041096,5.547617997754591,2.0985915492957745,1.1231960721525844
BG,BGR,Bulgaria,Varna,2020-12-26,2020-12-22,100,0,0,0,0,39,95,976542.0741553851,72,2,0,98,1,8,91,2,2,96,2,14,84,2,14,84,2,9,89,2,3,95,2,5,93,3,4,93,2,4,94,2,4,94,2,16,82,2,3,95,2,11,87,100,0,0,0,92,1,3,4,98,0,2,0,86,2,4,8,86,1,4,9,91,2,2,5,97,1,0,2,95,2,1,2,96,1,1,2,96,0,3,1,96,0,2,2,84,2,4,10,97,1,2,0,89,1,4,6,5,0,20,75,81,0,4,15,7,2,38,53,62,0,10,28,90,3,7,0,90,6,4,0,94,0,2,4,0,19,1,6,74,100,0,0,0,0,0,7,0,20,17,25,31,9,10,16,35,30,9,8,23,30,30,9,12,17,25,37,9,11,16,29,35,9,12,2,20,57,0,94,2,1,3,94,2,1,3,94,1,3,2,94,1,3,2,94,1,2,3,94,1,1,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,13,3,20,64,13,2,71,14,13,4,6,77,13,3,34,50,13,2,10,75,13,1,20,66,14,0,36,50,64,0,22,9,0,5,16,1,0,6,26,51,16,0,84,0,18,0,8,74,18,0,50,11,8,5,2,6,18,1,34,18,20,9,18,1,16,34,18,13,19,0,6,73,2,20,0,8,69,3,80,0,15,5,29,0,71,0,94,0,6,0,66,0,10,24,90,0,7,3,80,0,20,0,21,1,0,3,6,28,41,21,1,0,4,9,18,47,22,1,21,34,12,10,22,0,2,11,22,43,22,0,10,22,16,30,68,3,27,2,68,9,10,13,68,10,13,9,23,0,33,44,56,0,18,26,83,0,5,1,1,3,0,1,6,50,0,2,6,1,4,1,6,6,2,0,1,9,1,3,1,7,25,0,34,41,0,0,25,0,9,11,22,18,9,5,1,28,0,61,5,6,28,0,16,31,20,4,1,9,12.227019260637483,2.2666666666666666,1.3870146083619754,14.911764705882351,4.631931011903593,2.347826086956522,1.0265030150455956
BG,BGR,Bulgaria,Burgas,2020-12-27,2020-12-23,100,1,3914.36682557925,0,0,38,97,1175563.5056425338,71,2,1,97,2,11,87,1,3,96,2,18,80,2,12,86,2,10,88,2,6,92,2,0,98,2,1,97,2,0,98,2,9,89,2,10,88,2,2,96,3,14,83,99,0,1,0,89,0,7,4,97,0,1,2,82,2,5,11,88,1,6,5,90,2,5,3,94,0,5,1,100,0,0,0,99,0,1,0,100,0,0,0,91,2,6,1,90,0,6,4,98,0,2,0,86,1,5,8,3,0,15,82,86,0,2,12,4,1,30,65,70,0,9,21,91,1,8,0,91,5,3,1,95,0,2,3,0,14,1,3,82,100,0,0,0,0,0,5,2,30,18,16,29,7,7,23,31,32,7,9,29,26,29,7,13,27,17,36,7,13,30,20,30,7,15,10,17,51,0,98,2,0,0,98,2,0,0,98,0,2,0,98,2,0,0,98,2,0,0,98,2,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,10,1,16,73,10,1,69,20,10,1,4,85,10,2,40,48,10,2,11,77,10,1,13,76,12,2,37,49,63,0,28,6,2,1,14,1,0,3,24,58,14,1,83,2,15,2,13,70,15,0,52,16,7,4,1,5,15,1,41,22,15,6,16,2,27,28,16,11,18,2,3,75,2,20,2,6,70,2,84,0,12,4,31,0,68,1,96,1,3,0,60,1,17,22,89,1,5,5,87,1,12,0,21,2,0,1,8,25,43,21,1,2,0,6,23,47,21,1,22,33,12,11,21,1,2,9,14,53,21,1,9,19,22,28,72,5,21,2,72,8,9,11,72,8,9,11,21,3,22,54,46,0,17,37,86,0,7,0,1,2,0,0,4,64,0,0,3,5,1,0,0,4,2,0,1,6,1,5,4,4,27,2,35,35,0,1,27,0,3,13,18,17,8,11,3,28,4,44,16,8,28,4,21,26,12,7,2,9.206896551724139,12.61625739825073,3.3000000000000003,2.0027758514399734,13.681159420289857,4.8612899329752715,2.257575757575758,0.9166931549468121
BG,BGR,Bulgaria,Plovdiv,2020-12-27,2020-12-24,100,1,10605.462463289101,1,10605.462463289101,36,94,1184683.7271384236,77,1,1,98,0,8,92,1,3,96,1,13,86,1,9,90,1,10,89,1,5,94,2,3,95,1,2,97,1,2,97,1,3,96,1,8,91,2,1,97,1,12,87,99,1,0,0,92,2,3,3,97,0,0,3,87,1,1,11,91,0,2,7,90,1,1,8,95,0,2,3,97,1,2,0,98,1,1,0,98,0,2,0,97,0,2,1,92,0,3,5,99,1,0,0,88,0,7,5,5,1,13,81,87,0,0,13,6,0,30,64,70,0,8,22,92,1,7,0,92,6,2,0,94,0,4,2,0,14,1,2,83,100,0,0,0,0,0,6,1,20,21,18,34,8,8,24,29,31,8,8,32,27,25,8,3,33,24,32,8,8,26,28,30,8,11,7,21,53,0,98,1,0,1,98,1,0,1,98,1,0,1,98,1,0,1,98,1,0,1,98,1,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,8,3,8,81,8,1,62,29,8,2,7,83,8,2,36,54,8,2,2,88,8,2,9,81,8,0,44,48,56,0,34,6,1,3,8,0,1,2,28,61,8,1,90,1,11,0,8,81,11,0,54,21,4,6,0,4,11,1,31,18,25,14,11,1,22,37,18,11,12,1,9,75,3,15,1,8,74,2,92,0,6,2,38,0,60,2,93,0,5,2,64,0,11,25,98,0,0,2,91,1,8,0,17,2,1,2,10,21,47,17,1,1,4,12,16,49,18,1,23,38,14,6,18,2,0,9,22,49,18,1,7,28,25,21,65,8,17,10,65,11,10,14,65,7,15,13,18,2,29,51,49,0,22,29,79,2,5,1,2,1,1,1,8,50,0,2,9,4,3,1,3,4,7,0,0,1,1,3,1,11,20,1,28,50,0,1,20,0,9,12,16,16,14,11,2,21,3,49,14,13,21,3,13,35,17,10,1,13.703703703703704,15.946581053424817,3.3000000000000003,1.4944341180973264,13.428571428571429,4.882893619926577,2.513888888888889,1.100487159161995
BG,BGR,Bulgaria,Sofia,2020-12-27,2020-12-27,104,0,0,0,0,45,103,784936.9218001793,88,2,0,102,2,9,93,2,0,102,2,16,86,1,21,82,0,12,92,2,6,96,2,2,100,2,1,101,1,4,99,2,3,99,2,19,83,2,2,100,1,14,89,104,0,0,0,95,0,5,4,104,0,0,0,88,0,4,12,83,0,6,15,92,0,5,7,98,0,1,5,102,0,1,1,103,0,1,0,100,0,3,1,101,0,1,2,85,0,2,17,102,0,1,1,90,0,6,8,1,0,24,79,81,1,7,15,2,1,44,57,60,1,10,33,94,0,10,0,94,8,2,0,96,0,2,5,1,14,0,7,83,104,0,0,0,0,0,2,0,30,33,18,21,4,12,27,40,21,4,6,46,26,22,4,11,39,21,29,4,8,31,28,33,4,13,8,17,62,0,97,2,0,5,97,2,1,4,97,0,3,4,97,2,3,2,97,1,3,3,97,2,1,4,104,0,0,0,104,0,0,0,104,0,0,0,104,0,0,0,104,0,0,0,104,0,0,0,104,0,0,0,104,0,0,0,104,0,0,0,104,0,0,0,104,0,0,0,104,0,0,0,5,0,13,86,5,0,77,22,5,0,5,94,5,0,47,52,5,0,5,94,5,0,16,83,5,0,49,50,55,0,37,8,2,2,6,1,0,6,39,52,6,1,97,0,9,1,13,81,9,0,55,23,11,1,1,4,9,0,25,25,36,9,9,0,26,37,22,10,10,0,11,77,6,14,0,8,78,4,91,1,12,0,27,0,77,0,99,0,4,1,57,0,18,29,99,0,3,2,88,0,16,0,14,3,0,4,15,20,48,14,1,4,0,11,26,48,14,2,25,40,19,4,14,0,3,11,20,56,14,0,9,28,30,23,67,2,24,11,67,11,9,17,67,7,18,12,14,2,47,41,63,0,14,27,91,1,3,0,0,0,0,1,8,44,0,1,6,2,7,2,6,5,3,0,1,7,2,2,2,14,15,4,32,51,1,1,15,0,9,14,19,24,9,12,2,15,3,79,4,3,15,3,27,33,22,3,1,9.382978723404255,11.330131415426822,2.235294117647059,1.200490095997562,13.512499999999998,5.257890393723043,2.317073170731707,1.0168706386824795
BG,BGR,Bulgaria,Varna,2020-12-27,2020-12-23,100,0,0,0,0,38,96,1041897.4193876873,67,2,0,98,1,7,92,2,2,96,2,12,86,2,13,85,2,6,92,2,3,95,2,3,95,3,1,96,2,3,95,2,4,94,2,12,86,2,1,97,2,15,83,100,0,0,0,93,0,2,5,98,0,2,0,88,1,3,8,87,0,5,8,94,1,1,4,97,0,0,3,97,1,1,1,99,0,1,0,97,0,2,1,96,0,2,2,88,1,4,7,99,0,1,0,85,1,6,8,3,1,19,77,82,0,3,15,5,2,38,55,62,0,12,26,88,3,9,0,88,8,4,0,92,0,2,6,0,19,2,5,74,100,0,0,0,0,0,5,0,19,21,21,34,8,7,21,35,29,8,7,23,35,27,8,10,20,32,30,8,11,19,31,31,8,11,7,20,54,0,95,2,1,2,95,2,1,2,95,1,3,1,95,1,2,2,95,1,2,2,95,1,1,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,12,2,18,68,12,2,68,18,12,4,5,79,12,3,34,51,12,3,11,74,12,2,19,67,14,0,38,48,62,0,23,10,0,5,16,2,0,5,24,53,16,1,83,0,20,0,7,73,20,0,48,14,5,6,1,6,20,1,32,20,20,7,20,2,15,34,16,13,21,0,6,69,4,23,1,6,66,4,82,0,15,3,33,1,66,0,95,0,5,0,67,0,12,21,89,1,8,2,81,0,19,0,24,1,0,1,8,22,44,24,1,0,2,11,15,47,26,0,17,32,17,8,26,0,2,6,24,42,26,0,8,18,20,28,74,2,22,2,74,5,9,12,74,5,14,7,27,1,30,42,58,0,16,26,85,0,3,1,1,3,0,1,6,55,0,2,6,1,3,0,4,7,1,0,3,8,1,2,1,6,30,0,29,41,0,0,30,0,9,8,21,13,12,5,2,33,2,56,4,5,33,1,16,28,17,4,1,8.805555555555555,12.567121376136212,2.357142857142857,1.3363062095621219,14.507692307692308,4.792973623320512,2.2903225806451615,1.1218704634933594
BG,BGR,Bulgaria,Burgas,2020-12-28,2020-12-23,100,1,3914.36682557925,0,0,38,97,1175563.5056425338,71,2,1,97,2,11,87,1,3,96,2,18,80,2,12,86,2,10,88,2,6,92,2,0,98,2,1,97,2,0,98,2,9,89,2,10,88,2,2,96,3,14,83,99,0,1,0,89,0,7,4,97,0,1,2,82,2,5,11,88,1,6,5,90,2,5,3,94,0,5,1,100,0,0,0,99,0,1,0,100,0,0,0,91,2,6,1,90,0,6,4,98,0,2,0,86,1,5,8,3,0,15,82,86,0,2,12,4,1,30,65,70,0,9,21,91,1,8,0,91,5,3,1,95,0,2,3,0,14,1,3,82,100,0,0,0,0,0,5,2,30,18,16,29,7,7,23,31,32,7,9,29,26,29,7,13,27,17,36,7,13,30,20,30,7,15,10,17,51,0,98,2,0,0,98,2,0,0,98,0,2,0,98,2,0,0,98,2,0,0,98,2,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,10,1,16,73,10,1,69,20,10,1,4,85,10,2,40,48,10,2,11,77,10,1,13,76,12,2,37,49,63,0,28,6,2,1,14,1,0,3,24,58,14,1,83,2,15,2,13,70,15,0,52,16,7,4,1,5,15,1,41,22,15,6,16,2,27,28,16,11,18,2,3,75,2,20,2,6,70,2,84,0,12,4,31,0,68,1,96,1,3,0,60,1,17,22,89,1,5,5,87,1,12,0,21,2,0,1,8,25,43,21,1,2,0,6,23,47,21,1,22,33,12,11,21,1,2,9,14,53,21,1,9,19,22,28,72,5,21,2,72,8,9,11,72,8,9,11,21,3,22,54,46,0,17,37,86,0,7,0,1,2,0,0,4,64,0,0,3,5,1,0,0,4,2,0,1,6,1,5,4,4,27,2,35,35,0,1,27,0,3,13,18,17,8,11,3,28,4,44,16,8,28,4,21,26,12,7,2,9.206896551724139,12.61625739825073,3.3000000000000003,2.0027758514399734,13.681159420289857,4.8612899329752715,2.257575757575758,0.9166931549468121
BG,BGR,Bulgaria,Plovdiv,2020-12-28,2020-12-24,100,1,10605.462463289101,1,10605.462463289101,36,94,1189689.9577728715,76,1,1,98,0,8,92,1,3,96,1,13,86,1,9,90,1,10,89,1,5,94,2,3,95,1,2,97,1,2,97,1,3,96,1,8,91,2,1,97,1,12,87,99,1,0,0,92,2,3,3,97,0,0,3,87,1,1,11,91,0,2,7,90,1,1,8,95,0,2,3,97,1,2,0,98,1,1,0,98,0,2,0,97,0,2,1,92,0,3,5,99,1,0,0,88,0,7,5,5,1,13,81,87,0,0,13,6,0,30,64,70,0,8,22,92,1,7,0,92,6,2,0,94,0,4,2,0,14,1,1,84,100,0,0,0,0,0,6,1,21,21,18,33,8,8,25,28,31,8,9,31,27,25,8,4,33,24,31,8,9,26,28,29,8,12,7,21,52,0,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,8,3,8,81,8,1,62,29,8,2,7,83,8,2,36,54,8,2,2,88,8,2,9,81,8,0,44,48,56,0,34,6,1,3,8,0,1,2,28,61,8,1,90,1,11,0,7,82,11,0,54,21,4,6,0,4,11,1,30,18,26,14,11,1,22,37,18,11,12,1,9,75,3,15,1,8,74,2,92,0,6,2,38,0,60,2,93,0,5,2,64,0,12,24,98,0,0,2,91,1,8,0,17,2,1,2,10,20,48,17,1,1,4,11,16,50,18,1,23,38,14,6,18,2,0,9,22,49,18,1,7,28,24,22,65,8,17,10,65,11,10,14,65,7,15,13,19,2,29,50,50,0,22,28,79,2,5,1,2,1,1,1,8,50,0,2,9,4,3,1,3,4,7,0,0,1,1,3,1,11,21,1,28,49,0,1,21,0,9,12,16,15,14,11,2,22,3,49,14,12,22,3,13,35,17,9,1,13.703703703703704,15.946581053424817,3.3000000000000003,1.4944341180973264,13.376811594202898,4.899284009140166,2.507042253521127,1.1067744567838267
