ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V2..77,V2.1,V2.2,V2.3,V2a..99,V2a.1,V2a.2,V2a.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V4_6..99,V4_6..77,V4_6.1,V4_6.2,V4_6.3,V5a_1..99,V5a_1..77,V5a_1.0,V5a_1.1,V5a_2..99,V5a_2..77,V5a_2.0,V5a_2.1,V5a_3..99,V5a_3..77,V5a_3.0,V5a_3.1,V5a_4..99,V5a_4..77,V5a_4.0,V5a_4.1,V5a_5..99,V5a_5..77,V5a_5.0,V5a_5.1,V5a_6..99,V5a_6..77,V5a_6.0,V5a_6.1,V5a_7..99,V5a_7..77,V5a_7.0,V5a_7.1,V5a_8..99,V5a_8..77,V5a_8.0,V5a_8.1,V5a_9..99,V5a_9..77,V5a_9.0,V5a_9.1,V5a_10..99,V5b_1..99,V5b_1.0,V5b_1.1,V5b_2..99,V5b_2.0,V5b_2.1,V5b_3..99,V5b_3.0,V5b_3.1,V5b_4..99,V5b_4.0,V5b_4.1,V5b_5..99,V5b_5.0,V5b_5.1,V5b_6..99,V5b_6.0,V5b_6.1,V5b_7..99,V5b_7.0,V5b_7.1,V5b_8..99,V5b_8.0,V5b_8.1,V5b_9..99,V5b_9.0,V5b_9.1,V5b_10..99,V5c_1..99,V5c_1..77,V5c_1.0,V5c_1.1,V5c_2..99,V5c_2..77,V5c_2.0,V5c_2.1,V5c_3..99,V5c_3..77,V5c_3.0,V5c_3.1,V5c_4..99,V5c_4..77,V5c_4.0,V5c_4.1,V5c_5..99,V5c_5..77,V5c_5.0,V5c_5.1,V5c_6..99,V5c_6..77,V5c_6.0,V5c_6.1,V5c_7..99,V5c_7..77,V5c_7.0,V5c_7.1,V5c_8..99,V5c_8..77,V5c_8.0,V5c_8.1,V5c_9..99,V5c_9..77,V5c_9.0,V5c_9.1,V5c_10..99,V5d_1..99,V5d_1.0,V5d_1.1,V5d_2..99,V5d_2.0,V5d_2.1,V5d_3..99,V5d_3.0,V5d_3.1,V5d_4..99,V5d_4.0,V5d_5..99,V5d_5.0,V5d_5.1,V5d_6..99,V5d_6.0,V5d_6.1,V5d_7..99,V5d_7.0,V5d_8..99,V5d_8.0,V5d_9..99,V5d_9.0,V5d_10..99,V6_1..99,V6_1.0,V6_1.1,V6_2..99,V6_2.0,V6_2.1,V6_3..99,V6_3.0,V6_3.1,V6_4..99,V6_4.0,V6_4.1,V6_5..99,V6_5.0,V6_5.1,V6_6..99,V6_6.0,V6_6.1,V6_7..99,V6_7.0,V6_7.1,V9..99,V9..77,V9.1,V9.2,V9.3,V9.4,V10_1..99,V10_1..77,V10_1.0,V10_1.1,V10_2..99,V10_2..77,V10_2.0,V10_2.1,V10_3..99,V10_3..77,V10_3.0,V10_3.1,V10_4..99,V10_4..77,V10_4.0,V10_4.1,V10_5..99,V10_5..77,V10_5.0,V10_5.1,V10_6..99,V10_6..77,V10_6.0,V10_6.1,V10_7..99,V10_7..77,V10_7.0,V10_7.1,V10_8..99,V10_8..77,V10_8.0,V10_8.1,V10_9..99,V10_9..77,V10_9.0,V10_9.1,V10_10..99,V10_10..77,V10_10.0,V10_10.1,V11..99,V11..77,V11.1,V11.2,V12..99,V12..77,V12.1,V12.2,V13..99,V15..99,V16..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9a..99,C12..99,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
CD,COD,Democratic Republic of the Congo,Kinshasa,2021-02-12,2021-02-06,100,5,3048274.935248464,3,1499252.100152059,22,91,58264988.32939403,40,5,6,89,4,11,85,4,5,91,3,26,71,2,9,89,2,17,81,3,4,93,4,5,91,3,7,90,3,8,89,4,6,90,2,13,85,4,5,91,4,10,86,94,2,3,1,89,1,4,6,95,1,2,2,74,1,14,11,91,0,4,5,83,1,6,10,96,0,1,3,95,1,2,2,93,0,4,3,92,1,5,2,94,0,3,3,87,0,7,6,95,1,2,2,90,0,7,3,9,0,13,78,88,0,8,4,11,0,36,53,64,1,17,18,83,0,0,17,0,83,10,6,1,90,0,1,9,0,29,2,14,55,15,0,0,85,0,100,0,0,0,0,100,0,0,0,16,0,15,21,16,32,21,13,15,18,33,100,21,14,21,13,31,21,15,15,13,36,21,13,12,10,44,21,11,26,16,26,71,0,17,12,71,0,21,8,71,0,18,11,71,0,28,1,71,0,19,10,71,0,23,6,71,0,27,2,71,0,25,4,71,0,26,3,0,84,7,9,84,14,2,84,13,3,84,16,0,84,9,7,84,15,1,84,16,0,84,16,0,84,14,2,0,79,0,9,12,79,0,15,6,79,0,21,0,79,0,21,0,79,0,8,13,79,0,18,3,79,0,19,2,79,0,21,0,79,0,17,4,0,100,0,0,100,0,0,100,0,0,100,0,100,0,0,100,0,0,100,0,100,0,100,0,0,86,13,1,86,9,5,86,8,6,86,6,8,86,11,3,86,12,2,86,12,2,23,0,39,18,8,12,23,1,70,6,23,1,75,1,23,1,76,0,23,1,71,5,23,1,66,10,23,1,76,0,23,1,75,1,23,1,74,2,23,1,72,4,23,1,20,56,95,1,0,4,59,1,3,37,0,0,0,89,6,2,3,89,6,1,4,89,2,7,2,89,5,3,3,89,6,2,3,89,4,3,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,24,3,50,23,24,4,44,28,24,7,37,32,24,5,44,27,24,3,33,40,24,3,47,26,27,1,37,35,63,0,19,9,4,5,31,0,5,12,26,26,31,2,62,5,32,2,19,47,32,0,24,33,3,4,1,3,32,1,14,17,16,20,33,0,17,31,13,6,100,100,100,51,2,42,5,58,1,34,7,64,1,29,6,57,2,25,16,67,2,24,7,55,1,38,6,34,0,0,4,13,13,36,34,1,0,6,7,19,33,36,4,29,8,10,13,36,0,17,10,16,21,36,1,30,16,5,12,56,3,31,10,56,9,10,25,56,7,21,16,38,1,35,26,74,1,10,15,90,0,2,1,1,0,0,1,5,56,0,1,5,1,2,1,2,4,2,1,4,3,5,0,4,9,55,0,40,4,0,1,55,0,5,15,7,9,5,4,0,57,1,26,14,2,57,1,7,7,15,10,3,3.1025641025641026,3.1438735058495473,2.2857142857142856,1.2535663410560174,8.694444444444445,7.0379357543629,3.951219512195122,2.6547242748748423
CD,COD,Democratic Republic of the Congo,Kinshasa,2021-02-13,2021-02-08,100,4,2594004.529069286,2,1044981.693972881,18,92,54094364.05048764,39,1,8,91,1,11,88,1,4,95,1,22,77,1,7,92,1,15,84,1,3,96,1,5,94,0,6,94,1,6,93,2,4,94,0,14,86,2,5,93,2,9,89,92,2,4,2,89,1,4,6,96,1,2,1,78,1,11,10,93,0,3,4,85,1,5,9,97,0,1,2,95,1,2,2,94,0,4,2,94,1,3,2,96,0,4,0,86,0,7,7,95,1,2,2,91,0,7,2,8,0,12,80,89,0,6,5,10,0,43,47,57,0,18,25,82,0,0,18,0,82,9,8,1,91,0,1,8,0,28,2,16,54,13,0,0,87,0,100,0,0,0,0,100,0,0,0,15,0,13,19,17,36,23,10,17,17,33,100,23,10,21,13,33,23,12,13,15,37,23,13,12,11,41,23,11,23,15,28,69,0,17,14,69,0,23,8,69,0,21,10,69,0,29,2,69,0,20,11,69,0,24,7,69,0,30,1,69,0,27,4,69,0,29,2,0,83,7,10,83,13,4,83,13,4,83,17,0,83,9,8,83,14,3,83,16,1,83,17,0,83,15,2,0,81,0,9,10,81,0,14,5,81,0,19,0,81,0,19,0,81,0,7,12,81,0,16,3,81,0,17,2,81,0,19,0,81,0,15,4,0,100,0,0,100,0,0,100,0,0,100,0,100,0,0,100,0,0,100,0,100,0,100,0,0,86,12,2,86,9,5,86,8,6,86,5,9,86,10,4,86,10,4,86,13,1,24,0,41,14,9,12,25,1,68,6,25,1,73,1,25,1,74,0,25,1,68,6,25,1,64,10,25,1,74,0,25,1,73,1,25,1,72,2,25,1,70,4,25,1,21,53,95,1,0,4,61,1,3,35,0,0,0,86,6,3,5,86,6,1,7,86,4,5,5,86,5,4,5,86,6,2,6,86,4,3,7,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,26,0,50,24,26,1,45,28,26,4,36,34,26,2,46,26,26,1,31,42,26,2,47,25,28,1,38,33,62,0,20,10,3,5,32,0,5,9,26,28,32,1,64,3,33,2,18,47,33,0,28,26,4,4,2,3,33,1,15,16,15,20,34,1,17,34,8,6,100,100,100,50,3,40,7,56,2,35,7,65,2,27,6,55,3,27,15,69,2,23,6,54,2,37,7,35,0,0,5,13,16,31,35,1,0,7,7,18,32,37,2,28,9,12,12,37,0,14,9,17,23,37,0,28,16,5,14,57,3,30,10,57,9,10,24,57,7,21,15,38,0,39,23,77,1,6,16,95,0,1,1,1,0,0,0,2,57,0,1,5,1,2,0,2,5,1,1,4,4,3,0,4,10,57,0,38,4,0,1,57,0,6,14,8,7,4,4,0,59,1,26,12,2,59,1,4,8,13,11,4,3.27027027027027,3.1854587027847567,1.714285714285714,1.2535663410560174,9.176470588235293,6.820071039509576,4.025,2.674547649268027
CD,COD,Democratic Republic of the Congo,Kinshasa,2021-02-14,2021-02-09,100,4,2594004.529069286,2,1044981.693972881,18,91,49988991.74383056,39,3,9,88,3,11,86,2,3,95,3,24,73,3,10,87,2,19,79,3,4,93,2,7,91,2,6,92,3,7,90,4,6,90,2,18,80,4,5,91,4,11,85,91,2,5,2,89,1,4,6,97,1,2,0,76,1,11,12,90,0,5,5,81,1,9,9,96,0,3,1,93,1,2,4,94,0,4,2,93,1,4,2,94,0,6,0,82,0,9,9,95,1,2,2,89,0,9,2,9,0,12,79,89,0,5,6,10,0,39,51,61,0,19,20,81,0,0,19,0,81,9,9,1,92,0,2,6,0,29,2,19,50,14,0,0,86,0,100,0,0,0,0,100,0,0,0,15,0,13,20,16,36,26,10,14,20,30,100,26,10,24,11,29,26,12,13,15,34,26,13,11,11,39,26,11,21,14,28,69,0,19,12,69,0,25,6,69,0,22,9,69,0,29,2,69,0,20,11,69,0,24,7,69,0,31,0,69,0,27,4,69,0,27,4,0,84,7,9,84,10,6,84,11,5,84,16,0,84,8,8,84,13,3,84,14,2,84,16,0,84,14,2,0,80,0,10,10,80,0,15,5,80,0,19,1,80,0,20,0,80,0,8,12,80,0,15,5,80,0,18,2,80,0,20,0,80,0,16,4,0,100,0,0,100,0,0,100,0,0,100,0,100,0,0,100,0,0,100,0,100,0,100,0,0,85,13,2,85,8,7,85,8,7,85,6,9,85,11,4,85,12,3,85,14,1,27,0,40,11,8,14,28,1,66,5,28,1,70,1,28,1,71,0,28,1,65,6,28,1,59,12,28,1,70,1,28,1,70,1,28,1,70,1,28,1,67,4,28,1,21,50,97,1,0,2,61,1,3,35,0,0,0,83,6,3,8,83,6,1,10,83,4,6,7,83,6,5,6,83,6,2,9,83,5,2,10,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,29,1,49,21,29,2,45,24,29,4,35,32,29,2,47,22,29,1,31,39,29,1,47,23,31,1,37,31,63,0,19,9,3,6,35,0,5,7,25,28,35,1,60,4,36,1,19,44,36,0,26,24,5,4,2,3,36,0,17,14,14,19,37,1,16,31,10,5,100,100,100,51,4,38,7,56,3,34,7,66,3,25,6,54,4,27,15,69,3,22,6,54,3,36,7,37,0,1,5,10,20,27,37,1,0,6,8,16,32,39,1,26,12,12,10,39,0,13,9,16,23,39,0,26,13,8,14,62,2,27,9,62,7,9,22,62,6,17,15,40,0,38,22,78,0,8,14,93,0,2,1,1,0,0,0,3,56,0,1,5,1,3,0,2,6,0,1,4,5,4,0,3,9,58,0,39,2,0,1,58,0,3,14,9,8,3,5,0,60,1,26,11,2,60,1,6,11,12,7,3,3.325,2.9904763362963966,1.625,1.1877349391654208,9.371428571428572,6.979321196917927,3.4615384615384617,2.447836357685721
CD,COD,Democratic Republic of the Congo,Kinshasa,2021-02-15,2021-02-09,100,5,2850367.7797297067,2,1044981.693972881,18,88,48558504.89306921,32,4,9,87,4,12,84,3,3,94,4,22,74,3,11,86,3,20,77,5,4,91,3,6,91,3,6,91,4,6,90,5,5,90,3,19,78,5,5,90,5,11,84,91,3,4,2,88,1,4,7,97,1,2,0,78,1,8,13,89,0,5,6,80,1,9,10,96,0,3,1,94,2,1,3,94,0,4,2,94,1,4,1,95,0,5,0,81,0,8,11,95,1,2,2,89,0,9,2,12,0,11,77,90,0,3,7,13,0,41,46,59,0,19,22,81,0,0,19,0,81,8,10,1,93,0,3,4,0,32,3,20,45,17,0,1,81,1,99,1,0,0,0,99,0,0,1,19,0,11,19,15,36,30,8,15,16,31,100,30,10,24,8,28,30,10,15,13,32,30,11,12,9,38,30,9,19,15,27,69,0,18,13,69,0,24,7,69,0,23,8,69,0,29,2,69,0,20,11,69,0,26,5,69,0,31,0,69,0,27,4,69,0,26,5,0,85,7,8,85,7,8,85,10,5,85,15,0,85,5,10,85,11,4,85,12,3,85,15,0,85,13,2,0,81,0,9,10,81,0,14,5,81,0,18,1,81,0,19,0,81,0,8,11,81,0,15,4,81,0,18,1,81,0,19,0,81,0,14,5,0,99,1,0,99,0,1,99,1,0,99,1,99,1,0,99,1,0,99,1,99,1,99,1,0,86,12,2,86,6,8,86,7,7,86,4,10,86,10,4,86,10,4,86,14,0,30,0,40,13,5,12,31,1,63,5,31,1,67,1,31,1,68,0,31,1,62,6,31,1,57,11,31,1,67,1,31,1,67,1,31,1,67,1,31,1,63,5,31,1,21,47,98,1,0,1,68,1,3,28,0,0,0,82,8,3,7,82,8,1,9,82,6,6,6,82,7,5,6,82,8,2,8,82,7,2,9,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,32,2,43,23,32,2,41,25,32,5,31,32,32,3,43,22,32,2,27,39,32,2,44,22,32,1,36,31,64,0,20,8,1,7,36,2,4,8,23,27,36,1,59,4,39,1,19,41,39,0,27,19,6,4,2,3,39,0,18,15,13,15,41,1,18,28,9,3,100,100,100,57,3,35,5,59,3,31,7,69,2,23,6,57,3,27,13,73,2,21,4,56,3,36,5,41,0,2,5,7,22,23,41,1,0,6,8,13,31,43,1,24,10,13,9,43,0,14,8,14,21,43,0,24,12,9,12,65,1,26,8,65,6,9,20,65,6,14,15,44,0,33,23,77,0,9,14,92,0,3,1,1,0,0,0,3,60,0,1,4,1,2,1,0,7,0,1,1,5,4,0,3,10,65,0,33,1,0,1,65,0,2,13,8,5,3,4,0,67,1,21,10,1,67,1,6,8,10,5,3,3.4864864864864864,3.0241768542275507,1.7500000000000002,1.2817398889233114,7.75,6.55814449819911,3.34375,2.7428425918872867
CD,COD,Democratic Republic of the Congo,Kinshasa,2021-02-16,2021-02-10,100,5,2220517.14641277,1,182032.002020769,14,88,48920808.56934405,31,5,11,84,6,13,81,4,2,94,5,23,72,4,10,86,4,22,74,7,4,89,5,4,91,4,5,91,5,5,90,5,5,90,5,19,76,6,6,88,5,11,84,89,2,5,4,87,1,5,7,98,1,0,1,77,1,7,15,90,0,5,5,78,1,8,13,96,0,2,2,96,1,0,3,95,0,2,3,95,1,3,1,95,0,5,0,81,0,8,11,94,1,3,2,89,0,9,2,12,0,8,80,92,0,3,5,12,0,39,49,61,0,16,23,84,0,1,15,0,84,6,10,0,95,0,2,3,0,28,3,22,47,16,0,2,80,2,98,1,1,0,0,98,0,1,1,19,0,10,21,13,37,31,9,12,17,31,100,31,9,26,6,28,31,10,15,15,29,31,12,11,8,38,31,9,21,11,28,68,0,20,12,68,0,23,9,68,0,24,8,68,0,31,1,68,0,20,12,68,0,27,5,68,0,32,0,68,0,28,4,68,0,27,5,0,87,5,8,87,5,8,87,7,6,87,13,0,87,2,11,87,9,4,87,10,3,87,13,0,87,12,1,0,79,0,10,11,79,0,15,6,79,0,20,1,79,0,21,0,79,0,7,14,79,0,17,4,79,0,19,2,79,0,21,0,79,0,18,3,0,99,1,0,99,0,1,99,1,0,99,1,99,1,0,99,1,0,99,1,99,1,99,1,0,85,14,1,85,6,9,85,7,8,85,3,12,85,12,3,85,11,4,85,15,0,29,0,39,10,8,14,30,1,66,3,30,1,68,1,30,1,69,0,30,1,63,6,30,1,59,10,30,1,68,1,30,1,69,0,30,1,69,0,30,1,66,3,30,1,17,52,98,1,0,1,69,1,3,27,0,0,0,80,11,1,8,80,10,2,8,80,7,8,5,80,10,4,6,80,10,1,9,80,9,2,9,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,31,3,44,22,31,3,41,25,31,6,29,34,31,4,37,28,31,3,25,41,31,3,44,22,32,2,32,34,68,0,17,7,1,7,36,2,2,10,22,28,36,0,61,3,40,0,22,38,40,0,30,15,8,3,2,2,40,0,21,15,9,15,42,1,19,25,10,3,100,100,100,56,3,36,5,59,3,33,5,71,2,23,4,63,3,23,11,75,2,20,3,56,3,36,5,42,0,3,5,5,20,25,42,1,0,6,6,13,32,44,2,26,11,9,8,44,1,15,8,11,21,44,1,23,9,11,12,69,1,23,7,69,6,9,16,69,7,13,11,46,0,34,20,80,0,8,12,93,0,2,1,0,0,1,0,3,59,0,1,4,1,2,1,0,6,0,1,2,4,7,0,2,10,66,0,32,1,0,1,66,0,2,11,9,5,3,4,0,68,1,20,10,1,68,1,6,10,10,3,2,3.85,2.9832867780352594,1.714285714285714,1.3801311186847085,6.269230769230768,4.530410068041896,3.7096774193548385,3.1748338369862945
CD,COD,Democratic Republic of the Congo,Kinshasa,2021-02-17,2021-02-11,100,4,1534242.0981951419,1,927195.9688343408,12,90,49384744.967964604,33,5,10,85,6,11,83,4,1,95,5,27,68,4,9,87,4,20,76,7,6,87,5,4,91,4,4,92,5,4,91,5,5,90,5,18,77,6,5,89,5,11,84,90,1,5,4,89,0,6,5,99,0,0,1,73,0,7,20,91,0,4,5,80,0,9,11,94,0,4,2,96,1,0,3,96,0,2,2,96,0,3,1,95,0,5,0,82,0,8,10,95,0,3,2,89,0,8,3,10,0,9,81,91,0,3,6,10,0,47,43,53,0,18,29,82,0,1,17,0,82,8,10,0,93,0,2,5,0,28,1,24,47,14,1,2,81,2,98,1,1,0,0,98,0,1,1,17,0,11,22,14,36,30,7,11,21,31,100,30,8,26,9,27,30,8,15,17,30,30,11,10,9,40,30,7,21,14,28,68,0,21,11,68,0,23,9,68,0,25,7,68,0,29,3,68,0,22,10,68,0,27,5,68,0,32,0,68,0,28,4,68,0,26,6,0,86,7,7,86,6,8,86,7,7,86,14,0,86,3,11,86,10,4,86,11,3,86,14,0,86,13,1,0,79,0,10,11,79,0,14,7,79,0,20,1,79,0,21,0,79,0,6,15,79,0,16,5,79,0,18,3,79,0,21,0,79,0,19,2,0,99,1,0,99,0,1,99,1,0,99,1,99,1,0,99,1,0,99,1,99,1,99,1,0,85,14,1,85,7,8,85,8,7,85,3,12,85,12,3,85,12,3,85,15,0,28,0,41,8,10,13,29,1,69,1,29,1,70,0,29,1,70,0,29,1,65,5,29,1,62,8,29,1,69,1,29,1,70,0,29,1,70,0,29,1,67,3,29,1,13,57,94,1,0,5,67,1,1,31,0,0,0,78,12,2,8,78,12,2,8,78,7,9,6,78,11,6,5,78,12,1,9,78,10,4,8,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,29,3,46,22,29,4,42,25,29,6,31,34,29,4,40,27,29,3,29,39,29,2,43,26,30,2,35,33,65,0,17,9,1,8,34,2,2,10,21,31,34,0,63,3,38,0,20,42,38,0,36,11,9,3,2,1,38,0,22,13,9,18,39,1,17,25,15,3,100,100,100,54,3,38,5,58,3,34,5,69,2,25,4,60,3,26,11,71,2,23,4,57,3,34,6,41,0,3,5,4,24,23,41,1,0,5,6,16,31,44,1,28,12,7,8,44,1,16,6,11,22,44,1,22,9,11,13,69,1,24,6,69,7,9,15,69,8,12,11,45,0,39,16,84,0,6,10,95,0,2,0,0,0,1,0,2,57,0,1,5,1,3,1,0,5,0,1,3,4,9,0,1,9,64,0,30,4,0,2,64,0,3,14,8,6,3,2,0,66,2,22,9,1,66,2,8,10,8,4,2,4.093023255813954,3.257328393231338,1.25,0.8864052604279183,7.000000000000001,5,3.90625,3.295738940099826
