ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
PRT,Portugal,Leiria,2021-01-04,2021-01-01,100,0,0,0,0,14,96,367029.0732131372,59,1,0,99,0,7,93,1,1,98,1,8,91,1,11,88,1,10,89,1,2,97,1,1,98,1,4,95,1,2,97,1,2,97,0,5,95,2,3,95,2,11,87,100,0,0,0,93,0,3,4,99,0,1,0,92,0,1,7,89,0,4,7,90,0,2,8,98,0,1,1,99,0,1,0,96,0,0,4,98,0,1,1,98,0,2,0,95,0,0,5,97,0,0,3,89,0,4,7,4,0,9,87,94,0,2,4,8,2,31,59,69,0,8,23,92,2,5,1,92,4,4,0,96,0,3,1,18,0,3,79,100,0,0,0,0,0,10,0,42,34,13,1,11,7,37,39,6,11,10,51,27,1,11,7,46,34,2,11,10,39,34,6,11,11,11,38,29,0,97,1,0,2,97,1,1,1,97,1,0,2,97,1,0,2,97,1,0,2,97,1,1,1,92,0,0,8,92,0,0,8,92,0,1,7,92,0,0,8,92,0,1,7,92,0,2,6,92,0,0,8,98,0,0,2,98,0,0,2,98,0,0,2,98,0,1,1,98,0,0,2,12,2,12,74,12,1,49,38,12,3,17,68,12,1,33,54,12,3,2,83,12,3,4,81,13,0,26,61,74,0,21,4,1,0,13,0,0,8,30,49,13,1,86,0,15,1,8,76,15,0,67,10,3,0,2,3,15,0,20,19,37,9,15,1,24,49,8,3,16,0,14,69,1,16,1,14,65,4,88,1,11,0,51,1,48,0,83,1,16,0,67,1,22,10,98,0,1,1,96,1,2,1,16,0,0,0,8,23,53,16,0,0,2,9,22,51,16,2,35,39,7,1,16,0,7,7,31,39,16,0,8,30,23,23,62,3,28,7,62,11,5,22,62,11,13,14,17,0,42,41,59,0,21,20,80,2,4,1,0,0,1,1,11,38,0,3,5,5,8,1,1,2,1,0,0,5,5,3,7,16,39,2,24,35,0,0,39,1,4,10,16,18,8,4,0,40,2,26,13,19,40,1,1,15,25,14,4,2.4827586206896552,1.97521589516496,2.6666666666666665,2.886751345948129,9.56,3.552291585751947,2.543859649122807,1.3372436394982203
PRT,Portugal,Lisboa,2021-01-04,2021-01-03,100,0,0,0,0,34,99,625401.7697743131,49,0,1,99,0,7,93,0,0,100,0,14,86,0,9,91,0,4,96,0,5,95,0,2,98,0,4,96,0,0,100,0,2,98,0,18,82,2,6,92,2,16,82,99,0,0,1,93,0,1,6,100,0,0,0,86,0,1,13,91,0,1,8,96,0,1,3,95,0,1,4,98,0,2,0,96,0,1,3,100,0,0,0,98,0,1,1,82,0,4,14,94,0,1,5,84,0,7,9,1,0,13,86,87,0,5,8,4,1,46,49,54,0,13,33,87,1,12,0,87,5,8,0,95,0,4,1,18,2,7,73,100,0,0,0,0,0,6,0,47,27,14,6,8,7,34,41,10,8,4,56,25,7,8,7,46,31,8,8,9,43,32,8,8,10,19,30,33,0,93,2,3,2,93,3,1,3,93,1,3,3,93,3,2,2,93,3,1,3,93,3,1,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,9,0,17,74,9,0,52,39,9,0,36,55,9,0,33,58,9,0,5,86,9,0,10,81,9,0,29,62,71,0,21,5,2,1,9,1,1,8,30,51,9,0,91,0,11,2,15,72,11,0,74,10,3,0,0,2,11,0,18,22,31,18,11,0,27,50,10,2,11,0,15,72,2,15,2,23,59,1,83,1,16,0,48,2,50,0,64,2,34,0,67,0,23,10,95,0,2,3,90,0,8,2,15,2,1,3,15,18,46,15,1,2,4,17,17,44,15,0,37,41,4,3,15,0,6,12,29,38,15,0,14,19,33,19,67,5,24,4,67,10,6,17,67,9,10,14,18,1,42,39,61,1,23,15,84,5,2,0,0,2,0,1,6,42,1,0,9,0,2,1,6,7,0,0,3,7,6,2,1,13,47,3,16,33,0,1,47,3,7,9,9,10,12,2,1,50,4,31,12,3,50,0,5,20,15,7,3,2.825,1.9200360573537314,2.6153846153846154,1.7577666482623882,10.727272727272727,3.7355783293280647,2.617021276595745,1.4678169458396326
PRT,Portugal,Porto,2021-01-04,2021-01-03,100,0,0,0,0,15,96,412581.3845856167,48,0,1,99,1,7,92,0,4,96,0,7,93,0,8,92,0,3,97,0,4,96,0,2,98,0,2,98,0,0,100,0,8,92,0,9,91,0,3,97,0,11,89,99,0,1,0,93,0,3,4,96,1,2,1,93,1,3,3,92,1,1,6,97,0,1,2,96,0,3,1,98,0,2,0,98,1,0,1,100,0,0,0,92,1,3,4,91,1,3,5,97,1,0,2,89,0,5,6,3,1,8,88,92,0,3,5,3,5,36,56,65,0,6,29,94,1,5,0,94,2,4,0,98,0,2,0,15,2,5,78,100,0,0,0,0,0,4,1,51,35,4,5,9,9,37,42,3,9,8,56,22,5,9,9,52,24,6,9,9,47,29,6,9,12,17,38,24,0,95,0,1,4,95,0,1,4,95,0,2,3,95,0,0,5,95,0,2,3,95,0,1,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,10,1,22,67,10,0,54,36,10,0,30,60,10,0,39,51,10,0,4,86,10,0,13,77,11,0,29,60,71,0,24,5,0,0,13,1,0,6,34,46,13,0,87,0,15,1,11,73,15,0,76,4,1,0,1,3,15,0,9,20,39,17,15,1,30,46,7,1,15,0,25,60,0,18,3,23,55,1,78,0,20,2,46,0,52,2,70,0,29,1,61,0,31,8,96,1,2,1,87,1,10,2,20,1,1,0,8,32,38,20,2,0,2,11,26,39,22,1,43,25,6,3,22,0,6,19,26,27,22,0,13,25,22,18,63,5,22,10,63,10,7,20,63,9,14,14,23,3,37,37,63,0,15,22,88,1,0,0,3,1,0,2,5,51,0,0,4,2,6,2,2,8,1,0,3,4,2,1,2,12,49,0,23,28,0,0,49,0,5,6,14,13,9,3,1,50,2,28,13,7,50,2,4,17,24,2,1,3.074074074074074,2.0367003088692623,2.2,2.7748873851023217,10.368421052631579,3.0705317140704436,2.6808510638297873,1.3205134538063692
PRT,Portugal,Santar<c3><a9>m,2021-01-04,2021-01-01,100,0,0,0,0,17,97,428390.03923744446,64,0,0,100,0,10,90,0,4,96,0,8,92,0,16,84,0,6,94,0,4,96,0,3,97,0,3,97,0,1,99,0,5,95,0,12,88,0,4,96,0,8,92,100,0,0,0,90,0,0,10,96,0,0,4,92,0,3,5,84,0,2,14,94,0,2,4,96,0,1,3,97,0,0,3,97,0,1,2,99,0,0,1,95,0,1,4,88,0,1,11,96,0,1,3,92,0,0,8,3,0,7,90,93,0,2,5,4,1,29,66,71,0,9,20,91,0,9,0,91,4,5,0,96,0,4,0,14,1,5,80,100,0,0,0,0,0,4,0,46,33,10,7,6,4,40,40,10,6,4,64,21,5,6,7,49,31,7,6,6,42,34,12,6,7,19,36,32,0,95,2,1,2,95,2,0,3,95,1,2,2,95,2,0,3,95,2,0,3,95,1,1,3,83,0,0,17,83,0,0,17,83,0,0,17,83,0,0,17,83,1,1,15,83,0,0,17,83,0,0,17,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,7,0,23,70,7,1,44,48,7,1,24,68,7,1,36,56,7,1,2,90,7,1,3,89,7,1,27,65,73,0,24,2,0,1,8,0,0,5,31,56,8,1,91,0,10,0,8,82,10,0,65,19,0,3,0,3,10,0,14,21,34,21,12,1,27,53,5,2,13,0,21,65,1,14,2,17,66,1,77,0,19,4,56,0,43,1,76,0,24,0,64,0,25,11,98,0,1,1,97,0,3,0,15,2,0,0,15,19,49,15,2,0,1,15,17,50,17,0,37,39,5,2,17,0,9,20,26,28,17,0,14,27,27,15,60,4,30,6,60,16,8,16,60,14,12,14,19,2,42,37,63,0,17,20,85,1,4,0,0,1,2,1,6,44,0,0,6,3,6,1,1,4,0,0,4,5,2,3,10,11,32,0,39,29,0,0,32,0,6,14,15,14,12,7,0,35,1,31,20,13,35,1,3,19,30,8,4,2.6,2.3161834733787696,2.6666666666666665,1.8618986725025255,10,3.5265228818715513,2.484375,1.391495569750375
PRT,Portugal,Set<c3><ba>bal,2021-01-04,2021-01-03,100,0,0,0,0,38,93,547486.4770006185,54,0,1,99,0,8,92,0,2,98,0,9,91,0,15,85,0,5,95,0,5,95,0,1,99,0,3,97,0,0,100,0,8,92,0,14,86,0,8,92,0,13,87,99,0,1,0,92,0,1,7,98,0,1,1,91,1,4,4,85,1,3,11,95,0,1,4,95,0,0,5,99,0,0,1,97,0,2,1,100,0,0,0,92,1,3,4,86,0,2,12,92,0,6,2,87,1,4,8,7,0,15,78,86,0,3,11,9,1,24,66,76,0,6,18,94,0,6,0,94,3,3,0,97,0,3,0,16,4,7,73,100,0,0,0,0,0,10,1,42,26,16,5,14,7,38,35,6,14,7,46,28,5,14,9,45,24,8,14,10,41,24,11,14,11,22,31,22,0,93,2,0,5,93,2,0,5,93,2,2,3,93,2,2,3,93,2,1,4,93,2,1,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,14,2,13,71,14,0,48,38,14,0,23,63,14,1,27,58,14,1,2,83,14,1,5,80,14,0,25,61,75,0,18,5,0,2,15,0,0,2,27,56,15,0,85,0,15,0,8,77,15,0,65,16,0,1,0,3,15,0,27,11,30,17,16,1,34,35,13,1,17,0,16,67,0,21,0,19,58,2,87,2,10,1,52,1,47,0,77,1,22,0,73,1,21,5,98,0,2,0,95,0,5,0,22,0,0,2,14,20,42,22,0,1,4,15,19,39,22,0,35,39,3,1,22,0,5,18,18,37,22,0,10,22,21,25,68,3,24,5,68,11,4,17,68,7,14,11,22,0,36,42,58,1,22,19,81,2,3,0,1,2,0,0,11,46,1,1,7,3,4,0,4,3,1,0,1,4,5,5,1,14,43,0,21,36,0,0,43,0,5,10,9,19,8,3,3,44,3,31,14,8,44,2,4,22,18,5,5,2.892857142857143,2.4394790839558764,3.3000000000000003,1.8287822299126937,10.380952380952381,2.91298506650431,2.549019607843137,1.1715583722580123
PRT,Portugal,Viseu,2021-01-04,2021-01-01,100,0,0,0,0,26,96,528384.3972758665,59,0,0,100,0,10,90,0,3,97,0,5,95,0,8,92,0,6,94,0,1,99,0,3,97,0,2,98,1,2,97,0,3,97,0,9,91,0,4,96,0,9,91,100,0,0,0,90,0,2,8,97,0,2,1,95,0,1,4,92,0,1,7,94,0,0,6,99,0,1,0,97,0,1,2,98,0,0,2,98,0,0,2,97,0,0,3,91,0,1,8,96,0,1,3,91,0,3,6,4,0,10,86,91,0,3,6,6,3,33,58,67,1,4,28,96,1,3,0,96,0,4,0,100,0,0,0,14,3,6,77,100,0,0,0,0,0,8,0,40,40,11,1,8,6,36,44,6,8,5,50,35,2,8,8,54,27,3,8,8,45,32,7,8,11,22,33,26,0,94,2,0,4,94,0,2,4,94,0,4,2,94,2,0,4,94,2,0,4,94,0,1,5,70,1,0,29,70,1,0,29,70,2,3,25,70,0,2,28,70,1,3,26,70,1,5,24,70,0,2,28,92,0,0,8,92,1,1,6,92,1,1,6,92,0,2,6,92,1,1,6,9,2,17,72,9,0,53,38,9,3,27,61,9,2,35,54,9,3,0,88,9,3,2,86,9,0,36,55,64,0,23,11,2,0,9,1,0,3,29,58,9,1,90,0,12,0,9,79,12,0,79,4,2,0,0,3,12,0,20,19,28,21,12,2,31,46,8,1,14,0,14,71,1,18,1,13,67,1,83,0,16,1,47,0,52,1,73,1,25,1,65,1,22,12,100,0,0,0,98,0,2,0,18,3,0,2,15,23,39,18,2,1,1,13,28,37,18,1,35,36,8,2,18,0,10,11,28,33,18,0,11,27,25,19,62,5,26,7,62,12,9,17,62,9,12,17,18,1,34,47,53,0,14,33,86,2,3,0,1,0,1,1,6,54,0,1,2,1,9,1,6,4,1,0,1,2,2,2,0,14,37,2,28,33,0,0,37,2,3,16,12,15,6,6,3,39,3,26,12,20,39,2,1,20,25,10,3,3.782608695652174,2.9993411661279947,3.2857142857142856,1.889822365046136,9.542,4.107538614473119,2.5172413793103448,1.1734097758742945
PRT,Portugal,-99,2021-01-13,2021-01-03,100,0,0,0,0,11,91,598836.8496782567,43,2,0,98,1,12,87,1,4,95,2,9,89,2,18,80,1,6,93,2,7,91,2,0,98,1,4,95,0,2,98,2,2,96,0,17,83,2,1,97,1,10,89,100,0,0,0,88,0,2,10,96,0,2,2,91,0,2,7,82,0,1,17,94,0,1,5,93,0,0,7,100,0,0,0,96,0,2,2,98,0,1,1,98,0,1,1,83,0,1,16,99,0,0,1,90,0,2,8,7,2,7,84,94,1,2,3,10,4,28,58,72,1,3,24,97,0,3,0,97,0,3,0,100,0,0,0,18,3,4,75,56,0,0,43,1,0,12,1,42,30,10,5,18,15,39,19,9,18,13,40,23,6,18,12,46,19,5,18,15,39,23,5,18,15,24,19,24,0,97,1,0,2,97,1,0,2,97,1,0,2,97,1,0,2,97,1,0,2,97,1,0,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,21,4,30,45,21,4,46,29,21,6,16,57,21,5,28,46,21,6,1,72,21,6,11,62,23,1,27,49,73,0,17,7,1,2,23,1,0,5,28,43,23,1,76,0,25,1,12,62,25,0,62,10,1,1,0,1,25,1,23,15,19,17,26,7,21,33,11,2,27,0,16,56,1,28,4,11,56,1,70,2,27,1,55,2,42,1,85,0,14,1,72,1,23,4,99,0,1,0,90,2,8,0,29,1,0,4,10,21,35,29,1,0,3,13,18,36,31,1,37,27,3,1,31,1,10,19,17,22,31,0,16,25,16,12,59,6,31,4,59,17,10,14,59,12,21,8,31,2,29,38,62,0,14,24,87,1,4,1,0,0,1,0,6,59,0,1,6,1,3,0,1,3,2,0,2,3,3,2,1,13,56,0,14,29,1,0,56,0,1,8,12,9,7,6,1,56,6,19,12,7,56,2,4,14,17,5,2,3.621212121212121,3.0949310953312814,1.8000000000000003,0.8366600265340757,9.15625,3.9684999603734243,2.5,1.3835771443203715
PRT,Portugal,<c3><89>vora,2021-01-13,2021-01-01,100,0,0,0,0,22,98,318896.4879023792,58,0,0,100,0,11,89,0,0,100,0,9,91,0,15,85,0,8,92,0,6,94,0,2,98,0,4,96,0,2,98,0,2,98,0,15,85,0,3,97,0,13,87,100,0,0,0,89,0,2,9,100,0,0,0,91,0,0,9,85,0,4,11,92,0,0,8,94,0,2,4,98,0,0,2,96,0,0,4,98,0,2,0,98,0,1,1,85,0,0,15,97,0,2,1,87,0,1,12,2,0,13,85,87,0,6,7,2,3,39,56,61,0,11,28,89,0,11,0,89,3,8,0,97,0,3,0,16,0,10,74,54,0,0,46,0,0,2,0,55,31,10,2,6,3,42,43,6,6,4,60,28,2,6,1,62,27,4,6,4,52,32,6,6,3,31,32,28,0,90,3,2,5,90,2,1,7,90,3,1,6,90,3,0,7,90,3,0,7,90,3,0,7,83,1,0,16,83,1,0,16,83,1,0,16,83,0,3,14,83,1,0,16,83,1,0,16,83,1,0,16,97,0,0,3,97,0,0,3,97,0,1,2,97,0,0,3,97,0,1,2,8,1,24,67,8,1,62,29,8,2,27,63,8,2,37,53,8,2,3,87,8,2,2,88,8,0,33,59,67,0,24,5,1,3,9,1,0,6,28,56,9,0,91,0,11,0,11,78,11,0,71,10,2,1,0,5,11,0,20,14,29,26,11,1,27,49,10,2,11,0,23,63,3,12,3,14,68,3,76,0,24,0,38,1,60,1,73,1,26,0,63,0,28,9,97,0,1,2,98,0,2,0,12,1,0,2,16,24,45,12,1,0,2,13,28,44,12,0,49,34,4,1,12,0,10,19,31,28,12,0,17,31,23,17,52,4,31,13,52,10,13,25,52,9,20,19,14,0,44,42,58,0,17,25,84,1,2,0,4,0,1,0,8,40,0,5,3,4,4,0,2,4,3,0,1,3,5,7,1,18,39,1,23,37,0,0,39,0,5,9,21,18,6,1,1,41,2,34,13,10,41,1,2,10,35,7,4,2.425,1.7229595884958366,1.8181818181818181,0.7507571935295483,10.867924528301886,2.752884751625637,2.736842105263158,1.2468004163439668
PRT,Portugal,Aveiro,2021-01-13,2021-01-13,103,0,0,0,0,22,97,509856.8971583852,71,2,0,101,2,8,93,2,1,100,1,12,90,2,18,83,2,7,94,2,6,95,2,4,97,2,1,100,2,2,99,2,2,99,2,15,86,2,5,96,2,14,87,103,0,0,0,95,0,2,6,102,0,0,1,91,0,3,9,85,0,6,12,96,0,1,6,97,0,2,4,99,0,1,3,102,0,0,1,101,0,2,0,101,0,0,2,88,0,3,12,98,0,2,3,89,0,3,11,5,1,10,87,94,0,1,8,6,0,39,58,64,1,10,28,93,4,6,0,93,1,9,0,102,0,1,0,17,1,8,77,7,0,1,94,1,0,10,0,47,24,16,6,12,3,39,41,8,12,2,59,24,6,12,3,60,23,5,12,3,47,32,9,12,7,22,31,31,0,95,1,1,6,95,1,1,6,95,1,1,6,95,1,1,6,95,1,1,6,95,1,0,7,103,0,0,0,103,0,0,0,103,0,0,0,103,0,0,0,103,0,0,0,103,0,0,0,103,0,0,0,103,0,0,0,103,0,0,0,103,0,0,0,103,0,0,0,103,0,0,0,11,4,40,48,11,1,62,29,11,3,36,53,11,2,41,49,11,4,5,83,11,4,5,83,11,0,42,50,61,0,26,10,2,4,11,0,0,5,27,60,11,1,91,0,11,1,15,76,11,0,78,10,0,1,0,3,11,1,21,11,26,33,12,1,34,44,10,2,12,0,16,73,2,13,4,13,71,2,63,0,40,0,41,0,62,0,67,0,36,0,62,0,35,6,98,0,3,2,98,0,4,1,14,0,0,5,17,22,45,14,0,0,7,16,23,43,15,0,58,24,4,2,15,0,12,16,30,30,15,0,22,23,32,11,58,1,36,8,58,10,16,19,58,7,26,12,17,0,39,47,56,0,21,26,84,2,2,1,4,2,1,0,7,45,0,0,6,1,6,3,1,2,7,0,3,8,4,1,1,15,26,2,38,37,0,0,26,1,11,16,18,14,13,3,1,31,5,43,16,8,31,4,6,19,34,5,4,3.1714285714285713,2.560855949341413,2.5,1.4142135623730951,9.810344827586206,3.2360735172168793,2.409090909090909,1.264634610984809
PRT,Portugal,Azores,2021-01-13,2021-01-01,100,0,0,0,0,11,100,395032.8276619674,67,0,0,100,0,5,95,0,3,97,0,14,86,0,12,88,0,6,94,0,4,96,0,3,97,0,2,98,0,0,100,0,6,94,0,15,85,0,4,96,0,13,87,100,0,0,0,95,0,1,4,97,0,1,2,86,1,2,11,88,0,3,9,94,1,1,4,96,0,3,1,97,0,2,1,98,0,1,1,100,0,0,0,94,0,3,3,85,1,5,9,96,0,3,1,87,0,7,6,0,0,5,95,95,0,2,3,1,0,35,64,65,0,14,21,86,0,14,0,86,0,14,0,100,0,0,0,15,1,2,82,54,0,2,44,0,0,3,0,43,31,18,5,5,6,47,37,5,5,5,60,26,4,5,6,48,37,4,5,8,39,36,12,5,10,17,35,33,0,98,0,2,0,98,1,0,1,98,1,1,0,98,1,0,1,98,1,0,1,98,1,1,0,92,1,0,7,92,1,0,7,92,1,0,7,92,0,1,7,92,0,3,5,92,1,2,5,92,1,1,6,96,2,0,2,96,2,1,1,96,2,0,2,96,2,1,1,96,2,0,2,4,0,22,74,4,0,67,29,4,0,28,68,4,0,36,60,4,0,2,94,4,1,4,91,5,0,37,58,63,0,19,13,3,2,5,0,0,7,26,62,5,0,95,0,6,0,12,82,6,0,66,18,2,1,0,7,6,0,16,20,29,29,6,1,42,44,7,0,7,0,20,73,0,8,2,19,71,0,78,0,22,0,33,1,66,0,72,1,26,1,64,1,21,14,98,0,1,1,96,0,4,0,8,0,0,2,13,21,56,8,0,0,3,12,21,56,9,0,50,35,3,3,9,0,11,17,25,38,9,0,12,26,30,23,62,5,26,7,62,11,4,23,62,7,13,18,10,1,57,32,68,0,14,18,87,1,2,0,1,1,0,0,8,30,0,2,6,5,10,2,1,5,1,0,1,6,8,5,3,15,31,0,45,24,0,0,31,0,4,9,18,15,12,8,3,33,1,30,21,15,33,1,2,10,27,18,9,2.8125,1.8567661794532155,7.000000000000001,0,10.339285714285714,3.391308600816803,2.609375,1.2550493255341837
