ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V2.1,V2.2,V2.3,V2a..99,V2a..77,V2a.1,V2a.2,V2a.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V4_6..99,V4_6..77,V4_6.1,V4_6.2,V4_6.3,V5a_1..99,V5a_1..77,V5a_1.0,V5a_1.1,V5a_2..99,V5a_2..77,V5a_2.0,V5a_2.1,V5a_3..99,V5a_3..77,V5a_3.0,V5a_3.1,V5a_4..99,V5a_4..77,V5a_4.0,V5a_4.1,V5a_5..99,V5a_5..77,V5a_5.0,V5a_5.1,V5a_6..99,V5a_6..77,V5a_6.0,V5a_6.1,V5a_7..99,V5a_7..77,V5a_7.0,V5a_7.1,V5a_8..99,V5a_8..77,V5a_8.0,V5a_8.1,V5a_9..99,V5a_9..77,V5a_9.0,V5a_9.1,V5a_10..99,V5b_1..99,V5b_1..77,V5b_1.0,V5b_1.1,V5b_2..99,V5b_2..77,V5b_2.0,V5b_2.1,V5b_3..99,V5b_3..77,V5b_3.0,V5b_3.1,V5b_4..99,V5b_4..77,V5b_4.0,V5b_4.1,V5b_5..99,V5b_5..77,V5b_5.0,V5b_5.1,V5b_6..99,V5b_6..77,V5b_6.0,V5b_6.1,V5b_7..99,V5b_7..77,V5b_7.0,V5b_7.1,V5b_8..99,V5b_8..77,V5b_8.0,V5b_8.1,V5b_9..99,V5b_9..77,V5b_9.0,V5b_9.1,V5b_10..99,V5c_1..99,V5c_1..77,V5c_1.0,V5c_1.1,V5c_2..99,V5c_2..77,V5c_2.0,V5c_2.1,V5c_3..99,V5c_3..77,V5c_3.0,V5c_3.1,V5c_4..99,V5c_4..77,V5c_4.0,V5c_4.1,V5c_5..99,V5c_5..77,V5c_5.0,V5c_5.1,V5c_6..99,V5c_6..77,V5c_6.0,V5c_6.1,V5c_7..99,V5c_7..77,V5c_7.0,V5c_7.1,V5c_8..99,V5c_8..77,V5c_8.0,V5c_8.1,V5c_9..99,V5c_9..77,V5c_9.0,V5c_9.1,V5c_10..99,V5d_1..99,V5d_1.0,V5d_1.1,V5d_2..99,V5d_2.0,V5d_2.1,V5d_3..99,V5d_3.0,V5d_4..99,V5d_4.0,V5d_5..99,V5d_5.0,V5d_5.1,V5d_6..99,V5d_6.0,V5d_6.1,V5d_7..99,V5d_7.0,V5d_7.1,V5d_8..99,V5d_8.0,V5d_9..99,V5d_9.0,V5d_9.1,V5d_10..99,V6_1..99,V6_1..77,V6_1.0,V6_1.1,V6_2..99,V6_2..77,V6_2.0,V6_2.1,V6_3..99,V6_3..77,V6_3.0,V6_3.1,V6_4..99,V6_4..77,V6_4.0,V6_4.1,V6_5..99,V6_5..77,V6_5.0,V6_5.1,V6_6..99,V6_6..77,V6_6.0,V6_6.1,V6_7..99,V6_7..77,V6_7.0,V6_7.1,V9..99,V9..77,V9.1,V9.2,V9.3,V9.4,V10_1..99,V10_1..77,V10_1.0,V10_1.1,V10_2..99,V10_2..77,V10_2.0,V10_2.1,V10_3..99,V10_3..77,V10_3.0,V10_3.1,V10_4..99,V10_4..77,V10_4.0,V10_4.1,V10_5..99,V10_5..77,V10_5.0,V10_5.1,V10_6..99,V10_6..77,V10_6.0,V10_6.1,V10_7..99,V10_7..77,V10_7.0,V10_7.1,V10_8..99,V10_8..77,V10_8.0,V10_8.1,V10_9..99,V10_9..77,V10_9.0,V10_9.1,V10_10..99,V10_10..77,V10_10.0,V10_10.1,V11..99,V11..77,V11.1,V11.2,V12..99,V12..77,V12.1,V12.2,V13..99,V15..99,V16..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9a..99,C9a..77,C9a.1,C9a.2,C9a.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
ET,ETH,Ethiopia,Addis Abeba,2021-02-08,2021-02-07,100,1,140255.912765667,0,0,47,95,49904452.79188358,60,2,2,96,2,6,92,2,1,97,3,5,92,2,16,82,3,5,92,2,8,90,2,4,94,3,2,95,2,5,93,1,8,91,2,12,86,3,5,92,2,12,86,98,0,1,1,94,0,4,2,99,0,1,0,95,0,2,3,84,1,8,7,95,0,3,2,92,0,5,3,96,0,3,1,98,0,2,0,95,0,5,0,92,0,5,3,88,1,9,2,95,0,3,2,88,0,9,3,5,0,22,73,78,0,13,9,5,0,43,52,57,2,9,32,91,1,6,2,91,0,7,2,0,93,1,6,0,16,1,27,56,5,1,1,90,3,99,0,0,1,99,0,0,0,1,6,1,46,23,16,8,9,9,34,19,29,100,9,9,51,10,21,9,8,50,14,19,9,10,16,11,54,9,5,66,9,11,92,0,6,2,92,0,6,2,92,0,4,4,92,0,7,1,92,0,6,2,92,0,8,0,92,0,7,1,92,0,7,1,92,0,8,0,0,84,0,10,6,84,0,11,5,84,0,11,5,84,0,14,2,84,0,9,7,84,0,10,6,84,0,15,1,84,0,14,2,84,0,15,1,0,77,0,15,8,77,0,19,4,77,0,23,0,77,0,23,0,77,0,13,10,77,0,13,10,77,0,20,3,77,0,22,1,77,0,22,1,0,99,1,0,99,0,1,99,1,99,1,99,1,0,99,1,0,99,1,0,99,1,99,1,0,0,91,0,9,0,91,0,8,1,91,0,7,2,91,0,5,4,91,0,6,3,91,0,5,4,91,0,7,2,11,2,31,26,13,17,13,2,80,5,13,2,82,3,13,2,84,1,13,2,81,4,13,2,72,13,13,2,79,6,13,2,83,2,13,2,81,4,13,2,81,4,13,2,24,61,88,1,0,11,40,0,5,55,0,0,0,73,6,10,11,73,10,2,15,73,7,6,14,73,8,10,9,73,10,3,14,73,10,1,16,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,15,8,40,37,15,9,45,31,15,11,47,27,15,13,45,27,15,12,26,47,15,9,37,39,16,0,44,40,56,0,26,13,2,3,19,1,0,13,30,37,19,1,79,1,23,0,15,62,23,0,51,14,8,3,0,1,23,0,18,16,26,17,23,0,18,41,15,3,100,25,0,3,69,3,27,1,0,68,4,61,1,34,4,56,2,36,6,54,2,34,10,55,2,22,21,74,1,17,8,63,0,33,4,28,1,2,1,7,11,50,28,1,1,3,8,19,40,32,3,22,30,6,7,32,2,5,11,11,39,32,2,7,16,11,32,77,2,18,3,77,6,9,8,77,8,9,6,32,2,42,24,76,0,12,12,91,0,2,1,0,0,0,0,6,49,0,0,3,5,5,0,1,5,2,0,2,9,2,0,4,13,37,6,51,6,0,0,37,2,3,19,24,10,4,0,1,40,2,54,2,2,40,2,19,16,10,9,4,3.3448275862068964,2.7028538101813466,2.1904761904761907,1.3273676061682242,13.406779661016948,6.153548581125272,3.1206896551724137,2.1931119139042248
ET,ETH,Ethiopia,Addis Abeba,2021-02-09,2021-02-08,100,0,0,0,0,47,93,48604469.654677495,57,1,0,99,1,7,92,1,2,97,2,3,95,1,17,82,1,3,96,1,3,96,1,5,94,2,4,94,1,3,96,1,4,95,1,6,93,2,5,93,1,18,81,100,0,0,0,93,0,5,2,98,1,1,0,97,0,1,2,83,2,9,6,97,0,1,2,97,0,2,1,95,0,3,2,96,1,2,1,97,1,1,1,96,0,2,2,94,1,4,1,95,1,3,1,82,1,10,7,6,1,22,71,78,0,11,11,6,1,50,43,50,0,11,39,89,2,7,2,89,0,8,3,0,92,1,7,0,19,0,22,59,10,0,1,83,6,99,0,0,1,99,0,0,0,1,11,1,41,19,12,16,17,6,30,24,23,100,17,3,39,19,22,17,6,36,21,20,17,6,12,15,50,17,4,55,9,15,84,0,9,7,84,0,12,4,84,0,12,4,84,0,16,0,84,0,14,2,84,0,15,1,84,0,15,1,84,0,11,5,84,0,12,4,0,88,0,6,6,88,0,9,3,88,0,8,4,88,0,10,2,88,0,7,5,88,0,9,3,88,0,12,0,88,0,11,1,88,0,11,1,0,81,0,11,8,81,0,13,6,81,0,17,2,81,0,18,1,81,0,9,10,81,0,16,3,81,0,18,1,81,0,17,2,81,0,18,1,0,99,1,0,99,0,1,99,1,99,1,99,1,0,99,1,0,99,1,0,99,1,99,1,0,0,90,0,9,1,90,0,8,2,90,0,6,4,90,0,8,2,90,0,9,1,90,0,7,3,90,0,7,3,19,2,40,18,7,14,20,3,74,3,20,3,76,1,20,3,76,1,20,3,71,6,20,3,66,11,20,3,74,3,20,3,75,2,20,3,74,3,20,3,73,4,20,3,24,53,88,1,0,11,43,0,9,48,0,0,0,78,4,9,9,78,6,4,12,78,5,6,11,78,5,7,10,78,5,7,10,78,4,3,15,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,21,1,41,37,21,1,45,33,21,1,52,26,21,4,41,34,21,4,30,45,21,4,33,42,23,0,36,41,64,0,21,9,1,5,25,0,0,13,28,34,25,0,73,2,27,0,9,64,27,0,46,18,5,3,0,1,27,1,20,11,27,14,27,0,20,31,16,6,100,27,0,4,66,3,29,1,4,61,5,60,0,35,5,57,1,35,7,50,1,40,9,60,1,23,16,71,0,22,7,68,1,28,3,30,1,2,2,13,13,39,30,2,2,1,14,15,36,36,1,18,22,11,12,36,1,5,10,15,33,36,1,9,14,11,29,77,0,19,4,77,3,13,7,77,3,10,10,37,3,40,20,80,0,7,13,94,0,2,2,0,0,0,0,2,54,0,0,3,5,4,0,0,4,4,0,1,11,5,1,2,6,41,3,46,10,0,0,41,2,7,16,23,5,5,0,1,43,1,51,3,2,43,1,14,18,12,9,3,3.5624999999999996,2.7700879222100863,2.1363636363636362,1.1668212637211672,14.12280701754386,5.997232026522726,3.109090909090909,1.8224193044445403
ET,ETH,Ethiopia,Addis Abeba,2021-02-10,2021-02-09,100,1,89784.53988136571,1,89784.53988136571,59,93,45389387.74057968,62,2,3,95,2,6,92,1,2,97,2,8,90,2,12,86,2,6,92,2,5,93,1,6,93,2,7,91,2,4,94,1,6,93,1,14,85,3,6,91,2,17,81,97,0,1,2,94,0,4,2,98,2,0,0,92,0,2,6,88,1,6,5,94,0,3,3,95,0,2,3,94,0,4,2,93,1,3,3,96,1,1,2,94,1,3,2,86,2,6,6,94,1,3,2,83,1,7,9,6,1,25,68,76,0,18,6,7,1,41,51,59,0,8,33,92,0,8,0,92,0,3,5,0,97,1,2,0,17,1,32,50,11,0,1,84,4,99,0,0,1,99,0,0,0,1,12,0,37,23,11,17,16,6,33,22,23,100,16,4,36,23,21,16,5,36,21,22,16,7,12,12,53,16,5,53,11,15,83,0,10,7,83,0,14,3,83,0,11,6,83,0,14,3,83,0,15,2,83,0,13,4,83,0,16,1,83,0,14,3,83,0,13,4,0,89,0,4,7,89,0,9,2,89,0,9,2,89,0,11,0,89,0,5,6,89,0,7,4,89,0,11,0,89,0,11,0,89,0,11,0,0,77,0,13,10,77,0,15,8,77,0,19,4,77,0,22,1,77,0,15,8,77,0,19,4,77,0,21,2,77,0,21,2,77,0,21,2,0,99,1,0,99,1,0,99,1,99,1,99,0,1,99,0,1,99,0,1,99,1,99,1,0,0,88,0,10,2,88,0,9,3,88,0,7,5,88,0,8,4,88,0,10,2,88,0,9,3,88,0,10,2,16,1,31,21,16,15,17,5,76,2,17,5,76,2,17,5,77,1,17,5,72,6,17,5,72,6,17,5,76,2,17,5,76,2,17,5,76,2,17,5,74,4,17,5,18,60,83,1,1,15,38,0,8,54,0,0,0,68,8,12,12,68,10,6,16,68,9,10,13,68,9,10,13,68,10,8,14,68,9,7,16,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,19,6,44,31,19,5,53,23,19,4,57,20,19,4,46,31,19,3,36,42,19,2,42,37,20,1,46,33,54,0,22,14,3,7,24,0,1,13,35,27,24,0,74,2,25,0,11,64,25,0,41,23,5,4,2,0,25,0,15,10,30,20,25,0,14,26,28,7,100,26,0,1,71,2,26,0,3,67,4,56,0,37,7,48,0,45,7,44,0,41,15,55,0,31,14,65,0,26,9,59,1,36,4,28,0,0,4,15,17,36,28,2,0,2,16,21,31,31,1,16,24,15,13,31,1,5,8,16,39,31,0,9,17,12,31,74,1,21,4,74,5,13,8,74,4,13,9,32,1,42,25,75,0,10,15,92,1,3,2,0,1,0,1,0,50,0,0,4,5,5,0,1,5,5,0,1,6,8,1,2,7,36,1,46,17,0,0,36,0,8,23,21,9,3,0,0,37,1,54,5,3,37,2,26,17,10,6,2,3.7647058823529407,2.9752394711810073,2.619047619047619,1.9098740920854043,14.065573770491802,5.81626699426994,2.9833333333333334,1.7514320210313004
ET,ETH,Ethiopia,Addis Abeba,2021-02-11,2021-02-09,100,1,89784.53988136571,1,89784.53988136571,67,97,45752621.5726336,66,3,3,94,3,8,89,3,1,96,3,13,84,3,13,84,3,12,85,3,10,87,2,7,91,3,5,92,3,5,92,2,9,89,3,20,77,4,7,89,2,19,79,97,0,1,2,92,0,4,4,99,1,0,0,87,0,4,9,87,0,6,7,88,0,6,6,90,0,6,4,93,0,5,2,95,0,2,3,95,0,3,2,91,1,4,4,80,1,8,11,93,0,4,3,81,0,10,9,3,0,31,66,71,0,22,7,5,0,33,62,67,0,7,26,93,0,6,1,93,0,2,5,0,98,0,2,0,12,3,38,47,5,0,1,91,3,99,0,0,1,99,0,0,0,1,6,0,42,29,11,12,10,6,36,20,28,100,10,6,46,24,14,10,4,47,18,21,10,7,10,10,63,10,5,62,10,13,88,0,8,4,88,0,10,2,88,0,8,4,88,0,8,4,88,0,10,2,88,0,9,3,88,0,11,1,88,0,11,1,88,0,10,2,0,89,0,6,5,89,0,9,2,89,0,9,2,89,0,11,0,89,0,4,7,89,0,8,3,89,0,11,0,89,0,11,0,89,0,11,0,0,72,0,15,13,72,0,20,8,72,0,26,2,72,0,27,1,72,0,20,8,72,0,21,7,72,0,23,5,72,0,28,0,72,0,24,4,0,99,1,0,99,1,0,99,1,99,1,99,0,1,99,0,1,99,0,1,99,1,99,1,0,0,92,0,7,1,92,0,6,2,92,0,3,5,92,0,5,3,92,0,7,1,92,0,6,2,92,0,8,0,10,0,29,26,24,11,12,4,78,6,12,4,78,6,12,4,80,4,12,4,79,5,12,4,79,5,12,4,80,4,12,4,79,5,12,4,80,4,12,4,79,5,12,4,20,64,79,1,1,19,34,0,5,61,0,0,0,62,12,13,13,62,12,5,21,62,12,12,14,62,9,12,17,62,14,5,19,62,13,7,18,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,14,8,51,27,14,7,56,23,14,7,58,21,14,5,51,30,14,5,35,46,14,3,50,33,14,1,55,30,45,0,29,17,4,5,18,0,3,10,42,27,18,1,78,3,21,1,15,63,21,0,40,31,4,1,2,1,21,0,8,13,35,23,21,0,9,30,34,6,100,23,0,0,70,7,23,0,3,72,2,49,0,47,4,44,0,49,7,42,0,44,14,49,0,39,12,65,0,25,10,50,0,47,3,24,0,0,6,16,17,37,24,1,1,7,11,20,36,27,1,23,28,12,9,27,1,5,8,18,41,27,0,7,21,17,28,72,3,19,6,72,8,7,13,72,6,14,8,28,0,43,29,71,0,12,17,90,1,4,1,0,1,0,1,2,48,0,0,3,2,9,0,3,8,5,0,2,4,5,1,3,7,33,1,46,20,0,0,33,0,8,30,19,8,2,0,0,33,2,56,6,3,33,2,26,15,12,4,8,3.558139534883721,3.216788738725354,2.5652173913043477,2.252797996765189,13.333333333333334,5.664838521990365,2.984126984126984,1.699070557042438
ET,ETH,Ethiopia,Oromia,2021-02-11,2021-02-06,100,2,564558.881058484,1,162202.48646148198,62,89,41858487.7164414,56,9,3,88,10,9,81,8,5,87,8,8,84,10,8,82,11,10,79,7,9,84,9,7,84,10,0,90,7,9,84,8,9,83,9,13,78,9,6,85,9,9,82,97,0,2,1,91,0,6,3,95,0,3,2,92,2,2,4,92,0,6,2,90,0,6,4,91,1,5,3,93,0,4,3,100,0,0,0,91,1,3,5,91,2,3,4,87,2,6,5,94,1,4,1,91,2,5,2,11,0,25,64,76,0,12,12,12,0,29,59,71,0,8,21,92,2,4,2,92,1,1,5,1,99,1,0,0,20,1,26,53,15,0,1,77,7,99,1,0,0,99,0,0,1,0,16,0,51,13,11,9,18,12,23,24,23,100,18,4,54,8,16,18,8,42,15,17,18,10,8,12,52,18,7,56,7,12,91,0,7,2,91,0,8,1,91,0,8,1,91,0,9,0,91,0,5,4,91,0,8,1,91,0,8,1,91,0,4,5,91,0,7,2,0,89,0,5,6,89,0,10,1,89,0,11,0,89,0,11,0,89,0,5,6,89,0,10,1,89,0,9,2,89,0,8,3,89,0,11,0,0,87,0,10,3,87,0,10,3,87,0,12,1,87,0,13,0,87,0,10,3,87,0,9,4,87,0,11,2,87,0,13,0,87,0,13,0,0,100,0,0,100,0,0,100,0,100,0,100,0,0,100,0,0,100,0,0,100,0,100,0,0,0,98,0,2,0,98,0,2,0,98,0,1,1,98,0,0,2,98,0,2,0,98,0,2,0,98,0,2,0,20,0,23,21,25,11,22,1,67,10,22,1,69,8,22,1,72,5,22,1,73,4,22,1,69,8,22,1,69,8,22,1,73,4,22,1,71,6,22,1,71,6,22,1,24,53,94,0,1,5,42,2,1,55,0,0,0,75,5,16,4,75,11,3,11,75,10,5,10,75,10,2,13,75,10,4,11,75,11,2,12,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,26,5,48,21,26,6,40,28,26,2,54,18,26,5,34,35,26,3,39,32,26,5,38,31,26,0,32,42,68,0,11,12,5,4,27,1,0,11,35,26,27,1,65,7,30,0,25,45,30,0,25,19,17,3,5,1,30,0,17,12,21,20,30,0,20,25,19,6,100,31,0,2,58,9,33,1,2,56,8,52,4,35,9,60,5,27,8,46,6,35,13,66,5,18,11,61,4,27,8,62,3,28,7,34,0,1,4,14,10,37,34,0,0,3,11,12,40,35,3,17,23,8,14,35,0,10,16,14,25,35,0,18,14,11,22,69,0,27,4,69,9,13,9,69,6,15,10,38,1,42,19,81,0,5,14,96,0,1,1,0,1,0,0,1,54,0,1,0,3,11,0,3,17,2,0,1,4,1,1,0,2,41,1,52,6,0,0,41,1,6,29,17,5,0,0,1,42,0,16,37,5,42,0,31,12,7,3,5,2.9285714285714284,1.884214571184649,2.6818181818181817,1.2105238392398414,14.50909090909091,5.626895490583849,3.272727272727273,1.957460045990679
ET,ETH,Ethiopia,Addis Abeba,2021-02-12,2021-02-11,100,3,946624.0196791992,0,0,63,96,34040708.80300209,72,3,4,93,3,13,84,6,3,91,5,12,83,4,12,84,5,15,80,4,14,82,3,5,92,3,6,91,3,7,90,4,13,83,6,19,75,5,11,84,3,21,76,96,0,2,2,87,0,5,8,97,1,0,2,88,1,5,6,88,0,8,4,85,1,9,5,86,1,10,3,95,1,3,1,94,0,2,4,93,0,6,1,87,1,7,5,81,1,8,10,89,1,8,2,79,1,12,8,4,0,30,66,70,0,22,8,4,0,42,54,58,1,10,31,90,0,8,2,90,0,4,5,1,96,1,3,0,15,1,28,56,6,1,0,89,4,100,0,0,0,100,0,0,0,0,6,0,46,24,13,11,10,8,33,20,29,100,10,2,51,21,16,10,5,39,24,22,10,8,11,10,61,10,5,65,10,10,90,0,9,1,90,0,8,2,90,0,8,2,90,0,10,0,90,0,7,3,90,0,9,1,90,0,9,1,90,0,9,1,90,0,7,3,0,87,0,7,6,87,0,8,5,87,0,11,2,87,0,13,0,87,0,7,6,87,0,8,5,87,0,13,0,87,0,12,1,87,0,13,0,0,78,0,12,10,78,0,16,6,78,0,21,1,78,0,21,1,78,0,15,7,78,0,12,10,78,0,17,5,78,0,22,0,78,0,20,2,0,100,0,0,100,0,0,100,0,100,0,100,0,0,100,0,0,100,0,0,100,0,100,0,0,0,95,0,4,1,95,0,4,1,95,0,3,2,95,0,4,1,95,0,3,2,95,0,3,2,95,0,3,2,12,1,33,20,25,9,15,1,80,4,15,1,79,5,15,1,82,2,15,1,81,3,15,1,77,7,15,1,80,4,15,1,82,2,15,1,83,1,15,1,79,5,15,1,22,62,82,0,0,18,28,0,6,66,0,0,0,73,9,11,7,73,12,5,10,73,10,11,6,73,11,5,11,73,12,5,10,73,12,7,8,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,15,6,50,29,15,6,62,17,15,8,58,19,15,4,57,24,15,9,33,43,15,8,43,34,16,0,52,32,48,0,27,12,7,6,17,1,1,5,45,31,17,1,79,3,19,2,20,59,19,0,43,27,6,2,2,1,19,0,9,15,31,26,20,0,12,33,29,6,100,21,0,1,71,7,21,0,1,77,1,50,1,43,6,38,0,52,10,42,1,48,9,43,0,39,18,67,1,26,6,57,1,39,3,22,1,0,3,15,16,43,22,1,0,5,17,14,41,24,1,21,30,12,12,24,0,3,10,21,42,24,0,5,20,22,29,75,4,17,4,75,10,7,8,75,7,11,7,24,1,52,23,77,0,7,16,93,0,3,0,0,0,0,0,4,42,0,0,3,2,5,0,8,8,4,0,1,10,1,0,3,13,28,2,54,16,0,0,28,0,8,31,23,6,3,1,0,28,2,63,5,2,28,0,23,21,14,6,8,3.560975609756098,3.194125705790278,2.269230769230769,1.638479595422349,13.833333333333334,5.579035850901214,2.746268656716418,1.4703461103786903
