ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V2.1,V2.2,V2.3,V2a..99,V2a.1,V2a.2,V2a.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V4_6..99,V4_6..77,V4_6.1,V4_6.2,V4_6.3,V5a_1..99,V5a_1.0,V5a_1.1,V5a_2..99,V5a_2.0,V5a_2.1,V5a_3..99,V5a_3.0,V5a_3.1,V5a_4..99,V5a_4.0,V5a_4.1,V5a_5..99,V5a_5.0,V5a_5.1,V5a_6..99,V5a_6.0,V5a_6.1,V5a_7..99,V5a_7.0,V5a_7.1,V5a_8..99,V5a_8.0,V5a_8.1,V5a_9..99,V5a_9.0,V5a_9.1,V5a_10..99,V5b_1..99,V5b_1.0,V5b_1.1,V5b_2..99,V5b_2.0,V5b_2.1,V5b_3..99,V5b_3.0,V5b_3.1,V5b_4..99,V5b_4.0,V5b_4.1,V5b_5..99,V5b_5.0,V5b_5.1,V5b_6..99,V5b_6.0,V5b_6.1,V5b_7..99,V5b_7.0,V5b_7.1,V5b_8..99,V5b_8.0,V5b_8.1,V5b_9..99,V5b_9.0,V5b_9.1,V5b_10..99,V5c_1..99,V5c_1..77,V5c_1.0,V5c_1.1,V5c_2..99,V5c_2..77,V5c_2.0,V5c_2.1,V5c_3..99,V5c_3..77,V5c_3.0,V5c_3.1,V5c_4..99,V5c_4..77,V5c_4.0,V5c_4.1,V5c_5..99,V5c_5..77,V5c_5.0,V5c_5.1,V5c_6..99,V5c_6..77,V5c_6.0,V5c_6.1,V5c_7..99,V5c_7..77,V5c_7.0,V5c_7.1,V5c_8..99,V5c_8..77,V5c_8.0,V5c_8.1,V5c_9..99,V5c_9..77,V5c_9.0,V5c_9.1,V5c_10..99,V5d_1..99,V5d_1.0,V5d_2..99,V5d_2.0,V5d_3..99,V5d_3.0,V5d_4..99,V5d_4.1,V5d_5..99,V5d_5.0,V5d_6..99,V5d_6.0,V5d_7..99,V5d_7.0,V5d_8..99,V5d_8.0,V5d_9..99,V5d_9.0,V5d_10..99,V6_1..99,V6_1..77,V6_1.0,V6_1.1,V6_2..99,V6_2..77,V6_2.0,V6_2.1,V6_3..99,V6_3..77,V6_3.0,V6_3.1,V6_4..99,V6_4..77,V6_4.0,V6_4.1,V6_5..99,V6_5..77,V6_5.0,V6_5.1,V6_6..99,V6_6..77,V6_6.0,V6_6.1,V6_7..99,V6_7..77,V6_7.0,V6_7.1,V9..99,V9..77,V9.1,V9.2,V9.3,V9.4,V10_1..99,V10_1..77,V10_1.0,V10_1.1,V10_2..99,V10_2..77,V10_2.0,V10_2.1,V10_3..99,V10_3..77,V10_3.0,V10_3.1,V10_4..99,V10_4..77,V10_4.0,V10_4.1,V10_5..99,V10_5..77,V10_5.0,V10_5.1,V10_6..99,V10_6..77,V10_6.0,V10_6.1,V10_7..99,V10_7..77,V10_7.0,V10_7.1,V10_8..99,V10_8..77,V10_8.0,V10_8.1,V10_9..99,V10_9..77,V10_9.0,V10_9.1,V10_10..99,V10_10..77,V10_10.0,V10_10.1,V11..99,V11..77,V11.1,V11.2,V12..99,V12..77,V12.1,V12.2,V13..99,V15..99,V16..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.2,B13_2..99,B13_2..77,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9a..99,C9a..77,C9a.1,C9a.2,C9a.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
BA,BIH,Bosnia and Herzegovina,Federacija Bosna i Hercegovina,2021-02-07,2021-02-06,100,1,11782.5395462448,1,11782.5395462448,43,95,2006156.4973496206,72,4,1,95,4,13,83,3,4,93,2,19,79,1,15,84,3,8,89,2,3,95,2,7,91,4,3,93,5,1,94,3,2,95,4,17,79,4,3,93,4,17,79,99,0,1,0,87,0,5,8,96,0,4,0,81,0,9,10,85,1,6,8,92,1,2,5,97,1,1,1,93,1,4,2,97,0,2,1,99,0,1,0,98,0,0,2,83,1,7,9,97,0,0,3,83,1,8,8,5,0,17,78,83,0,7,10,5,2,37,56,63,0,3,34,97,0,3,0,97,1,2,99,1,0,0,10,1,7,82,5,1,0,93,1,100,0,0,0,100,0,0,0,7,1,23,28,26,15,13,7,17,38,25,100,13,6,31,25,25,13,7,13,32,35,13,10,4,16,57,13,6,39,28,14,85,7,8,85,12,3,85,12,3,85,12,3,85,12,3,85,14,1,85,15,0,85,13,2,85,12,3,0,75,15,10,75,19,6,75,19,6,75,23,2,75,13,12,75,19,6,75,25,0,75,24,1,75,22,3,0,74,0,13,13,74,0,19,7,74,0,25,1,74,0,24,2,74,0,15,11,74,0,14,12,74,0,26,0,74,0,26,0,74,0,21,5,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,0,90,0,7,3,90,0,6,4,90,0,3,7,90,0,7,3,90,0,3,7,90,0,7,3,90,0,10,0,14,2,24,21,20,19,14,3,76,7,14,3,77,6,14,3,82,1,14,3,77,6,14,3,62,21,14,3,78,5,14,3,77,6,14,3,78,5,14,3,73,10,14,3,36,47,60,0,2,38,27,0,38,35,0,0,0,93,5,1,1,93,4,0,3,93,2,4,1,93,3,1,3,93,5,0,2,93,5,0,2,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,16,8,19,57,16,10,56,18,16,7,48,29,16,7,52,25,16,8,19,57,16,11,10,63,16,0,55,29,45,0,36,12,1,6,16,0,0,4,23,57,16,0,84,0,18,2,20,60,18,0,25,24,10,13,9,1,18,1,20,14,24,23,19,2,6,27,21,25,100,20,1,3,73,3,20,0,2,77,1,81,1,12,6,44,1,47,8,52,1,31,16,48,1,21,30,81,0,8,11,90,1,6,3,20,0,2,5,7,23,43,20,0,2,8,5,18,47,21,1,18,33,15,12,21,0,4,7,19,49,21,0,9,21,17,32,70,1,23,6,70,9,9,12,70,8,12,10,22,0,47,31,69,12,19,88,3,2,1,2,0,0,0,4,41,1,1,6,2,7,0,2,5,1,0,0,3,3,4,2,22,23,0,35,40,1,1,23,0,10,15,19,17,7,9,0,26,2,38,17,17,26,1,16,22,26,6,3,3.4857142857142858,3.128346947166945,3.6000000000000005,1.6465452046971294,13.986486486486486,3.1426942600487964,2.1857142857142855,1.4674522646642796
BA,BIH,Bosnia and Herzegovina,Federacija Bosna i Hercegovina,2021-02-08,2021-02-07,100,1,16288.370327521101,1,16288.370327521101,33,95,2208018.416742175,73,5,3,92,4,8,88,4,4,92,3,18,79,3,15,82,3,9,88,3,5,92,3,5,92,4,1,95,4,3,93,3,5,92,4,15,81,4,5,91,4,14,82,97,0,2,1,92,0,5,3,96,0,4,0,82,0,9,9,85,1,6,8,91,1,3,5,95,1,2,2,95,1,4,0,99,0,1,0,97,0,3,0,95,0,2,3,85,2,5,8,95,0,1,4,86,1,7,6,5,0,16,79,84,0,8,8,7,2,36,55,64,0,3,33,97,1,2,0,97,0,3,100,0,0,0,12,0,4,84,7,2,0,90,1,100,0,0,0,100,0,0,0,7,0,27,27,23,16,10,7,24,34,25,100,10,9,30,25,26,10,12,18,22,38,10,12,8,13,57,10,11,38,26,15,84,9,7,84,12,4,84,9,7,84,14,2,84,14,2,84,15,1,84,15,1,84,14,2,84,12,4,0,77,11,12,77,17,6,77,17,6,77,21,2,77,16,7,77,18,5,77,22,1,77,22,1,77,23,0,0,73,0,12,15,73,0,20,7,73,0,26,1,73,0,26,1,73,0,13,14,73,0,16,11,73,0,27,0,73,0,26,1,73,0,24,3,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,0,86,0,9,5,86,0,10,4,86,0,6,8,86,0,10,4,86,0,6,8,86,0,9,5,86,0,14,0,11,5,25,23,19,17,12,2,85,1,12,2,79,7,12,2,82,4,12,2,83,3,12,2,71,15,12,2,82,4,12,2,80,6,12,2,79,7,12,2,76,10,12,2,32,54,66,0,1,33,26,0,42,32,0,0,0,96,3,0,1,96,2,1,1,96,0,4,0,96,2,1,1,96,3,0,1,96,3,0,1,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,14,5,24,57,14,7,59,20,14,4,45,37,14,6,50,30,14,7,21,58,14,5,12,69,14,1,51,34,49,0,29,9,8,5,14,0,1,6,27,52,14,0,85,1,15,2,24,59,15,0,27,16,13,15,9,5,15,1,24,19,20,21,15,4,7,26,19,29,100,18,0,3,75,4,18,0,5,74,3,76,0,17,7,41,1,52,6,55,1,24,20,50,1,18,31,79,0,10,11,88,1,7,4,19,1,2,2,5,22,49,19,0,2,5,4,22,48,20,1,22,33,11,13,20,0,5,8,21,46,20,0,13,20,18,29,67,2,23,8,67,10,7,16,67,7,18,8,21,1,51,27,73,12,15,88,2,0,2,0,2,2,0,4,38,1,3,3,3,2,0,3,7,3,0,1,5,3,3,3,22,24,1,41,33,1,0,24,0,13,14,19,14,11,4,1,26,4,38,15,17,26,3,20,22,23,3,3,3.378787878787879,3.1648220305174326,2.7,0.6749485577105528,13.338028169014086,3.492619409848762,2.1594202898550723,1.3462714131324196
BA,BIH,Bosnia and Herzegovina,Federacija Bosna i Hercegovina,2021-02-09,2021-02-08,100,0,0,0,0,28,95,2339955.7578622904,72,1,1,98,1,6,93,2,5,93,2,18,80,2,19,79,1,9,90,1,7,92,2,4,94,1,2,97,2,4,94,2,2,96,1,20,79,3,2,95,2,14,84,99,0,1,0,94,0,3,3,95,0,3,2,82,0,9,9,81,0,7,12,91,0,5,4,93,0,2,5,96,0,3,1,98,0,1,1,96,0,3,1,98,0,2,0,80,0,4,16,98,0,0,2,86,0,6,8,5,0,15,80,85,0,5,10,7,2,38,53,62,1,8,29,92,3,5,0,92,1,7,99,1,0,0,18,1,6,75,7,3,0,90,0,100,0,0,0,100,0,0,0,8,0,31,22,22,17,10,9,30,34,17,100,10,11,34,23,22,10,15,20,25,30,10,15,8,16,51,10,12,38,24,16,83,10,7,83,11,6,83,9,8,83,15,2,83,14,3,83,15,2,83,17,0,83,17,0,83,14,3,0,78,13,9,78,18,4,78,16,6,78,21,1,78,16,6,78,15,7,78,19,3,78,22,0,78,20,2,0,78,0,15,7,78,0,16,6,78,0,21,1,78,0,21,1,78,0,14,8,78,0,12,10,78,0,21,1,78,0,21,1,78,0,21,1,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,0,85,1,11,3,85,1,11,3,85,1,10,4,85,1,12,2,85,1,7,7,85,1,11,3,85,1,13,1,10,4,15,23,21,27,11,3,85,1,11,3,84,2,11,3,83,3,11,3,85,1,11,3,74,12,11,3,82,4,11,3,80,6,11,3,80,6,11,3,76,10,11,3,29,57,65,0,2,33,27,0,34,39,0,0,0,94,4,1,1,94,2,2,2,94,0,6,0,94,3,1,2,94,4,0,2,94,4,1,1,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,14,3,29,54,14,2,65,19,14,3,49,34,14,0,57,29,14,3,23,60,14,3,12,71,14,0,52,34,48,0,26,11,10,5,14,2,0,6,27,51,14,2,83,1,14,0,18,68,14,0,22,18,17,17,9,3,14,0,23,16,23,24,14,4,9,23,24,26,100,16,1,3,79,1,16,0,5,76,3,71,0,20,9,35,0,57,8,51,0,24,25,43,0,22,35,77,0,12,11,88,0,8,4,17,0,0,2,10,26,45,17,0,0,5,5,26,47,17,1,19,37,12,14,17,0,3,7,20,53,17,0,15,16,19,33,69,2,22,7,69,6,7,18,69,3,19,9,17,1,53,29,71,14,15,87,1,2,2,0,1,3,1,3,36,0,3,2,2,6,0,3,4,8,0,2,7,1,1,2,23,24,2,39,35,0,0,24,1,10,21,18,15,6,4,1,27,5,32,16,20,27,4,17,23,19,8,2,3.5125,2.8944852516112207,2.4444444444444446,0.7264831572567789,13.383561643835618,4.131955875941876,2.3636363636363638,1.3659188357052061
BA,BIH,Bosnia and Herzegovina,Repuplika Srpska,2021-02-09,2021-02-06,100,0,0,0,0,65,99,1763321.1847931722,73,0,0,100,0,10,90,0,4,96,0,16,84,0,11,89,0,8,92,1,9,90,0,5,95,0,2,98,1,1,98,0,3,97,0,12,88,0,1,99,0,14,86,100,0,0,0,90,1,4,5,96,0,3,1,84,1,6,9,89,0,2,9,92,1,3,4,91,0,5,4,95,1,3,1,98,0,0,2,99,0,1,0,97,1,0,2,88,1,4,7,99,0,0,1,86,2,3,9,1,0,31,68,69,1,8,22,1,1,37,61,63,0,5,32,95,0,5,0,95,4,1,97,2,1,0,7,2,8,83,3,0,2,94,1,98,1,0,1,98,0,2,0,6,0,23,31,24,16,10,13,24,35,18,100,10,10,26,29,25,10,13,18,33,26,10,14,3,22,51,10,7,40,32,11,84,8,8,84,13,3,84,12,4,84,16,0,84,12,4,84,12,4,84,15,1,84,14,2,84,13,3,0,76,15,9,76,19,5,76,18,6,76,24,0,76,11,13,76,13,11,76,24,0,76,24,0,76,23,1,0,69,2,17,12,69,2,22,7,69,2,28,1,69,2,28,1,69,2,12,17,69,2,15,14,69,2,24,5,69,2,29,0,69,2,24,5,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,0,89,0,10,1,89,0,10,1,89,0,7,4,89,0,10,1,89,0,7,4,89,0,11,0,89,0,6,5,9,1,24,12,25,29,10,0,89,1,10,0,89,1,10,0,88,2,10,0,86,4,10,0,75,15,10,0,87,3,10,0,87,3,10,0,86,4,10,0,74,16,10,0,33,57,56,0,0,44,26,0,29,45,0,0,0,93,3,0,4,93,2,0,5,93,3,1,3,93,3,0,4,93,3,0,4,93,3,0,4,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,12,9,19,60,12,5,54,29,12,9,42,37,12,5,61,22,12,8,13,67,12,14,10,64,14,0,55,31,45,0,36,10,2,7,14,0,0,6,28,52,14,0,86,0,16,0,14,70,16,0,23,31,15,8,5,2,16,1,18,18,21,26,16,1,5,32,29,17,100,16,1,9,74,0,18,0,2,75,5,81,0,16,3,47,0,49,4,59,1,24,16,40,2,30,28,87,1,7,5,90,1,8,1,19,0,0,2,4,22,53,19,0,0,3,1,21,56,21,0,17,35,14,13,21,0,3,9,22,45,21,0,11,20,30,18,70,4,24,2,70,12,5,13,70,12,7,11,22,0,50,28,72,10,18,91,0,2,0,0,2,0,1,4,42,0,1,5,3,4,3,4,5,5,0,4,3,6,2,0,13,24,1,32,42,0,1,24,0,9,18,25,14,9,1,0,25,5,42,18,10,25,1,14,28,21,11,0,2.8125,2.4683480174975068,2.269230769230769,1.457606045752893,13.078947368421053,4.518888234642785,2.8059701492537314,1.5099549057098527
BA,BIH,Bosnia and Herzegovina,Federacija Bosna i Hercegovina,2021-02-10,2021-02-09,100,0,0,0,0,32,98,2173109.9647203046,78,1,0,99,0,6,94,1,6,93,1,19,80,1,21,78,1,8,91,0,6,94,2,3,95,1,2,97,1,2,97,2,6,92,1,19,80,2,0,98,1,13,86,100,0,0,0,94,0,4,2,94,0,2,4,81,0,9,10,79,0,8,13,92,0,4,4,94,0,2,4,97,0,1,2,98,0,1,1,98,0,2,0,94,0,3,3,81,0,4,15,100,0,0,0,87,0,2,11,2,0,16,82,84,0,5,11,2,0,37,61,63,1,7,29,93,4,3,0,93,1,6,99,1,0,0,10,2,5,83,2,1,0,97,0,100,0,0,0,100,0,0,0,4,1,35,30,17,13,6,10,34,40,10,100,6,8,44,26,16,6,13,30,30,21,6,15,7,20,52,6,6,48,29,11,87,8,5,87,8,5,87,8,5,87,12,1,87,12,1,87,12,1,87,13,0,87,11,2,87,12,1,0,83,9,8,83,13,4,83,12,5,83,17,0,83,9,8,83,12,5,83,14,3,83,16,1,83,15,2,0,71,1,16,12,71,1,20,8,71,1,27,1,71,1,25,3,71,1,19,9,71,1,18,10,71,1,26,2,71,1,27,1,71,1,25,3,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,0,89,0,10,1,89,0,9,2,89,0,7,4,89,0,9,2,89,0,5,6,89,0,9,2,89,0,10,1,7,3,17,20,27,26,7,3,85,5,7,3,87,3,7,3,90,0,7,3,89,1,7,3,76,14,7,3,86,4,7,3,86,4,7,3,88,2,7,3,82,8,7,3,28,62,52,0,1,47,22,0,32,46,0,0,0,95,2,0,3,95,3,1,1,95,1,4,0,95,3,0,2,95,2,1,2,95,3,1,1,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,9,6,30,55,9,3,63,25,9,5,50,36,9,6,56,29,9,6,17,68,9,6,13,72,9,0,54,37,46,0,33,12,3,6,9,1,0,6,26,58,9,2,88,1,12,0,14,74,12,0,27,27,12,10,10,2,12,0,21,15,25,27,12,3,14,29,20,22,100,13,2,3,82,0,13,0,3,82,2,70,0,20,10,37,1,50,12,50,0,30,20,44,0,24,32,83,0,6,11,87,0,9,4,13,0,1,2,8,36,40,13,0,1,3,8,29,46,14,0,15,38,16,17,14,0,0,8,21,57,14,1,9,21,22,33,70,5,19,6,70,11,8,11,70,8,15,7,14,1,53,32,68,11,21,90,0,1,1,0,0,2,1,5,39,0,3,4,3,7,1,2,5,4,0,4,7,3,1,1,16,19,5,31,45,0,0,19,2,8,15,20,24,5,6,1,22,3,42,15,18,22,2,15,35,21,3,2,3.3777777777777773,2.2891928796857726,2.3333333333333335,1.6696942198734437,13.532467532467532,4.137709815269718,2.2933333333333334,1.1829113573211136
BA,BIH,Bosnia and Herzegovina,Repuplika Srpska,2021-02-10,2021-02-07,100,0,0,0,0,64,98,1965125.0949274967,72,0,0,100,0,9,91,0,4,96,0,16,84,0,14,86,0,6,94,0,9,91,0,3,97,0,2,98,0,3,97,0,4,96,0,15,85,0,1,99,0,14,86,100,0,0,0,91,2,2,5,96,0,3,1,84,2,5,9,86,1,2,11,94,2,2,2,91,1,4,4,97,1,1,1,98,0,1,1,97,1,2,0,96,2,1,1,85,2,4,9,99,1,0,0,86,1,3,10,2,0,33,65,68,2,8,22,3,2,31,64,69,0,6,25,94,1,5,0,94,4,2,96,2,1,1,11,2,9,78,4,0,1,94,1,99,0,0,1,99,0,1,0,5,0,25,27,27,16,8,13,25,33,21,100,8,11,29,28,24,8,12,19,33,28,8,14,2,21,55,8,6,41,30,15,84,9,7,84,13,3,84,9,7,84,16,0,84,15,1,84,11,5,84,16,0,84,14,2,84,14,2,0,73,18,9,73,21,6,73,21,6,73,27,0,73,12,15,73,15,12,73,27,0,73,27,0,73,27,0,0,73,1,15,11,73,1,18,8,73,1,25,1,73,1,24,2,73,1,15,11,73,1,12,14,73,1,23,3,73,1,26,0,73,1,21,5,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,0,86,0,11,3,86,0,13,1,86,0,7,7,86,0,13,1,86,0,9,5,86,0,13,1,86,0,10,4,7,2,25,13,24,29,7,0,93,0,7,0,92,1,7,0,91,2,7,0,89,4,7,0,79,14,7,0,90,3,7,0,90,3,7,0,89,4,7,0,77,16,7,0,31,62,57,0,0,43,27,0,31,42,0,0,0,92,4,0,4,92,3,1,4,92,4,1,3,92,4,0,4,92,4,0,4,92,4,0,4,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,10,12,20,58,10,5,57,28,10,9,39,42,10,9,52,29,10,10,13,67,10,15,6,69,12,0,50,38,50,0,33,8,2,7,12,0,0,3,32,53,12,0,88,0,14,0,11,75,14,0,29,29,12,10,4,2,14,0,27,18,20,21,15,2,7,34,27,15,100,15,1,8,76,0,17,0,3,73,7,80,0,15,5,44,0,50,6,62,1,23,14,49,2,28,21,87,1,7,5,94,1,5,0,18,0,0,2,3,23,54,18,0,0,3,2,25,52,20,0,20,33,13,14,20,0,4,11,17,48,20,0,19,20,21,20,62,2,34,2,62,16,7,15,62,16,12,10,22,0,48,30,70,14,16,87,0,3,0,2,1,1,1,5,39,0,3,8,3,6,2,3,2,6,0,6,3,4,2,1,12,24,1,33,41,0,1,24,0,8,18,21,15,10,4,0,26,5,38,23,8,26,2,17,28,20,7,0,3.085714285714286,2.8009602195069645,2.3043478260869565,1.3959285801180925,12.947368421052632,4.236019316424656,2.625,1.419814430083388
