ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
CR,CRI,Costa Rica,Lim<c3><b3>n,2020-12-25,2020-12-21,100,2,20077.86379958588,0,0,48,93,1031650.0188395059,61,2,5,93,1,10,89,3,2,95,1,13,86,2,18,80,2,10,88,2,11,87,3,4,93,2,4,94,2,2,96,2,9,89,1,23,76,2,2,96,2,19,79,95,0,2,3,90,1,5,4,98,0,1,1,87,0,8,5,83,0,8,9,90,0,5,5,89,0,8,3,96,1,3,0,96,0,3,1,98,0,2,0,91,1,7,1,77,1,13,9,98,0,2,0,81,1,11,7,7,0,25,68,77,0,9,14,9,0,13,78,87,0,1,12,99,0,1,0,99,0,1,100,0,0,0,10,2,9,79,100,0,0,0,0,10,1,48,27,6,8,18,6,38,22,16,18,6,51,13,12,18,7,49,12,14,18,5,50,13,14,18,5,18,19,40,91,1,3,5,91,3,2,4,91,2,1,6,91,4,1,4,91,3,2,4,91,3,3,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,20,0,19,61,20,0,53,27,20,0,22,58,20,0,34,46,20,0,13,67,20,1,23,56,20,0,30,50,70,0,23,6,1,0,20,0,0,9,18,53,20,0,80,0,21,0,10,69,21,0,59,9,1,2,0,8,21,1,19,22,23,14,21,0,30,37,9,3,21,0,19,52,8,23,3,22,41,11,81,0,18,1,47,0,52,1,78,0,21,1,66,0,20,14,87,0,12,1,77,0,22,1,23,0,1,4,6,14,52,23,0,2,4,10,15,46,24,0,41,20,7,8,24,0,12,16,19,29,24,0,20,29,12,15,52,3,42,3,52,14,13,21,52,14,15,19,27,1,36,36,64,0,10,26,91,0,3,0,0,1,0,0,5,55,0,8,2,2,7,2,1,2,1,0,2,3,0,3,2,10,37,2,27,34,0,0,37,0,12,13,14,9,12,3,0,38,3,14,22,23,38,1,12,26,13,7,3,3.1219512195121952,2.1118134618287137,2.210526315789474,1.548438186920437,10.542372881355933,4.800581983031185,3.0338983050847457,1.7116850106508306
CR,CRI,Costa Rica,Puntarenas,2020-12-25,2020-12-22,100,0,0,0,0,38,90,1715773.4869347818,65,1,1,98,2,9,89,2,3,95,2,12,86,2,13,85,2,11,87,1,4,95,2,3,95,2,4,94,0,2,98,2,5,93,2,13,85,2,4,94,2,10,88,99,0,1,0,91,0,5,4,97,0,2,1,88,0,7,5,87,1,7,5,89,0,3,8,96,0,2,2,97,0,2,1,96,0,3,1,98,0,1,1,95,0,3,2,87,0,6,7,96,0,2,2,90,0,6,4,9,1,16,74,84,0,5,11,10,3,9,78,91,0,0,9,100,0,0,0,100,0,0,100,0,0,0,13,2,4,81,100,0,0,0,0,10,0,47,27,7,9,12,6,43,22,17,12,6,54,15,13,12,2,52,18,16,12,6,46,20,16,12,7,14,25,42,96,0,3,1,96,1,1,2,96,1,0,3,96,1,1,2,96,1,1,2,96,1,1,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,13,1,26,60,13,1,55,31,13,3,30,54,13,1,42,44,13,3,8,76,13,2,15,70,14,0,43,43,57,1,27,7,5,3,18,0,0,4,21,57,18,2,80,0,18,0,14,68,18,1,68,10,3,0,0,0,18,1,21,31,17,12,19,1,31,34,11,4,19,0,20,51,10,21,0,28,42,9,74,1,24,1,45,0,54,1,70,0,30,0,58,0,30,12,92,1,4,3,85,0,15,0,21,0,0,3,8,20,48,21,0,3,3,8,22,43,22,1,30,28,11,8,22,2,12,11,18,35,22,2,22,15,18,21,64,2,30,4,64,14,8,14,64,12,13,11,25,0,38,37,63,0,18,19,83,3,3,0,1,3,0,1,6,45,0,8,1,1,7,1,1,2,1,0,4,3,2,3,2,19,32,0,30,36,0,2,32,0,11,16,18,12,7,4,0,34,1,14,20,31,34,1,11,29,19,5,1,2.5,1.9531550923607717,2.6923076923076925,1.8432134703923735,11.761194029850746,5.234181225191351,2.953125,1.4521979783259473
CR,CRI,Costa Rica,San Jos<c3><a9>,2020-12-25,2020-12-25,166,0,0,0,0,38,159,618318.1818206696,129,2,1,163,2,24,140,2,4,160,1,21,144,1,33,132,1,20,145,1,22,143,2,4,160,3,7,156,2,3,161,3,7,156,1,33,132,1,4,161,1,26,139,165,0,1,0,142,1,13,10,162,0,4,0,145,3,9,9,133,3,14,16,146,2,5,13,144,2,7,13,162,1,3,0,159,0,5,2,163,1,2,0,159,0,2,5,133,3,11,19,162,1,1,2,140,2,16,8,6,1,20,139,147,0,3,16,8,1,27,130,139,1,5,21,161,3,2,0,161,1,4,165,1,0,0,15,3,16,132,166,0,0,0,0,10,1,96,38,11,10,16,9,86,36,19,16,10,106,22,12,16,13,95,28,14,16,11,94,30,15,16,14,35,27,74,151,3,4,8,151,3,3,9,151,2,4,9,151,2,3,10,151,3,1,11,151,3,2,10,166,0,0,0,166,0,0,0,166,0,0,0,166,0,0,0,166,0,0,0,166,0,0,0,166,0,0,0,166,0,0,0,166,0,0,0,166,0,0,0,166,0,0,0,166,0,0,0,18,3,50,95,18,2,98,48,18,4,55,89,18,2,81,65,18,3,18,127,18,3,28,117,20,1,87,58,79,0,58,23,4,2,21,2,1,7,45,90,21,2,143,0,23,3,23,117,23,0,126,9,2,1,1,4,23,0,23,53,46,21,24,0,51,75,14,2,24,0,41,87,14,27,1,61,70,7,118,0,47,1,70,0,96,0,113,0,52,1,87,0,56,23,149,0,10,7,138,0,28,0,28,1,2,6,13,24,92,28,0,5,8,13,26,86,28,1,57,56,13,11,28,0,21,23,29,65,28,0,34,33,31,40,99,4,51,12,99,18,14,35,99,16,19,32,28,0,74,64,102,0,21,43,146,2,1,0,2,1,1,2,11,73,0,4,6,6,5,1,6,10,0,1,7,9,2,1,6,29,35,3,63,64,0,1,35,0,16,38,29,24,10,12,2,37,3,88,23,15,37,1,22,46,44,12,4,2.863013698630137,2.0703936051788068,2.125,1.408308678285174,12.524793388429751,6.038712348833641,2.8888888888888893,1.5295605759679987
CR,CRI,Costa Rica,-99,2020-12-26,2020-12-23,100,2,17346.159096716772,1,14558.9714668257,11,83,732637.9957132607,42,9,2,89,7,5,88,7,5,88,9,10,81,9,8,83,5,14,81,11,8,81,9,3,88,8,4,88,11,2,87,8,3,89,7,17,76,9,4,87,9,9,82,98,0,2,0,95,1,2,2,95,2,1,2,90,2,3,5,92,1,3,4,86,3,7,4,92,2,2,4,97,1,0,2,96,0,3,1,98,1,1,0,97,1,1,1,83,3,6,8,96,1,3,0,91,2,4,3,15,2,8,75,94,0,1,5,19,4,7,70,93,2,0,5,100,0,0,0,100,0,0,100,0,0,0,25,8,4,63,100,0,0,0,0,24,0,44,17,11,4,28,12,37,17,6,28,17,41,9,5,28,15,39,11,7,28,16,39,11,6,28,20,13,12,27,97,2,0,1,97,2,1,0,97,2,1,0,97,1,0,2,97,2,0,1,97,1,1,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,31,4,19,46,31,3,40,26,31,6,22,41,31,3,35,31,31,6,9,54,31,4,19,46,33,0,31,36,69,0,18,7,2,4,33,2,0,7,18,40,33,1,66,0,35,2,9,54,35,1,56,2,0,1,0,5,35,0,20,23,9,13,35,0,32,21,8,4,35,0,30,32,3,37,0,37,22,4,82,1,14,3,61,1,35,3,79,1,20,0,66,1,23,10,91,0,6,3,81,1,17,1,38,1,1,1,6,13,40,38,0,1,2,7,14,38,40,0,29,17,3,11,40,0,8,15,16,21,40,0,17,18,10,15,66,2,26,6,66,9,11,14,66,6,12,16,44,0,21,35,65,0,12,23,88,1,1,1,0,0,0,3,6,67,0,3,4,3,0,0,2,5,1,0,2,1,0,1,1,10,57,0,15,28,0,0,57,0,4,8,7,11,8,4,1,58,2,19,15,6,58,2,6,14,14,6,0,1.5294117647058822,1.2307338795828044,2.5,0.7071067811865476,10.575,5.705991003614826,3.1315789473684212,1.6303051054456354
CR,CRI,Costa Rica,Alajuela,2020-12-26,2020-12-26,106,1,4281.380461717949,0,0,44,95,576870.0994256512,75,0,2,104,1,16,89,0,4,102,0,9,97,1,21,84,1,13,92,0,10,96,1,3,102,0,5,101,0,1,105,0,7,99,1,20,85,1,4,101,0,16,90,104,0,2,0,90,0,8,8,102,0,2,2,97,1,5,3,85,1,8,12,93,1,5,7,96,0,5,5,103,0,0,3,101,0,4,1,105,0,1,0,99,1,4,2,86,0,7,13,102,1,2,1,90,1,9,6,11,0,16,79,91,0,3,12,13,4,14,75,92,1,3,10,103,2,1,0,103,2,1,104,0,2,0,22,2,9,73,106,0,0,0,0,15,1,49,23,8,10,15,3,45,25,18,15,3,63,20,5,15,1,59,19,12,15,1,61,21,8,15,2,14,17,58,98,2,4,2,98,3,2,3,98,3,3,2,98,3,2,3,98,2,2,4,98,3,0,5,106,0,0,0,106,0,0,0,106,0,0,0,106,0,0,0,106,0,0,0,106,0,0,0,106,0,0,0,106,0,0,0,106,0,0,0,106,0,0,0,106,0,0,0,106,0,0,0,15,1,18,72,15,2,55,34,15,2,26,63,15,1,49,41,15,1,17,73,15,1,21,69,15,0,42,49,64,0,33,6,3,0,16,1,0,4,19,66,16,1,89,0,16,0,19,71,16,0,78,9,1,1,0,1,16,0,19,28,33,10,17,1,36,41,7,4,17,1,27,55,6,18,1,39,42,6,88,1,15,2,51,0,54,1,80,0,26,0,57,0,26,23,89,0,11,6,85,0,21,0,18,1,2,3,6,12,64,18,1,2,3,8,17,57,19,2,39,31,8,7,19,0,14,13,24,36,19,0,26,25,17,19,55,3,41,7,55,11,18,22,55,9,18,24,21,0,35,50,56,0,18,32,90,0,2,0,4,2,0,0,8,57,0,2,4,1,3,0,1,1,5,0,5,8,2,2,1,14,31,0,33,42,0,0,31,0,11,16,21,14,9,4,0,31,1,27,27,20,31,1,9,26,31,8,0,2.5675675675675675,1.7084843923544981,2.8666666666666667,1.995232412766087,11.871428571428572,5.439846088432881,3.108108108108108,1.2667244736966776
CR,CRI,Costa Rica,Cartago,2020-12-26,2020-12-25,100,1,7699.00736291718,1,7699.00736291718,28,93,650053.4796166032,70,0,1,99,0,7,93,0,3,97,0,18,82,0,17,83,0,11,89,0,9,91,0,4,96,0,5,95,0,0,100,0,8,92,0,18,82,0,7,93,0,7,93,99,1,0,0,93,2,3,2,97,1,2,0,82,1,10,7,83,2,5,10,89,1,5,5,91,1,3,5,96,2,1,1,95,1,2,2,100,0,0,0,92,1,5,2,82,1,5,12,93,1,3,3,93,0,6,1,7,0,11,82,90,0,3,7,9,0,8,83,92,2,3,3,97,1,2,0,97,1,2,99,1,0,0,14,1,8,77,100,0,0,0,0,9,0,65,16,7,3,14,4,55,23,4,14,2,68,12,4,14,6,57,16,7,14,4,64,12,6,14,8,19,27,32,92,3,2,3,92,3,2,3,92,1,5,2,92,3,1,4,92,3,2,3,92,3,1,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,15,2,33,50,15,1,55,29,15,3,29,53,15,1,48,36,15,2,9,74,15,1,22,62,16,0,50,34,50,0,28,11,10,1,19,0,0,6,26,49,19,0,81,0,19,0,14,67,19,0,75,5,0,0,0,1,19,0,13,19,37,12,19,0,32,38,6,5,20,0,21,51,8,21,0,27,43,9,67,1,30,2,45,2,53,0,71,0,28,1,52,1,27,20,91,0,7,2,78,1,19,2,22,0,3,3,5,17,50,22,0,4,6,3,11,54,22,0,41,29,4,4,22,0,9,19,20,30,22,0,19,29,19,11,52,2,39,7,52,6,18,24,52,6,21,21,22,1,44,33,67,1,15,17,86,1,5,0,2,0,1,0,5,42,0,3,5,1,4,2,5,5,1,0,7,1,4,4,2,14,29,1,37,32,1,0,29,0,13,18,18,13,5,2,2,30,1,37,20,12,30,0,5,18,28,16,3,2.65,1.687814548082208,3.125,1.9594095320493148,11.194029850746269,5.349139851472438,3.681159420289855,1.5949622310039415
CR,CRI,Costa Rica,Guanacaste,2020-12-26,2020-12-22,100,1,4767.3621604521895,0,0,29,93,823247.7347610038,69,2,2,96,2,8,90,1,4,95,3,8,89,2,22,76,0,9,91,2,13,85,2,3,95,1,7,92,2,4,94,2,4,94,2,20,78,2,3,95,0,15,85,98,0,1,1,92,0,2,6,96,1,2,1,92,0,3,5,78,0,11,11,91,1,4,4,87,1,5,7,97,0,2,1,93,1,2,4,96,0,3,1,96,0,2,2,80,0,8,12,97,0,0,3,85,1,7,7,6,1,16,77,84,0,3,13,6,0,11,83,89,0,3,8,97,3,0,0,97,1,2,99,1,0,0,9,0,10,81,100,0,0,0,0,6,0,48,28,10,8,7,7,50,25,11,7,5,64,15,9,7,7,54,18,14,7,7,50,22,14,7,8,19,22,44,90,4,2,4,90,4,2,4,90,2,2,6,90,5,4,1,90,4,2,4,90,4,1,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,9,5,28,58,9,2,57,32,9,5,30,56,9,1,47,43,9,3,10,78,9,3,9,79,10,0,42,48,58,0,30,4,5,3,11,0,2,3,25,59,11,0,89,0,12,1,12,75,12,0,71,9,2,2,0,4,12,0,22,19,29,18,13,0,37,36,9,5,13,0,16,61,10,20,1,24,43,12,72,0,27,1,43,0,54,3,70,0,27,3,53,0,29,18,90,0,7,3,91,1,8,0,20,1,2,0,9,15,53,20,0,1,3,9,19,48,22,1,36,22,12,7,22,0,12,17,21,28,22,0,20,19,21,18,61,2,33,4,61,13,11,15,61,13,11,15,25,0,38,37,63,0,13,24,87,1,3,0,0,2,1,0,6,50,2,6,1,4,3,0,1,3,1,0,6,5,2,2,1,13,28,0,28,44,0,0,28,0,7,16,19,12,12,6,0,31,0,21,24,24,31,0,12,32,19,5,1,3,1.7964611677608642,2,1.224744871391589,10.885714285714286,6.205520817210787,3.0144927536231885,1.5290592419484257
CR,CRI,Costa Rica,Heredia,2020-12-26,2020-12-25,100,0,0,0,0,20,89,496012.6494012345,61,0,2,98,1,11,88,1,4,95,1,24,75,0,33,67,1,14,85,1,10,89,0,5,95,0,3,97,0,4,96,0,9,91,1,27,72,0,6,94,0,25,75,98,0,2,0,89,0,6,5,96,0,3,1,76,1,10,13,67,2,16,15,86,1,4,9,90,0,4,6,95,0,3,2,97,0,3,0,96,0,3,1,91,0,4,5,73,2,10,15,94,0,4,2,75,2,14,9,11,0,13,76,91,0,2,7,16,2,10,72,90,0,3,7,97,0,3,0,97,0,3,100,0,0,0,21,4,7,68,100,0,0,0,0,16,0,44,23,9,8,18,5,38,23,16,18,5,50,16,11,18,7,47,14,14,18,4,48,20,10,18,7,13,22,40,93,1,2,4,93,0,2,5,93,1,2,4,93,1,2,4,93,1,0,6,93,1,0,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,20,3,22,55,20,3,56,21,20,3,24,53,20,1,49,30,20,3,10,67,20,2,12,66,25,1,45,29,55,1,26,15,2,1,25,0,1,2,25,47,25,1,73,1,28,0,12,60,28,1,63,4,1,0,0,3,28,1,11,31,22,7,29,1,24,31,11,4,29,2,13,50,6,31,3,21,37,8,79,0,19,2,47,1,52,0,78,0,22,0,53,2,32,13,91,0,8,1,90,1,9,0,32,1,0,1,8,14,44,32,0,0,1,6,18,43,32,0,27,24,11,6,32,0,3,11,18,36,32,0,7,20,20,21,73,0,21,6,73,7,4,16,73,6,8,13,34,1,33,32,68,0,11,21,89,0,3,0,2,0,0,0,6,57,0,2,3,0,7,1,4,3,1,0,1,7,6,2,0,6,38,3,34,23,1,1,38,2,8,16,12,14,7,2,1,39,1,37,17,6,39,1,6,21,21,11,1,2.9347826086956523,1.9933464203923064,1.6666666666666667,1.4142135623730951,13.689655172413795,5.610788156636907,3.2333333333333334,1.4656133865621097
CR,CRI,Costa Rica,Lim<c3><b3>n,2020-12-26,2020-12-22,100,2,20077.86379958588,0,0,42,93,1012445.9179111144,62,1,6,93,1,10,89,2,1,97,1,13,86,1,11,88,2,10,88,2,13,85,1,5,94,2,3,95,2,2,96,1,8,91,2,21,77,1,1,98,1,18,81,94,0,2,4,90,1,5,4,99,0,1,0,87,0,7,6,89,0,5,6,90,0,5,5,87,0,9,4,95,1,2,2,97,0,1,2,98,0,2,0,92,1,6,1,79,1,12,8,99,0,1,0,82,1,11,6,7,0,21,72,81,0,8,11,9,0,13,78,87,0,2,11,98,0,2,0,98,0,2,100,0,0,0,11,2,9,78,100,0,0,0,0,10,1,47,27,9,6,13,4,46,22,15,13,5,50,20,12,13,6,44,20,17,13,3,52,16,16,13,3,18,17,49,91,4,3,2,91,5,2,2,91,5,0,4,91,7,0,2,91,6,0,3,91,6,1,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,18,1,13,68,18,0,53,29,18,1,20,61,18,1,39,42,18,1,14,67,18,2,25,55,18,0,32,50,68,0,24,5,3,0,18,0,0,8,19,55,18,1,81,0,19,0,12,69,19,0,64,7,1,2,0,7,19,1,16,23,28,13,19,0,32,35,12,2,19,0,21,53,7,20,3,23,42,12,87,0,12,1,47,0,52,1,80,0,19,1,61,0,22,17,86,0,12,2,75,0,25,0,20,0,1,3,8,18,50,20,0,2,3,10,18,47,21,0,45,22,5,7,21,0,14,17,19,29,21,0,24,29,14,12,49,2,45,4,49,12,10,29,49,13,16,22,25,1,34,40,60,0,12,28,89,0,2,0,2,2,0,1,4,56,0,8,2,2,5,1,1,3,1,0,3,2,0,2,1,13,36,2,26,36,0,0,36,0,15,18,12,7,9,3,0,38,2,20,22,18,38,1,15,20,17,8,1,3,2.063106942552968,2.235294117647059,1.8550408272025267,10.316666666666666,4.917942475475938,3.0677966101694913,1.6067144327055052
CR,CRI,Costa Rica,Puntarenas,2020-12-26,2020-12-24,100,0,0,0,0,57,94,1655637.9740121877,73,0,1,99,1,9,90,1,3,96,1,11,88,1,15,84,1,14,85,0,8,92,1,5,94,1,2,97,0,3,97,1,5,94,1,20,79,1,4,95,1,9,90,99,0,1,0,91,0,4,5,97,0,3,0,89,0,6,5,85,1,8,6,86,0,5,9,92,0,6,2,95,0,3,2,98,0,1,1,97,0,1,2,95,0,5,0,80,0,9,11,96,0,2,2,91,0,6,3,5,1,20,74,80,0,6,14,6,2,12,80,88,0,1,11,99,1,0,0,99,0,1,100,0,0,0,10,1,6,83,100,0,0,0,0,7,1,46,30,7,9,9,5,41,30,15,9,5,58,14,14,9,1,57,17,16,9,5,49,22,15,9,6,21,23,41,94,1,2,3,94,1,2,3,94,2,1,3,94,2,1,3,94,2,0,4,94,2,1,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,10,0,27,63,10,1,58,31,10,1,35,54,10,1,49,40,10,1,7,82,10,1,19,70,10,0,39,51,61,0,21,9,6,3,14,0,0,7,24,55,14,1,84,1,14,0,16,70,14,0,70,10,2,2,0,2,14,0,26,24,20,16,14,0,29,41,11,5,14,1,18,60,7,17,0,25,47,11,73,1,24,2,42,0,57,1,65,0,33,2,51,0,35,14,93,1,4,2,81,0,19,0,18,1,0,4,8,13,56,18,0,2,3,9,17,51,20,1,31,31,10,7,20,0,15,11,21,33,20,0,21,20,18,21,60,1,35,4,60,11,11,18,60,10,12,18,22,0,37,41,59,0,20,21,81,3,3,1,2,2,0,0,8,44,0,7,0,3,3,1,0,4,1,0,3,3,4,7,3,17,26,1,35,35,0,3,26,0,9,21,17,12,11,4,0,26,0,9,30,35,26,0,9,27,26,8,4,2.6052631578947367,2.0604312548355677,3.0555555555555554,2.338230155788328,11.785714285714286,4.781888709216181,3.041095890410959,1.653601760504623
