ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V2..77,V2.1,V2.2,V2.3,V2a..99,V2a.1,V2a.2,V2a.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V4_6..99,V4_6..77,V4_6.1,V4_6.2,V4_6.3,V5a_1..99,V5a_1.0,V5a_1.1,V5a_2..99,V5a_2.0,V5a_2.1,V5a_3..99,V5a_3.0,V5a_3.1,V5a_4..99,V5a_4.0,V5a_4.1,V5a_5..99,V5a_5.0,V5a_5.1,V5a_6..99,V5a_6.0,V5a_6.1,V5a_7..99,V5a_7.0,V5a_7.1,V5a_8..99,V5a_8.0,V5a_8.1,V5a_9..99,V5a_9.0,V5a_9.1,V5a_10..99,V5b_1..99,V5b_1.0,V5b_1.1,V5b_2..99,V5b_2.0,V5b_2.1,V5b_3..99,V5b_3.0,V5b_3.1,V5b_4..99,V5b_4.0,V5b_4.1,V5b_5..99,V5b_5.0,V5b_5.1,V5b_6..99,V5b_6.0,V5b_6.1,V5b_7..99,V5b_7.0,V5b_7.1,V5b_8..99,V5b_8.0,V5b_8.1,V5b_9..99,V5b_9.0,V5b_9.1,V5b_10..99,V5c_1..99,V5c_1..77,V5c_1.0,V5c_1.1,V5c_2..99,V5c_2..77,V5c_2.0,V5c_2.1,V5c_3..99,V5c_3..77,V5c_3.0,V5c_3.1,V5c_4..99,V5c_4..77,V5c_4.0,V5c_4.1,V5c_5..99,V5c_5..77,V5c_5.0,V5c_5.1,V5c_6..99,V5c_6..77,V5c_6.0,V5c_6.1,V5c_7..99,V5c_7..77,V5c_7.0,V5c_7.1,V5c_8..99,V5c_8..77,V5c_8.0,V5c_8.1,V5c_9..99,V5c_9..77,V5c_9.0,V5c_9.1,V5c_10..99,V5d_1..99,V5d_1.0,V5d_2..99,V5d_2.0,V5d_2.1,V5d_3..99,V5d_3.0,V5d_3.1,V5d_4..99,V5d_4.0,V5d_5..99,V5d_5.0,V5d_5.1,V5d_6..99,V5d_6.0,V5d_6.1,V5d_7..99,V5d_7.0,V5d_8..99,V5d_8.0,V5d_8.1,V5d_9..99,V5d_9.0,V5d_10..99,V6_1..99,V6_1..77,V6_1.0,V6_1.1,V6_2..99,V6_2..77,V6_2.0,V6_2.1,V6_3..99,V6_3..77,V6_3.0,V6_3.1,V6_4..99,V6_4..77,V6_4.0,V6_4.1,V6_5..99,V6_5..77,V6_5.0,V6_5.1,V6_6..99,V6_6..77,V6_6.0,V6_6.1,V6_7..99,V6_7..77,V6_7.0,V6_7.1,V9..99,V9..77,V9.1,V9.2,V9.3,V9.4,V10_1..99,V10_1..77,V10_1.0,V10_1.1,V10_2..99,V10_2..77,V10_2.0,V10_2.1,V10_3..99,V10_3..77,V10_3.0,V10_3.1,V10_4..99,V10_4..77,V10_4.0,V10_4.1,V10_5..99,V10_5..77,V10_5.0,V10_5.1,V10_6..99,V10_6..77,V10_6.0,V10_6.1,V10_7..99,V10_7..77,V10_7.0,V10_7.1,V10_8..99,V10_8..77,V10_8.0,V10_8.1,V10_9..99,V10_9..77,V10_9.0,V10_9.1,V10_10..99,V10_10..77,V10_10.0,V10_10.1,V11..99,V11..77,V11.1,V11.2,V12..99,V12..77,V12.1,V12.2,V13..99,V15..99,V16..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9a..99,C9a..77,C9a.1,C9a.2,C9a.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
CI,CIV,C<c3><b4>te d'Ivoire,Autonome d'Abidjan,2021-02-08,2021-02-06,100,3,317559.28077710245,3,317559.28077710245,12,93,10092496.975181514,44,3,5,92,2,11,87,2,3,95,2,36,62,2,15,83,2,16,82,1,7,92,2,8,90,2,5,93,3,3,94,3,4,93,3,17,80,2,7,91,2,11,87,95,0,3,2,89,0,6,5,97,0,2,1,64,0,9,27,85,1,6,8,84,0,3,13,93,0,3,4,92,0,2,6,95,0,3,2,97,0,3,0,96,0,2,2,83,0,6,11,93,0,4,3,89,0,6,5,7,0,8,85,92,0,5,3,8,2,30,60,70,0,14,16,86,0,0,13,1,86,0,1,13,0,99,0,1,0,24,0,15,61,11,0,1,87,1,99,0,1,0,0,99,0,0,1,14,0,26,24,12,24,19,9,29,18,25,100,19,8,28,18,27,19,8,21,20,32,19,10,14,12,45,19,9,29,20,23,77,10,13,77,16,7,77,19,4,77,23,0,77,13,10,77,15,8,77,20,3,77,22,1,77,23,0,0,88,6,6,88,8,4,88,11,1,88,10,2,88,2,10,88,10,2,88,12,0,88,12,0,88,11,1,0,77,0,13,10,77,0,14,9,77,0,19,4,77,0,21,2,77,0,12,11,77,0,13,10,77,0,17,6,77,0,23,0,77,0,20,3,0,99,1,99,1,0,99,1,0,99,1,99,0,1,99,1,0,99,1,99,1,0,99,1,0,91,0,9,0,91,0,4,5,91,0,6,3,91,0,3,6,91,0,8,1,91,0,8,1,91,0,7,2,21,1,25,13,29,11,23,5,64,8,23,5,71,1,23,5,72,0,23,5,69,3,23,5,60,12,23,5,71,1,23,5,71,1,23,5,71,1,23,5,68,4,23,5,22,50,92,0,0,8,56,0,4,40,0,0,0,86,7,2,5,86,8,2,4,86,8,2,4,86,8,6,0,86,8,2,4,86,6,3,5,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,27,4,55,14,27,8,36,29,27,11,31,31,27,12,46,15,27,11,22,40,27,4,45,24,27,1,47,25,53,0,20,11,6,10,28,3,1,16,26,26,28,3,66,3,29,4,13,54,29,0,26,26,10,7,2,0,29,2,20,22,16,11,31,0,17,31,18,3,100,31,1,2,62,4,34,0,6,50,10,45,2,48,5,64,1,31,4,69,0,26,5,54,1,26,19,78,0,16,6,55,3,38,4,37,0,0,3,7,21,32,37,0,0,2,8,21,32,39,2,37,11,5,6,39,1,16,13,13,18,39,0,26,12,9,14,63,5,27,5,63,11,9,17,63,7,13,17,40,0,42,18,82,0,9,9,92,0,2,0,0,0,0,0,6,51,0,0,6,3,6,2,4,2,1,0,5,1,3,0,0,16,55,0,37,6,0,2,55,0,6,18,9,8,2,2,0,55,0,24,19,2,55,0,10,16,12,4,3,3.5111111111111115,3.73327922038705,1.6666666666666667,1.6329931618554518,9.36111111111111,6.774543855083119,3.4977777777777783,2.279402721696359
CI,CIV,C<c3><b4>te d'Ivoire,Autonome d'Abidjan,2021-02-09,2021-02-07,100,4,386856.8728377286,4,386856.8728377286,12,94,10317140.781089349,51,3,6,91,3,13,84,3,2,95,2,40,58,3,15,82,2,20,78,1,8,91,4,11,85,3,4,93,2,3,95,3,6,91,2,20,78,2,5,93,3,13,84,94,0,2,4,87,0,5,8,98,0,1,1,60,1,10,29,85,1,6,8,80,1,4,15,92,1,3,4,89,0,4,7,96,0,2,2,97,1,2,0,94,0,3,3,80,1,6,13,95,1,2,2,87,0,6,7,6,0,7,87,93,0,5,2,7,2,31,60,69,0,16,15,84,0,1,14,1,84,0,3,13,0,97,1,2,0,25,0,14,61,8,0,1,90,1,99,0,1,0,0,99,0,0,1,11,0,24,27,16,22,18,12,30,20,20,100,18,11,23,23,25,18,10,22,25,25,18,12,11,16,43,18,11,26,22,23,79,7,14,79,15,6,79,17,4,79,21,0,79,9,12,79,19,2,79,20,1,79,20,1,79,21,0,0,85,7,8,85,10,5,85,11,4,85,14,1,85,6,9,85,11,4,85,14,1,85,14,1,85,13,2,0,73,0,16,11,73,0,18,9,73,0,25,2,73,0,25,2,73,0,16,11,73,0,15,12,73,0,21,6,73,0,27,0,73,0,24,3,0,99,1,99,1,0,99,1,0,99,1,99,0,1,99,1,0,99,1,99,1,0,99,1,0,90,0,10,0,90,0,5,5,90,0,5,5,90,0,4,6,90,0,7,3,90,0,7,3,90,0,6,4,20,0,24,18,25,13,21,7,65,7,21,7,70,2,21,7,72,0,21,7,68,4,21,7,61,11,21,7,71,1,21,7,72,0,21,7,72,0,21,7,66,6,21,7,22,50,88,0,1,11,49,0,5,46,0,0,0,86,5,1,8,86,6,2,6,86,5,4,5,86,7,5,2,86,6,2,6,86,5,2,7,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,23,2,62,13,23,10,35,32,23,7,35,35,23,9,50,18,23,10,24,43,23,5,40,32,24,0,53,23,47,0,26,13,7,7,24,1,1,16,28,30,24,1,73,2,26,3,13,58,26,0,26,28,14,6,0,0,26,0,17,26,18,13,29,0,13,35,18,5,100,30,0,2,65,3,32,0,10,51,7,38,0,58,4,65,0,33,2,65,0,30,5,50,0,29,21,76,0,19,5,60,1,34,5,34,0,0,2,7,19,38,34,0,0,1,12,16,37,35,3,35,13,9,5,35,0,18,15,13,19,35,0,26,13,10,16,62,5,29,4,62,17,6,15,62,10,16,12,36,0,45,19,81,0,14,5,87,1,2,0,0,1,0,0,9,43,0,0,6,5,6,3,8,3,2,0,4,3,2,1,0,14,47,1,41,9,0,2,47,0,8,18,14,8,4,1,0,48,0,30,21,1,48,0,10,18,10,9,5,4.346153846153846,3.6347161357707116,1.8333333333333333,1.6020819787597222,9.514285714285714,7.297749163758841,3.8153846153846156,2.413961402568816
CI,CIV,C<c3><b4>te d'Ivoire,Autonome d'Abidjan,2021-02-10,2021-02-08,100,2,114443.25442951161,2,114443.25442951161,14,92,10016646.598014943,49,2,3,95,2,12,86,2,2,96,1,39,60,2,9,89,1,21,78,0,8,92,3,10,87,2,7,91,1,4,95,2,7,91,1,18,81,1,3,96,2,20,78,97,0,1,2,88,0,5,7,98,0,1,1,61,1,11,27,91,1,4,4,79,1,4,16,92,1,6,1,90,0,4,6,93,0,4,3,96,1,2,1,93,0,4,3,82,1,4,13,97,1,1,1,80,1,8,11,8,0,7,85,93,0,6,1,9,1,33,57,67,0,15,18,85,0,2,12,1,85,0,4,11,0,96,1,3,0,25,1,16,58,12,0,0,86,2,100,0,0,0,0,100,0,0,0,14,0,23,22,22,19,20,11,22,28,19,100,20,10,24,26,20,20,10,24,27,19,20,12,8,21,39,20,10,30,20,20,82,6,12,82,13,5,82,15,3,82,18,0,82,9,9,82,14,4,82,16,2,82,16,2,82,18,0,0,79,11,10,79,14,7,79,15,6,79,19,2,79,10,11,79,16,5,79,20,1,79,20,1,79,19,2,0,78,1,12,9,78,1,15,6,78,1,20,1,78,1,19,2,78,1,13,8,78,1,13,8,78,1,18,3,78,1,21,0,78,1,21,0,0,100,0,100,0,0,100,0,0,100,0,100,0,0,100,0,0,100,0,100,0,0,100,0,0,91,0,8,1,91,0,7,2,91,0,6,3,91,0,4,5,91,0,7,2,91,0,6,3,91,0,5,4,22,0,26,13,24,15,23,6,61,10,23,6,69,2,23,6,70,1,23,6,67,4,23,6,62,9,23,6,71,0,23,6,70,1,23,6,71,0,23,6,63,8,23,6,25,46,92,0,1,7,51,0,7,42,0,0,0,85,6,2,7,85,6,3,6,85,3,9,3,85,7,4,4,85,6,4,5,85,6,2,7,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,25,5,58,12,25,13,33,29,25,12,31,32,25,9,47,19,25,11,21,43,25,5,37,33,27,0,49,24,51,0,21,9,9,10,27,0,1,15,27,30,27,0,72,1,31,1,11,57,31,0,26,28,10,5,0,0,31,0,19,14,20,16,33,0,10,39,12,6,100,34,0,1,58,7,36,0,8,52,4,43,2,53,2,68,0,30,2,69,1,27,3,53,3,25,19,79,0,17,4,64,2,31,3,38,0,0,2,8,17,35,38,0,1,0,12,11,38,38,2,32,12,8,8,38,0,19,10,12,21,38,0,27,8,11,16,65,5,27,3,65,16,8,11,65,13,16,6,38,0,41,21,79,0,16,5,85,1,2,0,1,1,0,0,10,45,0,1,6,5,4,3,5,4,2,0,1,4,3,2,0,15,48,1,43,7,0,1,48,0,6,16,17,9,4,0,0,50,0,30,19,1,50,0,8,16,12,10,4,4.469387755102041,3.979646345344471,2.1666666666666665,1.6020819787597222,8.694444444444445,7.009460726941814,3.988,2.4157341386360023
CI,CIV,C<c3><b4>te d'Ivoire,Autonome d'Abidjan,2021-02-11,2021-02-09,100,0,0,0,0,17,87,10060467.217262581,49,2,2,96,2,13,85,1,5,94,0,44,56,2,9,89,1,22,77,1,8,91,2,9,89,0,9,91,2,3,95,1,8,91,1,20,79,0,4,96,0,25,75,98,0,1,1,87,1,8,4,95,0,4,1,56,1,19,24,91,0,5,4,78,1,9,12,92,0,5,3,91,1,6,2,91,0,6,3,97,0,1,2,92,0,1,7,80,0,7,13,96,0,2,2,75,1,10,14,13,0,9,78,91,0,7,2,14,0,25,61,75,0,7,18,93,0,1,6,0,93,0,3,4,0,97,0,3,0,21,2,18,59,17,0,0,78,5,100,0,0,0,0,100,0,0,0,21,0,25,20,22,12,27,14,16,29,14,100,27,9,28,20,16,27,10,26,19,18,27,15,9,21,28,27,10,29,20,14,88,3,9,88,6,6,88,8,4,88,12,0,88,6,6,88,9,3,88,11,1,88,11,1,88,11,1,0,79,13,8,79,14,7,79,16,5,79,20,1,79,11,10,79,15,6,79,19,2,79,21,0,79,20,1,0,80,1,9,10,80,1,13,6,80,1,18,1,80,1,18,1,80,1,11,8,80,1,9,10,80,1,17,2,80,1,19,0,80,1,19,0,0,100,0,100,0,0,100,0,0,100,0,100,0,0,100,0,0,100,0,100,0,0,100,0,0,92,0,7,1,92,0,6,2,92,0,5,3,92,0,4,4,92,0,7,1,92,0,4,4,92,0,6,2,29,1,24,11,25,10,29,1,63,7,29,1,69,1,29,1,69,1,29,1,65,5,29,1,65,5,29,1,70,0,29,1,69,1,29,1,69,1,29,1,66,4,29,1,18,52,90,0,0,10,51,0,9,40,0,0,0,83,7,3,7,83,8,2,7,83,5,8,4,83,8,4,5,83,7,4,6,83,8,2,7,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,29,7,53,11,29,9,33,29,29,11,29,31,29,9,36,26,29,9,19,43,29,5,38,28,30,0,36,34,64,1,17,4,7,7,30,1,4,13,23,29,30,1,69,0,34,0,13,53,34,1,23,21,13,4,0,4,34,0,28,12,15,11,34,1,14,34,11,6,100,35,2,4,50,9,35,0,5,51,9,48,2,45,5,68,0,29,3,71,2,21,6,64,3,15,18,81,0,14,5,63,3,30,4,35,0,0,5,7,16,37,35,0,1,2,9,12,41,35,1,29,16,8,11,35,0,19,11,19,16,35,0,31,11,14,9,58,4,36,2,58,22,10,10,58,18,19,5,35,0,43,22,78,0,14,8,87,0,4,0,1,2,0,0,6,44,0,1,7,5,7,1,1,6,3,0,4,2,5,3,0,11,48,0,41,11,0,0,48,0,7,15,17,8,4,1,0,51,0,31,17,1,51,0,8,15,11,10,5,4.913043478260869,4.329875989789606,2.142857142857143,1.4638501094227998,8.289473684210526,5.927069804908808,4.270833333333333,2.6153359764098276
CI,CIV,C<c3><b4>te d'Ivoire,Autonome d'Abidjan,2021-02-12,2021-02-10,100,2,86009.3623858793,1,40774.5581758787,12,83,9787221.168321056,43,8,5,87,5,15,80,8,4,88,5,44,51,7,14,79,8,18,74,8,6,86,8,5,87,5,9,86,10,3,87,8,6,86,5,23,72,7,7,86,7,18,75,95,0,2,3,85,2,6,7,96,0,3,1,56,2,17,25,86,1,8,5,82,2,9,7,94,1,2,3,95,2,3,0,91,1,5,3,97,1,1,1,94,1,0,5,77,1,9,13,93,1,2,4,82,1,9,8,17,0,7,76,93,0,3,4,18,0,18,64,82,0,8,10,92,0,1,7,0,92,0,2,5,1,98,0,2,0,27,2,13,58,20,0,1,72,7,99,0,1,0,0,99,1,0,0,25,1,25,16,16,17,30,14,13,22,21,100,30,12,27,15,16,30,11,22,17,20,30,17,10,16,27,30,11,27,18,14,83,8,9,83,9,8,83,12,5,83,16,1,83,11,6,83,14,3,83,17,0,83,17,0,83,15,2,0,84,7,9,84,8,8,84,13,3,84,15,1,84,7,9,84,8,8,84,14,2,84,14,2,84,14,2,0,84,0,8,8,84,0,9,7,84,0,15,1,84,0,14,2,84,0,6,10,84,0,9,7,84,0,15,1,84,0,16,0,84,0,16,0,0,100,0,100,0,0,100,0,0,100,0,100,0,0,100,0,0,100,0,100,0,0,100,0,0,92,1,6,1,92,1,5,2,92,1,5,2,92,1,2,5,92,1,7,0,92,1,3,4,92,1,6,1,32,1,28,9,20,10,32,0,65,3,32,0,67,1,32,0,68,0,32,0,66,2,32,0,64,4,32,0,68,0,32,0,68,0,32,0,64,4,32,0,67,1,32,0,11,57,91,0,0,9,57,0,7,36,0,0,0,87,4,3,6,87,6,2,5,87,6,2,5,87,6,5,2,87,6,2,5,87,6,1,6,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,32,5,50,13,32,7,36,25,32,7,30,31,32,8,29,31,32,8,20,40,32,5,42,21,32,0,33,35,67,1,20,3,4,5,33,1,4,13,20,29,33,2,63,2,37,1,17,45,37,2,25,15,11,4,1,5,37,2,30,15,10,6,37,2,17,28,11,5,100,38,2,5,48,7,38,0,6,46,10,50,0,42,8,64,1,30,5,70,2,21,7,71,1,12,16,80,1,16,3,58,2,35,5,40,1,0,3,5,17,34,40,1,0,2,6,14,37,41,2,25,16,7,9,41,1,18,11,13,16,41,1,25,14,11,8,61,3,30,6,61,22,4,13,61,17,12,10,42,0,38,20,80,0,8,12,92,0,3,0,0,1,0,0,4,55,0,0,5,5,5,1,1,5,2,0,5,2,4,1,1,8,56,1,35,8,0,0,56,0,6,13,13,5,4,3,0,57,0,27,15,1,57,1,15,8,10,7,2,5.05,4.53448326290201,1.8333333333333333,1.6020819787597222,9.028571428571428,6.133254170722837,3.8536585365853657,2.660460257265236
CI,CIV,C<c3><b4>te d'Ivoire,Autonome d'Abidjan,2021-02-13,2021-02-12,100,3,140448.978987487,1,40774.5581758787,15,83,9249581.105085129,38,9,7,84,8,10,82,9,2,89,5,41,54,8,18,74,10,20,70,11,7,82,11,3,86,7,7,86,10,5,85,11,4,85,7,21,72,10,6,84,10,11,79,93,1,3,3,90,2,1,7,98,1,0,1,59,1,14,26,82,1,7,10,80,1,13,6,93,1,1,5,97,1,2,0,93,2,2,3,95,2,3,0,96,2,2,0,79,2,7,12,94,1,2,3,89,2,5,4,17,0,8,75,92,0,5,3,18,0,21,61,79,0,9,12,91,0,1,7,1,91,0,0,8,1,100,0,0,0,28,3,15,54,20,0,1,76,3,99,0,1,0,0,99,1,0,0,22,1,29,20,12,16,26,9,16,26,23,100,26,8,31,14,21,26,8,25,18,23,26,9,14,19,32,26,6,36,19,13,84,6,10,84,9,7,84,12,4,84,15,1,84,11,5,84,14,2,84,16,0,84,16,0,84,14,2,0,88,3,9,88,6,6,88,8,4,88,11,1,88,3,9,88,7,5,88,11,1,88,10,2,88,10,2,0,80,0,9,11,80,0,12,8,80,0,20,0,80,0,18,2,80,0,6,14,80,0,12,8,80,0,15,5,80,0,20,0,80,0,20,0,0,100,0,100,0,0,100,0,0,100,0,100,0,0,100,0,0,100,0,100,0,0,100,0,0,92,1,7,0,92,1,6,1,92,1,3,4,92,1,1,6,92,1,7,0,92,1,5,2,92,1,3,4,29,0,32,9,21,9,30,4,63,3,30,4,65,1,30,4,65,1,30,4,66,0,30,4,60,6,30,4,66,0,30,4,66,0,30,4,63,3,30,4,64,2,30,4,13,53,93,0,0,7,62,1,3,34,0,0,0,86,5,1,8,86,3,5,6,86,6,1,7,86,4,6,4,86,6,2,6,86,6,1,7,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,31,7,45,17,31,9,37,23,31,11,33,25,31,7,39,23,31,12,22,35,31,4,42,23,33,0,40,27,60,0,21,5,4,10,34,0,3,10,25,28,34,1,61,4,37,2,17,44,37,2,25,17,11,6,1,1,37,3,21,12,16,11,37,3,16,26,14,4,100,39,1,3,51,6,40,0,5,48,7,56,1,36,7,63,3,28,6,67,2,23,8,61,2,16,21,78,2,18,2,59,2,32,7,43,1,0,1,5,15,35,43,1,0,0,7,15,34,45,3,23,15,10,4,45,2,17,7,11,18,45,2,22,12,9,10,66,2,27,5,66,16,4,14,66,13,11,10,46,0,30,24,76,0,11,13,89,0,4,0,1,2,1,0,3,60,0,1,6,3,7,1,1,3,0,0,2,3,2,0,1,10,58,1,33,7,0,1,58,0,5,11,10,7,5,3,1,62,0,22,15,1,62,1,14,10,7,3,3,5.257142857142857,4.245016851230027,1.875,0.83452296039628,7.787878787878788,6.479571628190284,3.4722222222222223,2.3722937798210784
