ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C12..99,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
AU,AUS,Australia,South Australia,2020-12-25,2020-12-24,100,0,0,0,0,7,94,997682.7638103416,75,0,0,100,0,6,94,0,5,95,0,20,80,0,15,85,0,16,84,0,4,96,1,3,96,0,5,95,0,0,100,0,6,94,0,17,83,0,2,98,1,13,86,100,0,0,0,94,0,2,4,95,0,3,2,80,0,3,17,85,0,4,11,84,0,3,13,96,0,2,2,97,0,1,2,95,0,2,3,100,0,0,0,94,0,2,4,83,0,4,13,98,0,0,2,87,0,5,8,6,0,5,89,95,0,3,2,6,0,34,60,66,0,10,24,90,0,9,1,90,0,10,0,100,0,0,0,16,0,0,84,100,0,0,0,0,0,7,0,50,30,4,9,8,0,25,59,8,8,2,45,41,4,8,3,37,40,12,8,3,38,43,8,8,3,14,55,20,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,11,1,23,65,11,0,53,36,11,2,41,46,11,1,68,20,11,0,21,68,11,1,7,81,16,0,63,21,37,0,18,16,17,12,18,1,0,6,23,52,18,0,82,0,20,0,17,63,20,0,10,6,12,14,38,0,20,0,9,22,26,23,20,0,8,30,26,16,100,100,78,0,3,19,48,0,17,35,60,0,10,30,33,0,7,60,79,0,4,17,93,0,3,4,21,0,1,2,7,16,53,21,0,2,2,7,19,49,22,0,10,19,29,20,22,0,2,4,13,59,22,0,4,8,27,39,88,1,5,6,88,2,1,9,88,1,3,8,22,0,40,38,62,0,13,25,87,0,2,0,0,0,1,0,10,47,0,2,2,3,5,1,2,9,1,0,3,4,3,2,4,12,23,5,27,45,0,0,23,1,5,11,18,13,17,11,1,24,1,41,17,17,24,0,16,22,26,8,4,5.9743589743589745,8.421423743509543,1.5,0.5773502691896257,13.144736842105264,3.5654039410924954,2.84,1.4981069135159628
AU,AUS,Australia,Tasmania,2020-12-25,2020-12-22,100,0,0,0,0,7,96,1192938.0391491216,81,0,0,100,0,12,88,0,3,97,0,23,77,0,16,84,0,18,82,0,2,98,0,1,99,0,2,98,0,0,100,0,3,97,0,10,90,0,4,96,0,6,94,100,0,0,0,88,0,4,8,97,0,0,3,77,0,2,21,84,0,3,13,82,0,3,15,98,0,2,0,99,0,0,1,98,0,0,2,100,0,0,0,97,0,2,1,90,0,2,8,96,0,1,3,94,0,1,5,4,0,5,91,95,0,4,1,4,3,25,68,75,0,3,22,97,0,3,0,97,0,3,0,100,0,0,0,10,2,2,86,100,0,0,0,0,0,5,0,43,26,17,9,6,2,23,60,9,6,2,43,41,8,6,1,41,39,13,6,1,37,42,14,6,1,9,45,39,0,98,0,1,1,98,0,1,1,98,0,1,1,98,0,0,2,98,0,1,1,98,0,0,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,7,0,32,61,7,0,74,19,7,0,65,28,7,0,71,22,7,0,30,63,7,0,10,83,7,0,68,25,32,0,35,11,13,9,8,0,0,2,28,62,8,0,91,1,9,2,24,65,9,0,3,0,5,4,76,3,9,0,12,11,32,36,9,0,7,26,36,22,100,100,68,0,2,30,26,0,2,72,35,1,1,63,29,1,4,66,70,0,1,29,90,0,4,6,9,1,1,1,4,21,63,9,0,2,1,3,24,61,10,0,8,20,41,21,10,0,1,1,8,80,10,0,2,7,23,58,91,0,5,4,91,1,1,7,91,0,3,6,10,1,54,35,65,0,7,28,96,0,1,0,0,0,0,0,3,42,0,1,2,1,5,1,2,13,2,3,3,6,2,2,2,13,14,5,30,50,0,1,14,0,5,14,12,14,21,16,4,19,1,33,28,19,19,1,18,18,29,13,2,5.428571428571429,7.047375768786622,1.2,0.8366600265340757,13.378048780487806,4.299412087005313,2.6153846153846154,1.4071318275200728
AU,AUS,Australia,Victoria,2020-12-25,2020-12-25,211,0,0,0,0,22,208,3392268.921064351,175,2,1,208,4,20,187,4,3,204,2,39,170,4,42,165,4,29,178,0,13,198,2,2,207,2,11,198,3,1,207,3,5,203,2,31,178,4,2,205,3,12,196,210,0,0,1,191,0,5,15,208,0,0,3,172,0,7,32,169,0,10,32,182,0,7,22,198,0,7,6,209,0,2,0,200,0,4,7,210,0,0,1,206,0,2,3,180,0,8,23,209,0,1,1,199,0,2,10,2,1,11,197,200,0,9,2,3,4,110,94,101,0,13,97,198,0,13,0,198,0,13,0,211,0,0,0,20,3,2,186,211,0,0,0,0,0,3,1,91,72,29,15,6,4,61,125,15,6,4,105,82,14,6,4,96,78,27,6,5,96,82,22,6,6,23,113,63,0,209,1,0,1,209,1,0,1,209,1,0,1,209,1,0,1,209,1,0,1,209,1,0,1,211,0,0,0,211,0,0,0,211,0,0,0,211,0,0,0,211,0,0,0,211,0,0,0,211,0,0,0,211,0,0,0,211,0,0,0,211,0,0,0,211,0,0,0,211,0,0,0,8,2,47,154,8,2,139,62,8,3,112,88,8,2,166,35,8,2,49,152,8,1,34,168,14,1,150,46,61,0,49,37,46,18,17,3,1,13,75,102,17,3,189,2,19,2,32,158,19,1,70,60,38,17,5,1,19,2,21,59,73,37,20,1,23,65,67,35,211,211,164,0,27,20,72,0,128,11,99,1,86,25,46,2,43,120,163,0,22,26,178,0,31,2,22,1,2,2,20,42,122,22,1,0,6,16,40,126,26,5,27,50,64,39,26,1,1,8,24,151,26,1,8,25,52,99,178,0,21,12,178,4,5,24,178,4,6,23,26,2,124,59,152,0,26,33,185,0,7,0,4,1,1,0,13,61,0,4,8,8,25,4,6,20,8,1,6,19,6,2,3,30,30,2,71,104,1,3,30,1,15,40,36,36,30,18,5,34,7,101,50,19,34,2,27,49,64,29,6,5.085106382978723,8.306830424956987,2.1,1.1005049346146119,14.620689655172415,4.089296275680816,3.088757396449704,1.5033071460340335
AU,AUS,Australia,Western Australia,2020-12-25,2020-12-25,112,0,0,0,0,3,110,1300276.7893067547,87,1,0,111,0,11,101,0,0,112,0,20,92,1,10,101,1,14,97,0,5,107,0,0,112,1,4,107,0,0,112,1,3,108,0,11,101,1,1,110,0,7,105,112,0,0,0,101,0,7,4,112,0,0,0,92,0,5,15,102,0,4,6,98,0,0,14,107,0,2,3,112,0,0,0,108,0,1,3,112,0,0,0,109,0,2,1,101,0,2,9,111,0,0,1,105,0,4,3,2,0,3,107,109,0,2,1,2,1,25,84,87,0,3,22,109,0,3,0,109,0,3,0,112,0,0,0,6,1,1,104,112,0,0,0,0,0,5,1,52,37,11,6,9,2,25,61,15,9,1,54,36,12,9,3,49,34,17,9,3,50,34,16,9,4,19,48,32,0,111,0,0,1,111,0,0,1,111,0,0,1,111,0,0,1,111,0,0,1,111,0,0,1,112,0,0,0,112,0,0,0,112,0,0,0,112,0,0,0,112,0,0,0,112,0,0,0,112,0,0,0,112,0,0,0,112,0,0,0,112,0,0,0,112,0,0,0,112,0,0,0,10,0,37,65,10,1,65,36,10,1,62,39,10,0,79,23,10,0,33,69,10,0,15,87,14,0,77,21,35,0,27,20,15,15,14,1,3,4,27,63,14,2,95,1,15,3,23,71,15,1,3,0,1,3,83,6,15,0,18,12,30,37,15,1,6,19,32,39,112,112,77,1,2,32,50,0,1,61,53,0,3,56,36,1,9,66,79,1,2,30,97,0,0,15,17,1,1,1,7,12,73,17,0,1,0,8,14,72,18,3,10,26,33,22,18,1,4,3,9,77,18,0,6,14,10,64,93,1,11,7,93,5,2,12,93,3,7,9,19,1,51,41,71,0,10,31,102,0,3,0,0,0,0,0,7,52,0,3,4,1,4,0,1,10,3,6,2,5,5,3,4,9,23,0,37,51,0,1,23,0,6,11,15,18,19,10,10,25,2,55,20,10,25,0,16,24,28,15,4,5.411764705882353,7.483791159885288,1,0,13.476744186046512,3.513760325905422,2.5301204819277108,1.5088143414663049
AU,AUS,Australia,-99,2020-12-26,2020-12-25,100,0,0,0,0,1,92,1264868.1978874682,56,2,1,97,1,6,93,2,2,96,2,12,86,2,12,86,1,12,87,2,1,97,2,3,95,3,2,95,1,3,96,2,3,95,2,7,91,2,2,96,1,6,93,99,0,0,1,94,1,2,3,98,1,0,1,88,2,1,9,88,2,5,5,88,2,3,7,99,0,1,0,97,1,0,2,98,0,1,1,97,0,1,2,97,0,2,1,93,1,0,6,98,0,0,2,94,1,3,2,8,0,1,91,100,0,0,0,10,2,29,59,72,0,3,25,97,0,3,0,97,0,3,0,100,0,0,0,16,2,2,80,100,0,0,0,0,0,17,1,34,29,12,7,23,2,20,45,10,23,7,31,34,5,23,6,30,31,10,23,4,33,34,6,23,6,11,36,24,0,98,1,0,1,98,1,1,0,98,1,1,0,98,1,1,0,98,1,1,0,98,1,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,24,0,23,53,24,0,44,32,24,0,38,38,24,0,50,26,24,0,15,61,24,0,11,65,27,0,41,32,59,0,19,11,4,7,28,0,1,8,15,48,28,0,72,0,34,0,8,58,34,0,13,7,6,5,34,1,34,0,18,17,19,12,35,1,12,20,21,11,100,100,78,1,10,11,58,1,24,17,63,1,18,18,53,1,12,34,85,1,4,10,90,0,7,3,36,0,1,2,3,7,51,36,0,2,0,7,9,46,37,1,7,21,18,16,37,0,1,7,4,51,37,0,6,7,17,33,87,2,8,3,87,1,4,8,87,1,3,9,37,1,30,32,68,0,9,23,91,0,1,1,1,0,0,1,5,61,0,1,3,1,4,0,0,9,1,1,4,2,2,1,2,8,42,0,16,41,0,1,42,0,1,5,9,15,10,16,2,44,1,29,15,11,44,1,16,18,10,9,2,3.0641304347826086,2.992650335015433,0,0,13.096153846153847,4.508204352696447,2.3207547169811322,1.29753590295162
AU,AUS,Australia,Australian Capital Territory,2020-12-26,2020-12-24,100,1,13022.9743049876,0,0,2,96,729100.7371250314,80,0,1,99,0,12,88,0,3,97,0,25,75,0,14,86,0,13,87,0,5,95,0,5,95,0,4,96,0,0,100,0,4,96,0,24,76,0,1,99,0,15,85,99,0,1,0,88,0,2,10,97,0,0,3,75,0,6,19,86,0,4,10,87,0,1,12,95,0,3,2,95,0,3,2,96,0,2,2,100,0,0,0,96,0,1,3,76,0,8,16,99,0,1,0,85,0,6,9,4,0,2,94,98,0,1,1,5,2,37,56,63,0,4,33,96,0,4,0,96,1,3,0,99,1,0,0,11,4,1,84,100,0,0,0,0,0,5,0,53,27,8,7,8,2,32,52,6,8,2,61,26,3,8,2,47,34,9,8,2,55,30,5,8,3,16,53,20,0,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,1,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,9,0,23,68,9,0,62,29,9,0,48,43,9,0,67,24,9,0,21,70,9,0,7,84,11,0,59,30,41,0,31,14,9,5,12,0,0,3,29,56,12,1,86,1,15,0,18,67,15,0,6,8,3,12,55,1,15,0,16,18,34,17,15,1,7,23,38,16,100,100,78,1,2,19,40,0,10,50,53,0,4,43,34,0,6,60,80,0,2,18,93,1,3,3,15,0,0,1,12,10,62,15,0,0,4,11,14,56,16,2,11,26,32,13,16,0,1,3,13,67,16,0,6,12,24,42,82,0,12,6,82,1,2,15,82,1,13,4,16,0,56,28,72,0,13,15,87,0,1,0,0,1,0,1,10,32,0,2,5,4,1,0,5,8,1,0,2,8,13,3,1,15,19,0,31,50,0,0,19,0,15,14,10,15,13,12,2,19,1,52,20,8,19,0,19,21,22,15,4,5.634146341463414,7.013401804976582,1,0,13.9875,4.496112948488908,2.9875,1.445146832362929
AU,AUS,Australia,New South Wales,2020-12-26,2020-12-26,373,0,0,0,0,24,357,4334030.979773758,290,0,2,371,0,32,341,0,7,366,0,78,295,2,50,321,2,45,326,0,19,354,0,8,365,1,20,352,0,3,370,1,8,364,1,69,303,1,6,366,1,31,341,371,0,1,1,341,0,12,20,366,0,0,7,295,0,12,66,323,0,12,38,328,0,4,41,354,0,7,12,365,0,4,4,353,1,5,14,370,0,2,1,365,0,3,5,304,1,8,60,367,0,2,4,342,1,7,23,15,1,15,342,358,0,11,4,17,4,157,195,216,1,36,120,337,0,36,0,337,1,35,0,372,0,1,0,59,4,18,292,373,0,0,0,0,0,21,1,166,109,54,22,28,3,116,196,30,28,3,189,127,26,28,4,180,122,39,28,5,165,138,37,28,4,60,176,105,0,356,2,3,12,356,3,3,11,356,3,1,13,356,1,8,8,356,3,2,12,356,3,1,13,373,0,0,0,373,0,0,0,373,0,0,0,373,0,0,0,373,0,0,0,373,0,0,0,373,0,0,0,373,0,0,0,373,0,0,0,373,0,0,0,373,0,0,0,373,0,0,0,34,1,81,257,34,1,198,140,34,1,166,172,34,2,228,109,34,1,47,291,34,1,36,302,41,1,203,128,170,0,94,58,33,18,42,0,1,18,88,224,42,1,329,1,47,1,53,272,47,0,48,67,50,39,106,16,47,0,37,83,152,54,48,2,45,140,116,22,373,373,293,1,32,47,176,4,75,118,208,3,64,98,146,3,41,183,326,1,9,37,338,0,24,11,51,0,7,8,34,51,222,51,0,4,13,38,60,207,57,2,41,124,107,42,57,0,7,17,52,240,57,0,23,56,87,150,294,2,51,26,294,10,12,57,294,9,24,46,60,0,190,123,250,0,56,67,323,0,7,1,5,5,0,3,29,137,0,4,11,6,30,2,17,38,7,0,9,22,7,7,8,68,73,6,104,187,1,2,73,0,42,75,56,45,42,30,10,81,8,137,108,39,81,2,61,76,80,54,19,4.619046052631579,6.999143697235673,1.5333333333333334,1.0600988273786194,14.102112676056338,4.206691091319789,2.98932384341637,1.4771690728386138
AU,AUS,Australia,Queensland,2020-12-26,2020-12-26,333,0,0,0,0,23,325,2883632.6249420447,260,0,0,333,0,23,310,0,4,329,0,66,267,0,45,288,0,55,278,0,23,310,0,7,326,0,22,311,1,6,326,1,12,320,0,56,277,1,0,332,1,41,291,333,0,0,0,310,1,6,16,329,0,1,3,267,2,16,48,288,2,9,34,278,0,9,46,310,1,8,14,326,0,1,6,311,0,9,13,327,2,1,3,321,0,5,7,277,1,8,47,333,0,0,0,292,2,13,26,8,0,13,312,320,0,9,4,12,5,107,209,226,0,10,97,323,0,10,0,323,0,10,0,333,0,0,0,27,6,2,298,333,0,0,0,0,0,19,0,130,117,39,28,24,5,86,190,28,24,4,154,131,20,24,4,131,134,40,24,3,139,127,40,24,4,49,166,90,0,331,0,1,1,331,0,1,1,331,1,0,1,331,1,1,0,331,1,0,1,331,1,0,1,333,0,0,0,333,0,0,0,333,0,0,0,333,0,0,0,333,0,0,0,333,0,0,0,333,0,0,0,333,0,0,0,333,0,0,0,333,0,0,0,333,0,0,0,333,0,0,0,33,1,76,223,33,0,206,94,33,2,173,125,33,0,213,87,33,1,92,207,33,1,30,269,38,0,207,88,126,0,94,58,37,18,41,0,2,14,81,195,41,0,289,3,48,3,50,232,48,0,6,4,7,13,244,11,48,0,33,72,111,69,48,2,31,80,106,66,333,333,257,0,7,69,128,0,14,191,161,0,13,159,120,0,14,199,241,0,11,81,303,0,4,26,55,0,1,6,28,39,204,55,0,0,11,31,57,179,58,1,21,86,94,73,58,0,2,14,42,217,58,1,13,44,78,139,276,1,37,19,276,5,5,47,276,3,23,31,58,1,166,108,225,1,37,70,301,1,4,1,4,0,1,1,20,135,0,2,15,6,20,3,3,36,7,4,13,16,11,8,8,46,67,2,77,182,0,5,67,0,40,48,54,42,45,32,5,72,7,113,91,50,72,2,44,56,92,54,13,5.110344827586207,7.641368806789743,1.7692307692307692,0.5991446895152781,13.45703125,3.4819012970153045,3.2261904761904763,1.6241542608926862
AU,AUS,Australia,South Australia,2020-12-26,2020-12-26,118,0,0,0,0,10,115,906732.0266891598,103,1,0,117,1,6,111,1,2,115,1,15,102,0,17,101,1,9,108,0,4,114,1,0,117,1,2,115,0,1,117,1,1,116,1,10,107,0,3,115,1,4,113,118,0,0,0,112,0,1,5,116,0,0,2,103,1,4,10,101,0,5,12,109,0,1,8,114,1,2,1,118,0,0,0,116,0,1,1,117,0,1,0,117,0,0,1,108,0,0,10,115,0,0,3,114,0,0,4,3,0,7,108,111,0,3,4,3,1,40,74,79,1,7,31,111,0,7,0,111,0,7,0,118,0,0,0,13,1,1,103,118,0,0,0,0,0,4,0,72,29,12,1,6,3,38,65,6,6,4,65,39,4,6,9,66,30,7,6,5,70,33,4,6,7,20,62,23,0,117,0,0,1,117,0,0,1,117,0,0,1,117,0,0,1,117,0,0,1,117,0,0,1,118,0,0,0,118,0,0,0,118,0,0,0,118,0,0,0,118,0,0,0,118,0,0,0,118,0,0,0,118,0,0,0,118,0,0,0,118,0,0,0,118,0,0,0,118,0,0,0,7,3,25,83,7,3,65,43,7,1,56,54,7,1,79,31,7,2,22,87,7,3,4,104,7,0,72,39,46,0,32,18,13,9,8,0,0,9,34,67,8,0,110,0,10,2,24,82,10,0,11,11,22,16,45,3,10,1,17,24,38,28,10,1,11,36,40,20,118,118,93,0,7,18,53,0,14,51,62,0,12,44,39,0,9,70,96,0,5,17,114,0,1,3,10,3,1,1,12,14,77,10,1,3,1,9,19,75,10,0,14,30,37,27,10,0,2,7,13,86,10,0,5,17,34,52,96,2,14,6,96,4,2,16,96,3,7,12,12,0,58,48,70,0,19,29,99,2,5,0,2,1,0,1,8,41,1,1,4,3,5,1,1,19,3,1,3,6,6,1,2,20,14,0,44,60,0,0,14,0,8,14,17,22,21,19,3,15,3,59,28,13,15,2,30,23,33,13,2,5.277777777777778,6.810123183744754,1.4285714285714286,0.5345224838248488,13.72549019607843,3.5184291689239124,2.75,1.4381174563233068
AU,AUS,Australia,Tasmania,2020-12-26,2020-12-24,100,0,0,0,0,7,97,1064121.2487972446,81,0,0,100,0,10,90,0,2,98,0,26,74,0,15,85,0,17,83,0,3,97,0,1,99,0,5,95,0,0,100,0,5,95,0,16,84,0,3,97,0,6,94,100,0,0,0,90,0,1,9,98,0,0,2,74,0,3,23,85,0,2,13,83,0,2,15,97,0,2,1,99,0,0,1,95,0,2,3,100,0,0,0,95,0,3,2,84,0,2,14,97,0,1,2,94,0,1,5,3,0,5,92,95,0,4,1,3,2,22,73,78,0,1,21,99,0,1,0,99,0,1,0,100,0,0,0,6,2,1,91,100,0,0,0,0,0,3,0,47,29,14,7,5,0,32,54,9,5,0,46,43,6,5,0,42,40,13,5,0,38,44,13,5,0,10,49,36,0,99,0,1,0,99,0,1,0,99,0,1,0,99,0,0,1,99,0,0,1,99,0,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,6,0,22,72,6,0,71,23,6,0,64,30,6,0,72,22,6,1,32,61,6,0,6,88,7,0,69,24,31,0,32,15,13,9,8,0,0,3,26,63,8,0,91,1,9,1,17,73,9,0,0,0,5,4,80,2,9,0,5,16,37,33,9,0,6,20,37,28,100,100,79,0,0,21,30,0,0,70,37,0,1,62,29,0,2,69,68,0,0,32,94,0,2,4,9,1,0,0,6,22,62,9,0,0,1,5,26,59,12,0,7,25,34,22,12,0,0,4,8,76,12,0,3,12,28,45,85,0,11,4,85,3,0,12,85,2,4,9,12,1,56,31,69,0,9,22,93,0,1,1,0,1,0,1,3,38,0,2,2,1,10,0,2,14,2,3,2,7,2,3,1,11,15,2,27,56,0,0,15,0,8,20,13,13,18,10,3,18,0,37,23,22,18,0,20,17,32,12,1,4.723404255319149,6.716954950815573,1.2,0.8366600265340757,13.913580246913583,4.376635496772028,2.740740740740741,1.4033689623347256
AU,AUS,Australia,Victoria,2020-12-26,2020-12-26,265,0,0,0,0,22,260,3391135.022253369,217,0,1,264,0,17,248,0,6,259,0,37,228,0,50,215,0,39,226,0,14,251,0,2,263,0,13,252,0,0,265,0,10,255,0,43,222,0,0,265,0,20,245,264,0,1,0,248,0,5,12,259,1,1,4,228,2,7,28,215,2,10,38,226,2,4,33,251,0,7,7,263,0,0,2,252,0,4,9,265,0,0,0,255,0,2,8,222,2,12,29,265,0,0,0,245,1,6,13,5,0,10,250,255,0,8,2,5,1,132,127,133,0,17,115,248,0,17,0,248,1,16,0,264,0,1,0,24,5,4,232,265,0,0,0,0,0,9,0,132,73,31,20,11,4,77,145,28,11,5,144,91,14,11,4,133,90,27,11,1,125,98,30,11,4,34,131,85,0,261,1,0,3,261,0,1,3,261,1,0,3,261,1,3,0,261,1,0,3,261,1,0,3,265,0,0,0,265,0,0,0,265,0,0,0,265,0,0,0,265,0,0,0,265,0,0,0,265,0,0,0,265,0,0,0,265,0,0,0,265,0,0,0,265,0,0,0,265,0,0,0,18,1,65,181,18,1,171,75,18,2,139,106,18,1,179,67,18,2,41,204,18,0,32,215,22,0,169,74,96,0,83,42,31,13,23,0,2,16,84,140,23,1,241,0,27,4,37,197,27,0,86,66,58,17,8,3,27,0,29,73,103,33,27,0,37,90,81,30,265,265,201,3,42,19,96,3,156,10,128,2,102,33,88,4,53,120,224,0,19,22,235,1,25,4,29,1,3,4,19,38,171,29,0,5,9,10,55,157,35,4,26,81,70,49,35,1,2,11,32,184,35,0,7,42,59,122,216,1,29,19,216,1,10,38,216,2,16,31,37,2,136,90,175,0,42,48,226,2,10,2,4,2,2,2,15,90,0,7,14,14,18,2,5,32,7,2,5,18,8,2,3,38,44,4,87,128,1,1,44,0,22,53,38,39,41,23,5,45,12,104,80,24,45,2,35,69,62,37,15,5.375,7.60453045855861,2.3333333333333335,1.6583123951777,14.385714285714286,3.955347142597629,2.7971014492753623,1.4771368606842306
