ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
HU,HUN,Hungary,Pest,2020-12-22,2020-12-22,209,0,0,0,0,28,205,779834.7116785955,171,1,1,207,0,22,187,0,7,202,0,51,158,0,40,169,0,19,190,0,19,190,1,6,202,0,8,201,0,7,202,0,10,199,0,28,181,0,5,204,0,32,177,208,1,0,0,187,2,2,18,202,0,1,6,158,4,7,40,169,2,5,33,190,2,3,14,190,2,3,14,203,0,2,4,201,0,4,4,202,0,3,4,199,0,5,5,181,0,3,25,204,0,2,3,177,0,19,13,2,2,12,193,197,0,4,8,3,2,56,148,153,0,20,36,189,1,19,0,189,0,4,16,0,205,3,1,0,26,1,32,150,209,0,0,0,0,0,4,2,49,65,53,36,10,9,43,114,33,10,9,68,83,39,10,14,60,88,37,10,12,23,73,91,10,14,9,45,131,0,177,9,3,20,177,7,11,14,177,6,11,15,177,8,7,17,177,10,7,15,177,9,5,18,209,0,0,0,209,0,0,0,209,0,0,0,209,0,0,0,209,0,0,0,209,0,0,0,209,0,0,0,209,0,0,0,209,0,0,0,209,0,0,0,209,0,0,0,209,0,0,0,12,5,64,128,12,0,142,55,12,6,46,145,12,5,93,99,12,4,4,189,12,4,31,162,16,0,99,94,110,0,71,19,5,4,17,3,0,11,65,113,17,2,188,2,20,2,25,162,20,0,153,22,4,2,0,8,20,0,66,47,47,29,20,3,30,85,52,19,20,0,47,140,2,22,1,30,152,4,148,1,49,11,70,0,137,2,164,0,43,2,118,1,55,35,206,0,1,2,180,0,28,1,23,3,1,9,22,47,104,23,1,2,8,22,40,113,23,0,80,79,17,10,23,1,10,24,48,103,23,0,24,61,50,51,125,6,52,26,125,13,31,40,125,7,42,35,24,1,111,73,136,1,20,52,190,0,8,1,4,3,1,0,2,79,0,4,7,10,10,0,5,5,16,0,7,11,2,6,13,34,33,6,80,89,0,1,33,1,7,23,40,36,31,31,7,36,5,35,93,40,36,3,36,67,38,22,7,3.787878787878788,3.461958650741429,2.6,1.7763883459298973,14.481707317073171,3.4773104354847884,2.2738095238095237,0.9952123773730002
HU,HUN,Hungary,-99,2020-12-23,2020-12-22,100,0,0,0,0,5,93,559669.79129274,51,7,2,91,7,12,81,5,4,91,7,16,77,6,13,81,7,6,87,5,6,89,6,1,93,5,1,94,6,3,91,5,2,93,6,11,83,7,4,89,7,13,80,98,1,0,1,88,0,1,11,96,0,0,4,84,2,4,10,87,1,5,7,94,2,1,3,94,2,1,3,99,0,0,1,99,0,1,0,97,0,2,1,98,1,1,0,89,2,3,6,96,0,2,2,87,1,6,6,5,2,4,89,96,0,0,4,6,2,20,72,81,0,6,13,94,1,5,0,94,0,0,6,0,100,0,0,0,16,1,13,70,100,0,0,0,0,0,11,1,25,21,22,20,14,11,19,31,25,14,18,27,25,16,14,22,16,32,16,14,22,14,22,28,14,27,8,11,40,0,89,3,3,5,89,3,4,4,89,3,5,3,89,4,0,7,89,3,4,4,89,4,4,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,15,7,22,56,15,5,54,26,15,12,11,62,15,8,32,45,15,8,3,74,15,6,10,69,17,1,26,56,74,0,18,5,2,1,18,1,0,8,23,50,18,2,80,0,21,2,4,73,21,0,62,4,1,1,1,10,21,0,41,12,17,9,22,8,14,25,19,12,22,1,25,50,2,22,4,23,51,0,78,1,19,2,46,2,50,2,89,0,8,3,68,1,20,11,97,0,2,1,90,0,9,1,24,5,1,1,8,16,45,24,1,0,1,12,17,45,24,2,32,33,3,6,24,1,12,8,14,41,24,1,18,18,17,22,64,5,18,13,64,7,11,18,64,5,20,11,26,4,24,46,54,0,16,30,84,0,1,1,2,3,1,1,7,61,0,3,3,1,5,0,1,4,4,0,3,0,1,1,1,12,46,3,15,36,0,0,46,1,1,5,6,7,7,21,6,48,1,17,17,17,48,2,10,22,11,5,2,2.896551724137931,2.273210875552258,1.5,0.7071067811865476,13.019607843137255,3.6468627398268305,2.0434782608695654,0.9650911698816723
HU,HUN,Hungary,B<c3><a1>cs-Kiskun,2020-12-23,2020-12-22,100,0,0,0,0,22,95,476425.6704532097,83,0,0,100,0,12,88,0,1,99,0,28,72,0,14,86,0,11,89,0,2,98,0,2,98,0,0,100,0,0,100,0,6,94,0,17,83,0,0,100,0,10,90,100,0,0,0,88,0,6,6,99,0,0,1,72,1,3,24,86,0,3,11,89,0,2,9,98,0,0,2,98,0,1,1,100,0,0,0,100,0,0,0,94,0,3,3,83,0,4,13,100,0,0,0,90,1,4,5,5,0,10,85,90,0,3,7,5,1,24,70,76,1,10,13,90,1,9,0,90,0,2,8,0,98,1,1,0,17,1,14,68,100,0,0,0,0,0,6,0,14,25,25,30,6,6,15,43,30,6,4,24,39,27,6,8,17,32,37,6,8,9,29,48,6,10,2,20,62,0,87,4,2,7,87,6,0,7,87,2,6,5,87,5,1,7,87,6,0,7,87,5,1,7,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,6,2,27,65,6,1,69,24,6,5,21,68,6,2,54,38,6,3,4,87,6,3,5,86,6,0,52,42,48,0,39,5,2,6,7,0,0,7,30,56,7,0,93,0,8,2,9,81,8,0,70,16,1,1,1,3,8,0,42,14,23,13,8,0,9,36,33,14,8,0,16,74,2,8,0,15,76,1,73,0,18,9,31,2,66,1,79,0,19,2,46,2,32,20,96,0,2,2,95,0,4,1,8,1,1,1,22,18,49,8,0,0,3,10,28,51,8,1,37,39,8,7,8,0,7,13,19,53,8,0,11,29,20,32,60,3,22,15,60,7,10,23,60,5,20,15,9,0,47,44,56,0,14,30,88,2,0,0,1,3,3,0,3,41,0,7,1,1,7,2,0,5,9,0,2,1,2,2,7,13,15,0,38,47,0,0,15,0,5,11,15,14,19,19,2,16,2,20,37,25,16,2,19,30,22,9,2,3.783783783783784,3.916738546398118,2.375,1.8468119248354133,13.868749999999999,3.4820913892426737,2.25,0.9872606263311616
HU,HUN,Hungary,B<c3><a9>k<c3><a9>s,2020-12-23,2020-12-21,100,1,5726.62539423103,1,5726.62539423103,24,97,485791.3013252378,73,1,1,98,1,16,83,0,3,97,1,17,82,1,19,80,1,10,89,1,9,90,1,1,98,1,3,96,1,3,96,2,5,93,1,7,92,1,4,95,1,13,86,99,0,0,1,84,0,4,12,97,0,2,1,83,0,4,13,81,0,2,17,90,0,4,6,91,0,2,7,99,0,1,0,97,0,0,3,97,0,3,0,95,0,2,3,93,0,1,6,96,0,1,3,87,0,9,4,3,0,10,87,91,0,1,8,4,2,28,66,72,0,7,21,93,1,6,0,93,0,1,6,0,99,1,0,0,14,1,12,73,100,0,0,0,0,0,8,1,17,22,24,28,16,4,13,45,22,16,6,26,32,20,16,6,23,34,21,16,6,9,31,38,16,7,4,24,49,0,88,4,0,8,88,4,4,4,88,2,5,5,88,4,0,8,88,3,3,6,88,4,2,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,13,4,28,55,13,4,62,21,13,6,11,70,13,4,53,30,13,6,2,79,13,5,2,80,13,0,53,34,47,0,37,8,2,6,15,1,0,3,31,50,15,1,84,0,15,1,13,71,15,0,65,12,4,1,0,3,15,0,27,20,26,12,15,3,9,33,28,12,16,0,19,63,2,17,2,10,69,2,72,0,22,6,38,0,62,0,89,0,11,0,47,0,27,26,98,0,2,0,98,0,2,0,17,1,1,3,14,25,39,17,1,2,3,11,25,41,20,0,36,32,7,5,20,0,4,12,24,40,20,0,9,28,26,17,63,4,22,11,63,5,13,19,63,4,19,14,20,0,43,37,63,0,11,26,89,0,3,0,1,3,2,0,2,47,0,1,3,2,11,0,1,4,10,0,4,1,1,1,2,12,26,2,32,40,0,0,26,1,4,3,11,23,13,16,3,26,2,15,44,13,26,1,3,31,32,5,2,2.926829268292683,2.2179973388446506,3.3333333333333335,1.8618986725025255,14.000000000000002,3.577708763999663,2.130434782608696,1.02774801612785
HU,HUN,Hungary,Baranya,2020-12-23,2020-12-21,100,1,18402.739235612902,1,18402.739235612902,21,95,449078.6862505612,75,1,1,98,0,10,90,1,2,97,1,15,84,0,19,81,1,7,92,0,5,95,1,1,98,1,4,95,1,2,97,1,4,95,1,12,87,0,5,95,1,6,93,99,1,0,0,90,1,2,7,98,1,1,0,85,2,0,13,81,4,1,14,93,2,3,2,95,2,0,3,99,1,0,0,96,1,1,2,98,0,2,0,96,0,0,4,88,2,1,9,95,3,2,0,94,0,5,1,4,1,7,88,94,0,0,6,6,1,23,70,77,0,11,12,89,3,8,0,89,0,1,10,0,99,0,0,1,18,1,15,66,100,0,0,0,0,0,6,2,19,33,17,23,10,5,26,40,19,10,9,28,39,14,10,12,29,34,15,10,12,15,28,35,10,13,6,20,51,0,85,5,1,9,85,4,2,9,85,4,4,7,85,5,3,7,85,5,1,9,85,6,1,8,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,9,3,26,62,9,1,76,14,9,3,22,66,9,2,49,40,9,2,5,84,9,3,6,82,9,0,52,39,48,0,34,10,1,7,10,2,0,6,29,53,10,1,89,0,11,0,12,77,11,0,79,3,1,2,0,4,11,0,34,13,24,18,11,2,12,35,22,18,11,0,22,67,0,13,0,18,69,0,74,1,19,6,24,0,76,0,78,0,20,2,51,1,28,20,95,0,4,1,94,0,6,0,13,0,0,2,10,16,59,13,0,0,2,10,17,58,13,1,44,27,10,5,13,0,6,13,17,51,13,0,14,25,20,28,61,3,25,11,61,5,13,21,61,3,18,18,14,2,48,36,64,1,11,24,90,1,4,0,1,1,0,0,3,42,0,3,2,3,8,2,1,4,11,0,1,1,1,2,2,17,22,6,34,38,0,0,22,0,2,7,10,17,15,22,5,23,2,38,22,15,23,3,13,25,23,11,2,2.6923076923076925,2.3187320282049586,3.3333333333333335,2.943920288775949,15.153333333333336,3.1654525885076987,2.0945945945945947,0.9815966713349534
HU,HUN,Hungary,Borsod-Aba<c3><ba>j-Zempl<c3><a9>n,2020-12-23,2020-12-22,100,0,0,0,0,22,98,599553.6844166634,73,0,0,100,0,5,95,2,3,95,0,16,84,0,13,87,1,6,93,0,5,95,0,4,96,0,0,100,0,1,99,0,4,96,0,15,85,0,0,100,0,11,89,100,0,0,0,95,0,1,4,97,0,1,2,84,0,2,14,87,0,5,8,94,0,2,4,95,0,1,4,96,0,2,2,100,0,0,0,99,0,1,0,96,0,2,2,85,0,4,11,100,0,0,0,89,0,5,6,2,0,8,90,92,0,3,5,2,2,27,69,73,0,11,16,89,3,8,0,89,0,0,11,0,100,0,0,0,15,1,14,70,100,0,0,0,0,0,3,0,15,24,27,31,4,4,22,45,25,4,6,33,32,25,4,5,28,36,27,4,6,14,32,44,4,10,9,18,59,0,86,6,2,6,86,6,3,5,86,5,5,4,86,7,0,7,86,6,3,5,86,7,0,7,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,6,5,37,52,6,2,69,23,6,6,22,66,6,5,52,37,6,5,4,85,6,3,24,67,7,0,51,42,49,0,33,9,3,6,7,2,0,9,31,51,7,2,90,1,8,3,12,77,8,0,72,10,0,2,2,6,8,0,35,18,24,15,8,1,13,44,22,12,8,0,24,67,1,11,2,16,69,2,63,1,31,5,31,2,67,0,78,0,22,0,48,1,28,23,96,1,2,1,76,2,21,1,11,1,1,4,13,25,45,11,1,1,3,13,20,51,12,1,40,35,5,7,12,0,11,11,18,48,12,0,17,27,25,19,57,4,29,10,57,5,12,26,57,1,27,15,13,1,51,35,65,1,12,22,89,0,4,0,1,0,2,0,4,38,0,4,3,4,4,0,1,2,10,0,5,3,3,1,1,21,25,4,35,36,0,0,25,0,2,13,16,16,13,11,4,26,1,30,22,21,26,1,16,27,20,6,4,3.05,3.012367669186312,2.75,1.752549163769328,13.972222222222221,3.5917441415126956,2.287671232876712,1.0338634668991533
HU,HUN,Hungary,Budapest,2020-12-23,2020-12-23,279,0,0,0,0,42,271,925528.736321495,241,1,0,278,1,33,245,1,5,273,0,62,217,1,52,226,1,22,256,1,14,264,2,6,271,2,9,268,1,7,271,1,15,263,1,41,237,1,5,273,1,20,258,279,0,0,0,246,2,3,28,274,1,0,4,217,2,8,52,227,1,2,49,257,1,5,16,265,0,2,12,273,1,1,4,270,0,3,6,272,0,6,1,264,1,6,8,238,0,9,32,274,1,1,3,259,1,10,9,8,0,21,250,259,0,4,16,9,5,106,159,173,1,41,64,238,6,35,0,238,0,15,26,0,264,2,13,0,57,1,46,175,279,0,0,0,0,0,14,1,75,91,63,35,18,8,63,151,39,18,11,103,114,33,18,13,90,118,40,18,13,36,110,102,18,12,13,83,153,0,234,11,7,27,234,10,8,27,234,10,16,19,234,10,9,26,234,9,5,31,234,11,7,27,279,0,0,0,279,0,0,0,279,0,0,0,279,0,0,0,279,0,0,0,279,0,0,0,279,0,0,0,279,0,0,0,279,0,0,0,279,0,0,0,279,0,0,0,279,0,0,0,21,2,92,164,21,1,196,61,21,2,59,197,21,1,125,132,21,3,7,248,21,2,80,176,21,0,123,135,156,0,86,17,7,13,22,0,1,9,90,157,22,0,257,0,23,1,32,223,23,0,216,29,3,1,0,7,23,0,91,48,75,42,24,1,35,128,57,34,25,0,61,193,0,26,1,50,201,1,187,1,82,9,83,2,193,1,220,0,56,3,154,2,87,36,272,1,6,0,199,0,79,1,26,1,0,8,31,71,142,26,1,2,12,27,50,161,29,1,103,112,22,12,29,0,13,19,52,166,29,0,24,53,70,103,202,3,55,19,202,6,20,51,202,2,43,32,29,2,172,76,203,0,35,41,245,1,5,0,4,4,3,1,16,73,0,0,20,9,19,3,22,12,13,0,6,25,14,6,7,50,34,3,120,120,2,0,34,0,12,37,49,56,39,39,13,36,3,229,6,5,36,0,67,107,53,14,2,3.2900763358778624,3.221295844408727,2.1052631578947367,1.3289401308354825,15.670781893004115,3.240473993132278,2.132780082987552,0.982664399613788
HU,HUN,Hungary,Csongr<c3><a1>d,2020-12-23,2020-12-22,100,0,0,0,0,22,97,385545.7699324005,73,0,0,100,0,9,91,0,3,97,0,18,82,0,10,90,0,6,94,0,5,95,0,1,99,0,1,99,0,1,99,0,7,93,0,15,85,0,4,96,0,13,87,100,0,0,0,91,2,1,6,97,1,0,2,82,2,4,12,90,1,1,8,94,2,3,1,95,1,1,3,99,0,0,1,99,1,0,0,99,0,1,0,93,0,5,2,85,0,3,12,96,1,0,3,87,0,6,7,3,0,7,90,93,0,4,3,4,2,27,67,73,0,14,13,86,4,10,0,86,0,3,11,0,97,1,2,0,20,2,8,70,100,0,0,0,0,0,4,1,25,26,25,19,4,10,22,46,18,4,9,43,29,15,4,9,35,29,23,4,9,19,29,39,4,11,6,23,56,0,92,1,3,4,92,0,2,6,92,1,5,2,92,1,1,6,92,1,1,6,92,0,1,7,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,5,1,30,64,5,0,69,26,5,2,24,69,5,0,52,43,5,0,0,95,5,0,11,84,7,0,41,52,59,0,30,7,3,1,8,0,1,5,28,58,8,1,91,0,8,1,13,78,8,0,84,2,1,0,1,4,8,0,43,17,16,16,8,1,13,44,23,11,9,1,29,61,0,13,1,18,68,0,70,0,21,9,31,3,62,4,76,1,21,2,48,1,31,20,100,0,0,0,89,0,11,0,14,0,1,3,12,24,46,14,0,1,2,11,23,49,16,1,32,41,6,4,16,0,3,8,23,50,16,0,6,15,27,36,79,3,13,5,79,4,7,10,79,6,9,6,17,0,49,34,66,0,7,27,93,0,0,0,0,3,0,0,4,45,0,5,5,4,9,0,1,4,5,0,1,8,2,2,2,7,25,3,30,42,0,0,25,0,2,10,12,12,14,21,4,27,3,42,17,11,27,1,15,27,22,7,1,3.5882352941176467,3.78287726840397,4,2.9154759474226504,14.888888888888891,3.9237649193612523,2.0422535211267605,0.9626840413034182
HU,HUN,Hungary,Fej<c3><a9>r,2020-12-23,2020-12-22,100,1,4357.8592043705,1,4357.8592043705,21,95,453572.85733865015,74,0,3,97,1,13,86,0,2,98,0,24,76,0,17,83,0,12,88,0,5,95,1,6,93,1,7,92,0,1,99,0,7,93,1,15,84,0,5,95,0,7,93,97,1,0,2,87,3,4,6,98,0,1,1,76,2,4,18,83,1,3,13,88,1,3,8,95,0,2,3,94,0,1,5,93,1,1,5,99,1,0,0,93,1,2,4,85,1,3,11,95,0,2,3,93,1,1,5,4,1,9,86,91,0,2,7,5,2,20,73,80,0,5,15,95,2,3,0,95,0,0,5,0,100,0,0,0,12,0,13,75,100,0,0,0,0,0,5,0,22,27,24,22,8,6,20,35,31,8,5,34,34,19,8,7,27,37,21,8,8,16,32,36,8,8,4,23,57,0,87,5,0,8,87,5,3,5,87,4,4,5,87,4,3,6,87,4,2,7,87,3,2,8,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,8,3,35,54,8,1,69,22,8,3,22,67,8,3,53,36,8,3,7,82,8,4,11,77,8,0,48,44,52,0,30,12,0,6,9,1,1,7,24,58,9,1,90,0,11,0,16,73,11,0,66,13,2,1,0,7,11,0,39,12,22,16,12,1,13,47,17,10,12,0,20,64,4,15,1,19,63,2,65,0,29,6,31,1,66,2,78,0,21,1,47,0,32,21,93,0,7,0,89,0,11,0,15,0,2,4,17,23,39,15,0,4,5,9,22,45,17,1,36,34,4,8,17,0,3,14,23,43,17,0,9,24,25,25,67,0,22,11,67,5,8,20,67,3,16,14,18,1,42,39,61,0,12,27,88,1,2,0,0,0,1,0,8,46,0,3,4,4,4,0,1,3,6,0,2,6,1,2,1,17,24,2,37,37,0,0,24,0,6,12,17,9,15,11,6,25,2,24,21,28,25,1,14,31,19,5,5,3.6476486486486484,3.3809916544658267,2.7142857142857144,1.889822365046136,14.394736842105264,4.040062532085103,2.3835616438356166,1.0358857855625752
HU,HUN,Hungary,Gyor-Moson-Sopron,2020-12-23,2020-12-22,100,1,3895.529765105539,1,3895.529765105539,9,96,519561.0148920266,73,1,2,97,1,13,86,1,2,97,1,23,76,1,17,82,1,13,86,1,8,91,1,2,97,1,5,94,1,1,98,2,4,94,1,10,89,1,2,97,0,9,91,98,0,2,0,87,1,3,9,98,0,1,1,77,2,6,15,83,0,2,15,87,0,4,9,92,0,4,4,98,0,1,1,95,0,1,4,99,0,1,0,96,0,0,4,90,0,3,7,98,0,2,0,91,0,7,2,3,1,7,89,94,0,1,5,5,2,23,70,77,2,5,16,95,0,4,1,95,0,0,5,0,100,0,0,0,14,0,15,71,100,0,0,0,0,0,5,1,20,22,27,25,9,2,16,42,31,9,4,24,42,21,9,4,33,31,23,9,5,17,30,39,9,5,8,20,58,0,85,1,4,10,85,2,3,10,85,2,9,4,85,3,3,9,85,2,2,11,85,2,5,8,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,10,5,43,42,10,2,64,24,10,4,24,62,10,4,51,35,10,4,5,81,10,3,12,75,11,0,57,32,43,1,34,10,4,8,11,0,1,5,26,57,11,0,88,1,13,3,14,70,13,0,73,8,3,1,1,1,13,1,29,14,28,15,14,1,16,33,25,11,14,0,21,65,0,16,2,16,64,2,58,1,34,7,37,0,63,0,76,1,23,0,50,0,29,21,95,0,4,1,88,0,12,0,16,0,0,1,16,23,44,16,0,0,4,10,24,46,19,0,33,35,8,5,19,0,3,9,20,49,19,0,13,23,21,24,64,3,24,9,64,5,14,17,64,2,13,21,19,1,48,32,68,0,10,22,90,0,0,0,1,3,0,0,6,43,0,2,3,1,7,1,1,6,13,0,6,3,2,0,5,7,27,4,36,33,0,0,27,2,6,15,13,11,9,12,5,27,5,32,21,15,27,4,9,29,27,4,0,2.975609756097561,3.811087803226585,1.4,0.8944271909999157,14.360294117647058,3.4260259256968517,2.25,0.9364110591197602
